[일시]사조대림,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/11/15,125273,127717,124050,124050,▲1222,＋1.00%,117817,125181,121851,126225,12190,N/A
1993/11/13,122828,122828,119773,122828,▲4889,＋4.15%,116229,125273,121637,126271,9470,N/A
1993/11/12,113051,117940,113051,117940,▲4889,＋4.32%,115862,125456,121362,126327,4870,N/A
1993/11/11,111218,114884,111218,113051,▲1833,＋1.65%,116962,126098,121117,126398,8250,N/A
1993/11/10,116106,116106,111218,111218,▼4889,－4.21%,119773,126923,121036,126469,4000,N/A
1993/11/09,122217,122217,116106,116106,▼4889,－4.04%,122706,128145,121066,126515,5380,N/A
1993/11/08,120384,127106,119162,120995,▼2444,－1.98%,125762,129031,121077,126480,9410,N/A
1993/11/06,120995,128328,120995,123439,▼3667,－2.88%,127717,129367,121087,126362,350,N/A
1993/11/05,126495,128328,125273,127106,▲1222,＋0.97%,129306,129703,121087,126235,15910,N/A
1993/11/04,125273,130161,125273,125884,▼5500,－4.19%,130895,129856,121066,126062,5260,N/A
1993/11/03,131384,131384,131384,131384,▲611,＋0.47%,132361,129764,121026,125894,340,N/A
1993/11/02,130161,132606,130161,130772,▼611,－0.47%,132239,129397,120914,125670,18710,N/A
1993/11/01,136883,137494,131384,131384,▼3667,－2.71%,131750,128970,120761,125436,7740,N/A
1993/10/30,130161,136883,130161,135050,▲1833,＋1.38%,131017,128542,120669,125237,51520,N/A
1993/10/29,132606,135661,130161,133217,▲2444,＋1.87%,129306,128084,120527,125013,48210,N/A
1993/10/28,127717,132606,127717,130772,▲2444,＋1.90%,127839,127564,120364,124809,20380,N/A
1993/10/27,127106,128328,127106,128328,▲611,＋0.48%,126861,127106,120272,124621,12980,N/A
1993/10/26,127106,130161,125273,127717,▲1222,＋0.97%,126495,126800,120221,124427,11150,N/A
1993/10/25,124662,128328,124662,126495,▲611,＋0.49%,127106,126617,120282,124224,15990,N/A
1993/10/23,125884,126495,125884,125884,0.0,0.00%,127717,126434,120465,124005,5720,N/A
1993/10/22,124662,128328,124662,125884,▼611,－0.48%,129672,126373,120700,123796,17320,N/A
1993/10/21,126495,128328,125884,126495,▼4278,－3.27%,131261,126250,120924,123592,9340,N/A
1993/10/20,128328,130772,125884,130772,▲1222,＋0.94%,131506,126098,121107,123378,13610,N/A
1993/10/19,138105,138105,129550,129550,▼6111,－4.50%,131384,125548,121270,123134,32810,N/A
1993/10/18,136272,138717,133828,135661,▲1833,＋1.37%,131506,124814,121474,122920,62370,N/A
1993/10/16,128328,133828,127717,133828,▲6111,＋4.78%,129184,123776,121535,122640,26190,N/A
1993/10/15,130161,130772,126495,127717,▼2444,－1.88%,127228,122645,121586,122406,8410,N/A
1993/10/14,133828,135661,130161,130161,0.0,0.00%,126128,121881,121779,122202,47740,N/A
1993/10/13,124662,130161,124662,130161,▲6111,＋4.93%,124662,120995,121922,121963,35840,N/A
1993/10/12,124662,127106,124050,124050,0.0,0.00%,123806,120017,122105,121739,16360,N/A
1993/10/11,120384,124050,120384,124050,▲1833,＋1.50%,123562,119559,122411,121586,14970,N/A
1993/10/09,122828,124050,122217,122217,▼611,－0.50%,123073,119192,122747,121397,9020,N/A
1993/10/08,124050,125884,122217,122828,▼3055,－2.43%,123073,118826,123144,121194,9250,N/A
1993/10/07,122828,127717,122828,125884,▲3055,＋2.49%,123317,118520,123511,120985,28590,N/A
1993/10/06,120384,122828,120384,122828,▲1222,＋1.01%,122706,117940,123816,120751,8620,N/A
1993/10/05,122217,124050,121606,121606,▼611,－0.50%,123073,117267,124173,120552,11510,N/A
1993/10/04,120995,123439,120995,122217,▼1833,－1.48%,123439,116565,124499,120338,4360,N/A
1993/10/02,123439,124662,122828,124050,▲1222,＋1.00%,123684,116045,124753,120119,10050,N/A
1993/09/28,122217,124050,122217,122828,▼1833,－1.47%,122828,115404,124947,119890,5900,N/A
1993/09/27,125273,125273,123439,124662,▲1222,＋0.99%,121239,114640,125089,119676,22770,N/A
1993/09/25,124662,125884,123439,123439,0.0,0.00%,119284,113998,125201,119452,61010,N/A
1993/09/24,121606,124050,121606,123439,▲3667,＋3.06%,116840,113387,125364,119248,79270,N/A
1993/09/23,116106,119773,116106,119773,▲4889,＋4.26%,114640,112532,125588,119034,47070,N/A
1993/09/22,116717,117329,113662,114884,0.0,0.00%,113173,111707,125833,118841,12670,N/A
1993/09/21,111829,116106,111829,114884,▲3667,＋3.30%,112318,111370,126149,118709,21960,N/A
1993/09/20,113662,113662,111218,111218,▼1222,－1.09%,112318,111279,126556,118576,5760,N/A
1993/09/18,113051,113051,111218,112440,0.0,0.00%,113418,111554,126984,118449,7480,N/A
1993/09/17,109996,114273,109996,112440,▲1833,＋1.66%,113906,112012,127330,118306,13380,N/A
1993/09/16,115495,115495,110607,110607,▼4278,－3.72%,114762,112562,127574,118148,5790,N/A
1993/09/15,116106,118551,114884,114884,▼1833,－1.57%,115495,113326,127839,118021,16920,N/A
1993/09/14,115495,117940,114273,116717,▲1833,＋1.60%,114395,113754,128063,117853,33400,N/A
1993/09/13,116106,117940,114884,114884,▼1833,－1.57%,112562,114151,128257,117670,15420,N/A
1993/09/11,116717,117940,114884,116717,▲2444,＋2.14%,111951,114487,128542,117502,42040,N/A
1993/09/10,109384,114273,109384,114273,▲4889,＋4.47%,110851,114945,128786,117334,50690,N/A
1993/09/09,108773,111829,108773,109384,▲1833,＋1.70%,109507,115556,128970,117191,20770,N/A
1993/09/08,110607,111829,107551,107551,▼4278,－3.83%,109996,116259,129235,117094,8900,N/A
1993/09/07,108162,112440,108162,111829,▲611,＋0.55%,110729,117145,129469,117023,14840,N/A
1993/09/06,105718,111218,105718,111218,▲3667,＋3.41%,109629,117817,129622,116906,15760,N/A
1993/09/04,109996,111218,107551,107551,▼4278,－3.83%,108040,118826,129835,116794,7590,N/A
1993/09/03,107551,114273,107551,111829,▲611,＋0.55%,108162,120323,130202,116697,24840,N/A
1993/09/02,101440,111218,101440,111218,▲4889,＋4.60%,108407,121728,130599,116580,15510,N/A
1993/09/01,100829,106329,98385,106329,▲3055,＋2.96%,109507,123134,130905,116488,9510,N/A
1993/08/31,104496,109996,103274,103274,▼4889,－4.52%,112562,124692,131292,116402,4660,N/A
1993/08/30,112440,112440,108162,108162,▼4889,－4.32%,116595,126556,131679,116341,6140,N/A
1993/08/28,112440,116717,112440,113051,▼3667,－3.14%,120140,128236,131903,116229,3640,N/A
1993/08/27,118551,122217,116717,116717,▼4889,－4.02%,122217,129550,131964,116081,6130,N/A
1993/08/26,122217,122217,118551,121606,▼1833,－1.49%,123806,130559,131883,115892,7550,N/A
1993/08/25,122217,125273,122217,123439,▼2444,－1.94%,123806,131445,131638,115668,7590,N/A
1993/08/24,120384,126495,120384,125884,▲2444,＋1.98%,124295,132208,131384,115439,25140,N/A
1993/08/23,124050,127106,123439,123439,▼1222,－0.98%,124417,132972,131058,115195,8120,N/A
1993/08/21,121606,124662,121606,124662,▲3055,＋2.51%,124417,133920,130762,114966,6450,N/A
1993/08/20,125884,125884,119773,121606,▼4278,－3.40%,124539,134897,130426,114731,14710,N/A
1993/08/19,127106,131384,125273,125884,▼611,－0.48%,125273,136119,130110,114553,30780,N/A
1993/08/18,123439,126495,123439,126495,▲3055,＋2.48%,126373,137067,129805,114350,36630,N/A
1993/08/17,123439,124662,122217,123439,▼1833,－1.46%,128573,137953,129499,114146,9890,N/A
1993/08/16,119162,128328,119162,125273,0.0,0.00%,131872,138992,129255,113993,48780,N/A
1993/08/14,125273,125273,125273,125273,▼6111,－4.65%,134683,139786,128970,113789,1090,N/A
1993/08/13,131384,131384,131384,131384,▼6111,－4.44%,137128,140397,128634,113586,0,N/A
1993/08/12,139939,142383,137494,137494,▼2444,－1.75%,138961,140611,128165,113321,21570,N/A
1993/08/11,139328,140550,138105,139939,▲611,＋0.44%,139817,140305,127544,113015,8790,N/A
1993/08/10,137494,139328,136272,139328,▲1833,＋1.33%,139694,139878,126892,112689,14460,N/A
1993/08/09,140550,140550,135661,137494,▼3055,－2.17%,139205,139572,126261,112369,11070,N/A
1993/08/07,142994,142994,139328,140550,▼1222,－0.86%,139572,139542,125650,112058,10020,N/A
1993/08/06,139328,142994,139328,141772,▲2444,＋1.75%,139205,139236,124998,111686,33660,N/A
1993/08/05,136883,139328,136883,139328,▲2444,＋1.79%,139083,138839,124366,111325,13700,N/A
1993/08/04,133828,138105,133828,136883,▼2444,－1.75%,139694,138839,123745,110948,19340,N/A
1993/08/03,137494,142383,137494,139328,▲611,＋0.44%,141161,138839,123226,110596,14650,N/A
1993/08/02,140550,140550,138717,138717,▼2444,－1.73%,142505,138533,122625,110214,13810,N/A
1993/07/31,141772,142994,139939,141161,▼1222,－0.86%,143727,137953,122003,109843,33470,N/A
1993/07/30,145439,146050,141772,142383,▼1833,－1.27%,144339,137219,121372,109430,30420,N/A
1993/07/29,146661,147272,144216,144216,▼1833,－1.26%,144705,136517,120761,108977,18060,N/A
1993/07/28,144827,148494,143605,146050,▲1222,＋0.84%,144094,135722,120048,108539,64460,N/A
1993/07/27,144216,147272,142994,144827,▲611,＋0.42%,142383,135019,119243,108122,54060,N/A
1993/07/26,144827,146050,142383,144216,0.0,0.00%,140550,134347,118459,107745,63960,N/A
1993/07/24,141161,144216,139939,144216,▲3055,＋2.16%,137983,133400,117685,107373,85100,N/A
1993/07/23,137494,142383,137494,141161,▲3667,＋2.67%,135417,132453,116931,107032,127250,N/A
1993/07/22,136272,138717,135050,137494,▲1833,＋1.35%,133828,131475,116178,106731,73420,N/A
1993/07/21,131384,135661,131384,135661,▲4278,＋3.26%,133706,130650,115485,106436,42920,N/A
1993/07/20,131384,134439,130772,131384,0.0,0.00%,133461,130070,114833,106161,30260,N/A
1993/07/19,133217,133217,130772,131384,▼1833,－1.38%,133950,129978,114263,105937,19400,N/A
1993/07/16,134439,136883,131995,133217,▼3667,－2.68%,135539,130192,113703,105698,26700,N/A
1993/07/15,135050,139328,134439,136883,▲2444,＋1.82%,136272,130009,113132,105433,41620,N/A
1993/07/14,135661,137494,133217,134439,▲611,＋0.46%,135539,129642,112481,105148,50910,N/A
1993/07/13,138717,140550,133828,133828,▼5500,－3.95%,134072,129245,111849,104883,39140,N/A
1993/07/12,136883,139939,136883,139328,▲2444,＋1.79%,132606,128634,111269,104623,54880,N/A
1993/07/10,133828,136883,133828,136883,▲3667,＋2.75%,130406,127503,110596,104333,102680,N/A
1993/07/09,126495,133217,126495,133217,▲6111,＋4.81%,128695,126250,109914,104068,43630,N/A
1993/07/08,126495,130161,126495,127106,▲611,＋0.48%,128450,124937,109283,103864,45700,N/A
1993/07/07,128328,130161,126495,126495,▼1833,－1.43%,129306,123989,108722,103671,25960,N/A
1993/07/06,125884,131384,125884,128328,0.0,0.00%,129061,122981,108203,103523,76900,N/A
1993/07/05,131995,131995,128328,128328,▼3667,－2.78%,128450,121851,107643,103370,13920,N/A
1993/07/03,131384,133217,130161,131995,▲611,＋0.47%,127106,120659,107083,103177,65830,N/A
1993/07/02,127106,131384,125884,131384,▲6111,＋4.88%,124906,119192,106461,102927,87130,N/A
1993/07/01,125273,126495,123439,125273,0.0,0.00%,123439,118001,105881,102698,44110,N/A
1993/06/30,122217,126495,122217,125273,▲3667,＋3.02%,124295,117145,105412,102540,82920,N/A
1993/06/29,122217,122217,119773,121606,▲611,＋0.51%,126373,116320,104954,102382,24080,N/A
1993/06/28,122217,125273,120995,120995,▼3055,－2.46%,127961,115648,104577,102214,14760,N/A
1993/06/26,129550,131995,123439,124050,▼5500,－4.25%,129672,114854,104190,102011,27480,N/A
1993/06/25,135661,135661,129550,129550,▼6111,－4.50%,130161,113815,103752,101771,28760,N/A
1993/06/24,131995,135661,131995,135661,▲6111,＋4.72%,128573,112348,103192,101522,99190,N/A
1993/06/23,129550,130161,125884,129550,0.0,0.00%,124784,110607,102561,101247,45340,N/A
1993/06/22,128328,132606,125273,129550,▲3055,＋2.42%,121239,109201,102072,101038,85850,N/A
1993/06/21,125884,126495,122828,126495,▲4889,＋4.02%,116717,107765,101512,100870,59060,N/A
1993/06/19,121606,121606,121606,121606,▲4889,＋4.19%,113051,106512,101002,100732,30160,N/A
1993/06/18,114884,116717,114273,116717,▲4889,＋4.37%,109996,105626,100554,100605,76980,N/A
1993/06/17,108162,111829,108162,111829,▲4889,＋4.57%,107796,104893,100198,100519,19580,N/A
1993/06/16,107551,108162,105718,106940,▼1222,－1.13%,106329,104587,99902,100483,10740,N/A
1993/06/15,107551,108162,105718,108162,▲1833,＋1.72%,105473,104404,99699,100498,12220,N/A
1993/06/14,105718,107551,104496,106329,▲611,＋0.58%,105351,104068,99495,100508,22000,N/A
1993/06/12,105718,105718,104496,105718,▲1222,＋1.17%,105718,103915,99332,100524,2800,N/A
1993/06/11,107551,107551,103274,104496,▲1833,＋1.79%,106329,103915,99169,100564,2600,N/A
1993/06/10,107551,107551,102662,102662,▼4889,－4.55%,107062,103762,99037,100575,8580,N/A
1993/06/09,108162,109384,105718,107551,▼611,－0.56%,107551,103518,98996,100559,13710,N/A
1993/06/08,110607,110607,108162,108162,▼611,－0.56%,106696,103029,98894,100463,8780,N/A
1993/06/07,108773,109384,106940,108773,▲611,＋0.56%,105107,102510,98792,100371,16110,N/A
1993/06/05,106940,109996,105718,108162,▲3055,＋2.91%,103518,102021,98731,100274,17620,N/A
1993/06/04,104496,106940,104496,105107,▲1833,＋1.78%,102174,101410,98609,100157,27010,N/A
1993/06/03,102051,105107,99607,103274,▲3055,＋3.05%,101318,100951,98538,100035,9630,N/A
1993/06/02,101440,103274,100218,100218,▼611,－0.61%,100951,100615,98477,99907,4730,N/A
1993/06/01,102051,103274,100829,100829,▼611,－0.60%,101685,100463,98487,99826,6680,N/A
1993/05/31,103274,103274,100829,101440,▲611,＋0.61%,101929,100310,98487,99765,6310,N/A
1993/05/29,102051,102051,99607,100829,▼611,－0.60%,102785,100188,98477,99668,1720,N/A
1993/05/27,103885,103885,101440,101440,▼2444,－2.35%,103274,100035,98466,99556,2550,N/A
1993/05/26,103885,103885,103274,103885,▲1833,＋1.80%,103274,99790,98375,99439,12150,N/A
1993/05/25,103885,103885,102051,102051,▼3667,－3.47%,103151,99546,98283,99312,3710,N/A
1993/05/24,105107,106940,101440,105718,▲2444,＋2.37%,103885,99393,98151,99205,15290,N/A
1993/05/22,103274,103885,101440,103274,▲1833,＋1.81%,103029,98904,97967,99093,16090,N/A
1993/05/21,104496,105107,101440,101440,▼1833,－1.78%,101929,98507,97804,98971,5230,N/A
1993/05/20,105718,105718,103274,103274,▼2444,－2.31%,101196,98110,97682,98879,8820,N/A
1993/05/19,102051,105718,102051,105718,▲4278,＋4.22%,100096,97713,97489,98741,38320,N/A
1993/05/18,98996,102051,98385,101440,▲3667,＋3.75%,98752,97163,97193,98553,28380,N/A
1993/05/17,97163,98385,97163,97774,0.0,0.00%,97652,96827,97030,98370,3600,N/A
1993/05/15,97774,97774,97163,97774,0.0,0.00%,97285,96674,97000,98191,400,N/A
1993/05/14,98996,98996,97774,97774,▼1222,－1.23%,97040,96613,97030,98008,650,N/A
1993/05/13,96552,98996,96552,98996,▲3055,＋3.18%,96918,96582,97061,97804,7970,N/A
1993/05/12,95941,95941,94718,95941,0.0,0.00%,96674,96521,97132,97560,600,N/A
1993/05/11,96552,97774,95941,95941,▼611,－0.63%,97285,96674,97285,97356,3250,N/A
1993/05/10,95329,97774,95329,96552,▼611,－0.63%,97652,96765,97387,97163,2500,N/A
1993/05/08,98996,98996,95941,97163,▼611,－0.62%,97652,96827,97489,96954,3140,N/A
1993/05/07,98996,100218,97774,97774,▼1222,－1.23%,98018,96765,97611,96755,11910,N/A
1993/05/06,97774,100829,97774,98996,▲1222,＋1.25%,98263,96765,97692,96582,32680,N/A
1993/05/04,97163,97774,96552,97774,▲1222,＋1.27%,97652,96827,97733,96389,2270,N/A
1993/05/03,97163,97163,96552,96552,▼2444,－2.47%,97163,96735,97815,96175,550,N/A
1993/05/01,98996,100218,98996,98996,0.0,0.00%,96552,96704,97916,95981,5000,N/A
1993/04/30,97774,100218,97163,98996,▲3055,＋3.18%,95818,96491,97977,95742,18130,N/A
1993/04/29,90441,96552,90441,95941,▲611,＋0.64%,94963,96307,98069,95513,6310,N/A
1993/04/28,91663,95329,91663,95329,▲1833,＋1.96%,94718,96216,98222,95309,1620,N/A
1993/04/27,95941,95941,93496,93496,▼1833,－1.92%,94596,96185,98446,95095,2710,N/A
1993/04/26,95941,95941,94718,95329,▲611,＋0.65%,95207,96307,98619,94902,3510,N/A
1993/04/24,91663,94718,91663,94718,0.0,0.00%,95574,96368,98843,94713,1870,N/A
1993/04/23,94718,95941,94718,94718,0.0,0.00%,96185,96429,99098,94540,4320,N/A
1993/04/22,95941,95941,94718,94718,▼1833,－1.90%,97040,96521,99271,94352,3420,N/A
1993/04/21,95329,96552,95329,96552,▼611,－0.63%,97652,96796,99393,94153,2830,N/A
1993/04/20,96552,97163,96552,97163,▼611,－0.62%,97896,97040,99515,93955,1690,N/A
1993/04/19,97774,98996,96552,97774,▼1222,－1.23%,97652,97285,99668,93756,5230,N/A
1993/04/17,97163,98996,97163,98996,▲1222,＋1.25%,97652,97652,99811,93557,6200,N/A
1993/04/16,97774,97774,94107,97774,0.0,0.00%,97896,97743,99851,93364,1180,N/A
1993/04/15,94718,97774,94718,97774,▲1833,＋1.91%,97529,97896,99831,93180,3980,N/A
1993/04/14,97774,97774,95941,95941,▼1833,－1.87%,97163,97988,99790,93002,1200,N/A
1993/04/13,99607,99607,97774,97774,▼2444,－2.44%,96918,98232,99851,92839,1820,N/A
1993/04/12,97774,100829,97774,100218,▲4278,＋4.46%,96429,98385,99933,92641,7660,N/A
1993/04/10,95941,97163,95941,95941,0.0,0.00%,95207,98415,100004,92447,2790,N/A
1993/04/09,95941,97774,95329,95941,▲1222,＋1.29%,94963,98629,100228,92259,7210,N/A
1993/04/08,95329,95329,94718,94718,▼611,－0.64%,94963,98629,100463,92086,880,N/A
1993/04/07,94718,96552,94718,95329,▲1222,＋1.30%,95329,98813,100656,91902,7000,N/A
1993/04/06,91663,94718,91663,94107,▼611,－0.65%,95452,98752,100839,91683,2840,N/A
1993/04/03,95941,95941,93496,94718,▼1222,－1.27%,95941,98782,101063,91444,2940,N/A
1993/04/02,97163,97774,95329,95941,▼611,－0.63%,97040,98721,101298,91179,1750,N/A
1993/04/01,95941,97774,95941,96552,▲611,＋0.64%,98140,98629,101522,90904,6430,N/A
1993/03/31,96552,96552,95329,95941,▼611,－0.63%,99240,98385,101715,90650,1040,N/A
1993/03/30,96552,96552,92274,96552,▼3667,－3.66%,101074,97988,101960,90390,2770,N/A
1993/03/29,100829,101440,100218,100218,▼1222,－1.20%,101929,97743,102113,90130,2880,N/A
1993/03/27,100218,102051,100218,101440,▼611,－0.60%,102051,97529,102123,89855,1310,N/A
1993/03/26,105107,105107,102051,102051,▼3055,－2.91%,101685,97438,102031,89580,3650,N/A
1993/03/25,102662,105107,102662,105107,▲4278,＋4.24%,101440,97315,101950,89270,22270,N/A
1993/03/24,100829,100829,100218,100829,0.0,0.00%,100585,97224,101817,88944,3370,N/A
1993/03/23,100829,100829,100829,100829,▲1222,＋1.23%,100585,97438,101705,88679,6580,N/A
1993/03/22,101440,101440,99607,99607,▼1222,－1.21%,100463,97499,101532,88404,1140,N/A
1993/03/20,100829,100829,98385,100829,0.0,0.00%,99729,97652,101338,88108,400,N/A
1993/03/19,100829,103274,100829,100829,0.0,0.00%,99240,97835,101165,87813,3330,N/A
1993/03/18,97774,101440,97774,100829,▲611,＋0.61%,97896,97927,101043,87518,5810,N/A
1993/03/17,100829,100829,97163,100218,▲4278,＋4.46%,96674,97957,100860,87197,3350,N/A
1993/03/16,95941,97774,95941,95941,▼2444,－2.48%,95329,98079,100646,86886,1290,N/A
1993/03/15,95329,98996,94718,98385,▲4278,＋4.55%,94963,98415,100503,86606,11490,N/A
1993/03/13,95329,95329,94107,94107,▼611,－0.65%,93618,98629,100340,86285,630,N/A
1993/03/12,91052,95941,91052,94718,▲1222,＋1.31%,92396,99149,100259,86031,3950,N/A
1993/03/11,94107,94107,93496,93496,▼611,－0.65%,91785,99668,100218,85761,40,N/A
1993/03/09,91052,95941,91052,94107,▲2444,＋2.67%,92274,100432,100137,85486,2780,N/A
1993/03/08,87996,91663,87385,91663,▲3667,＋4.17%,93374,100921,100076,85185,2780,N/A
1993/03/06,88607,88607,87385,87996,▼3667,－4.00%,94963,101776,99994,84936,2740,N/A
1993/03/05,92885,95941,91663,91663,▼4278,－4.46%,98018,102876,99913,84711,1000,N/A
1993/03/04,97774,97774,95329,95941,▼3667,－3.68%,100707,103549,99709,84441,1070,N/A
1993/03/03,100218,100218,96552,99607,0.0,0.00%,101929,103854,99383,84151,3150,N/A
1993/03/02,100829,102662,99607,99607,▼3667,－3.55%,102540,104068,98986,83830,5310,N/A
1993/02/27,106940,106940,103274,103274,▼1833,－1.74%,103518,104404,98548,83520,1890,N/A
1993/02/26,102662,106940,102662,105107,▲3055,＋2.99%,103396,104557,97988,83179,31450,N/A
1993/02/25,102662,104496,98385,102051,▼611,－0.60%,102662,104374,97428,82827,420,N/A
1993/02/24,105107,105718,101440,102662,▼1833,－1.75%,102785,104099,96939,82516,1250,N/A
1993/02/23,103885,105107,103885,104496,▲1833,＋1.79%,102785,103732,96419,82196,6600,N/A
1993/02/22,102662,103274,101440,102662,▲1222,＋1.20%,102418,103487,95900,81880,2640,N/A
1993/02/20,100829,101440,100829,101440,▼1222,－1.19%,102785,103487,95472,81574,2700,N/A
1993/02/19,97774,105107,97774,102662,0.0,0.00%,103518,103640,95044,81248,2190,N/A
1993/02/18,103885,105107,102662,102662,0.0,0.00%,104740,103976,94535,80907,3800,N/A
1993/02/17,103274,103274,102662,102662,▼1833,－1.75%,104985,104343,94046,80550,1830,N/A
1993/02/16,103885,108162,103885,104496,▼611,－0.58%,106207,104526,93506,80172,1920,N/A
1993/02/15,108162,108162,105107,105107,▼3667,－3.37%,107307,104618,92956,79758,6460,N/A
1993/02/13,100829,108773,100829,108773,▲4889,＋4.71%,107307,104740,92396,79343,8980,N/A
1993/02/12,105107,105718,103885,103885,▼4889,－4.49%,105962,104740,91744,78917,4680,N/A
1993/02/11,109996,109996,105718,108773,▼1222,－1.11%,105962,105015,91184,78540,3410,N/A
1993/02/10,105107,109996,105107,109996,▲4889,＋4.65%,105473,104985,90583,78143,23470,N/A
1993/02/09,102662,105107,102662,105107,▲3055,＋2.99%,104740,105015,89982,77730,3730,N/A
1993/02/08,102051,106329,102051,102051,▼1833,－1.76%,104007,105046,89432,77364,7370,N/A
1993/02/06,106329,106329,103885,103885,▼2444,－2.30%,102907,104985,88913,77002,3730,N/A
1993/02/05,106329,108773,106329,106329,0.0,0.00%,101196,104587,88394,76635,13190,N/A
1993/02/04,103885,106329,101440,106329,▲4889,＋4.82%,99851,104129,87844,76258,18120,N/A
1993/02/03,97774,101440,97774,101440,▲4889,＋5.06%,99118,103671,87304,75861,3890,N/A
1993/02/02,96552,97774,94107,96552,▲1222,＋1.28%,99729,103304,86876,75484,5700,N/A
1993/02/01,97774,100829,95329,95329,▼4278,－4.29%,102296,102999,86530,75144,6130,N/A
1993/01/30,100829,101440,99607,99607,▼3055,－2.98%,105229,102632,86214,74794,4680,N/A
1993/01/29,104496,104496,102662,102662,▼1833,－1.75%,106573,102174,85827,74388,1720,N/A
1993/01/28,107551,107551,104496,104496,▼4889,－4.47%,107307,101715,85348,73950,2940,N/A
1993/01/27,111829,112440,105718,109384,▼611,－0.56%,107918,100982,84890,73496,12180,N/A
1993/01/26,105718,111218,105718,109996,▲3667,＋3.45%,107796,99882,84289,72982,34140,N/A
1993/01/25,106329,106940,104496,106329,0.0,0.00%,107673,98752,83709,72442,5180,N/A
1993/01/21,105718,109996,105718,106329,▼1222,－1.14%,108040,97865,83148,71913,7930,N/A
1993/01/20,105718,108773,105718,107551,▼1222,－1.12%,108896,97010,82527,71373,5040,N/A
1993/01/19,105718,109384,105718,108773,▼611,－0.56%,108529,96246,81824,70835,19830,N/A
1993/01/18,105718,109384,105718,109384,▲1222,＋1.13%,106940,95238,81061,70300,31400,N/A
1993/01/16,112440,114273,108162,108162,▼2444,－2.21%,104251,94291,80287,69753,26440,N/A
1993/01/15,110607,110607,108773,110607,▲4889,＋4.62%,102051,93221,79584,69201,82440,N/A
1993/01/14,105107,105718,103885,105718,▲4889,＋4.85%,99363,91846,78820,68649,30220,N/A
1993/01/13,95941,100829,94718,100829,▲4889,＋5.10%,97040,90532,78148,68135,35880,N/A
1993/01/12,96552,97163,93496,95941,▼1222,－1.26%,94963,89310,77588,67676,5570,N/A
1993/01/11,95941,97163,95941,97163,0.0,0.00%,93374,88302,77129,67249,2400,N/A
1993/01/09,98385,98996,97163,97163,▲3055,＋3.25%,92030,87110,76589,66821,11060,N/A
1993/01/08,91052,94107,91052,94107,▲3667,＋4.05%,91296,85735,76070,66383,4780,N/A
1993/01/07,87996,91663,87996,90441,▲2444,＋2.78%,90441,84605,75652,65981,9870,N/A
1993/01/06,89830,89830,87996,87996,▼2444,－2.70%,89830,83719,75276,65619,2960,N/A
1993/01/05,91663,91663,90441,90441,▼3055,－3.27%,89707,82894,74878,65268,2080,N/A
1993/01/04,91663,93496,90441,93496,▲3667,＋4.08%,89341,82038,74461,64896,4440,N/A
1992/12/28,88607,89830,87385,89830,▲2444,＋2.80%,88485,81213,73992,64509,16380,N/A
1992/12/26,88607,88607,86163,87385,0.0,0.00%,88974,80511,73534,64163,4870,N/A
1992/12/24,90441,90441,86774,87385,▼1222,－1.38%,89219,79747,73127,63856,19990,N/A
1992/12/23,86163,90441,86163,88607,▼611,－0.68%,89830,79044,72709,63561,22860,N/A
1992/12/22,91663,91663,88607,89219,▼3055,－3.31%,89463,78127,72230,63250,5630,N/A
1992/12/21,89830,92274,87385,92274,▲3667,＋4.14%,88241,77241,71803,62950,28220,N/A
1992/12/19,86774,91052,86774,88607,▼1833,－2.03%,85674,76202,71304,62624,17880,N/A
1992/12/17,90441,90441,86774,90441,▲3667,＋4.23%,83230,75255,70835,62328,23830,N/A
1992/12/16,86774,86774,86774,86774,▲3667,＋4.41%,80297,74247,70295,62013,11050,N/A
1992/12/15,81274,83108,81274,83108,▲3667,＋4.62%,77608,73544,69878,61717,10380,N/A
1992/12/14,76386,79441,73330,79441,▲3055,＋4.00%,74919,73086,69509,61467,13600,N/A
1992/12/12,76386,78219,76386,76386,▲611,＋0.81%,73330,72719,69174,61232,15150,N/A
1992/12/11,71497,76997,71497,75775,▲2444,＋3.33%,72597,72444,68919,61016,9160,N/A
1992/12/10,69664,73330,69664,73330,▲3667,＋5.26%,71742,72291,68675,60812,11820,N/A
1992/12/09,71497,71497,69664,69664,▼1833,－2.56%,71742,72291,68492,60647,1760,N/A
1992/12/08,74553,74553,71497,71497,▼1222,－1.68%,73208,72505,68369,60532,2210,N/A
1992/12/07,72719,72719,70275,72719,▲1222,＋1.71%,74064,72719,68227,60383,530,N/A
1992/12/05,71497,73330,71497,71497,▼1833,－2.50%,73941,72872,68094,60225,3350,N/A
1992/12/04,76997,77608,73330,73330,▼3667,－4.76%,74308,73116,67972,60087,4190,N/A
1992/12/03,77608,78830,75775,76997,▲1222,＋1.61%,73697,73269,67860,59914,19710,N/A
1992/12/02,72108,75775,72108,75775,▲3667,＋5.08%,72597,73116,67677,59720,16550,N/A
1992/12/01,73330,73330,70886,72108,▼1222,－1.67%,71742,73178,67453,59527,4540,N/A
1992/11/30,70275,73941,70275,73330,▲3055,＋4.35%,71253,73239,67280,59384,4030,N/A
1992/11/28,70275,70275,70275,70275,▼1222,－1.71%,70642,73330,67053,59220,70,N/A
