[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/17,15850,16000,15850,16000,▲150,＋0.95%,15910,16000,17069,17629,2846,183512
2017/11/16,15800,15900,15750,15850,▲100,＋0.63%,15970,15998,17110,17634,647,183511
2017/11/15,15850,15900,15700,15750,▼150,－0.94%,16010,16008,17157,17639,6657,183520
2017/11/14,16000,16200,15900,15900,▼150,－0.93%,16040,16023,17202,17645,2469,183721
2017/11/13,16250,16450,16000,16050,▼250,－1.53%,16050,16040,17245,17647,742,183842
2017/11/10,16050,16300,15950,16300,▲250,＋1.56%,16060,16053,17288,17650,923,183842
2017/11/09,15900,16200,15900,16050,▲150,＋0.94%,15980,16058,17329,17650,7207,183797
2017/11/08,15900,16000,15850,15900,▼50,－0.31%,16050,16085,17383,17659,6592,183570
2017/11/07,15950,16150,15900,15950,▼150,－0.93%,16130,16123,17438,17669,10949,183570
2017/11/06,15900,16100,15850,16100,▲200,＋1.26%,16100,16178,17493,17680,389,183727
2017/11/03,16400,16400,15850,15900,▼500,－3.05%,16080,16240,17545,17689,9417,183739
2017/11/02,16400,16450,16250,16400,▲100,＋0.61%,16070,16298,17602,17700,2003,183943
2017/11/01,16000,16300,15850,16300,▲500,＋3.16%,15990,16328,17649,17707,8657,183943
2017/10/31,15850,16000,15800,15800,▼200,－1.25%,15930,16365,17699,17713,5075,183712
2017/10/30,16000,16100,15800,16000,▲150,＋0.95%,15960,16425,17755,17727,10032,183638
2017/10/27,16000,16000,15800,15850,▼150,－0.94%,15950,16488,17810,17739,835,183436
2017/10/26,15850,16000,15800,16000,0.0,0.00%,15970,16545,17863,17752,1294,181301
2017/10/25,16000,16000,15800,16000,▲50,＋0.31%,15980,16595,17920,17762,4479,181301
2017/10/24,16000,16150,15750,15950,0.0,0.00%,15990,16653,17975,17773,4403,181034
2017/10/23,15900,15950,15750,15950,0.0,0.00%,16050,16730,18031,17785,1670,180747
2017/10/20,16000,16000,15750,15950,▼100,－0.62%,16120,16793,18086,17799,6308,180764
2017/10/19,16250,16300,15800,16050,0.0,0.00%,16210,16903,18142,17812,7108,180672
2017/10/18,16050,16150,15950,16050,▼200,－1.23%,16320,17010,18198,17826,7323,180154
2017/10/17,16200,16250,16050,16250,▼50,－0.31%,16440,17115,18254,17838,5214,179196
2017/10/16,16400,16400,16150,16300,▼100,－0.61%,16600,17210,18306,17847,5929,178950
2017/10/13,16600,16600,16300,16400,▼200,－1.20%,16810,17293,18356,17858,5487,178543
2017/10/12,16600,16700,16300,16600,▼50,－0.30%,16940,17368,18403,17868,9986,178730
2017/10/11,17000,17000,16650,16650,▼400,－2.35%,17020,17438,18450,17876,6261,178521
2017/10/10,17250,17250,16950,17050,▼300,－1.73%,17100,17508,18494,17882,1755,178506
2017/09/29,17050,17350,16800,17350,▲300,＋1.76%,17090,17555,18529,17888,2814,178651
2017/09/28,16750,17050,16700,17050,▲50,＋0.29%,17070,17605,18559,17891,3913,178800
2017/09/27,16900,17150,16700,17000,▼50,－0.29%,17060,17693,18588,17896,2520,178616
2017/09/26,16650,17050,16650,17050,▲50,＋0.29%,17060,17783,18615,17899,5728,179222
2017/09/25,16750,17000,16500,17000,▼250,－1.45%,17080,17873,18646,17906,2280,175460
2017/09/22,16700,17250,16600,17250,▲250,＋1.47%,17180,17965,18663,17917,4393,175774
2017/09/21,16950,17000,16750,17000,0.0,0.00%,17170,18050,18664,17922,405,175795
2017/09/20,17150,17350,16550,17000,▼150,－0.87%,17400,18135,18668,17929,5692,175795
2017/09/19,17500,17800,17150,17150,▼350,－2.00%,17640,18215,18672,17936,2153,175440
2017/09/18,17200,17500,17200,17500,▲300,＋1.74%,17840,18290,18673,17943,4146,175310
2017/09/15,17800,18300,17000,17200,▼950,－5.23%,17970,18345,18668,17945,31585,175272
2017/09/14,18250,18300,18100,18150,▼50,－0.27%,18120,18415,18668,17948,778,172054
2017/09/13,18350,18350,17950,18200,▲50,＋0.28%,18070,18430,18653,17946,1457,172109
2017/09/12,18150,18300,17900,18150,0.0,0.00%,18030,18453,18638,17948,1962,172388
2017/09/11,18100,18150,17750,18150,▲200,＋1.11%,18010,18468,18623,17952,1258,172392
2017/09/08,17850,18000,17550,17950,▲50,＋0.28%,17980,18485,18609,17956,2131,172407
2017/09/07,17900,18050,17900,17900,▼100,－0.56%,18060,18518,18599,17963,1659,172488
2017/09/06,18400,18400,17500,18000,▼50,－0.28%,18240,18563,18591,17969,1283,172488
2017/09/05,18000,18050,17950,18050,▲50,＋0.28%,18400,18628,18576,17974,83,172518
2017/09/04,18300,18300,17850,18000,▼350,－1.91%,18560,18685,18559,17978,3186,172541
2017/09/01,18900,18900,18350,18350,▼450,－2.39%,18730,18745,18547,17983,5280,172176
2017/08/31,19000,19000,18700,18800,0.0,0.00%,18850,18790,18528,17983,1769,171905
2017/08/30,18950,18950,18400,18800,▼50,－0.27%,18830,18815,18500,17982,1995,171906
2017/08/29,19000,19000,18300,18850,0.0,0.00%,18790,18838,18465,17980,1365,172182
2017/08/28,19000,19000,17850,18850,▼100,－0.53%,18750,18860,18428,17978,11588,172165
2017/08/25,18700,19000,18700,18950,▲250,＋1.34%,18700,18875,18392,17975,3430,172054
2017/08/24,18600,18850,18450,18700,▲100,＋0.54%,18630,18893,18354,17972,1485,172091
2017/08/23,18550,18850,18550,18600,▼50,－0.27%,18580,18908,18321,17970,2319,172093
2017/08/22,18600,18700,18350,18650,▲50,＋0.27%,18590,18950,18286,17970,1034,172180
2017/08/21,18900,18900,18200,18600,0.0,0.00%,18550,18983,18253,17971,1145,172223
2017/08/18,18450,18700,18350,18600,▲150,＋0.81%,18530,19018,18222,17971,1972,172273
2017/08/17,18400,18550,18150,18450,▼200,－1.07%,18530,19050,18189,17972,3061,172195
2017/08/16,18550,18700,18450,18650,▲200,＋1.08%,18600,19093,18158,17973,428,172109
2017/08/14,18500,18600,18150,18450,▼50,－0.27%,18730,19133,18121,17969,2205,171925
2017/08/11,18600,18700,18200,18500,▼100,－0.54%,18880,19180,18088,17971,4219,171746
2017/08/10,18800,18800,17800,18600,▼200,－1.06%,19020,19223,18049,17972,12716,171819
2017/08/09,19100,19200,18550,18800,▼500,－2.59%,19150,19258,18013,17972,10054,171616
2017/08/08,19100,19400,19100,19300,▲100,＋0.52%,19250,19280,17972,17970,2928,171320
2017/08/07,19350,19350,19000,19200,0.0,0.00%,19240,19285,17934,17964,8520,171287
2017/08/04,19300,19300,19150,19200,▼50,－0.26%,19260,19290,17900,17959,601,171226
2017/08/03,19300,19300,19200,19250,▼50,－0.26%,19250,19288,17867,17954,10716,171226
2017/08/02,19250,19350,19250,19300,▲50,＋0.26%,19260,19283,17833,17949,3307,171171
2017/08/01,19300,19450,19200,19250,▼50,－0.26%,19200,19258,17798,17944,1035,171007
2017/07/31,19150,19300,19150,19300,▲150,＋0.78%,19240,19225,17764,17938,605,171007
2017/07/28,19300,19300,19150,19150,▼150,－0.78%,19240,19205,17728,17932,5895,171007
2017/07/27,19000,19300,19000,19300,▲300,＋1.58%,19270,19150,17698,17928,2470,171003
2017/07/26,19300,19400,19000,19000,▼450,－2.31%,19260,19050,17668,17923,5628,171019
2017/07/25,19450,19700,19350,19450,▲150,＋0.78%,19320,18963,17642,17920,26264,171067
2017/07/24,19350,19350,19150,19300,0.0,0.00%,19320,18850,17603,17914,1635,171052
2017/07/21,19300,19400,19200,19300,▲50,＋0.26%,19340,18745,17570,17907,3612,170966
2017/07/20,19250,19300,19200,19250,▼50,－0.26%,19350,18640,17540,17900,5010,170145
2017/07/19,19400,19450,19200,19300,▼150,－0.77%,19360,18540,17512,17894,2740,167905
2017/07/18,19300,19450,19200,19450,▲50,＋0.26%,19350,18438,17483,17887,3808,167252
2017/07/17,19250,19450,19150,19400,▲50,＋0.26%,19340,18328,17453,17878,3974,166954
2017/07/14,19350,19350,19150,19350,▲50,＋0.26%,19320,18220,17421,17873,2165,164548
2017/07/13,19300,19450,19250,19300,▲50,＋0.26%,19280,18120,17388,17868,4155,163985
2017/07/12,19400,19500,19250,19250,▼150,－0.77%,19250,18023,17359,17863,3151,163246
2017/07/11,19300,19500,19300,19400,▲100,＋0.52%,19160,17930,17333,17858,11169,163164
2017/07/10,19150,19400,19100,19300,▲150,＋0.78%,19000,17815,17302,17853,4749,163252
2017/07/07,19050,19450,19000,19150,0.0,0.00%,18920,17703,17270,17848,5013,161465
2017/07/06,18900,19350,18800,19150,▲350,＋1.86%,18700,17608,17248,17844,14126,161469
2017/07/05,18900,18900,18750,18800,▲200,＋1.08%,18330,17510,17223,17840,9283,161431
2017/07/04,18850,18850,18450,18600,▼300,－1.59%,18020,17428,17203,17838,10598,161839
2017/07/03,18250,19100,18200,18900,▲850,＋4.71%,17740,17333,17183,17839,27663,160722
2017/06/30,17200,18150,17200,18050,▲750,＋4.34%,17400,17220,17167,17834,9706,158022
2017/06/29,17250,17400,17200,17300,▲50,＋0.29%,17230,17150,17170,17835,2337,158155
2017/06/28,17200,17400,17150,17250,▲50,＋0.29%,17220,17120,17180,17841,4872,157917
2017/06/27,17200,17250,17150,17200,0.0,0.00%,17220,17093,17189,17846,1595,156288
2017/06/26,17050,17250,17050,17200,0.0,0.00%,17230,17058,17201,17850,1788,155426
2017/06/23,17300,17300,17100,17200,▼50,－0.29%,17240,17033,17213,17857,1096,154223
2017/06/22,17200,17350,17050,17250,0.0,0.00%,17270,17008,17223,17864,3680,154392
2017/06/21,17250,17250,17000,17250,0.0,0.00%,17290,16978,17227,17870,1657,154479
2017/06/20,17200,17250,17050,17250,0.0,0.00%,17320,16945,17239,17878,1301,154548
2017/06/19,17350,17350,17150,17250,▼100,－0.58%,17290,16903,17259,17886,3945,158545
2017/06/16,17200,17350,17100,17350,0.0,0.00%,17250,16863,17282,17894,2649,158591
2017/06/15,17200,17350,17100,17350,▼50,－0.29%,17230,16805,17303,17900,1082,158735
2017/06/14,17000,17400,17000,17400,▲300,＋1.75%,17200,16760,17326,17906,1648,155926
2017/06/13,17000,17100,16900,17100,▲50,＋0.29%,17150,16705,17347,17912,750,155775
2017/06/12,17150,17200,16950,17050,▼200,－1.16%,17070,16703,17372,17920,3781,155775
2017/06/09,17150,17400,17050,17250,▲50,＋0.29%,16990,16708,17398,17928,1604,155929
2017/06/08,17000,17200,16950,17200,▲50,＋0.29%,16870,16705,17419,17934,4486,155977
2017/06/07,16700,17200,16550,17150,▲450,＋2.69%,16770,16708,17438,17938,27640,155810
2017/06/05,16750,16750,16600,16700,▲50,＋0.30%,16680,16710,17463,17943,1539,155411
2017/06/02,16700,16700,16600,16650,0.0,0.00%,16640,16735,17495,17952,9252,155326
2017/06/01,16700,16700,16650,16650,▼50,－0.30%,16650,16758,17527,17960,802,154392
2017/05/31,16700,16700,16600,16700,0.0,0.00%,16660,16795,17558,17968,2187,154086
2017/05/30,16700,16750,16500,16700,▲200,＋1.21%,16650,16833,17590,17976,3611,153737
2017/05/29,16700,16700,16450,16500,▼200,－1.20%,16630,16870,17618,17986,5520,152281
2017/05/26,16750,16750,16500,16700,0.0,0.00%,16610,16903,17653,17998,1441,152055
2017/05/25,16650,16750,16550,16700,▲50,＋0.30%,16560,16933,17689,18007,744,152098
2017/05/24,16400,16650,16400,16650,▲50,＋0.30%,16460,16973,17721,18016,4356,152098
2017/05/23,16400,16600,16400,16600,▲200,＋1.22%,16420,17018,17755,18025,1309,152581
2017/05/22,16400,16450,16150,16400,▼50,－0.30%,16360,17065,17787,18035,7166,152149
2017/05/19,16200,16450,16200,16450,▲250,＋1.54%,16490,17130,17818,18049,9346,149011
2017/05/18,16350,16500,16000,16200,▼250,－1.52%,16630,17180,17854,18062,18917,143644
2017/05/17,16450,16500,16100,16450,▲150,＋0.92%,16830,17240,17894,18076,4269,143494
2017/05/16,16950,17050,16000,16300,▼750,－4.40%,16990,17295,17931,18088,47606,143495
2017/05/15,17000,17050,16950,17050,▼100,－0.58%,17170,17365,17968,18101,3131,143456
2017/05/12,17100,17150,17000,17150,▼50,－0.29%,17200,17388,17993,18106,5078,143456
2017/05/11,17250,17250,17050,17200,▼50,－0.29%,17190,17400,18018,18111,6049,143456
2017/05/10,17250,17250,17050,17250,▲50,＋0.29%,17230,17430,18042,18119,3140,143454
2017/05/08,17200,17250,17050,17200,0.0,0.00%,17270,17453,18065,18120,3903,143454
2017/05/04,17250,17250,17000,17200,▲100,＋0.58%,17320,17473,18089,18121,6395,143441
2017/05/02,17400,17400,16950,17100,▼300,－1.72%,17310,17483,18112,18121,21615,143441
2017/04/28,17400,17450,17250,17400,▼50,－0.29%,17350,17523,18136,18126,863,143411
2017/04/27,17400,17450,17200,17450,0.0,0.00%,17370,17565,18158,18130,538,143411
2017/04/26,17350,17450,17200,17450,▲300,＋1.75%,17390,17588,18178,18133,6586,143401
2017/04/25,17200,17200,17050,17150,▼150,－0.87%,17410,17605,18199,18136,9182,143401
2017/04/24,17550,17550,17100,17300,▼200,－1.14%,17520,17643,18224,18146,16759,143401
2017/04/21,17550,17550,17400,17500,▼50,－0.28%,17550,17673,18244,18154,4305,143401
2017/04/20,17600,17600,17400,17550,0.0,0.00%,17530,17688,18260,18162,2364,143395
2017/04/19,17700,17700,17350,17550,▼150,－0.85%,17530,17685,18276,18173,2167,143395
2017/04/18,17450,17700,17400,17700,▲250,＋1.43%,17560,17708,18291,18180,3254,143352
2017/04/17,17500,17500,17350,17450,▲50,＋0.29%,17520,17745,18303,18193,257,143352
2017/04/14,17500,17500,17250,17400,▼150,－0.85%,17510,17803,18324,18210,10562,143315
2017/04/13,17600,17600,17500,17550,▼150,－0.85%,17590,17863,18347,18228,1452,141344
2017/04/12,17600,17700,17400,17700,▲200,＋1.14%,17620,17923,18366,18245,3272,140951
2017/04/11,17600,17700,17400,17500,▲100,＋0.57%,17600,17970,18383,18262,704,139922
2017/04/10,17700,17800,17400,17400,▼400,－2.25%,17580,18025,18403,18280,1473,139922
2017/04/07,17700,17800,17600,17800,▲100,＋0.56%,17680,18085,18425,18301,4660,139922
2017/04/06,17600,17700,17400,17700,▲100,＋0.57%,17770,18123,18440,18317,8334,139922
2017/04/05,17400,17700,17350,17600,▲200,＋1.15%,17810,18155,18457,18335,5141,136922
2017/04/04,17850,18050,17300,17400,▼500,－2.79%,17850,18208,18473,18350,13589,136922
2017/04/03,18150,18200,17750,17900,▼350,－1.92%,17950,18268,18494,18367,3661,136923
2017/03/31,17750,18300,17700,18250,▲350,＋1.96%,17950,18300,18502,18379,3745,136871
2017/03/30,17700,18100,17600,17900,▲100,＋0.56%,17860,18313,18501,18386,1880,136795
2017/03/29,17650,17800,17550,17800,▼100,－0.56%,17780,18350,18502,18397,2669,136794
2017/03/28,17850,17900,17600,17900,0.0,0.00%,17820,18380,18503,18410,2132,136794
2017/03/27,17800,17900,17300,17900,▲100,＋0.56%,17930,18415,18500,18420,4114,136748
2017/03/24,17600,17800,17500,17800,▲300,＋1.71%,18070,18463,18502,18430,2125,136703
2017/03/23,17850,17900,17400,17500,▼500,－2.78%,18230,18503,18505,18442,10623,136703
2017/03/22,18350,18350,17850,18000,▼450,－2.44%,18480,18563,18514,18459,8123,136639
2017/03/21,18600,18600,18350,18450,▼150,－0.81%,18610,18588,18516,18471,2372,136631
2017/03/20,18450,18600,18350,18600,0.0,0.00%,18640,18578,18513,18479,4791,136631
2017/03/17,18700,18700,18450,18600,▼150,－0.80%,18640,18580,18507,18487,1186,136446
2017/03/16,18700,18800,18500,18750,▲100,＋0.54%,18630,18580,18498,18495,699,136446
2017/03/15,18700,18850,18400,18650,▲50,＋0.27%,18550,18575,18486,18500,2530,136446
2017/03/14,18650,18650,18600,18600,0.0,0.00%,18550,18568,18478,18503,2980,135184
2017/03/13,18600,18800,18500,18600,▲50,＋0.27%,18550,18568,18468,18505,3220,132717
2017/03/10,18400,18550,18400,18550,▲200,＋1.09%,18540,18568,18459,18510,449,132717
2017/03/09,18400,18500,18350,18350,▼300,－1.61%,18530,18573,18448,18517,1437,132718
2017/03/08,18500,18650,18300,18650,▲50,＋0.27%,18590,18588,18438,18525,2861,132822
2017/03/07,18450,18700,18400,18600,▲50,＋0.27%,18540,18588,18423,18530,540,132902
2017/03/06,18400,18700,18350,18550,▲50,＋0.27%,18540,18585,18408,18538,3677,133002
2017/03/03,18650,18700,18450,18500,▼150,－0.80%,18600,18585,18393,18548,2898,133172
2017/03/02,18400,18650,18350,18650,▲250,＋1.36%,18620,18595,18378,18556,5907,133342
2017/02/28,18600,18600,18350,18400,▼200,－1.08%,18630,18598,18362,18565,833,133477
2017/02/27,18450,18600,18400,18600,▼250,－1.33%,18650,18613,18353,18576,4771,133607
2017/02/24,18550,19000,18350,18850,▲250,＋1.34%,18580,18615,18343,18586,2762,133751
2017/02/23,18550,18600,18400,18600,▼100,－0.53%,18540,18598,18325,18593,1618,133911
2017/02/22,18300,18750,18300,18700,▲200,＋1.08%,18540,18590,18311,18602,6968,134087
2017/02/21,18100,18550,18100,18500,▲250,＋1.37%,18530,18580,18296,18614,9159,134247
2017/02/20,18350,18450,18250,18250,▼400,－2.14%,18530,18578,18283,18628,10572,134411
2017/02/17,18400,18650,18350,18650,▲50,＋0.27%,18600,18585,18280,18644,2404,134513
2017/02/16,18900,18900,18350,18600,▼50,－0.27%,18590,18590,18269,18658,629,134627
2017/02/15,18500,18700,18200,18650,▲150,＋0.81%,18600,18598,18258,18672,9734,134845
2017/02/14,18350,18500,18350,18500,▼100,－0.54%,18600,18600,18246,18687,2615,135190
2017/02/13,18350,18650,18350,18600,0.0,0.00%,18630,18610,18235,18704,1457,135395
2017/02/10,18500,18600,18350,18600,▼50,－0.27%,18620,18618,18219,18721,3202,135635
2017/02/09,18450,18700,18350,18650,0.0,0.00%,18610,18623,18205,18738,3628,135842
2017/02/08,18650,18900,18400,18650,0.0,0.00%,18620,18625,18196,18759,1596,136140
2017/02/07,18350,18700,18350,18650,▲100,＋0.54%,18630,18628,18176,18778,1809,136460
2017/02/06,18350,18600,18250,18550,0.0,0.00%,18640,18625,18153,18796,870,137017
2017/02/03,19000,19000,18450,18550,▼150,－0.80%,18660,18630,18130,18814,1411,137446
2017/02/02,18550,18750,18400,18700,0.0,0.00%,18650,18620,18116,18833,2440,137768
2017/02/01,19100,19100,18550,18700,0.0,0.00%,18600,18595,18102,18849,1705,138011
2017/01/31,18700,18750,18500,18700,▲50,＋0.27%,18560,18558,18088,18869,3219,138346
2017/01/26,18750,18800,18350,18650,▲150,＋0.81%,18510,18518,18073,18888,2371,136115
2017/01/25,18600,18600,18350,18500,▲50,＋0.27%,18460,18470,18068,18907,88,136338
2017/01/24,18250,18450,18250,18450,▼50,－0.27%,18510,18445,18064,18926,579,136358
2017/01/23,18450,18500,18200,18500,▲50,＋0.27%,18570,18423,18064,18949,531,136572
2017/01/20,18700,18700,18100,18450,▲50,＋0.27%,18610,18400,18069,18970,2039,136635
2017/01/19,18750,18750,18400,18400,▼350,－1.87%,18660,18383,18069,18993,1107,136394
2017/01/18,19000,19000,18650,18750,0.0,0.00%,18730,18375,18084,19017,253,136543
2017/01/17,18800,18800,18550,18750,▲50,＋0.27%,18720,18350,18095,19038,3174,136560
2017/01/16,18700,18700,18500,18700,0.0,0.00%,18710,18318,18108,19062,814,136620
2017/01/13,18600,18700,18450,18700,▼50,－0.27%,18710,18283,18123,19085,1747,136823
2017/01/12,18950,18950,18600,18750,▲50,＋0.27%,18690,18255,18141,19107,1985,136950
2017/01/11,18600,18750,18450,18700,0.0,0.00%,18670,18220,18158,19128,6142,137018
2017/01/10,19000,19000,18400,18700,0.0,0.00%,18600,18188,18178,19149,8253,137179
2017/01/09,18300,18800,18300,18700,▲100,＋0.54%,18500,18148,18193,19170,4994,137386
2017/01/06,18700,18700,18400,18600,▼50,－0.27%,18350,18100,18214,19193,455,137573
2017/01/05,18550,18700,18300,18650,▲300,＋1.63%,18210,18058,18228,19215,2035,137589
2017/01/04,18200,18400,18150,18350,▲150,＋0.82%,18020,18010,18240,19234,1237,137655
2017/01/03,18000,18200,17900,18200,▲250,＋1.39%,17950,17973,18256,19255,721,137725
2017/01/02,17750,18200,17700,17950,▲50,＋0.28%,17910,17945,18271,19276,411,137826
2016/12/29,18000,18050,17800,17900,▲200,＋1.13%,17930,17930,18293,19294,656,137957
2016/12/28,18300,18300,17600,17700,▼300,－1.67%,17970,17930,18316,19314,1992,138119
2016/12/27,18000,18150,17950,18000,0.0,0.00%,18080,17943,18340,19333,2375,138772
2016/12/26,17950,18250,17800,18000,▼50,－0.28%,18130,17933,18358,19353,46842,138772
2016/12/23,18250,18250,18000,18050,▼50,－0.28%,18150,17920,18379,19368,2916,139312
2016/12/22,18300,18300,17850,18100,▼150,－0.82%,18140,17908,18404,19380,15998,139361
