[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2001/12/03,7740,7890,7640,7750,▲120,＋1.57%,7514,7352,6839,7171,83840,33064
2001/11/30,7500,7940,7410,7630,▲230,＋3.11%,7474,7315,6829,7174,150250,33064
2001/11/29,7300,7500,7250,7400,▲120,＋1.65%,7432,7273,6822,7179,32840,33064
2001/11/28,7430,7570,7280,7280,▼230,－3.06%,7412,7243,6818,7182,70190,33064
2001/11/27,7700,7700,7510,7510,▼40,－0.53%,7422,7215,6812,7188,33230,33024
2001/11/26,7460,7700,7450,7550,▲130,＋1.75%,7372,7177,6806,7193,82530,31844
2001/11/23,7380,7460,7310,7420,▲120,＋1.64%,7344,7143,6801,7196,20390,31844
2001/11/22,7390,7400,7270,7300,▼30,－0.41%,7334,7118,6804,7199,28260,31844
2001/11/21,7280,7410,7280,7330,▲70,＋0.96%,7310,7094,6810,7204,33350,31844
2001/11/20,7200,7490,7200,7260,▼150,－2.02%,7304,7069,6812,7205,50490,31764
2001/11/19,7010,7490,7010,7410,▲40,＋0.54%,7292,7042,6814,7207,41650,31724
2001/11/16,7300,7380,7150,7370,▲190,＋2.65%,7260,7005,6813,7207,55580,31664
2001/11/15,7300,7300,7160,7180,▼120,－1.64%,7236,6971,6811,7208,20010,31664
2001/11/14,7250,7330,7180,7300,▲100,＋1.39%,7280,6945,6813,7212,56970,31464
2001/11/13,7150,7250,7070,7200,▼50,－0.69%,7250,6913,6815,7213,40580,31464
2001/11/12,7210,7300,7120,7250,0.0,0.00%,7230,6885,6819,7216,35800,31464
2001/11/09,7400,7400,7200,7250,▼150,－2.03%,7180,6857,6823,7215,52680,31464
2001/11/08,7220,7450,7190,7400,▲250,＋3.50%,7090,6830,6822,7215,155390,31164
2001/11/07,7150,7200,7100,7150,▲50,＋0.70%,6968,6793,6817,7213,144580,31164
2001/11/06,7050,7200,7040,7100,▲100,＋1.43%,6884,6763,6815,7212,142060,31234
2001/11/05,6810,7030,6810,7000,▲200,＋2.94%,6812,6732,6815,7211,29160,30864
2001/11/02,6800,6870,6770,6800,▲10,＋0.15%,6788,6702,6816,7211,32000,30864
2001/11/01,6790,6810,6700,6790,▲60,＋0.89%,6812,6684,6823,7211,21630,30864
2001/10/31,6640,6800,6640,6730,▼10,－0.15%,6818,6667,6830,7211,17120,30864
2001/10/30,6800,6800,6710,6740,▼140,－2.03%,6836,6644,6837,7213,30560,30864
2001/10/29,6930,6930,6820,6880,▼40,－0.58%,6832,6619,6846,7214,41110,30864
2001/10/26,6880,7040,6780,6920,▲100,＋1.47%,6792,6585,6850,7212,105530,30864
2001/10/25,6860,6910,6750,6820,0.0,0.00%,6744,6547,6849,7209,65300,30864
2001/10/24,6790,7020,6790,6820,▲100,＋1.49%,6712,6520,6856,7207,72290,30864
2001/10/23,6780,6800,6700,6720,▲40,＋0.60%,6680,6489,6860,7205,50000,30864
2001/10/22,6720,6730,6680,6680,0.0,0.00%,6664,6457,6863,7201,13950,30864
2001/10/19,6660,6690,6580,6680,▲20,＋0.30%,6668,6427,6868,7199,12890,30864
2001/10/18,6630,6700,6560,6660,0.0,0.00%,6672,6397,6873,7197,12330,30864
2001/10/17,6710,6750,6640,6660,▲20,＋0.30%,6674,6359,6881,7195,23020,30864
2001/10/16,6790,6790,6630,6640,▼60,－0.90%,6650,6336,6892,7193,35520,30864
2001/10/15,6600,6700,6560,6700,0.0,0.00%,6620,6324,6903,7191,19430,30864
2001/10/12,6700,6780,6500,6700,▲30,＋0.45%,6560,6303,6917,7189,30240,30864
2001/10/11,6600,6700,6550,6670,▲130,＋1.99%,6508,6338,6935,7189,23250,30864
2001/10/10,6450,6560,6450,6540,▲50,＋0.77%,6464,6364,6953,7187,13670,30864
2001/10/09,6460,6550,6430,6490,▲90,＋1.41%,6410,6397,6973,7186,13610,30864
2001/10/08,6350,6450,6350,6400,▼40,－0.62%,6360,6433,6997,7186,12890,30864
2001/10/05,6450,6480,6250,6440,▼10,－0.16%,6318,6471,7023,7186,10460,30864
2001/10/04,6390,6450,6310,6450,▲180,＋2.87%,6264,6508,7051,7186,32840,30864
2001/09/28,6300,6350,6150,6270,▲30,＋0.48%,6230,6544,7080,7184,42390,30864
2001/09/27,6240,6400,6100,6240,▲50,＋0.81%,6214,6578,7109,7184,27230,30864
2001/09/26,6120,6250,6120,6190,▲20,＋0.32%,6182,6621,7136,7184,5770,30864
2001/09/25,6500,6500,6150,6170,▼110,－1.75%,6160,6676,7162,7186,21330,30864
2001/09/24,6080,6280,6080,6280,▲90,＋1.45%,6142,6747,7190,7188,10850,35864
2001/09/21,6060,6190,5920,6190,▲110,＋1.81%,6066,6815,7213,7189,46630,35864
2001/09/20,6080,6140,5970,6080,0.0,0.00%,6068,6880,7238,7192,65080,35864
2001/09/19,6090,6170,6040,6080,0.0,0.00%,6132,6945,7266,7197,45910,35884
2001/09/18,6000,6170,6000,6080,▲180,＋3.05%,6174,7007,7295,7203,35590,35884
2001/09/17,6100,6200,5900,5900,▼300,－4.84%,6436,7066,7325,7208,24950,35884
2001/09/14,6580,6590,6150,6200,▼200,－3.13%,6696,7135,7355,7216,43510,35884
2001/09/13,6400,6550,6310,6400,▲110,＋1.75%,6896,7196,7384,7222,59220,30964
2001/09/12,6290,6790,6290,6290,▼1100,－14.88%,7056,7250,7410,7225,52980,30964
2001/09/11,7390,7500,7230,7390,▲190,＋2.64%,7232,7310,7439,7230,83130,30864
2001/09/10,7200,7240,7150,7200,0.0,0.00%,7188,7299,7451,7226,13570,30864
2001/09/07,7200,7240,7030,7200,0.0,0.00%,7182,7293,7470,7223,6920,30874
2001/09/06,7170,7250,7150,7200,▲30,＋0.42%,7134,7287,7487,7220,28690,30834
2001/09/05,7250,7250,7040,7170,0.0,0.00%,7114,7281,7502,7219,6810,30834
2001/09/04,7200,7200,7050,7170,0.0,0.00%,7138,7276,7519,7218,5290,30834
2001/09/03,6900,7170,6900,7170,▲210,＋3.02%,7220,7276,7537,7215,7620,30844
2001/08/31,6950,7050,6930,6960,▼140,－1.97%,7314,7278,7547,7214,20560,30844
2001/08/30,7250,7250,7040,7100,▼190,－2.61%,7422,7290,7563,7216,22330,30844
2001/08/29,7670,7670,7100,7290,▼290,－3.83%,7476,7298,7580,7215,33710,30844
2001/08/28,7750,8100,7520,7580,▼60,－0.79%,7482,7288,7591,7214,179930,30844
2001/08/27,7600,7890,7500,7640,▲140,＋1.87%,7420,7255,7595,7208,52000,30844
2001/08/24,7200,7500,7200,7500,▲130,＋1.76%,7346,7232,7598,7202,36970,30844
2001/08/23,7420,7440,7330,7370,▲50,＋0.68%,7330,7211,7598,7198,18470,30844
2001/08/22,7270,7360,7200,7320,▲50,＋0.69%,7352,7187,7600,7197,84190,30844
2001/08/21,7350,7360,7260,7270,0.0,0.00%,7386,7171,7602,7198,16640,30844
2001/08/20,7310,7370,7240,7270,▼150,－2.02%,7366,7156,7605,7202,7380,30844
2001/08/17,7380,7490,7360,7420,▼60,－0.80%,7328,7150,7611,7202,4030,30844
2001/08/16,7540,7540,7300,7480,▼10,－0.13%,7260,7144,7612,7200,24180,30844
2001/08/14,7170,7520,7170,7490,▲320,＋4.46%,7180,7135,7612,7200,20750,30844
2001/08/13,7190,7190,7070,7170,▲90,＋1.27%,7096,7140,7607,7199,3610,30844
2001/08/10,7180,7180,7050,7080,0.0,0.00%,7098,7170,7608,7201,1380,30844
2001/08/09,7080,7160,7020,7080,0.0,0.00%,7124,7203,7609,7201,9830,30844
2001/08/08,7070,7200,7000,7080,▲10,＋0.14%,7148,7236,7609,7199,18050,30844
2001/08/07,7120,7240,7070,7070,▼110,－1.53%,7182,7279,7608,7198,51280,30844
2001/08/06,7300,7300,7120,7180,▼30,－0.42%,7188,7323,7606,7197,1580,30844
2001/08/03,7150,7290,7130,7210,▲10,＋0.14%,7134,7369,7600,7194,4820,30844
2001/08/02,7250,7250,7150,7200,▼50,－0.69%,7130,7418,7593,7191,1650,30844
2001/08/01,7090,7260,7070,7250,▲150,＋2.11%,7104,7458,7589,7188,23760,30844
2001/07/31,7090,7100,7010,7100,▲190,＋2.75%,7034,7488,7582,7184,2090,30844
2001/07/30,7110,7200,6910,6910,▼280,－3.89%,7012,7523,7575,7182,4850,30844
2001/07/27,6910,7190,6900,7190,▲120,＋1.70%,7026,7570,7569,7181,11950,30844
2001/07/26,6910,7100,6900,7070,▲170,＋2.46%,7018,7593,7558,7179,3590,30844
2001/07/25,6810,6970,6790,6900,▼90,－1.29%,7064,7622,7549,7178,14000,30844
2001/07/24,6980,6990,6600,6990,▲10,＋0.14%,7144,7665,7540,7179,15360,30844
2001/07/23,7140,7140,6800,6980,▼170,－2.38%,7262,7708,7530,7179,21020,30844
2001/07/20,7290,7290,7020,7150,▼150,－2.05%,7420,7752,7520,7180,6000,30844
2001/07/19,7290,7300,6930,7300,0.0,0.00%,7540,7781,7508,7179,37650,30844
2001/07/18,7600,7600,7300,7300,▼280,－3.69%,7626,7814,7494,7175,23460,30844
2001/07/16,7650,7830,7580,7580,▼190,－2.45%,7756,7846,7479,7171,11660,30844
2001/07/13,7850,7850,7660,7770,▲20,＋0.26%,7830,7868,7461,7165,15800,30844
2001/07/12,7750,8010,7630,7750,▲20,＋0.26%,7896,7886,7442,7157,38000,30844
2001/07/11,7830,7950,7520,7730,▼220,－2.77%,7984,7913,7421,7151,18420,30934
2001/07/10,8190,8190,7800,7950,0.0,0.00%,8038,7939,7398,7146,18930,30934
2001/07/09,8000,8060,7800,7950,▼150,－1.85%,8018,7947,7374,7138,70860,30934
2001/07/06,8140,8200,7940,8100,▼90,－1.10%,7988,7960,7349,7129,32930,30934
2001/07/05,8000,8450,7880,8190,▲190,＋2.38%,7938,7965,7320,7119,129180,30934
2001/07/04,7790,8000,7680,8000,▲150,＋1.91%,7830,7946,7288,7109,31940,30934
2001/07/03,7810,7900,7760,7850,▲50,＋0.64%,7760,7941,7259,7099,10270,30934
2001/07/02,7850,7890,7740,7800,▼50,－0.64%,7742,7954,7233,7090,6700,30934
2001/06/29,7690,7880,7600,7850,▲200,＋2.61%,7752,7962,7209,7082,46460,30934
2001/06/28,7600,7750,7510,7650,0.0,0.00%,7752,7960,7186,7073,20940,30934
2001/06/27,7710,7710,7600,7650,▼110,－1.42%,7770,7968,7166,7065,25320,30934
2001/06/26,7810,7900,7730,7760,▼90,－1.15%,7830,7961,7146,7064,23870,30844
2001/06/25,7750,7910,7750,7850,0.0,0.00%,7868,7947,7128,7057,19560,30844
2001/06/22,7800,7900,7700,7850,▲110,＋1.42%,7902,7927,7110,7051,43640,30844
2001/06/21,7950,7990,7730,7740,▼210,－2.64%,7956,7908,7092,7042,28680,30844
2001/06/20,7930,8030,7810,7950,0.0,0.00%,8068,7903,7078,7037,23560,30844
2001/06/19,8060,8150,7940,7950,▼70,－0.87%,8128,7879,7059,7030,40930,30844
2001/06/18,8120,8200,8020,8020,▼100,－1.23%,8160,7855,7041,7024,19070,30844
2001/06/15,8280,8340,8120,8120,▼180,－2.17%,8196,7814,7021,7016,52700,30844
2001/06/14,8210,8400,8200,8300,▲50,＋0.61%,8214,7768,7000,7006,76880,30844
2001/06/13,8200,8280,8100,8250,▲140,＋1.73%,8114,7710,6976,6994,47740,30224
2001/06/12,8200,8280,8030,8110,▼90,－1.10%,8044,7651,6953,6983,27550,30224
2001/06/11,8000,8280,8000,8200,▼10,－0.12%,8046,7597,6935,6972,65250,30224
2001/06/08,7700,8330,7700,8210,▲410,＋5.26%,7996,7535,6916,6961,67510,30224
2001/06/07,7800,7810,7610,7800,▼100,－1.27%,7918,7465,6893,6952,62150,30224
2001/06/05,8150,8410,7810,7900,▼220,－2.71%,7918,7415,6881,6945,97230,30224
2001/06/04,8090,8280,7950,8120,▲170,＋2.14%,7842,7367,6869,6938,115790,30224
2001/06/01,7900,8050,7850,7950,▲130,＋1.66%,7712,7304,6850,6930,207730,30224
2001/05/31,7700,7900,7560,7820,▲20,＋0.26%,7612,7240,6836,6925,60080,30224
2001/05/30,7570,7800,7440,7800,▲280,＋3.72%,7544,7177,6821,6922,85240,30224
2001/05/29,7540,7600,7390,7520,▲50,＋0.67%,7512,7114,6807,6920,48560,30224
2001/05/28,7400,7710,7400,7470,▲20,＋0.27%,7502,7065,6798,6922,59320,30224
2001/05/25,7360,7560,7360,7450,▼30,－0.40%,7502,7009,6794,6922,58490,30224
2001/05/24,7500,7660,7480,7480,▼160,－2.09%,7452,6956,6795,6923,30540,30224
2001/05/23,7410,7830,7360,7640,▲170,＋2.28%,7396,6902,6798,6926,90380,30224
2001/05/22,7300,7550,7300,7470,0.0,0.00%,7296,6840,6793,6928,93990,30224
2001/05/21,7110,7480,7110,7470,▲270,＋3.75%,7216,6789,6788,6932,183050,38224
2001/05/18,7200,7240,7050,7200,0.0,0.00%,7128,6735,6787,6937,60870,30224
2001/05/17,7300,7330,7080,7200,▲60,＋0.84%,7080,6700,6790,6945,74130,30224
2001/05/16,7110,7360,7070,7140,▲70,＋0.99%,7000,6672,6794,6953,81070,30224
2001/05/15,7000,7100,6980,7070,▲40,＋0.57%,6932,6639,6793,6962,87700,30224
2001/05/14,7140,7140,6930,7030,▲70,＋1.01%,6908,6605,6790,6970,87690,30224
2001/05/11,6900,7080,6840,6960,▲160,＋2.35%,6872,6578,6789,6980,46350,30224
2001/05/10,6780,6840,6680,6800,0.0,0.00%,6814,6551,6788,6989,41140,30224
2001/05/09,6880,6950,6780,6800,▼150,－2.16%,6768,6531,6789,7000,60580,30224
2001/05/08,6850,7000,6800,6950,▲100,＋1.46%,6714,6505,6790,7011,113340,30224
2001/05/07,6700,6980,6700,6850,▲180,＋2.70%,6634,6470,6787,7021,145430,30224
2001/05/04,6570,6750,6550,6670,▲100,＋1.52%,6534,6443,6787,7033,91880,30224
2001/05/03,6550,6600,6490,6570,▲40,＋0.61%,6476,6427,6789,7046,54050,30224
2001/05/02,6560,6640,6500,6530,▼20,－0.31%,6442,6420,6792,7060,43060,30224
2001/04/30,6450,6550,6350,6550,▲200,＋3.15%,6418,6416,6799,7072,80750,30224
2001/04/27,6380,6420,6350,6350,▼30,－0.47%,6396,6413,6806,7082,26480,30224
2001/04/26,6410,6440,6380,6380,▼20,－0.31%,6406,6428,6818,7101,41150,30224
2001/04/25,6400,6480,6380,6400,▼10,－0.16%,6430,6448,6828,7122,20510,30224
2001/04/24,6430,6430,6350,6410,▼30,－0.47%,6478,6468,6839,7144,33860,30224
2001/04/23,6400,6490,6400,6440,▲40,＋0.63%,6490,6490,6849,7163,49070,30434
2001/04/20,6600,6600,6400,6400,▼100,－1.54%,6482,6510,6857,7181,56720,30224
2001/04/19,6800,6800,6500,6500,▼140,－2.11%,6498,6532,6864,7199,90750,30224
2001/04/18,6540,6640,6490,6640,▲170,＋2.63%,6484,6550,6868,7216,38370,30224
2001/04/17,6400,6500,6370,6470,▲70,＋1.09%,6436,6560,6872,7228,32290,30224
2001/04/16,6410,6500,6400,6400,▼80,－1.23%,6398,6579,6881,7242,14230,30224
2001/04/13,6480,6580,6400,6480,▲50,＋0.78%,6368,6604,6893,7260,23040,30224
2001/04/12,6410,6580,6380,6430,▲30,＋0.47%,6332,6630,6901,7273,36450,30224
2001/04/11,6500,6500,6350,6400,▲120,＋1.91%,6318,6663,6909,7288,30080,30284
2001/04/10,6400,6400,6260,6280,▲30,＋0.48%,6322,6685,6918,7304,25300,30284
2001/04/09,6350,6370,6250,6250,▼50,－0.79%,6356,6723,6930,7321,19540,30284
2001/04/06,6450,6500,6300,6300,▼60,－0.94%,6404,6770,6940,7340,33770,30284
2001/04/04,6350,6450,6350,6360,▼60,－0.93%,6474,6805,6946,7359,18960,30314
2001/04/03,6420,6430,6360,6420,▼30,－0.47%,6560,6842,6954,7379,51220,30314
2001/04/02,6360,6510,6360,6450,▼40,－0.62%,6634,6866,6960,7399,65570,30314
2001/03/30,6710,6710,6430,6490,▼160,－2.41%,6714,6891,6965,7415,45430,30314
2001/03/29,6710,6790,6650,6650,▼140,－2.06%,6786,6915,6982,7434,24120,30314
2001/03/28,6810,6850,6730,6790,0.0,0.00%,6822,6947,6986,7450,43810,30314
2001/03/27,6890,6890,6790,6790,▼60,－0.88%,6836,6980,6992,7467,40790,30314
2001/03/26,6870,6920,6820,6850,0.0,0.00%,6846,7026,6992,7484,33370,30314
2001/03/23,6860,6890,6770,6850,▲20,＋0.29%,6846,7050,6996,7503,39370,30334
2001/03/22,6760,6860,6760,6830,▼30,－0.44%,6856,7066,7001,7519,65070,30334
2001/03/21,6840,6860,6760,6860,▲20,＋0.29%,6892,7095,7008,7544,49030,30334
2001/03/20,6850,6900,6800,6840,▼10,－0.15%,6936,7122,7012,7557,43950,30274
2001/03/19,6810,6910,6750,6850,▼50,－0.72%,6936,7151,7013,7569,72820,30334
2001/03/16,7080,7080,6880,6900,▼110,－1.57%,6976,7161,7012,7579,68640,30334
2001/03/15,6900,7060,6840,7010,▼70,－0.99%,7034,7161,7012,7595,84540,30334
2001/03/14,7000,7100,6900,7080,▲240,＋3.51%,7032,7158,7010,7610,256710,30334
2001/03/13,6910,6920,6780,6840,▼210,－2.98%,7036,7152,7007,7623,108560,30334
2001/03/12,7050,7300,7010,7050,▼140,－1.95%,7048,7152,7010,7636,102780,30334
2001/03/09,7100,7370,7070,7190,▲190,＋2.71%,7026,7141,7010,7650,209090,30374
2001/03/08,7120,7120,6910,7000,▼100,－1.41%,6984,7121,7007,7664,104480,30514
2001/03/07,7000,7220,6950,7100,▲200,＋2.90%,7040,7113,7010,7676,176390,32614
2001/03/06,7000,7030,6870,6900,▼40,－0.58%,7112,7099,7014,7685,105400,32614
2001/03/05,6830,6960,6830,6940,▼40,－0.57%,7272,7091,7023,7694,97020,32614
2001/03/02,7220,7220,6920,6980,▼300,－4.12%,7352,7091,7033,7704,128620,32604
2001/02/28,7380,7380,7180,7280,▼180,－2.41%,7388,7092,7046,7716,109020,32584
2001/02/27,7700,7700,7460,7460,▼240,－3.12%,7414,7079,7050,7725,142290,32584
2001/02/26,7510,7800,7420,7700,▲360,＋4.90%,7402,7057,7052,7732,327220,32584
2001/02/23,7190,7480,7160,7340,▲180,＋2.51%,7348,7025,7054,7734,163880,32584
2001/02/22,7400,7450,7020,7160,▼250,－3.37%,7290,7008,7062,7740,152430,32484
2001/02/21,7400,7690,7300,7410,▲10,＋0.14%,7238,6996,7076,7747,210630,32404
2001/02/20,7690,7700,7400,7400,▼30,－0.40%,7146,6965,7088,7750,345660,32404
2001/02/19,7140,7490,7080,7430,▲380,＋5.39%,7056,6934,7099,7756,404920,35934
2001/02/16,6970,7250,6780,7050,▲150,＋2.17%,6938,6905,7112,7762,450870,33004
2001/02/15,6970,6980,6890,6900,▼50,－0.72%,6896,6902,7130,7771,83640,33004
2001/02/14,7020,7020,6870,6950,0.0,0.00%,6872,6915,7150,7779,86950,33004
2001/02/13,6840,7100,6800,6950,▲110,＋1.61%,6850,6916,7172,7783,203340,32964
2001/02/12,6880,6880,6800,6840,0.0,0.00%,6826,6914,7190,7784,84250,32954
2001/02/09,6810,7000,6760,6840,▲60,＋0.88%,6804,6917,7210,7788,220510,33154
2001/02/08,6900,6900,6780,6780,▼60,－0.88%,6826,6927,7231,7790,74880,33154
2001/02/07,6850,7100,6780,6840,▲10,＋0.15%,6868,6928,7256,7794,134260,32774
2001/02/06,6730,6850,6700,6830,▲100,＋1.49%,6904,6921,7278,7802,71770,32774
2001/02/05,6940,6940,6720,6730,▼220,－3.17%,6944,6921,7302,7810,74500,32774
2001/02/02,7000,7020,6870,6950,▼40,－0.57%,7008,6923,7328,7819,59120,32774
2001/02/01,7050,7090,6990,6990,▼30,－0.43%,7018,6914,7345,7822,61810,32774
2001/01/31,7110,7150,6950,7020,▼10,－0.14%,7004,6939,7358,7823,99240,32774
2001/01/30,7100,7150,6990,7030,▼20,－0.28%,6958,6934,7385,7824,123510,32774
2001/01/29,7190,7190,6990,7050,▲50,＋0.71%,6910,6938,7416,7825,126270,32774
2001/01/26,6990,7330,6920,7000,▲80,＋1.16%,6870,6926,7448,7826,233310,32774
2001/01/22,6900,6920,6800,6920,▲130,＋1.91%,6868,6931,7478,7826,80040,32774
2001/01/19,6800,6910,6750,6790,0.0,0.00%,6914,6941,7505,7824,164220,32774
2001/01/18,7000,7010,6760,6790,▼60,－0.88%,6952,6964,7534,7827,107520,32774
2001/01/17,7090,7090,6810,6850,▼140,－2.00%,6974,6980,7563,7829,110450,32774
2001/01/16,7240,7240,6900,6990,▼160,－2.24%,6984,6982,7583,7832,187910,32774
2001/01/15,7000,7390,6980,7150,▲170,＋2.44%,6996,6972,7604,7836,343830,32774
2001/01/12,6950,7100,6860,6980,▲80,＋1.16%,6926,6961,7628,7840,203480,32774
2001/01/11,7050,7050,6800,6900,0.0,0.00%,6870,6956,7644,7848,101570,32614
2001/01/10,7180,7180,6840,6900,▼150,－2.13%,6854,6955,7667,7855,192000,32794
2001/01/09,6890,7140,6810,7050,▲250,＋3.68%,6830,6962,7690,7862,210180,32794
2001/01/08,6760,6850,6710,6800,▲100,＋1.49%,6772,6962,7712,7874,156630,32294
2001/01/05,6790,6800,6630,6700,▼120,－1.76%,6912,6973,7740,7885,195880,32294
2001/01/04,7000,7090,6770,6820,▲40,＋0.59%,6956,6998,7772,7895,181110,32314
2001/01/03,6750,6840,6620,6780,▲20,＋0.30%,7012,7022,7804,7902,34750,32314
2001/01/02,6610,6990,6610,6760,▼740,－9.87%,7018,7055,7838,7912,68780,32334
2000/12/26,6960,7500,6810,7500,▲580,＋8.38%,7086,7096,7866,7920,77610,32334
2000/12/22,6900,6980,6620,6920,▼180,－2.54%,7012,7106,7886,7922,42710,32334
2000/12/21,6500,7100,6500,7100,▲290,＋4.26%,7078,7137,7914,7929,53870,32334
2000/12/20,7010,7050,6810,6810,▼290,－4.08%,7078,7162,7942,7937,60430,32354
2000/12/19,7150,7280,7100,7100,▼30,－0.42%,7096,7212,7975,7945,78600,32314
2000/12/18,7110,7230,7040,7130,▼120,－1.66%,7032,7249,8009,7953,54980,32354
2000/12/15,7290,7390,7120,7250,▲150,＋2.11%,6994,7292,8037,7958,110190,32354
2000/12/14,6960,7240,6890,7100,▲200,＋2.90%,6920,7335,8080,7962,113890,32354
2000/12/13,6800,6960,6800,6900,▲120,＋1.77%,6876,7385,8103,7965,75880,30414
2000/12/12,6990,6990,6710,6780,▼160,－2.31%,6904,7450,8126,7971,138430,30414
2000/12/11,6990,7000,6850,6940,▲60,＋0.87%,6956,7518,8146,7976,105120,30414
2000/12/08,6900,6950,6800,6880,0.0,0.00%,6972,7576,8177,7983,144500,30414
2000/12/07,7040,7040,6880,6880,▼160,－2.27%,7036,7644,8209,7989,68870,30414
2000/12/06,7110,7280,7040,7040,0.0,0.00%,7120,7700,8240,8000,26650,30414
2000/12/05,7000,7180,7000,7040,▲20,＋0.28%,7202,7752,8261,8008,10410,30414
2000/12/04,7100,7210,7010,7020,▼180,－2.50%,7308,7806,8290,8015,25570,30414
2000/12/01,7110,7270,7100,7200,▼100,－1.37%,7446,7867,8321,8020,15400,30414
2000/11/30,7400,7600,7250,7300,▼150,－2.01%,7514,7917,8342,8025,27630,30394
2000/11/29,7510,7640,7410,7450,▼120,－1.59%,7574,7965,8355,8032,26590,30394
2000/11/28,7620,7790,7570,7570,▼140,－1.82%,7646,8005,8366,8037,21600,30394
2000/11/27,7700,7790,7600,7710,▲170,＋2.25%,7698,8026,8374,8036,15070,30394
2000/11/24,7450,7740,7450,7540,▼60,－0.79%,7756,8030,8387,8036,15160,30394
2000/11/23,7860,7860,7600,7600,▼210,－2.69%,7868,8083,8400,8038,44950,30394
2000/11/22,7700,7890,7700,7810,▼20,－0.26%,7968,8148,8412,8036,79020,30394
2000/11/21,7890,7990,7710,7830,▼170,－2.13%,8046,8208,8414,8029,27300,30394
2000/11/20,8000,8090,7950,8000,▼100,－1.23%,8108,8254,8418,8023,22800,30394
2000/11/17,8120,8150,8010,8100,0.0,0.00%,8128,8281,8418,8022,28060,30394
2000/11/16,8230,8240,8060,8100,▼100,－1.22%,8156,8304,8413,8017,25960,30394
2000/11/15,8140,8270,8140,8200,▲60,＋0.74%,8138,8326,8414,8012,43930,30394
2000/11/14,8200,8300,8060,8140,▲40,＋0.49%,8112,8319,8413,8003,37980,30394
2000/11/13,8190,8490,8050,8100,▼140,－1.70%,8108,8322,8413,7998,41130,30394
2000/11/10,7920,8250,7920,8240,▲230,＋2.87%,8136,8347,8408,7993,57680,30394
2000/11/09,7950,8080,7900,8010,▼60,－0.74%,8128,8333,8394,7990,45400,30394
2000/11/08,8150,8170,7930,8070,▼50,－0.62%,8178,8345,8379,8001,53700,30174
2000/11/07,8300,8350,8060,8120,▼120,－1.46%,8216,8356,8365,8012,62980,30174
2000/11/06,8080,8440,8080,8240,▲40,＋0.49%,8188,8370,8350,8026,110530,30214
2000/11/03,8300,8600,8190,8200,▼60,－0.73%,8100,8381,8332,8043,77470,30174
2000/11/02,8100,8300,8070,8260,0.0,0.00%,8180,8401,8325,8060,91390,30174
2000/11/01,8170,8470,8000,8260,▲280,＋3.51%,8308,8427,8317,8077,94680,30174
2000/10/31,7930,8000,7500,7980,▲180,＋2.31%,8456,8453,8309,8095,113640,30174
2000/10/30,8460,8700,7800,7800,▼800,－9.30%,8610,8476,8299,8115,104450,30174
2000/10/27,8900,9000,8560,8600,▼300,－3.37%,8760,8521,8288,8133,84290,30174
2000/10/26,8950,9200,8710,8900,▼100,－1.11%,8750,8521,8264,8139,146130,30094
2000/10/25,8800,9350,8800,9000,▲250,＋2.86%,8678,8516,8235,8141,278250,30094
2000/10/24,8550,9000,8500,8750,▲200,＋2.34%,8490,8506,8204,8141,149180,30094
2000/10/23,8350,8650,8350,8550,0.0,0.00%,8382,8526,8175,8145,79870,30094
2000/10/20,8330,8690,8330,8550,▲10,＋0.12%,8390,8539,8144,8150,134100,30094
2000/10/19,8110,8850,8110,8540,▲480,＋5.96%,8272,8601,8120,8154,143650,30094
2000/10/18,8350,8350,7950,8060,▼150,－1.83%,8214,8600,8094,8159,81980,30094
2000/10/17,8400,9050,8210,8210,▼380,－4.42%,8262,8609,8080,8169,189380,30094
2000/10/16,8200,8590,8200,8590,▲630,＋7.91%,8300,8599,8069,8171,111060,30094
2000/10/13,8000,8080,7400,7960,▼290,－3.52%,8272,8610,8053,8170,98610,30094
2000/10/12,8060,8440,8060,8250,▼50,－0.60%,8400,8652,8051,8186,68310,30094
2000/10/11,8520,8600,8000,8300,▼100,－1.19%,8506,8675,8043,8203,120670,30094
2000/10/10,8350,8670,8350,8400,▼50,－0.59%,8602,8676,8035,8220,99380,30094
2000/10/09,8700,8750,8450,8450,▼150,－1.74%,8612,8696,8035,8242,77360,30094
2000/10/06,8780,8810,8510,8600,▼180,－2.05%,8662,8715,8031,8266,105030,30094
2000/10/05,8990,9100,8780,8780,0.0,0.00%,8662,8709,8019,8283,133440,30094
2000/10/04,8450,8780,8450,8780,▲330,＋3.91%,8666,8675,7999,8295,121830,30094
2000/10/02,8610,8700,8370,8450,▼250,－2.87%,8670,8640,7986,8315,115480,30094
2000/09/29,8710,8900,8600,8700,▲100,＋1.16%,8810,8621,7975,8340,132400,30094
2000/09/28,8920,8920,8500,8600,▼200,－2.27%,8830,8611,7959,8361,138610,30094
2000/09/27,8800,9090,8730,8800,0.0,0.00%,9068,8596,7945,8386,175870,30094
2000/09/26,9300,9400,8730,8800,▼350,－3.83%,9012,8571,7931,8413,219240,30094
2000/09/25,9200,9690,9020,9150,▲350,＋3.98%,8902,8528,7916,8443,358340,30094
2000/09/22,9730,10300,8700,8800,▼990,－10.11%,8672,8473,7897,8466,763600,30094
