[일시]KCC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/12/01,386000,389500,381000,381500,▼4000,－1.04%,382500,393325,386158,399938,15484,2138068
2017/11/30,383000,392000,380000,385500,▲5500,＋1.45%,383000,393825,386400,400154,41425,2140847
2017/11/29,385500,385500,379000,380000,▼3000,－0.78%,382400,393875,386575,400288,17507,2139270
2017/11/28,385000,388500,382000,383000,▲500,＋0.13%,383300,394200,386833,400488,19047,2140075
2017/11/27,382000,385000,381000,382500,▼1500,－0.39%,384200,394550,387050,400629,17145,2137111
2017/11/24,385000,386000,382500,384000,▲1500,＋0.39%,385100,394725,387242,400838,13879,2139599
2017/11/23,381500,387500,381000,382500,▼2000,－0.52%,387200,395025,387383,401004,20169,2137607
2017/11/22,387500,387500,382000,384500,▼3000,－0.77%,391400,395575,387467,401208,22120,2131401
2017/11/21,388000,390000,384000,387500,▲500,＋0.13%,393700,395900,387550,401404,21816,2136551
2017/11/20,392000,393000,386500,387000,▼7500,－1.90%,395200,396200,387692,401571,31642,2129456
2017/11/17,401500,403500,394000,394500,▼9000,－2.23%,397400,396100,387917,401542,19527,2121926
2017/11/16,400000,404000,395500,403500,▲7500,＋1.89%,399500,395875,388017,401442,31939,2119036
2017/11/15,395000,399000,390500,396000,▲1000,＋0.25%,400300,395250,387975,401192,20025,2111749
2017/11/14,396000,398500,391500,395000,▼3000,－0.75%,403400,394900,388008,400867,18845,2106772
2017/11/13,401500,405000,395000,398000,▼7000,－1.73%,406900,394600,388042,400458,20621,2101830
2017/11/10,409500,410000,400500,405000,▼2500,－0.61%,408300,394400,388192,400058,17450,2106573
2017/11/09,414000,415000,402500,407500,▼4000,－0.97%,405600,393200,388300,399608,23560,2102255
2017/11/08,410000,413000,408500,411500,▼1000,－0.24%,401400,392025,388308,399179,16367,2097362
2017/11/07,406000,416000,402000,412500,▲7500,＋1.85%,396400,390000,388308,398713,53481,2094352
2017/11/06,392000,406000,384000,405000,▲13500,＋3.45%,391900,388325,388617,398213,53647,2086656
2017/11/03,389000,395500,387500,391500,▲5000,＋1.29%,388100,386800,389075,397733,16272,2085131
2017/11/02,386000,389500,385000,386500,0.0,0.00%,387800,385700,389892,397358,11433,2082148
2017/11/01,385000,389000,385000,386500,▼3500,－0.90%,389200,384875,390825,396979,17835,2078312
2017/10/31,385500,391500,384000,390000,▲4000,＋1.04%,390100,384150,391658,396604,19726,2071770
2017/10/30,391000,391000,383000,386000,▼4000,－1.03%,390800,382650,392408,396192,17820,2067911
2017/10/27,390000,393500,389500,390000,▼3500,－0.89%,390600,382275,393200,395808,9532,2065608
2017/10/26,389000,395500,389000,393500,▲2500,＋0.64%,390600,381700,393908,395446,16176,2064679
2017/10/25,390000,393000,388500,391000,▼2500,－0.64%,390100,381225,394533,394988,11379,2061953
2017/10/24,384000,393500,384000,393500,▲8500,＋2.21%,389700,381100,395183,394563,21429,2059620
2017/10/23,388000,392000,384000,385000,▼5000,－1.28%,388800,380650,395800,394125,14855,2052794
2017/10/20,391000,392500,387000,390000,▼1000,－0.26%,390600,380400,396567,393738,9571,2051732
2017/10/19,388500,394000,388500,391000,▲2000,＋0.51%,388800,379575,397242,393308,9624,2050436
2017/10/18,389000,393000,388000,389000,0.0,0.00%,387400,378575,397842,392854,13306,2048501
2017/10/17,394000,394000,386500,389000,▼5000,－1.27%,383800,377925,398442,392433,21409,2050191
2017/10/16,384000,396000,381500,394000,▲13000,＋3.41%,381800,377450,398908,392004,33738,2046907
2017/10/13,380000,384000,378000,381000,▼3000,－0.78%,377900,376700,399108,391567,23253,2040882
2017/10/12,372000,384000,372000,384000,▲13000,＋3.50%,375600,376650,399508,391200,25625,2033316
2017/10/11,375000,379000,370000,371000,▼8000,－2.11%,372800,376375,400008,390833,33809,2025142
2017/10/10,372000,379500,372000,379000,▲4500,＋1.20%,373000,377000,400567,390571,24764,2023551
2017/09/29,369500,374500,367500,374500,▲5000,＋1.35%,369200,377525,401133,390296,14900,2012919
2017/09/28,365000,371500,364500,369500,▼500,－0.14%,370000,378350,401725,390088,12666,2010116
2017/09/27,371500,373500,366500,370000,▼2000,－0.54%,371800,379675,402583,389908,8846,2011257
2017/09/26,366500,372500,363000,372000,▲12000,＋3.33%,374600,380975,403400,389754,15275,2009090
2017/09/25,378500,378500,358500,360000,▼18500,－4.89%,377900,382150,404383,389588,29982,2001435
2017/09/22,376000,381000,373000,378500,0.0,0.00%,382800,383950,405658,389538,12841,2000759
2017/09/21,379500,384500,378000,378500,▼5500,－1.43%,383100,384725,406533,389333,12788,2002060
2017/09/20,389500,390000,382000,384000,▼4500,－1.16%,382100,385425,407292,389129,14338,1995522
2017/09/19,389000,390000,383000,388500,▲4000,＋1.04%,379500,385600,407892,388892,19633,1993034
2017/09/18,380000,387500,380000,384500,▲4500,＋1.18%,377000,385650,408500,388579,25202,1987864
2017/09/15,373000,382000,372000,380000,▲6500,＋1.74%,376000,386225,409292,388338,18256,1983113
2017/09/14,370000,374500,367500,373500,▲2500,＋0.67%,375800,387250,409950,388171,19524,1981826
2017/09/13,375000,377500,370000,371000,▼5000,－1.33%,377100,388600,410608,387992,22211,1977648
2017/09/12,378000,380500,375500,376000,▼3500,－0.92%,378600,390100,411183,387900,18009,1967844
2017/09/11,382000,387000,377000,379500,▲500,＋0.13%,380100,391200,411517,387700,14330,1961305
2017/09/08,377500,383500,377000,379000,▼1000,－0.26%,382100,392075,411808,387496,10151,1959897
2017/09/07,380500,383000,377000,380000,▲1500,＋0.40%,384500,393475,412142,387267,12851,1961410
2017/09/06,386000,386000,375500,378500,▼5000,－1.30%,387700,395050,412500,387025,23343,1957622
2017/09/05,391500,391500,382500,383500,▼6000,－1.54%,391200,396525,412908,386817,16834,1950748
2017/09/04,390000,392500,386500,389500,▼1500,－0.38%,393600,397925,413150,386504,15119,1950364
2017/09/01,395500,398000,390000,391000,▼5000,－1.26%,394900,400000,413342,386121,16673,1951131
2017/08/31,392000,396000,392000,396000,0.0,0.00%,395500,402075,413717,385692,16630,1948798
2017/08/30,397000,397500,380000,396000,▲500,＋0.13%,394800,404300,413908,385254,11855,1949218
2017/08/29,396000,396000,390500,395500,▼500,－0.13%,393100,406625,414000,384813,11869,1950634
2017/08/28,390500,398000,390500,396000,▲2000,＋0.51%,391900,408675,414142,384317,11769,1952039
2017/08/25,391500,395000,389500,394000,▲1500,＋0.38%,391900,410625,414208,383863,11207,1950043
2017/08/24,386500,393000,386500,392500,▲5000,＋1.29%,393200,412600,414433,383421,13768,1952850
2017/08/23,389000,393000,386500,387500,▼2000,－0.51%,394800,414600,414625,383038,21853,1948445
2017/08/22,395500,398000,388500,389500,▼6500,－1.64%,397500,416775,414950,382692,25648,1940377
2017/08/21,399000,400500,395000,396000,▼4500,－1.12%,399200,418800,415258,382317,12305,1935021
2017/08/18,396000,402000,396000,400500,0.0,0.00%,399400,420525,415450,381863,12533,1934619
2017/08/17,398000,402000,395500,400500,▼500,－0.12%,400700,422050,415167,381375,19932,1938746
2017/08/16,398000,402500,397000,401000,▲3000,＋0.75%,402900,423550,414867,380908,18806,1940504
2017/08/14,397500,401500,395500,398000,▲1000,＋0.25%,404300,424850,414408,380388,14726,1943642
2017/08/11,402000,408000,395500,397000,▼10000,－2.46%,407000,426200,413725,379900,28549,1941726
2017/08/10,411000,412500,402500,407000,▼4500,－1.09%,413800,427200,412875,379429,20510,1938677
2017/08/09,407000,415000,403500,411500,▲3500,＋0.86%,418900,427150,411925,378846,28502,1936042
2017/08/08,412500,413500,403500,408000,▼3500,－0.85%,424700,426825,410917,378200,27245,1929605
2017/08/07,432000,432500,410500,411500,▼19500,－4.52%,431600,427125,410050,377588,49134,1928812
2017/08/04,430500,436000,428500,431000,▼1500,－0.35%,436600,426775,409117,376892,24485,1932298
2017/08/03,437500,443000,428000,432500,▼8000,－1.82%,437400,425875,407808,376017,22199,1927635
2017/08/02,443500,447000,439000,440500,▼2000,－0.45%,437600,424750,406392,375104,28735,1927709
2017/08/01,434000,445000,434000,442500,▲6000,＋1.37%,436000,423775,404825,374163,29501,1927092
2017/07/31,428000,438000,428000,436500,▲1500,＋0.34%,433700,422600,403133,373125,17970,1920135
2017/07/28,433000,438000,432500,435000,▲1500,＋0.35%,432400,422325,401550,372171,26557,1920208
2017/07/27,432000,438500,431000,433500,▲1000,＋0.23%,431500,422400,399975,371404,18852,1920624
2017/07/26,434500,437500,429000,432500,▲1500,＋0.35%,431000,422275,398417,370683,21157,1918242
2017/07/25,430000,433000,429000,431000,▲1000,＋0.23%,430600,421850,396983,369975,22112,1912879
2017/07/24,434500,434500,428000,430000,▼500,－0.12%,429800,421300,395442,369263,16489,1905798
2017/07/21,429000,431500,427000,430500,▼500,－0.12%,428800,421050,393942,368525,19132,1898944
2017/07/20,432000,433000,427500,431000,▲500,＋0.12%,426100,421125,392450,367808,20492,1892248
2017/07/19,429500,433500,424000,430500,▲3500,＋0.82%,421100,420550,390908,367042,27681,1886793
2017/07/18,421000,428000,421000,427000,▲2000,＋0.47%,416000,419675,389375,366313,22661,1885705
2017/07/17,420000,430000,417500,425000,▲8000,＋1.92%,413400,418600,387867,365642,39370,1886750
2017/07/14,406500,419000,406500,417000,▲11000,＋2.71%,409300,417150,386425,365000,40630,1879285
2017/07/13,407000,410000,403000,406000,▲1000,＋0.25%,408500,416150,385100,364471,30838,1881563
2017/07/12,409500,417000,405000,405000,▼9000,－2.17%,409300,415800,384025,364071,13610,1870987
2017/07/11,403500,414000,403500,414000,▲9500,＋2.35%,412500,415625,382892,363717,29912,1870478
2017/07/10,416000,416000,402500,404500,▼8500,－2.06%,413500,415075,381658,363275,25875,1859110
2017/07/07,408000,415000,408000,413000,▲3000,＋0.73%,418800,414750,380575,362900,22217,1856100
2017/07/06,418500,422000,409500,410000,▼11000,－2.61%,423500,414150,379458,362450,35268,1851104
2017/07/05,417000,422500,417000,421000,▲2000,＋0.48%,427700,414325,378450,362058,17395,1844189
2017/07/04,435000,435000,417000,419000,▼12000,－2.78%,428300,413650,377233,361617,35930,1839871
2017/07/03,438000,438000,423000,431000,▼5500,－1.26%,428500,412775,376108,361229,33207,1829156
2017/06/30,431000,444000,426000,436500,▲5500,＋1.28%,427300,411425,374792,360746,66809,1826778
2017/06/29,424000,432000,423000,431000,▲7000,＋1.65%,426400,409600,373417,360121,18564,1837311
2017/06/28,420000,431500,420000,424000,▲4000,＋0.95%,424100,408425,372133,359563,36322,1842153
2017/06/27,422000,427500,420000,420000,▼5000,－1.18%,421900,407425,370967,359025,21410,1844066
2017/06/26,432000,433000,421500,425000,▼7000,－1.62%,419000,406775,369892,358575,37117,1842978
2017/06/23,421500,434500,416000,432000,▲12500,＋2.98%,413200,405925,368658,358129,74133,1849993
2017/06/22,414000,422000,402500,419500,▲6500,＋1.57%,406200,404700,367383,357621,49941,1852341
2017/06/21,405500,414500,398500,413000,▲7500,＋1.85%,402100,402900,366392,357200,43352,1861006
2017/06/20,393000,407500,393000,405500,▲9500,＋2.40%,399800,401375,365375,356842,33401,1875082
2017/06/19,397000,398500,390000,396000,▼1000,－0.25%,399300,399775,364617,356567,33910,1874027
2017/06/16,403000,403000,396000,397000,▼2000,－0.50%,399700,397825,363883,356346,21458,1879176
2017/06/15,402000,405000,396500,399000,▼2500,－0.62%,400500,395275,363183,356121,20345,1879570
2017/06/14,400500,405000,399500,401500,▼1500,－0.37%,403400,392825,362392,355908,15234,1879248
2017/06/13,396000,403500,396000,403000,▲5000,＋1.26%,404600,390300,361550,355654,14672,1879731
2017/06/12,398000,401500,397500,398000,▼3000,－0.75%,404300,387950,360725,355404,19848,1877328
2017/06/09,413500,413500,400000,401000,▼12500,－3.02%,405500,385825,359858,355217,46889,1878179
2017/06/08,407500,413500,400000,413500,▲6000,＋1.47%,405300,383400,358900,354992,48293,1880121
2017/06/07,397000,412500,397000,407500,▲6000,＋1.49%,404100,380100,357667,354625,34178,1894953
2017/06/05,404000,404500,396500,401500,▼2500,－0.62%,403400,377050,356600,354321,26682,1893343
2017/06/02,400000,406000,398000,404000,▲4000,＋1.00%,404500,374025,355625,354046,28703,1884826
2017/06/01,407000,409500,397500,400000,▼7500,－1.84%,405300,370900,354492,353771,40746,1880804
2017/05/31,404000,408500,396000,407500,▲3500,＋0.87%,406800,367925,353517,353508,42638,1874158
2017/05/30,407000,411500,400000,404000,▼3000,－0.74%,402000,364550,352408,353208,29733,1866038
2017/05/29,410000,413000,401500,407000,▼1000,－0.25%,397700,361675,351450,352938,40137,1858784
2017/05/26,407500,417500,403500,408000,▲500,＋0.12%,391000,358250,350433,352650,76108,1851915
2017/05/25,382000,410500,381500,407500,▲24000,＋6.26%,380800,354850,349375,352358,110079,1842469
2017/05/24,382500,385000,376000,383500,▲1000,＋0.26%,368500,351525,348275,352171,43089,1819687
2017/05/23,373000,384500,370500,382500,▲9000,＋2.41%,361800,349275,347583,352129,73874,1816403
2017/05/22,358500,373500,356000,373500,▲16500,＋4.62%,355500,347075,346950,352117,100363,1800363
2017/05/19,345500,357500,345500,357000,▲11000,＋3.18%,352000,345225,346367,352213,36639,1788512
2017/05/18,345000,349500,343500,346000,▼4000,－1.14%,351700,344300,346075,352479,27345,1787427
2017/05/17,350000,351000,346500,350000,▼1000,－0.28%,353000,343875,345983,352833,16259,1784777
2017/05/16,356500,357000,350000,351000,▼5000,－1.40%,352500,343450,345767,353163,24096,1782620
2017/05/15,357500,357500,353000,356000,▲500,＋0.14%,351600,342750,345483,353571,14011,1779195
2017/05/12,351500,357000,349000,355500,▲3000,＋0.85%,348600,341950,345125,353908,28454,1781560
2017/05/11,347500,352500,344500,352500,▲5000,＋1.44%,345800,341150,344667,354138,30126,1783988
2017/05/10,349000,354500,346500,347500,▲1000,＋0.29%,343400,340825,344225,354417,38614,1778134
2017/05/08,339500,347000,339500,346500,▲5500,＋1.61%,341900,340925,343817,354746,25831,1776846
2017/05/04,339500,343000,339000,341000,▼500,－0.15%,341900,341000,343500,355125,28018,1776341
2017/05/02,339000,342500,338000,341500,▲1000,＋0.29%,341400,341525,343117,355546,20198,1773370
2017/04/28,338000,342500,338000,340500,▲500,＋0.15%,341100,342050,342792,356017,29044,1769441
2017/04/27,347000,348500,338000,340000,▼6500,－1.88%,341200,342725,342833,356367,50989,1758985
2017/04/26,339000,349000,339000,346500,▲8000,＋2.36%,340900,343425,342950,356658,45137,1753460
2017/04/25,338500,340500,337000,338500,▼1500,－0.44%,339300,343800,342967,357008,22135,1748617
2017/04/24,342000,342000,336500,340000,▼1000,－0.29%,338900,344650,343083,357417,26494,1751407
2017/04/21,338500,344000,338000,341000,▲2500,＋0.74%,338600,345200,343108,357908,25082,1750509
2017/04/20,338000,342000,337000,338500,0.0,0.00%,337900,345925,343167,358438,20918,1752085
2017/04/19,336500,341000,335500,338500,▲2000,＋0.59%,338500,347000,343175,359071,19065,1747622
2017/04/18,340000,340000,336000,336500,▼2000,－0.59%,338200,347675,343250,359725,27713,1744631
2017/04/17,338500,345500,337000,338500,▲1000,＋0.30%,338900,348850,343417,360363,20873,1745191
2017/04/14,338500,340000,336000,337500,▼4000,－1.17%,339100,349525,343575,361058,11357,1743942
2017/04/13,336000,342500,335500,341500,▲4500,＋1.34%,340800,350400,343842,361688,20464,1744768
2017/04/12,337500,339500,336500,337000,▼3000,－0.88%,342400,350900,344117,362200,14710,1745463
2017/04/11,337500,343500,337500,340000,▲500,＋0.15%,344600,351600,344542,362771,14501,1743917
2017/04/10,346000,346000,338000,339500,▼6500,－1.88%,346900,352275,344892,363342,21658,1741997
2017/04/07,348000,350000,344500,346000,▼3500,－1.00%,349400,352600,345225,363921,19202,1734565
2017/04/06,347000,350000,345000,349500,▲1500,＋0.43%,351000,352475,345442,364388,14695,1733716
2017/04/05,353500,354500,346000,348000,▼3500,－1.00%,351900,351975,345667,364913,32087,1729346
2017/04/04,353500,354500,351000,351500,▼500,－0.14%,353100,351750,346000,365429,13079,1717644
2017/04/03,356500,357500,351500,352000,▼2000,－0.56%,353900,351325,346350,365938,13610,1714024
2017/03/31,354500,355000,351000,354000,0.0,0.00%,353700,350525,346700,366363,21257,1715282
2017/03/30,355500,355500,351000,354000,0.0,0.00%,354000,349900,346825,366758,21553,1710297
2017/03/29,356000,356000,351500,354000,▼1500,－0.42%,355200,349250,346992,367196,11357,1701597
2017/03/28,350000,356000,350000,355500,▲4500,＋1.28%,354800,348875,347083,367717,19004,1700664
2017/03/27,354500,355000,349000,351000,▼4500,－1.27%,355700,348400,347258,367988,17039,1700414
2017/03/24,359000,359000,353000,355500,▼4500,－1.25%,355900,348075,347600,368296,27415,1703126
2017/03/23,356000,361000,355500,360000,▲8000,＋2.27%,355800,347375,347858,368629,23122,1694655
2017/03/22,359000,359000,352000,352000,▼8000,－2.22%,354100,346475,348008,368913,25896,1691895
2017/03/21,355000,363000,352500,360000,▲8000,＋2.27%,353900,346100,348308,369254,44118,1689608
2017/03/20,355500,355500,351000,352000,▼3000,－0.85%,352600,345025,348517,369542,10839,1686095
