[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1988/11/25,9920,10110,9920,10047,▲126,＋1.27%,9933,9775,8866,8738,8660,N/A
1988/11/24,9794,9920,9731,9920,▲63,＋0.64%,9908,9729,8840,8731,8590,N/A
1988/11/23,9794,9857,9794,9857,▼63,－0.64%,9895,9685,8817,8725,2030,N/A
1988/11/22,9920,9920,9920,9920,0.0,0.00%,9882,9647,8791,8720,5190,N/A
1988/11/21,9794,9920,9794,9920,0.0,0.00%,9857,9615,8763,8713,2790,N/A
1988/11/19,9920,9920,9920,9920,▲63,＋0.64%,9832,9571,8733,8704,5300,N/A
1988/11/18,9920,9920,9857,9857,▲63,＋0.65%,9781,9524,8702,8698,3420,N/A
1988/11/17,9667,9794,9667,9794,0.0,0.00%,9769,9479,8673,8693,3480,N/A
1988/11/16,9731,9794,9478,9794,0.0,0.00%,9819,9432,8645,8689,3690,N/A
1988/11/15,9541,9794,9541,9794,▲126,＋1.31%,9832,9394,8618,8685,1200,N/A
1988/11/14,9667,9794,9667,9667,▼126,－1.29%,9819,9350,8590,8681,2300,N/A
1988/11/12,9667,9794,9667,9794,▼253,－2.52%,9832,9309,8565,8678,160,N/A
1988/11/11,10047,10110,9983,10047,▲190,＋1.92%,9794,9263,8542,8675,8660,N/A
1988/11/10,9731,9857,9731,9857,▲126,＋1.30%,9680,9192,8508,8669,6950,N/A
1988/11/09,9699,9794,9604,9731,0.0,0.00%,9604,9126,8481,8665,8800,N/A
1988/11/08,9699,9794,9667,9731,▲126,＋1.32%,9516,9059,8455,8661,8280,N/A
1988/11/07,9604,9667,9478,9604,▲126,＋1.33%,9396,8993,8430,8660,6790,N/A
1988/11/05,9478,9478,9415,9478,0.0,0.00%,9282,8923,8410,8660,3600,N/A
1988/11/04,9415,9478,9415,9478,▲190,＋2.04%,9206,8848,8394,8662,18160,N/A
1988/11/03,9162,9320,9162,9288,▲158,＋1.73%,9168,8765,8373,8664,1930,N/A
1988/11/02,9130,9162,9130,9130,▲95,＋1.05%,9118,8693,8358,8668,1880,N/A
1988/11/01,8909,9036,8846,9036,▼63,－0.69%,9086,8625,8348,8675,1610,N/A
1988/10/31,9225,9225,9099,9099,▼190,－2.04%,9074,8568,8338,8682,1330,N/A
1988/10/29,9162,9288,9036,9288,▲253,＋2.80%,9023,8508,8328,8689,2960,N/A
1988/10/28,8783,9036,8783,9036,▲63,＋0.70%,8972,8438,8319,8694,5310,N/A
1988/10/27,8972,8972,8972,8972,0.0,0.00%,8947,8382,8314,8702,3670,N/A
1988/10/26,8972,9036,8909,8972,▲126,＋1.43%,8922,8331,8311,8710,4330,N/A
1988/10/25,8909,8909,8846,8846,▼190,－2.10%,8903,8281,8307,8719,2990,N/A
1988/10/24,9099,9288,8972,9036,▲126,＋1.42%,8859,8233,8300,8729,5580,N/A
1988/10/22,8909,8909,8909,8909,▲63,＋0.71%,8758,8187,8292,8738,740,N/A
1988/10/21,8846,8846,8846,8846,▼32,－0.36%,8656,8156,8287,8745,1700,N/A
1988/10/20,8783,8878,8783,8878,▲253,＋2.93%,8568,8124,8282,8749,2850,N/A
1988/10/19,8625,8656,8625,8625,▲95,＋1.11%,8435,8091,8277,8754,1220,N/A
1988/10/18,8341,8530,8341,8530,▲126,＋1.50%,8303,8070,8280,8759,820,N/A
1988/10/17,8404,8404,8341,8404,0.0,0.00%,8164,8055,8280,8766,3200,N/A
1988/10/15,8341,8404,8341,8404,▲190,＋2.31%,8050,8045,8282,8775,370,N/A
1988/10/14,8214,8277,8214,8214,▲253,＋3.17%,7924,8045,8287,8784,580,N/A
1988/10/13,7898,7993,7898,7961,▲126,＋1.61%,7860,8055,8299,8792,920,N/A
1988/10/12,7835,7835,7709,7835,0.0,0.00%,7848,8074,8316,8802,760,N/A
1988/10/11,7772,7835,7772,7835,▲63,＋0.81%,7860,8099,8330,8811,60,N/A
1988/10/10,7772,7772,7772,7772,▼126,－1.60%,7873,8130,8345,8819,70,N/A
1988/10/08,7930,7930,7898,7898,0.0,0.00%,7911,8165,8365,8827,250,N/A
1988/10/07,7898,7898,7898,7898,0.0,0.00%,7924,8197,8383,8834,390,N/A
1988/10/06,7898,7898,7898,7898,0.0,0.00%,7924,8219,8398,8841,190,N/A
1988/10/05,7961,7961,7898,7898,▼63,－0.79%,7968,8235,8409,8847,2270,N/A
1988/10/04,7961,7961,7961,7961,0.0,0.00%,8044,8247,8420,8854,200,N/A
1988/09/30,7961,7961,7961,7961,▲63,＋0.80%,8094,8252,8432,8862,80,N/A
1988/09/29,8151,8151,7898,7898,▼221,－2.72%,8145,8260,8448,8869,240,N/A
1988/09/28,8214,8214,8119,8119,▼158,－1.91%,8208,8271,8462,8877,200,N/A
1988/09/27,8277,8277,8214,8277,▲63,＋0.77%,8227,8271,8474,8882,2590,N/A
1988/09/24,8214,8214,8214,8214,0.0,0.00%,8214,8263,8485,8885,240,N/A
1988/09/23,8214,8214,8214,8214,0.0,0.00%,8252,8263,8497,8888,760,N/A
1988/09/22,8214,8214,8214,8214,0.0,0.00%,8290,8271,8509,8893,250,N/A
1988/09/21,8214,8214,8214,8214,0.0,0.00%,8315,8262,8521,8897,80,N/A
1988/09/20,8214,8404,8214,8214,▼190,－2.26%,8341,8262,8534,8898,80,N/A
1988/09/19,8404,8404,8404,8404,0.0,0.00%,8391,8262,8548,8899,5080,N/A
1988/09/16,8467,8467,8341,8404,▲63,＋0.76%,8404,8252,8560,8902,1230,N/A
1988/09/15,8341,8404,8341,8341,0.0,0.00%,8429,8252,8572,8904,1760,N/A
1988/09/14,8341,8341,8341,8341,▼126,－1.49%,8429,8262,8586,8907,0,N/A
1988/09/13,8467,8467,8467,8467,0.0,0.00%,8404,8255,8599,8911,500,N/A
1988/09/12,8530,8530,8467,8467,▼63,－0.74%,8341,8252,8609,8913,460,N/A
1988/09/10,8530,8530,8530,8530,▲190,＋2.27%,8258,8255,8622,8916,1660,N/A
1988/09/09,8214,8341,8151,8341,▲126,＋1.54%,8176,8249,8633,8918,730,N/A
1988/09/08,8309,8309,8151,8214,▲63,＋0.78%,8132,8258,8648,8920,1450,N/A
1988/09/07,8056,8214,8056,8151,▲95,＋1.18%,8113,8284,8663,8924,820,N/A
1988/09/06,8119,8119,8056,8056,▼63,－0.78%,8107,8312,8675,8928,450,N/A
1988/09/05,8467,8467,8119,8119,0.0,0.00%,8138,8348,8693,8934,210,N/A
1988/09/03,8119,8119,8119,8119,0.0,0.00%,8189,8382,8713,8940,100,N/A
1988/09/02,8119,8119,8119,8119,0.0,0.00%,8170,8396,8732,8946,660,N/A
1988/09/01,8119,8119,8025,8119,▼95,－1.15%,8189,8416,8752,8953,190,N/A
1988/08/31,8214,8214,8214,8214,▼158,－1.89%,8208,8443,8772,8960,0,N/A
1988/08/30,8372,8372,8372,8372,▲348,＋4.33%,8208,8459,8791,8965,10,N/A
1988/08/29,8025,8025,8025,8025,▼190,－2.31%,8214,8470,8808,8970,250,N/A
1988/08/27,8214,8214,8214,8214,0.0,0.00%,8315,8508,8830,8977,180,N/A
1988/08/26,8214,8214,8214,8214,0.0,0.00%,8315,8524,8849,8981,50,N/A
1988/08/25,8214,8341,8214,8214,▼190,－2.26%,8353,8540,8868,8986,350,N/A
1988/08/24,8404,8404,8404,8404,▼126,－1.48%,8416,8565,8890,8990,50,N/A
1988/08/23,8214,8530,8214,8530,▲316,＋3.85%,8416,8590,8910,8994,200,N/A
1988/08/22,8214,8277,8214,8214,▼190,－2.26%,8416,8614,8930,8997,1510,N/A
1988/08/20,8404,8404,8404,8404,▼126,－1.48%,8517,8634,8955,9002,340,N/A
1988/08/19,8530,8530,8530,8530,▲126,＋1.50%,8581,8653,8977,9006,920,N/A
1988/08/18,8404,8593,8341,8404,▼126,－1.48%,8631,8674,9001,9009,570,N/A
1988/08/17,8404,8593,8404,8530,▼190,－2.17%,8707,8702,9027,9011,930,N/A
1988/08/16,8720,8972,8720,8720,0.0,0.00%,8682,8718,9050,9012,940,N/A
1988/08/13,8530,8720,8530,8720,▼63,－0.72%,8644,8709,9069,9012,200,N/A
1988/08/12,8720,8846,8688,8783,0.0,0.00%,8631,8699,9090,9012,2280,N/A
1988/08/11,8025,8783,8025,8783,▲379,＋4.51%,8581,8696,9110,9011,2690,N/A
1988/08/10,8214,8404,8214,8404,▼126,－1.48%,8543,8702,9131,9012,770,N/A
1988/08/09,8656,8656,8530,8530,▼126,－1.46%,8619,8718,9158,9016,180,N/A
1988/08/08,8530,8656,8530,8656,▲126,＋1.48%,8619,8734,9185,9017,620,N/A
1988/08/06,8593,8593,8530,8530,▼63,－0.74%,8593,8750,9203,9020,520,N/A
1988/08/05,8625,8720,8530,8593,▼190,－2.16%,8631,8769,9216,9023,1940,N/A
1988/08/04,8625,8814,8625,8783,▲253,＋2.96%,8694,8784,9231,9026,900,N/A
1988/08/03,8530,8530,8404,8530,0.0,0.00%,8739,8794,9237,9025,2050,N/A
1988/08/02,8720,8720,8530,8530,▼190,－2.17%,8758,8818,9252,9025,200,N/A
1988/08/01,8751,8783,8720,8720,▼190,－2.13%,8808,8843,9268,9028,520,N/A
1988/07/30,8909,8909,8909,8909,▼95,－1.05%,8852,8862,9280,9030,30,N/A
1988/07/29,8625,9004,8625,9004,▲379,＋4.40%,8865,8874,9286,9031,860,N/A
1988/07/28,8656,8656,8625,8625,▼158,－1.80%,8833,8882,9287,9032,330,N/A
1988/07/27,8846,8846,8783,8783,▼158,－1.77%,8814,8906,9293,9035,870,N/A
1988/07/26,8972,8972,8941,8941,▼32,－0.35%,8764,8922,9293,9036,1550,N/A
1988/07/25,9162,9162,8972,8972,▲126,＋1.43%,8720,8936,9289,9037,1640,N/A
1988/07/23,8656,8846,8656,8846,▲316,＋3.70%,8707,8949,9286,9041,1690,N/A
1988/07/22,8214,8530,8214,8530,0.0,0.00%,8682,8968,9284,9046,1480,N/A
1988/07/21,8341,8530,8341,8530,▼190,－2.17%,8745,8996,9285,9052,120,N/A
1988/07/20,8720,8720,8720,8720,▼190,－2.13%,8833,9015,9289,9059,30,N/A
1988/07/19,8846,8909,8846,8909,▲190,＋2.17%,8871,9036,9291,9066,510,N/A
1988/07/18,8846,8846,8656,8720,▼126,－1.43%,8871,9055,9290,9072,600,N/A
1988/07/16,8846,8846,8846,8846,▼126,－1.41%,8922,9083,9292,9080,170,N/A
1988/07/15,8972,8972,8909,8972,▲63,＋0.71%,8953,9105,9290,9085,610,N/A
1988/07/14,8909,8909,8878,8909,0.0,0.00%,8966,9124,9284,9088,990,N/A
1988/07/13,8909,8909,8909,8909,▼63,－0.70%,9004,9146,9280,9092,170,N/A
1988/07/12,9004,9004,8783,8972,▼32,－0.35%,9055,9168,9277,9096,980,N/A
1988/07/11,9036,9036,8909,9004,▼32,－0.35%,9092,9187,9273,9100,1830,N/A
1988/07/09,9099,9099,9036,9036,▼63,－0.69%,9111,9205,9261,9105,1870,N/A
1988/07/08,9099,9099,9004,9099,▼63,－0.69%,9124,9220,9250,9110,310,N/A
1988/07/07,9288,9288,9162,9162,0.0,0.00%,9149,9243,9244,9111,900,N/A
1988/07/06,9099,9162,9099,9162,▲63,＋0.69%,9162,9265,9236,9108,1420,N/A
1988/07/05,8878,9225,8878,9099,0.0,0.00%,9175,9293,9229,9102,1060,N/A
1988/07/04,9288,9288,9099,9099,▼126,－1.37%,9175,9325,9224,9099,1110,N/A
1988/07/02,9225,9288,9225,9225,0.0,0.00%,9137,9356,9217,9098,1310,N/A
1988/07/01,9288,9288,9225,9225,0.0,0.00%,9118,9393,9210,9097,680,N/A
1988/06/30,9225,9225,9225,9225,▲126,＋1.39%,9130,9429,9203,9099,900,N/A
1988/06/29,9099,9162,9099,9099,▲190,＋2.13%,9143,9464,9192,9100,670,N/A
1988/06/28,9099,9099,8909,8909,▼221,－2.42%,9181,9502,9185,9101,180,N/A
1988/06/27,9194,9194,9130,9130,▼158,－1.70%,9269,9555,9181,9102,430,N/A
1988/06/25,9288,9288,9288,9288,0.0,0.00%,9314,9598,9175,9098,740,N/A
1988/06/24,9383,9383,9288,9288,0.0,0.00%,9326,9636,9167,9095,1860,N/A
1988/06/23,9352,9352,9162,9288,▼63,－0.68%,9339,9674,9159,9093,300,N/A
1988/06/22,9352,9352,9225,9352,0.0,0.00%,9352,9715,9155,9091,1990,N/A
1988/06/21,9352,9352,9288,9352,0.0,0.00%,9352,9734,9147,9089,1700,N/A
1988/06/20,9352,9352,9288,9352,0.0,0.00%,9389,9734,9138,9087,1580,N/A
1988/06/18,9478,9478,9288,9352,0.0,0.00%,9440,9740,9133,9085,660,N/A
1988/06/17,9383,9478,9352,9352,0.0,0.00%,9516,9731,9124,9083,620,N/A
1988/06/16,9352,9352,9352,9352,▼190,－1.99%,9592,9734,9114,9082,220,N/A
1988/06/15,9541,9541,9478,9541,▼63,－0.66%,9667,9740,9105,9080,660,N/A
1988/06/14,9478,9731,9478,9604,▼126,－1.30%,9750,9737,9090,9077,610,N/A
1988/06/13,9731,9731,9731,9731,0.0,0.00%,9819,9718,9078,9077,1070,N/A
1988/06/11,9794,9794,9731,9731,0.0,0.00%,9857,9686,9065,9077,570,N/A
1988/06/10,9794,9857,9731,9731,▼221,－2.22%,9882,9649,9049,9076,1690,N/A
1988/06/09,10110,10110,9920,9952,0.0,0.00%,9933,9601,9035,9075,3170,N/A
1988/06/08,10110,10110,9667,9952,▲32,＋0.32%,9939,9540,9018,9070,5590,N/A
1988/06/07,10047,10047,9857,9920,▲63,＋0.64%,9958,9481,8995,9067,6770,N/A
1988/06/04,9983,9983,9857,9857,▼126,－1.27%,9983,9421,8975,9062,2700,N/A
1988/06/03,9920,10047,9667,9983,0.0,0.00%,10034,9356,8956,9058,6210,N/A
1988/06/02,9952,10047,9794,9983,▼63,－0.63%,9983,9296,8934,9049,3230,N/A
1988/06/01,9541,10047,9541,10047,0.0,0.00%,9857,9239,8913,9037,9340,N/A
1988/05/31,10110,10110,9794,10047,▼63,－0.63%,9743,9179,8893,9023,15520,N/A
1988/05/30,10110,10236,10047,10110,▲379,＋3.90%,9566,9119,8873,9010,10350,N/A
1988/05/28,9478,9731,9478,9731,▲379,＋4.05%,9427,9050,8850,8995,3510,N/A
1988/05/27,9352,9352,9288,9352,▼126,－1.33%,9377,8995,8837,8983,9080,N/A
1988/05/26,9288,9541,9288,9478,▲316,＋3.45%,9402,8960,8831,8974,6130,N/A
1988/05/25,9288,9415,9162,9162,▼253,－2.68%,9352,8922,8821,8964,3400,N/A
1988/05/24,9478,9478,9352,9415,▼63,－0.67%,9339,8900,8813,8956,1770,N/A
1988/05/21,9667,9667,9478,9478,0.0,0.00%,9250,8846,8798,8948,4240,N/A
1988/05/20,9478,9604,9415,9478,▲253,＋2.74%,9111,8789,8788,8937,4650,N/A
1988/05/19,9162,9288,9036,9225,▲126,＋1.39%,8960,8751,8779,8923,5990,N/A
1988/05/18,9130,9288,9099,9099,▲126,＋1.41%,8871,8726,8776,8910,4670,N/A
1988/05/17,8783,8972,8783,8972,▲190,＋2.16%,8795,8707,8776,8899,4860,N/A
1988/05/16,8846,8909,8783,8783,▲63,＋0.72%,8713,8698,8777,8889,2820,N/A
1988/05/14,8720,8720,8720,8720,▼63,－0.72%,8713,8694,8779,8881,720,N/A
1988/05/13,8720,8783,8720,8783,▲63,＋0.72%,8739,8698,8785,8873,470,N/A
1988/05/12,8846,8846,8720,8720,▲158,＋1.85%,8751,8698,8795,8865,80,N/A
1988/05/11,8530,8562,8530,8562,▼221,－2.52%,8777,8691,8808,8858,100,N/A
1988/05/10,8783,8783,8783,8783,▼63,－0.71%,8808,8696,8819,8848,0,N/A
1988/05/09,8846,8846,8846,8846,0.0,0.00%,8777,8691,8829,8841,110,N/A
1988/05/07,8846,8846,8846,8846,0.0,0.00%,8739,8688,8841,8835,500,N/A
1988/05/06,8751,9036,8751,8846,▲126,＋1.45%,8713,8685,8855,8830,1870,N/A
1988/05/04,8625,8720,8625,8720,▲95,＋1.10%,8688,8685,8869,8825,970,N/A
1988/05/03,8656,8656,8593,8625,▼32,－0.36%,8612,8701,8880,8822,3500,N/A
1988/05/02,8720,8720,8656,8656,▼63,－0.72%,8555,8712,8892,8819,2060,N/A
1988/04/30,8720,8720,8720,8720,0.0,0.00%,8568,8721,8905,8816,90,N/A
1988/04/29,8720,8720,8720,8720,▲379,＋4.55%,8568,8737,8916,8811,1150,N/A
1988/04/28,8025,8341,8025,8341,0.0,0.00%,8568,8740,8927,8809,430,N/A
1988/04/27,8530,8530,8341,8341,▼379,－4.35%,8656,8762,8948,8809,220,N/A
1988/04/25,8656,8720,8656,8720,0.0,0.00%,8732,8784,8969,8808,1360,N/A
1988/04/23,8783,8783,8720,8720,0.0,0.00%,8745,8781,8978,8804,670,N/A
1988/04/22,8783,8783,8720,8720,▼63,－0.72%,8758,8789,8980,8799,490,N/A
1988/04/21,8783,8783,8720,8783,▲63,＋0.72%,8732,8802,8976,8795,390,N/A
1988/04/20,8720,8783,8720,8720,▼63,－0.72%,8707,8802,8973,8790,700,N/A
1988/04/19,8783,8783,8783,8783,0.0,0.00%,8701,8810,8979,8782,860,N/A
1988/04/18,8783,8783,8783,8783,▲190,＋2.21%,8701,8816,8985,8773,330,N/A
1988/04/16,8656,8656,8593,8593,▼63,－0.73%,8701,8807,8995,8765,340,N/A
1988/04/15,9036,9036,8656,8656,▼32,－0.36%,8751,8813,9007,8762,170,N/A
1988/04/14,8720,8720,8688,8688,▼95,－1.08%,8827,8816,9018,8757,320,N/A
1988/04/13,8846,8846,8720,8783,0.0,0.00%,8859,8814,9023,8753,1490,N/A
1988/04/12,8846,8846,8783,8783,▼63,－0.71%,8871,8811,9021,8748,360,N/A
1988/04/11,8846,8846,8846,8846,▼190,－2.10%,8922,8814,9023,8745,430,N/A
1988/04/09,9036,9036,9036,9036,▲190,＋2.14%,8909,8814,9027,8739,20,N/A
1988/04/08,8846,8846,8846,8846,0.0,0.00%,8859,8799,9028,8732,130,N/A
1988/04/07,9099,9162,8846,8846,▼190,－2.10%,8846,8805,9032,8727,1390,N/A
1988/04/06,8909,9162,8909,9036,▲253,＋2.88%,8808,8811,9036,8721,2550,N/A
1988/04/04,8909,9162,8783,8783,0.0,0.00%,8777,8805,9037,8713,5180,N/A
1988/04/02,8783,8783,8783,8783,0.0,0.00%,8814,8799,9042,8709,2510,N/A
1988/04/01,8783,8846,8720,8783,▲126,＋1.46%,8814,8786,9049,8704,1120,N/A
1988/03/31,8846,8846,8656,8656,▼221,－2.49%,8833,8789,9056,8698,250,N/A
1988/03/30,8972,8972,8878,8878,▼95,－1.06%,8884,8803,9064,8695,570,N/A
1988/03/29,8972,8972,8846,8972,▲190,＋2.16%,8827,8813,9075,8689,100,N/A
1988/03/28,8846,8846,8783,8783,▼95,－1.07%,8777,8819,9088,8683,170,N/A
1988/03/26,8783,8878,8783,8878,▼32,－0.35%,8764,8832,9103,8678,270,N/A
1988/03/25,8972,8972,8846,8909,▲316,＋3.68%,8720,8833,9116,8673,750,N/A
1988/03/24,8593,8593,8593,8593,▼126,－1.45%,8682,8841,9123,8668,30,N/A
1988/03/23,8720,8720,8720,8720,0.0,0.00%,8732,8882,9138,8666,160,N/A
1988/03/22,8846,8846,8720,8720,▲63,＋0.73%,8758,8920,9150,8661,290,N/A
1988/03/21,8593,8720,8593,8656,▼63,－0.72%,8758,8946,9159,8657,250,N/A
1988/03/19,8720,8720,8720,8720,▼126,－1.43%,8821,8980,9164,8653,70,N/A
1988/03/18,8972,8972,8846,8846,0.0,0.00%,8871,9025,9161,8648,8120,N/A
1988/03/17,8972,8972,8846,8846,▲126,＋1.45%,8884,9066,9153,8643,70,N/A
1988/03/16,8720,8720,8720,8720,▼253,－2.82%,8846,9107,9147,8636,100,N/A
1988/03/15,8972,8972,8972,8972,0.0,0.00%,8808,9140,9140,8627,110,N/A
1988/03/14,8941,9036,8941,8972,▲63,＋0.71%,8783,9160,9130,8616,1050,N/A
1988/03/12,8909,8909,8909,8909,▲253,＋2.92%,8777,9183,9118,8604,360,N/A
1988/03/11,8909,8909,8656,8656,▲126,＋1.48%,8808,9205,9106,8593,230,N/A
1988/03/09,8783,8846,8530,8530,▼316,－3.57%,8897,9243,9099,8584,540,N/A
1988/03/08,8846,8846,8846,8846,▼95,－1.06%,8998,9296,9098,8576,120,N/A
1988/03/07,9036,9036,8941,8941,▼126,－1.39%,9010,9334,9087,8565,320,N/A
1988/03/05,9067,9067,9067,9067,▼32,－0.35%,9036,9348,9067,8554,0,N/A
1988/03/04,9162,9162,9099,9099,▲63,＋0.70%,9105,9337,9045,8543,190,N/A
1988/03/03,9288,9288,8972,9036,▲126,＋1.42%,9181,9306,9021,8533,640,N/A
1988/03/02,9446,9446,8846,8909,▼158,－1.74%,9219,9287,9000,8523,170,N/A
1988/02/29,9352,9478,9067,9067,▼348,－3.69%,9307,9293,8982,8512,450,N/A
1988/02/27,9478,9478,9415,9415,▼63,－0.67%,9415,9298,8962,8499,560,N/A
1988/02/26,9478,9604,9478,9478,▲253,＋2.74%,9465,9298,8935,8483,5160,N/A
1988/02/24,9225,9225,9162,9225,▼126,－1.35%,9503,9288,8907,8467,5010,N/A
1988/02/23,9478,9478,9352,9352,▼253,－2.63%,9535,9291,8878,8454,1440,N/A
1988/02/22,9604,9604,9541,9604,▼63,－0.65%,9541,9275,8852,8440,820,N/A
1988/02/20,9667,9794,9478,9667,0.0,0.00%,9503,9228,8829,8424,1080,N/A
1988/02/19,9604,9667,9478,9667,▲284,＋3.03%,9440,9190,8805,8409,16760,N/A
1988/02/17,9415,9478,9352,9383,0.0,0.00%,9389,9159,8782,8407,2180,N/A
1988/02/16,9352,9478,9352,9383,▼32,－0.34%,9434,9144,8763,8406,4270,N/A
1988/02/15,9288,9478,9225,9415,▲63,＋0.68%,9478,9130,8745,8403,2580,N/A
1988/02/13,9162,9352,9162,9352,▼63,－0.67%,9440,9114,8726,8401,930,N/A
1988/02/12,9541,9541,9099,9415,▼190,－1.97%,9339,9102,8707,8402,1720,N/A
1988/02/11,9731,9794,9415,9604,0.0,0.00%,9149,9086,8690,8403,11970,N/A
1988/02/10,9541,9604,9415,9604,▲379,＋4.11%,8960,9065,8669,8402,16610,N/A
1988/02/09,8846,9225,8846,9225,▲379,＋4.29%,8845,9044,8647,8401,1300,N/A
1988/02/08,8846,8846,8846,8846,▲379,＋4.48%,8832,9041,8630,8403,1990,N/A
1988/02/06,8467,8467,8277,8467,▼190,－2.19%,8946,9076,8619,8407,970,N/A
1988/02/05,8720,8720,8656,8656,▼373,－4.13%,9110,9139,8615,8414,6660,N/A
1988/02/04,9029,9162,9029,9029,▼133,－1.45%,9237,9189,8606,8420,5700,N/A
1988/02/03,9036,9415,9036,9162,▼253,－2.68%,9238,9221,8584,8423,750,N/A
1988/02/02,9541,9541,9162,9415,▲126,＋1.36%,9137,9231,8561,8426,2570,N/A
1988/02/01,9667,9667,9288,9288,0.0,0.00%,9036,9234,8534,8428,3340,N/A
1988/01/30,9162,9415,9162,9288,▲253,＋2.80%,8985,9240,8517,8432,1320,N/A
1988/01/29,8852,9036,8720,9036,▲379,＋4.38%,8947,9241,8497,8436,4720,N/A
1988/01/28,8783,8783,8656,8656,▼253,－2.84%,8960,9235,8483,8442,1670,N/A
1988/01/27,8846,8909,8846,8909,▼126,－1.40%,9048,9230,8475,8450,2120,N/A
1988/01/26,9099,9099,9036,9036,▼63,－0.69%,9086,9204,8467,8455,80,N/A
1988/01/25,8909,9099,8909,9099,0.0,0.00%,9099,9175,8452,8460,200,N/A
1988/01/23,9099,9099,8972,9099,0.0,0.00%,9115,9136,8436,8464,340,N/A
1988/01/22,9099,9099,8979,9099,0.0,0.00%,9134,9098,8422,8471,160,N/A
1988/01/21,9099,9099,9092,9099,0.0,0.00%,9147,9057,8406,8481,1300,N/A
1988/01/20,9162,9478,9099,9099,▼82,－0.89%,9235,9013,8389,8487,2530,N/A
1988/01/19,9162,9181,9162,9181,▼13,－0.14%,9362,8968,8375,8489,320,N/A
1988/01/18,8852,9288,8852,9194,▲32,＋0.34%,9459,8934,8359,8491,590,N/A
1988/01/16,9162,9162,9162,9162,▼379,－3.97%,9554,8882,8341,8493,380,N/A
1988/01/15,9295,9541,9295,9541,▼190,－1.95%,9592,8813,8325,8494,730,N/A
1988/01/14,9731,9731,9731,9731,▲63,＋0.65%,9579,8721,8303,8493,610,N/A
1988/01/13,9478,9667,9478,9667,0.0,0.00%,9516,8620,8278,8492,1890,N/A
1988/01/12,9478,9667,9352,9667,▲316,＋3.38%,9443,8525,8253,8490,7480,N/A
1988/01/11,9472,9472,9352,9352,▼126,－1.33%,9293,8433,8230,8488,1920,N/A
1988/01/09,9484,9484,9478,9478,▲63,＋0.67%,9132,8357,8213,8489,4350,N/A
1988/01/08,9478,9604,9415,9415,▲114,＋1.22%,8917,8275,8193,8489,3350,N/A
1988/01/07,9301,9301,9301,9301,▲379,＋4.25%,8722,8193,8173,8492,4360,N/A
1988/01/06,8846,8922,8846,8922,▲379,＋4.44%,8529,8101,8155,8497,1230,N/A
1988/01/05,8593,8593,8372,8543,▲139,＋1.65%,8413,8046,8142,8502,3470,N/A
1988/01/04,8404,8404,8214,8404,▼38,－0.45%,8360,8030,8136,8509,2070,N/A
1987/12/26,8435,8442,8334,8442,▲107,＋1.29%,8319,8021,8133,8516,1960,N/A
1987/12/24,8404,8404,8277,8334,▼6,－0.08%,8274,8012,8125,8525,4460,N/A
1987/12/23,8404,8404,8277,8341,▲63,＋0.76%,8306,8009,8115,8533,800,N/A
1987/12/22,8214,8277,8214,8277,▲76,＋0.92%,8269,8006,8102,8541,700,N/A
1987/12/21,8202,8202,8202,8202,▼13,－0.15%,8167,8006,8091,8550,0,N/A
1987/12/19,8214,8214,8214,8214,▼284,－3.35%,8069,8007,8080,8559,10,N/A
1987/12/18,8530,8530,8499,8499,▲348,＋4.26%,7968,8016,8069,8569,2840,N/A
1987/12/17,8094,8151,8094,8151,▲379,＋4.88%,7822,8009,8053,8578,20,N/A
1987/12/15,7646,7898,7646,7772,▲63,＋0.82%,7758,8015,8044,8589,360,N/A
1987/12/14,7582,7709,7519,7709,0.0,0.00%,7769,8037,8041,8605,1330,N/A
1987/12/12,7709,7709,7709,7709,▼63,－0.81%,7795,8061,8042,8621,110,N/A
1987/12/11,7772,7772,7772,7772,▼57,－0.73%,7807,8086,8044,8637,250,N/A
1987/12/10,7829,7829,7829,7829,0.0,0.00%,7745,8103,8045,8654,2060,N/A
1987/12/09,7829,7829,7829,7829,▼6,－0.08%,7747,8099,8041,8671,0,N/A
1987/12/08,7778,7835,7772,7835,▲63,＋0.81%,7824,8094,8037,8689,1350,N/A
1987/12/07,7646,7772,7646,7772,▲310,＋4.15%,7900,8094,8031,8704,100,N/A
