[일시]대한항공,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/28,32050,32500,31550,31600,▼250,－0.78%,32150,31435,31471,33953,708754,15169886
2017/11/27,32600,32800,31800,31850,▼650,－2.00%,32260,31438,31495,33982,472095,15348290
2017/11/24,32900,33250,32300,32500,▼100,－0.31%,32480,31415,31517,34012,530941,15413280
2017/11/23,32550,33150,32350,32600,▲400,＋1.24%,32530,31383,31533,34035,570182,15501863
2017/11/22,32550,32900,31900,32200,▲50,＋0.16%,32220,31368,31533,34055,537150,15569379
2017/11/21,32950,32950,32000,32150,▼800,－2.43%,31780,31283,31543,34083,678900,15705971
2017/11/20,33150,33650,32850,32950,▲200,＋0.61%,31490,31185,31558,34109,1103011,15763752
2017/11/17,31450,33250,31350,32750,▲1700,＋5.48%,31020,31050,31578,34121,2631860,15765000
2017/11/16,30050,31400,29850,31050,▲1050,＋3.50%,30570,30970,31622,34126,885967,15347154
2017/11/15,30450,30550,30000,30000,▼700,－2.28%,30440,30970,31698,34142,800541,15515948
2017/11/14,30750,30800,30150,30700,▲100,＋0.33%,30560,30940,31793,34170,502911,15653029
2017/11/13,30600,30900,30500,30600,▲100,＋0.33%,30680,30893,31871,34186,400004,15645670
2017/11/10,30400,30900,30350,30500,▲100,＋0.33%,30940,30878,31971,34204,322358,15719332
2017/11/09,30750,30850,30350,30400,▼200,－0.65%,31060,30858,32073,34219,512534,15808878
2017/11/08,31200,31400,30350,30600,▼700,－2.24%,31180,30833,32180,34234,849680,15918465
2017/11/07,31650,31700,30950,31300,▼600,－1.88%,31250,30790,32266,34248,652685,16037161
2017/11/06,31250,32050,31250,31900,▲800,＋2.57%,31320,30735,32346,34250,670075,16208072
2017/11/03,31000,31350,30850,31100,▲100,＋0.32%,31220,30680,32413,34250,391876,16222900
2017/11/02,31200,31500,30800,31000,▲50,＋0.16%,31370,30615,32516,34262,515825,16334398
2017/11/01,31300,31700,30850,30950,▼700,－2.21%,31630,30588,32602,34277,574974,16460487
2017/10/31,31750,32200,31450,31650,▲250,＋0.80%,31540,30568,32679,34276,619690,16569483
2017/10/30,32100,32600,31250,31400,▼450,－1.41%,31250,30530,32752,34268,498952,16726956
2017/10/27,32400,33250,31750,31850,▼450,－1.39%,31020,30535,32828,34267,926863,16803372
2017/10/26,30450,32500,30150,32300,▲1800,＋5.90%,30880,30533,32876,34260,1358053,16719501
2017/10/25,30200,30500,29950,30500,▲300,＋0.99%,30630,30563,32941,34249,330892,16762617
2017/10/24,30050,30350,29950,30200,▼50,－0.17%,30410,30708,33054,34252,369091,16804944
2017/10/23,31150,31200,30100,30250,▼900,－2.89%,30320,30820,33168,34256,480035,16852545
2017/10/20,30950,31350,30700,31150,▲100,＋0.32%,30330,30930,33286,34254,390011,16948982
2017/10/19,29450,31150,29450,31050,▲1650,＋5.61%,30120,31018,33390,34242,806595,17063415
2017/10/18,29900,29900,29150,29400,▼350,－1.18%,29890,31105,33486,34233,496474,17051012
2017/10/17,29800,30000,29600,29750,▼550,－1.82%,29960,31278,33604,34241,549660,17100210
2017/10/16,30400,30450,30050,30300,▲200,＋0.66%,30050,31428,33699,34243,452201,17259317
2017/10/13,29900,30400,29800,30100,▲200,＋0.67%,30150,31500,33802,34247,440720,17333520
2017/10/12,29700,30250,29700,29900,▲150,＋0.50%,30090,31583,33905,34247,526294,17429500
2017/10/11,30100,30200,29650,29750,▼450,－1.49%,30200,31680,34023,34253,532582,17379149
2017/10/10,31000,31100,30150,30200,▼600,－1.95%,30360,31800,34137,34254,529393,17491944
2017/09/29,29850,30800,29800,30800,▲1000,＋3.36%,30500,31888,34232,34256,481661,17600664
2017/09/28,30450,30450,29600,29800,▼650,－2.13%,30640,32000,34330,34254,662653,17610905
2017/09/27,30750,30850,30300,30450,▼100,－0.33%,31040,32170,34447,34264,263177,17632712
2017/09/26,30900,30900,30200,30550,▼350,－1.13%,31530,32305,34542,34269,507659,17658047
2017/09/25,31500,31750,30550,30900,▼600,－1.90%,32100,32410,34658,34274,331815,17613185
2017/09/22,31500,31850,31300,31500,▼300,－0.94%,32410,32518,34788,34279,351923,17614492
2017/09/21,32550,32800,31800,31800,▼1100,－3.34%,32600,32600,34908,34273,358325,17608100
2017/09/20,33550,33700,32800,32900,▼500,－1.50%,32820,32683,35011,34273,366662,17663408
2017/09/19,32350,33400,32200,33400,▲950,＋2.93%,32800,32670,35100,34262,542586,17684300
2017/09/18,32350,32850,32250,32450,0.0,0.00%,32690,32640,35175,34246,314149,17652697
2017/09/15,32500,32650,32200,32450,▼450,－1.37%,32750,32668,35276,34233,391987,17611586
2017/09/14,32550,33050,32350,32900,▲100,＋0.30%,32610,32753,35377,34219,441578,17575631
2017/09/13,32800,32850,32100,32800,▼50,－0.15%,32380,32878,35462,34195,415686,17609720
2017/09/12,32950,32950,32350,32850,▲100,＋0.31%,32190,33020,35548,34180,355770,17627053
2017/09/11,32100,33100,31900,32750,▲1000,＋3.15%,32050,33160,35646,34153,568569,17749309
2017/09/08,31800,31950,31250,31750,0.0,0.00%,31890,33293,35714,34128,375230,17766895
2017/09/07,31950,32200,31700,31750,▼100,－0.31%,32150,33535,35805,34109,460676,17755443
2017/09/06,32200,32250,31700,31850,▼300,－0.93%,32440,33780,35904,34088,382256,17817821
2017/09/05,32050,32250,31750,32150,▲200,＋0.63%,32700,34028,35995,34065,370852,17833633
2017/09/04,31750,32600,31750,31950,▼1100,－3.33%,32800,34208,36079,34031,640338,17770354
2017/09/01,33150,33600,32950,33050,▼150,－0.45%,33020,34415,36179,33996,413851,17775066
2017/08/31,33200,33550,32950,33200,▲50,＋0.15%,33040,34560,36253,33955,528637,17830061
2017/08/30,32800,33250,32750,33150,▲500,＋1.53%,33090,34763,36323,33902,348973,17897278
2017/08/29,32850,33150,32300,32650,▼400,－1.21%,32990,34913,36373,33852,504863,17941197
2017/08/28,33350,33550,32800,33050,▼100,－0.30%,33020,35060,36434,33804,296394,18048652
2017/08/25,33600,33600,33050,33150,▼300,－0.90%,33010,35208,36468,33753,434318,18089109
2017/08/24,32900,33850,32850,33450,▲800,＋2.45%,33210,35350,36508,33713,722723,18214551
2017/08/23,33000,33050,32250,32650,▼150,－0.46%,33600,35413,36538,33675,585893,18273646
2017/08/22,33100,33500,32550,32800,▼200,－0.61%,34200,35590,36578,33640,531207,18246547
2017/08/21,33900,33950,32200,33000,▼1150,－3.37%,34770,35815,36623,33606,1350222,18217884
2017/08/18,34900,35050,33950,34150,▼1250,－3.53%,35250,36015,36660,33574,1057214,18136314
2017/08/17,35650,35800,35350,35400,▼250,－0.70%,35740,36175,36665,33526,274606,18243340
2017/08/16,35800,36100,35500,35650,0.0,0.00%,35990,36275,36631,33463,350260,18220525
2017/08/14,35350,35750,35000,35650,▲250,＋0.71%,36220,36333,36586,33389,293985,18163476
2017/08/11,35950,36000,34500,35400,▼1200,－3.28%,36240,36375,36547,33312,960817,18098071
2017/08/10,36450,37000,35850,36600,▼50,－0.14%,36380,36378,36502,33238,481343,18256837
2017/08/09,36700,37200,36600,36650,▼150,－0.41%,36250,36370,36438,33160,420642,18266689
2017/08/08,35700,37100,35700,36800,▲1050,＋2.94%,36370,36353,36364,33087,548699,18202888
2017/08/07,35900,36150,35400,35750,▼350,－0.97%,36240,36360,36288,33009,268143,18065178
2017/08/04,36000,36450,35950,36100,▲150,＋0.42%,36210,36403,36229,32940,299658,18084569
2017/08/03,37250,37600,35650,35950,▼1300,－3.49%,36190,36393,36154,32863,516888,18150327
2017/08/02,36400,37450,36350,37250,▲1100,＋3.04%,36200,36430,36087,32785,687328,18278575
2017/08/01,35350,36550,35300,36150,▲550,＋1.54%,35690,36408,36008,32698,381148,18188279
2017/07/31,35800,36150,35450,35600,▼400,－1.11%,35700,36408,35953,32618,309618,18129095
2017/07/28,36000,36450,35050,36000,0.0,0.00%,36040,36503,35873,32545,540311,18110292
2017/07/27,34850,36100,34750,36000,▲1300,＋3.75%,36240,36638,35784,32471,539296,18094202
2017/07/26,36400,36500,34550,34700,▼1500,－4.14%,36510,36773,35706,32396,860548,18036007
2017/07/25,37350,37400,36000,36200,▼1100,－2.95%,37050,36938,35643,32326,483361,17998982
2017/07/24,37000,37350,36850,37300,▲300,＋0.81%,37170,37040,35557,32245,299501,18012403
2017/07/21,37300,37450,36600,37000,▼350,－0.94%,37010,37070,35449,32150,370531,17989285
2017/07/20,37500,37700,37100,37350,▼50,－0.13%,36700,37145,35345,32062,570864,17995476
2017/07/19,37000,37500,36800,37400,▲600,＋1.63%,36520,37203,35223,31973,369961,18300791
2017/07/18,36700,37100,36650,36800,▲300,＋0.82%,36300,37233,35093,31881,316032,18241143
2017/07/17,35450,36650,35400,36500,▲1050,＋2.96%,36330,37290,34981,31793,458400,18236569
2017/07/14,36450,36500,35050,35450,▼1000,－2.74%,36350,37403,34878,31703,675640,18167654
2017/07/13,36450,36850,36200,36450,▲150,＋0.41%,36440,37473,34788,31619,443394,18094352
2017/07/12,37000,37100,36100,36300,▼650,－1.76%,36490,37510,34692,31528,402467,18030054
2017/07/11,36500,37000,36050,36950,▲350,＋0.96%,36590,37580,34589,31438,495604,18068827
2017/07/10,36150,36900,36050,36600,▲700,＋1.95%,36430,37598,34483,31343,503379,18060483
2017/07/07,36150,36850,35250,35900,▼800,－2.18%,36610,37628,34371,31244,1074694,17925174
2017/07/06,37300,37300,36500,36700,▼100,－0.27%,37170,37730,34281,31149,623275,17654304
2017/07/05,36150,36800,35750,36800,▲650,＋1.80%,37570,37770,34178,31048,827345,17492265
2017/07/04,37550,37650,35900,36150,▼1350,－3.60%,37810,37800,34081,30951,1522573,17302998
2017/07/03,38750,39050,37100,37500,▼1200,－3.10%,38230,37798,33997,30864,791253,17184128
2017/06/30,38650,38900,38300,38700,0.0,0.00%,38310,37740,33890,30764,413404,17058084
2017/06/29,38050,38800,38050,38700,▲700,＋1.84%,38270,37560,33771,30654,511785,16987828
2017/06/28,38150,38400,37750,38000,▼250,－0.65%,38230,37400,33639,30541,384878,16785198
2017/06/27,37700,38450,37700,38250,▲350,＋0.92%,38230,37263,33535,30438,375782,16714778
2017/06/26,39150,39150,37650,37900,▼600,－1.56%,38170,37103,33423,30342,531947,16607608
2017/06/23,38600,39200,38350,38500,0.0,0.00%,38340,36983,33317,30251,459292,16625602
2017/06/22,38300,38950,37900,38500,▲500,＋1.32%,38010,36820,33191,30156,742648,16583575
2017/06/21,38300,38450,37500,38000,▲50,＋0.13%,37750,36618,33061,30060,731786,16462360
2017/06/20,39200,39250,37750,37950,▼800,－2.06%,37690,36385,32929,29971,771189,16356756
2017/06/19,36800,38750,36750,38750,▲1900,＋5.16%,37560,36135,32812,29880,1032867,16452760
2017/06/16,37200,37250,36550,36850,▼350,－0.94%,37250,35863,32660,29785,512828,16168483
2017/06/15,37850,37900,37100,37200,▼500,－1.33%,37470,35655,32542,29704,399967,16025037
2017/06/14,37500,37700,36950,37700,▲400,＋1.07%,37530,35433,32413,29626,745297,15993228
2017/06/13,37000,37900,36950,37300,▲100,＋0.27%,37470,35160,32271,29545,661554,15784668
2017/06/12,37900,37900,37000,37200,▼750,－1.98%,37230,34905,32135,29469,532959,15699213
2017/06/09,37550,38500,37550,37950,▲450,＋1.20%,37060,34658,31983,29390,630793,15649056
2017/06/08,38000,38000,36950,37500,▲100,＋0.27%,36490,34340,31813,29301,944326,15556847
2017/06/07,36000,37500,36000,37400,▲1300,＋3.60%,36090,34060,31658,29220,1025720,15560801
2017/06/05,36550,36850,35950,36100,▼250,－0.69%,35660,33818,31481,29138,513173,15452370
2017/06/02,35350,36350,35200,36350,▲1250,＋3.56%,35450,33653,31331,29064,923363,15470114
2017/06/01,35650,35650,34550,35100,▼400,－1.13%,35280,33378,31173,28996,587706,15361133
2017/05/31,35350,35700,34900,35500,▲250,＋0.71%,35310,33155,31038,28939,604928,15374444
2017/05/30,35100,35550,35000,35250,▲200,＋0.57%,35100,32945,30918,28881,400282,15335491
2017/05/29,35500,35500,34700,35050,▼450,－1.27%,34720,32730,30812,28825,765498,15291624
2017/05/26,35700,36250,35200,35500,▲250,＋0.71%,34300,32528,30702,28778,1025325,15227393
2017/05/25,34800,35400,34300,35250,▲800,＋2.32%,33860,32295,30590,28722,804529,15232787
2017/05/24,33500,34750,33400,34450,▲1100,＋3.30%,33350,32070,30488,28669,1038894,15261976
2017/05/23,33200,33500,32850,33350,▲400,＋1.21%,33010,31848,30387,28623,469839,15230699
2017/05/22,33300,33400,32700,32950,▼350,－1.05%,32790,31663,30295,28587,595861,15153817
2017/05/19,33050,33650,32850,33300,▲600,＋1.83%,32640,31518,30192,28557,855733,15239159
2017/05/18,32200,33150,32150,32700,▼50,－0.15%,32430,31370,30077,28519,734094,15106992
2017/05/17,32550,32800,32200,32750,▲500,＋1.55%,32210,31235,29974,28485,621720,15181558
2017/05/16,32150,32500,31650,32250,▲50,＋0.16%,32040,31133,29883,28451,569346,15234927
2017/05/15,32150,32700,32000,32200,▼50,－0.16%,32100,31028,29809,28419,490314,15168598
2017/05/12,31950,32600,31750,32250,▲650,＋2.06%,32220,30948,29730,28386,788731,15207768
2017/05/11,32200,32450,31250,31600,▼300,－0.94%,31940,30828,29651,28354,1013519,15127887
2017/05/10,32300,32750,31800,31900,▼650,－2.00%,31750,30773,29571,28321,897160,15149733
2017/05/08,33000,33000,32150,32550,▼250,－0.76%,31630,30705,29483,28282,769791,15312518
2017/05/04,31050,32950,31050,32800,▲1950,＋6.32%,31310,30625,29388,28252,1689919,15521696
2017/05/02,30700,31050,30550,30850,▲200,＋0.65%,30950,30540,29283,28220,308134,14919969
2017/04/28,31050,31200,30500,30650,▼650,－2.08%,30950,30553,29216,28212,477321,14903394
2017/04/27,31100,31350,30800,31300,▲350,＋1.13%,30970,30598,29158,28201,543329,15007548
2017/04/26,31150,31200,30700,30950,▼50,－0.16%,30710,30573,29086,28185,429616,15003939
2017/04/25,30950,31050,30450,31000,▲150,＋0.49%,30450,30613,29009,28173,440791,15061758
2017/04/24,30800,31000,30550,30850,▲100,＋0.33%,30260,30640,28933,28160,509239,15104592
2017/04/21,30150,30800,29900,30750,▲750,＋2.50%,30160,30673,28851,28153,635051,15230751
2017/04/20,29500,30100,29500,30000,▲350,＋1.18%,30010,30683,28779,28147,345440,15137680
2017/04/19,29950,30150,29500,29650,▼400,－1.33%,30150,30718,28724,28147,510776,15098543
2017/04/18,30600,30650,29500,30050,▼300,－0.99%,30250,30740,28669,28150,798592,15201814
2017/04/17,30000,30650,30000,30350,▲350,＋1.17%,30360,30783,28605,28142,395225,15235313
2017/04/14,30300,30600,29750,30000,▼700,－2.28%,30260,30748,28528,28137,409281,15231875
2017/04/13,30450,30750,30300,30700,▲550,＋1.82%,30360,30735,28451,28139,393846,15253428
2017/04/12,30800,30850,30150,30150,▼450,－1.47%,30330,30673,28364,28130,516441,15251973
2017/04/11,29700,30650,29700,30600,▲750,＋2.51%,30490,30625,28287,28124,522979,15337890
2017/04/10,30500,30600,29400,29850,▼650,－2.13%,30590,30553,28203,28114,763370,15207699
2017/04/07,30750,31200,30300,30500,▼50,－0.16%,30840,30463,28118,28108,690220,15041687
2017/04/06,30900,30900,30300,30550,▼400,－1.29%,31050,30328,28018,28104,425638,15048138
2017/04/05,31100,31250,30600,30950,▼150,－0.48%,31100,30208,27917,28100,436059,15077818
2017/04/04,31000,31350,31000,31100,0.0,0.00%,31260,30000,27821,28098,432838,15100755
2017/04/03,31700,31700,30750,31100,▼450,－1.43%,31350,29800,27732,28098,630671,15028972
2017/03/31,30900,31700,30750,31550,▲750,＋2.44%,31430,29590,27637,28092,625966,15018076
2017/03/30,31700,31750,30650,30800,▼950,－2.99%,31310,29360,27536,28082,776289,14862572
2017/03/29,31500,32400,31300,31750,▲200,＋0.63%,31290,29235,27442,28080,943568,14982788
2017/03/28,31100,31650,31100,31550,▲50,＋0.16%,30960,29093,27341,28066,1001175,14854482
2017/03/27,30750,31550,30450,31500,▲550,＋1.78%,30830,28938,27261,28061,707225,11820470
2017/03/24,30200,31250,30200,30950,▲250,＋0.81%,30460,28803,27185,28062,1034563,11751440
2017/03/23,30450,31250,30350,30700,▲600,＋1.99%,30220,28710,27121,28078,765859,11749605
2017/03/22,30600,31000,30050,30100,▼800,－2.59%,29970,28595,27059,28100,533265,11748547
2017/03/21,29700,31000,29650,30900,▲1250,＋4.22%,29790,28483,27013,28128,1028182,11871505
2017/03/20,29750,29950,29100,29650,▼100,－0.34%,29440,28275,26948,28143,320070,11750625
2017/03/17,29450,29750,28850,29750,▲300,＋1.02%,29120,28113,26910,28156,492082,11804986
2017/03/16,29450,30200,29400,29450,▲250,＋0.86%,28730,27953,26867,28173,710095,11783955
2017/03/15,29050,29350,28400,29200,▲50,＋0.17%,28470,27845,26839,28194,512674,11797626
2017/03/14,28100,29550,28050,29150,▲1100,＋3.92%,27990,27775,26820,28203,767683,11896314
2017/03/13,27850,28250,27650,28050,▲250,＋0.90%,27580,27690,26802,28213,306265,11852670
2017/03/10,28150,28600,27600,27800,▼350,－1.24%,27350,27663,26797,28232,587569,11832991
2017/03/09,26750,28250,26700,28150,▲1350,＋5.04%,27180,27613,26789,28251,1168555,11942744
2017/03/08,26950,26950,26350,26800,▼300,－1.11%,27210,27535,26782,28268,671408,11733024
2017/03/07,26900,27250,26700,27100,▲200,＋0.74%,27630,27540,26794,28304,376243,11768182
2017/03/06,26550,27150,26200,26900,▼50,－0.19%,27900,27508,26798,28347,713765,11812438
2017/03/03,27850,27900,26600,26950,▼1350,－4.77%,28280,27505,26819,28387,963489,12001656
2017/03/02,29100,29100,28150,28300,▼600,－2.08%,28710,27515,26840,28428,532829,12026167
2017/02/28,28300,29000,27950,28900,▲450,＋1.58%,28730,27450,26845,28461,571059,12046787
2017/02/27,28800,29100,28200,28450,▼350,－1.22%,28520,27323,26838,28494,299510,11999817
2017/02/24,29000,29200,28150,28800,▼300,－1.03%,28180,27223,26854,28528,616767,12000076
2017/02/23,28600,29250,28150,29100,▲700,＋2.46%,27700,27078,26855,28535,920414,12118949
2017/02/22,27850,28850,27800,28400,▲550,＋1.97%,27190,26945,26850,28536,1556792,12015827
2017/02/21,26750,27950,26600,27850,▲1100,＋4.11%,26970,26860,26860,28528,1443824,11875804
2017/02/20,26350,26800,26200,26750,▲350,＋1.33%,26960,26784,26879,28524,615934,11477787
2017/02/17,26450,26500,25950,26400,▼150,－0.56%,27100,26758,26923,28522,611549,11468403
2017/02/16,27250,27300,26400,26550,▼750,－2.75%,27320,26725,26961,28526,597523,11513719
2017/02/15,27900,28050,27250,27300,▼500,－1.80%,27370,26665,26996,28525,351461,11484205
2017/02/14,27350,27850,27300,27800,▲350,＋1.28%,27230,26576,27019,28535,297848,11545484
2017/02/13,27500,27650,27050,27450,▼50,－0.18%,27050,26460,27028,28541,248072,11561943
2017/02/10,27150,27500,26850,27500,▲700,＋2.61%,26850,26366,27043,28547,405822,11604481
2017/02/09,26500,26950,26500,26800,▲200,＋0.75%,26720,26229,27056,28553,240182,11551424
2017/02/08,26750,26750,26450,26600,▼300,－1.12%,26790,26114,27072,28571,242499,11563978
2017/02/07,26450,26950,26400,26900,▲450,＋1.70%,26870,26008,27082,28595,197581,11616093
2017/02/06,26700,26900,26400,26450,▼400,－1.49%,26760,25923,27115,28609,194877,11628570
2017/02/03,27300,27350,26350,26850,▼300,－1.10%,26760,25889,27157,28620,360592,11683219
2017/02/02,27050,27450,26750,27150,▲150,＋0.56%,26570,25817,27207,28619,299115,11641259
2017/02/01,26500,27000,26350,27000,▲650,＋2.47%,26430,25734,27244,28613,363021,11665743
2017/01/31,26400,26600,26000,26350,▼100,－0.38%,26370,25641,27285,28608,262626,11613292
