[일시]일신방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1988/04/15,41500,41800,41500,41800,▲800,＋1.95%,39960,41480,49745,47158,410,N/A
1988/04/14,41000,41000,41000,41000,▲1000,＋2.50%,39100,42640,49808,47184,3350,N/A
1988/04/13,39000,40000,39000,40000,▲1000,＋2.56%,38400,43820,49883,47218,4190,N/A
1988/04/12,39000,39000,39000,39000,▲1000,＋2.63%,37960,45055,49950,47259,3020,N/A
1988/04/11,38000,38100,38000,38000,▲500,＋1.33%,37660,46355,50055,47309,1200,N/A
1988/04/09,37500,37500,37500,37500,0.0,0.00%,37560,47710,50177,47368,0,N/A
1988/04/08,37500,37500,37500,37500,▼300,－0.79%,37700,49085,50307,47430,1040,N/A
1988/04/07,37800,37800,37800,37800,▲300,＋0.80%,38100,50385,50437,47493,1320,N/A
1988/04/06,37500,37500,37500,37500,0.0,0.00%,38740,51570,50562,47553,0,N/A
1988/04/04,37500,37500,37500,37500,▼700,－1.83%,39640,52670,50667,47615,10,N/A
1988/04/02,38200,38200,38200,38200,▼1300,－3.29%,40640,53670,50772,47673,10,N/A
1988/04/01,39500,39500,39500,39500,▼1500,－3.66%,41600,54535,50865,47726,40,N/A
1988/03/31,41000,41000,41000,41000,▼1000,－2.38%,42400,55335,50937,47768,0,N/A
1988/03/30,42000,42000,42000,42000,▼500,－1.18%,42980,56040,50983,47797,0,N/A
1988/03/29,42500,42500,42500,42500,▼500,－1.16%,43260,56640,51013,47819,0,N/A
1988/03/28,43000,43000,43000,43000,▼500,－1.15%,47760,57165,51035,47834,0,N/A
1988/03/26,43500,43500,43500,43500,▼400,－0.91%,52160,57665,51048,47845,0,N/A
1988/03/25,43900,43900,43900,43900,▲500,＋1.15%,56380,58140,51053,47852,10,N/A
1988/03/24,43400,43400,43400,43400,▼21600,－33.23%,60540,58505,51052,47855,0,N/A
1988/03/23,64800,65500,64800,65000,0.0,0.00%,64860,58840,51058,47863,300,N/A
1988/03/22,64400,65000,64400,65000,▲400,＋0.62%,64880,58095,50707,47690,220,N/A
1988/03/21,64500,64600,64500,64600,▼100,－0.15%,64880,57350,50357,47518,150,N/A
1988/03/19,64900,64900,64700,64700,▼300,－0.46%,64660,56626,50012,47348,20,N/A
1988/03/18,65000,65000,65000,65000,▼100,－0.15%,64020,55896,49663,47178,20,N/A
1988/03/17,65000,65400,65000,65100,▲100,＋0.15%,62920,55152,49310,47006,180,N/A
1988/03/16,65400,65500,65000,65000,▲1500,＋2.36%,61400,54402,48955,46833,330,N/A
1988/03/15,63500,63500,63500,63500,▲2000,＋3.25%,59500,53658,48602,46660,130,N/A
1988/03/14,61500,61500,61500,61500,▲2000,＋3.36%,57900,52988,48273,46500,20,N/A
1988/03/12,59500,59500,59500,59500,▲2000,＋3.48%,56620,52419,47978,46357,10,N/A
1988/03/11,57500,57500,57500,57500,▲2000,＋3.60%,55520,51949,47717,46230,0,N/A
1988/03/09,55500,55500,55500,55500,0.0,0.00%,54620,51580,47492,46120,0,N/A
1988/03/08,55500,55500,55500,55500,▲400,＋0.73%,54120,51310,47312,46027,0,N/A
1988/03/07,55000,55100,55000,55100,▲1100,＋2.04%,53620,51041,47132,45933,70,N/A
1988/03/05,54000,54000,54000,54000,▲1000,＋1.89%,52840,50791,46958,45843,20,N/A
1988/03/04,53000,53000,53000,53000,0.0,0.00%,52060,50597,46803,45763,70,N/A
1988/03/03,53000,53000,53000,53000,0.0,0.00%,51480,50452,46665,45690,0,N/A
1988/03/02,52100,53000,52100,53000,▲1800,＋3.52%,50900,50308,46527,45618,50,N/A
1988/02/29,51200,51200,51200,51200,▲1100,＋2.20%,50322,50163,46388,45545,100,N/A
1988/02/27,50100,50100,50100,50100,0.0,0.00%,50104,50034,46280,45488,40,N/A
1988/02/26,50100,50100,50100,50100,0.0,0.00%,50106,49884,46192,45439,530,N/A
1988/02/24,50100,50100,50100,50100,▼10,－0.02%,50108,49660,46103,45391,160,N/A
1988/02/23,50110,50110,50110,50110,0.0,0.00%,50110,49435,46015,45343,0,N/A
1988/02/22,50110,50110,50110,50110,0.0,0.00%,50110,49205,45927,45294,0,N/A
1988/02/20,50110,50110,50110,50110,0.0,0.00%,50110,48899,45838,45246,0,N/A
1988/02/19,50110,50110,50110,50110,0.0,0.00%,50110,48659,45750,45197,0,N/A
1988/02/17,50110,50110,50110,50110,0.0,0.00%,50110,48418,45664,45149,0,N/A
1988/02/16,50110,50110,50110,50110,0.0,0.00%,50110,48178,45579,45100,0,N/A
1988/02/15,50110,50110,50110,50110,0.0,0.00%,50110,47937,45494,45052,0,N/A
1988/02/13,50110,50110,50110,50110,0.0,0.00%,50110,47697,45426,45004,0,N/A
1988/02/12,50110,50110,50110,50110,0.0,0.00%,50110,47381,45357,44955,0,N/A
1988/02/11,50110,50110,50110,50110,0.0,0.00%,50110,47066,45272,44907,0,N/A
1988/02/10,50110,50110,50110,50110,0.0,0.00%,50110,46750,45187,44858,0,N/A
1988/02/09,50110,50110,50110,50110,0.0,0.00%,50110,46435,45102,44811,0,N/A
1988/02/08,50110,50110,50110,50110,0.0,0.00%,49810,46119,45016,44763,0,N/A
1988/02/06,50110,50110,50110,50110,0.0,0.00%,49210,45804,44931,44716,0,N/A
1988/02/05,50110,50110,50110,50110,0.0,0.00%,48310,45488,44846,44668,0,N/A
1988/02/04,50110,50110,50110,50110,▲1500,＋3.09%,47410,45173,44761,44620,50,N/A
1988/02/03,48610,48610,48610,48610,▲1500,＋3.18%,46488,44857,44676,44573,0,N/A
1988/02/02,47110,47110,47110,47110,▲1500,＋3.29%,45566,44617,44616,44526,0,N/A
1988/02/01,45610,45610,45610,45610,0.0,0.00%,45204,44451,44580,44492,0,N/A
1988/01/30,45610,45610,45610,45610,▲110,＋0.24%,45142,44366,44570,44470,0,N/A
1988/01/29,45500,45500,45500,45500,▲1500,＋3.41%,45080,44285,44560,44448,0,N/A
1988/01/28,44000,44000,44000,44000,▼1300,－2.87%,45040,44205,44552,44427,10,N/A
1988/01/27,45300,45300,45300,45300,0.0,0.00%,45300,44195,44568,44418,0,N/A
1988/01/26,45300,45300,45300,45300,0.0,0.00%,45000,44120,44563,44399,0,N/A
1988/01/25,45300,45300,45300,45300,0.0,0.00%,44700,44045,44558,44380,0,N/A
1988/01/23,45300,45300,45300,45300,0.0,0.00%,44400,43970,44553,44360,0,N/A
1988/01/22,43800,45300,43800,45300,▲1500,＋3.42%,44100,43895,44548,44341,390,N/A
1988/01/21,43800,43800,43800,43800,0.0,0.00%,43800,43820,44543,44322,0,N/A
1988/01/20,43800,43800,43800,43800,0.0,0.00%,43800,43820,44563,44315,300,N/A
1988/01/19,43800,43800,43800,43800,0.0,0.00%,43800,43830,44575,44308,0,N/A
1988/01/18,43800,43800,43800,43800,0.0,0.00%,43800,43875,44587,44301,30,N/A
1988/01/16,43800,43800,43800,43800,0.0,0.00%,43800,43920,44598,44295,0,N/A
1988/01/15,43800,43800,43800,43800,0.0,0.00%,43800,43965,44610,44288,0,N/A
1988/01/14,43800,43800,43800,43800,0.0,0.00%,43800,44010,44625,44281,0,N/A
1988/01/13,43800,43800,43800,43800,0.0,0.00%,43820,44055,44633,44275,0,N/A
1988/01/12,43800,43800,43800,43800,0.0,0.00%,43860,44100,44642,44268,0,N/A
1988/01/11,43800,43800,43800,43800,0.0,0.00%,43880,44145,44650,44261,0,N/A
1988/01/09,43800,43800,43800,43800,▼100,－0.23%,43880,44190,44658,44255,0,N/A
1988/01/08,43900,43900,43900,43900,▼100,－0.23%,43880,44240,44667,44248,10,N/A
1988/01/07,44000,44000,44000,44000,▲100,＋0.23%,43860,44285,44673,44241,30,N/A
1988/01/06,43900,43900,43900,43900,▲100,＋0.23%,43820,44325,44678,44232,110,N/A
1988/01/05,43800,43800,43800,43800,0.0,0.00%,43800,44370,44685,44221,0,N/A
1988/01/04,43800,43800,43800,43800,0.0,0.00%,43800,44420,44693,44206,0,N/A
1987/12/26,43800,43800,43800,43800,0.0,0.00%,43800,44470,44702,44186,0,N/A
1987/12/24,43800,43800,43800,43800,0.0,0.00%,43840,44530,44710,44163,0,N/A
1987/12/23,43800,43800,43800,43800,0.0,0.00%,44020,44590,44718,44136,0,N/A
1987/12/22,43800,43800,43800,43800,0.0,0.00%,44200,44650,44727,44100,0,N/A
1987/12/21,43800,43800,43800,43800,▼200,－0.45%,44380,44760,44735,44060,10,N/A
1987/12/19,44000,44000,44000,44000,▼700,－1.57%,44560,44870,44743,44020,0,N/A
1987/12/18,44700,44700,44700,44700,0.0,0.00%,44700,44920,44748,43978,0,N/A
1987/12/17,44700,44700,44700,44700,0.0,0.00%,44700,44935,44742,43931,0,N/A
1987/12/15,44700,44700,44700,44700,0.0,0.00%,44700,44950,44735,43892,0,N/A
1987/12/14,44700,44700,44700,44700,0.0,0.00%,44700,44965,44728,43854,0,N/A
1987/12/12,44700,44700,44700,44700,0.0,0.00%,44720,44980,44722,43816,0,N/A
1987/12/11,44700,44700,44700,44700,0.0,0.00%,44740,44995,44715,43777,0,N/A
1987/12/10,44700,44700,44700,44700,0.0,0.00%,44760,45010,44708,43730,0,N/A
1987/12/09,44700,44700,44700,44700,▼100,－0.22%,44780,45025,44702,43678,0,N/A
1987/12/08,44800,44800,44800,44800,0.0,0.00%,44800,45040,44695,43639,0,N/A
1987/12/07,44800,44800,44800,44800,0.0,0.00%,44800,45050,44687,43599,0,N/A
1987/12/05,44800,44800,44800,44800,0.0,0.00%,44840,45060,44678,43555,0,N/A
1987/12/04,44800,44800,44800,44800,0.0,0.00%,44880,45070,44670,43511,0,N/A
1987/12/03,44800,44800,44800,44800,0.0,0.00%,44920,45080,44662,43466,0,N/A
1987/12/02,44800,44800,44800,44800,▼200,－0.44%,45160,45090,44653,43426,0,N/A
1987/12/01,45000,45000,45000,45000,0.0,0.00%,45400,45100,44645,43399,0,N/A
1987/11/30,45000,45000,45000,45000,0.0,0.00%,45400,45100,44633,43382,0,N/A
1987/11/28,45000,45000,45000,45000,▼1000,－2.17%,45400,45100,44622,43370,0,N/A
1987/11/27,46000,46000,46000,46000,0.0,0.00%,45400,45100,44610,43370,0,N/A
1987/11/26,46000,46000,46000,46000,▲1000,＋2.22%,45200,45050,44582,43361,110,N/A
1987/11/25,45000,45000,45000,45000,0.0,0.00%,45000,45000,44553,43353,0,N/A
1987/11/24,45000,45000,45000,45000,0.0,0.00%,45000,44975,44542,43353,0,N/A
1987/11/23,45000,45000,45000,45000,0.0,0.00%,45000,44950,44530,43353,0,N/A
1987/11/21,45000,45000,45000,45000,0.0,0.00%,45000,44925,44520,43353,0,N/A
1987/11/20,45000,45000,45000,45000,0.0,0.00%,45000,44900,44510,43353,0,N/A
1987/11/19,45000,45000,45000,45000,0.0,0.00%,45000,44885,44500,43353,0,N/A
1987/11/18,45000,45000,45000,45000,0.0,0.00%,45000,44850,44490,43353,0,N/A
1987/11/17,45000,45000,45000,45000,0.0,0.00%,45000,44815,44480,43353,0,N/A
1987/11/16,45000,45000,45000,45000,0.0,0.00%,45000,44780,44470,43353,0,N/A
1987/11/14,45000,45000,45000,45000,0.0,0.00%,45000,44745,44436,43353,0,N/A
1987/11/13,45000,45000,45000,45000,0.0,0.00%,45000,44710,44403,43353,0,N/A
1987/11/12,45000,45000,45000,45000,0.0,0.00%,45000,44675,44369,43355,0,N/A
1987/11/11,45000,45000,45000,45000,0.0,0.00%,45000,44640,44335,43356,0,N/A
1987/11/10,45000,45000,45000,45000,0.0,0.00%,45000,44605,44302,43358,0,N/A
1987/11/09,45000,45000,45000,45000,0.0,0.00%,45000,44570,44268,43360,0,N/A
1987/11/07,45000,45000,45000,45000,0.0,0.00%,45000,44535,44234,43374,0,N/A
1987/11/06,45000,45000,45000,45000,0.0,0.00%,44900,44500,44201,43388,0,N/A
1987/11/05,45000,45000,45000,45000,0.0,0.00%,44800,44465,44167,43415,0,N/A
1987/11/04,45000,45000,45000,45000,0.0,0.00%,44700,44430,44133,43441,0,N/A
1987/11/03,45000,45000,45000,45000,▲500,＋1.12%,44600,44395,44100,43468,20,N/A
1987/11/02,44500,44500,44500,44500,0.0,0.00%,44540,44360,44066,43495,0,N/A
1987/10/31,44500,44500,44500,44500,0.0,0.00%,44500,44350,44041,43536,0,N/A
1987/10/30,44500,44500,44500,44500,0.0,0.00%,44460,44340,44016,43578,0,N/A
1987/10/29,44500,44500,44500,44500,▼200,－0.45%,44420,44330,43991,43620,0,N/A
1987/10/28,44600,44700,44600,44700,▲400,＋0.90%,44380,44320,43966,43661,100,N/A
1987/10/26,44300,44300,44300,44300,0.0,0.00%,44300,44300,43938,43701,0,N/A
1987/10/24,44300,44300,44300,44300,0.0,0.00%,44300,44300,43916,43745,0,N/A
1987/10/23,44300,44300,44300,44300,0.0,0.00%,44300,44300,43894,43788,0,N/A
1987/10/22,44300,44300,44300,44300,0.0,0.00%,44300,44300,43873,43831,0,N/A
1987/10/21,44300,44300,44300,44300,0.0,0.00%,44300,44300,43851,43875,0,N/A
1987/10/20,44300,44300,44300,44300,0.0,0.00%,44300,44300,43829,43918,0,N/A
1987/10/19,44300,44300,44300,44300,0.0,0.00%,44300,44300,43808,43961,80,N/A
1987/10/17,44300,44300,44300,44300,0.0,0.00%,44300,44300,43786,44005,100,N/A
1987/10/16,44300,44300,44300,44300,0.0,0.00%,44300,44300,43756,44052,50,N/A
1987/10/15,44300,44300,44300,44300,0.0,0.00%,44300,44300,43718,44100,10,N/A
1987/10/14,44300,44300,44300,44300,0.0,0.00%,44300,44300,43671,44147,10,N/A
1987/10/13,44300,44300,44300,44300,0.0,0.00%,44300,44300,43616,44195,0,N/A
1987/10/12,44300,44300,44300,44300,0.0,0.00%,44300,44300,43553,44242,0,N/A
1987/10/10,44300,44300,44300,44300,0.0,0.00%,44300,44300,43473,44290,0,N/A
1987/10/06,44300,44300,44300,44300,0.0,0.00%,44300,44300,43384,44341,0,N/A
1987/10/05,44300,44300,44300,44300,0.0,0.00%,44300,44300,43296,44385,0,N/A
1987/10/02,44300,44300,44300,44300,0.0,0.00%,44300,44300,43208,44428,0,N/A
1987/09/30,44300,44300,44300,44300,0.0,0.00%,44300,44300,43119,44463,0,N/A
1987/09/29,44300,44300,44300,44300,0.0,0.00%,44300,44305,43049,44498,0,N/A
1987/09/28,44300,44300,44300,44300,0.0,0.00%,44300,44310,42979,44533,0,N/A
1987/09/26,44300,44300,44300,44300,0.0,0.00%,44300,44315,42909,44560,0,N/A
1987/09/25,44300,44300,44300,44300,0.0,0.00%,44300,44320,42839,44586,0,N/A
1987/09/24,44300,44300,44300,44300,0.0,0.00%,44300,44325,42751,44601,0,N/A
1987/09/23,44300,44300,44300,44300,0.0,0.00%,44300,44330,42654,44615,0,N/A
1987/09/22,44300,44300,44300,44300,0.0,0.00%,44300,44264,42583,44629,0,N/A
1987/09/21,44300,44300,44300,44300,0.0,0.00%,44300,44198,42511,44643,0,N/A
1987/09/19,44300,44300,44300,44300,0.0,0.00%,44300,44132,42431,44657,0,N/A
1987/09/18,44300,44300,44300,44300,0.0,0.00%,44300,44066,42351,44663,0,N/A
1987/09/17,44300,44300,44300,44300,0.0,0.00%,44300,44000,42271,44669,0,N/A
1987/09/16,44300,44300,44300,44300,0.0,0.00%,44300,43934,42199,44670,0,N/A
1987/09/15,44300,44300,44300,44300,0.0,0.00%,44300,43868,42153,44671,0,N/A
1987/09/14,44300,44300,44300,44300,0.0,0.00%,44300,43802,42131,44660,0,N/A
1987/09/12,44300,44300,44300,44300,0.0,0.00%,44300,43736,42118,44632,0,N/A
1987/09/11,44300,44300,44300,44300,0.0,0.00%,44320,43670,42129,44604,0,N/A
1987/09/10,44300,44300,44300,44300,0.0,0.00%,44340,43604,42141,44576,0,N/A
1987/09/09,44300,44300,44300,44300,0.0,0.00%,44360,43538,42153,44548,0,N/A
1987/09/08,44300,44300,44300,44300,▼100,－0.23%,44380,43473,42164,44504,0,N/A
1987/09/07,44400,44400,44400,44400,0.0,0.00%,44400,43408,42176,44443,0,N/A
1987/09/05,44400,44400,44400,44400,0.0,0.00%,44400,43338,42186,44369,0,N/A
1987/09/04,44400,44400,44400,44400,0.0,0.00%,44116,43268,42196,44296,0,N/A
1987/09/03,44400,44400,44400,44400,0.0,0.00%,43832,43198,42206,44221,0,N/A
1987/09/02,44400,44400,44400,44400,0.0,0.00%,43548,43128,42216,44146,0,N/A
1987/09/01,44400,44400,44400,44400,▲1420,＋3.30%,43264,43058,42226,44071,0,N/A
1987/08/31,42980,42980,42980,42980,0.0,0.00%,42980,42988,42236,43996,0,N/A
1987/08/29,42980,42980,42980,42980,0.0,0.00%,42980,42989,42270,43921,0,N/A
1987/08/28,42980,42980,42980,42980,0.0,0.00%,42980,42990,42303,43845,0,N/A
1987/08/27,42980,42980,42980,42980,0.0,0.00%,42980,42991,42340,43769,0,N/A
1987/08/26,42980,42980,42980,42980,0.0,0.00%,42980,42992,42377,43694,0,N/A
1987/08/25,42980,42980,42980,42980,0.0,0.00%,42980,42968,42414,43618,0,N/A
1987/08/24,42980,42980,42980,42980,0.0,0.00%,42980,42919,42451,43542,0,N/A
1987/08/22,42980,42980,42980,42980,0.0,0.00%,42980,42845,42513,43467,0,N/A
1987/08/21,42980,42980,42980,42980,0.0,0.00%,42984,42746,42575,43379,0,N/A
1987/08/20,42980,42980,42980,42980,0.0,0.00%,42988,42622,42662,43278,0,N/A
1987/08/19,42980,42980,42980,42980,0.0,0.00%,42992,42448,42749,43165,0,N/A
1987/08/18,42980,42980,42980,42980,▼20,－0.05%,42996,42249,42836,43046,0,N/A
1987/08/17,43000,43000,43000,43000,0.0,0.00%,43000,42050,42923,42923,0,N/A
1987/08/14,43000,43000,43000,43000,0.0,0.00%,43000,41850,43032,42799,0,N/A
1987/08/13,43000,43000,43000,43000,0.0,0.00%,43000,41650,43140,42675,0,N/A
1987/08/12,43000,43000,43000,43000,0.0,0.00%,43000,41505,43248,42550,0,N/A
1987/08/11,43000,43000,43000,43000,0.0,0.00%,43000,41360,43357,42422,0,N/A
1987/08/10,43000,43000,43000,43000,0.0,0.00%,43000,41215,43465,42293,0,N/A
1987/08/08,43000,43000,43000,43000,0.0,0.00%,43000,41070,43573,42164,0,N/A
1987/08/07,43000,43000,43000,43000,0.0,0.00%,43000,40870,43682,42035,0,N/A
1987/08/06,43000,43000,43000,43000,0.0,0.00%,42900,40645,43790,41894,0,N/A
1987/08/05,43000,43000,43000,43000,0.0,0.00%,42700,40495,43898,41748,10,N/A
1987/08/04,43000,43000,43000,43000,0.0,0.00%,42400,40345,44007,41603,0,N/A
1987/08/03,43000,43000,43000,43000,▲500,＋1.18%,42000,40170,44115,41457,180,N/A
1987/08/01,42500,42500,42500,42500,▲500,＋1.19%,41500,39995,44223,41307,20,N/A
1987/07/31,42000,42000,42000,42000,▲500,＋1.20%,40900,39845,44348,41160,0,N/A
1987/07/30,41500,41500,41500,41500,▲500,＋1.22%,40300,39745,44482,41010,0,N/A
1987/07/29,41000,41000,41000,41000,▲500,＋1.23%,39800,39745,44623,40861,0,N/A
1987/07/28,40500,40500,40500,40500,▲1000,＋2.53%,39400,39845,44773,40716,30,N/A
1987/07/27,39500,39500,39500,39500,▲500,＋1.28%,39100,39995,44932,40575,0,N/A
1987/07/25,39000,39000,39000,39000,0.0,0.00%,39220,40270,45107,40442,20,N/A
1987/07/24,39000,39000,39000,39000,0.0,0.00%,39440,40570,45298,40313,0,N/A
1987/07/23,39000,39000,39000,39000,0.0,0.00%,39660,40870,45473,40184,0,N/A
1987/07/22,39000,39000,39000,39000,▼1100,－2.74%,39880,41170,45648,40056,80,N/A
1987/07/21,40100,40100,40100,40100,0.0,0.00%,39880,41470,45807,39927,0,N/A
1987/07/20,40100,40100,40100,40100,0.0,0.00%,39560,41715,45947,39789,0,N/A
1987/07/18,40100,40100,40100,40100,0.0,0.00%,39540,41960,46087,39651,70,N/A
1987/07/16,40100,40100,40100,40100,▲1100,＋2.82%,39520,42205,46210,39513,0,N/A
1987/07/15,39000,39000,39000,39000,▲500,＋1.30%,39400,42450,46333,39375,0,N/A
1987/07/14,38500,38500,38500,38500,▼1500,－3.75%,39500,42750,46450,39238,40,N/A
1987/07/13,40000,40000,40000,40000,0.0,0.00%,39700,43075,46575,39097,0,N/A
1987/07/11,40000,40000,40000,40000,▲500,＋1.27%,39700,43325,46675,38935,0,N/A
1987/07/10,39500,39500,39500,39500,0.0,0.00%,40000,43575,46775,38768,0,N/A
1987/07/09,39500,39500,39500,39500,0.0,0.00%,40700,43860,46883,38605,0,N/A
1987/07/08,39500,39500,39500,39500,▼500,－1.25%,41500,44145,46975,38441,100,N/A
1987/07/07,40000,40000,40000,40000,▼1500,－3.61%,42600,44430,47067,38277,0,N/A
1987/07/06,41500,41500,41500,41500,▼1500,－3.49%,43600,44690,47141,38108,0,N/A
1987/07/04,43000,43000,43000,43000,▼500,－1.15%,44300,44950,47190,37925,0,N/A
1987/07/03,43500,43500,43500,43500,▼1500,－3.33%,44700,45135,47189,37733,0,N/A
1987/07/02,45000,45000,45000,45000,0.0,0.00%,45000,45370,47147,37537,0,N/A
1987/07/01,45000,45000,45000,45000,0.0,0.00%,45000,45530,47079,37329,0,N/A
1987/06/30,45000,45000,45000,45000,0.0,0.00%,45000,45690,47012,37121,0,N/A
1987/06/29,45000,45000,45000,45000,0.0,0.00%,45000,45850,46944,36912,0,N/A
1987/06/27,45000,45000,45000,45000,0.0,0.00%,45000,46075,46843,36696,0,N/A
1987/06/26,45000,45000,45000,45000,0.0,0.00%,45000,46300,46710,36471,0,N/A
1987/06/25,45000,45000,45000,45000,0.0,0.00%,45000,46525,46553,36250,0,N/A
1987/06/24,45000,45000,45000,45000,0.0,0.00%,45000,46750,46395,36029,0,N/A
1987/06/23,45000,45000,45000,45000,0.0,0.00%,45000,46975,46237,35808,0,N/A
1987/06/22,45000,45000,45000,45000,0.0,0.00%,45040,47200,46077,35579,0,N/A
1987/06/20,45000,45000,45000,45000,0.0,0.00%,45080,47425,45917,35341,0,N/A
1987/06/19,45000,45000,45000,45000,0.0,0.00%,45120,47650,45757,35102,0,N/A
1987/06/18,45000,45000,45000,45000,▼200,－0.44%,45160,47875,45572,34862,0,N/A
1987/06/17,45200,45200,45200,45200,0.0,0.00%,45500,48100,45387,34623,0,N/A
1987/06/16,45200,45200,45200,45200,0.0,0.00%,45800,48315,45198,34381,0,N/A
1987/06/15,45200,45200,45200,45200,0.0,0.00%,46400,48530,45010,34140,0,N/A
1987/06/13,45200,45200,45200,45200,▼1500,－3.21%,47000,48770,44822,33899,0,N/A
1987/06/12,46700,46700,46700,46700,0.0,0.00%,47600,49010,44633,33658,0,N/A
1987/06/11,46700,46700,46700,46700,▼1500,－3.11%,47900,49175,44420,33404,0,N/A
1987/06/10,48200,48200,48200,48200,0.0,0.00%,48460,49340,44182,33150,0,N/A
1987/06/09,48200,48200,48200,48200,0.0,0.00%,48720,49430,43893,32884,0,N/A
1987/06/08,48200,48200,48200,48200,0.0,0.00%,48980,49520,43580,32618,0,N/A
1987/06/05,48200,48200,48200,48200,▼1300,－2.63%,49240,49635,43256,32351,0,N/A
1987/06/04,49500,49500,49500,49500,0.0,0.00%,49500,49700,42922,32085,0,N/A
1987/06/03,49500,49500,49500,49500,0.0,0.00%,49500,49700,42566,31808,0,N/A
1987/06/02,49500,49500,49500,49500,0.0,0.00%,49500,49650,42209,31531,0,N/A
1987/06/01,49500,49500,49500,49500,0.0,0.00%,49500,49600,41853,31254,0,N/A
1987/05/30,49500,49500,49500,49500,0.0,0.00%,49500,49550,41487,30977,0,N/A
1987/05/29,49500,49500,49500,49500,0.0,0.00%,49500,49450,41121,30700,0,N/A
1987/05/28,49500,49500,49500,49500,0.0,0.00%,49500,49350,40755,30423,0,N/A
1987/05/27,49500,49500,49500,49500,0.0,0.00%,49500,49175,40389,30146,0,N/A
1987/05/26,49500,49500,49500,49500,0.0,0.00%,49600,49000,39998,29869,0,N/A
1987/05/25,49500,49500,49500,49500,0.0,0.00%,49700,48825,39598,29591,0,N/A
1987/05/23,49500,49500,49500,49500,0.0,0.00%,49800,48650,39198,29312,0,N/A
1987/05/22,49500,49500,49500,49500,▼500,－1.00%,49900,48475,38798,29033,0,N/A
1987/05/21,50000,50000,50000,50000,0.0,0.00%,50000,48250,38390,28754,0,N/A
1987/05/20,50000,50000,50000,50000,0.0,0.00%,50000,48000,37972,28471,10,N/A
1987/05/19,50000,50000,50000,50000,0.0,0.00%,50100,47723,37538,28187,0,N/A
1987/05/18,50000,50000,50000,50000,0.0,0.00%,50000,47445,37099,27904,0,N/A
1987/05/16,50000,50000,50000,50000,0.0,0.00%,49900,47093,36659,27621,0,N/A
1987/05/15,50000,50000,50000,50000,▼500,－0.99%,49600,46640,36218,27337,0,N/A
1987/05/14,49500,50500,49500,50500,▲1000,＋2.02%,49300,46188,35777,27054,100,N/A
1987/05/13,49500,49500,49500,49500,0.0,0.00%,48900,45710,35328,26766,0,N/A
1987/05/12,49500,49500,49500,49500,▲1000,＋2.06%,48500,45283,34895,26491,20,N/A
1987/05/11,48500,48500,48500,48500,0.0,0.00%,48100,44755,34463,26216,0,N/A
1987/05/09,48500,48500,48500,48500,0.0,0.00%,47600,44180,34047,25950,0,N/A
1987/05/08,48500,48500,48500,48500,▲1000,＋2.11%,47100,43533,33631,25683,60,N/A
1987/05/07,47500,47500,47500,47500,0.0,0.00%,46600,42885,33215,25416,0,N/A
1987/05/06,47500,47500,47500,47500,▲1500,＋3.26%,46300,42285,32816,25158,40,N/A
1987/05/04,46000,46000,46000,46000,0.0,0.00%,46000,41680,32417,24900,0,N/A
1987/05/02,46000,46000,46000,46000,0.0,0.00%,45800,41150,32026,24654,0,N/A
1987/05/01,46000,46000,46000,46000,0.0,0.00%,45600,40620,31619,24408,0,N/A
1987/04/30,46000,46000,46000,46000,0.0,0.00%,45290,40015,31195,24162,0,N/A
1987/04/29,46000,46000,46000,46000,▲1000,＋2.22%,44980,39410,30760,23916,80,N/A
1987/04/28,45000,45000,45000,45000,0.0,0.00%,44370,38805,30326,23671,0,N/A
1987/04/27,45000,45000,45000,45000,▲550,＋1.24%,43560,38250,29907,23433,0,N/A
1987/04/25,44450,44450,44450,44450,0.0,0.00%,42750,37695,29487,23191,0,N/A
1987/04/24,44450,44450,44450,44450,▲1500,＋3.49%,42050,37168,29075,22949,0,N/A
1987/04/23,42950,42950,42950,42950,▲2000,＋4.88%,41350,36640,28660,22705,60,N/A
1987/04/22,40950,40950,40950,40950,0.0,0.00%,40550,36113,28277,22473,0,N/A
1987/04/21,40950,40950,40950,40950,0.0,0.00%,39760,35610,27928,22257,0,N/A
1987/04/20,40950,40950,40950,40950,0.0,0.00%,38680,35033,27579,22041,0,N/A
1987/04/18,40950,40950,40950,40950,▲2000,＋5.13%,37600,34423,27230,21825,20,N/A
1987/04/17,38950,38950,38950,38950,▲1950,＋5.27%,36510,33783,26880,21610,20,N/A
1987/04/16,37000,37000,37000,37000,▲1450,＋4.08%,35800,33243,26548,21410,0,N/A
1987/04/15,35550,35550,35550,35550,0.0,0.00%,35480,32798,26231,21227,0,N/A
1987/04/14,35550,35550,35550,35550,▲50,＋0.14%,35450,32425,25947,21057,0,N/A
1987/04/13,35500,35500,35500,35500,▲100,＋0.28%,35120,32025,25663,20886,0,N/A
1987/04/11,35400,35400,35400,35400,0.0,0.00%,34800,31628,25380,20715,0,N/A
1987/04/10,35400,35400,35400,35400,0.0,0.00%,34500,31235,25081,20546,0,N/A
1987/04/09,35400,35400,35400,35400,▲1500,＋4.42%,34200,30843,24766,20376,20,N/A
1987/04/08,33900,33900,33900,33900,0.0,0.00%,33900,30375,24447,20207,0,N/A
