[일시]삼양식품,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/22,60500,60500,58100,58500,▼1900,－3.15%,59740,59510,57008,54098,127789,79661
2017/11/21,62400,62400,59900,60400,▼1000,－1.63%,59840,59670,56945,54116,86531,97194
2017/11/20,59300,62600,59000,61400,▲2100,＋3.54%,60060,59795,56822,54118,196291,105664
2017/11/17,59100,59900,58500,59300,▲200,＋0.34%,60260,59875,56692,54119,46785,80567
2017/11/16,59000,59500,58200,59100,▲100,＋0.17%,60500,59810,56608,54149,59758,81651
2017/11/15,62300,62300,58800,59000,▼2500,－4.07%,60220,59765,56512,54192,199226,81674
2017/11/14,62400,62400,60500,61500,▼900,－1.44%,59960,59760,56361,54241,100356,104379
2017/11/13,60200,63100,59200,62400,▲1900,＋3.14%,59140,59665,56168,54267,167702,113464
2017/11/10,58100,60800,57300,60500,▲2800,＋4.85%,58340,59490,55962,54280,137840,116115
2017/11/09,58300,58300,57600,57700,0.0,0.00%,57760,59415,55795,54309,41005,118487
2017/11/08,57400,58800,57200,57700,▲300,＋0.52%,57700,59470,55670,54359,66125,119181
2017/11/07,58100,58600,57300,57400,▼1000,－1.71%,58060,59545,55550,54418,46456,126709
2017/11/06,57800,58800,57100,58400,▲800,＋1.39%,58720,59640,55423,54465,48288,125769
2017/11/03,57100,58400,57100,57600,▲200,＋0.35%,59040,59530,55276,54500,66684,130399
2017/11/02,59400,60000,57300,57400,▼2100,－3.53%,59720,59375,55173,54544,130656,134624
2017/11/01,61300,61300,58700,59500,▼1200,－1.98%,60380,59155,55094,54563,115025,138666
2017/10/31,60000,62400,59500,60700,▲700,＋1.17%,60820,58810,54917,54538,71430,152318
2017/10/30,61600,61700,59300,60000,▼1000,－1.64%,61260,58300,54688,54504,79880,165469
2017/10/27,60700,61800,60400,61000,▲300,＋0.49%,61860,57855,54486,54480,58953,177555
2017/10/26,61700,62400,60300,60700,▼1000,－1.62%,61260,57305,54248,54453,87148,175208
2017/10/25,62900,63100,61200,61700,▼1200,－1.91%,60760,56890,54029,54416,68400,191804
2017/10/24,63700,63900,62300,62900,▼100,－0.16%,60200,56525,53806,54373,124415,198376
2017/10/23,58500,63500,58200,63000,▲5000,＋8.62%,59540,56130,53554,54323,363382,207139
2017/10/20,58000,58500,56500,58000,▼200,－0.34%,58720,55655,53315,54276,87989,167178
2017/10/19,59000,59400,57700,58200,▼700,－1.19%,58920,55580,53165,54268,70084,179942
2017/10/18,59600,60200,58600,58900,▼700,－1.17%,59040,55435,52985,54254,61071,175576
2017/10/17,59000,60000,57700,59600,▲700,＋1.19%,59100,55325,52788,54239,94736,180208
2017/10/16,59500,60100,58500,58900,▼100,－0.17%,59040,55145,52562,54223,102401,175561
2017/10/13,58900,60200,58600,59000,▲200,＋0.34%,58500,55005,52383,54213,79222,181582
2017/10/12,59300,60400,58800,58800,▼400,－0.68%,57600,54945,52177,54194,70711,182184
2017/10/11,60000,61100,59100,59200,▼100,－0.17%,56440,54810,51998,54179,98382,180413
2017/10/10,57900,59900,57000,59300,▲3100,＋5.52%,55120,54660,51828,54178,226972,177562
2017/09/29,54000,57700,53900,56200,▲1700,＋3.12%,53360,54475,51688,54173,161035,140853
2017/09/28,54000,55100,52900,54500,▲1500,＋2.83%,52340,54430,51609,54195,76202,117476
2017/09/27,52600,53400,51900,53000,▲400,＋0.76%,51440,54345,51492,54233,53849,122784
2017/09/26,50000,52700,49500,52600,▲2100,＋4.16%,51320,54290,51431,54283,75026,138285
2017/09/25,51100,51900,50500,50500,▼600,－1.17%,51680,54280,51384,54337,37367,141110
2017/09/22,50100,53400,49950,51100,▲1100,＋2.20%,52580,54370,51388,54415,161426,147432
2017/09/21,52300,52500,49900,50000,▼2400,－4.58%,53060,54430,51366,54490,124623,152281
2017/09/20,54200,54700,52300,52400,▼2000,－3.68%,54360,54565,51378,54578,93441,140689
2017/09/19,55300,55500,53900,54400,▼600,－1.09%,54940,54625,51364,54653,41261,147456
2017/09/18,53100,55600,52500,55000,▲1500,＋2.80%,55400,54640,51294,54679,127023,147707
2017/09/15,55900,55900,53000,53500,▼3000,－5.31%,55600,54540,51214,54712,288902,142394
2017/09/14,55200,56500,54900,56500,▲1200,＋2.17%,56120,54545,51148,54747,64083,189830
2017/09/13,57100,57100,55100,55300,▼1400,－2.47%,56380,54435,51045,54757,92352,196174
2017/09/12,56500,57200,55400,56700,▲700,＋1.25%,56540,54335,50922,54778,60263,219478
2017/09/11,56200,56700,55000,56000,▼100,－0.18%,56440,53998,50805,54789,92553,214049
2017/09/08,58200,58300,55900,56100,▼1700,－2.94%,56360,53695,50725,54824,82747,221107
2017/09/07,56900,57900,56000,57800,▲1700,＋3.03%,56200,53390,50673,54856,88165,236545
2017/09/06,56000,57700,56000,56100,▼100,－0.18%,55200,53025,50630,54889,69941,237669
2017/09/05,56300,58000,55300,56200,▲600,＋1.08%,54360,52730,50588,54947,116273,241619
2017/09/04,54000,57000,54000,55600,▲300,＋0.54%,53600,52445,50542,54978,172205,253209
2017/09/01,53000,55600,51700,55300,▲2500,＋4.73%,52940,52155,50542,55003,175381,257657
2017/08/31,52000,53400,52000,52800,▲900,＋1.73%,52340,51868,50563,54998,58327,273684
2017/08/30,52700,52700,51600,51900,▼500,－0.95%,52320,51798,50648,55015,40099,273999
2017/08/29,52000,53000,51700,52400,▲100,＋0.19%,52660,51838,50757,55028,44189,277928
2017/08/28,52400,53300,51600,52300,0.0,0.00%,53120,51660,50847,55033,33116,282650
2017/08/25,52800,53200,51800,52300,▼400,－0.76%,53260,51393,50948,55050,48023,284120
2017/08/24,53600,54100,51600,52700,▼900,－1.68%,53520,51173,51032,55076,101046,290804
2017/08/23,55200,55400,53400,53600,▼1100,－2.01%,53840,50873,51122,55111,66967,288438
2017/08/22,52700,55700,52700,54700,▲1700,＋3.21%,53780,50573,51188,55130,152901,299860
2017/08/21,53400,54100,53000,53000,▼600,－1.12%,52830,50253,51287,55148,41385,290987
2017/08/18,53500,54500,53300,53600,▼700,－1.29%,52220,49993,51415,55187,66390,296825
2017/08/17,53300,54300,52700,54300,▲1000,＋1.88%,51500,49745,51547,55185,102350,306394
2017/08/16,50100,53300,50100,53300,▲3350,＋6.71%,50740,49480,51690,55187,217263,315813
2017/08/14,50800,50800,49750,49950,0.0,0.00%,50120,49185,51872,55199,31363,288726
2017/08/11,49300,50100,49100,49950,▼50,－0.10%,50230,49043,52121,55215,43319,288721
2017/08/10,50400,51100,49900,50000,▼500,－0.99%,50200,48845,52365,55238,52017,292807
2017/08/09,49700,51300,49700,50500,▲300,＋0.60%,50110,48753,52598,55260,67167,302051
2017/08/08,50800,50800,49500,50200,▼300,－0.59%,50290,48560,52823,55300,34669,303060
2017/08/07,50000,52000,49950,50500,▲700,＋1.41%,50790,48453,53048,55351,66506,303212
2017/08/04,49900,50800,49250,49800,▲250,＋0.50%,50460,48378,53285,55406,58328,312963
2017/08/03,51400,51400,49550,49550,▼1850,－3.60%,49890,48433,53507,55472,71117,328343
2017/08/02,52700,53900,49300,51400,▼1300,－2.47%,49560,48530,53724,55460,250199,351748
2017/08/01,49650,53000,48900,52700,▲3850,＋7.88%,48620,48333,53916,55443,176256,377672
2017/07/31,47250,49250,47200,48850,▲1900,＋4.05%,47600,48165,54031,55391,68053,375525
2017/07/28,47800,47900,46700,46950,▼950,－1.98%,47490,48213,54160,55366,28876,373386
2017/07/27,46750,47900,46650,47900,▲1200,＋2.57%,47660,48400,54321,55338,21137,378640
2017/07/26,47600,47950,46500,46700,▼900,－1.89%,47810,48495,54474,55300,32344,373897
2017/07/25,48300,48700,47600,47600,▼700,－1.45%,48270,48695,54658,55239,20240,372163
2017/07/24,48200,48700,47600,48300,▲500,＋1.05%,48230,48895,54803,55156,27608,374949
2017/07/21,48450,48500,47650,47800,▼850,－1.75%,47990,48990,54941,55069,39531,376486
2017/07/20,48950,48950,48150,48650,▼350,－0.71%,47630,49110,55093,54993,32371,391993
2017/07/19,47500,49150,47500,49000,▲1600,＋3.38%,47530,49155,55237,54914,59230,398858
2017/07/18,47100,47600,46450,47400,▲300,＋0.64%,47060,49220,55372,54833,28854,392344
2017/07/17,46500,47450,46100,47100,▲1100,＋2.39%,47190,49245,55523,54761,56056,388676
2017/07/14,48500,48500,45450,46000,▼2150,－4.47%,47570,49375,55690,54698,122525,376653
2017/07/13,47000,48150,46700,48150,▲1500,＋3.22%,48550,49635,55883,54650,54996,395593
2017/07/12,47300,47900,46500,46650,▼1400,－2.91%,49220,49878,56044,54584,100312,390701
2017/07/11,47700,48850,47650,48050,▼950,－1.94%,49380,50305,56212,54532,69682,391005
2017/07/10,50600,51500,48900,49000,▼1900,－3.73%,49640,50583,56361,54462,63833,384715
2017/07/07,51000,52500,50500,50900,▼600,－1.17%,49800,50803,56529,54390,78510,401078
2017/07/06,47900,52200,47800,51500,▲4050,＋8.54%,49760,51038,56658,54301,201697,403602
2017/07/05,49250,49600,47250,47450,▼1900,－3.85%,49420,51293,56781,54219,91785,333791
2017/07/04,49400,50200,49300,49350,▼450,－0.90%,50070,51815,56973,54157,29712,326525
2017/07/03,51100,51100,49600,49800,▼900,－1.78%,50520,52268,57134,54083,30886,327998
2017/06/30,49000,50700,49000,50700,▲900,＋1.81%,50600,52668,57289,53995,32288,330988
2017/06/29,50700,51100,49600,49800,▼900,－1.78%,50500,53053,57443,53908,35316,320636
2017/06/28,51500,51600,50400,50700,▼900,－1.74%,50450,53428,57614,53835,45188,323310
2017/06/27,50000,51600,49850,51600,▲1400,＋2.79%,50370,53798,57778,53750,44306,336185
2017/06/26,50700,51100,49900,50200,0.0,0.00%,49630,54098,57943,53663,40095,329193
2017/06/23,49150,51600,49150,50200,▲650,＋1.31%,49530,54618,58064,53579,88345,339342
2017/06/22,50300,50500,48850,49550,▼750,－1.49%,49730,55143,58209,53502,58124,332371
2017/06/21,47900,51000,47850,50300,▲2400,＋5.01%,50420,55740,58345,53440,194290,337669
2017/06/20,49300,49300,47900,47900,▼1800,－3.62%,51400,56370,58468,53373,158558,309237
2017/06/19,51500,51500,49500,49700,▼1500,－2.93%,52540,57185,58635,53338,158778,293184
2017/06/16,52600,52900,51000,51200,▼1800,－3.40%,53280,57945,58773,53299,131252,294850
2017/06/15,54300,55000,52800,53000,▼2200,－3.99%,54160,58615,58923,53243,144369,280918
2017/06/14,53200,56100,53100,55200,▲1600,＋2.99%,54880,59165,59038,53147,162721,291010
2017/06/13,53800,54900,53400,53600,▲200,＋0.37%,55420,59605,59148,53031,75277,253220
2017/06/12,56100,56100,53000,53400,▼2200,－3.96%,56380,60110,59305,52950,122686,242045
2017/06/09,56100,56600,55000,55600,▼1000,－1.77%,57260,60675,59415,52866,123141,242634
2017/06/08,58100,58400,56500,56600,▼1300,－2.25%,57820,61050,59463,52772,118181,232510
2017/06/07,58100,58400,57600,57900,▼500,－0.86%,57960,61350,59432,52670,52338,244576
2017/06/05,57700,58600,57000,58400,▲600,＋1.04%,58000,61600,59382,52545,78695,250087
2017/06/02,58600,58700,57700,57800,▼600,－1.03%,57840,61660,59298,52430,86634,231392
2017/06/01,57100,59500,56600,58400,▲1100,＋1.92%,58400,61600,59220,52322,164755,227332
2017/05/31,58200,58200,57000,57300,▼800,－1.38%,58860,61510,59152,52214,143600,214140
2017/05/30,57900,58200,56700,58100,▲500,＋0.87%,59700,61500,59120,52122,131862,211802
2017/05/29,60400,60400,57000,57600,▼3000,－4.95%,60660,61480,59100,52038,234599,204935
2017/05/26,61100,61100,60000,60600,▼100,－0.16%,61980,61415,59072,51982,87612,203358
2017/05/25,61700,62600,60500,60700,▼800,－1.30%,62840,61215,59008,51897,86608,184863
2017/05/24,63200,63300,61200,61500,▼1400,－2.23%,63620,61025,58958,51801,93526,183498
2017/05/23,64200,64500,61500,62900,▼1300,－2.02%,64120,60815,58823,51705,135145,169740
2017/05/22,65700,66200,63100,64200,▼700,－1.08%,64340,60525,58683,51579,88146,157973
2017/05/19,65000,65400,64400,64900,▲300,＋0.46%,64240,60140,58527,51467,41880,167640
2017/05/18,62800,65300,62800,64600,▲600,＋0.94%,64200,59750,58310,51355,79742,169314
2017/05/17,63600,65000,62900,64000,0.0,0.00%,63900,59400,58110,51217,79653,154694
2017/05/16,65000,66300,63100,64000,▲300,＋0.47%,63620,59090,57922,51088,154465,139455
2017/05/15,64700,65300,63500,63700,▼1000,－1.55%,63400,58725,57777,50971,85702,142244
2017/05/12,63100,65200,61900,64700,▲1600,＋2.54%,62580,58390,57653,50849,101062,143728
2017/05/11,63100,64100,62400,63100,▲500,＋0.80%,60960,58110,57527,50731,63658,149865
2017/05/10,62200,63900,61300,62600,▼300,－0.48%,59660,57885,57437,50625,114452,152225
2017/05/08,59900,63500,59600,62900,▲3300,＋5.54%,58560,57700,57197,50549,211613,150566
2017/05/04,56400,59800,56400,59600,▲3000,＋5.30%,57520,57505,56970,50471,144114,105338
2017/05/02,56600,57200,56100,56600,0.0,0.00%,56860,57475,56752,50387,35243,75019
2017/04/28,58700,59400,56500,56600,▼500,－0.88%,56860,57600,56572,50335,92296,73904
2017/04/27,57700,57900,56400,57100,▼600,－1.04%,56920,57765,56354,50255,46728,88695
2017/04/26,56800,59000,56700,57700,▲1400,＋2.49%,56960,57915,56126,50147,125111,89357
2017/04/25,57000,57000,55700,56300,▼300,－0.53%,56840,58055,55821,50024,53886,76919
2017/04/24,56700,57300,56400,56600,▼300,－0.53%,56880,58315,55509,49905,32959,73158
2017/04/21,57800,58100,56800,56900,▼400,－0.70%,56980,58360,55198,49787,40449,77461
2017/04/20,57300,58000,56400,57300,▲200,＋0.35%,57120,58460,54894,49633,43882,87035
2017/04/19,56600,57300,56200,57100,▲600,＋1.06%,57220,58480,54591,49488,59471,91957
2017/04/18,57400,57700,55800,56500,▼600,－1.05%,57140,58510,54295,49355,93469,79646
2017/04/17,58300,58400,56300,57100,▼500,－0.87%,57240,58580,53998,49235,124825,79502
2017/04/14,57800,58300,57000,57600,▼200,－0.35%,57640,58625,53707,49093,58855,88931
2017/04/13,56800,58200,56800,57800,▲1100,＋1.94%,57840,58755,53417,48957,55179,93013
2017/04/12,56300,58200,55700,56700,▼300,－0.53%,58060,58860,53123,48840,76257,87297
2017/04/11,59500,59500,57000,57000,▼2100,－3.55%,58520,59115,52852,48733,97976,82021
2017/04/10,58100,59500,57200,59100,▲500,＋0.85%,58920,59415,52563,48644,94216,90849
2017/04/07,59200,59300,58000,58600,▼300,－0.51%,58920,59460,52250,48538,94418,91769
2017/04/06,59200,59800,58600,58900,▼100,－0.17%,59180,59455,51945,48426,42005,100782
2017/04/05,58900,60700,58500,59000,0.0,0.00%,59420,59245,51658,48325,73875,108288
2017/04/04,59300,59800,57500,59000,▼100,－0.17%,59720,59040,51341,48206,94191,107404
2017/04/03,60200,60700,58600,59100,▼800,－1.34%,60220,58760,51033,48075,88170,103617
2017/03/31,60200,61900,59400,59900,▼200,－0.33%,59900,58460,50701,47948,95226,102911
2017/03/30,60500,60900,59100,60100,▼400,－0.66%,59700,58180,50373,47804,64915,115487
2017/03/29,61700,62000,59900,60500,▼1000,－1.63%,59220,57945,50056,47664,110685,124168
2017/03/28,57700,62900,57700,61500,▲4000,＋6.96%,58660,57765,49723,47544,289904,144225
2017/03/27,58900,59700,57400,57500,▼1400,－2.38%,57940,57485,49383,47439,96970,85957
2017/03/24,58200,59000,56800,58900,▲1200,＋2.08%,58040,57450,49093,47366,68288,93204
2017/03/23,58200,58200,56000,57700,0.0,0.00%,58300,57390,48794,47251,83298,95772
2017/03/22,57200,59100,57200,57700,▼200,－0.35%,58740,57175,48536,47152,60696,108673
2017/03/21,58600,58700,57500,57900,▼100,－0.17%,59560,57015,48278,46980,83868,114358
2017/03/20,60700,60700,57200,58000,▼2200,－3.65%,60580,56860,48040,46847,126940,107323
2017/03/17,59900,62000,58700,60200,▲300,＋0.50%,60980,56555,47824,46714,111969,126639
2017/03/16,63500,64600,59000,59900,▼1900,－3.07%,60640,56175,47563,46532,231053,125380
2017/03/15,63200,64500,61000,61800,▼1200,－1.90%,59600,55815,47256,46321,132416,129034
2017/03/14,60200,64300,59900,63000,▲3000,＋5.00%,58220,55490,46914,46093,188701,131305
2017/03/13,59200,60600,58000,60000,▲1500,＋2.56%,56300,55155,46594,45831,143219,117054
2017/03/10,54900,58600,54500,58500,▲3800,＋6.95%,54920,55010,46317,45598,184704,112649
2017/03/09,54900,56100,54500,54700,▼200,－0.36%,54080,54970,46080,45356,75033,98148
2017/03/08,53400,55700,52800,54900,▲1500,＋2.81%,54220,54645,45908,45133,87836,101937
2017/03/07,53800,54300,52300,53400,▲300,＋0.56%,54620,54365,45709,44909,80126,106200
2017/03/06,53500,54300,51000,53100,▼1200,－2.21%,55120,54020,45561,44700,149470,106217
2017/03/03,54600,55300,53500,54300,▼1100,－1.99%,55860,53655,45423,44490,105038,83635
2017/03/02,57800,57800,54400,55400,▼1500,－2.64%,56540,53118,45277,44273,116711,77688
2017/02/28,56000,58900,55800,56900,▲1000,＋1.79%,56140,52518,45123,44048,212447,91656
2017/02/27,56500,57300,55300,55900,▼900,－1.58%,55660,51643,44977,43805,86063,99641
2017/02/24,58200,58500,56300,56800,▼900,－1.56%,55440,50728,44892,43562,150959,102872
2017/02/23,54700,60100,54500,57700,▲4300,＋8.05%,54460,49783,44785,43311,549005,114122
2017/02/22,54600,55400,53300,53400,▼1100,－2.02%,53440,48833,44643,43054,88796,108716
2017/02/21,55400,56500,53500,54500,▼300,－0.55%,53300,48118,44586,42832,169048,115181
2017/02/20,52400,56300,52100,54800,▲2900,＋5.59%,53460,47360,44474,42607,257808,142526
2017/02/17,52800,53500,51400,51900,▼700,－1.33%,53760,46555,44408,42371,104110,150979
2017/02/16,53200,53400,51400,52600,▼100,－0.19%,54800,45940,44399,42159,127558,154982
2017/02/15,55300,56700,52000,52700,▼2600,－4.70%,55820,45320,44324,41944,280957,148137
2017/02/14,56400,57200,54400,55300,▼1000,－1.78%,54920,44695,44254,41726,152985,140736
2017/02/13,57100,59400,55600,56300,▼800,－1.40%,53720,43950,44165,41490,191707,127418
2017/02/10,58300,59100,55500,57100,▼600,－1.04%,51760,43120,44045,41245,269071,122054
2017/02/09,49100,59300,48450,57700,▲9500,＋19.71%,49500,42280,43935,41005,441954,133830
2017/02/08,50600,52400,47550,48200,▼1100,－2.23%,46670,41410,43813,40763,220963,125159
2017/02/07,46950,50200,46400,49300,▲2800,＋6.02%,45710,41083,43902,40592,254276,127965
2017/02/06,46300,47000,45800,46500,▲700,＋1.53%,43730,40618,43972,40410,89521,123017
2017/02/03,44150,46500,44150,45800,▲2250,＋5.17%,41950,40318,44022,40253,177282,122419
2017/02/02,43500,44750,43000,43550,▲150,＋0.35%,40370,39988,44098,40099,131117,110094
2017/02/01,39150,43450,39150,43400,▲4000,＋10.15%,39400,39820,44155,39964,247442,123013
2017/01/31,37500,39600,37400,39400,▲1800,＋4.79%,38540,39705,44168,39827,86927,107111
2017/01/26,37550,37850,36650,37600,▼300,－0.79%,38530,39763,44228,39716,56332,103598
2017/01/25,38700,39050,37000,37900,▼800,－2.07%,38750,39938,44300,39620,32236,96183
2017/01/24,39100,39300,38500,38700,▼400,－1.02%,39090,40048,44377,39525,28713,95482
2017/01/23,39400,39600,39100,39100,▼250,－0.64%,39390,40160,44373,39422,24992,93851
2017/01/20,38650,39700,38500,39350,▲650,＋1.68%,39610,40315,44386,39308,49804,93349
2017/01/19,39450,39850,38400,38700,▼900,－2.27%,39820,40460,44415,39193,79162,93167
2017/01/18,40200,40300,39550,39600,▼600,－1.49%,40020,40705,44471,39084,28899,90396
2017/01/17,40200,40600,39850,40200,0.0,0.00%,40160,40978,44480,38964,30595,93952
2017/01/16,40650,41050,39850,40200,▼200,－0.50%,40180,41195,44497,38839,42467,98501
2017/01/13,39700,40700,39100,40400,▲700,＋1.76%,40470,41258,44558,38718,56201,104941
