[일시]LS,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/29,67600,68000,66700,67000,▼700,－1.03%,68540,73215,78387,78748,99882,6842946
2017/11/28,68200,68900,67200,67700,▼800,－1.17%,69200,73830,78675,78807,132392,6871737
2017/11/27,69900,70000,68100,68500,▼1400,－2.00%,69800,74395,78948,78863,102651,6880079
2017/11/24,69800,70100,68600,69900,▲300,＋0.43%,69980,74905,79228,78904,125042,6916509
2017/11/23,70100,70300,69300,69600,▼700,－1.00%,70260,75395,79438,78938,133136,6899875
2017/11/22,70100,71100,69000,70300,▼400,－0.57%,70940,75925,79663,78975,179959,6901256
2017/11/21,69700,70800,68500,70700,▲1300,＋1.87%,71460,76390,79877,79012,194386,6914316
2017/11/20,71500,72200,69300,69400,▼1900,－2.66%,72220,76880,80097,79048,271555,6943854
2017/11/17,72800,72800,70500,71300,▼1700,－2.33%,73020,77470,80350,79083,228684,6919610
2017/11/16,73700,73800,72800,73000,▲100,＋0.14%,74100,78060,80615,79093,62563,6980774
2017/11/15,74500,74500,72900,72900,▼1600,－2.15%,74880,78580,80775,79094,140857,6979511
2017/11/14,73300,74900,73200,74500,▲1100,＋1.50%,76000,79190,80955,79090,93894,6947476
2017/11/13,76500,76900,73200,73400,▼3300,－4.30%,77060,79715,81143,79077,185549,6941749
2017/11/10,77000,78000,76100,76700,▼200,－0.26%,78040,80065,81367,79066,68426,6922108
2017/11/09,78500,78500,76500,76900,▼1600,－2.04%,78340,80180,81557,78998,104914,6937264
2017/11/08,79300,79300,77800,78500,▼1300,－1.63%,78500,80280,81722,78920,112364,6949637
2017/11/07,78000,80200,77600,79800,▲1500,＋1.92%,78660,80230,81865,78832,79112,6968761
2017/11/06,77900,78800,77600,78300,▲100,＋0.13%,78500,80130,81992,78732,58716,6976738
2017/11/03,77700,78900,77600,78200,▲500,＋0.64%,78580,80155,82090,78636,52482,6966400
2017/11/02,79300,79400,77600,77700,▼1600,－2.02%,78880,80215,82168,78548,88241,6965711
2017/11/01,78100,79400,78100,79300,▲300,＋0.38%,79380,80195,82282,78463,56497,6982942
2017/10/31,78600,79700,78200,79000,▲300,＋0.38%,79440,80185,82363,78356,83481,6969744
2017/10/30,79700,80200,78200,78700,▼1000,－1.25%,79740,80100,82432,78241,50757,6981034
2017/10/27,79400,80700,79300,79700,▼500,－0.62%,80240,80090,82515,78143,67296,6983413
2017/10/26,80200,80700,79200,80200,▲600,＋0.75%,80920,80125,82593,78032,67739,7007888
2017/10/25,81200,81300,79000,79600,▼900,－1.12%,81560,80175,82648,77911,148596,7032555
2017/10/24,80900,81700,79900,80500,▼700,－0.86%,82660,80220,82683,77793,92063,7089485
2017/10/23,82700,83100,80600,81200,▼1900,－2.29%,83560,80290,82705,77665,99320,7084885
2017/10/20,82800,84200,81800,83100,▼300,－0.36%,83400,80300,82720,77517,68184,7088060
2017/10/19,84500,84600,82300,83400,▼1700,－2.00%,82580,80240,82663,77353,83758,7102980
2017/10/18,85100,85700,83500,85100,▲100,＋0.12%,81680,80265,82605,77194,80672,7128687
2017/10/17,80400,86000,80400,85000,▲4600,＋5.72%,80160,80265,82482,77023,179727,7158081
2017/10/16,79000,81700,79000,80400,▲1400,＋1.77%,78720,80155,82368,76851,77018,7174089
2017/10/13,78500,79900,77400,79000,▲100,＋0.13%,78400,80330,82332,76725,78519,7185852
2017/10/12,77300,78900,77300,78900,▲1400,＋1.81%,78480,80405,82292,76605,97345,7200497
2017/10/11,77600,78700,77100,77500,▼300,－0.39%,78160,80480,82272,76485,59125,7215631
2017/10/10,78700,79800,77600,77800,▼1000,－1.27%,78480,80730,82258,76378,96697,7208977
2017/09/29,79400,80400,78100,78800,▼600,－0.76%,78380,80960,82220,76278,61122,7229016
2017/09/28,76700,79900,75700,79400,▲2100,＋2.72%,78320,81070,82155,76160,83841,7237790
2017/09/27,78600,79000,77000,77300,▼1800,－2.28%,78520,81325,82073,76038,64082,7249802
2017/09/26,77300,79800,76800,79100,▲1800,＋2.33%,79300,81750,82038,75921,54956,7263229
2017/09/25,77700,79300,77100,77300,▼1200,－1.53%,79580,82010,81973,75791,43772,7275460
2017/09/22,79700,80200,77800,78500,▼1900,－2.36%,80500,82350,81900,75682,80925,7271644
2017/09/21,80800,81400,80000,80400,▼800,－0.99%,81080,82690,81783,75548,70378,7271161
2017/09/20,80600,82000,79700,81200,▲700,＋0.87%,81380,82795,81632,75397,84696,7265203
2017/09/19,81300,82500,80500,80500,▼1400,－1.71%,81920,82890,81452,75245,52153,7263791
2017/09/18,81400,82900,80500,81900,▲500,＋0.61%,82840,83020,81293,75095,47624,7263699
2017/09/15,81800,81800,80200,81400,▼500,－0.61%,83020,83120,81115,74948,104257,7258234
2017/09/14,83200,83800,81500,81900,▼2000,－2.38%,83520,83280,80965,74803,104018,7240954
2017/09/13,84500,84700,83000,83900,▼1200,－1.41%,83240,83545,80790,74633,89301,7251947
2017/09/12,83500,85500,82400,85100,▲2300,＋2.78%,82540,83480,80585,74463,68356,7281121
2017/09/11,83400,84000,82000,82800,▼1100,－1.31%,82020,83410,80408,74287,58182,7294373
2017/09/08,80400,84200,79300,83900,▲3400,＋4.22%,81940,83560,80290,74141,109431,7312574
2017/09/07,81000,81300,79600,80500,▲100,＋0.12%,81360,83705,80112,73983,83646,7328307
2017/09/06,83400,83400,80100,80400,▼2100,－2.55%,82160,84085,80010,73840,71318,7325379
2017/09/05,83000,83100,81900,82500,▲100,＋0.12%,83240,84405,79937,73712,35409,7348736
2017/09/04,79800,83000,79800,82400,▲1400,＋1.73%,83600,84635,79768,73568,76548,7360396
2017/09/01,84700,84700,80700,81000,▼3500,－4.14%,83940,84885,79627,73413,153192,7348352
2017/08/31,85100,86100,84100,84500,▼1300,－1.52%,84800,85045,79505,73270,111033,7356580
2017/08/30,84600,86100,83400,85800,▲1500,＋1.78%,84400,84965,79312,73109,84463,7393460
2017/08/29,84600,85400,82500,84300,▲200,＋0.24%,83860,84900,79110,72938,82590,7427718
2017/08/28,85500,85500,83400,84100,▼1200,－1.41%,83620,84895,78938,72780,62301,7435273
2017/08/25,82800,86200,82600,85300,▲2800,＋3.39%,83580,84845,78777,72623,90139,7472388
2017/08/24,82800,84100,82300,82500,▼600,－0.72%,83440,84765,78580,72468,68933,7467872
2017/08/23,83400,84800,82600,83100,0.0,0.00%,84380,84860,78437,72346,80975,7461660
2017/08/22,84600,85700,83100,83100,▼800,－0.95%,84280,84880,78287,72208,59252,7465553
2017/08/21,84600,85400,83600,83900,▼700,－0.83%,84400,84810,78147,72081,48116,7472272
2017/08/18,86000,87100,84100,84600,▼2600,－2.98%,84780,84705,77998,71957,106676,7477742
2017/08/17,83200,88200,82900,87200,▲4600,＋5.57%,85220,84580,77817,71824,141953,7501845
2017/08/16,83700,83700,80800,82600,▼1100,－1.31%,85400,84205,77572,71676,115370,7504705
2017/08/14,85700,86300,83500,83700,▼2100,－2.45%,86240,84070,77413,71558,71150,7521895
2017/08/11,85700,86700,85100,85800,▼1000,－1.15%,86920,83770,77225,71436,71077,7514289
2017/08/10,87900,88400,85800,86800,▼1300,－1.48%,87240,83390,77010,71305,81204,7511825
2017/08/09,86100,88500,86100,88100,▲1300,＋1.50%,86720,82960,76765,71173,78666,7507526
2017/08/08,87500,88000,86200,86800,▼300,－0.34%,85680,82385,76438,71022,52283,7516480
2017/08/07,88200,88400,86300,87100,▼300,－0.34%,85220,81930,76118,70884,84141,7527359
2017/08/04,84100,87900,84100,87400,▲3200,＋3.80%,84640,81410,75798,70743,144269,7559115
2017/08/03,82200,85800,82200,84200,▲1300,＋1.57%,83780,80815,75472,70550,84952,7551657
2017/08/02,84500,85100,82800,82900,▼1600,－1.89%,83680,80350,75182,70379,99093,7544417
2017/08/01,83700,87000,83700,84500,▲300,＋0.36%,83980,79930,74928,70214,130878,7513152
2017/07/31,82200,85000,82200,84200,▲1100,＋1.32%,83780,79465,74645,70030,82023,7522768
2017/07/28,83100,84900,81800,83100,▼600,－0.72%,83280,79015,74348,69844,98287,7526380
2017/07/27,84200,85500,81000,83700,▼700,－0.83%,83020,78505,74050,69668,226174,7509219
2017/07/26,84000,84900,83600,84400,▲900,＋1.08%,82700,77895,73770,69497,97933,7512893
2017/07/25,82500,84000,81500,83500,▲1800,＋2.20%,81760,77240,73470,69315,86229,7539542
2017/07/24,82700,82800,80800,81700,▼100,－0.12%,81040,76585,73173,69153,50824,7563274
2017/07/21,80800,82800,80600,81800,▼300,－0.37%,80240,76050,72902,68990,74864,7587268
2017/07/20,79500,82500,78700,82100,▲2400,＋3.01%,79520,75520,72625,68840,115422,7609895
2017/07/19,79900,80200,78200,79700,▼200,－0.25%,78740,75035,72313,68687,62217,7614170
2017/07/18,78400,81500,78000,79900,▲2200,＋2.83%,78120,74620,72042,68552,186157,7620711
2017/07/17,79200,79300,76300,77700,▼500,－0.64%,77680,74205,71783,68407,123704,7571778
2017/07/14,78200,78800,77000,78200,0.0,0.00%,77480,74045,71565,68283,69899,7540714
2017/07/13,77100,79000,75900,78200,▲1600,＋2.09%,76940,73920,71333,68151,113132,7551463
2017/07/12,77100,77700,75900,76600,▼1100,－1.42%,76280,73670,71118,68017,76288,7547392
2017/07/11,77300,78100,76500,77700,▲1000,＋1.30%,75860,73560,70918,67895,95021,7553272
2017/07/10,75600,76900,75600,76700,▲1200,＋1.59%,75360,73475,70698,67768,100779,7557720
2017/07/07,74100,75800,74100,75500,▲600,＋0.80%,75060,73260,70497,67649,61519,7578220
2017/07/06,74500,75000,73400,74900,▲400,＋0.54%,74540,73180,70335,67523,53339,7589900
2017/07/05,74300,75200,74300,74500,▼700,－0.93%,73860,73120,70165,67412,36293,7585292
2017/07/04,75600,76800,73900,75200,0.0,0.00%,73220,73040,70003,67311,123496,7591823
2017/07/03,72800,75400,72800,75200,▲2300,＋3.16%,72260,72965,69803,67193,121216,7599190
2017/06/30,70500,73900,70400,72900,▲1400,＋1.96%,71420,72905,69608,67062,115845,7569033
2017/06/29,71800,71900,70100,71500,▲200,＋0.28%,71080,72980,69463,66953,94609,7555491
2017/06/28,70700,72400,70100,71300,▲900,＋1.28%,71260,73080,69313,66855,170993,7550044
2017/06/27,70800,71200,70100,70400,▼600,－0.85%,71280,73210,69162,66755,145776,7521155
2017/06/26,71900,71900,70800,71000,▼200,－0.28%,71520,73395,69038,66668,56215,7485817
2017/06/23,72500,73400,70800,71200,▼1200,－1.66%,72220,73580,68897,66581,106259,7478798
2017/06/22,71400,72500,70900,72400,▲1000,＋1.40%,73120,73770,68780,66496,91170,7472626
2017/06/21,71600,73800,70800,71400,▼200,－0.28%,73280,73835,68642,66400,107410,7449907
2017/06/20,74700,75400,70600,71600,▼2900,－3.89%,73880,73890,68477,66315,250095,7410789
2017/06/19,74900,76000,74400,74500,▼1200,－1.59%,74760,73965,68342,66229,55909,7373572
2017/06/16,73200,78500,73200,75700,▲2500,＋3.42%,74340,73860,68165,66121,210325,7387858
2017/06/15,73800,74300,73000,73200,▼1200,－1.61%,73980,73720,67992,66008,44737,7401974
2017/06/14,76300,76600,74300,74400,▼1600,－2.11%,74080,73665,67853,65919,71208,7415918
2017/06/13,72400,76100,72400,76000,▲3600,＋4.97%,73780,73370,67670,65825,86356,7430193
2017/06/12,73400,73900,72300,72400,▼1500,－2.03%,73320,72950,67487,65713,50351,7403594
2017/06/09,73200,74300,72900,73900,▲200,＋0.27%,73640,72725,67368,65640,76351,7403890
2017/06/08,73000,73700,72200,73700,▲800,＋1.10%,73740,72420,67198,65556,93495,7397475
2017/06/07,72800,74400,72700,72900,▼800,－1.09%,73700,72075,67035,65472,101071,7373107
2017/06/05,74400,74900,73500,73700,▼300,－0.41%,73900,71815,66907,65398,59100,7337965
2017/06/02,74400,74700,73400,74000,▼400,－0.54%,73980,71505,66767,65312,81852,7318142
2017/06/01,72900,74700,72600,74400,▲900,＋1.22%,74120,71125,66622,65232,88880,7331900
2017/05/31,73900,75200,73100,73500,▼400,－0.54%,74240,70665,66468,65127,109264,7315810
2017/05/30,74100,75600,73600,73900,▼200,－0.27%,74280,70335,66357,65032,66663,7309999
2017/05/29,75000,76600,73900,74100,▼600,－0.80%,74000,69960,66255,64938,96259,7303310
2017/05/26,75100,76600,74500,74700,▼300,－0.40%,73800,69540,66130,64828,101250,7287688
2017/05/25,74200,75400,73600,75000,▲1300,＋1.76%,73340,69075,66015,64723,102186,7276462
2017/05/24,73100,75300,72600,73700,▲1200,＋1.66%,72920,68585,65915,64617,155937,7273056
2017/05/23,72900,74800,72200,72500,▼600,－0.82%,72600,68070,65832,64526,140817,7218804
2017/05/22,72700,74300,72100,73100,▲700,＋0.97%,71800,67615,65780,64440,128020,7183369
2017/05/19,72900,73900,71900,72400,▼500,－0.69%,70700,67180,65702,64345,82252,7159410
2017/05/18,71500,74400,71500,72900,▲800,＋1.11%,69800,66790,65647,64251,183922,7132724
2017/05/17,68200,73000,67600,72100,▲3600,＋5.26%,68780,66360,65600,64143,237976,7076363
2017/05/16,68700,69500,67600,68500,▲900,＋1.33%,67720,66020,65582,64050,102094,6992068
2017/05/15,68400,68500,66800,67600,▼300,－0.44%,67560,65825,65605,63996,69394,7007158
2017/05/12,67800,68800,66600,67900,▲100,＋0.15%,67540,65670,65650,63949,73601,7034623
2017/05/11,67000,68000,66800,67800,▲1000,＋1.50%,67240,65505,65688,63889,63657,7058539
2017/05/10,68000,69300,66500,66800,▼900,－1.33%,66720,65405,65628,63831,99685,7049301
2017/05/08,67300,67900,65800,67700,▲200,＋0.30%,66740,65300,65577,63774,105925,7052737
2017/05/04,66100,67900,66100,67500,▲1100,＋1.66%,66480,65155,65500,63675,91397,7060227
2017/05/02,65500,67900,65200,66400,▲1200,＋1.84%,66120,64940,65415,63538,83327,7059013
2017/04/28,65800,66600,65100,65200,▼1700,－2.54%,65920,64795,65340,63425,84357,7043640
2017/04/27,66400,67500,65300,66900,▲500,＋0.75%,65920,64745,65285,63324,101890,7072589
2017/04/26,66300,67500,66100,66400,▲700,＋1.07%,65220,64525,65223,63211,106319,7089923
2017/04/25,65500,66200,64400,65700,▲300,＋0.46%,64620,64315,65160,63103,115494,7095132
2017/04/24,65300,65800,64500,65400,▲200,＋0.31%,64360,64180,65132,63011,75782,7131866
2017/04/21,63500,65400,63400,65200,▲1800,＋2.84%,64200,64035,65078,62919,89337,7144490
2017/04/20,63200,63900,62500,63400,0.0,0.00%,64020,63985,65055,62833,79114,7136941
2017/04/19,64300,64800,63200,63400,▼1000,－1.55%,64400,64020,65060,62754,56528,7143782
2017/04/18,64800,65100,63700,64400,▼200,－0.31%,64640,63925,65062,62700,66459,7161900
2017/04/17,64200,65200,63600,64600,▲300,＋0.47%,64660,63880,65030,62652,47026,7179808
2017/04/14,64700,64800,63900,64300,▼1000,－1.53%,64660,63845,65002,62606,28624,7193161
2017/04/13,64800,65400,64100,65300,▲700,＋1.08%,64960,63895,64968,62557,56846,7201243
2017/04/12,64300,65000,63800,64600,▲100,＋0.16%,64840,63875,64915,62489,44721,7211101
2017/04/11,64400,65700,64000,64500,▼100,－0.15%,64880,63815,64872,62431,60664,7202763
2017/04/10,65900,66200,64600,64600,▼1200,－1.82%,64620,63840,64838,62373,46637,7191349
2017/04/07,64700,66900,64700,65800,▲1100,＋1.70%,64400,63875,64802,62318,84197,7213494
2017/04/06,64200,65500,63300,64700,▼100,－0.15%,64080,63770,64712,62251,84327,7209598
2017/04/05,64100,65300,63400,64800,▲1600,＋2.53%,63640,63730,64658,62200,97806,7233276
2017/04/04,63300,63700,62700,63200,▼300,－0.47%,63120,63750,64618,62145,52679,7230484
2017/04/03,64400,65100,63500,63500,▼700,－1.09%,63080,63855,64583,62108,69627,7232081
2017/03/31,62400,64800,62100,64200,▲1700,＋2.72%,62880,63945,64515,62068,118889,7262434
2017/03/30,62500,62700,61800,62500,▲300,＋0.48%,62880,63995,64442,62022,52823,7253775
2017/03/29,63100,63200,61900,62200,▼800,－1.27%,63200,64210,64397,61988,69591,7244173
2017/03/28,62500,63100,62100,63000,▲500,＋0.80%,63060,64490,64348,61953,51863,7236643
2017/03/27,63600,63900,62100,62500,▼1700,－2.65%,63160,64670,64297,61919,93238,7230213
2017/03/24,64400,65000,63400,64200,▲100,＋0.16%,63440,64935,64265,61888,55214,7225427
2017/03/23,61800,64200,61300,64100,▲2600,＋4.23%,63660,65175,64212,61838,201206,7219611
2017/03/22,62700,62900,60600,61500,▼2000,－3.15%,63820,65405,64158,61799,193399,7138588
2017/03/21,64200,64200,62900,63500,▼400,－0.63%,64200,65800,64153,61778,123883,7118007
2017/03/20,65200,65300,63200,63900,▼1400,－2.14%,64500,66045,64117,61744,126945,7125972
2017/03/17,65400,65400,63900,65300,▲400,＋0.62%,64780,66305,64077,61701,113179,7132119
2017/03/16,63900,66100,63700,64900,▲1500,＋2.37%,64460,66545,64025,61651,173108,7116087
2017/03/15,65000,65100,62500,63400,▼1600,－2.46%,64260,66850,63985,61609,168637,7072998
2017/03/14,65900,65900,64000,65000,▼300,－0.46%,64620,67175,63980,61573,96873,7050303
2017/03/13,63700,66000,62800,65300,▲1600,＋2.51%,64680,67440,63940,61529,115936,7069182
2017/03/10,63500,64700,63100,63700,▼200,－0.31%,64680,67685,63912,61485,126688,7065323
2017/03/09,64800,64800,62800,63900,▼1300,－1.99%,64980,67710,63913,61444,184589,7054971
2017/03/08,65000,65600,64100,65200,▼100,－0.15%,65560,67700,63908,61420,98635,7009445
2017/03/07,65600,65600,64100,65300,0.0,0.00%,66080,67595,63888,61388,81260,6992773
2017/03/06,65100,65300,64100,65300,▲100,＋0.15%,66340,67450,63857,61358,95954,6968295
2017/03/03,66400,66600,64600,65200,▼1600,－2.40%,66840,67280,63842,61326,109764,6945389
2017/03/02,68400,69400,65200,66800,▼1000,－1.47%,67600,67115,63785,61295,172270,6914817
2017/02/28,66700,68100,65700,67800,▲1200,＋1.80%,67980,66935,63707,61262,100051,6911309
2017/02/27,67800,67800,65700,66600,▼1200,－1.77%,68300,66675,63622,61212,72963,6890830
2017/02/24,69000,69200,66700,67800,▼1200,－1.74%,68660,66545,63527,61178,89580,6880019
2017/02/23,69000,69700,67700,69000,▲300,＋0.44%,68920,66265,63430,61138,66501,6883758
2017/02/22,69500,70500,67900,68700,▼700,－1.01%,69140,66005,63318,61068,84713,6884256
2017/02/21,68800,70700,68600,69400,▲1000,＋1.46%,69600,65755,63220,60996,74386,6877280
2017/02/20,69300,69300,68200,68400,▼700,－1.01%,69700,65460,63100,60928,56181,6875350
2017/02/17,69900,70400,68800,69100,▼1000,－1.43%,70080,65165,62988,60864,65308,6864419
2017/02/16,71400,71400,69200,70100,▼900,－1.27%,70300,64855,62855,60798,83793,6854255
2017/02/15,70000,71500,69200,71000,▲1100,＋1.57%,69120,64465,62687,60716,98497,6839102
2017/02/14,70800,70900,69100,69900,▼400,－0.57%,67660,64020,62518,60622,114438,6810672
2017/02/13,70400,71000,69700,70300,▲100,＋0.14%,66300,63625,62387,60545,125216,6792838
2017/02/10,65600,70200,64800,70200,▲6000,＋9.35%,64720,63235,62248,60463,291992,6784213
2017/02/09,63700,66200,63500,64200,▲500,＋0.78%,63060,62845,62090,60367,125365,6749053
2017/02/08,62800,64100,62200,63700,▲600,＋0.95%,62600,62655,62033,60315,92322,6722330
2017/02/07,62900,63300,62200,63100,▲700,＋1.12%,62500,62545,61972,60240,41402,6732962
2017/02/06,62500,63300,62000,62400,▲500,＋0.81%,62400,62510,61850,60160,114574,6723891
2017/02/03,61600,62800,61500,61900,0.0,0.00%,62720,62445,61662,60078,82103,6703366
2017/02/02,62800,63000,61700,61900,▼1300,－2.06%,62780,62320,61510,59993,81364,6681512
2017/02/01,63000,63600,62200,63200,▲600,＋0.96%,63160,62215,61363,59908,60019,6687339
2017/01/31,64000,64100,62200,62600,▼1400,－2.19%,63260,62045,61198,59815,65778,6691618
2017/01/26,62500,64500,61300,64000,▲1800,＋2.89%,63440,61880,61045,59723,112612,6702226
2017/01/25,64500,64500,62000,62200,▼1600,－2.51%,63140,61675,60890,59621,91346,6715878
2017/01/24,63600,63900,62500,63800,▲100,＋0.16%,63280,61595,60760,59539,60818,6735626
2017/01/23,63900,64000,62900,63700,▲200,＋0.31%,62980,61455,60612,59458,71696,6733163
2017/01/20,62800,64000,62500,63500,▲1000,＋1.60%,62660,61315,60448,59371,99925,6715000
2017/01/19,62900,63900,62300,62500,▼400,－0.64%,62360,61200,60338,59289,78893,6690241
