[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/17,174500,178000,172000,175000,▲2500,＋1.45%,171200,170225,175175,180504,3115,236567
2017/11/16,169000,173000,168000,172500,▲3500,＋2.07%,170500,169975,175383,180563,1956,236782
2017/11/15,168500,169500,168000,169000,▲500,＋0.30%,170200,169900,175650,180613,1784,237408
2017/11/14,170000,171000,167500,168500,▼2500,－1.46%,170400,169925,175967,180671,4167,237000
2017/11/13,171500,171500,169000,171000,▼500,－0.29%,170700,170025,176258,180708,782,239343
2017/11/10,170000,172000,170000,171500,▲500,＋0.29%,170500,170025,176492,180725,480,239526
2017/11/09,170000,171500,170000,171000,▲1000,＋0.59%,170300,170025,176717,180738,865,239548
2017/11/08,170000,170500,169000,170000,0.0,0.00%,169900,170025,177017,180754,719,239474
2017/11/07,170000,170500,169000,170000,0.0,0.00%,169900,170125,177333,180767,293,239521
2017/11/06,170500,170500,169000,170000,▼500,－0.29%,169800,170225,177633,180792,472,239509
2017/11/03,168500,170500,168500,170500,▲1500,＋0.89%,169600,170300,177925,180825,374,239487
2017/11/02,170000,170000,168000,169000,▼1000,－0.59%,169300,170225,178225,180854,578,239497
2017/11/01,170000,170000,168500,170000,▲500,＋0.29%,169200,170275,178550,180892,647,239623
2017/10/31,169000,171000,168000,169500,▲500,＋0.30%,169300,170250,178867,180929,817,239624
2017/10/30,170000,170000,168500,169000,0.0,0.00%,169600,170275,179192,180983,792,239764
2017/10/27,168500,170000,167500,169000,▲500,＋0.30%,169600,170500,179508,181042,827,239757
2017/10/26,170000,170500,168000,168500,▼2000,－1.17%,169800,170700,179775,181083,1278,239928
2017/10/25,171000,171000,168500,170500,▼500,－0.29%,170300,171025,180017,181121,586,240166
2017/10/24,168500,171000,168000,171000,▲2000,＋1.18%,170100,171275,180225,181163,504,240229
2017/10/23,171500,171500,168500,169000,▼1000,－0.59%,170000,171650,180417,181200,540,240237
2017/10/20,171000,171000,168500,170000,▼1000,－0.58%,170400,172100,180658,181254,657,240431
2017/10/19,169000,171000,167500,171000,▲1500,＋0.88%,170700,172375,180875,181288,830,240481
2017/10/18,170500,170500,168500,169500,▼1000,－0.59%,170700,172750,181050,181317,653,240475
2017/10/17,173500,173500,169500,170500,▼500,－0.29%,171200,173225,181242,181358,681,240503
2017/10/16,171500,172500,169000,171000,▼500,－0.29%,171500,173675,181425,181392,1369,240409
2017/10/13,171000,171500,169000,171500,▲500,＋0.29%,171600,174100,181575,181429,1102,240424
2017/10/12,170500,171000,169500,171000,▼1000,－0.58%,171100,174550,181692,181442,1462,240505
2017/10/11,172500,172500,170000,172000,0.0,0.00%,170900,174950,181908,181467,612,240852
2017/10/10,171500,173500,170000,172000,▲500,＋0.29%,170400,175550,182092,181479,809,240925
2017/09/29,169000,171500,168500,171500,▲2500,＋1.48%,170000,176175,182300,181500,545,240720
2017/09/28,170000,170000,167500,169000,▼1000,－0.59%,170400,176950,182492,181525,839,240617
2017/09/27,169500,171000,167000,170000,▲500,＋0.29%,171200,177800,182775,181579,1355,240739
2017/09/26,170000,170000,167000,169500,▼500,－0.29%,172200,178650,183075,181633,2167,240639
2017/09/25,173500,173500,168000,170000,▼3500,－2.02%,173400,179475,183383,181696,4202,240053
2017/09/22,174000,174000,167000,173500,▲500,＋0.29%,175100,180225,183700,181746,3360,239702
2017/09/21,176500,176500,171500,173000,▼2000,－1.14%,176000,180850,183917,181771,1100,239461
2017/09/20,176500,176500,174000,175000,▼500,－0.28%,176500,181450,184125,181804,1255,239296
2017/09/19,179000,179000,174500,175500,▼3000,－1.68%,177200,181900,184292,181825,1782,239376
2017/09/18,179000,179000,176500,178500,▲500,＋0.28%,177900,182300,184458,181838,373,239456
2017/09/15,176500,178000,176000,178000,▲2500,＋1.42%,178100,182750,184575,181817,721,239481
2017/09/14,179500,179500,175500,175500,▼3000,－1.68%,178400,183200,184650,181779,924,239325
2017/09/13,180500,180500,177000,178500,▼500,－0.28%,179400,183800,184767,181792,774,239440
2017/09/12,180000,180000,177000,179000,▼500,－0.28%,179500,184300,184825,181783,1647,239556
2017/09/11,180000,180000,177500,179500,0.0,0.00%,180500,184750,184950,181767,1555,240013
2017/09/08,180500,181000,178500,179500,▼1000,－0.55%,181500,185075,184992,181742,1116,240167
2017/09/07,180000,180500,177500,180500,▲1500,＋0.84%,183000,185350,185108,181721,1022,240457
2017/09/06,184000,184000,178500,179000,▼5000,－2.72%,184100,185575,185208,181688,1672,240564
2017/09/05,185000,185500,182000,184000,▼500,－0.27%,185700,186075,185408,181692,789,240709
2017/09/04,186500,186500,183000,184500,▼2500,－1.34%,186100,186325,185542,181658,866,240810
2017/09/01,186000,187000,185000,187000,▲1000,＋0.54%,186200,186500,185667,181621,942,241140
2017/08/31,187500,187500,185000,186000,▼1000,－0.53%,186000,186525,185775,181554,1398,241134
2017/08/30,184000,187000,184000,187000,▲1000,＋0.54%,185800,186650,185867,181508,1071,240815
2017/08/29,185000,186500,184000,186000,▲1000,＋0.54%,185200,186725,185858,181446,1039,240754
2017/08/28,185500,187000,184000,185000,▼1000,－0.54%,184700,186875,185875,181408,1712,240929
2017/08/25,185000,186500,183500,186000,▲1000,＋0.54%,185200,187075,185917,181392,876,241029
2017/08/24,184000,186000,183500,185000,▲1000,＋0.54%,185400,187175,185917,181375,770,241034
2017/08/23,183500,185500,183500,184000,▲500,＋0.27%,185900,187175,185908,181367,1255,241000
2017/08/22,186500,188000,183500,183500,▼4000,－2.13%,186800,187125,185917,181375,1270,240745
2017/08/21,187000,188000,186500,187500,▲500,＋0.27%,187700,187100,185950,181408,532,240673
2017/08/18,186000,188000,186000,187000,▼500,－0.27%,187400,186850,185900,181421,828,240699
2017/08/17,186500,188500,185500,187500,▼1000,－0.53%,187000,186675,185833,181429,1252,240574
2017/08/16,187500,188500,185000,188500,▲500,＋0.27%,186500,186450,185742,181446,1574,240583
2017/08/14,185500,188500,183500,188000,▲2000,＋1.08%,186600,186100,185575,181425,1155,240418
2017/08/11,185000,186000,182500,186000,▲1000,＋0.54%,186800,185750,185375,181446,793,240270
2017/08/10,183000,185500,182000,185000,0.0,0.00%,187200,185525,185158,181438,2573,240363
2017/08/09,188500,188500,184000,185000,▼4000,－2.12%,187700,185275,184958,181438,1832,239281
2017/08/08,188500,189000,187500,189000,0.0,0.00%,188400,184950,184758,181425,817,239214
2017/08/07,187500,189500,187000,189000,▲1000,＋0.53%,188300,184700,184492,181375,1504,239423
2017/08/04,187500,189500,186500,188000,▲500,＋0.27%,188300,184400,184200,181342,844,239103
2017/08/03,188500,188500,186000,187500,▼1000,－0.53%,188500,184225,183950,181304,1451,239198
2017/08/02,188500,189500,186000,188500,0.0,0.00%,188600,184000,183725,181275,917,239238
2017/08/01,186500,190000,186000,188500,▼500,－0.26%,187900,183875,183483,181246,1168,239226
2017/07/31,190000,190500,185500,189000,0.0,0.00%,186800,183850,183233,181254,1127,239133
2017/07/28,188500,189500,187000,189000,▲1000,＋0.53%,185600,183800,182992,181263,1959,239429
2017/07/27,185000,188000,184500,188000,▲3000,＋1.62%,184300,183800,182775,181288,1265,239413
2017/07/26,183000,185000,182500,185000,▲2000,＋1.09%,183400,183725,182575,181313,958,239117
2017/07/25,184500,185500,183000,183000,0.0,0.00%,183000,183750,182392,181342,2454,239110
2017/07/24,182500,183000,181500,183000,▲500,＋0.27%,182700,183850,182225,181392,1111,239201
2017/07/21,184500,184500,182000,182500,▼1000,－0.54%,182300,183975,182100,181421,840,238914
2017/07/20,183500,184000,182000,183500,▲500,＋0.27%,182100,184125,181983,181488,751,238998
2017/07/19,181000,183500,180000,183000,▲1500,＋0.83%,181400,184075,181850,181567,1159,239017
2017/07/18,181500,182000,179500,181500,▲500,＋0.28%,180500,184050,181700,181613,747,238863
2017/07/17,180500,181500,178500,181000,▼500,－0.28%,181000,184075,181583,181658,882,238918
2017/07/14,180000,181500,178000,181500,▲1500,＋0.83%,181400,184350,181475,181708,1030,238976
2017/07/13,180000,180500,178500,180000,▲1500,＋0.84%,182000,184375,181358,181729,1569,238986
2017/07/12,184000,184000,178000,178500,▼5500,－2.99%,182600,184700,181283,181754,5524,238937
2017/07/11,184500,185000,183500,184000,▲1000,＋0.55%,184100,185100,181192,181792,747,238896
2017/07/10,184500,185000,183000,183000,▼1500,－0.81%,184900,185450,181025,181779,1773,238897
2017/07/07,182000,188500,182000,184500,▲1500,＋0.82%,185900,185900,180867,181775,1865,238902
2017/07/06,186000,188000,182500,183000,▼3000,－1.61%,186800,186275,180700,181758,1942,239332
2017/07/05,190500,190500,185500,186000,▼2000,－1.06%,187500,186800,180558,181758,1236,239356
2017/07/04,189000,190000,185500,188000,0.0,0.00%,187400,187075,180383,181725,1195,239564
2017/07/03,191500,191500,187000,188000,▼1000,－0.53%,186800,187000,180192,181671,1551,239583
2017/06/30,187000,190000,186500,189000,▲2500,＋1.34%,186300,186950,180008,181617,1548,239492
2017/06/29,185500,187000,183500,186500,▲1000,＋0.54%,185600,186875,179792,181558,1001,239196
2017/06/28,185000,186000,182500,185500,▲500,＋0.27%,184800,186850,179625,181500,1016,239151
2017/06/27,184500,187000,184500,185000,▼500,－0.27%,184200,186800,179483,181454,1095,238884
2017/06/26,186500,186500,184500,185500,0.0,0.00%,183600,186775,179358,181408,1348,238890
2017/06/23,182500,186000,182500,185500,▲3000,＋1.64%,183800,186775,179217,181358,2498,238637
2017/06/22,184500,184500,181500,182500,0.0,0.00%,183100,186725,179058,181313,1617,238133
2017/06/21,183500,183500,181000,182500,▲500,＋0.27%,183900,186750,178908,181317,2809,238035
2017/06/20,186500,187000,181000,182000,▼4500,－2.41%,184700,186725,178817,181308,3275,237002
2017/06/19,183000,186500,182000,186500,▲4500,＋2.47%,186500,186550,178742,181317,3334,236897
2017/06/16,187500,188500,182000,182000,▼4500,－2.41%,187600,186025,178583,181292,2958,236019
2017/06/15,188000,191500,184000,186500,0.0,0.00%,189600,185575,178492,181292,4227,237113
2017/06/14,191500,191500,186500,186500,▼4500,－2.36%,191000,184900,178333,181242,1648,236783
2017/06/13,193000,193000,190000,191000,▼1000,－0.52%,192000,184225,178167,181188,1914,236531
2017/06/12,192500,193000,191000,192000,0.0,0.00%,191100,183325,177975,181096,1386,235726
2017/06/09,194500,194500,191500,192000,▼1500,－0.78%,190100,182300,177775,181000,1663,235492
2017/06/08,191500,194000,190000,193500,▲2000,＋1.04%,189200,181350,177575,180900,3981,235490
2017/06/07,186500,192000,184000,191500,▲5000,＋2.68%,187700,180375,177333,180771,3674,236238
2017/06/05,187000,187500,178000,186500,▼500,－0.27%,186300,179500,177150,180654,2306,235593
2017/06/02,187500,188500,185500,187000,▼500,－0.27%,185900,178850,177033,180575,2497,235812
2017/06/01,185000,187500,184500,187500,▲1500,＋0.81%,185600,178225,176942,180496,3920,235894
2017/05/31,185500,186500,182500,186000,▲1500,＋0.81%,185000,177650,176867,180404,4174,235893
2017/05/30,185000,185500,181500,184500,0.0,0.00%,184400,177150,176833,180329,1929,234293
2017/05/29,186000,187000,183500,184500,▼1000,－0.54%,183900,176625,176825,180271,2207,234379
2017/05/26,186000,186000,183500,185500,▲1000,＋0.54%,182700,176050,176833,180204,1861,234487
2017/05/25,183000,185500,183000,184500,▲1500,＋0.82%,180800,175550,176867,180154,1979,234182
2017/05/24,183500,184500,181000,183000,▲1000,＋0.55%,178500,175100,176942,180108,2738,233731
2017/05/23,179000,184000,178000,182000,▲3500,＋1.96%,176500,174725,177025,180083,4178,232826
2017/05/22,178500,179000,175500,178500,▲2500,＋1.42%,174700,174325,177150,180067,7680,231720
2017/05/19,173000,177000,173000,176000,▲3000,＋1.73%,173600,174125,177275,180079,4130,230701
2017/05/18,171000,174500,171000,173000,0.0,0.00%,172700,174050,177517,180113,3273,228873
2017/05/17,173000,173500,171000,173000,0.0,0.00%,172700,174125,177717,180183,5035,228103
2017/05/16,173000,173000,171000,173000,0.0,0.00%,172900,174250,177917,180254,5423,226894
2017/05/15,172000,173500,170000,173000,▲1500,＋0.87%,173100,174250,178092,180321,2251,226512
2017/05/12,173000,173000,171000,171500,▼1500,－0.87%,173200,174300,178258,180379,5185,226327
2017/05/11,174500,175000,171500,173000,▼1000,－0.57%,173800,174400,178483,180442,6582,226346
2017/05/10,174000,176000,173500,174000,0.0,0.00%,174400,174475,178658,180483,3491,225588
2017/05/08,173500,174500,172000,174000,▲500,＋0.29%,174800,174500,178825,180517,9145,225251
2017/05/04,175000,175000,171500,173500,▼1000,－0.57%,174800,174575,179008,180546,5319,222762
2017/05/02,174000,175500,172500,174500,▼1500,－0.85%,174700,174725,179275,180575,1762,222116
2017/04/28,176000,176500,174500,176000,0.0,0.00%,174900,174850,179533,180604,699,222005
2017/04/27,174000,176000,173500,176000,▲2000,＋1.15%,174800,174850,179800,180625,1777,222002
2017/04/26,173000,175500,172500,174000,▲1000,＋0.58%,174700,174875,180050,180638,2065,221922
2017/04/25,174000,175000,172000,173000,▼2500,－1.42%,174700,175025,180292,180663,3405,221535
2017/04/24,175500,175500,173500,175500,0.0,0.00%,175000,175250,180558,180700,1969,221369
2017/04/21,175500,176500,174000,175500,0.0,0.00%,174800,175325,180742,180725,1876,220985
2017/04/20,174000,176000,173500,175500,▲1500,＋0.86%,174600,175350,180992,180733,1083,221024
2017/04/19,174500,174500,173500,174000,▼500,－0.29%,174600,175250,181283,180738,1193,220618
2017/04/18,174000,175500,173500,174500,0.0,0.00%,174400,175400,181525,180738,2668,220542
2017/04/17,172000,174500,172000,174500,0.0,0.00%,174300,175550,181733,180742,1020,219860
2017/04/14,175500,175500,172500,174500,▼1000,－0.57%,174100,175675,181942,180783,1264,219664
2017/04/13,173000,175500,173000,175500,▲2500,＋1.45%,174100,175775,182100,180821,1697,219785
2017/04/12,174000,174500,172500,173000,▼1000,－0.57%,173900,175850,182225,180875,999,219280
2017/04/11,172000,174500,171500,174000,▲500,＋0.29%,174400,176025,182392,180954,1332,219096
2017/04/10,174500,174500,172000,173500,▼1000,－0.57%,174900,176300,182533,181004,1270,218846
2017/04/07,174000,175000,173500,174500,0.0,0.00%,175600,176625,182683,181058,785,218930
2017/04/06,175000,175500,173500,174500,▼1000,－0.57%,175900,176900,182817,181100,1982,218755
2017/04/05,176000,176000,175000,175500,▼1000,－0.57%,176300,177125,182958,181150,1200,218334
2017/04/04,177000,177000,174000,176500,▼500,－0.28%,176600,177375,183067,181192,1126,218109
2017/04/03,175500,177500,174000,177000,▲1000,＋0.57%,176800,177525,183150,181229,1125,218069
2017/03/31,175000,176000,173000,176000,▼500,－0.28%,176800,177750,183225,181254,2203,217926
2017/03/30,177000,177000,175000,176500,▼500,－0.28%,176800,178100,183325,181271,709,217596
2017/03/29,178000,178500,175500,177000,▼500,－0.28%,176200,178475,183375,181275,940,217760
2017/03/28,177000,177500,176000,177500,▲500,＋0.28%,176200,178825,183425,181288,722,217839
2017/03/27,176000,177000,174500,177000,▲1000,＋0.57%,176200,179200,183458,181288,744,217758
2017/03/24,174000,177000,173500,176000,▲2500,＋1.44%,176200,179725,183500,181317,1335,217681
2017/03/23,174000,175500,172500,173500,▼3500,－1.98%,176300,180375,183567,181358,4383,217287
2017/03/22,176000,177500,173500,177000,▼500,－0.28%,177000,181100,183725,181479,2337,217776
2017/03/21,176000,177500,175500,177500,▲500,＋0.28%,176900,181725,183800,181579,684,217795
2017/03/20,176000,177000,174500,177000,▲500,＋0.28%,177300,182150,183892,181654,1203,217926
2017/03/17,177000,177000,175000,176500,▼500,－0.28%,177900,182825,184000,181692,2518,218039
2017/03/16,177000,177500,175500,177000,▲500,＋0.28%,178600,183250,184092,181700,1815,218043
2017/03/15,180000,180000,174500,176500,▼3000,－1.67%,179000,183650,184150,181696,2618,218193
2017/03/14,178500,180000,177000,179500,▼500,－0.28%,179800,184000,184208,181692,1616,217920
2017/03/13,180500,180500,178500,180000,0.0,0.00%,179800,184175,184217,181658,498,217624
2017/03/10,179000,181000,178000,180000,▲1000,＋0.56%,180100,184425,184225,181625,787,217725
2017/03/09,178500,181000,178500,179000,▼1500,－0.83%,180700,184600,184225,181583,611,217743
2017/03/08,178500,181000,178000,180500,▲1000,＋0.56%,181700,184850,184208,181550,1356,217832
2017/03/07,179000,181500,179000,179500,▼2000,－1.10%,182400,185075,184158,181513,801,217820
2017/03/06,181000,181500,178000,181500,▼1500,－0.82%,183500,185575,184117,181488,1832,218104
2017/03/03,183500,184500,182000,183000,▼1000,－0.54%,184700,186000,184050,181425,1190,218079
2017/03/02,184000,185000,183000,184000,0.0,0.00%,185900,186450,183942,181358,1061,218122
2017/02/28,185000,185500,183500,184000,▼1000,－0.54%,186700,186800,183825,181275,844,218433
2017/02/27,185500,186500,183500,185000,▼2500,－1.33%,187800,187025,183717,181196,988,218462
2017/02/24,189000,189000,185000,187500,▼1500,－0.79%,188000,187225,183575,181108,920,218547
