[일시]삼성전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/12/06,100000,101000,97500,97500,▼2500,－2.50%,100100,103600,103122,100598,996778,15747617
2017/12/05,100000,101000,98600,100000,▼500,－0.50%,101200,103975,103148,100472,415913,16015703
2017/12/04,102500,103000,99000,100500,▼2000,－1.95%,101700,104175,103103,100356,826989,16016867
2017/12/01,100500,103000,99700,102500,▲2500,＋2.50%,102200,104150,103095,100228,489120,16168794
2017/11/30,100000,102000,99500,100000,▼3000,－2.91%,103100,104150,103070,100065,777687,16144112
2017/11/29,102500,104000,102000,103000,▲500,＋0.49%,104700,104225,103068,99928,314177,16238979
2017/11/28,102500,104500,100000,102500,▼500,－0.49%,106000,104325,102972,99768,768468,16268513
2017/11/27,107500,108500,102000,103000,▼4000,－3.74%,107200,104400,102902,99597,954687,16379729
2017/11/24,107500,108000,105500,107000,▼1000,－0.93%,108200,104400,102818,99426,524087,16440858
2017/11/23,109000,109500,107000,108000,▼1500,－1.37%,108600,103910,102675,99226,584419,16456332
2017/11/22,109500,110000,107000,109500,▲1000,＋0.92%,107900,103350,102503,99027,912181,16446630
2017/11/21,108500,109500,107000,108500,▲500,＋0.46%,106100,102735,102330,98800,774120,16555595
2017/11/20,110500,111000,106500,108000,▼1000,－0.92%,104400,102185,102167,98583,839934,16710866
2017/11/17,107500,110000,106500,109000,▲4500,＋4.31%,102800,101810,101980,98375,2119111,16749923
2017/11/16,100500,105000,99800,104500,▲4000,＋3.98%,101900,101325,101765,98142,1050911,16447657
2017/11/15,100500,100500,98800,100500,▲500,＋0.50%,101700,100890,101617,97933,454300,16236132
2017/11/14,99600,101000,98600,100000,0.0,0.00%,102600,100670,101522,97750,593942,16168597
2017/11/13,103500,104000,100000,100000,▼4500,－4.31%,103400,100635,101373,97547,751762,16200560
2017/11/10,102500,104500,102000,104500,▲1000,＋0.97%,103400,100450,101250,97352,451315,16302741
2017/11/09,105500,105500,103000,103500,▼1500,－1.43%,103000,100215,101055,97121,566908,16240114
2017/11/08,104000,105000,103000,105000,▲1000,＋0.96%,102600,100165,100933,96895,530563,16171346
2017/11/07,100000,104000,98800,104000,▲4000,＋4.00%,102600,100165,100747,96665,865030,16086287
2017/11/06,101500,102000,99500,100000,▼2500,－2.44%,102600,100315,100575,96448,580649,16055562
2017/11/03,103000,103500,100500,102500,▲1000,＋0.99%,103200,100415,100453,96248,387200,16055947
2017/11/02,105000,105000,101000,101500,▼3500,－3.33%,102140,100340,100332,96031,585369,16078516
2017/11/01,104500,106000,103500,105000,▲1000,＋0.96%,101200,100390,100183,95810,786437,16181523
2017/10/31,104500,105000,102500,104000,▲1000,＋0.97%,99640,100215,99995,95543,931524,16101672
2017/10/30,99000,103000,97700,103000,▲5800,＋5.97%,98340,100190,99793,95286,1490876,15978600
2017/10/27,97200,97500,96300,97200,▲400,＋0.41%,97840,100190,99743,95035,371313,15749187
2017/10/26,97200,99500,96700,96800,▼400,－0.41%,98260,100605,99782,94813,595747,15706690
2017/10/25,98200,98400,96700,97200,▼300,－0.31%,98060,101215,99893,94593,390236,15677529
2017/10/24,99800,99900,97500,97500,▼3000,－2.99%,97840,101805,100048,94361,534149,15661633
2017/10/23,100000,101000,98500,100500,▲1200,＋1.21%,98200,102455,100190,94125,530230,15718439
2017/10/20,96000,99300,96000,99300,▲3500,＋3.65%,97360,103030,100215,93846,669218,15748130
2017/10/19,95800,98200,95200,95800,▼300,－0.31%,97460,103465,100260,93587,779355,15591506
2017/10/18,99200,99400,95800,96100,▼3200,－3.22%,98800,104100,100422,93355,779305,15573520
2017/10/17,97900,99500,97900,99300,▲3000,＋3.12%,100580,104770,100587,93116,654346,15637337
2017/10/16,100000,101000,95200,96300,▼3500,－3.51%,102120,105255,100665,92851,1349042,15557702
2017/10/13,102000,102500,99700,99800,▼2700,－2.63%,103260,105640,100802,92625,1287527,15490299
2017/10/12,105000,106000,101500,102500,▼2500,－2.38%,103500,105700,100805,92370,974908,15414611
2017/10/11,107500,109000,104500,105000,▼2000,－1.87%,103500,105600,100797,92083,825625,15460697
2017/10/10,103500,107500,102500,107000,▲5000,＋4.90%,102800,105305,100702,91780,908194,15786988
2017/09/29,101000,102000,99200,102000,▲1000,＋0.99%,102100,104820,100573,91454,749117,15679658
2017/09/28,103000,104000,100000,101000,▼1500,－1.46%,102300,104720,100537,91176,606027,15522674
2017/09/27,102500,103500,100000,102500,▲1000,＋0.99%,103200,104720,100545,90902,505583,15610945
2017/09/26,103000,104000,99900,101500,▼2000,－1.93%,104500,104590,100472,90611,725883,15639539
2017/09/25,102500,105500,101500,103500,▲500,＋0.49%,106000,104375,100405,90340,732786,15689663
2017/09/22,105000,108500,101500,103000,▼2500,－2.37%,107400,104115,100380,90057,889375,15658813
2017/09/21,109500,109500,104000,105500,▼3500,－3.21%,109200,103865,100355,89775,1009950,15634289
2017/09/20,109500,111000,108000,109000,0.0,0.00%,109700,103510,100305,89471,665160,15732510
2017/09/19,110500,111000,108000,109000,▼1500,－1.36%,109600,102945,100313,89113,648841,15729525
2017/09/18,113000,114500,110000,110500,▼1500,－1.34%,109700,102450,100330,88757,1027445,15683200
2017/09/15,107000,112000,107000,112000,▲4000,＋3.70%,109400,101860,100163,88404,1008166,15794434
2017/09/14,109000,110000,107500,108000,▼500,－0.46%,107800,101100,99963,88033,694108,15734176
2017/09/13,109000,111000,107500,108500,▼1000,－0.91%,106400,100505,99747,87696,817277,15714856
2017/09/12,110000,110000,107000,109500,▲500,＋0.46%,104800,99860,99507,87353,720070,15671017
2017/09/11,106000,109000,105500,109000,▲5000,＋4.81%,102720,99125,99245,86998,1348094,15731173
2017/09/08,102000,104000,101500,104000,▲3000,＋2.97%,100380,98230,98918,86643,1099494,15527421
2017/09/07,101000,102000,100000,101000,▲500,＋0.50%,99580,97660,98618,86309,594225,15310864
2017/09/06,98800,100500,98300,100500,▲1400,＋1.41%,99580,97250,98353,85990,523871,15283623
2017/09/05,98200,99100,96400,99100,▲1800,＋1.85%,99460,97035,98073,85671,619962,15248877
2017/09/04,96000,98800,96000,97300,▼2700,－2.70%,99080,96770,97795,85355,745705,15247597
2017/09/01,102000,102500,99000,100000,▼1000,－0.99%,99280,96590,97608,85034,645189,15264104
2017/08/31,101000,102500,100000,101000,▲1100,＋1.10%,98880,96225,97362,84689,778017,15431900
2017/08/30,98000,99900,97500,99900,▲2700,＋2.78%,98360,95935,97060,84348,705687,15373255
2017/08/29,97800,98200,95900,97200,▼1100,－1.12%,97920,95570,96787,84016,636513,15269771
2017/08/28,98600,99700,97500,98300,▲300,＋0.31%,98300,95395,96563,83704,415055,15272094
2017/08/25,99000,99300,96800,98000,▼400,－0.41%,98380,95075,96292,83374,569039,15293113
2017/08/24,97900,99900,97200,98400,▲700,＋0.72%,98140,95175,96033,83043,729506,15248464
2017/08/23,100500,100500,97300,97700,▼1400,－1.41%,97680,95230,95777,82711,747693,15124656
2017/08/22,100000,101000,98700,99100,▲400,＋0.41%,97260,95520,95550,82380,564678,15208476
2017/08/21,96800,101000,96700,98700,▲1900,＋1.96%,96400,95890,95270,82040,837282,15286470
2017/08/18,94500,97000,93600,96800,▲700,＋0.73%,94880,96255,94998,81724,579051,15246952
2017/08/17,95700,97000,95100,96100,▲500,＋0.52%,94040,96515,94770,81417,498189,15308552
2017/08/16,96500,97300,95000,95600,▲800,＋0.84%,93380,96810,94518,81115,747342,15356184
2017/08/14,92800,95300,92200,94800,▲3700,＋4.06%,93500,97305,94248,80816,695261,15445728
2017/08/11,90100,91500,89100,91100,▼1500,－1.62%,93300,97865,93978,80519,888162,15368957
2017/08/10,92000,94400,90200,92600,▼200,－0.22%,93820,98510,93720,80250,1035210,15352850
2017/08/09,95300,95800,92600,92800,▼3400,－3.53%,93840,99105,93453,79950,748961,15400464
2017/08/08,94300,96500,94300,96200,▲2400,＋2.56%,94320,99465,93187,79640,688875,15613193
2017/08/07,94400,95300,93700,93800,▲100,＋0.11%,93600,99755,92857,79301,519340,15583306
2017/08/04,92600,94300,90500,93700,▲1000,＋1.08%,93580,100030,92583,78991,797859,15623286
2017/08/03,95700,96000,91600,92700,▼2500,－2.63%,93220,100310,92322,78688,929298,15618599
2017/08/02,95900,96800,94300,95200,▲2600,＋2.81%,94680,100665,92042,78375,1106105,15677917
2017/08/01,92300,95200,92000,92600,▼1100,－1.17%,95540,100980,91730,78049,1074159,15653211
2017/07/31,90500,94700,89100,93700,▲1800,＋1.96%,97720,101255,91437,77746,1449073,15593934
2017/07/28,99100,99400,91500,91900,▼8100,－8.10%,100280,101445,91092,77432,2581821,15357220
2017/07/27,99500,102500,99300,100000,▲500,＋0.50%,103100,101950,90778,77132,840017,15472557
2017/07/26,102500,103500,99100,99500,▼4000,－3.86%,103500,102025,90327,76771,1337274,15476206
2017/07/25,106500,107000,103000,103500,▼3000,－2.82%,104000,102175,89845,76414,695550,15531998
2017/07/24,108000,109000,105000,106500,▲500,＋0.47%,104400,102475,89293,76022,996745,15661133
2017/07/21,102000,106000,101000,106000,▲4000,＋3.92%,104300,102650,88673,75606,1142843,15750638
2017/07/20,102500,103000,99700,102000,0.0,0.00%,103900,102375,88060,75178,886832,15622488
2017/07/19,106000,106500,101000,102000,▼3500,－3.32%,104400,102275,87477,74780,992179,15613285
2017/07/18,105500,107000,104500,105500,▼500,－0.47%,104000,101925,86913,74371,432968,15664657
2017/07/17,105500,106500,103500,106000,▲2000,＋1.92%,103300,101355,86288,73927,691856,15613959
2017/07/14,106000,108500,103500,104000,▼500,－0.48%,101960,100745,85645,73482,1009714,15638737
2017/07/13,101500,106500,100500,104500,▲4500,＋4.50%,101020,100015,85037,73037,1521245,15775139
2017/07/12,103000,104000,99600,100000,▼2000,－1.96%,100080,99090,84448,72587,717474,15570303
2017/07/11,100000,102000,99500,102000,▲2700,＋2.72%,100380,98345,83935,72177,812891,15647370
2017/07/10,101000,101500,98500,99300,0.0,0.00%,99600,97430,83368,71759,560828,15642574
2017/07/07,98500,102000,98500,99300,▼500,－0.50%,99240,96585,82858,71361,698903,15674317
2017/07/06,103000,104000,98500,99800,▼1700,－1.67%,99780,95925,82335,70956,1256348,15636029
2017/07/05,98900,103000,98700,101500,▲3400,＋3.47%,100120,95195,81815,70547,1277231,15667201
2017/07/04,97200,99800,96400,98100,▲600,＋0.62%,100320,94265,81258,70133,1035575,15830378
2017/07/03,101500,103000,96600,97500,▼4500,－4.41%,102600,93535,80750,69749,1559815,15750705
2017/06/30,99500,103000,98700,102000,▲500,＋0.49%,105100,92850,80275,69368,1157677,15891494
2017/06/29,104500,105500,99900,101500,▼1000,－0.98%,104800,91850,79733,68952,1771828,15843840
2017/06/28,106500,108000,102000,102500,▼7000,－6.39%,104500,90900,79195,68527,1868011,15969821
2017/06/27,110500,112000,106500,109500,▼500,－0.45%,103000,89925,78637,68096,1404877,16075362
2017/06/26,101000,110000,99600,110000,▲9500,＋9.45%,99920,88655,77912,67603,1520608,16152153
2017/06/23,101500,102500,99100,100500,▲500,＋0.50%,96680,87270,77183,67106,729619,15941366
2017/06/22,96300,100000,96000,100000,▲5000,＋5.26%,94460,86365,76645,66680,1925614,15902036
2017/06/21,93200,96100,91000,95000,▲900,＋0.96%,91660,85520,76102,66258,824813,15714418
2017/06/20,95400,96500,93400,94100,▲300,＋0.32%,89680,84820,75645,65867,801933,15686415
2017/06/19,90300,94300,89900,93800,▲4400,＋4.92%,87600,84085,75200,65481,1173788,15723945
2017/06/16,85600,89500,85500,89400,▲3400,＋3.95%,85320,83325,74752,65099,1111493,15726285
2017/06/15,84200,86400,84200,86000,▲900,＋1.06%,84660,82635,74367,64750,621311,15250721
2017/06/14,84800,86400,84500,85100,▲1400,＋1.67%,84500,82165,74000,64416,723879,15097451
2017/06/13,81700,84000,81700,83700,▲1300,＋1.58%,84060,81750,73627,64092,579653,15018686
2017/06/12,85100,85700,82300,82400,▼3700,－4.30%,84020,81385,73268,63777,1006493,14955412
2017/06/09,85800,86400,84700,86100,▲900,＋1.06%,84300,81135,72915,63472,523707,15150639
2017/06/08,83700,85900,82900,85200,▲2300,＋2.77%,83480,80730,72460,63134,949152,15284426
2017/06/07,83200,84000,82800,82900,▼600,－0.72%,82940,80265,72017,62805,374869,15055763
2017/06/05,84100,84400,82600,83500,▼300,－0.36%,82960,79945,71637,62492,339859,15024307
2017/06/02,82600,83900,82300,83800,▲1800,＋2.20%,83080,79520,71245,62177,485700,14919182
2017/06/01,82400,82600,81800,82000,▼500,－0.61%,82780,78980,70845,61864,291177,14956144
2017/05/31,82800,82800,81500,82500,▼500,－0.60%,82860,78535,70457,61564,796415,14915363
2017/05/30,84700,84800,82500,83000,▼1100,－1.31%,82980,78055,70053,61265,552819,14810263
2017/05/29,82900,84400,82900,84100,▲1800,＋2.19%,82580,77435,69645,60963,501168,14717416
2017/05/26,82600,83100,81700,82300,▼100,－0.12%,81640,76750,69210,60648,452177,14675595
2017/05/25,83200,83300,81700,82400,▼700,－0.84%,80900,76100,68810,60350,560600,14746274
2017/05/24,81700,83100,81500,83100,▲2100,＋2.59%,79540,75440,68450,60049,766024,14789609
2017/05/23,79800,81400,79800,81000,▲1600,＋2.02%,78240,74635,68063,59741,702921,14716153
2017/05/22,79700,80300,78900,79400,▲800,＋1.02%,77400,73995,67712,59448,491747,14687026
2017/05/19,75900,79300,75900,78600,▲3000,＋3.97%,76800,73425,67383,59178,860919,14729772
2017/05/18,75500,76300,75200,75600,▼1000,－1.31%,76560,72865,67060,58920,408268,14581355
2017/05/17,76300,77100,76100,76600,▼200,－0.26%,77040,72460,66780,58691,316465,14579745
2017/05/16,77000,77900,76100,76800,▲400,＋0.52%,76900,72090,66447,58454,407480,14575052
2017/05/15,77600,77600,75400,76400,▼1000,－1.29%,76840,71710,66093,58221,484475,14539763
2017/05/12,78000,78000,76800,77400,▼600,－0.77%,76560,71290,65745,57993,424588,14515358
2017/05/11,76600,78000,76000,78000,▲2100,＋2.77%,75680,70855,65398,57764,572700,14537287
2017/05/10,76700,78000,75900,75900,▼600,－0.78%,74700,70350,65055,57504,542400,14522340
2017/05/08,75400,76500,74500,76500,▲1500,＋2.00%,74100,69985,64708,57262,716308,14493968
2017/05/04,73300,75000,73200,75000,▲2000,＋2.74%,72920,69565,64368,57024,610789,14429238
2017/05/02,73100,74500,72400,73000,▼100,－0.14%,72000,69195,64055,56790,422194,14155896
2017/04/28,72700,74900,72400,73100,▲200,＋0.27%,71260,68995,63772,56582,806660,14194660
2017/04/27,71000,72900,70000,72900,▲2300,＋3.26%,70480,68815,63485,56371,1128276,14117923
2017/04/26,70900,71800,69100,70600,▲200,＋0.28%,69300,68630,63215,56144,1138251,13912326
2017/04/25,69700,70700,69300,70400,▲1100,＋1.59%,68820,68550,62983,55938,711139,13888951
2017/04/24,69800,69800,68800,69300,▲100,＋0.14%,68340,68330,62750,55730,348238,13792160
2017/04/21,67500,69400,67200,69200,▲2200,＋3.28%,67960,68180,62538,55540,738359,13825537
2017/04/20,68100,68100,66600,67000,▼1200,－1.76%,67620,68130,62297,55356,552349,13694431
2017/04/19,68200,68500,67700,68200,▲200,＋0.29%,68060,68150,62083,55201,294538,13657954
2017/04/18,67800,68300,67500,68000,▲600,＋0.89%,68260,68120,61828,55033,303898,13566345
2017/04/17,67300,68000,67100,67400,▼100,－0.15%,68260,68090,61565,54860,244812,13487719
2017/04/14,68700,69000,66800,67500,▼1700,－2.46%,68520,68065,61318,54696,494310,13476322
2017/04/13,69400,69700,68300,69200,0.0,0.00%,68600,68005,61037,54537,395851,13548907
2017/04/12,68300,69500,68200,69200,▲1200,＋1.76%,68480,67745,60725,54361,399233,13683630
2017/04/11,68400,68800,67400,68000,▼700,－1.02%,68260,67420,60418,54177,386208,13615611
2017/04/10,68000,69900,67700,68700,▲800,＋1.18%,68180,67130,60150,54005,563643,13709275
2017/04/07,68300,69000,67100,67900,▼700,－1.02%,68240,66755,59863,53827,408976,13693129
2017/04/06,67900,68600,67300,68600,▲500,＋0.73%,68560,66300,59577,53655,319483,13732630
2017/04/05,66600,68200,66000,68100,▲500,＋0.74%,68680,65800,59278,53480,606466,13718642
2017/04/04,68400,68500,67100,67600,▼1400,－2.03%,68860,65400,59008,53306,483022,13597202
2017/04/03,70000,70000,68300,69000,▼500,－0.72%,68540,65020,58748,53143,329334,13637241
2017/03/31,69200,70300,68800,69500,▲300,＋0.43%,68000,64560,58460,52964,438173,13626949
2017/03/30,69800,70400,68300,69200,▲200,＋0.29%,67740,64020,58170,52783,703041,13547508
2017/03/29,66400,69400,65600,69000,▲3000,＋4.55%,67380,63475,57858,52608,993872,13592093
2017/03/28,66800,67700,65500,66000,▼300,－0.45%,67100,62950,57555,52437,486924,13477177
2017/03/27,68100,68500,66200,66300,▼1900,－2.79%,67380,62550,57295,52290,511488,13442582
2017/03/24,67500,68900,67400,68200,▲800,＋1.19%,67500,62150,57028,52146,405708,13408334
2017/03/23,68100,68100,66600,67400,▼200,－0.30%,67120,61780,56714,51985,477059,13392291
2017/03/22,66600,68400,66400,67600,▲200,＋0.30%,66440,61405,56414,51835,471131,13400054
2017/03/21,67000,67500,65600,67400,▲500,＋0.75%,65460,61020,56089,51675,647728,13313413
2017/03/20,66700,67400,65900,66900,▲600,＋0.90%,64420,60635,55762,51521,543321,13260007
2017/03/17,63900,66800,63500,66300,▲2300,＋3.59%,63280,60250,55446,51369,1159979,13230863
2017/03/16,63300,64000,62500,64000,▲1300,＋2.07%,61780,59875,55133,51226,746832,13082617
2017/03/15,62300,63500,62300,62700,▲500,＋0.80%,60700,59505,54832,51106,517711,12950578
