[일시]대신증권,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/24,15550,15700,15400,15400,▼250,－1.60%,15060,14145,13930,14210,190725,11634627
2017/11/23,15200,15800,14950,15650,▲450,＋2.96%,14940,14053,13913,14192,292306,11627178
2017/11/22,14650,15350,14650,15200,▲750,＋5.19%,14750,13943,13893,14171,345948,11640365
2017/11/21,14550,14650,14250,14450,▼150,－1.03%,14580,13865,13882,14157,193952,11585916
2017/11/20,14800,14850,14550,14600,▼200,－1.35%,14470,13823,13875,14148,128276,11589308
2017/11/17,14900,14950,14750,14800,▲100,＋0.68%,14310,13780,13872,14136,259031,11611756
2017/11/16,14450,14900,14450,14700,▲350,＋2.44%,14060,13713,13868,14123,415835,11612865
2017/11/15,13950,14800,13750,14350,▲450,＋3.24%,13850,13658,13863,14108,605718,11563717
2017/11/14,13800,13950,13550,13900,▲100,＋0.72%,13700,13620,13863,14095,156796,11530960
2017/11/13,13550,13850,13550,13800,▲250,＋1.85%,13640,13625,13868,14084,113008,11579939
2017/11/10,13600,13650,13500,13550,▼100,－0.73%,13590,13640,13875,14076,67001,11572664
2017/11/09,13700,13700,13550,13650,▲50,＋0.37%,13620,13673,13892,14073,109753,11586928
2017/11/08,13550,13700,13500,13600,0.0,0.00%,13620,13708,13914,14066,63477,11574544
2017/11/07,13650,13650,13450,13600,▲50,＋0.37%,13650,13715,13933,14059,100255,11565595
2017/11/06,13650,13750,13550,13550,▼150,－1.09%,13630,13718,13956,14051,72371,11569819
2017/11/03,13700,13800,13600,13700,▲50,＋0.37%,13620,13700,13978,14042,159238,11579192
2017/11/02,13850,13850,13500,13650,▼100,－0.73%,13590,13663,14007,14035,130549,11560665
2017/11/01,13550,13950,13500,13750,▲250,＋1.85%,13550,13625,14036,14027,280973,11551176
2017/10/31,13500,13550,13300,13500,0.0,0.00%,13530,13593,14062,14017,130241,11533095
2017/10/30,13650,13700,13350,13500,▼50,－0.37%,13550,13570,14088,14007,164578,11557716
2017/10/27,13450,13600,13400,13550,▲100,＋0.74%,13600,13580,14127,14000,149843,11569170
2017/10/26,13650,13650,13350,13450,▼200,－1.47%,13580,13603,14166,13993,175586,11579687
2017/10/25,13800,13800,13450,13650,▲50,＋0.37%,13610,13638,14207,13987,120762,11575023
2017/10/24,13750,13800,13450,13600,▼150,－1.09%,13600,13665,14256,13976,119378,11573824
2017/10/23,13600,13750,13500,13750,▲300,＋2.23%,13680,13713,14302,13965,153422,11592937
2017/10/20,13700,13700,13350,13450,▼150,－1.10%,13750,13738,14331,13949,227080,11541684
2017/10/19,13700,13800,13500,13600,0.0,0.00%,13900,13765,14360,13934,226131,11545471
2017/10/18,13900,14000,13500,13600,▼400,－2.86%,14050,13788,14384,13916,230604,11531228
2017/10/17,14050,14100,13800,14000,▼100,－0.71%,14080,13815,14412,13898,169263,11538128
2017/10/16,14250,14350,13900,14100,▼100,－0.70%,14010,13813,14425,13876,113868,11530320
2017/10/13,14300,14350,14000,14200,▼150,－1.05%,13830,13810,14442,13853,165851,11538639
2017/10/12,13850,14400,13800,14350,▲600,＋4.36%,13580,13788,14453,13829,351643,11535016
2017/10/11,13600,13800,13550,13750,▲100,＋0.73%,13290,13745,14468,13804,116408,11472615
2017/10/10,13400,13700,13400,13650,▲450,＋3.41%,13160,13743,14484,13784,269251,11456786
2017/09/29,12950,13200,12950,13200,▲250,＋1.93%,13040,13758,14508,13766,105674,11374877
2017/09/28,12950,13100,12850,12950,▲50,＋0.39%,13140,13813,14538,13752,127026,11374780
2017/09/27,13200,13200,12900,12900,▼200,－1.53%,13350,13870,14574,13740,91101,11367508
2017/09/26,12850,13200,12800,13100,▲50,＋0.38%,13600,13930,14609,13730,125262,11370208
2017/09/25,13650,13700,12950,13050,▼650,－4.74%,13820,13975,14648,13718,389031,11348228
2017/09/22,14000,14000,13650,13700,▼300,－2.14%,14120,14033,14688,13709,153972,11328822
2017/09/21,14100,14150,13850,14000,▼150,－1.06%,14230,14065,14718,13693,76847,11339733
2017/09/20,14250,14300,13900,14150,▼50,－0.35%,14230,14083,14733,13677,123159,11338876
2017/09/19,14650,14650,14150,14200,▼350,－2.41%,14210,14100,14734,13657,170136,11334390
2017/09/18,14250,14650,14200,14550,▲300,＋2.11%,14200,14115,14734,13636,207217,11402176
2017/09/15,14050,14250,13900,14250,▲250,＋1.79%,14080,14090,14718,13615,89215,11373280
2017/09/14,14050,14100,13850,14000,▼50,－0.36%,14040,14098,14698,13597,117187,11350288
2017/09/13,14150,14150,13850,14050,▼100,－0.71%,13990,14125,14680,13580,107046,11351411
2017/09/12,14050,14150,13900,14150,▲200,＋1.43%,13880,14145,14665,13565,75621,11381483
2017/09/11,14100,14200,13850,13950,▼100,－0.71%,13790,14153,14650,13548,131246,11390968
2017/09/08,13950,14100,13750,14050,▲300,＋2.18%,13790,14165,14637,13530,160540,11428933
2017/09/07,13600,14000,13600,13750,▲250,＋1.85%,13840,14175,14623,13512,183135,11427786
2017/09/06,13500,13800,13200,13500,▼200,－1.46%,13910,14215,14618,13495,201655,11430617
2017/09/05,14000,14050,13700,13700,▼250,－1.79%,14030,14290,14618,13481,110667,11429265
2017/09/04,13900,14200,13900,13950,▼350,－2.45%,14090,14340,14613,13464,120325,11473040
2017/09/01,14150,14500,14100,14300,▲200,＋1.42%,14140,14393,14608,13444,150964,11491487
2017/08/31,14150,14250,14000,14100,0.0,0.00%,14150,14420,14590,13418,159285,11525703
2017/08/30,14100,14200,14000,14100,▲100,＋0.71%,14200,14488,14575,13394,90642,11510718
2017/08/29,14200,14200,13900,14000,▼200,－1.41%,14280,14553,14554,13372,211535,11494413
2017/08/28,14300,14650,14050,14200,▼150,－1.05%,14380,14618,14538,13349,216834,11462747
2017/08/25,14300,14400,14150,14350,0.0,0.00%,14350,14663,14514,13325,134628,11437673
2017/08/24,14500,14550,14200,14350,▼150,－1.03%,14360,14735,14491,13301,93224,11422740
2017/08/23,14550,14700,14400,14500,0.0,0.00%,14400,14813,14471,13277,116274,11429855
2017/08/22,14250,14550,14150,14500,▲450,＋3.20%,14390,14883,14448,13251,225049,11451246
2017/08/21,14400,14400,14000,14050,▼350,－2.43%,14350,14988,14433,13226,131222,11422844
2017/08/18,14400,14550,14300,14400,▼150,－1.03%,14380,15103,14422,13205,90953,11418201
2017/08/17,14450,14600,14250,14550,▲100,＋0.69%,14350,15158,14401,13180,115506,11421151
2017/08/16,14550,14600,14200,14450,▲150,＋1.05%,14350,15190,14378,13154,158666,11459103
2017/08/14,14400,14550,14200,14300,▲100,＋0.70%,14460,15220,14353,13128,118805,11456598
2017/08/11,13900,14350,13900,14200,▼50,－0.35%,14540,15268,14328,13103,144207,11452707
2017/08/10,14550,14800,14050,14250,▼300,－2.06%,14700,15298,14301,13079,226940,11410424
2017/08/09,14850,14950,14550,14550,▼450,－3.00%,14820,15340,14278,13055,131010,11357387
2017/08/08,14650,15100,14500,15000,▲300,＋2.04%,15000,15358,14253,13028,202941,11363145
2017/08/07,15100,15100,14550,14700,▼300,－2.00%,15080,15368,14218,12998,174572,11361831
2017/08/04,14750,15050,14700,15000,▲150,＋1.01%,15200,15370,14186,12970,145515,11387991
2017/08/03,15450,15500,14500,14850,▼600,－3.88%,15220,15373,14147,12941,401914,11355144
2017/08/02,15500,15650,15350,15450,▲50,＋0.32%,15410,15383,14107,12912,223169,11354339
2017/08/01,15300,15850,15200,15400,▲100,＋0.65%,15500,15365,14063,12879,191497,11425830
2017/07/31,15050,15500,14750,15300,▲200,＋1.32%,15600,15345,14018,12846,412446,11449223
2017/07/28,15650,15750,14950,15100,▼700,－4.43%,15860,15353,13972,12811,284275,11544504
2017/07/27,16000,16000,15600,15800,▼100,－0.63%,16110,15370,13926,12778,95471,11549024
2017/07/26,16000,16100,15450,15900,0.0,0.00%,16050,15353,13873,12740,231763,11576422
2017/07/25,16650,16750,15850,15900,▼700,－4.22%,15910,15303,13821,12702,228771,11542884
2017/07/24,16500,16900,16150,16600,▲250,＋1.53%,15740,15220,13767,12662,408006,11536449
2017/07/21,15500,16400,15500,16350,▲850,＋5.48%,15470,15100,13697,12615,431470,11611671
2017/07/20,15200,15600,14950,15500,▲300,＋1.97%,15160,14960,13628,12568,184792,11567766
2017/07/19,15000,15200,14950,15200,▲150,＋1.00%,15080,14838,13568,12529,92527,11564430
2017/07/18,15200,15250,14900,15050,▼200,－1.31%,15020,14725,13508,12492,72279,11563098
2017/07/17,14800,15350,14800,15250,▲450,＋3.04%,15050,14630,13448,12456,170793,11563300
2017/07/14,15100,15100,14700,14800,▼300,－1.99%,14950,14530,13384,12420,224663,11529801
2017/07/13,15150,15200,14950,15100,▲200,＋1.34%,15000,14448,13327,12387,177262,11492489
2017/07/12,15250,15250,14900,14900,▼300,－1.97%,14990,14353,13265,12351,103093,11468115
2017/07/11,14800,15200,14650,15200,▲450,＋3.05%,15030,14280,13205,12316,153697,11470780
2017/07/10,15100,15100,14550,14750,▼300,－1.99%,14990,14195,13140,12279,186795,11451179
2017/07/07,14850,15200,14800,15050,0.0,0.00%,15130,14128,13083,12245,94256,11415325
2017/07/06,15100,15200,14900,15050,▼50,－0.33%,15210,14058,13025,12207,113301,11411604
2017/07/05,15000,15150,14800,15100,▲100,＋0.67%,15290,13968,12966,12170,190569,11375529
2017/07/04,15350,15700,14950,15000,▼450,－2.91%,15250,13873,12907,12133,252245,11298037
2017/07/03,15450,15600,15100,15450,0.0,0.00%,15100,13765,12850,12096,211128,11253362
2017/06/30,15350,15500,15100,15450,0.0,0.00%,14850,13643,12788,12055,212650,11214342
2017/06/29,14900,15500,14850,15450,▲550,＋3.69%,14470,13510,12729,12012,408655,11197741
2017/06/28,14150,14900,14100,14900,▲650,＋4.56%,13990,13385,12669,11970,367724,11154905
2017/06/27,14150,14350,14050,14250,▲50,＋0.35%,13600,13298,12622,11932,154020,11067551
2017/06/26,13700,14300,13600,14200,▲650,＋4.80%,13380,13243,12579,11903,387090,11045335
2017/06/23,13100,13700,13050,13550,▲500,＋3.83%,13190,13210,12538,11876,306377,10942532
2017/06/22,13050,13200,12850,13050,▲100,＋0.77%,13110,13203,12513,11855,130666,10979920
2017/06/21,13150,13200,12800,12950,▼200,－1.52%,13140,13208,12496,11837,95046,10984722
2017/06/20,13400,13400,13100,13150,▼100,－0.75%,13240,13220,12480,11820,108540,10989845
2017/06/19,13050,13350,13000,13250,▲100,＋0.76%,13310,13208,12466,11800,73650,10988078
2017/06/16,13200,13300,13150,13150,▼50,－0.38%,13340,13185,12445,11779,97165,10962089
2017/06/15,13400,13500,13150,13200,▼250,－1.86%,13440,13158,12423,11758,90785,10950186
2017/06/14,13550,13600,13350,13450,▼50,－0.37%,13450,13140,12402,11738,85079,10956270
2017/06/13,13350,13550,13300,13500,▲100,＋0.75%,13400,13123,12373,11717,92608,10979779
2017/06/12,13550,13800,13200,13400,▼250,－1.83%,13270,13093,12344,11693,198295,10986835
2017/06/09,13250,13700,13250,13650,▲400,＋3.02%,13190,13060,12316,11668,334053,10972759
2017/06/08,13200,13250,13000,13250,▲50,＋0.38%,13020,13010,12280,11642,150558,10919759
2017/06/07,12850,13250,12800,13200,▲350,＋2.72%,12960,12970,12245,11619,164055,10936025
2017/06/05,13050,13050,12800,12850,▼150,－1.15%,12950,12950,12213,11596,83684,10933380
2017/06/02,12900,13100,12800,13000,▲200,＋1.56%,13010,12945,12189,11575,138023,10947889
2017/06/01,12950,12950,12700,12800,▼150,－1.16%,13120,12920,12161,11555,132208,10947162
2017/05/31,13200,13300,12950,12950,▼200,－1.52%,13240,12898,12137,11535,104698,10959832
2017/05/30,13200,13350,13000,13150,0.0,0.00%,13280,12883,12111,11515,119103,11000959
2017/05/29,13500,13600,13150,13150,▼400,－2.95%,13290,12863,12083,11493,119340,11017599
2017/05/26,13400,13600,13250,13550,▲150,＋1.12%,13240,12838,12054,11470,236346,11062758
2017/05/25,13250,13400,13200,13400,▲250,＋1.90%,13090,12780,12020,11445,128134,11129432
2017/05/24,13250,13250,13050,13150,▼50,－0.38%,12930,12723,11988,11420,127852,11117157
2017/05/23,13000,13250,12900,13200,▲300,＋2.33%,12870,12658,11960,11398,138916,11116241
2017/05/22,12900,13000,12800,12900,▲100,＋0.78%,12850,12578,11930,11375,94921,11108746
2017/05/19,12650,12900,12600,12800,▲200,＋1.59%,12850,12505,11903,11358,97062,11099079
2017/05/18,12650,12700,12400,12600,▼250,－1.95%,12840,12438,11878,11340,106841,11058873
2017/05/17,13100,13100,12800,12850,▼250,－1.91%,12850,12375,11857,11324,103123,11057079
2017/05/16,13000,13150,12800,13100,▲200,＋1.55%,12770,12303,11832,11307,155299,11087000
2017/05/15,12800,12900,12600,12900,▲150,＋1.18%,12710,12213,11803,11288,114907,11110865
2017/05/12,12700,12850,12550,12750,▲100,＋0.79%,12680,12133,11778,11273,76711,11088960
2017/05/11,12500,12800,12450,12650,▲200,＋1.61%,12630,12063,11755,11257,192065,11080650
2017/05/10,12850,13000,12450,12450,▼350,－2.73%,12570,12008,11735,11242,177480,11010756
2017/05/08,12750,12850,12650,12800,▲50,＋0.39%,12610,11960,11718,11229,116271,10964398
2017/05/04,12600,12800,12550,12750,▲250,＋2.00%,12600,11898,11696,11212,90274,10961648
2017/05/02,12350,12700,12350,12500,▲150,＋1.21%,12580,11840,11674,11192,131456,10942777
2017/04/28,12650,12700,12300,12350,▼300,－2.37%,12560,11803,11650,11177,125501,10917322
2017/04/27,12750,12800,12450,12650,▼100,－0.78%,12540,11780,11631,11164,169622,10856416
2017/04/26,12650,12850,12550,12750,▲100,＋0.79%,12380,11740,11608,11147,246261,10811132
2017/04/25,12450,12650,12300,12650,▲250,＋2.02%,12150,11705,11583,11128,196379,10747786
2017/04/24,12300,12500,12200,12400,▲150,＋1.22%,11910,11658,11558,11108,178858,10657682
2017/04/21,12000,12300,12000,12250,▲400,＋3.38%,11720,11625,11533,11093,256038,10641867
2017/04/20,11550,12100,11500,11850,▲250,＋2.16%,11540,11615,11508,11078,155823,10646274
2017/04/19,11450,11650,11300,11600,▲150,＋1.31%,11450,11623,11491,11068,91927,10645999
2017/04/18,11550,11550,11400,11450,0.0,0.00%,11390,11643,11476,11061,41612,10661283
2017/04/17,11350,11450,11300,11450,▲100,＋0.88%,11360,11685,11464,11054,30306,10673548
2017/04/14,11400,11400,11250,11350,▼50,－0.44%,11340,11713,11455,11049,22873,10684047
2017/04/13,11350,11450,11200,11400,▲100,＋0.88%,11380,11738,11448,11045,34985,10692643
2017/04/12,11300,11400,11150,11300,0.0,0.00%,11400,11763,11437,11040,151838,10695395
2017/04/11,11400,11450,11250,11300,▼50,－0.44%,11450,11783,11428,11036,72979,10707827
2017/04/10,11500,11550,11250,11350,▼200,－1.73%,11510,11808,11418,11031,105380,10715765
2017/04/07,11500,11650,11400,11550,▲50,＋0.43%,11590,11825,11408,11025,85508,10717533
2017/04/06,11500,11550,11450,11500,▼50,－0.43%,11660,11823,11389,11018,78827,10736548
2017/04/05,11500,11650,11450,11550,▼50,－0.43%,11730,11805,11374,11010,111944,10742764
2017/04/04,11750,11750,11550,11600,▼150,－1.28%,11830,11793,11360,11002,46533,10746266
2017/04/03,11800,11800,11600,11750,▼150,－1.26%,11850,11783,11342,10993,89149,10747941
2017/03/31,11850,11950,11800,11900,▲50,＋0.42%,11850,11760,11321,10983,28218,10753841
2017/03/30,12150,12150,11850,11850,▼200,－1.66%,11880,11733,11295,10972,59284,10746791
2017/03/29,11850,12050,11700,12050,▲350,＋2.99%,11910,11710,11270,10961,116323,10768932
2017/03/28,11750,11850,11650,11700,▼50,－0.43%,11900,11680,11243,10948,90682,10740630
2017/03/27,12050,12050,11600,11750,▼300,－2.49%,12020,11668,11226,10938,127815,10726547
2017/03/24,12050,12250,12000,12050,▲50,＋0.42%,12070,11655,11213,10928,82751,10748459
2017/03/23,12000,12200,11950,12000,0.0,0.00%,12030,11628,11196,10915,128783,10744276
2017/03/22,12100,12200,11850,12000,▼300,－2.44%,12010,11600,11178,10903,161585,10701306
2017/03/21,12000,12300,11950,12300,▲300,＋2.50%,11950,11570,11159,10891,199412,10697305
2017/03/20,11850,12000,11800,12000,▲150,＋1.27%,11850,11518,11133,10877,63804,10651260
2017/03/17,11900,12100,11800,11850,▼50,－0.42%,11790,11483,11113,10865,150159,10636449
2017/03/16,11850,12200,11800,11900,▲200,＋1.71%,11720,11458,11093,10855,202271,10577215
2017/03/15,11800,11850,11650,11700,▼100,－0.85%,11570,11430,11075,10845,83741,10541397
2017/03/14,11800,11900,11700,11800,▲100,＋0.85%,11490,11413,11061,10837,108571,10528218
2017/03/13,11550,11750,11450,11700,▲200,＋1.74%,11410,11393,11041,10825,144500,10522038
2017/03/10,11200,11500,11150,11500,▲350,＋3.14%,11330,11378,11020,10814,135518,10480224
2017/03/09,11350,11350,11150,11150,▼150,－1.33%,11300,11375,11004,10804,109106,10428360
2017/03/08,11350,11400,11300,11300,▼100,－0.88%,11350,11388,10993,10798,106246,10399675
2017/03/07,11300,11450,11300,11400,▲100,＋0.88%,11380,11398,10979,10792,88977,10333559
2017/03/06,11300,11350,11200,11300,▼50,－0.44%,11390,11400,10962,10784,72374,10305408
2017/03/03,11350,11400,11200,11350,▼50,－0.44%,11430,11388,10948,10778,97030,10263949
2017/03/02,11600,11650,11400,11400,▼50,－0.44%,11460,11380,10933,10771,78459,10252248
2017/02/28,11450,11500,11350,11450,0.0,0.00%,11470,11373,10918,10763,31089,10280991
2017/02/27,11500,11500,11350,11450,▼50,－0.43%,11460,11363,10903,10754,48751,10277562
2017/02/24,11550,11550,11350,11500,0.0,0.00%,11420,11348,10886,10745,84393,10252194
2017/02/23,11500,11600,11400,11500,▲50,＋0.44%,11380,11318,10869,10735,168512,10210457
2017/02/22,11350,11500,11300,11450,▲50,＋0.44%,11350,11280,10852,10724,72929,10237154
2017/02/21,11300,11500,11200,11400,▲150,＋1.33%,11330,11250,10835,10714,203581,10223749
2017/02/20,11350,11400,11150,11250,▼50,－0.44%,11320,11215,10821,10704,127598,10222431
2017/02/17,11250,11400,11250,11300,▼50,－0.44%,11350,11190,10814,10697,52868,10161433
2017/02/16,11400,11450,11250,11350,0.0,0.00%,11370,11170,10803,10689,45960,10149396
2017/02/15,11400,11400,11250,11350,0.0,0.00%,11390,11148,10792,10680,78819,10148709
2017/02/14,11400,11450,11300,11350,▼50,－0.44%,11400,11118,10782,10671,50638,10116014
2017/02/13,11450,11450,11300,11400,0.0,0.00%,11430,11088,10774,10663,66424,10094182
2017/02/10,11450,11500,11350,11400,▼50,－0.44%,11440,11055,10768,10658,58911,10083615
2017/02/09,11350,11550,11250,11450,▲50,＋0.44%,11370,11020,10758,10650,70733,10078362
2017/02/08,11500,11550,11300,11400,▼100,－0.87%,11320,10970,10749,10643,74113,10082666
2017/02/07,11450,11600,11250,11500,▲50,＋0.44%,11290,10930,10741,10636,140456,10052294
2017/02/06,11150,11500,11150,11450,▲400,＋3.62%,11240,10890,10728,10628,145877,9999043
2017/02/03,11150,11350,11000,11050,▼150,－1.34%,11180,10843,10709,10620,103708,9952366
2017/02/02,11200,11400,11050,11200,▼50,－0.44%,11150,10815,10704,10617,114594,9955602
2017/02/01,11350,11400,11150,11250,0.0,0.00%,11060,10773,10697,10612,108917,9930659
2017/01/31,11250,11350,11200,11250,▲100,＋0.90%,10980,10728,10687,10607,65839,9908167
2017/01/26,11000,11300,10900,11150,▲250,＋2.29%,10870,10685,10674,10601,175249,9889662
2017/01/25,10850,11050,10800,10900,▲150,＋1.40%,10790,10663,10659,10594,125456,9861214
2017/01/24,10750,10900,10750,10750,▼100,－0.92%,10790,10668,10653,10590,62101,9829328
2017/01/23,10750,10850,10600,10850,▲150,＋1.40%,10820,10680,10649,10589,81902,9822536
2017/01/20,10750,10800,10700,10700,▼50,－0.47%,10800,10683,10646,10586,61487,9806517
