[일시]두산,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/10/26,143000,143000,140000,142500,▲1000,＋0.71%,141400,140950,132900,123278,25456,1487776
2017/10/25,139000,141500,138000,141500,▲2500,＋1.80%,141800,140675,132483,122897,18065,1486196
2017/10/24,139000,141500,138000,139000,▼500,－0.36%,142000,140500,132108,122517,20442,1490045
2017/10/23,143500,144500,138000,139500,▼5000,－3.46%,142700,140500,131792,122158,55344,1489256
2017/10/20,144500,149500,141000,144500,0.0,0.00%,143800,140550,131425,121792,80396,1477834
2017/10/19,141000,144500,141000,144500,▲2000,＋1.40%,143600,140075,130967,121378,22137,1477746
2017/10/18,141500,143500,140500,142500,0.0,0.00%,143000,139650,130483,120968,19635,1476120
2017/10/17,144000,144500,141500,142500,▼2500,－1.72%,142500,139050,130083,120571,24077,1477184
2017/10/16,143500,145500,142500,145000,▲1500,＋1.05%,142500,138350,129675,120172,32105,1477914
2017/10/13,140500,143500,139500,143500,▲2000,＋1.41%,141900,137400,129283,119763,29596,1473074
2017/10/12,139000,141500,139000,141500,▲1500,＋1.07%,141600,136500,128900,119363,47255,1478361
2017/10/11,141500,142500,138500,140000,▼2500,－1.75%,141400,135550,128558,118979,40771,1472535
2017/10/10,140500,145000,140500,142500,▲500,＋0.35%,140900,134900,128242,118614,40513,1465281
2017/09/29,141500,142500,139500,142000,0.0,0.00%,139700,134150,127858,118244,31244,1450965
2017/09/28,139500,142000,135000,142000,▲1500,＋1.07%,138000,133450,127500,117868,51363,1460348
2017/09/27,137500,140500,134000,140500,▲3000,＋2.18%,137200,132750,127117,117478,51302,1467058
2017/09/26,137000,139500,136000,137500,▲1000,＋0.73%,136500,132175,126800,117092,25487,1472784
2017/09/25,134000,137000,133000,136500,▲3000,＋2.25%,136600,131800,126508,116733,34659,1471821
2017/09/22,136500,137000,133000,133500,▼4500,－3.26%,137100,131275,126217,116384,66666,1469814
2017/09/21,135500,140000,134500,138000,▲1000,＋0.73%,138500,130950,125933,116058,42151,1468909
2017/09/20,138000,139000,135500,137000,▼1000,－0.72%,137900,130325,125558,115693,39751,1479768
2017/09/19,139500,140000,137500,138000,▼1000,－0.72%,137700,129825,125183,115334,36366,1478725
2017/09/18,139500,140000,137500,139000,▼1500,－1.07%,136200,129200,124783,114968,28348,1495039
2017/09/15,134500,140500,134500,140500,▲5500,＋4.07%,134100,128625,124350,114614,51275,1504051
2017/09/14,136000,138000,134000,135000,▼1000,－0.74%,131200,128025,123900,114253,47759,1507006
2017/09/13,131500,140000,131500,136000,▲5500,＋4.21%,129300,127925,123533,113921,120351,1509248
2017/09/12,128000,131500,126000,130500,▲2000,＋1.56%,126600,127500,123208,113588,26508,1512795
2017/09/11,125500,129000,125500,128500,▲2500,＋1.98%,125900,127500,122983,113305,26013,1516901
2017/09/08,125000,127500,124500,126000,▲500,＋0.40%,125700,127650,122858,113037,29452,1526832
2017/09/07,123000,126500,122000,125500,▲3000,＋2.45%,126100,128025,122783,112795,52460,1531137
2017/09/06,127000,127500,120000,122500,▼4500,－3.54%,126600,128375,122792,112528,100213,1523308
2017/09/05,128000,129000,126500,127000,▼500,－0.39%,127900,128725,122842,112288,16546,1533968
2017/09/04,126000,129500,124000,127500,▼500,－0.39%,128500,128800,122758,112014,30485,1537277
2017/09/01,128500,129500,125000,128000,0.0,0.00%,128200,128900,122708,111735,67597,1537634
2017/08/31,128500,129000,126500,128000,▼1000,－0.78%,128000,128950,122450,111460,36427,1555104
2017/08/30,130000,130000,126000,129000,▼1000,－0.77%,127500,128900,122192,111196,57833,1572822
2017/08/29,126500,130000,126500,130000,▲4000,＋3.17%,127100,128925,121933,110950,51034,1600579
2017/08/28,126500,128000,125000,126000,▼1000,－0.79%,126200,128325,121675,110671,17235,1615197
2017/08/25,125500,127000,123500,127000,▲1500,＋1.20%,126500,128000,121492,110432,34550,1617773
2017/08/24,126000,127000,123000,125500,▼1500,－1.18%,126800,127700,121333,110188,50428,1628438
2017/08/23,126000,127000,123000,127000,▲1500,＋1.20%,128300,127425,121200,109939,42478,1624379
2017/08/22,127500,129000,125000,125500,▼2000,－1.57%,128400,126950,121050,109723,37589,1618393
2017/08/21,129500,129500,127000,127500,▼1000,－0.78%,129400,126625,120892,109510,16903,1615057
2017/08/18,134000,134000,128000,128500,▼4500,－3.38%,130200,126250,120683,109298,24789,1614244
2017/08/17,127000,134500,127000,133000,▲5500,＋4.31%,131200,125700,120442,109085,59221,1616466
2017/08/16,130500,131000,127500,127500,▼3000,－2.30%,131100,124900,120092,108848,44272,1612617
2017/08/14,131000,132000,127000,130500,▼1000,－0.76%,131500,124300,119750,108652,45114,1615895
2017/08/11,131500,133000,130500,131500,▼2000,－1.50%,131100,123700,119367,108439,35153,1612122
2017/08/10,131500,134000,130500,133500,▲1000,＋0.75%,130700,123025,118925,108218,37857,1624353
2017/08/09,129500,134500,129500,132500,▲3000,＋2.32%,129800,122425,118442,108014,71950,1634126
2017/08/08,128500,130500,125500,129500,▲1000,＋0.78%,128700,121825,117942,107823,44478,1637574
2017/08/07,129500,130000,127500,128500,▼1000,－0.77%,128700,121400,117492,107652,56929,1637212
2017/08/04,129500,130500,127500,129500,▲500,＋0.39%,126600,121025,117033,107489,45037,1623961
2017/08/03,127500,133500,124000,129000,▲2000,＋1.57%,124600,120525,116575,107310,154562,1620393
2017/08/02,129000,129000,125500,127000,▼2500,－1.93%,123000,120100,116078,107110,44200,1626129
2017/08/01,119000,129500,118500,129500,▲11500,＋9.75%,121600,119700,115620,106923,124508,1640976
2017/07/31,119500,121000,117000,118000,▼1500,－1.26%,119200,119300,115108,106743,24958,1621893
2017/07/28,120500,121500,119000,119500,▼1500,－1.24%,119400,119400,114762,106648,29820,1621381
2017/07/27,120000,122500,119000,121000,▲1000,＋0.83%,119500,119375,114392,106552,29587,1624536
2017/07/26,118000,121500,118000,120000,▲2500,＋2.13%,118800,119150,114008,106431,33239,1636098
2017/07/25,119000,120000,117000,117500,▼1500,－1.26%,118200,118925,113655,106306,31805,1640284
2017/07/24,120500,120500,118500,119000,▼1000,－0.83%,117800,118775,113310,106189,37875,1638909
2017/07/21,116500,121500,116000,120000,▲2500,＋2.13%,117700,118525,112925,106048,43996,1640497
2017/07/20,118000,118500,115500,117500,▲500,＋0.43%,117300,118175,112523,105931,34345,1643078
2017/07/19,115000,119000,115000,117000,▲1500,＋1.30%,118100,117975,112158,105839,33638,1627785
2017/07/18,117000,120000,115500,115500,▼3000,－2.53%,118800,117775,111788,105752,44749,1620847
2017/07/17,118000,119000,115000,118500,▲500,＋0.42%,119900,117825,111452,105681,50052,1607551
2017/07/14,121000,121500,116000,118000,▼3500,－2.88%,120400,117750,111058,105589,60215,1589946
2017/07/13,120500,123500,120000,121500,▲1000,＋0.83%,120700,117900,110668,105502,30548,1585081
2017/07/12,119500,124500,119000,120500,▼500,－0.41%,120500,117900,110242,105381,56895,1585580
2017/07/11,121000,121500,116500,121000,0.0,0.00%,120200,118175,109825,105273,32006,1583957
2017/07/10,121500,122000,120000,121000,▲1500,＋1.26%,120300,118400,109400,105164,21069,1581079
2017/07/07,119500,120500,119000,119500,▼1000,－0.83%,120100,118450,108987,105060,16883,1581089
2017/07/06,119000,121500,119000,120500,▲1500,＋1.26%,120000,118700,108630,104948,49304,1580930
2017/07/05,121000,121500,119000,119000,▼2500,－2.06%,119200,118300,108235,104831,31421,1584534
2017/07/04,120000,125000,120000,121500,▲1500,＋1.25%,118500,117975,107840,104727,60974,1597171
2017/07/03,119000,123000,119000,120000,▲1000,＋0.84%,117100,117575,107383,104593,45401,1615998
2017/06/30,115500,121500,115500,119000,▲2500,＋2.15%,115900,117300,106957,104460,63242,1628534
2017/06/29,116500,118500,114500,116500,▲1000,＋0.87%,114700,117100,106552,104360,54636,1620080
2017/06/28,115500,116000,112000,115500,▲1000,＋0.87%,114100,117150,106183,104277,67273,1639380
2017/06/27,114500,117500,113000,114500,▲500,＋0.44%,113600,117250,105827,104189,74691,1663451
2017/06/26,113500,114000,110500,114000,▲1000,＋0.88%,114000,117425,105485,104143,61937,1676527
2017/06/23,112500,116000,112000,113000,▼500,－0.44%,114600,117525,105152,104152,41394,1675213
2017/06/22,113500,114000,111000,113500,▲500,＋0.44%,116200,117625,104878,104164,61437,1678076
2017/06/21,116000,116000,112500,113000,▼3500,－3.00%,117800,117650,104607,104143,71771,1669679
2017/06/20,116500,119000,115500,116500,▼500,－0.43%,120400,117600,104308,104123,49812,1653643
2017/06/19,120000,123000,115000,117000,▼4000,－3.31%,122200,117125,103968,104073,138856,1633154
2017/06/16,121500,122500,119500,121000,▼500,－0.41%,123200,116650,103627,104027,53333,1650206
2017/06/15,126000,126000,121000,121500,▼4500,－3.57%,123900,115850,103215,103939,85962,1637106
2017/06/14,125500,131000,124500,126000,▲500,＋0.40%,122100,115000,102807,103864,99111,1638293
2017/06/13,122500,126500,122500,125500,▲3500,＋2.87%,119400,113825,102263,103735,106513,1662275
2017/06/12,123000,124500,121000,122000,▼2500,－2.01%,117000,112675,101733,103602,75126,1701973
2017/06/09,113500,126500,113000,124500,▲12000,＋10.67%,115500,111625,101270,103481,241801,1727713
2017/06/08,112000,114000,110500,112500,0.0,0.00%,113600,110500,100762,103364,87245,1730495
2017/06/07,113000,115000,112500,112500,▼1000,－0.88%,114600,109835,100470,103327,59386,1697203
2017/06/05,114500,115500,112000,113500,▼1000,－0.87%,115600,109185,100200,103289,61996,1689138
2017/06/02,114500,116000,114000,114500,▼500,－0.43%,116500,108450,99967,103252,41053,1690463
2017/06/01,116500,117500,113500,115000,▼2500,－2.13%,116800,107585,99667,103214,102939,1703413
2017/05/31,117000,119000,115000,117500,0.0,0.00%,116800,106700,99372,103177,75685,1700880
2017/05/30,118000,119000,114500,117500,▼500,－0.42%,116100,105725,99042,103098,102751,1709427
2017/05/29,113500,122000,110500,118000,▲2000,＋1.72%,115000,104790,98678,103035,237622,1709121
2017/05/26,116000,118000,114000,116000,▲1000,＋0.87%,112800,103730,98395,102973,101109,1678429
2017/05/25,115500,117500,113500,115000,▲1000,＋0.88%,111100,102725,98128,102918,116617,1689367
2017/05/24,113500,118000,113000,114000,▲2000,＋1.79%,109100,101770,97912,102868,178138,1686595
2017/05/23,107500,115000,107500,112000,▲5000,＋4.67%,107200,100850,97728,102827,162638,1727544
2017/05/22,109000,110000,107000,107000,▼500,－0.47%,105300,99990,97603,102798,69608,1736018
2017/05/19,105000,108500,105000,107500,▲2500,＋2.38%,104400,99405,97553,102814,73741,1758270
2017/05/18,103500,106000,102000,105000,▲500,＋0.48%,103100,98775,97512,102852,64334,1767708
2017/05/17,102000,106000,101500,104500,▲2000,＋1.95%,102500,98255,97512,102902,83227,1769439
2017/05/16,102500,103500,101500,102500,0.0,0.00%,101440,97825,97587,102943,52218,1768712
2017/05/15,102000,103000,100500,102500,▲1500,＋1.49%,100840,97475,97703,103031,63372,1766683
2017/05/12,101500,102500,100000,101000,▼1000,－0.98%,100100,97125,97812,103127,75664,1764981
2017/05/11,99900,103000,99600,102000,▲2800,＋2.82%,99340,96885,97945,103214,101852,1782672
2017/05/10,99800,101500,99000,99200,▼300,－0.30%,98400,96690,98045,103318,66114,1760551
2017/05/08,98500,99600,97900,99500,▲700,＋0.71%,98160,96570,98142,103442,48904,1756506
2017/05/04,96800,99200,96800,98800,▲1600,＋1.65%,98020,96360,98225,103504,47405,1764125
2017/05/02,97500,97700,96600,97200,▼100,－0.10%,97620,96125,98378,103510,36080,1773318
2017/04/28,97200,98000,96000,97300,▼700,－0.71%,97360,95985,98533,103563,52979,1774817
2017/04/27,99400,100500,97400,98000,▼800,－0.81%,97080,95855,98712,103618,37887,1796359
2017/04/26,97200,99800,96900,98800,▲2000,＋2.07%,96600,95675,98853,103648,68350,1798020
2017/04/25,95500,97700,95100,96800,▲900,＋0.94%,95800,95440,98957,103670,40751,1774625
2017/04/24,96000,96400,95300,95900,0.0,0.00%,95500,95300,99068,103713,26372,1772412
2017/04/21,95600,96000,94800,95900,▲300,＋0.31%,95300,95205,99170,103773,31858,1773268
2017/04/20,94800,95600,94200,95600,▲800,＋0.84%,95040,95240,99338,103828,23164,1771999
2017/04/19,94900,95700,94700,94800,▼500,－0.52%,95100,95320,99520,103889,19151,1769923
2017/04/18,95500,96200,94600,95300,▲400,＋0.42%,95240,95335,99715,103966,28774,1767231
2017/04/17,95200,95600,94400,94900,▲300,＋0.32%,95280,95375,99910,104026,13136,1763634
2017/04/14,96200,96200,94400,94600,▼1300,－1.36%,95540,95455,100120,104085,29557,1767763
2017/04/13,95600,96000,94700,95900,▲400,＋0.42%,96240,95540,100335,104163,25143,1766913
2017/04/12,95500,96600,95500,95500,0.0,0.00%,96420,95595,100520,104214,36380,1766852
2017/04/11,96700,97800,95500,95500,▼700,－0.73%,96380,95490,100720,104256,34949,1761989
2017/04/10,98000,98000,96000,96200,▼1900,－1.94%,96100,95400,100928,104293,32620,1759970
2017/04/07,96500,98200,96400,98100,▲1300,＋1.34%,95740,95300,101133,104338,53929,1772426
2017/04/06,95100,97100,94900,96800,▲1500,＋1.57%,95060,95095,101265,104362,43287,1765724
2017/04/05,94300,96000,94200,95300,▲1200,＋1.28%,94580,95005,101427,104388,54627,1762499
2017/04/04,94400,94800,93900,94100,▼300,－0.32%,94340,95055,101613,104421,35541,1762562
2017/04/03,94600,95400,94300,94400,▼300,－0.32%,94320,95325,101803,104467,26240,1766511
2017/03/31,94000,95100,94000,94700,▲300,＋0.32%,94240,95430,101963,104482,37656,1768438
2017/03/30,94000,94700,93500,94400,▲300,＋0.32%,94620,95560,102168,104503,46877,1760757
2017/03/29,94500,94500,93500,94100,▲100,＋0.11%,95180,95725,102370,104553,38755,1746967
2017/03/28,94300,94600,93600,94000,0.0,0.00%,95380,95805,102552,104653,50813,1738380
2017/03/27,96400,96500,93800,94000,▼2600,－2.69%,95800,96155,102802,104723,64252,1724016
2017/03/24,97100,97900,96100,96600,▼600,－0.62%,96300,96455,103152,104803,39833,1727797
2017/03/23,95800,98000,95200,97200,▲2100,＋2.21%,96240,96725,103450,104839,44498,1734670
2017/03/22,96100,96700,95000,95100,▼1000,－1.04%,96200,97015,103680,104888,35835,1736128
2017/03/21,97300,97300,95800,96100,▼400,－0.41%,95860,97485,103937,104945,27622,1721058
2017/03/20,96200,97200,95900,96500,▲200,＋0.21%,95380,97880,104177,105028,29870,1701185
2017/03/17,96600,96900,95500,96300,▼700,－0.72%,94920,98305,104427,105107,89438,1698549
2017/03/16,94700,97400,94000,97000,▲3600,＋3.85%,94460,98740,104663,105179,104452,1712081
2017/03/15,93700,94800,93200,93400,▼300,－0.32%,94060,99340,104922,105254,36076,1704568
2017/03/14,93700,94100,92600,93700,▼500,－0.53%,94640,100145,105207,105368,68377,1703962
