[일시]롯데정밀화학,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/29,61200,61500,58300,59600,▼1800,－2.93%,60740,51205,44888,43398,253978,5833189
2017/11/28,61600,62500,60700,61400,▼400,－0.65%,60700,50475,44622,43237,133289,5789336
2017/11/27,61000,63700,60700,61800,▲800,＋1.31%,60220,49418,44339,43067,177475,5797908
2017/11/24,59000,64800,59000,61000,▲1100,＋1.84%,57660,48390,44038,42905,360808,5796335
2017/11/23,59500,60000,57600,59900,▲500,＋0.84%,55020,47460,43751,42750,198992,5801697
2017/11/22,60200,60700,57600,59400,▲400,＋0.68%,52690,46580,43481,42607,322645,5795572
2017/11/21,50800,60500,50500,59000,▲10000,＋20.41%,50100,45715,43235,42469,1122544,5810624
2017/11/20,48300,49150,47800,49000,▲1200,＋2.51%,47630,44830,42986,42336,142897,5747517
2017/11/17,47700,48700,47150,47800,▼450,－0.93%,46890,44408,42904,42286,102791,5704385
2017/11/16,46450,48700,45950,48250,▲1800,＋3.88%,46550,44078,42843,42245,136369,5693243
2017/11/15,46650,47150,46000,46450,▼200,－0.43%,46000,43783,42761,42200,83464,5704258
2017/11/14,45400,46900,45400,46650,▲1350,＋2.98%,45870,43558,42713,42153,117154,5705235
2017/11/13,46000,46100,44900,45300,▼800,－1.74%,45610,43278,42653,42077,50216,5704977
2017/11/10,45000,46200,45000,46100,▲600,＋1.32%,45570,43093,42622,42025,80389,5707096
2017/11/09,46150,46200,44800,45500,▼300,－0.66%,45420,42878,42588,41964,87873,5717924
2017/11/08,44800,45800,44000,45800,▲450,＋0.99%,45390,42695,42564,41908,93100,5717958
2017/11/07,45150,46300,45150,45350,▲250,＋0.55%,45230,42475,42542,41856,78123,5707797
2017/11/06,45350,45650,44550,45100,▼250,－0.55%,44210,42233,42528,41813,62873,5693785
2017/11/03,45600,46300,45050,45350,0.0,0.00%,43440,42045,42518,41765,87756,5700135
2017/11/02,45000,45500,44950,45350,▲350,＋0.78%,42850,41798,42511,41716,173620,5688310
2017/11/01,40050,45000,39900,45000,▲4750,＋11.80%,42240,41533,42504,41663,371192,5641859
2017/10/31,40950,41050,40050,40250,▼1000,－2.42%,41660,41305,42475,41607,124045,5484672
2017/10/30,42200,42250,41000,41250,▼1150,－2.71%,41870,41260,42498,41593,83445,5505512
2017/10/27,41850,43000,41850,42400,▲100,＋0.24%,41730,41215,42531,41563,30577,5531052
2017/10/26,41850,43000,41700,42300,▲200,＋0.48%,41490,41145,42530,41532,66118,5533399
2017/10/25,41300,42500,40950,42100,▲800,＋1.94%,41500,41105,42523,41490,72596,5548301
2017/10/24,40600,41600,40250,41300,▲750,＋1.85%,41470,41073,42522,41455,65872,5559728
2017/10/23,40950,41000,40300,40550,▼650,－1.58%,41420,41020,42536,41423,69907,5569267
2017/10/20,41850,42050,41050,41200,▼1150,－2.72%,41630,41095,42573,41398,108705,5597832
2017/10/19,41700,42550,41700,42350,▲400,＋0.95%,41750,41135,42595,41365,61919,5653849
2017/10/18,41700,42150,41500,41950,▲900,＋2.19%,41650,41103,42604,41320,55561,5666017
2017/10/17,41700,42000,40750,41050,▼550,－1.32%,41540,41083,42618,41278,48169,5681397
2017/10/16,42100,42350,41500,41600,▼200,－0.48%,41430,41150,42651,41252,45919,5689817
2017/10/13,42100,42100,41400,41800,▼50,－0.12%,41380,41160,42628,41225,62995,5691221
2017/10/12,41200,41900,40900,41850,▲450,＋1.09%,41100,41215,42607,41198,49550,5704045
2017/10/11,40500,41750,40250,41400,▲900,＋2.22%,40740,41260,42584,41169,52950,5707098
2017/10/10,41600,41600,40350,40500,▼850,－2.06%,40550,41355,42556,41140,49503,5695474
2017/09/29,40650,41350,40150,41350,▲950,＋2.35%,40320,41500,42547,41129,36328,5707072
2017/09/28,39500,40750,38550,40400,▲350,＋0.87%,40120,41583,42516,41108,53747,5703994
2017/09/27,40900,41000,39800,40050,▼400,－0.99%,40240,41740,42508,41087,21524,5720801
2017/09/26,39400,40650,39000,40450,▲1100,＋2.80%,40530,41928,42510,41075,40398,5721590
2017/09/25,40200,40200,39300,39350,▼1000,－2.48%,40730,42085,42501,41069,42730,5714535
2017/09/22,40600,40950,40200,40350,▼650,－1.59%,40910,42340,42501,41063,41404,5700455
2017/09/21,41000,41500,40600,41000,▼500,－1.20%,41250,42510,42492,41044,32117,5700187
2017/09/20,41650,42300,41300,41500,▲50,＋0.12%,41450,42648,42478,41023,55618,5690418
2017/09/19,40000,41750,40000,41450,▲1200,＋2.98%,41490,42758,42449,40991,80595,5680849
2017/09/18,42000,42000,40100,40250,▼1800,－4.28%,41510,42918,42405,40957,107307,5645424
2017/09/15,41600,42250,41450,42050,▲50,＋0.12%,41940,43108,42397,40935,42486,5644596
2017/09/14,41500,42250,41000,42000,▲300,＋0.72%,41890,43210,42373,40898,75949,5640039
2017/09/13,41650,42350,41400,41700,▲150,＋0.36%,42070,43315,42343,40860,63780,5630515
2017/09/12,42100,42400,41300,41550,▼850,－2.00%,42280,43398,42319,40819,66646,5614249
2017/09/11,41850,42900,41850,42400,▲600,＋1.44%,42630,43500,42307,40781,52700,5605759
2017/09/08,42500,42750,41750,41800,▼1100,－2.56%,42830,43530,42277,40726,48447,5602870
2017/09/07,43200,43200,42200,42900,▲150,＋0.35%,43070,43613,42240,40668,60250,5602303
2017/09/06,43750,43750,42600,42750,▼550,－1.27%,43200,43673,42200,40581,40710,5593463
2017/09/05,43900,43900,43000,43300,▼100,－0.23%,43410,43738,42173,40498,41367,5588528
2017/09/04,42400,43900,42200,43400,▲400,＋0.93%,43470,43795,42115,40405,66344,5600110
2017/09/01,43500,43950,42850,43000,▼550,－1.26%,43680,43853,42066,40313,84161,5576535
2017/08/31,43450,44000,43200,43550,▼250,－0.57%,43830,43925,42026,40227,47879,5558943
2017/08/30,43700,43850,43200,43800,▲200,＋0.46%,43870,43995,41972,40138,33749,5548202
2017/08/29,44550,44550,43200,43600,▼850,－1.91%,43850,44053,41908,40050,80930,5533443
2017/08/28,43750,44500,43700,44450,▲700,＋1.60%,44060,44035,41853,39960,45350,5541138
2017/08/25,43750,44400,43500,43750,0.0,0.00%,43980,43895,41794,39868,53456,5521298
2017/08/24,43700,44400,43300,43750,▲50,＋0.11%,44050,43868,41772,39784,45934,5503947
2017/08/23,44650,44650,43700,43700,▼950,－2.13%,44120,43798,41750,39701,59587,5493634
2017/08/22,44450,44750,44150,44650,▲600,＋1.36%,44050,43705,41733,39617,58666,5500210
2017/08/21,44100,44550,43750,44050,▼50,－0.11%,43840,43575,41703,39520,42276,5481720
2017/08/18,43550,44450,43550,44100,0.0,0.00%,43630,43480,41687,39428,46450,5484199
2017/08/17,43000,44500,43000,44100,▲750,＋1.73%,43500,43413,41668,39328,56238,5489423
2017/08/16,43600,43900,42800,43350,▼250,－0.57%,43500,43335,41647,39229,73890,5483044
2017/08/14,43000,43900,43000,43600,▲600,＋1.40%,43640,43313,41638,39129,52507,5472502
2017/08/11,42450,43400,42050,43000,▼450,－1.04%,43810,43273,41593,39030,77800,5474247
2017/08/10,44050,44200,42500,43450,▼650,－1.47%,44120,43273,41502,38935,92024,5474412
2017/08/09,43450,44450,43400,44100,▲50,＋0.11%,44320,43110,41428,38840,80408,5463664
2017/08/08,44700,44700,43650,44050,▼400,－0.90%,44490,42933,41339,38739,73809,5433075
2017/08/07,44800,44850,44250,44450,▼100,－0.22%,44670,42755,41251,38636,58265,5408875
2017/08/04,44300,45200,44000,44550,▲100,＋0.22%,44430,42518,41170,38533,123633,5435982
2017/08/03,44600,44950,43900,44450,▼500,－1.11%,43850,42288,41097,38423,99455,5414675
2017/08/02,44950,45450,44200,44950,0.0,0.00%,43600,42040,41013,38307,129504,5393165
2017/08/01,43250,45000,43000,44950,▲1700,＋3.93%,43080,41788,40922,38184,303996,5357553
2017/07/31,41300,43400,41300,43250,▲1600,＋3.84%,42460,41550,40823,38060,182185,5221300
2017/07/28,43200,43200,41300,41650,▼1550,－3.59%,42220,41383,40739,37950,218438,5146028
2017/07/27,42350,43350,42000,43200,▲850,＋2.01%,42320,41268,40687,37855,162751,5134858
2017/07/26,42250,42350,41700,42350,▲500,＋1.19%,42230,41098,40595,37753,62214,5157495
2017/07/25,42250,42800,41500,41850,▼200,－0.48%,42270,40988,40533,37655,84034,5164357
2017/07/24,42500,42600,41600,42050,▼100,－0.24%,42480,40885,40458,37567,59521,5176624
2017/07/21,42800,42800,42000,42150,▼600,－1.40%,42630,40723,40389,37480,78438,5173088
2017/07/20,42600,42800,41700,42750,▲200,＋0.47%,42800,40603,40309,37390,107214,5192022
2017/07/19,43150,43150,42300,42550,▼350,－0.82%,42290,40498,40223,37297,85054,5184006
2017/07/18,42850,43300,41900,42900,▲100,＋0.23%,41890,40378,40135,37204,124852,5187459
2017/07/17,43300,43400,42550,42800,▼200,－0.47%,41410,40248,40036,37115,124665,5194626
2017/07/14,40650,43350,40450,43000,▲2800,＋6.97%,40790,40148,39938,37021,364775,5220277
2017/07/13,40850,40850,40200,40200,▼350,－0.86%,40180,40028,39853,36915,82720,5124121
2017/07/12,40350,40850,40200,40550,▲50,＋0.12%,40040,39998,39822,36835,57586,5136851
2017/07/11,39450,40700,39450,40500,▲800,＋2.02%,39910,39995,39790,36756,120461,5129938
2017/07/10,39650,40050,39250,39700,▼250,－0.63%,39850,40028,39754,36679,46489,5145776
2017/07/07,39200,40000,39200,39950,▲450,＋1.14%,39890,40033,39723,36604,46021,5155864
2017/07/06,39650,40200,39350,39500,▼400,－1.00%,39770,40058,39711,36523,44653,5155755
2017/07/05,39750,40100,39400,39900,▼300,－0.75%,39830,40113,39700,36448,50136,5149559
2017/07/04,40300,40300,39650,40200,▲300,＋0.75%,39880,40133,39667,36373,80452,5145924
2017/07/03,39350,40900,39350,39900,▲550,＋1.40%,39800,40123,39641,36293,100434,5149970
2017/06/30,39600,39800,39100,39350,▼450,－1.13%,39580,40140,39637,36215,71340,5131849
2017/06/29,40200,40250,39650,39800,▼350,－0.87%,39660,40220,39625,36140,42591,5125517
2017/06/28,40350,40350,39700,40150,▲350,＋0.88%,39830,40350,39597,36061,50486,5134302
2017/06/27,38400,39900,38400,39800,▲1000,＋2.58%,39830,40465,39568,35982,92935,5135590
2017/06/26,39750,39750,38650,38800,▼950,－2.39%,39930,40610,39533,35905,76519,5091820
2017/06/23,40500,40750,39550,39750,▼900,－2.21%,40330,40810,39509,35837,128402,5091626
2017/06/22,39700,40800,39100,40650,▲500,＋1.25%,40500,40978,39474,35761,101338,5104770
2017/06/21,40500,40550,39700,40150,▼150,－0.37%,40290,41093,39423,35681,43853,5095151
2017/06/20,40800,40800,39850,40300,▼500,－1.23%,40360,41228,39378,35605,58137,5077075
2017/06/19,40350,41000,39800,40800,▲200,＋0.49%,40530,41355,39319,35525,64539,5091847
2017/06/16,39500,40800,39500,40600,▲1000,＋2.53%,40330,41360,39255,35443,66598,5096494
2017/06/15,40150,40450,39350,39600,▼900,－2.22%,40300,41205,39175,35359,64664,5096094
2017/06/14,41000,41050,40400,40500,▼650,－1.58%,40500,41175,39095,35283,59772,5094156
2017/06/13,39800,41400,39750,41150,▲1350,＋3.39%,40460,41090,38963,35197,98868,5103082
2017/06/12,40500,40500,39800,39800,▼650,－1.61%,40230,40970,38823,35096,45279,5079741
2017/06/09,40750,40800,40350,40450,▼150,－0.37%,40320,40960,38695,35006,78186,5074491
2017/06/08,40300,40600,39800,40600,▲300,＋0.74%,40420,40945,38560,34905,127765,5095104
2017/06/07,39650,40500,39650,40300,▲300,＋0.75%,40780,40888,38428,34800,85817,5096139
2017/06/05,40650,40650,39300,40000,▼250,－0.62%,41210,40845,38305,34700,119676,5112906
2017/06/02,41200,41250,39850,40250,▼700,－1.71%,41750,40795,38193,34594,127657,5108295
2017/06/01,42000,42400,40900,40950,▼1450,－3.42%,42260,40695,38068,34488,139219,5101304
2017/05/31,42600,42900,42250,42400,▼50,－0.12%,42690,40573,37943,34372,76321,5109805
2017/05/30,42850,43250,42050,42450,▼250,－0.59%,42800,40338,37797,34248,67506,5104498
2017/05/29,42600,43250,42050,42700,▼100,－0.23%,42880,40148,37652,34128,93085,5097626
2017/05/26,42850,43500,42500,42800,▼300,－0.70%,42910,39880,37501,34003,90775,5086192
2017/05/25,43000,43500,42700,43100,▲150,＋0.35%,42530,39635,37338,33877,93993,5071308
2017/05/24,43050,43700,42550,42950,▲100,＋0.23%,41410,39348,37169,33748,96398,5054157
2017/05/23,43000,43350,42500,42850,0.0,0.00%,40620,39078,36988,33625,140938,5025043
2017/05/22,41400,43300,41250,42850,▲1950,＋4.77%,39810,38800,36812,33504,285325,4980358
2017/05/19,38700,41100,38650,40900,▲3400,＋9.07%,38990,38505,36620,33387,301767,4913878
2017/05/18,38600,39000,37200,37500,▼1500,－3.85%,38730,38308,36467,33290,119985,4824956
2017/05/17,38400,39150,38300,39000,▲200,＋0.52%,39260,38328,36369,33220,53368,4828767
2017/05/16,38950,39100,38400,38800,▲50,＋0.13%,39350,38293,36253,33146,47737,4823767
2017/05/15,39900,39900,38600,38750,▼850,－2.15%,39480,38285,36139,33074,51212,4825284
2017/05/12,39850,40100,39350,39600,▼550,－1.37%,39530,38265,36022,32999,55730,4825535
2017/05/11,39750,40200,39200,40150,▲700,＋1.77%,39260,38178,35895,32917,71902,4828283
2017/05/10,39450,40650,39450,39450,0.0,0.00%,38930,38130,35749,32828,98647,4833587
2017/05/08,39800,39800,38850,39450,▲450,＋1.15%,38580,38100,35601,32743,51653,4809917
2017/05/04,38400,39400,38400,39000,▲750,＋1.96%,38420,38023,35447,32657,57780,4806161
2017/05/02,38050,39500,38050,38250,▼250,－0.65%,38090,38005,35297,32567,89929,4797895
2017/04/28,37300,38850,36850,38500,▲800,＋2.12%,38020,38075,35161,32491,126660,4793864
2017/04/27,38650,38800,37550,37700,▼950,－2.46%,37790,38083,35023,32410,54076,4777284
2017/04/26,37750,38900,37400,38650,▲1300,＋3.48%,37760,38103,34911,32335,84175,4806886
2017/04/25,37800,38100,37200,37350,▼550,－1.45%,37490,38090,34777,32256,45426,4696065
2017/04/24,37350,38200,37300,37900,▲550,＋1.47%,37410,38108,34675,32183,58845,4698516
2017/04/21,37200,37600,36700,37350,▼200,－0.53%,37220,38083,34570,32108,71524,4688239
2017/04/20,37300,37950,37150,37550,▲250,＋0.67%,37330,38098,34472,32038,66420,4676159
2017/04/19,36900,37500,36500,37300,▲350,＋0.95%,37480,38100,34372,31973,61583,4657527
2017/04/18,37400,37700,36800,36950,0.0,0.00%,37750,38105,34273,31914,97664,4655182
2017/04/17,37700,38450,36900,36950,▼950,－2.51%,38030,38098,34194,31858,94445,4622681
2017/04/14,38000,38150,36850,37900,▼400,－1.04%,38210,38098,34103,31803,130189,4610252
2017/04/13,38450,39200,37650,38300,▼350,－0.91%,38470,37993,33977,31743,111186,4590271
2017/04/12,38350,38950,37650,38650,▲300,＋0.78%,38580,37818,33848,31683,93064,4594134
2017/04/11,37500,39100,37500,38350,▲500,＋1.32%,38430,37513,33723,31617,87890,4585184
2017/04/10,39250,39250,37750,37850,▼1350,－3.44%,38490,37235,33603,31557,68338,4563581
2017/04/07,38900,39450,38400,39200,▲350,＋0.90%,38850,36948,33485,31497,57913,4560651
2017/04/06,37950,38850,37400,38850,▲950,＋2.51%,38740,36605,33334,31428,80618,4568282
2017/04/05,38450,39300,37500,37900,▼750,－1.94%,38590,36295,33197,31365,112938,4572323
2017/04/04,39750,39750,38300,38650,▼1000,－2.52%,38690,36048,33080,31304,130482,4538686
2017/04/03,38650,40000,38350,39650,▲1000,＋2.59%,38500,35778,32945,31242,138498,4550112
2017/03/31,37800,38800,37750,38650,▲550,＋1.44%,38050,35435,32794,31171,103133,4566323
2017/03/30,38500,38550,37250,38100,▼300,－0.78%,37850,35173,32654,31103,77872,4557331
2017/03/29,37950,38450,37750,38400,▲700,＋1.86%,37750,34950,32526,31036,75566,4552805
2017/03/28,37450,38850,37450,37700,▲300,＋0.80%,37550,34718,32397,30974,120834,4544656
2017/03/27,37650,37950,36900,37400,▼250,－0.66%,37370,34515,32278,30918,68348,4498353
2017/03/24,37400,38250,37150,37650,▲50,＋0.13%,37280,34298,32164,30867,81291,4473498
2017/03/23,37650,37800,37000,37600,▲200,＋0.53%,36910,34063,32048,30815,114477,4480338
2017/03/22,36500,37600,36250,37400,▲600,＋1.63%,36350,33788,31939,30777,138844,4477664
2017/03/21,37250,37250,36600,36800,▼150,－0.41%,35380,33530,31832,30740,126766,4463500
2017/03/20,36000,37100,35650,36950,▲1150,＋3.21%,34580,33258,31731,30717,195399,4460786
2017/03/17,35250,36200,35050,35800,▲1000,＋2.87%,33610,32995,31630,30687,246340,4452709
2017/03/16,33200,34900,33000,34800,▲2250,＋6.91%,32920,32788,31543,30666,182125,4398446
2017/03/15,32800,32950,32300,32550,▼250,－0.76%,32490,32648,31471,30655,39279,4352838
2017/03/14,31900,33000,31750,32800,▲700,＋2.18%,32570,32620,31432,30660,63356,4367337
2017/03/13,32300,32500,31800,32100,▼250,－0.77%,32660,32565,31368,30661,52983,4369815
2017/03/10,32500,33050,32100,32350,▼300,－0.92%,32800,32560,31317,30667,64778,4359762
2017/03/09,32650,33000,32500,32650,▼300,－0.91%,33010,32513,31250,30672,136839,4353147
2017/03/08,33000,33250,32550,32950,▼300,－0.90%,33210,32408,31173,30682,42975,4341593
2017/03/07,32500,33500,32200,33250,▲450,＋1.37%,33370,32270,31096,30696,46562,4351638
2017/03/06,33200,33250,32200,32800,▼600,－1.80%,33450,32108,30996,30710,82192,4340956
2017/03/03,33500,33650,33000,33400,▼250,－0.74%,33500,31973,30907,30730,80783,4325597
2017/03/02,33950,34000,33150,33650,▼100,－0.30%,33410,31813,30801,30740,103838,4318419
2017/02/28,33500,33950,32850,33750,▲100,＋0.30%,33100,31680,30698,30751,120775,4315529
2017/02/27,32800,33750,32750,33650,▲600,＋1.82%,32800,31523,30603,30757,100363,4320276
2017/02/24,33050,33850,32750,33050,▲100,＋0.30%,32340,31403,30504,30765,115579,4311178
2017/02/23,32450,33000,31950,32950,▲850,＋2.65%,32070,31330,30416,30783,114962,4346605
2017/02/22,32250,32500,31900,32100,▼150,－0.47%,31810,31255,30327,30805,81270,4347317
2017/02/21,31350,32450,31300,32250,▲900,＋2.87%,31790,31228,30261,30826,141138,4344021
2017/02/20,31650,31650,31100,31350,▼350,－1.10%,31740,31185,30196,30849,87747,4304482
2017/02/17,31650,31800,31400,31700,▲50,＋0.16%,31810,31228,30154,30875,63995,4295535
2017/02/16,32000,32100,31400,31650,▼350,－1.09%,31870,31218,30113,30895,80482,4271822
2017/02/15,32100,32350,31800,32000,0.0,0.00%,31820,31150,30071,30916,71551,4251871
2017/02/14,32250,32300,31450,32000,▲300,＋0.95%,31530,31078,30039,30940,75107,4234036
2017/02/13,32000,32400,31250,31700,▼300,－0.94%,31170,31035,30009,30959,104287,4215328
2017/02/10,31550,32250,31500,32000,▲600,＋1.91%,30830,31010,29976,30981,153679,4203572
2017/02/09,30850,31600,30700,31400,▲850,＋2.78%,30450,30948,29939,31004,112965,4167968
2017/02/08,30050,30850,30050,30550,▲350,＋1.16%,30210,30885,29908,31028,58111,4147389
2017/02/07,30150,30300,29950,30200,▲200,＋0.67%,30300,30888,29885,31067,51746,4119968
2017/02/06,30500,30500,29900,30000,▼100,－0.33%,30380,30923,29867,31110,57989,4117741
2017/02/03,30400,30800,30000,30100,▼100,－0.33%,30630,30950,29837,31155,75498,4102311
2017/02/02,30750,31150,30100,30200,▼800,－2.58%,30930,30975,29821,31194,94561,4100696
2017/02/01,30600,31100,30550,31000,▲400,＋1.31%,31180,30978,29797,31233,47931,4084603
2017/01/31,31050,31300,30400,30600,▼650,－2.08%,31290,30948,29758,31267,78639,4076669
2017/01/26,31850,31850,30950,31250,▼350,－1.11%,31450,30950,29735,31309,97615,4070403
2017/01/25,31600,31950,31250,31600,▲150,＋0.48%,31640,30918,29690,31338,63236,4081394
2017/01/24,31750,32300,31000,31450,▼100,－0.32%,31620,30865,29645,31370,110952,4070523
2017/01/23,31450,31750,30900,31550,▲150,＋0.48%,31390,30825,29604,31406,66688,4052552
2017/01/20,32300,32300,31200,31400,▼800,－2.48%,31190,30803,29573,31440,80063,4040320
2017/01/19,31650,32350,31600,32200,▲700,＋2.22%,31140,30780,29555,31473,140724,4040562
2017/01/18,30400,31500,30400,31500,▲1200,＋3.96%,30940,30708,29521,31510,121243,4020394
