[일시]동일방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/16,53082,53082,52405,52695,▲97,＋0.18%,52656,53454,54961,56174,684,72328
2017/11/15,52792,52888,52211,52598,▼290,－0.55%,52714,53546,55017,56205,4531,72342
2017/11/14,53178,53178,52695,52888,▲290,＋0.55%,52811,53613,55064,56236,1896,72278
2017/11/13,52502,52695,52308,52598,▲97,＋0.18%,52985,53691,55104,56265,2533,71077
2017/11/10,52502,52888,52308,52502,▼483,－0.91%,53236,53787,55157,56296,2144,70576
2017/11/09,52888,53275,52405,52985,▼97,－0.18%,53468,53913,55215,56326,6168,70070
2017/11/08,53758,53758,52792,53082,▼677,－1.26%,53642,54000,55265,56351,3193,69645
2017/11/07,53758,53855,53372,53758,▼97,－0.18%,53681,54097,55309,56375,702,69653
2017/11/06,53372,53855,52695,53855,▲193,＋0.36%,53681,54160,55346,56391,3330,69473
2017/11/03,53468,53662,53372,53662,▼193,－0.36%,53642,54223,55381,56410,341,69473
2017/11/02,53372,53855,52695,53855,▲580,＋1.09%,53700,54271,55415,56431,1742,69473
2017/11/01,53468,53758,52985,53275,▼483,－0.90%,53720,54343,55455,56447,1623,69453
2017/10/31,53662,53758,53275,53758,▲97,＋0.18%,53836,54430,55497,56464,1518,69450
2017/10/30,53662,53952,53178,53662,▼290,－0.54%,53894,54508,55538,56477,2106,69218
2017/10/27,53662,54145,53662,53952,0.0,0.00%,53933,54595,55583,56492,1038,68907
2017/10/26,54049,54145,53178,53952,▲97,＋0.18%,53991,54672,55620,56504,1990,68176
2017/10/25,53758,54145,53178,53855,▼193,－0.36%,54107,54754,55674,56517,1054,68088
2017/10/24,54049,54145,53855,54049,▲193,＋0.36%,54126,54841,55734,56532,73,68106
2017/10/23,53952,54145,53855,53855,▼387,－0.71%,54203,54953,55789,56548,195,68110
2017/10/20,54435,54822,53662,54242,▼290,－0.53%,54339,55064,55855,56566,953,68163
2017/10/19,53952,54532,52888,54532,▲580,＋1.08%,54493,55117,55902,56579,4146,68236
2017/10/18,53952,54339,53468,53952,▼483,－0.89%,54532,55194,55947,56592,1617,68190
2017/10/17,54919,54919,53758,54435,▼97,－0.18%,54745,55315,55998,56609,1280,68251
2017/10/16,54629,54629,53662,54532,▼483,－0.88%,54861,55412,56045,56620,3142,68504
2017/10/13,54919,55015,54145,55015,▲290,＋0.53%,54977,55499,56093,56632,2005,68560
2017/10/12,54822,55209,54725,54725,▼290,－0.53%,54899,55557,56139,56637,1412,68767
2017/10/11,54822,55015,54242,55015,0.0,0.00%,55015,55629,56190,56651,1170,68445
2017/10/10,55112,55402,54145,55015,▼97,－0.18%,55015,55668,56234,56662,2487,68445
2017/09/29,55112,55209,54145,55112,▲483,＋0.88%,55073,55712,56282,56679,3260,68694
2017/09/28,55305,55596,54629,54629,▼677,－1.22%,55131,55765,56322,56695,499,68209
2017/09/27,55596,55596,54629,55305,▲290,＋0.53%,55305,55857,56377,56714,717,67920
2017/09/26,54919,55112,54435,55015,▼290,－0.52%,55363,55910,56422,56727,4334,67914
2017/09/25,55596,55596,54435,55305,▼97,－0.17%,55480,55973,56472,56742,1525,68202
2017/09/22,55499,55499,53178,55402,▼97,－0.17%,55673,56103,56519,56757,9569,68460
2017/09/21,55112,55982,54532,55499,▼97,－0.17%,55808,56142,56559,56771,6425,69010
2017/09/20,55305,55596,54919,55596,0.0,0.00%,55770,56219,56606,56782,1241,69129
2017/09/19,56852,56852,54919,55596,▼677,－1.20%,55866,56292,56657,56795,2393,69250
2017/09/18,55789,57819,55692,56272,▲193,＋0.34%,56021,56330,56696,56807,1839,69375
2017/09/15,55692,57143,54822,56079,▲774,＋1.40%,56040,56311,56738,56807,3279,69383
2017/09/14,55692,55982,55305,55305,▼774,－1.38%,56079,56272,56782,56812,963,69406
2017/09/13,56272,56272,55692,56079,▼290,－0.51%,56253,56311,56836,56824,1424,69501
2017/09/12,56562,56562,55209,56369,0.0,0.00%,56272,56311,56881,56830,2496,69528
2017/09/11,55982,56369,55596,56369,▲97,＋0.17%,56156,56263,56917,56832,1288,69534
2017/09/08,55886,56272,55692,56272,▲97,＋0.17%,56060,56210,56956,56835,1458,69535
2017/09/07,55982,56176,55789,56176,0.0,0.00%,56040,56185,56998,56838,624,69494
2017/09/06,55692,56272,55499,56176,▲387,＋0.69%,56098,56176,57049,56843,2359,69332
2017/09/05,55982,56079,55596,55789,▼97,－0.17%,56137,56166,57097,56850,1129,68995
2017/09/04,55789,56079,55499,55886,▼290,－0.52%,56234,56161,57160,56864,1344,69015
2017/09/01,56466,56562,56079,56176,▼290,－0.51%,56640,56166,57230,56878,1512,69028
2017/08/31,56176,56562,56176,56466,▲97,＋0.17%,56640,56156,57275,56890,917,68892
2017/08/30,56272,56756,56176,56369,▲97,＋0.17%,56756,56118,57325,56898,526,68843
2017/08/29,56466,56562,56176,56272,▼1644,－2.84%,56891,56113,57354,56909,802,68847
2017/08/28,56176,57916,55789,57916,▲1740,＋3.10%,56910,56089,57376,56919,1693,69021
2017/08/25,56272,56466,55886,56176,▼870,－1.53%,56504,56002,57360,56916,1400,69019
2017/08/24,56562,57046,55789,57046,0.0,0.00%,56330,56011,57371,56927,1880,69872
2017/08/23,56176,57046,55499,57046,▲677,＋1.20%,56137,55968,57370,56933,623,70191
2017/08/22,55596,56756,55499,56369,▲483,＋0.87%,55944,55977,57360,56941,567,70274
2017/08/21,55692,55982,55305,55886,▲580,＋1.05%,55750,56031,57360,56950,1372,70490
2017/08/18,56562,56562,55305,55305,▼774,－1.38%,55634,56103,57368,56962,2190,70309
2017/08/17,56079,56079,55402,56079,0.0,0.00%,55731,56229,57383,56979,1049,70475
2017/08/16,55402,56079,55305,56079,▲677,＋1.22%,55712,56277,57387,56987,2496,70538
2017/08/14,55305,55789,54532,55402,▲97,＋0.17%,55692,56335,57392,56997,1516,70601
2017/08/11,55596,56949,54339,55305,▼483,－0.87%,55750,56417,57408,57011,3260,70854
2017/08/10,55789,56079,55112,55789,▼193,－0.35%,55886,56514,57426,57027,1137,71152
2017/08/09,55596,56369,55112,55982,0.0,0.00%,55924,56596,57434,57038,3500,71336
2017/08/08,55886,55982,55402,55982,▲290,＋0.52%,55866,56683,57437,57049,1909,71411
2017/08/07,55982,56079,55402,55692,▼290,－0.52%,55924,56775,57437,57061,2760,71473
2017/08/04,56079,56272,55305,55982,0.0,0.00%,55944,56872,57442,57076,2992,71597
2017/08/03,55789,56466,55402,55982,▲290,＋0.52%,55982,56969,57436,57088,1641,72007
2017/08/02,55982,56659,55692,55692,▼580,－1.03%,56060,57046,57439,57098,4036,72059
2017/08/01,55596,56272,55596,56272,▲483,＋0.87%,56156,57157,57447,57114,1314,71544
2017/07/31,56176,56176,55596,55789,▼387,－0.69%,56350,57244,57439,57123,490,71535
2017/07/28,56176,56176,55886,56176,▼193,－0.34%,56678,57355,57431,57138,2543,71574
2017/07/27,56079,56756,55982,56369,▲193,＋0.34%,56910,57452,57416,57148,568,71592
2017/07/26,56949,56949,55789,56176,▼1064,－1.86%,57201,57524,57402,57158,5107,71588
2017/07/25,57046,57239,56562,57239,▼193,－0.34%,57375,57631,57387,57169,781,71532
2017/07/24,57046,57433,56852,57433,▲97,＋0.17%,57375,57703,57360,57172,713,71578
2017/07/21,57529,57529,56079,57336,▼483,－0.84%,57297,57728,57329,57171,2822,71558
2017/07/20,57046,57819,57046,57819,▲774,＋1.36%,57278,57800,57307,57170,510,74973
2017/07/19,58786,58786,56756,57046,▼193,－0.34%,57201,57844,57276,57167,1850,75024
2017/07/18,57046,57529,56852,57239,▲193,＋0.34%,57336,57921,57257,57172,365,75098
2017/07/17,57336,57433,56949,57046,▼193,－0.34%,57452,57998,57238,57176,532,75151
2017/07/14,57529,57626,57239,57239,▼193,－0.34%,57568,58071,57220,57180,621,75243
2017/07/13,57433,57819,57433,57433,▼290,－0.50%,57703,58143,57196,57181,993,75465
2017/07/12,57529,57819,57529,57723,▼97,－0.17%,57723,58211,57170,57182,379,75562
2017/07/11,57336,57819,57143,57819,▲193,＋0.34%,57761,58288,57136,57181,2056,75600
2017/07/10,57433,57626,57046,57626,▼290,－0.50%,57800,58351,57112,57182,1027,75669
2017/07/07,57723,57916,57239,57916,▲387,＋0.67%,57877,58448,57091,57182,874,75707
2017/07/06,57529,58013,57529,57529,▼387,－0.67%,57916,58554,57076,57180,978,75903
2017/07/05,57529,57916,57336,57916,▼97,－0.17%,57974,58622,57068,57179,696,75535
2017/07/04,57723,58013,57433,58013,0.0,0.00%,58051,58699,57051,57178,1079,75478
2017/07/03,58109,58109,57529,58013,▼97,－0.17%,58187,58704,57031,57180,400,75641
2017/06/30,57819,58303,56369,58109,▲290,＋0.50%,58167,58685,57012,57178,1539,75712
2017/06/29,58206,58206,57433,57819,▼483,－0.83%,58303,58627,56994,57176,2488,75685
2017/06/28,58303,58303,57529,58303,▼387,－0.66%,58477,58578,56983,57176,835,75802
2017/06/27,58013,58690,57529,58690,▲774,＋1.34%,58535,58511,56959,57172,1171,75895
2017/06/26,58496,58496,57819,57916,▼870,－1.48%,58554,58399,56933,57166,1781,75877
2017/06/23,58593,58786,57916,58786,▲97,＋0.16%,58670,58322,56917,57160,1834,75859
2017/06/22,58303,58883,58109,58690,▲97,＋0.17%,58651,58201,56875,57146,3003,75613
2017/06/21,58399,58593,57723,58593,▼193,－0.33%,58670,58076,56843,57132,2342,75263
2017/06/20,58399,58786,58109,58786,▲290,＋0.50%,58806,57964,56812,57118,990,75022
2017/06/19,58496,58593,58303,58496,▼193,－0.33%,58864,57844,56778,57103,896,74983
2017/06/16,58399,58883,58399,58690,▼97,－0.16%,59076,57737,56748,57090,2868,74952
2017/06/15,58786,58883,58303,58786,▼483,－0.82%,59347,57621,56714,57074,2071,74943
2017/06/14,59270,59270,58690,59270,▲193,＋0.33%,59366,57495,56678,57060,1527,74768
2017/06/13,59173,59463,58883,59076,▼483,－0.81%,59405,57341,56637,57041,1256,74658
2017/06/12,59946,59946,58980,59560,▼483,－0.81%,59212,57186,56603,57022,1457,74456
2017/06/09,58980,60527,58883,60043,▲1160,＋1.97%,58825,57007,56567,57000,6161,74413
2017/06/08,59463,60237,58883,58883,▼580,－0.98%,58206,56785,56527,56973,4510,74155
2017/06/07,58013,60043,57916,59463,▲1354,＋2.33%,57800,56649,56506,56955,9786,74782
2017/06/05,57916,58206,57529,58109,▲483,＋0.84%,57297,56485,56471,56931,1642,75652
2017/06/02,56756,57916,56756,57626,▲677,＋1.19%,56969,56369,56464,56919,2591,75562
2017/06/01,56466,57336,56466,56949,▲97,＋0.17%,56717,56253,56463,56912,1182,75303
2017/05/31,56659,56949,56466,56852,▼97,－0.17%,56601,56171,56472,56906,798,75260
2017/05/30,56369,56949,56272,56949,▲483,＋0.86%,56466,56103,56482,56902,1309,75156
2017/05/29,56176,56562,56079,56466,▲97,＋0.17%,56350,56021,56496,56901,1900,74872
2017/05/26,56176,56466,55982,56369,0.0,0.00%,56330,55977,56522,56902,639,74795
2017/05/25,56079,56562,55692,56369,▲193,＋0.34%,56330,55939,56540,56907,2146,74775
2017/05/24,56272,56272,55886,56176,▼193,－0.34%,56330,55919,56556,56911,1783,75133
2017/05/23,56369,56852,56272,56369,0.0,0.00%,56350,55910,56575,56918,5185,75381
2017/05/22,56272,56369,55886,56369,0.0,0.00%,56311,55886,56587,56923,1867,75609
2017/05/19,56176,56369,56079,56369,0.0,0.00%,56234,55871,56601,56931,519,75641
2017/05/18,55982,56466,55789,56369,▲97,＋0.17%,56156,55852,56614,56940,840,75641
2017/05/17,56272,56272,55789,56272,▲97,＋0.17%,56002,55823,56627,56947,785,75648
2017/05/16,55886,57433,55499,56176,▲193,＋0.35%,55982,55803,56641,56953,4303,75944
2017/05/15,55982,56079,55499,55982,0.0,0.00%,55982,55779,56661,56966,544,75979
2017/05/12,55789,56079,55499,55982,▲387,＋0.70%,55944,55799,56685,56978,745,75979
2017/05/11,55886,56079,55305,55596,▼580,－1.03%,55808,55818,56709,56989,1258,76050
2017/05/10,56466,56562,55982,56176,0.0,0.00%,55750,55890,56740,57005,835,76140
2017/05/08,55789,56272,55596,56176,▲387,＋0.69%,55615,55934,56757,57017,1147,76096
2017/05/04,55402,55982,55305,55789,▲483,＋0.87%,55441,55968,56780,57029,645,75735
2017/05/02,55789,55789,54822,55305,0.0,0.00%,55402,56021,56807,57040,1681,75725
2017/04/28,55402,55886,55015,55305,▼193,－0.35%,55460,56098,56844,57059,3982,75514
2017/04/27,55402,55499,55015,55499,▲193,＋0.35%,55596,56185,56880,57081,1814,75434
2017/04/26,55402,55692,55209,55305,▼290,－0.52%,55692,56268,56914,57099,1259,75377
2017/04/25,55305,55596,55209,55596,0.0,0.00%,55808,56345,56951,57117,2013,75343
2017/04/24,55886,55982,55112,55596,▼387,－0.69%,55905,56422,56983,57129,2411,75357
2017/04/21,55789,55982,55402,55982,0.0,0.00%,55982,56490,57012,57148,1712,75374
2017/04/20,55692,56176,55692,55982,▲97,＋0.17%,55944,56504,57033,57163,793,75305
2017/04/19,55886,56369,55596,55886,▼193,－0.34%,55924,56543,57057,57179,1214,75300
2017/04/18,55886,56176,55886,56079,▲97,＋0.17%,55886,56587,57088,57196,870,75298
2017/04/17,55789,56466,55789,55982,▲193,＋0.35%,55944,56620,57114,57206,2289,75287
2017/04/14,55692,55982,55692,55789,▼97,－0.17%,56021,56654,57141,57222,691,75285
2017/04/13,55982,56079,55402,55886,▲193,＋0.35%,56272,56698,57167,57241,2007,75285
2017/04/12,56272,56272,55692,55692,▼677,－1.20%,56504,56736,57194,57254,2927,75360
2017/04/11,56176,56466,56176,56369,0.0,0.00%,56736,56790,57226,57270,1064,75479
2017/04/10,56659,56659,56272,56369,▼677,－1.19%,56833,56823,57252,57282,1757,73809
2017/04/07,56756,57046,56562,57046,0.0,0.00%,56930,56877,57273,57295,857,73986
2017/04/06,56562,57046,56466,57046,▲193,＋0.34%,56930,56906,57283,57302,3737,73800
2017/04/05,56659,56949,56659,56852,0.0,0.00%,56949,56935,57289,57306,1674,73748
2017/04/04,56562,56949,56176,56852,0.0,0.00%,56949,56959,57305,57313,2796,71382
2017/04/03,56852,57143,56562,56852,▼193,－0.34%,57007,57002,57328,57321,2292,71377
2017/03/31,56659,57046,56562,57046,▼97,－0.17%,57027,57036,57344,57327,1969,71257
2017/03/30,56659,57143,56369,57143,▲290,＋0.51%,56872,57060,57357,57333,1415,71264
2017/03/29,56659,57143,56659,56852,▼290,－0.51%,56794,57075,57368,57337,719,71412
2017/03/28,56659,57143,56659,57143,▲193,＋0.34%,56775,57123,57386,57345,277,71359
2017/03/27,56369,57046,56176,56949,▲677,＋1.20%,56698,57167,57399,57351,2919,71345
2017/03/24,56466,56659,56079,56272,▼483,－0.85%,56640,57191,57404,57359,2247,71445
2017/03/23,56659,56756,56369,56756,0.0,0.00%,56717,57244,57417,57370,714,71516
2017/03/22,56756,56756,56466,56756,0.0,0.00%,56698,57273,57421,57377,231,71639
2017/03/21,56562,56852,56369,56756,▲97,＋0.17%,56698,57288,57425,57384,1069,71662
2017/03/20,56756,56756,56272,56659,0.0,0.00%,56756,57312,57428,57390,883,71822
2017/03/17,56659,56852,56176,56659,0.0,0.00%,56910,57336,57431,57397,1964,71912
2017/03/16,56756,56756,56369,56659,▼97,－0.17%,57104,57360,57435,57403,1749,71972
2017/03/15,56949,56949,56466,56756,▼290,－0.51%,57297,57384,57441,57406,1669,72063
2017/03/14,57336,57336,56659,57046,▼387,－0.67%,57413,57413,57445,57402,1429,72240
2017/03/13,57626,57626,57336,57433,▼193,－0.34%,57549,57433,57441,57397,87,72328
2017/03/10,57143,57819,57143,57626,0.0,0.00%,57568,57433,57434,57387,1662,72322
2017/03/09,57336,57626,57336,57626,▲290,＋0.51%,57549,57423,57419,57376,580,72332
2017/03/08,57626,57626,57239,57336,▼387,－0.67%,57510,57404,57403,57367,802,72375
2017/03/07,57723,57916,57336,57723,▲193,＋0.34%,57607,57413,57391,57364,600,72413
2017/03/06,57529,57626,57143,57529,0.0,0.00%,57665,57399,57373,57358,789,72412
2017/03/03,57626,57819,57239,57529,▲97,＋0.17%,57645,57399,57362,57358,1400,72335
2017/03/02,57723,57819,57433,57433,▼387,－0.67%,57607,57394,57340,57358,3548,72844
2017/02/28,57723,57819,57433,57819,▼193,－0.33%,57587,57399,57322,57358,3079,74817
2017/02/27,57336,58013,57336,58013,▲580,＋1.01%,57433,57384,57306,57356,3054,75063
2017/02/24,57239,57433,57143,57433,▲97,＋0.17%,57278,57360,57282,57353,617,75320
2017/02/23,57046,57336,57046,57336,0.0,0.00%,57220,57355,57274,57354,501,75229
2017/02/22,57046,57433,56949,57336,▲290,＋0.51%,57181,57350,57266,57358,4597,75138
2017/02/21,56949,57046,56466,57046,▼193,－0.34%,57143,57355,57261,57360,4737,74079
2017/02/20,57143,57239,56659,57239,▲97,＋0.17%,57201,57389,57260,57367,724,73736
2017/02/17,56852,57529,56756,57143,0.0,0.00%,57239,57408,57262,57372,1039,73933
2017/02/16,56949,57143,56756,57143,0.0,0.00%,57297,57433,57266,57381,1029,74040
2017/02/15,57336,57336,56852,57143,▼193,－0.34%,57355,57442,57266,57390,1191,74040
2017/02/14,57239,57433,56949,57336,▼97,－0.17%,57375,57462,57265,57395,1747,73998
2017/02/13,57433,57433,56756,57433,0.0,0.00%,57413,57476,57271,57397,963,73977
2017/02/10,57529,57529,57046,57433,0.0,0.00%,57413,57500,57271,57399,1186,74117
2017/02/09,57529,57529,56949,57433,▲193,＋0.34%,57433,57510,57269,57397,1153,74246
2017/02/08,57433,57433,57046,57239,▼290,－0.50%,57433,57520,57269,57395,1116,74314
2017/02/07,57529,57626,57143,57529,▲97,＋0.17%,57491,57529,57277,57396,2223,74342
2017/02/06,57529,57819,57239,57433,▼97,－0.17%,57491,57544,57279,57395,723,74592
2017/02/03,57433,57626,57046,57529,▲97,＋0.17%,57510,57582,57272,57392,1741,74537
2017/02/02,57529,57529,57143,57433,▼97,－0.17%,57471,57597,57274,57388,1983,74677
2017/02/01,57529,57626,57239,57529,0.0,0.00%,57433,57616,57282,57384,921,74519
2017/01/31,57529,57529,57046,57529,0.0,0.00%,57413,57631,57285,57379,1104,74535
2017/01/26,57336,57529,57046,57529,▲193,＋0.34%,57452,57650,57283,57375,1697,74471
2017/01/25,57626,57723,57046,57336,▲97,＋0.17%,57471,57669,57275,57371,2462,74536
2017/01/24,57336,57529,56756,57239,▼193,－0.34%,57529,57665,57285,57370,2421,74218
2017/01/23,57819,57819,57433,57433,▼290,－0.50%,57549,57655,57293,57372,1808,74327
2017/01/20,57626,57819,57336,57723,▲97,＋0.17%,57568,57636,57301,57370,1193,74327
2017/01/19,57819,57819,57433,57626,0.0,0.00%,57549,57598,57304,57370,1118,74328
2017/01/18,57529,57819,57239,57626,▲290,＋0.51%,57607,57564,57299,57365,1284,74264
2017/01/17,57529,57529,57336,57336,▼193,－0.34%,57607,57526,57303,57360,1056,73536
2017/01/16,57723,58206,57046,57529,▼97,－0.17%,57665,57502,57315,57360,5346,73510
2017/01/13,57529,57819,57433,57626,▼290,－0.50%,57645,57478,57313,57357,883,73775
2017/01/12,57626,58206,57143,57916,▲290,＋0.50%,57684,57444,57314,57353,2526,73626
2017/01/11,57626,57819,57336,57626,0.0,0.00%,57742,57392,57313,57348,1102,73238
2017/01/10,57529,57723,57239,57626,▲193,＋0.34%,57781,57358,57317,57347,1254,73140
2017/01/09,57819,58013,57143,57433,▼387,－0.67%,57819,57315,57320,57342,1582,73066
2017/01/06,58109,58206,57626,57819,▼387,－0.66%,57897,57277,57323,57338,1010,73062
2017/01/05,57819,58303,57723,58206,▲387,＋0.67%,57916,57215,57320,57332,1573,73130
2017/01/04,57819,58013,57723,57819,0.0,0.00%,57858,57138,57314,57322,1692,73316
2017/01/03,57723,57819,57433,57819,0.0,0.00%,57742,57090,57310,57317,476,73956
2017/01/02,57916,57916,57529,57819,▼97,－0.17%,57588,57008,57309,57314,665,73850
2016/12/29,57819,58109,57239,57916,0.0,0.00%,57434,56937,57305,57311,2151,73742
2016/12/28,57819,57916,56949,57916,▲676,＋1.18%,57242,56884,57303,57308,2009,73760
2016/12/27,57050,57240,56764,57240,▲190,＋0.33%,57050,56817,57303,57300,3462,73460
2016/12/26,56860,57145,56860,57050,0.0,0.00%,56974,56803,57314,57302,2192,73452
2016/12/23,56955,57145,56860,57050,▲95,＋0.17%,56936,56793,57324,57309,2367,73400
2016/12/22,56955,57335,56860,56955,0.0,0.00%,56936,56793,57332,57318,1265,73445
2016/12/21,56764,56955,56574,56955,▲95,＋0.17%,56936,56793,57343,57322,2403,74180
2016/12/20,56764,57145,56764,56860,0.0,0.00%,56917,56812,57352,57325,1409,74180
2016/12/19,56860,56860,56669,56860,▼190,－0.33%,56936,56841,57363,57330,758,74175
2016/12/16,56955,57430,56860,57050,▲95,＋0.17%,56917,56855,57371,57331,1670,74189
2016/12/15,56860,57050,56574,56955,▲95,＋0.17%,56841,56855,57370,57333,2837,74222
2016/12/14,56764,57050,56574,56860,▼95,－0.17%,56764,56893,57360,57344,1373,74232
2016/12/13,56764,57335,56574,56955,▲190,＋0.34%,56726,56921,57352,57363,1044,74290
