[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1986/12/05,8076,8076,7981,7988,▼89,－1.10%,8262,8213,7943,8032,7390,N/A
1986/12/04,8051,8368,8051,8076,▼101,－1.24%,8335,8207,7948,8024,7680,N/A
1986/12/03,8431,8431,8178,8178,▼361,－4.23%,8368,8188,7952,8014,4770,N/A
1986/12/02,8552,8717,8539,8539,▲13,＋0.15%,8355,8176,7959,8003,53070,N/A
1986/12/01,8463,8558,8463,8527,▲171,＋2.05%,8319,8154,7961,7993,24500,N/A
1986/11/29,8210,8355,8210,8355,▲114,＋1.38%,8262,8134,7964,7983,6780,N/A
1986/11/28,8000,8241,8000,8241,▲127,＋1.56%,8275,8116,7967,7975,11590,N/A
1986/11/27,8355,8355,8108,8114,▼241,－2.88%,8339,8105,7970,7967,19810,N/A
1986/11/26,8178,8355,8178,8355,▲114,＋1.38%,8402,8101,7978,7961,12920,N/A
1986/11/25,8368,8368,8140,8241,▼184,－2.18%,8379,8086,7983,7953,10390,N/A
1986/11/24,8546,8736,8368,8425,▼133,－1.56%,8364,8064,7988,7943,23200,N/A
1986/11/22,8558,8653,8527,8558,▲127,＋1.50%,8292,8020,7990,7931,24070,N/A
1986/11/21,8311,8438,8311,8431,▲190,＋2.31%,8203,7976,7987,7919,25030,N/A
1986/11/20,8235,8273,8197,8241,▲76,＋0.93%,8102,7949,7985,7909,43450,N/A
1986/11/19,8051,8165,8051,8165,▲101,＋1.26%,8026,7923,7985,7902,8870,N/A
1986/11/18,8165,8165,7994,8064,▼51,－0.62%,7965,7890,7986,7897,8470,N/A
1986/11/17,7981,8172,7956,8114,▲190,＋2.40%,7924,7857,7989,7893,21950,N/A
1986/11/15,8051,8114,7924,7924,▲63,＋0.81%,7843,7800,7993,7890,7900,N/A
1986/11/14,7861,7924,7797,7861,0.0,0.00%,7843,7762,7996,7886,14130,N/A
1986/11/13,7797,7905,7785,7861,0.0,0.00%,7894,7734,8000,7881,9310,N/A
1986/11/12,7702,7861,7702,7861,▲152,＋1.97%,7946,7721,8003,7877,15630,N/A
1986/11/11,7683,7861,7683,7709,▼216,－2.72%,7971,7709,8004,7875,17380,N/A
1986/11/10,8114,8178,7861,7924,▼190,－2.34%,8033,7696,8013,7873,11560,N/A
1986/11/08,8114,8235,8114,8114,▼6,－0.08%,8059,7669,8016,7869,14370,N/A
1986/11/07,7924,8146,7924,8121,▲133,＋1.67%,8046,7621,8018,7862,20550,N/A
1986/11/06,7975,7988,7797,7988,▼32,－0.40%,7981,7593,8021,7853,17130,N/A
1986/11/05,7924,8083,7893,8019,▼32,－0.39%,7894,7583,8028,7845,27990,N/A
1986/11/04,8051,8114,7918,8051,0.0,0.00%,7824,7580,8033,7838,16490,N/A
1986/11/03,7855,8108,7740,8051,▲254,＋3.25%,7792,7572,8040,7826,38780,N/A
1986/11/01,7474,7797,7474,7797,▲247,＋3.27%,7726,7569,8051,7815,10200,N/A
1986/10/31,7487,7766,7487,7550,▼120,－1.57%,7669,7582,8068,7804,21800,N/A
1986/10/30,7823,7823,7449,7671,▼222,－2.81%,7640,7612,8085,7794,20060,N/A
1986/10/29,7696,7918,7690,7893,▲171,＋2.22%,7498,7634,8094,7782,24420,N/A
1986/10/28,7316,7728,7316,7721,▲209,＋2.78%,7354,7642,8098,7770,19720,N/A
1986/10/27,7385,7512,6973,7512,▲108,＋1.46%,7269,7656,8104,7760,10780,N/A
1986/10/25,6834,7404,6834,7404,▲444,＋6.38%,7288,7686,8115,7754,9040,N/A
1986/10/24,7132,7132,6783,6961,▼209,－2.92%,7330,7719,8126,7747,15880,N/A
1986/10/23,7290,7360,7170,7170,▼127,－1.74%,7427,7767,8147,7744,15770,N/A
1986/10/22,7544,7728,7297,7297,▼311,－4.08%,7470,7814,8158,7740,32200,N/A
1986/10/21,7715,7715,7487,7607,▼6,－0.08%,7444,7863,8167,7734,16000,N/A
1986/10/20,7474,7639,7474,7614,▲165,＋2.21%,7432,7894,8175,7723,11650,N/A
1986/10/18,7379,7449,7354,7449,▲63,＋0.86%,7469,7929,8183,7709,6560,N/A
1986/10/17,7037,7474,6973,7385,▲222,＋3.10%,7571,7973,8197,7695,19270,N/A
1986/10/16,7417,7417,7106,7164,▼387,－5.12%,7672,8032,8205,7681,17790,N/A
1986/10/15,7607,7607,7544,7550,▼247,－3.17%,7837,8108,8223,7669,9640,N/A
1986/10/14,7924,7924,7601,7797,▼158,－1.99%,7937,8165,8242,7655,6760,N/A
1986/10/13,7931,8051,7899,7956,▲63,＋0.80%,8008,8202,8258,7637,7270,N/A
1986/10/11,7861,7924,7829,7893,▼95,－1.19%,8040,8226,8268,7618,13760,N/A
1986/10/10,7988,7988,7924,7988,▼63,－0.79%,8070,8259,8279,7599,1290,N/A
1986/10/08,8146,8152,7956,8051,▼101,－1.24%,8076,8294,8285,7579,12050,N/A
1986/10/07,8114,8210,8057,8152,▲38,＋0.47%,8087,8318,8287,7558,16160,N/A
1986/10/06,8083,8114,8083,8114,▲70,＋0.87%,8068,8338,8280,7537,4960,N/A
1986/10/04,8083,8146,8032,8045,▲25,＋0.32%,8030,8352,8267,7515,6210,N/A
1986/10/02,7975,8051,7975,8019,▼82,－1.02%,8043,8365,8250,7494,6090,N/A
1986/09/30,7988,8102,7931,8102,▲44,＋0.55%,8094,8376,8233,7475,10520,N/A
1986/09/29,7924,8057,7924,8057,▲133,＋1.68%,8122,8383,8214,7454,10020,N/A
1986/09/27,8095,8095,7924,7924,▼190,－2.34%,8172,8392,8197,7434,10060,N/A
1986/09/26,8241,8241,8114,8114,▼158,－1.92%,8254,8411,8184,7416,13920,N/A
1986/09/25,8241,8336,8241,8273,▲32,＋0.38%,8343,8411,8163,7395,13820,N/A
1986/09/24,8114,8273,8114,8241,▼63,－0.76%,8425,8403,8143,7374,8490,N/A
1986/09/23,8305,8330,8241,8305,▼32,－0.38%,8514,8392,8121,7353,13350,N/A
1986/09/22,8431,8507,8336,8336,▼222,－2.59%,8562,8373,8099,7331,5020,N/A
1986/09/20,8558,8622,8558,8558,▼127,－1.46%,8581,8369,8076,7308,2080,N/A
1986/09/17,8742,8742,8590,8685,0.0,0.00%,8580,8348,8048,7282,8260,N/A
1986/09/16,8628,8717,8558,8685,▲139,＋1.63%,8580,8325,8025,7254,40720,N/A
1986/09/15,8279,8546,8260,8546,▲114,＋1.35%,8548,8305,8002,7228,6150,N/A
1986/09/13,8311,8438,8305,8431,▼120,－1.41%,8549,8299,7982,7206,13310,N/A
1986/09/12,8717,8780,8463,8552,▼133,－1.53%,8543,8293,7964,7183,36010,N/A
1986/09/11,8527,8685,8527,8685,▲158,＋1.86%,8494,8288,7944,7160,40660,N/A
1986/09/10,8552,8552,8400,8527,▼25,－0.30%,8405,8292,7922,7135,15950,N/A
1986/09/09,8463,8552,8463,8552,▲152,＋1.81%,8348,8306,7898,7113,26510,N/A
1986/09/08,8381,8431,8317,8400,▲95,＋1.15%,8286,8306,7871,7093,21020,N/A
1986/09/06,8241,8305,8146,8305,▲63,＋0.77%,8267,8298,7850,7074,9470,N/A
1986/09/05,8178,8241,8178,8241,0.0,0.00%,8229,8287,7833,7054,13140,N/A
1986/09/04,8241,8241,8121,8241,0.0,0.00%,8203,8280,7819,7034,15560,N/A
1986/09/03,8374,8425,8241,8241,▼63,－0.76%,8160,8276,7807,7015,29330,N/A
1986/09/02,8051,8305,8007,8305,▲190,＋2.34%,8097,8267,7798,6995,12290,N/A
1986/09/01,8146,8229,8057,8114,0.0,0.00%,8084,8262,7787,6974,14390,N/A
1986/08/30,8089,8146,8064,8114,▲89,＋1.11%,8090,8250,7776,6954,12240,N/A
1986/08/29,8057,8114,7956,8026,▲101,＋1.28%,8113,8236,7761,6934,15460,N/A
1986/08/28,8241,8349,7924,7924,▼317,－3.85%,8164,8237,7752,6917,22210,N/A
1986/08/27,8114,8273,8114,8241,▲95,＋1.17%,8265,8248,7746,6900,14840,N/A
1986/08/26,8178,8241,7943,8146,▼82,－1.00%,8278,8249,7733,6883,13100,N/A
1986/08/25,8241,8241,8076,8229,▼51,－0.61%,8341,8235,7722,6866,20030,N/A
1986/08/23,8431,8431,8241,8279,▼152,－1.80%,8445,8237,7707,6847,20680,N/A
1986/08/22,8305,8463,8273,8431,▲127,＋1.53%,8553,8255,7685,6827,24390,N/A
1986/08/21,8457,8552,8210,8305,▼158,－1.87%,8575,8272,7663,6804,38420,N/A
1986/08/20,8552,8615,8374,8463,▼285,－3.26%,8562,8285,7643,6782,55760,N/A
1986/08/19,8945,9160,8527,8748,▼70,－0.79%,8486,8288,7612,6758,155360,N/A
1986/08/18,8698,8863,8431,8818,▲279,＋3.27%,8359,8269,7578,6732,105590,N/A
1986/08/16,8349,8558,8349,8539,▲298,＋3.62%,8229,8238,7539,6705,42760,N/A
1986/08/14,8241,8305,8127,8241,▲158,＋1.96%,8131,8198,7503,6681,45040,N/A
1986/08/13,7988,8121,7988,8083,▼32,－0.39%,8126,8151,7470,6661,18950,N/A
1986/08/12,8083,8114,8019,8114,▼51,－0.62%,8083,8099,7443,6639,26780,N/A
1986/08/11,7969,8178,7969,8165,▲114,＋1.42%,8026,8043,7416,6616,11080,N/A
1986/08/09,8292,8292,7988,8051,▼165,－2.01%,8003,7982,7392,6592,16830,N/A
1986/08/08,7988,8216,7988,8216,▲349,＋4.43%,8019,7931,7369,6568,22950,N/A
1986/08/07,7924,7988,7766,7867,▲38,＋0.49%,8031,7878,7341,6543,30950,N/A
1986/08/06,7975,7988,7671,7829,▼222,－2.76%,8030,7829,7321,6519,30760,N/A
1986/08/05,8102,8108,8045,8051,▼82,－1.01%,8118,7789,7300,6495,26570,N/A
1986/08/04,8273,8336,8019,8133,▼139,－1.69%,8235,7734,7270,6468,29580,N/A
1986/08/02,7956,8273,7956,8273,▲412,＋5.24%,8364,7676,7234,6443,23500,N/A
1986/08/01,8051,8121,7829,7861,▼412,－4.98%,8421,7611,7192,6416,33510,N/A
1986/07/31,8565,8571,8273,8273,▼361,－4.19%,8554,7560,7157,6395,52590,N/A
1986/07/30,8609,8780,8527,8634,▼146,－1.66%,8575,7511,7115,6370,70220,N/A
1986/07/29,8565,8805,8565,8780,▲222,＋2.59%,8485,7446,7068,6344,103070,N/A
1986/07/28,8400,8622,8241,8558,▲32,＋0.37%,8277,7374,7016,6316,120590,N/A
1986/07/26,8343,8546,8248,8527,▲152,＋1.82%,8024,7314,6968,6289,70070,N/A
1986/07/25,8045,8546,7988,8374,▲190,＋2.32%,7728,7256,6919,6260,141170,N/A
1986/07/24,7988,8184,7937,8184,▲444,＋5.73%,7453,7206,6873,6232,138340,N/A
1986/07/23,7474,7740,7417,7740,▲444,＋6.08%,7204,7149,6829,6206,77160,N/A
1986/07/22,7202,7297,7106,7297,▲254,＋3.60%,7063,7111,6793,6185,22990,N/A
1986/07/21,6973,7087,6973,7043,▲44,＋0.63%,7037,7101,6763,6167,15850,N/A
1986/07/19,6878,6999,6847,6999,▲57,＋0.82%,7004,7115,6738,6151,8530,N/A
1986/07/18,6840,7005,6840,6942,▼95,－1.35%,7011,7134,6716,6135,19930,N/A
1986/07/16,7164,7164,6973,7037,▼127,－1.77%,7013,7163,6695,6122,11920,N/A
1986/07/15,6935,7164,6935,7164,▲285,＋4.15%,7000,7195,6671,6106,62300,N/A
1986/07/14,7037,7037,6853,6878,▼158,－2.25%,6962,7220,6647,6088,14730,N/A
1986/07/12,6954,7100,6954,7037,▲89,＋1.28%,6956,7248,6627,6074,7700,N/A
1986/07/11,6783,6973,6764,6948,▼25,－0.36%,7006,7259,6604,6057,13810,N/A
1986/07/10,7106,7227,6973,6973,0.0,0.00%,7081,7284,6584,6041,18040,N/A
1986/07/09,6910,7037,6897,6973,▲127,＋1.85%,7157,7313,6562,6025,22790,N/A
1986/07/08,7278,7278,6847,6847,▼444,－6.09%,7233,7340,6541,6010,30380,N/A
1986/07/07,7360,7417,7227,7290,▼32,－0.43%,7336,7372,6516,5995,32810,N/A
1986/07/05,7221,7322,7157,7322,▼32,－0.43%,7355,7371,6483,5978,16480,N/A
1986/07/04,7290,7354,7132,7354,0.0,0.00%,7298,7354,6455,5961,14450,N/A
1986/07/03,7430,7595,7354,7354,▼6,－0.09%,7223,7341,6430,5944,57050,N/A
1986/07/02,7417,7595,7354,7360,▼25,－0.34%,7172,7329,6403,5927,40570,N/A
1986/07/01,7005,7385,7005,7385,▲349,＋4.95%,7165,7293,6375,5907,15750,N/A
1986/06/30,7005,7037,6973,7037,▲57,＋0.82%,7165,7257,6347,5887,13610,N/A
1986/06/28,6980,7024,6866,6980,▼120,－1.70%,7260,7232,6329,5869,16330,N/A
1986/06/27,6961,7195,6961,7100,▼222,－3.03%,7399,7200,6314,5852,31200,N/A
1986/06/26,7436,7601,7322,7322,▼63,－0.86%,7511,7157,6298,5834,47640,N/A
1986/06/25,7436,7468,7354,7385,▼127,－1.69%,7536,7114,6274,5814,38230,N/A
1986/06/24,7607,7607,7417,7512,▼165,－2.15%,7510,7072,6249,5793,46360,N/A
1986/06/23,7785,7848,7544,7677,▲19,＋0.25%,7497,7032,6223,5771,45460,N/A
1986/06/21,7544,7753,7544,7658,▲209,＋2.81%,7472,6980,6193,5748,69280,N/A
1986/06/20,7259,7512,7259,7449,▲197,＋2.71%,7444,6926,6161,5722,77440,N/A
1986/06/19,7404,7455,7132,7252,▼197,－2.64%,7450,6886,6131,5696,74480,N/A
1986/06/18,7360,7487,7284,7449,▼101,－1.34%,7455,6852,6107,5672,59890,N/A
1986/06/17,7607,7702,7544,7550,▲32,＋0.42%,7360,6793,6082,5646,126680,N/A
1986/06/16,7481,7633,7417,7519,▲38,＋0.51%,7271,6713,6055,5620,61440,N/A
1986/06/14,7259,7531,7246,7481,▲203,＋2.79%,7188,6626,6032,5594,50320,N/A
1986/06/13,7106,7417,7106,7278,▲304,＋4.36%,7023,6538,6009,5569,181760,N/A
1986/06/12,7087,7132,6910,6973,▼133,－1.87%,6899,6462,5987,5545,87750,N/A
1986/06/11,7202,7259,6821,7106,▲6,＋0.09%,6810,6403,5970,5523,76380,N/A
1986/06/10,6688,7100,6656,7100,▲444,＋6.67%,6656,6333,5946,5500,92930,N/A
1986/06/09,6751,6751,6650,6656,0.0,0.00%,6485,6260,5922,5479,56940,N/A
1986/06/07,6669,6720,6631,6656,▲127,＋1.94%,6447,6209,5904,5462,76120,N/A
1986/06/05,6415,6568,6415,6530,▲190,＋3.00%,6423,6155,5885,5444,70880,N/A
1986/06/04,6314,6435,6213,6339,▲95,＋1.52%,6460,6107,5870,5427,72640,N/A
1986/06/03,6435,6435,6244,6244,▼222,－3.43%,6522,6069,5859,5411,53010,N/A
1986/06/02,6460,6523,6409,6466,▼70,－1.07%,6589,6031,5852,5397,53690,N/A
1986/05/31,6713,6720,6473,6536,▼178,－2.64%,6622,5986,5836,5382,64780,N/A
1986/05/30,6720,6815,6682,6713,▲63,＋0.95%,6632,5943,5816,5367,168990,N/A
1986/05/29,6555,6688,6415,6650,▲70,＋1.06%,6544,5890,5791,5352,117120,N/A
1986/05/28,6669,6758,6473,6580,▼51,－0.76%,6404,5839,5767,5340,116740,N/A
1986/05/27,6675,6707,6473,6631,▲44,＋0.67%,6241,5795,5745,5328,163190,N/A
1986/05/26,6587,6587,6466,6587,▲317,＋5.06%,6058,5746,5717,5316,250710,N/A
1986/05/24,6029,6270,6029,6270,▲317,＋5.32%,5894,5702,5690,5302,156520,N/A
1986/05/23,5775,5953,5775,5953,▲190,＋3.30%,5801,5674,5666,5290,99490,N/A
1986/05/22,5705,5801,5705,5763,▲44,＋0.78%,5749,5660,5652,5280,45480,N/A
1986/05/21,5782,5820,5718,5718,▼51,－0.88%,5727,5656,5641,5271,40860,N/A
1986/05/20,5826,5826,5705,5769,▼32,－0.55%,5709,5639,5633,5262,24370,N/A
1986/05/19,5737,5820,5737,5801,▲108,＋1.89%,5671,5615,5625,5256,34120,N/A
1986/05/17,5655,5693,5655,5693,▲38,＋0.67%,5626,5607,5620,5248,10940,N/A
1986/05/15,5629,5655,5572,5655,▲25,＋0.45%,5602,5615,5616,5243,33230,N/A
1986/05/14,5579,5642,5579,5629,▲51,＋0.91%,5566,5619,5610,5241,20310,N/A
1986/05/13,5572,5579,5515,5579,▲6,＋0.11%,5556,5622,5600,5239,6350,N/A
1986/05/12,5579,5642,5484,5572,0.0,0.00%,5575,5629,5592,5235,10570,N/A
1986/05/10,5515,5579,5515,5572,▲95,＋1.74%,5589,5648,5583,5228,8460,N/A
1986/05/09,5579,5579,5452,5477,▼101,－1.82%,5603,5673,5576,5221,26260,N/A
1986/05/08,5655,5655,5579,5579,▼95,－1.68%,5648,5707,5571,5215,15490,N/A
1986/05/07,5572,5674,5528,5674,▲32,＋0.56%,5662,5722,5563,5208,27340,N/A
1986/05/06,5515,5642,5515,5642,0.0,0.00%,5667,5733,5554,5199,12280,N/A
1986/05/03,5705,5705,5642,5642,▼63,－1.11%,5681,5749,5548,5188,14670,N/A
1986/05/02,5642,5769,5642,5705,▲57,＋1.01%,5686,5760,5540,5178,54900,N/A
1986/05/01,5642,5705,5579,5648,▼51,－0.89%,5683,5760,5530,5168,20230,N/A
1986/04/30,5642,5705,5547,5699,▼13,－0.22%,5627,5763,5521,5155,26700,N/A
1986/04/29,5629,5712,5553,5712,▲44,＋0.78%,5548,5768,5509,5141,33700,N/A
1986/04/28,5807,5826,5585,5667,▼19,－0.33%,5531,5778,5499,5126,22340,N/A
1986/04/26,5420,5686,5420,5686,▲317,＋5.90%,5569,5791,5488,5111,22500,N/A
1986/04/25,5389,5452,5306,5369,▲63,＋1.19%,5577,5815,5479,5096,49410,N/A
1986/04/24,5369,5376,5306,5306,▼317,－5.64%,5645,5851,5475,5083,64430,N/A
1986/04/23,5763,5832,5579,5623,▼235,－4.00%,5724,5885,5473,5071,34220,N/A
1986/04/22,5731,5858,5731,5858,▲127,＋2.21%,5792,5899,5467,5056,27700,N/A
1986/04/21,5648,5737,5642,5731,▲25,＋0.44%,5832,5891,5457,5040,15740,N/A
1986/04/19,5674,5737,5642,5705,0.0,0.00%,5921,5886,5451,5024,27720,N/A
1986/04/18,5965,6041,5705,5705,▼254,－4.26%,5953,5882,5439,5009,39000,N/A
1986/04/17,5953,6022,5896,5959,▼101,－1.67%,5992,5872,5427,4995,29330,N/A
1986/04/16,6244,6276,5959,6060,▼114,－1.85%,5991,5853,5410,4978,85160,N/A
1986/04/15,5991,6175,5927,6175,▲311,＋5.30%,5951,5835,5391,4960,53270,N/A
1986/04/14,5705,5864,5585,5864,▼38,－0.64%,5858,5818,5370,4943,32670,N/A
1986/04/12,6022,6048,5902,5902,▼51,－0.85%,5826,5800,5355,4927,47880,N/A
1986/04/11,5902,5991,5902,5953,▲89,＋1.51%,5806,5773,5337,4909,57360,N/A
1986/04/10,5705,5864,5705,5864,▲158,＋2.78%,5801,5735,5320,4892,38340,N/A
1986/04/09,5705,5705,5648,5705,0.0,0.00%,5813,5702,5302,4874,42190,N/A
1986/04/08,5801,5801,5705,5705,▼95,－1.64%,5903,5680,5283,4859,30060,N/A
1986/04/07,5959,6016,5769,5801,▼127,－2.14%,5979,5642,5260,4842,53420,N/A
1986/04/04,5896,6060,5877,5927,0.0,0.00%,6016,5599,5236,4825,55210,N/A
1986/04/03,6086,6149,5839,5927,▼228,－3.71%,6011,5544,5211,4807,94630,N/A
1986/04/02,6022,6270,6022,6156,▲70,＋1.15%,5967,5506,5185,4787,107900,N/A
1986/04/01,6149,6295,6060,6086,▲101,＋1.69%,5864,5451,5156,4766,141610,N/A
1986/03/31,5883,6022,5826,5984,▲82,＋1.40%,5769,5410,5129,4745,99520,N/A
1986/03/29,5851,5991,5851,5902,▲197,＋3.44%,5675,5375,5102,4725,70570,N/A
1986/03/28,5705,5750,5642,5705,▲63,＋1.12%,5610,5355,5076,4705,54530,N/A
1986/03/27,5705,5769,5642,5642,▲32,＋0.56%,5610,5343,5055,4687,39830,N/A
1986/03/26,5515,5648,5515,5610,▲95,＋1.72%,5646,5324,5036,4670,42240,N/A
1986/03/25,5642,5674,5515,5515,▼63,－1.14%,5626,5297,5019,4654,62720,N/A
1986/03/24,5705,5769,5515,5579,▼127,－2.22%,5594,5274,5003,4638,54240,N/A
1986/03/22,5927,5959,5705,5705,▼114,－1.96%,5518,5247,4984,4621,78160,N/A
1986/03/21,5617,5820,5617,5820,▲311,＋5.64%,5418,5220,4963,4604,240550,N/A
1986/03/20,5389,5509,5331,5509,▲152,＋2.84%,5306,5188,4943,4585,69040,N/A
1986/03/19,5230,5382,5141,5357,▲158,＋3.05%,5193,5168,4928,4569,42870,N/A
1986/03/18,5293,5389,5167,5198,▼6,－0.12%,5111,5157,4918,4553,22010,N/A
1986/03/17,5420,5452,5198,5205,▼57,－1.08%,5039,5162,4914,4539,70870,N/A
1986/03/15,5091,5262,5091,5262,▲317,＋6.41%,5028,5158,4913,4524,26070,N/A
1986/03/14,5072,5072,4945,4945,0.0,0.00%,4989,5149,4912,4508,18900,N/A
1986/03/13,4818,4945,4755,4945,▲108,＋2.23%,5051,5158,4915,4495,20880,N/A
1986/03/12,5154,5192,4837,4837,▼317,－6.15%,5121,5162,4915,4482,16270,N/A
1986/03/11,5135,5230,5135,5154,▲89,＋1.75%,5254,5173,4914,4471,42250,N/A
1986/03/08,5103,5122,5065,5065,▼190,－3.62%,5314,5168,4907,4456,31490,N/A
1986/03/07,5268,5420,5255,5255,▼38,－0.72%,5353,5170,4900,4442,60920,N/A
1986/03/06,5553,5610,5262,5293,▼209,－3.80%,5316,5164,4892,4427,71350,N/A
1986/03/05,5376,5579,5325,5503,▲51,＋0.93%,5272,5159,4886,4412,86700,N/A
1986/03/04,5363,5515,5357,5452,▲190,＋3.61%,5179,5147,4876,4395,157670,N/A
1986/03/03,5129,5331,5129,5262,▲190,＋3.75%,5118,5139,4870,4379,147060,N/A
1986/02/28,5072,5129,5065,5072,0.0,0.00%,5106,5142,4872,4364,27070,N/A
1986/02/27,5065,5160,5040,5072,▲32,＋0.63%,5112,5139,4877,4350,30070,N/A
1986/02/26,5065,5103,5040,5040,▼108,－2.09%,5125,5133,4878,4336,20330,N/A
1986/02/25,5192,5192,5103,5148,▼51,－0.98%,5176,5128,4873,4322,51620,N/A
1986/02/24,5135,5198,5065,5198,▲95,＋1.86%,5173,5119,4866,4307,48940,N/A
1986/02/22,5141,5167,5040,5103,▼32,－0.62%,5149,5103,4858,4291,25130,N/A
1986/02/21,5262,5262,5122,5135,▼158,－2.99%,5154,5096,4852,4276,42970,N/A
