[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1997/11/06,3338,3338,3202,3297,▼41,－1.22%,3330,3451,3862,4285,92990,N/A
1997/11/05,3434,3529,3270,3338,▼95,－2.78%,3284,3486,3886,4302,182230,N/A
1997/11/04,3195,3529,3195,3434,▲164,＋5.00%,3243,3511,3908,4318,281680,N/A
1997/11/03,3270,3406,3066,3270,▼41,－1.23%,3206,3535,3929,4335,177660,N/A
1997/11/01,3134,3311,3134,3311,▲245,＋8.00%,3171,3564,3952,4353,103410,N/A
1997/10/31,3134,3134,3032,3066,▼68,－2.17%,3180,3589,3976,4371,170480,N/A
1997/10/30,3113,3311,3004,3134,▼116,－3.56%,3248,3627,4004,4390,183910,N/A
1997/10/29,3161,3338,3032,3250,▲157,＋5.07%,3330,3671,4031,4410,142700,N/A
1997/10/28,3359,3359,3093,3093,▼266,－7.91%,3447,3709,4056,4429,143380,N/A
1997/10/27,3406,3529,3352,3359,▼48,－1.40%,3597,3756,4084,4448,87640,N/A
1997/10/25,3440,3508,3406,3406,▼136,－3.85%,3639,3787,4107,4465,101780,N/A
1997/10/24,3747,3747,3529,3543,▼293,－7.64%,3642,3818,4130,4482,168010,N/A
1997/10/23,3842,3917,3658,3835,▼7,－0.18%,3676,3844,4148,4497,215880,N/A
1997/10/22,3611,3849,3611,3842,▲273,＋7.63%,3649,3843,4161,4510,206530,N/A
1997/10/21,3420,3665,3270,3570,▲150,＋4.38%,3616,3840,4174,4522,174440,N/A
1997/10/20,3645,3713,3420,3420,▼293,－7.89%,3656,3852,4193,4536,106710,N/A
1997/10/18,3747,3747,3645,3713,▲14,＋0.37%,3770,3872,4212,4552,67440,N/A
1997/10/17,3611,3883,3413,3699,▲20,＋0.56%,3796,3887,4224,4566,140090,N/A
1997/10/16,3781,3781,3611,3679,▼89,－2.35%,3837,3900,4234,4580,109100,N/A
1997/10/15,3883,3951,3767,3767,▼225,－5.63%,3871,3913,4246,4594,50590,N/A
1997/10/14,3890,3992,3842,3992,▲150,＋3.90%,3882,3927,4256,4607,87960,N/A
1997/10/13,3938,3938,3767,3842,▼61,－1.57%,3848,3930,4261,4617,77990,N/A
1997/10/11,3883,3985,3883,3904,▲55,＋1.42%,3880,3947,4270,4628,21660,N/A
1997/10/10,4019,4019,3822,3849,▲27,＋0.71%,3905,3955,4276,4638,27690,N/A
1997/10/09,3720,3849,3713,3822,0.0,0.00%,3940,3967,4283,4650,57620,N/A
1997/10/08,3890,3951,3822,3822,▼184,－4.59%,3973,3978,4293,4662,50900,N/A
1997/10/07,4026,4026,3849,4006,▼20,－0.51%,4013,3991,4302,4671,113500,N/A
1997/10/06,4026,4088,3951,4026,0.0,0.00%,4022,3992,4306,4678,86850,N/A
1997/10/04,3924,4026,3924,4026,▲41,＋1.03%,3980,4000,4310,4686,48200,N/A
1997/10/02,3979,4019,3904,3985,▼34,－0.85%,3931,4007,4316,4694,51510,N/A
1997/10/01,3747,4067,3747,4019,▼34,－0.84%,3898,4017,4323,4702,101150,N/A
1997/09/30,3822,4088,3822,4053,▲238,＋6.25%,3857,4020,4331,4711,94090,N/A
1997/09/29,3720,3849,3679,3815,▲34,＋0.90%,3850,4020,4337,4722,91870,N/A
1997/09/27,3822,3822,3713,3781,▼41,－1.07%,3878,4037,4351,4735,58430,N/A
1997/09/26,3747,3883,3747,3822,▲7,＋0.18%,3910,4042,4368,4746,64710,N/A
1997/09/25,3849,4019,3754,3815,▼204,－5.08%,3955,4058,4384,4757,146530,N/A
1997/09/24,3944,4019,3849,4019,▲68,＋1.72%,4002,4087,4400,4769,76560,N/A
1997/09/23,3944,3951,3761,3951,▲7,＋0.17%,4034,4101,4412,4778,356300,N/A
1997/09/22,4088,4088,3883,3944,▼102,－2.53%,4059,4138,4426,4788,285180,N/A
1997/09/20,4026,4053,4019,4047,0.0,0.00%,4088,4174,4440,4797,45040,N/A
1997/09/19,4019,4169,4019,4047,▼136,－3.26%,4086,4207,4455,4806,127540,N/A
1997/09/18,4033,4183,4033,4183,▲109,＋2.68%,4093,4241,4470,4815,162210,N/A
1997/09/13,4019,4122,4019,4074,▼14,－0.33%,4060,4265,4482,4824,58430,N/A
1997/09/12,4088,4088,4026,4088,▲48,＋1.18%,4082,4296,4495,4834,84010,N/A
1997/09/11,4088,4088,4033,4040,▼41,－1.00%,4098,4326,4510,4844,60960,N/A
1997/09/10,4088,4115,4019,4081,▲61,＋1.53%,4128,4361,4523,4856,97330,N/A
1997/09/09,4156,4156,3972,4019,▼164,－3.91%,4130,4394,4534,4867,178380,N/A
1997/09/08,4088,4360,4088,4183,▲14,＋0.33%,4137,4431,4545,4879,202470,N/A
1997/09/06,4190,4190,4142,4169,▼20,－0.49%,4130,4458,4555,4892,103760,N/A
1997/09/05,4026,4190,4026,4190,▲102,＋2.50%,4070,4488,4568,4903,137650,N/A
1997/09/04,4019,4108,3999,4088,▲34,＋0.84%,4060,4517,4577,4913,167000,N/A
1997/09/03,4053,4156,3999,4053,▼95,－2.30%,4122,4551,4589,4924,210160,N/A
1997/09/02,3754,4149,3754,4149,▲279,＋7.22%,4173,4580,4601,4935,198140,N/A
1997/09/01,4088,4156,3815,3870,▼273,－6.58%,4280,4604,4614,4946,261820,N/A
1997/08/30,4210,4210,4088,4142,▼252,－5.74%,4442,4640,4631,4959,162060,N/A
1997/08/29,4244,4394,3972,4394,▲82,＋1.90%,4555,4668,4644,4973,1647180,N/A
1997/08/28,4680,4721,4312,4312,▼368,－7.86%,4619,4676,4654,4981,677010,N/A
1997/08/27,4633,4707,4619,4680,0.0,0.00%,4690,4684,4671,4991,198150,N/A
1997/08/26,4694,4694,4605,4680,▼27,－0.58%,4694,4665,4682,5001,155700,N/A
1997/08/25,4782,4782,4653,4707,▼7,－0.14%,4695,4649,4696,5014,108500,N/A
1997/08/23,4667,4714,4564,4714,▲48,＋1.02%,4701,4634,4707,5024,140140,N/A
1997/08/22,4639,4701,4524,4667,▼34,－0.72%,4705,4612,4718,5031,197200,N/A
1997/08/21,4633,4721,4633,4701,▲14,＋0.29%,4725,4597,4728,5035,302780,N/A
1997/08/20,4701,4701,4605,4687,▼48,－1.01%,4729,4577,4741,5043,179040,N/A
1997/08/19,4701,4735,4605,4735,0.0,0.00%,4746,4556,4754,5047,227520,N/A
1997/08/18,4769,4769,4667,4735,▼34,－0.71%,4752,4541,4766,5048,164460,N/A
1997/08/16,4769,4837,4735,4769,▲48,＋1.01%,4759,4521,4777,5048,260660,N/A
1997/08/14,4735,4769,4714,4721,▼48,－1.00%,4732,4494,4788,5049,215900,N/A
1997/08/13,4762,4830,4735,4769,0.0,0.00%,4714,4472,4801,5052,255900,N/A
1997/08/12,4762,4803,4673,4769,0.0,0.00%,4679,4454,4813,5055,222420,N/A
1997/08/11,4701,4939,4694,4769,▲136,＋2.94%,4665,4436,4824,5059,558660,N/A
1997/08/09,4633,4694,4598,4633,0.0,0.00%,4622,4420,4835,5059,243580,N/A
1997/08/08,4592,4694,4578,4633,▲41,＋0.89%,4588,4411,4846,5058,343930,N/A
1997/08/07,4701,4701,4585,4592,▼109,－2.32%,4524,4412,4859,5058,322270,N/A
1997/08/06,4564,4735,4564,4701,▲150,＋3.29%,4477,4422,4870,5059,680570,N/A
1997/08/05,4496,4558,4428,4551,▲89,＋1.98%,4416,4425,4879,5059,242260,N/A
1997/08/04,4326,4517,4312,4462,▲150,＋3.48%,4364,4436,4893,5060,369240,N/A
1997/08/02,4367,4421,4292,4312,▼48,－1.09%,4344,4452,4908,5063,172620,N/A
1997/08/01,4401,4483,4333,4360,▼34,－0.78%,4340,4475,4926,5067,402940,N/A
1997/07/31,4367,4496,4292,4394,▲102,＋2.38%,4323,4497,4942,5072,755500,N/A
1997/07/30,4353,4353,4237,4292,▼68,－1.56%,4331,4525,4958,5078,112990,N/A
1997/07/29,4224,4360,4224,4360,▲68,＋1.59%,4338,4557,4972,5084,124110,N/A
1997/07/28,4394,4408,4278,4292,▲14,＋0.32%,4311,4584,4986,5089,137330,N/A
1997/07/26,4428,4428,4224,4278,▼157,－3.53%,4311,4611,4999,5096,152860,N/A
1997/07/25,4258,4633,4258,4435,▲109,＋2.52%,4338,4648,5017,5104,661480,N/A
1997/07/24,4224,4360,4128,4326,▲102,＋2.42%,4330,4665,5030,5110,206250,N/A
1997/07/23,4292,4292,4156,4224,▼68,－1.59%,4356,4687,5040,5116,142940,N/A
1997/07/22,4428,4428,4156,4292,▼123,－2.78%,4404,4710,5051,5125,278280,N/A
1997/07/21,4299,4496,4292,4415,▲20,＋0.47%,4476,4733,5062,5131,137310,N/A
1997/07/19,4455,4476,4367,4394,▼61,－1.38%,4548,4761,5071,5135,77690,N/A
1997/07/18,4428,4592,4428,4455,▼7,－0.15%,4623,4778,5081,5140,149210,N/A
1997/07/16,4551,4564,4380,4462,▼191,－4.10%,4687,4795,5092,5147,216530,N/A
1997/07/15,4742,4776,4633,4653,▼123,－2.57%,4748,4812,5106,5153,237360,N/A
1997/07/14,4803,4803,4769,4776,▲7,＋0.14%,4773,4825,5118,5157,107430,N/A
1997/07/12,4776,4803,4769,4769,▼7,－0.14%,4780,4831,5124,5161,64470,N/A
1997/07/11,4776,4823,4769,4776,▲7,＋0.14%,4814,4840,5131,5168,121360,N/A
1997/07/10,4803,4898,4769,4769,▼7,－0.14%,4846,4851,5137,5174,196290,N/A
1997/07/09,4837,4905,4769,4776,▼34,－0.71%,4874,4876,5144,5176,132040,N/A
1997/07/08,4939,4939,4810,4810,▼129,－2.62%,4886,4905,5151,5175,139920,N/A
1997/07/07,4973,4994,4905,4939,0.0,0.00%,4925,4940,5155,5175,148440,N/A
1997/07/05,4912,4994,4905,4939,▲34,＋0.69%,4894,4964,5158,5175,95790,N/A
1997/07/04,4837,4973,4837,4905,▲68,＋1.41%,4860,4983,5161,5172,169240,N/A
1997/07/03,5034,5034,4837,4837,▼170,－3.40%,4812,5004,5166,5168,181630,N/A
1997/07/02,4891,5103,4871,5007,▲225,＋4.70%,4799,5034,5174,5164,310940,N/A
1997/07/01,4769,4898,4769,4782,▲14,＋0.29%,4791,5058,5179,5157,169550,N/A
1997/06/30,4673,4837,4673,4769,▲102,＋2.19%,4781,5092,5189,5151,133620,N/A
1997/06/28,4707,4735,4667,4667,▼102,－2.14%,4788,5122,5200,5147,111140,N/A
1997/06/27,4966,4966,4769,4769,▼198,－3.98%,4815,5162,5214,5142,167960,N/A
1997/06/26,5109,5109,4939,4966,▲232,＋4.89%,4841,5199,5229,5137,852640,N/A
1997/06/25,4803,4871,4714,4735,▼68,－1.42%,4829,5223,5238,5131,102050,N/A
1997/06/24,4810,4864,4769,4803,0.0,0.00%,4871,5257,5250,5126,109830,N/A
1997/06/23,4837,4898,4776,4803,▼95,－1.95%,4908,5290,5259,5123,87070,N/A
1997/06/21,4939,4966,4803,4898,▼7,－0.14%,5004,5313,5269,5120,142210,N/A
1997/06/20,4905,4973,4735,4905,▼41,－0.83%,5094,5339,5278,5116,404700,N/A
1997/06/19,5041,5109,4939,4946,▼41,－0.82%,5217,5358,5287,5111,259700,N/A
1997/06/18,5212,5314,4987,4987,▼300,－5.67%,5311,5372,5301,5108,212180,N/A
1997/06/17,5518,5573,5218,5287,▼61,－1.15%,5378,5392,5307,5104,395950,N/A
1997/06/16,5525,5586,5348,5348,▼170,－3.09%,5383,5395,5312,5098,232920,N/A
1997/06/14,5416,5791,5382,5518,▲102,＋1.89%,5404,5399,5320,5091,529300,N/A
1997/06/13,5321,5450,5300,5416,▲95,＋1.79%,5397,5389,5333,5083,354260,N/A
1997/06/12,5314,5416,5252,5321,▲7,＋0.13%,5404,5384,5340,5075,307840,N/A
1997/06/11,5450,5450,5314,5314,▼136,－2.50%,5416,5376,5344,5068,98980,N/A
1997/06/10,5552,5586,5389,5450,▼34,－0.62%,5443,5369,5342,5060,385750,N/A
1997/06/09,5450,5586,5382,5484,▲34,＋0.63%,5457,5352,5345,5051,193730,N/A
1997/06/07,5450,5518,5396,5450,▲68,＋1.27%,5450,5344,5340,5041,270270,N/A
1997/06/05,5416,5450,5355,5382,▼68,－1.25%,5443,5334,5330,5030,125450,N/A
1997/06/04,5586,5641,5423,5450,▼68,－1.23%,5457,5311,5319,5019,372040,N/A
1997/06/03,5382,5552,5382,5518,▲68,＋1.25%,5423,5282,5310,5009,178320,N/A
1997/06/02,5491,5620,5382,5450,▲34,＋0.63%,5402,5255,5303,4998,466920,N/A
1997/05/31,5450,5484,5321,5416,▼34,－0.63%,5368,5229,5298,4987,61590,N/A
1997/05/30,5314,5648,5314,5450,▲170,＋3.23%,5331,5207,5294,4976,288890,N/A
1997/05/29,5518,5518,5246,5280,▼136,－2.52%,5316,5192,5283,4966,154510,N/A
1997/05/28,5450,5450,5280,5416,▲136,＋2.58%,5329,5192,5271,4955,149040,N/A
1997/05/27,5228,5325,5150,5280,▲52,＋0.99%,5334,5190,5258,4944,311870,N/A
1997/05/26,5506,5506,5182,5228,▼149,－2.77%,5341,5184,5247,4934,154090,N/A
1997/05/24,5377,5422,5254,5377,▲32,＋0.61%,5357,5181,5239,4925,223330,N/A
1997/05/23,5377,5500,5306,5344,▼97,－1.79%,5316,5170,5228,4916,163180,N/A
1997/05/22,5351,5629,5247,5442,▲130,＋2.44%,5281,5162,5218,4908,489750,N/A
1997/05/21,5312,5377,5215,5312,0.0,0.00%,5216,5149,5209,4896,242140,N/A
1997/05/20,5247,5370,5150,5312,▲143,＋2.76%,5217,5135,5203,4884,294460,N/A
1997/05/19,5215,5215,5098,5169,0.0,0.00%,5204,5125,5198,4874,126160,N/A
1997/05/17,5280,5280,5137,5169,▲52,＋1.01%,5157,5123,5195,4866,76580,N/A
1997/05/16,5306,5409,5118,5118,▼201,－3.78%,5094,5125,5193,4860,224580,N/A
1997/05/15,5247,5506,5182,5318,▲71,＋1.36%,5067,5135,5193,4852,622320,N/A
1997/05/13,5053,5280,4962,5247,▲317,＋6.44%,4988,5134,5192,4847,256660,N/A
1997/05/12,4859,5118,4794,4930,▲71,＋1.47%,4936,5140,5189,4841,132710,N/A
1997/05/10,5001,5046,4859,4859,▼123,－2.47%,4978,5166,5192,4839,55290,N/A
1997/05/09,4930,5085,4891,4982,▲58,＋1.18%,5062,5198,5199,4838,102090,N/A
1997/05/08,4988,4988,4859,4923,▼65,－1.30%,5144,5234,5199,4837,68380,N/A
1997/05/07,5137,5137,4962,4988,▼149,－2.90%,5189,5262,5199,4838,160510,N/A
1997/05/06,5280,5306,5118,5137,▼143,－2.70%,5228,5285,5199,4839,106210,N/A
1997/05/03,5390,5506,5280,5280,▼110,－2.04%,5230,5296,5202,4839,91710,N/A
1997/05/02,5247,5416,5182,5390,▲240,＋4.65%,5211,5301,5201,4839,792030,N/A
1997/04/30,5182,5182,5118,5150,▼32,－0.62%,5169,5304,5196,4837,83220,N/A
1997/04/29,5150,5182,5085,5182,▲32,＋0.63%,5144,5318,5199,4838,80680,N/A
1997/04/28,5260,5312,5150,5150,▼32,－0.62%,5131,5349,5205,4839,104520,N/A
1997/04/26,5182,5247,5118,5182,0.0,0.00%,5127,5360,5210,4840,127050,N/A
1997/04/25,5059,5182,5059,5182,▲162,＋3.23%,5135,5379,5207,4840,142560,N/A
1997/04/24,5182,5215,4956,5020,▼97,－1.90%,5160,5411,5199,4839,161210,N/A
1997/04/23,5137,5182,5085,5118,▼13,－0.25%,5214,5475,5196,4840,174360,N/A
1997/04/22,5247,5247,5085,5131,▼91,－1.74%,5265,5510,5193,4841,183220,N/A
1997/04/21,5312,5409,5221,5221,▼91,－1.71%,5328,5533,5184,4843,307130,N/A
1997/04/19,5344,5370,5182,5312,▲26,＋0.49%,5385,5531,5170,4844,187610,N/A
1997/04/18,5377,5442,5247,5286,▼91,－1.69%,5462,5546,5154,4844,183420,N/A
1997/04/17,5506,5565,5344,5377,▼65,－1.19%,5502,5542,5136,4846,290580,N/A
1997/04/16,5442,5539,5344,5442,▼65,－1.18%,5515,5515,5114,4847,375420,N/A
1997/04/15,5701,5701,5442,5506,▼194,－3.41%,5500,5479,5093,4850,266780,N/A
1997/04/14,5604,5882,5571,5701,▲214,＋3.90%,5474,5450,5070,4850,537600,N/A
1997/04/12,5467,5532,5455,5487,▲45,＋0.83%,5422,5421,5044,4848,157960,N/A
1997/04/11,5467,5487,5377,5442,▲78,＋1.45%,5413,5403,5024,4845,450870,N/A
1997/04/10,5442,5506,5344,5364,▼13,－0.24%,5484,5390,5003,4842,452270,N/A
1997/04/09,5506,5604,5377,5377,▼65,－1.19%,5487,5362,4987,4842,1014080,N/A
1997/04/08,5513,5623,5442,5442,0.0,0.00%,5524,5320,4971,4842,718320,N/A
1997/04/07,5636,5701,5377,5442,▼356,－6.15%,5598,5279,4954,4841,535010,N/A
1997/04/04,5442,5804,5377,5798,▲421,＋7.83%,5769,5240,4935,4837,828340,N/A
1997/04/03,5597,5733,5267,5377,▼188,－3.38%,5776,5188,4914,4832,211150,N/A
1997/04/02,5811,5811,5422,5565,▼246,－4.24%,5817,5154,4901,4832,404200,N/A
1997/04/01,5798,6025,5798,5811,▼486,－7.72%,5740,5113,4884,4830,356760,N/A
1997/03/31,5830,6297,5616,6297,▲466,＋8.00%,5702,5066,4863,4826,1060360,N/A
1997/03/29,5688,5895,5636,5830,▲246,＋4.41%,5484,4999,4833,4819,373740,N/A
1997/03/28,5442,5584,5318,5584,▲408,＋7.88%,5283,4960,4811,4817,447620,N/A
1997/03/27,5571,5623,5176,5176,▼447,－7.95%,5112,4930,4791,4818,503740,N/A
1997/03/26,5280,5623,5280,5623,▲415,＋7.96%,5063,4922,4778,4820,636730,N/A
1997/03/25,4826,5208,4826,5208,▲382,＋7.92%,4962,4899,4757,4821,166580,N/A
1997/03/24,4664,4859,4664,4826,▲97,＋2.05%,4944,4901,4742,4825,97070,N/A
1997/03/22,4859,4988,4729,4729,▼201,－4.07%,5017,4912,4731,4833,34040,N/A
1997/03/21,5053,5053,4930,4930,▼188,－3.67%,5032,4930,4719,4841,36260,N/A
1997/03/20,5079,5118,4871,5118,0.0,0.00%,4954,4949,4707,4847,80190,N/A
1997/03/19,5189,5312,5059,5118,▼71,－1.37%,4855,4941,4692,4850,179770,N/A
1997/03/18,4859,5189,4794,5189,▲382,＋7.95%,4764,4931,4675,4854,210790,N/A
1997/03/17,4483,4807,4483,4807,▲266,＋5.85%,4675,4921,4659,4858,30190,N/A
1997/03/15,4619,4664,4535,4541,▼78,－1.68%,4653,4946,4648,4863,60710,N/A
1997/03/14,4697,4729,4599,4619,▼45,－0.97%,4697,4981,4639,4873,66840,N/A
1997/03/13,4761,4891,4664,4664,▼78,－1.64%,4745,5005,4631,4884,34190,N/A
1997/03/12,4697,4794,4664,4742,▲45,＋0.97%,4803,5037,4621,4893,57270,N/A
1997/03/11,4697,4729,4664,4697,▼65,－1.36%,4865,5078,4611,4903,70900,N/A
1997/03/10,4807,4859,4729,4761,▼97,－2.00%,4923,5115,4603,4911,114910,N/A
1997/03/08,4936,4956,4859,4859,▼97,－1.96%,4975,5129,4597,4919,58040,N/A
1997/03/07,5053,5053,4923,4956,▼97,－1.92%,5033,5119,4583,4924,70600,N/A
1997/03/06,4995,5247,4956,5053,▲65,＋1.30%,5092,5113,4565,4926,81430,N/A
1997/03/05,5020,5020,4956,4988,▼32,－0.65%,5092,5109,4549,4924,55850,N/A
1997/03/04,5118,5118,4988,5020,▼130,－2.52%,5111,5089,4537,4925,56700,N/A
1997/03/03,5247,5312,5118,5150,▼97,－1.85%,5169,5057,4526,4925,128010,N/A
1997/02/28,4923,5312,4923,5247,▲194,＋3.85%,5131,5017,4511,4922,175140,N/A
1997/02/27,5053,5085,4956,5053,▼32,－0.64%,5066,4965,4501,4918,62920,N/A
1997/02/26,5312,5377,4995,5085,▼227,－4.27%,5053,4917,4493,4914,279580,N/A
1997/02/25,4956,5312,4859,5312,▲356,＋7.19%,5098,4871,4486,4909,85190,N/A
1997/02/24,4988,5118,4923,4956,▲32,＋0.66%,5084,4810,4477,4903,152940,N/A
1997/02/22,4794,4923,4794,4923,▼65,－1.30%,5111,4771,4476,4900,58730,N/A
1997/02/21,5299,5306,4988,4988,▼324,－6.10%,5189,4737,4478,4896,151270,N/A
1997/02/20,5241,5377,5124,5312,▲71,＋1.36%,5304,4698,4480,4894,229170,N/A
1997/02/19,5053,5247,5020,5241,▲149,＋2.93%,5329,4653,4477,4892,215960,N/A
1997/02/18,5234,5312,5059,5092,▼220,－4.15%,5287,4611,4477,4891,176590,N/A
1997/02/17,5435,5565,5312,5312,▼253,－4.54%,5202,4577,4478,4892,201060,N/A
1997/02/15,5506,5830,5506,5565,▲130,＋2.38%,5107,4528,4477,4890,537340,N/A
1997/02/14,5182,5435,5131,5435,▲402,＋7.98%,4987,4477,4473,4887,537650,N/A
1997/02/13,4664,5033,4664,5033,▲369,＋7.92%,4820,4435,4470,4885,370160,N/A
1997/02/12,4826,4826,4632,4664,▼175,－3.61%,4688,4410,4472,4886,113700,N/A
1997/02/11,5020,5053,4735,4839,▼123,－2.48%,4624,4403,4479,4891,153100,N/A
1997/02/10,4671,4962,4671,4962,▲363,＋7.89%,4498,4388,4485,4894,350070,N/A
1997/02/06,4502,4599,4405,4599,▲227,＋5.19%,4322,4364,4490,4896,221610,N/A
1997/02/05,4373,4599,4373,4373,▲26,＋0.60%,4238,4354,4501,4902,254710,N/A
1997/02/04,4243,4392,4217,4347,▲136,＋3.23%,4181,4354,4518,4909,156500,N/A
1997/02/03,4088,4308,4088,4211,▲130,＋3.17%,4147,4355,4535,4917,89520,N/A
1997/02/01,4211,4211,4055,4081,▼97,－2.33%,4154,4361,4556,4927,115240,N/A
1997/01/31,4224,4340,4081,4178,▲91,＋2.22%,4180,4364,4580,4936,194020,N/A
1997/01/30,4146,4146,4016,4088,▼91,－2.17%,4225,4356,4606,4944,176870,N/A
1997/01/29,4243,4276,4081,4178,▼65,－1.53%,4288,4362,4631,4954,43000,N/A
1997/01/28,4178,4340,4146,4243,▲32,＋0.77%,4334,4364,4651,4962,15730,N/A
1997/01/27,4405,4405,4081,4211,▼194,－4.41%,4353,4358,4666,4967,23670,N/A
1997/01/25,4340,4496,4340,4405,0.0,0.00%,4418,4357,4682,4972,8330,N/A
1997/01/24,4211,4405,4211,4405,0.0,0.00%,4457,4344,4697,4974,57970,N/A
1997/01/23,4347,4470,4347,4405,▲65,＋1.49%,4483,4324,4714,4977,59690,N/A
1997/01/22,4535,4535,4340,4340,▼194,－4.29%,4509,4310,4727,4981,283750,N/A
1997/01/21,4729,4761,4535,4535,▼65,－1.41%,4548,4296,4739,4984,264700,N/A
1997/01/20,4535,4599,4528,4599,▲65,＋1.43%,4535,4279,4750,4985,159990,N/A
1997/01/18,4535,4567,4405,4535,0.0,0.00%,4496,4259,4762,4986,398380,N/A
1997/01/17,4599,4697,4535,4535,0.0,0.00%,4462,4251,4776,4988,225950,N/A
1997/01/16,4535,4593,4483,4535,▲65,＋1.45%,4430,4228,4789,4989,201330,N/A
1997/01/15,4470,4593,4437,4470,▲65,＋1.47%,4390,4194,4805,4990,510300,N/A
1997/01/14,4366,4535,4366,4405,▲39,＋0.89%,4325,4174,4822,4993,394610,N/A
1997/01/13,4405,4405,4321,4366,▼6,－0.15%,4247,4168,4844,4996,89960,N/A
1997/01/11,4340,4437,4081,4373,▲39,＋0.90%,4216,4168,4863,5000,47750,N/A
1997/01/10,4211,4405,4178,4334,▲188,＋4.53%,4184,4162,4885,5004,84240,N/A
1997/01/09,4049,4211,4049,4146,▲130,＋3.23%,4141,4177,4908,5008,31970,N/A
1997/01/08,4146,4211,4016,4016,▼194,－4.62%,4151,4198,4934,5014,84280,N/A
1997/01/07,4250,4263,4146,4211,0.0,0.00%,4178,4232,4963,5021,46370,N/A
1997/01/06,4178,4211,4120,4211,▲91,＋2.20%,4136,4259,4986,5026,68820,N/A
1997/01/04,4185,4211,4114,4120,▼78,－1.85%,4119,4292,5009,5032,5710,N/A
1997/01/03,4016,4211,4016,4198,▲45,＋1.09%,4107,4340,5033,5036,24450,N/A
1996/12/27,4000,4152,3994,4152,▲152,＋3.80%,4104,4384,5057,5040,74970,N/A
1996/12/26,4064,4133,4000,4000,▼127,－3.07%,4117,4433,5079,5044,33940,N/A
1996/12/24,4114,4152,4057,4127,▲70,＋1.72%,4192,4496,5108,5050,65930,N/A
1996/12/23,4216,4216,4057,4057,▼127,－3.03%,4178,4548,5138,5055,66360,N/A
1996/12/21,4184,4228,4178,4184,▼32,－0.75%,4140,4608,5166,5060,36100,N/A
1996/12/20,4406,4438,4216,4216,▼158,－3.62%,4114,4664,5195,5065,103990,N/A
1996/12/19,4197,4374,4184,4374,▲317,＋7.81%,4128,4716,5220,5069,106220,N/A
1996/12/18,3930,4121,3899,4057,▲190,＋4.92%,4128,4754,5242,5073,83480,N/A
1996/12/17,4127,4184,3842,3867,▼190,－4.69%,4169,4806,5264,5080,74440,N/A
1996/12/16,4285,4285,4057,4057,▼228,－5.33%,4321,4873,5286,5090,91190,N/A
1996/12/14,4374,4438,4254,4285,▼89,－2.03%,4422,4933,5300,5099,20270,N/A
1996/12/13,4450,4450,4247,4374,▲114,＋2.68%,4504,4982,5313,5107,172100,N/A
1996/12/12,4628,4653,4260,4260,▼368,－7.95%,4580,5034,5324,5113,54920,N/A
1996/12/11,4628,4653,4564,4628,▲63,＋1.39%,4704,5088,5333,5120,38450,N/A
1996/12/10,4691,4691,4564,4564,▼127,－2.70%,4793,5130,5336,5123,50330,N/A
1996/12/09,4755,4818,4691,4691,▼63,－1.33%,4894,5176,5336,5126,50600,N/A
1996/12/07,4818,4881,4755,4755,▼127,－2.60%,4983,5230,5333,5131,29920,N/A
1996/12/06,5072,5243,4881,4881,▼190,－3.75%,5084,5272,5328,5137,68420,N/A
1996/12/05,5014,5135,5014,5072,0.0,0.00%,5141,5297,5324,5142,38050,N/A
1996/12/04,5072,5192,5014,5072,▼63,－1.23%,5179,5301,5314,5147,36430,N/A
1996/12/03,5262,5268,5078,5135,▼127,－2.41%,5224,5305,5309,5153,22370,N/A
1996/12/02,5167,5293,5167,5262,▲95,＋1.84%,5249,5314,5308,5159,37740,N/A
1996/11/30,5262,5293,5141,5167,▼95,－1.81%,5224,5320,5305,5161,10930,N/A
1996/11/29,5293,5325,5135,5262,▼32,－0.60%,5211,5324,5305,5165,53930,N/A
1996/11/28,5325,5325,5230,5293,▲32,＋0.60%,5198,5313,5303,5167,31030,N/A
1996/11/27,5135,5325,5135,5262,▲127,＋2.47%,5191,5308,5301,5169,69760,N/A
1996/11/26,5103,5389,5103,5135,▲32,＋0.62%,5191,5310,5300,5172,23710,N/A
1996/11/25,5078,5135,5072,5103,▼95,－1.83%,5248,5324,5301,5176,46510,N/A
1996/11/22,5281,5281,5167,5198,▼57,－1.09%,5295,5332,5302,5180,68590,N/A
1996/11/21,5262,5325,5255,5255,▼6,－0.12%,5352,5348,5303,5183,49890,N/A
1996/11/20,5389,5420,5262,5262,▼158,－2.92%,5397,5360,5302,5184,97280,N/A
1996/11/19,5389,5452,5338,5420,▲82,＋1.54%,5499,5382,5304,5186,35990,N/A
1996/11/18,5522,5522,5325,5338,▼146,－2.66%,5531,5388,5299,5186,36580,N/A
1996/11/16,5515,5642,5484,5484,0.0,0.00%,5539,5406,5299,5187,26760,N/A
1996/11/15,5705,5775,5452,5484,▼285,－4.95%,5476,5417,5299,5187,117420,N/A
1996/11/14,5642,5775,5465,5769,▲190,＋3.41%,5406,5428,5293,5188,400840,N/A
1996/11/13,5382,5636,5357,5579,▲197,＋3.65%,5318,5427,5283,5186,290560,N/A
1996/11/12,5230,5389,5198,5382,▲216,＋4.17%,5279,5428,5277,5186,64450,N/A
