[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/12/01,365500,367500,357000,359000,▼6500,－1.78%,368500,353575,345425,338938,21211,1309031
2017/11/30,375000,376000,362500,365500,▼3000,－0.81%,370100,352550,344983,338854,27605,1303719
2017/11/29,372500,375000,365000,368500,▼5000,－1.34%,370000,351125,344450,338746,30096,1301005
2017/11/28,377000,380000,371000,373500,▼2500,－0.66%,368900,349675,343800,338617,25345,1303717
2017/11/27,367000,377500,359000,376000,▲9000,＋2.45%,367700,348375,343092,338454,45264,1308125
2017/11/24,367000,372500,361500,367000,▲2000,＋0.55%,364900,346775,342208,338213,25574,1303832
2017/11/23,360500,365500,358000,365000,▲2000,＋0.55%,360000,345825,341550,338058,22364,1303171
2017/11/22,363000,367500,358500,363000,▼4500,－1.22%,355200,345100,340925,337854,24629,1301924
2017/11/21,361500,371000,360000,367500,▲5500,＋1.52%,352100,344075,340408,337642,34887,1295074
2017/11/20,342500,363000,342000,362000,▲19500,＋5.69%,346400,342650,339842,337388,75814,1295148
2017/11/17,343500,346500,340000,342500,▲1500,＋0.44%,342500,341450,339458,337200,21564,1270468
2017/11/16,347500,348000,340500,341000,▼6500,－1.87%,341900,341475,339342,337204,12627,1270127
2017/11/15,340500,350000,337000,347500,▲8500,＋2.51%,343100,341800,339217,337229,38545,1269570
2017/11/14,342000,342500,334000,339000,▼3500,－1.02%,340400,341750,338750,337129,27431,1262838
2017/11/13,341000,347000,340000,342500,▲3000,＋0.88%,339400,341800,338500,337104,16844,1262969
2017/11/10,347000,347500,339500,339500,▼7500,－2.16%,338400,341825,338192,337079,18106,1260881
2017/11/09,335500,347500,333000,347000,▲13000,＋3.89%,338200,342125,337792,337083,38760,1267601
2017/11/08,334000,334000,330000,334000,0.0,0.00%,336200,341950,337275,336954,16944,1261990
2017/11/07,337500,340500,333500,334000,▼3500,－1.04%,337300,342075,336950,336917,15786,1259173
2017/11/06,337500,339500,335000,337500,▼1000,－0.30%,340000,342600,336642,336954,14199,1259972
2017/11/03,337000,341000,337000,338500,▲1500,＋0.45%,341300,342875,336308,336967,9504,1256850
2017/11/02,339500,341000,336000,337000,▼2500,－0.74%,343200,343050,336042,336925,13573,1257021
2017/11/01,344000,346500,338500,339500,▼8000,－2.30%,345900,343200,335842,336788,21404,1256354
2017/10/31,345000,350000,343000,347500,▲3500,＋1.02%,346500,343250,335508,336667,8666,1260239
2017/10/30,351500,351500,343000,344000,▼4000,－1.15%,344800,342650,335025,336413,8518,1260535
2017/10/27,347500,352000,344000,348000,▼2500,－0.71%,343600,342525,334717,336171,14799,1261746
2017/10/26,340000,352500,339000,350500,▲8000,＋2.34%,342600,342175,334342,335942,22560,1261142
2017/10/25,338000,344000,337000,342500,▲3500,＋1.03%,342000,342000,333900,335683,10311,1262108
2017/10/24,337500,341000,336000,339000,▲1000,＋0.30%,342800,342375,333600,335525,11868,1259053
2017/10/23,341500,346000,337500,338000,▼5000,－1.46%,343000,342950,333283,335392,12332,1258120
2017/10/20,345500,348000,343000,343000,▼4500,－1.29%,344000,343725,332958,335313,12042,1257359
2017/10/19,346500,349500,343500,347500,▲1000,＋0.29%,344500,343425,332658,335179,11504,1260072
2017/10/18,340000,347500,337000,346500,▲6500,＋1.91%,343700,342975,332233,334954,14724,1261089
2017/10/17,342500,342500,335500,340000,▼3000,－0.87%,341700,342700,331850,334729,16680,1259506
2017/10/16,346000,347500,340000,343000,▼2500,－0.72%,342600,342725,331483,334542,9124,1257159
2017/10/13,344000,349000,339000,345500,▲2000,＋0.58%,342600,342525,331008,334350,16327,1257452
2017/10/12,336500,344000,334000,343500,▲7000,＋2.08%,341900,342500,330483,334083,12646,1258151
2017/10/11,342500,347000,336000,336500,▼8000,－2.32%,341200,341800,330042,333863,14020,1258825
2017/10/10,343000,352500,342000,344500,▲1500,＋0.44%,342000,341325,329725,333692,15977,1256393
2017/09/29,344500,346500,340000,343000,▲1000,＋0.29%,340200,340525,329350,333471,7746,1256288
2017/09/28,339000,345000,331000,342000,▲2000,＋0.59%,339900,339825,329150,333267,9628,1256456
2017/09/27,341000,347500,337000,340000,▼500,－0.15%,339700,339350,328950,333017,9470,1257845
2017/09/26,335500,343000,335500,340500,▲5000,＋1.49%,341100,339025,328875,332804,7308,1256871
2017/09/25,341500,343000,334500,335500,▼6000,－1.76%,343000,338475,328792,332550,8026,1257934
2017/09/22,339500,346000,339000,341500,▲500,＋0.15%,346000,338250,328825,332246,8453,1261560
2017/09/21,345500,347500,340000,341000,▼6000,－1.73%,348400,337325,328717,331917,8655,1261945
2017/09/20,350000,352000,345000,347000,▼3000,－0.86%,347600,336650,328792,331546,6134,1262369
2017/09/19,346000,354500,346000,350000,▼500,－0.14%,345900,335675,328833,331154,11143,1262781
2017/09/18,352500,355000,349000,350500,▼3000,－0.85%,344100,334775,328833,330738,11199,1262353
2017/09/15,341000,353500,339000,353500,▲16500,＋4.90%,342100,333925,328825,330338,46914,1266158
2017/09/14,335500,345000,335500,337000,▼1500,－0.44%,339200,333200,328692,329833,19615,1254638
2017/09/13,340000,342000,334000,338500,▼2500,－0.73%,340800,333125,328992,329458,11942,1252034
2017/09/12,341000,344000,337000,341000,▲500,＋0.15%,339000,332875,329167,329058,10416,1255035
2017/09/11,340000,348000,339000,340500,▲1500,＋0.44%,336200,331800,329450,328663,18853,1257826
2017/09/08,344000,344500,335500,339000,▼6000,－1.74%,333800,330975,329700,328296,33561,1265395
2017/09/07,334500,346000,331500,345000,▲15500,＋4.70%,331800,330225,329983,327950,29948,1265990
2017/09/06,329000,333500,325500,329500,▲2500,＋0.76%,329300,328750,330133,327567,13179,1265574
2017/09/05,331500,331500,325500,327000,▼1500,－0.46%,330100,328075,330708,327325,8672,1269383
2017/09/04,328500,330500,324000,328500,▼500,－0.15%,330600,327450,331267,327125,8051,1271092
2017/09/01,331000,334000,328500,329000,▼3500,－1.05%,331100,326800,331908,326913,10878,1271527
2017/08/31,331000,335500,331000,332500,▼1000,－0.30%,329900,326225,332450,326708,14128,1274042
2017/08/30,325500,334000,325500,333500,▲4000,＋1.21%,328900,325725,332725,326463,14371,1272471
2017/08/29,333500,333500,328500,329500,▼1500,－0.45%,327700,325300,333042,326242,15432,1277084
2017/08/28,321000,332500,321000,331000,▲8000,＋2.48%,328200,324800,333433,326029,14162,1285448
2017/08/25,327500,329500,320000,323000,▼4500,－1.37%,328700,324175,333817,325813,22225,1283423
2017/08/24,327500,331000,326000,327500,0.0,0.00%,331900,324300,334217,325679,11491,1283189
2017/08/23,332000,332500,326000,327500,▼4500,－1.36%,333500,324200,334567,325575,11546,1282590
2017/08/22,333500,339500,332000,332000,▼1500,－0.45%,334700,324025,334783,325496,8338,1282352
2017/08/21,339500,342000,333000,333500,▼5500,－1.62%,332200,323650,334875,325417,11628,1285142
2017/08/18,332500,346000,331000,339000,▲3500,＋1.04%,330300,322975,334933,325271,28702,1290652
2017/08/17,334500,338500,328500,335500,▲2000,＋0.60%,327300,321950,334942,325271,21754,1293624
2017/08/16,319000,333500,319000,333500,▲14000,＋4.38%,323300,321425,335067,325308,34203,1298780
2017/08/14,324000,325000,317500,319500,▼4500,－1.39%,319800,320850,335242,325383,10045,1296795
2017/08/11,322500,325500,320000,324000,0.0,0.00%,318800,321050,335508,325617,10766,1300703
2017/08/10,315000,329000,315000,324000,▲8500,＋2.69%,317100,320750,335708,325767,29029,1302453
2017/08/09,316000,322000,314500,315500,▼500,－0.16%,315800,320275,335967,325929,20103,1298681
2017/08/08,314000,318500,314000,316000,▲1500,＋0.48%,317200,320200,336375,326175,10344,1298588
2017/08/07,315500,317000,314000,314500,▼1000,－0.32%,319000,320250,336633,326429,11373,1298099
2017/08/04,315500,319500,315000,315500,▼2000,－0.63%,320000,320400,336883,326658,10289,1299504
2017/08/03,322500,323000,315000,317500,▼5000,－1.55%,320600,320725,337267,326917,11930,1299152
2017/08/02,326500,326500,321000,322500,▼2500,－0.77%,322200,321400,337625,327192,9409,1300627
2017/08/01,319500,325500,318000,325000,▲5500,＋1.72%,322800,321775,337808,327429,12525,1301278
2017/07/31,320500,323500,318000,319500,▲1000,＋0.31%,322600,322300,337733,327696,14852,1301561
2017/07/28,324500,326500,318000,318500,▼7000,－2.15%,323600,323100,337825,327871,18513,1302365
2017/07/27,325500,326000,322500,325500,0.0,0.00%,323900,324050,337800,328096,11379,1303945
2017/07/26,326500,327000,323000,325500,▲1500,＋0.46%,322500,324525,337625,328100,11915,1302744
2017/07/25,326500,326500,322000,324000,▼500,－0.15%,322400,325525,337542,328038,9447,1304154
2017/07/24,322000,326000,320000,324500,▲4500,＋1.41%,322000,326800,337467,327967,14552,1302861
2017/07/21,318500,320500,318000,320000,▲1500,＋0.47%,321800,328075,337450,327888,9606,1300123
2017/07/20,326000,326000,318000,318500,▼6500,－2.00%,321400,329575,337500,327904,17145,1297999
2017/07/19,323500,325500,322000,325000,▲3000,＋0.93%,320600,330925,337667,327925,14652,1297805
2017/07/18,324500,324500,318000,322000,▼1500,－0.46%,318400,332425,337700,327913,11726,1293358
2017/07/17,320000,325000,318500,323500,▲5500,＋1.73%,317400,333775,337675,327904,20050,1294291
2017/07/14,314500,318500,313500,318000,▲3500,＋1.11%,316200,335500,337608,327908,11378,1293995
2017/07/13,314000,317000,312500,314500,▲500,＋0.16%,317000,337375,337600,327954,17509,1294701
2017/07/12,315500,317500,314000,314000,▼3000,－0.95%,320300,339450,337692,328088,8978,1294330
2017/07/11,318000,323000,315500,317000,▼500,－0.16%,323500,341450,337683,328213,14185,1297799
2017/07/10,322000,323000,316000,317500,▼4500,－1.40%,327200,343800,337683,328250,24447,1296855
2017/07/07,330500,332500,320000,322000,▼9000,－2.72%,330800,345950,337658,328275,30420,1296903
2017/07/06,330500,334500,330000,331000,▲1000,＋0.30%,333900,348200,337592,328238,10493,1295188
2017/07/05,333500,335500,330000,330000,▼5500,－1.64%,334700,349725,337383,328150,16984,1289602
2017/07/04,333500,340000,333500,335500,0.0,0.00%,337800,350675,337083,328117,11678,1289981
2017/07/03,335500,339500,334000,335500,▼2000,－0.59%,340600,351525,336733,328038,14915,1289232
2017/06/30,335000,342500,333500,337500,▲2500,＋0.75%,343500,352400,336308,327917,21648,1282829
2017/06/29,345500,346000,332500,335000,▼10500,－3.04%,346000,353225,335667,327767,34810,1273361
2017/06/28,349000,349000,345000,345500,▼4000,－1.14%,348100,353825,335117,327688,8629,1271590
2017/06/27,346000,351500,345500,349500,▼500,－0.14%,350000,353975,334300,327579,11207,1272487
2017/06/26,353500,353500,344000,350000,0.0,0.00%,349900,353525,333475,327467,8920,1278050
2017/06/23,347500,352500,347500,350000,▲4500,＋1.30%,351500,352900,332642,327304,12063,1278362
2017/06/22,352000,352000,344500,345500,▼9500,－2.68%,352600,352250,331850,327146,16818,1274281
2017/06/21,348000,356500,344500,355000,▲6000,＋1.72%,354700,351950,330975,327067,24428,1276874
2017/06/20,354000,354000,346000,349000,▼9000,－2.51%,354500,351350,329925,326975,34886,1269632
2017/06/19,354500,362000,353500,358000,▲2500,＋0.70%,357500,351100,328950,326908,17849,1259307
2017/06/16,359000,362500,350000,355500,▼500,－0.14%,358000,349975,327875,326833,14742,1255994
2017/06/15,354000,366500,353500,356000,▲2000,＋0.56%,360300,349000,326892,326754,23465,1252521
2017/06/14,356000,362500,351500,354000,▼10000,－2.75%,361400,348175,325917,326633,29336,1250718
2017/06/13,359500,367000,359500,364000,▲3500,＋0.97%,360400,347475,325000,326500,12367,1245939
2017/06/12,367000,368000,358000,360500,▼6500,－1.77%,358100,345850,323942,326275,15738,1245695
2017/06/09,361500,369500,361500,367000,▲5500,＋1.52%,356600,344300,322983,326083,26112,1246706
2017/06/08,351000,364500,349000,361500,▲12500,＋3.58%,354000,342875,321917,325813,44791,1245253
2017/06/07,351500,352000,346000,349000,▼3500,－0.99%,351100,341750,320967,325613,18837,1231357
2017/06/05,354000,356000,351500,352500,▼500,－0.14%,351000,340975,320200,325529,10056,1227173
2017/06/02,357000,357000,351000,353000,▼1000,－0.28%,348600,339375,319442,325396,15195,1227812
2017/06/01,347000,355000,345500,354000,▲7000,＋2.02%,345500,337975,318625,325225,26145,1228096
2017/05/31,349000,351000,345000,347000,▼1500,－0.43%,342100,336125,317808,324954,14698,1221163
2017/05/30,341500,349500,339500,348500,▲8000,＋2.35%,340600,334525,317142,324775,32991,1225980
2017/05/29,340000,341000,336000,340500,▲3000,＋0.89%,339500,333125,316583,324629,12218,1216140
2017/05/26,337000,340000,335000,337500,▲500,＋0.15%,340200,332075,316208,324504,15072,1212959
2017/05/25,339500,340500,335000,337000,▼2500,－0.74%,339800,331375,315958,324442,25769,1206398
2017/05/24,346000,346500,339000,339500,▼3500,－1.02%,339600,330675,315608,324200,11777,1209798
2017/05/23,342500,346000,340500,343000,▼1000,－0.29%,339600,330125,315600,324021,19512,1208923
2017/05/22,338500,344500,338000,344000,▲8500,＋2.53%,339000,329325,315550,323817,23581,1210431
2017/05/19,334500,341000,334500,335500,▼500,－0.15%,336500,328150,315525,323600,13863,1211185
2017/05/18,335000,339500,334000,336000,▼3500,－1.03%,335300,327350,315725,323525,10898,1213809
2017/05/17,339500,341500,335500,339500,▼500,－0.15%,335800,326425,315825,323379,18210,1214101
2017/05/16,334500,344500,333500,340000,▲8500,＋2.56%,335700,325450,315892,323308,35691,1216759
2017/05/15,330000,334000,325500,331500,▲2000,＋0.61%,334400,324125,315975,323271,14408,1214641
2017/05/12,338500,338500,329500,329500,▼9000,－2.66%,332200,323400,316225,323313,20471,1217004
2017/05/11,340000,344000,333000,338500,▼500,－0.15%,331300,322725,316433,323338,29114,1222726
2017/05/10,335000,347000,332000,339000,▲5500,＋1.65%,327000,321700,316567,323033,43033,1217254
2017/05/08,321500,334000,321000,333500,▲13000,＋4.06%,322200,320675,316758,322717,48888,1210601
2017/05/04,323000,326500,320000,320500,▼4500,－1.38%,319600,319600,317050,322492,20126,1194234
2017/05/02,318000,327000,317000,325000,▲8000,＋2.52%,319400,319300,317658,322354,32994,1197464
2017/04/28,311500,319000,311500,317000,▲2000,＋0.63%,319100,318550,317917,322171,15893,1194105
2017/04/27,320500,322500,314000,315000,▼5500,－1.72%,320300,317650,318392,322067,19626,1189317
2017/04/26,319500,321500,317000,320500,▲1000,＋0.31%,323000,317000,318575,321983,17088,1189835
2017/04/25,323000,324500,317500,319500,▼4000,－1.24%,324300,315800,318533,321825,24069,1188591
2017/04/24,323500,324500,318500,323500,▲500,＋0.15%,324500,314825,318467,321538,17339,1189550
2017/04/21,330000,330000,319500,323000,▼5500,－1.67%,323700,313650,318325,321275,24398,1185513
2017/04/20,327000,329000,324000,328500,▲1500,＋0.46%,322600,312625,318308,320983,21123,1185243
2017/04/19,322000,328500,321500,327000,▲6500,＋2.03%,320900,310850,318183,320758,30946,1182315
2017/04/18,320000,321000,315500,320500,▲1000,＋0.31%,318200,309100,318125,320483,22504,1177384
2017/04/17,316000,321000,316000,319500,▲2000,＋0.63%,317500,307600,318133,320263,12155,1173968
2017/04/14,319500,320000,317000,317500,▼2500,－0.78%,316800,306300,318208,320054,11031,1172811
2017/04/13,315500,320000,315000,320000,▲6500,＋2.07%,316900,305250,318308,319842,25581,1170860
2017/04/12,316500,317500,311500,313500,▼3500,－1.10%,316600,304125,318483,319600,17480,1165527
2017/04/11,313000,317500,312500,317000,▲1000,＋0.32%,316300,303400,318742,319421,12107,1166839
2017/04/10,318000,320500,310500,316000,▼2000,－0.63%,315800,302575,318817,319154,24749,1165331
2017/04/07,319000,321500,316500,318000,▼500,－0.16%,314600,301925,318892,318883,16910,1164451
2017/04/06,314000,319500,313000,318500,▲6500,＋2.08%,310800,301175,318883,318604,44553,1164728
2017/04/05,314000,314500,309500,312000,▼2500,－0.79%,307500,300475,318917,318325,21599,1155155
2017/04/04,310500,314500,308000,314500,▲4500,＋1.45%,304400,300025,319150,318121,30887,1156217
2017/04/03,301000,313000,301000,310000,▲11000,＋3.68%,301500,299650,319342,317958,75508,1149607
2017/03/31,303000,303000,298500,299000,▼3000,－0.99%,299500,299350,319525,317829,19222,1116056
2017/03/30,297000,302500,295500,302000,▲5500,＋1.85%,300200,299650,319867,317842,28744,1120839
2017/03/29,301000,301000,295000,296500,▼3500,－1.17%,298400,299900,320258,317821,23333,1115847
2017/03/28,301000,301000,297500,300000,0.0,0.00%,297500,300825,320858,317925,16703,1114829
2017/03/27,303500,303500,298500,300000,▼2500,－0.83%,295600,301725,321458,318038,23810,1116543
2017/03/24,293000,304000,293000,302500,▲9500,＋3.24%,294300,302850,321967,318117,46547,1118454
2017/03/23,292500,294000,291000,293000,▲1000,＋0.34%,293100,303525,322442,318213,19967,1107687
2017/03/22,290500,296500,290500,292000,▲1500,＋0.52%,294000,305825,323158,318450,33629,1101904
2017/03/21,293500,296500,289500,290500,▼3000,－1.02%,295400,308225,324025,318646,37922,1102804
2017/03/20,296500,297000,292500,293500,▼3000,－1.01%,297400,310825,324867,318825,21037,1103804
