[일시]아세아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/07/17,113000,114500,108500,108500,▼4500,－3.98%,113100,114025,106802,101937,3195,173143
2017/07/14,112500,113500,110500,113000,▲1000,＋0.89%,114000,114225,106620,101860,6438,173351
2017/07/13,118000,118000,112000,112000,▼4500,－3.86%,114500,114300,106355,101743,6312,173034
2017/07/12,113500,117000,113500,116500,▲1000,＋0.87%,115100,114375,106110,101636,10898,173523
2017/07/11,114000,116000,114000,115500,▲2500,＋2.21%,114300,114225,105787,101498,2121,173406
2017/07/10,113500,115500,112500,113000,▼2500,－2.16%,113900,114100,105493,101368,520,172860
2017/07/07,115000,116000,112000,115500,▲500,＋0.43%,114300,113900,105240,101253,2434,172659
2017/07/06,114000,116000,113000,115000,▲2500,＋2.22%,114000,113775,104945,101128,2421,172652
2017/07/05,115000,115000,111000,112500,▼1000,－0.88%,114200,113600,104652,101012,2084,171936
2017/07/04,115000,115500,113500,113500,▼1500,－1.30%,114600,113675,104387,100920,4389,172179
2017/07/03,114000,115500,114000,115000,▲1000,＋0.88%,114600,113625,104130,100820,2494,172248
2017/06/30,117000,117000,114000,114000,▼2000,－1.72%,114200,113400,103847,100703,1884,172277
2017/06/29,115000,117000,115000,116000,▲1500,＋1.31%,114000,113225,103568,100599,1878,172505
2017/06/28,113500,116500,113500,114500,▲1000,＋0.88%,113800,112750,103257,100487,2140,172653
2017/06/27,113000,116500,113000,113500,▲500,＋0.44%,114000,112275,102965,100391,3207,172499
2017/06/26,116000,116000,113000,113000,0.0,0.00%,114500,111725,102697,100308,11285,173037
2017/06/23,113500,114500,112500,113000,▼2000,－1.74%,114400,111225,102425,100228,2327,172786
2017/06/22,116500,116500,113000,115000,▼500,－0.43%,114700,110625,102143,100149,2154,173485
2017/06/21,115500,117500,113500,115500,▼500,－0.43%,114400,109840,101817,100058,1540,173709
2017/06/20,112500,117500,112500,116000,▲3500,＋3.11%,114000,108990,101480,99962,5157,173878
2017/06/19,114500,115500,111500,112500,▼2000,－1.75%,113400,108045,101128,99870,2692,174061
2017/06/16,115000,115000,113500,114500,▲1000,＋0.88%,112700,107300,100813,99820,1382,174103
2017/06/15,113500,117500,113500,113500,0.0,0.00%,112400,106420,100467,99737,4804,174275
2017/06/14,114000,114500,112500,113500,▲500,＋0.44%,112000,105605,100140,99662,3550,174297
2017/06/13,109000,113500,106500,113000,▲4000,＋3.67%,112100,104790,99807,99595,7537,174504
2017/06/12,112500,112500,107500,109000,▼4000,－3.54%,112000,104035,99493,99533,5721,174254
2017/06/09,111000,113000,108500,113000,▲1500,＋1.35%,112300,103445,99252,99508,6275,174427
2017/06/08,114000,114000,111000,111500,▼2500,－2.19%,111800,102650,98950,99449,2618,174640
2017/06/07,113000,114000,111500,114000,▲1500,＋1.33%,110800,101990,98678,99395,2260,175259
2017/06/05,111000,114000,111000,112500,▲2000,＋1.81%,109000,101250,98373,99341,6848,175416
2017/06/02,110500,111500,109000,110500,0.0,0.00%,107000,100525,98095,99299,4187,175803
2017/06/01,107000,111000,107000,110500,▲4000,＋3.76%,105500,99880,97853,99270,5376,176998
2017/05/31,106000,111500,104500,106500,▲1500,＋1.43%,103600,99270,97628,99208,6767,178846
2017/05/30,104000,106000,102000,105000,▲2500,＋2.44%,102160,98945,97472,99203,3241,178636
2017/05/29,103500,103500,100000,102500,▼500,－0.49%,100860,98645,97358,99228,6053,178155
2017/05/26,102000,104000,100000,103000,▲2000,＋1.98%,99780,98475,97280,99266,4323,178391
2017/05/25,99800,101500,99400,101000,▲1700,＋1.71%,98700,98255,97192,99283,4277,178073
2017/05/24,98500,99400,97800,99300,▲800,＋0.81%,97880,98230,97137,99303,3841,178317
2017/05/23,97900,98600,97600,98500,▲1400,＋1.44%,97460,98315,97120,99338,2017,178500
2017/05/22,97500,98200,96900,97100,▼500,－0.51%,97200,98290,97120,99376,5669,178569
2017/05/19,98000,98000,96900,97600,▲700,＋0.72%,97360,98335,97143,99421,877,177446
2017/05/18,97400,97400,96500,96900,▼300,－0.31%,97280,98335,97170,99449,1831,177011
2017/05/17,97200,97600,96800,97200,0.0,0.00%,97320,98345,97203,99492,1330,177223
2017/05/16,97900,97900,97000,97200,▼700,－0.72%,97540,98350,97227,99532,2474,177136
2017/05/15,97300,98300,97200,97900,▲700,＋0.72%,97940,98345,97250,99601,1182,177467
2017/05/12,99300,99300,97000,97200,▲100,＋0.10%,97960,98345,97262,99652,1711,176793
2017/05/11,99000,99000,96800,97100,▼1200,－1.22%,98040,98375,97267,99713,8481,176794
2017/05/10,99200,99200,98100,98300,▼900,－0.91%,98280,98410,97260,99774,2143,176761
2017/05/08,98500,99400,97500,99200,▲1200,＋1.22%,98620,98365,97225,99793,1558,176849
2017/05/04,97600,98000,97200,98000,▲400,＋0.41%,98580,98235,97172,99799,2989,176720
2017/05/02,98300,98600,96700,97600,▼700,－0.71%,98800,98240,97162,99810,4836,176679
2017/04/28,100000,100000,98200,98300,▼1700,－1.70%,99000,98260,97180,99838,2795,176784
2017/04/27,98300,100500,98300,100000,▲1000,＋1.01%,99440,98210,97180,99857,1048,176638
2017/04/26,99500,99600,98200,99000,▼100,－0.10%,99640,98075,97157,99857,1055,176615
2017/04/25,98500,99700,98100,99100,▲500,＋0.51%,99440,97975,97135,99869,3074,176572
2017/04/24,100500,100500,98300,98600,▼1900,－1.89%,99220,97890,97103,99868,4552,176587
2017/04/21,100500,101000,99000,100500,▼500,－0.50%,99020,97795,97083,99870,2107,176887
2017/04/20,98100,101000,97300,101000,▲3000,＋3.06%,98340,97575,97057,99870,3130,176883
2017/04/19,98000,98400,97400,98000,0.0,0.00%,97600,97295,97023,99862,2200,176660
2017/04/18,97400,98000,97200,98000,▲400,＋0.41%,97420,97160,97043,99871,2349,176845
2017/04/17,96700,98300,96700,97600,▲500,＋0.51%,97400,97005,97072,99882,1045,176362
2017/04/14,97300,97300,96600,97100,▼200,－0.21%,97440,96805,97100,99918,2779,176407
2017/04/13,97200,98600,96800,97300,▲200,＋0.21%,97580,96635,97132,99922,1979,176545
2017/04/12,97900,97900,96800,97100,▼800,－0.82%,97600,96465,97162,99929,2727,176364
2017/04/11,97700,97900,96800,97900,▲100,＋0.10%,97500,96285,97210,99958,1414,174883
2017/04/10,97800,97800,96600,97800,0.0,0.00%,97540,96100,97243,99975,1367,174257
2017/04/07,97900,98000,96500,97800,▲400,＋0.41%,97580,95935,97267,99993,1506,174060
2017/04/06,96600,97400,96200,97400,▲800,＋0.83%,97480,95790,97312,100012,4003,173477
2017/04/05,98500,98600,96500,96600,▼1500,－1.53%,97460,95680,97372,100030,2759,172668
2017/04/04,98900,98900,96200,98100,▲100,＋0.10%,97540,95635,97453,100067,2523,172204
2017/04/03,98100,98200,96800,98000,▲700,＋0.72%,97400,95520,97510,100083,4478,171858
2017/03/31,96800,97900,95800,97300,0.0,0.00%,97140,95420,97560,100099,3990,171044
2017/03/30,97000,97500,96700,97300,▲300,＋0.31%,96900,95405,97630,100119,1619,171294
2017/03/29,97500,97500,96300,97000,▼400,－0.41%,96520,95395,97717,100146,1444,170179
2017/03/28,96600,97400,96200,97400,▲700,＋0.72%,96180,95455,97817,100158,1719,170123
2017/03/27,96100,96700,95000,96700,▲600,＋0.62%,95680,95475,97918,100175,3495,169910
2017/03/24,95400,97100,95400,96100,▲700,＋0.73%,95060,95525,98032,100202,1611,169750
2017/03/23,95300,96500,94300,95400,▲100,＋0.10%,94580,95605,98155,100231,3536,169513
2017/03/22,94100,95800,94000,95300,▲400,＋0.42%,94280,95750,98298,100267,4682,169162
2017/03/21,93700,95900,93600,94900,▲1300,＋1.39%,93920,95910,98443,100306,3043,168891
2017/03/20,93600,94000,93300,93600,▼100,－0.11%,93780,96090,98612,100357,3030,167428
2017/03/17,93900,94200,93500,93700,▼200,－0.21%,93960,96370,98827,100414,2983,167236
2017/03/16,93100,93900,93100,93900,▲400,＋0.43%,94200,96630,99007,100475,1053,166678
2017/03/15,94000,94100,93000,93500,▼700,－0.74%,94460,96865,99183,100543,2240,166689
2017/03/14,94700,94700,94000,94200,▼300,－0.32%,94900,97120,99383,100605,1845,167318
2017/03/13,95200,95400,94000,94500,▼400,－0.42%,95220,97340,99572,100670,1669,167375
2017/03/10,95200,95200,94000,94900,▼300,－0.32%,95520,97490,99763,100728,1377,167359
2017/03/09,95700,95800,94500,95200,▼500,－0.52%,95940,97580,99948,100775,4513,167972
2017/03/08,96500,96700,95500,95700,▼100,－0.10%,96320,97630,100112,100814,3246,167989
2017/03/07,96000,96000,95300,95800,▼200,－0.21%,96820,97645,100308,100854,3382,168233
2017/03/06,96500,96500,95500,96000,▼1000,－1.03%,97220,97725,100503,100910,2506,168205
2017/03/03,97500,97500,95900,97000,▼100,－0.10%,97560,97860,100687,100952,1362,168237
2017/03/02,97800,98100,96900,97100,▼1100,－1.12%,97700,97925,100787,100985,680,168381
2017/02/28,98200,98200,97300,98200,▲400,＋0.41%,97940,98000,100935,101022,311,168353
2017/02/27,97600,98400,97000,97800,▲100,＋0.10%,98000,97975,101098,101036,1595,168301
2017/02/24,97700,98300,97400,97700,0.0,0.00%,98140,97945,101252,101053,1204,168128
2017/02/23,97900,98600,97500,97700,▼600,－0.61%,98440,97930,101373,101068,1354,167998
2017/02/22,98000,98400,97500,98300,▼200,－0.20%,98680,97990,101470,101081,1924,167805
