[일시]효성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/27,78118,80189,78118,78414,0.0,0.00%,77230,78251,84361,91408,141723,8335899
2017/11/24,76342,79597,76342,78414,▲2071,＋2.71%,76934,78295,84627,91584,164452,8380668
2017/11/23,76342,77230,76046,76342,▼296,－0.39%,76579,78399,84869,91744,67491,8405420
2017/11/22,76638,77230,75455,76638,▲296,＋0.39%,77112,78606,85140,91926,124110,8410580
2017/11/21,77526,79005,76046,76342,▼592,－0.77%,76697,78872,85421,92089,198841,8423958
2017/11/20,76046,78118,75750,76934,▲296,＋0.39%,76697,79198,85727,92271,150742,8457150
2017/11/17,79301,81077,75750,76638,▼2367,－3.00%,76342,79568,86023,92432,450414,8448709
2017/11/16,75159,79893,74271,79005,▲4439,＋5.95%,76342,80011,86358,92572,326272,8461706
2017/11/15,76342,76342,74271,74567,▼1775,－2.33%,76461,80233,86640,92698,159811,8496135
2017/11/14,75455,76934,74271,76342,▲1184,＋1.57%,77407,80618,87083,92824,235543,8492351
2017/11/13,76046,77822,74567,75159,▼1480,－1.93%,78177,80914,87512,92913,284756,8483046
2017/11/10,77822,78709,75750,76638,▼2959,－3.72%,79360,81284,87981,93009,492016,8462432
2017/11/09,79597,80485,78709,79597,▲296,＋0.37%,80366,81565,88420,93105,114429,8561329
2017/11/08,79893,80189,79005,79301,▼888,－1.11%,80544,81772,88814,93167,125652,8586345
2017/11/07,80781,81373,79597,80189,▼888,－1.09%,81017,81994,89184,93233,148414,8624562
2017/11/06,81077,82852,80781,81077,▼592,－0.72%,80899,82231,89505,93302,141862,8630326
2017/11/03,80781,81964,80485,81668,▲1184,＋1.47%,80544,82482,89761,93344,89078,8679625
2017/11/02,81668,81964,80189,80485,▼1184,－1.45%,80307,82615,90042,93386,124070,8698748
2017/11/01,79301,82260,79301,81668,▲2071,＋2.60%,80307,82719,90343,93425,216523,8696669
2017/10/31,78709,80485,78414,79597,▲296,＋0.37%,80366,82911,90634,93460,154504,8725915
2017/10/30,80781,81077,79005,79301,▼1184,－1.47%,81017,83177,90925,93507,140785,8736651
2017/10/27,80485,81373,79597,80485,0.0,0.00%,82023,83607,91231,93566,125630,8764302
2017/10/26,81964,82852,79893,80485,▼1480,－1.81%,83030,84065,91453,93613,166928,8781516
2017/10/25,82852,83444,81373,81964,▼888,－1.07%,83621,84450,91655,93608,130326,8778842
2017/10/24,83740,84332,82260,82852,▼1480,－1.75%,83681,84835,91852,93581,127953,8783324
2017/10/23,85515,86107,83444,84332,▼1184,－1.38%,83562,85219,92030,93546,156215,8789520
2017/10/20,83444,86403,82852,85515,▲2071,＋2.48%,83207,85500,92227,93497,259660,8814696
2017/10/19,82556,84036,82260,83444,▲1184,＋1.44%,82556,85678,92454,93435,134007,8876478
2017/10/18,81964,82556,80781,82260,0.0,0.00%,82615,85974,92740,93401,142035,8907297
2017/10/17,83148,83444,81373,82260,▼296,－0.36%,82911,86418,93021,93381,105759,8920122
2017/10/16,82556,82852,81373,82556,▲296,＋0.36%,83444,86876,93312,93359,140296,8939803
2017/10/13,83148,83444,80781,82260,▼1480,－1.77%,84154,87453,93544,93324,259006,8938444
2017/10/12,84036,84332,83148,83740,0.0,0.00%,84568,88045,93761,93292,106009,8948959
2017/10/11,85219,85515,83740,83740,▼1184,－1.39%,84332,88607,93978,93258,141892,8912600
2017/10/10,86403,86403,84036,84923,▼1184,－1.37%,84687,89184,94195,93211,165475,8933104
2017/09/29,84627,87291,84332,86107,▲1775,＋2.11%,84687,89495,94382,93164,133922,8931117
2017/09/28,82260,84923,81668,84332,▲1775,＋2.15%,85042,89702,94540,93122,164993,8949642
2017/09/27,84923,84923,82260,82556,▼2959,－3.46%,86107,90176,94752,93080,250960,8930091
2017/09/26,84627,85811,83740,85515,▲592,＋0.70%,87231,90812,94974,93065,147601,8947473
2017/09/25,87291,87291,84627,84923,▼2959,－3.37%,88060,91211,95255,93038,146331,8981225
2017/09/22,89362,89362,86107,87882,▼1775,－1.98%,89184,91655,95492,92999,177403,8984085
2017/09/21,87882,91137,87586,89658,▲1480,＋1.68%,89599,91981,95684,92935,152166,8994254
2017/09/20,89658,90545,87291,88178,▼1480,－1.65%,89480,92143,95827,92846,148945,8990352
2017/09/19,89954,90250,88474,89658,▼888,－0.98%,89717,92365,95975,92755,113208,8999941
2017/09/18,89954,91137,89658,90545,▲592,＋0.66%,90013,92558,96138,92627,100620,9014299
2017/09/15,88474,90545,87882,89954,▲888,＋1.00%,90190,92765,96325,92498,113802,9032168
2017/09/14,89066,89658,87586,89066,▼296,－0.33%,91019,93001,96518,92363,174206,9041871
2017/09/13,90841,91137,89066,89362,▼1775,－1.95%,92025,93386,96705,92227,159283,9066844
2017/09/12,91433,91729,89658,91137,▼296,－0.32%,93149,93712,96888,92099,173837,9062049
2017/09/11,94096,95576,91137,91433,▼2663,－2.83%,93978,94215,97045,91961,228460,9060636
2017/09/08,94096,94688,92617,94096,0.0,0.00%,93919,94747,97193,91820,82897,9044960
2017/09/07,93800,95280,92321,94096,▼888,－0.93%,93149,95206,97312,91672,141275,9043716
2017/09/06,95280,98535,94688,94984,▼296,－0.31%,93090,95650,97474,91510,255598,9043538
2017/09/05,94392,95280,92025,95280,▲4143,＋4.55%,93149,96064,97627,91349,265233,9113341
2017/09/04,88770,91433,88474,91137,▲888,＋0.98%,92794,96375,97726,91191,135167,9110818
2017/09/01,93800,93800,88474,90250,▼3551,－3.79%,93327,96789,97903,91068,333121,9102116
2017/08/31,95576,95872,92913,93800,▼1480,－1.55%,94155,97100,98091,90960,112964,9186342
2017/08/30,93800,96759,93800,95280,▲1775,＋1.90%,93978,97336,98239,90824,161691,9206115
2017/08/29,93504,94096,92617,93504,▼296,－0.32%,93445,97499,98298,90681,74277,9240474
2017/08/28,94392,95576,92913,93800,▼592,－0.63%,93445,97780,98377,90545,82874,9253294
2017/08/25,93209,95280,92913,94392,▲1480,＋1.59%,93623,97943,98456,90400,158262,9274433
2017/08/24,92913,96168,91729,92913,▲296,＋0.32%,93682,98106,98540,90259,325558,9282859
2017/08/23,94096,94392,92321,92617,▼888,－0.95%,94451,98150,98619,90134,145435,9376363
2017/08/22,94096,94984,92913,93504,▼1184,－1.25%,95102,98150,98712,89998,144180,9402244
2017/08/21,94984,94984,93800,94688,0.0,0.00%,96641,98165,98757,89862,78265,9438455
2017/08/18,95576,97647,94096,94688,▼2071,－2.14%,98120,98106,98816,89727,187911,9453963
2017/08/17,94984,97351,94984,96759,▲888,＋0.93%,99837,98180,98840,89589,169441,9490363
2017/08/16,100310,100606,94096,95872,▼5326,－5.26%,101079,98298,98786,89443,355548,9505903
2017/08/14,102381,102973,100606,101198,▼888,－0.87%,102559,98535,98757,89293,52943,9551565
2017/08/11,100606,102677,99718,102086,▼1184,－1.15%,102618,98431,98564,89095,138985,9565141
2017/08/10,102973,103565,100606,103269,▲296,＋0.29%,102086,98313,98313,88883,102274,9594923
2017/08/09,102086,103861,101494,102973,▼296,－0.29%,100724,97972,98037,88666,123735,9608129
2017/08/08,101494,103565,100310,103269,▲1775,＋1.75%,99837,97588,97790,88440,159971,9603459
2017/08/07,100902,103861,100014,101494,▲2071,＋2.08%,98890,97262,97519,88223,150227,9622817
2017/08/04,95576,100014,95576,99422,▲2959,＋3.07%,98416,97026,97282,88008,98207,9671676
2017/08/03,98831,99127,96168,96463,▼2071,－2.10%,97943,96863,97100,87813,107327,9675528
2017/08/02,98831,99127,97055,98535,0.0,0.00%,98180,96818,96927,87631,92096,9683121
2017/08/01,99127,99422,96463,98535,▼592,－0.60%,97233,96745,96730,87441,186694,9688682
2017/07/31,96463,99127,96168,99127,▲2071,＋2.13%,96049,96611,96508,87276,120902,9717004
2017/07/28,97647,98831,96759,97055,▼592,－0.61%,94984,96774,96286,87106,156042,9749586
2017/07/27,94688,98831,94096,97647,▲3847,＋4.10%,94274,96878,96089,86977,318555,9820660
2017/07/26,93209,94392,92617,93800,▲1184,＋1.28%,93978,96966,95901,86827,171501,9878621
2017/07/25,93504,94096,92321,92617,▼1184,－1.26%,95043,97188,95773,86713,141980,9895561
2017/07/24,94392,94392,92913,93800,▲296,＋0.32%,96641,97410,95561,86622,113995,9918528
2017/07/21,92913,95280,92617,93504,▼2663,－2.77%,97706,97691,95309,86509,309362,9940752
2017/07/20,99422,99718,94984,96168,▼2959,－2.99%,98949,98106,95063,86418,275825,9897428
2017/07/19,100902,101198,98239,99127,▼1480,－1.47%,99008,98372,94767,86299,108041,9866869
2017/07/18,99127,100902,98535,100606,▲1480,＋1.49%,98239,98431,94417,86161,93196,9855128
2017/07/17,100310,101198,98535,99127,▼592,－0.59%,97469,98416,94062,86038,107345,9838139
2017/07/14,95576,99718,94096,99718,▲3255,＋3.37%,96996,98490,93741,85922,226475,9821561
2017/07/13,95872,97055,95576,96463,▲1184,＋1.24%,96286,98520,93406,85794,135255,9791653
2017/07/12,97055,97351,93504,95280,▼1480,－1.53%,96108,98757,93105,85690,143273,9752493
2017/07/11,97055,97943,96168,96759,0.0,0.00%,96463,99186,92824,85604,137424,9725698
2017/07/10,95872,97055,95576,96759,▲592,＋0.62%,96286,99556,92538,85508,113109,9739777
2017/07/07,94392,96168,94392,96168,▲592,＋0.62%,97410,99777,92227,85402,84632,9690014
2017/07/06,97055,97055,94392,95576,▼1480,－1.52%,98002,100059,91946,85283,194720,9655223
2017/07/05,94984,97055,93504,97055,▲1184,＋1.23%,98771,100354,91704,85175,246771,9602147
2017/07/04,102973,102973,94688,95872,▼6510,－6.36%,99008,100636,91408,85061,283880,9544573
2017/07/03,98239,102381,97943,102381,▲3255,＋3.28%,99245,100784,91157,84963,129977,9550875
2017/06/30,97647,99422,97647,99127,▼296,－0.30%,98653,100576,90822,84825,62150,9515876
2017/06/29,99422,99422,97647,99422,▲1184,＋1.20%,99186,100547,90506,84733,70889,9521658
2017/06/28,97055,99127,96759,98239,▲1184,＋1.22%,99600,100547,90185,84627,133997,9500726
2017/06/27,98831,99422,96463,97055,▼2367,－2.38%,100014,100517,89865,84526,192517,9467396
2017/06/26,101790,101790,98535,99422,▼2367,－2.33%,100665,100576,89534,84435,127044,9383111
2017/06/23,100310,101790,99127,101790,▲296,＋0.29%,100902,100414,89115,84346,143495,9373430
2017/06/22,100014,102973,99422,101494,▲1184,＋1.18%,100606,100236,88671,84221,151130,9388443
2017/06/21,99127,100310,96463,100310,0.0,0.00%,100547,99970,88208,84107,142774,9405798
2017/06/20,101198,101198,98535,100310,▼296,－0.29%,101257,99630,87749,84004,136708,9374294
2017/06/19,100310,102086,99127,100606,▲296,＋0.29%,102026,99319,87310,83905,117377,9358940
2017/06/16,101198,102086,99422,100310,▼888,－0.88%,102145,98771,86876,83799,155162,9349530
2017/06/15,103565,103565,99422,101198,▼2663,－2.56%,102441,98106,86447,83700,197983,9314296
2017/06/14,104749,105340,103269,103861,▼296,－0.28%,102500,97381,86033,83599,187435,9309643
2017/06/13,101198,104157,100606,104157,▲2959,＋2.92%,102263,96597,85545,83483,216879,9318143
2017/06/12,103269,105340,99718,101198,▼592,－0.58%,101198,95738,85071,83362,246157,9284914
2017/06/09,101198,102973,100014,101790,▲296,＋0.29%,100606,95043,84657,83274,192399,9271672
2017/06/08,102973,102973,100014,101494,▼1184,－1.15%,99955,94377,84233,83170,231224,9256756
2017/06/07,98239,103269,97943,102677,▲3847,＋3.89%,99541,93608,83828,83069,226679,9217063
2017/06/05,99422,101790,97943,98831,▲592,＋0.60%,98535,92809,83409,82970,150877,9221227
2017/06/02,98831,99127,97647,98239,▼296,－0.30%,98416,92128,83064,82887,116375,9229489
2017/06/01,99127,99127,97055,98535,▼888,－0.89%,98002,91507,82714,82805,124175,9214463
2017/05/31,98535,100014,97647,99422,▲1775,＋1.82%,97943,90841,82344,82704,127484,9223394
2017/05/30,98831,100310,96168,97647,▼592,－0.60%,97292,90190,81979,82576,121079,9200658
2017/05/29,97055,100902,96463,98239,▲2071,＋2.15%,96463,89613,81649,82457,190381,9198101
2017/05/26,97647,99422,95872,96168,▼2071,－2.11%,95635,88696,81284,82324,180226,9204442
2017/05/25,96759,98831,95576,98239,▲2071,＋2.15%,94333,87823,80968,82218,181192,9233220
2017/05/24,94096,98535,94096,96168,▲2663,＋2.85%,92084,86847,80638,82093,212592,9256682
2017/05/23,94688,95872,93209,93504,▼592,－0.63%,90190,85959,80337,81982,158405,9302638
2017/05/22,90841,95872,89954,94096,▲4439,＋4.95%,89125,85190,80100,81898,337128,9331572
2017/05/19,87291,90841,86699,89658,▲2663,＋3.06%,87705,84450,79829,81816,189496,9327700
2017/05/18,85515,87291,85515,86995,▲296,＋0.34%,87231,83962,79627,81750,73235,9332411
2017/05/17,88474,88770,86107,86699,▼1480,－1.68%,87527,83592,79454,81700,99397,9317795
2017/05/16,87291,88770,86995,88178,▲1184,＋1.36%,87409,83177,79296,81663,110780,9342815
2017/05/15,87291,88178,86403,86995,▼296,－0.34%,87113,82689,79089,81617,65418,9328210
2017/05/12,87586,88474,86699,87291,▼1184,－1.34%,86758,82319,78926,81597,92610,9334638
2017/05/11,86699,88474,85515,88474,▲2367,＋2.75%,86462,81861,78734,81562,190792,9363334
2017/05/10,87291,87586,84923,86107,▼592,－0.68%,85811,81402,78527,81508,149200,9360524
2017/05/08,85515,86995,84332,86699,▲1480,＋1.74%,85870,81151,78335,81479,127935,9343961
2017/05/04,84627,86995,84627,85219,▼592,－0.69%,85752,80781,78152,81427,91202,9342200
2017/05/02,85219,86995,84036,85811,▲592,＋0.69%,84687,80559,78044,81363,99697,9313886
2017/04/28,85219,85811,84036,85219,▼1184,－1.37%,83266,80381,77925,81313,117246,9318038
2017/04/27,86403,86995,84627,86403,▲296,＋0.34%,81964,80130,77866,81269,216155,9318483
2017/04/26,81964,86107,81668,86107,▲6214,＋7.78%,80366,79819,77753,81217,500952,9311893
2017/04/25,79005,80189,78414,79893,▲1184,＋1.50%,78769,79464,77654,81160,113911,9185521
2017/04/24,78709,79597,78118,78709,0.0,0.00%,78650,79331,77684,81131,94477,9223076
2017/04/21,78414,79301,78118,78709,▲296,＋0.38%,78887,79109,77708,81128,81109,9239477
2017/04/20,78118,78709,77526,78414,▲296,＋0.38%,79064,78931,77772,81133,90816,9242188
2017/04/19,79301,79301,76934,78118,▼1184,－1.49%,79064,78695,77832,81136,184763,9246756
2017/04/18,80189,80189,78414,79301,▼592,－0.74%,79124,78428,77906,81148,71173,9311820
2017/04/17,79893,80781,79301,79893,▲296,＋0.37%,79183,78162,78014,81153,64385,9332158
2017/04/14,78118,80781,78118,79597,▲1184,＋1.51%,78828,77896,78103,81151,109124,9337900
2017/04/13,79005,79005,77822,78414,0.0,0.00%,78769,77644,78182,81146,63517,9321366
2017/04/12,79893,80189,78414,78414,▼1184,－1.49%,79301,77541,78275,81173,58728,9331656
2017/04/11,77526,80485,77526,79597,▲1480,＋1.89%,79479,77348,78384,81205,97672,9357307
2017/04/10,78709,79597,77526,78118,▼1184,－1.49%,79715,77156,78478,81217,69840,9344202
2017/04/07,80485,80781,79005,79301,▼1775,－2.19%,80544,77067,78576,81247,90087,9325984
2017/04/06,79005,81373,78709,81077,▲1775,＋2.24%,80722,76919,78621,81247,146133,9359019
2017/04/05,81077,81373,78414,79301,▼1480,－1.83%,80544,76727,78645,81232,209160,9348156
2017/04/04,81668,82260,80189,80781,▼1480,－1.80%,80485,76638,78714,81244,141782,9323364
2017/04/03,80781,82556,80189,82260,▲2071,＋2.58%,79775,76505,78769,81239,160140,9319793
2017/03/31,80485,81373,79597,80189,0.0,0.00%,78177,76253,78828,81244,160007,9261884
2017/03/30,78709,81077,78118,80189,▲1184,＋1.50%,77171,76061,78961,81264,257186,9235738
2017/03/29,78414,79301,76934,79005,▲1775,＋2.30%,75869,75928,79069,81269,204092,9251342
2017/03/28,74863,77822,74863,77230,▲2959,＋3.98%,74626,75869,79188,81276,236273,9236017
2017/03/27,75750,75750,73975,74271,▼888,－1.18%,73975,75824,79336,81299,112587,9220813
2017/03/24,73975,75750,73975,75159,▲1480,＋2.01%,74034,75972,79577,81353,150496,9255626
2017/03/23,72791,74863,72496,73679,▲888,＋1.22%,73916,76135,79770,81368,170112,9241592
2017/03/22,73679,73975,70424,72791,▼1184,－1.60%,74448,76357,80006,81405,302817,9228695
2017/03/21,74567,75455,73383,73975,▼592,－0.79%,74804,76682,80258,81442,182413,9260305
2017/03/20,74567,75159,73975,74567,0.0,0.00%,75159,76875,80500,81466,129325,9270142
2017/03/17,76342,76342,73975,74567,▼1775,－2.33%,75514,77023,80722,81469,217953,9270827
2017/03/16,74863,76342,74863,76342,▲1775,＋2.38%,75869,77126,80953,81466,103336,9352777
2017/03/15,75750,76046,74567,74567,▼1184,－1.56%,76046,77171,81165,81444,114003,9334164
2017/03/14,76342,76934,75159,75750,▼592,－0.78%,76638,77230,81422,81442,189297,9354603
2017/03/13,76638,76934,74863,76342,0.0,0.00%,77112,77304,81654,81429,100516,9389974
2017/03/10,77526,78414,76046,76342,▼888,－1.15%,77289,77274,81890,81422,112993,9391932
2017/03/09,77230,78414,76934,77230,▼296,－0.38%,77289,77259,82107,81409,94918,9418511
2017/03/08,78118,78414,76638,77526,▼592,－0.76%,77348,77126,82310,81395,144679,9407565
2017/03/07,77526,78414,76342,78118,▲888,＋1.15%,77407,77038,82531,81395,115509,9445182
2017/03/06,76934,77526,76046,77230,▲888,＋1.16%,77052,77067,82709,81382,96248,9446963
2017/03/03,77230,77822,76342,76342,▼1184,－1.53%,77052,77141,82896,81382,89810,9437795
2017/03/02,78709,79005,76934,77526,▼296,－0.38%,77467,77407,83064,81373,121492,9438757
2017/02/28,76638,78414,75750,77822,▲1480,＋1.94%,77585,77511,83173,81368,123063,9458999
2017/02/27,77526,77526,76046,76342,▼888,－1.15%,77881,77629,83266,81365,52584,9448822
2017/02/24,78709,79005,76342,77230,▼1184,－1.51%,78177,77896,83365,81373,138937,9447892
2017/02/23,78414,79301,77822,78414,▲296,＋0.38%,78236,78044,83468,81380,135079,9446456
2017/02/22,79005,79301,77822,78118,▼1184,－1.49%,77881,78251,83547,81373,121696,9452066
2017/02/21,78118,79597,77526,79301,▲1480,＋1.90%,77703,78443,83626,81363,114446,9474493
2017/02/20,78709,79005,77526,77822,▲296,＋0.38%,76993,78606,83695,81360,112506,9481031
2017/02/17,76934,78709,76342,77526,▲888,＋1.16%,76875,79005,83804,81363,149812,9510249
2017/02/16,78118,78118,76046,76638,▼592,－0.77%,76520,79390,83873,81382,199283,9527711
2017/02/15,76046,77822,75455,77230,▲1480,＋1.95%,76401,79775,83947,81419,217362,9590708
2017/02/14,77230,77526,75750,75750,▼1480,－1.92%,75869,80115,84031,81432,151502,9662279
2017/02/13,76046,77526,75455,77230,▲1480,＋1.95%,75869,80574,84144,81459,126540,9717759
2017/02/10,76046,76934,74863,75750,▼296,－0.39%,76165,80973,84267,81486,187309,9732233
2017/02/09,74863,76638,74567,76046,▲1480,＋1.98%,76756,81387,84391,81543,134601,9778910
2017/02/08,75159,75159,73383,74567,▼1184,－1.56%,77881,81683,84489,81592,287149,9762720
2017/02/07,78709,79005,74863,75750,▼2959,－3.76%,78887,82083,84622,81666,382588,9816614
2017/02/06,79005,79893,78118,78709,0.0,0.00%,79775,82467,84701,81723,154133,9890729
2017/02/03,81373,81373,77526,78709,▼2959,－3.62%,80366,82734,84682,81752,338821,9893350
2017/02/02,79893,81668,79301,81668,▲2071,＋2.60%,80662,83089,84701,81787,171293,9921136
2017/02/01,80485,81668,79301,79597,▼592,－0.74%,80840,83414,84672,81762,171275,9891365
2017/01/31,81077,81373,79597,80189,▼1480,－1.81%,81313,83769,84682,81765,102665,9840096
2017/01/26,80485,82260,80189,81668,▲1480,＋1.85%,81787,84065,84667,81760,113013,9838596
2017/01/25,82556,83148,79893,80189,▼2367,－2.87%,82615,84287,84578,81745,197768,9764573
2017/01/24,81964,82852,81373,82556,▲592,＋0.72%,83621,84716,84548,81752,96097,9702863
2017/01/23,82260,83148,81373,81964,▼592,－0.72%,83976,84923,84494,81755,142976,9685538
2017/01/20,85811,85811,81964,82556,▼3255,－3.79%,84391,85219,84440,81757,245333,9655265
2017/01/19,84923,86107,84332,85811,▲592,＋0.69%,84864,85486,84391,81733,136262,9678761
2017/01/18,83740,85219,83740,85219,▲888,＋1.05%,84746,85619,84292,81688,139149,9642755
