[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/06/02,65200,65700,62600,63800,▼1200,－1.85%,63720,57910,53595,48253,700818,40753061
2009/06/01,64100,65900,63600,65000,▲400,＋0.62%,62520,57590,53208,48042,672081,40632601
2009/05/29,64300,66300,62900,64600,▲1000,＋1.57%,61260,57175,52778,47815,1515631,40495703
2009/05/28,61600,63800,60500,63600,▲2000,＋3.25%,60160,56695,52368,47600,1357982,40127797
2009/05/27,60100,63100,59200,61600,▲3800,＋6.57%,58920,56215,51943,47402,3191435,39863598
2009/05/26,58800,60400,57100,57800,▼900,－1.53%,58080,55940,51549,47234,1076819,39173579
2009/05/25,59100,59400,54000,58700,▼400,－0.68%,57680,55875,51266,47098,1026160,38986135
2009/05/22,57500,60800,56800,59100,▲1700,＋2.96%,56700,55890,50951,46951,1854677,38776945
2009/05/21,58000,58800,56900,57400,0.0,0.00%,55800,55800,50644,46778,1077829,38368954
2009/05/20,56400,58100,55900,57400,▲1600,＋2.87%,55200,55815,50343,46613,1675904,38043390
2009/05/19,55100,56800,54800,55800,▲2000,＋3.72%,54760,55865,50075,46458,1420015,37891214
2009/05/18,55000,55300,52400,53800,▼800,－1.47%,54500,55990,49810,46333,1181400,37856362
2009/05/15,55000,56000,54000,54600,▲200,＋0.37%,54560,56200,49604,46181,813432,38054587
2009/05/14,54400,56100,54100,54400,▼800,－1.45%,54540,56320,49378,46059,901710,38170745
2009/05/13,54700,55400,53900,55200,▲700,＋1.28%,54740,56375,49168,45934,722545,38135496
2009/05/12,54000,55700,53900,54500,▲400,＋0.74%,55080,56215,48998,45831,922874,38357904
2009/05/11,54300,54900,54000,54100,▼400,－0.73%,55660,56140,48839,45744,819921,38262544
2009/05/08,55400,55900,53800,54500,▼900,－1.62%,56180,56045,48658,45656,1312043,38215657
2009/05/07,57400,57500,54300,55400,▼1500,－2.64%,56280,55840,48480,45599,1472057,38506783
2009/05/06,57800,57800,55800,56900,▼500,－0.87%,56000,55790,48287,45560,1019683,38127882
2009/05/04,57800,58300,56700,57400,▲700,＋1.23%,55840,55670,48088,45519,792825,37988017
2009/04/30,56200,58200,55600,56700,▲1700,＋3.09%,55660,55505,47883,45468,1177042,37754053
2009/04/29,54000,56500,53800,55000,▲1000,＋1.85%,56120,55395,47649,45410,1064158,37555062
2009/04/28,55700,56700,53500,54000,▼2100,－3.74%,56580,55270,47471,45387,891914,37354814
2009/04/27,57300,57300,55000,56100,▼400,－0.71%,57320,55030,47271,45374,809364,37192085
2009/04/24,59000,59300,55600,56500,▼2500,－4.24%,57780,54628,47013,45335,1197069,37003631
2009/04/23,58200,60100,57700,59000,▲1700,＋2.97%,58140,54353,46721,45286,1371659,36861197
2009/04/22,58400,59500,56800,57300,▼400,－0.69%,57940,53943,46401,45197,1132765,36868522
2009/04/21,57100,57800,55800,57700,▼700,－1.20%,57880,53618,46108,45070,1023453,36812953
2009/04/20,59500,59500,56700,58400,▲100,＋0.17%,57440,53175,45779,44934,967401,36687252
2009/04/17,58500,59900,58300,58300,▲300,＋0.52%,56160,52625,45474,44747,1250476,36192120
2009/04/16,58600,60600,56400,58000,▲1000,＋1.75%,55100,52003,45213,44594,1873945,36065992
2009/04/15,56000,58500,55700,57000,▲1500,＋2.70%,53940,51325,44976,44503,2116018,36091506
2009/04/14,52700,58200,52200,55500,▲3500,＋6.73%,52620,50788,44778,44482,2886395,36608654
2009/04/13,53000,53700,51500,52000,▼1000,－1.89%,52400,50250,44566,44495,1017054,37577788
2009/04/10,53200,53600,52200,53000,▲800,＋1.53%,52900,49800,44400,44537,821272,37497440
2009/04/09,51200,52800,50700,52200,▲1800,＋3.57%,53120,49288,44283,44556,1359110,37366194
2009/04/08,54000,54300,50300,50400,▼4000,－7.35%,53580,48803,44171,44582,1397927,37242375
2009/04/07,54400,55300,53700,54400,▼100,－0.18%,54000,48423,44083,44655,526437,37337452
2009/04/06,53400,55300,53400,54500,▲400,＋0.74%,52960,47820,43948,44696,650786,37267063
2009/04/03,54600,54900,53000,54100,▼400,－0.73%,51670,47205,43828,44705,728927,37137726
2009/04/02,53500,55900,52900,54500,▲2000,＋3.81%,51050,46528,43738,44704,1090717,37107474
2009/04/01,50300,52700,48950,52500,▲3300,＋6.71%,50310,45765,43623,44720,1145630,37046352
2009/03/31,48250,51000,48250,49200,▲1150,＋2.39%,49970,45138,43513,44739,888417,36757462
2009/03/30,51500,52000,47900,48050,▼2950,－5.78%,49900,44583,43448,44813,687304,36818085
2009/03/27,50900,52400,50100,51000,▲200,＋0.39%,49770,44080,43359,44897,815350,36884258
2009/03/26,50300,51300,49700,50800,0.0,0.00%,48740,43570,43213,44975,870551,36817955
2009/03/25,49400,51100,49200,50800,▲1950,＋3.99%,47470,43020,43066,45056,1270692,36880452
2009/03/24,48000,49000,47200,48850,▲1450,＋3.06%,46560,42515,42931,45140,938641,36728331
2009/03/23,46200,47850,46050,47400,▲1550,＋3.38%,45740,42040,42837,45244,781022,36394520
2009/03/20,44600,45850,44600,45850,▲1400,＋3.15%,44860,41735,42785,45363,454861,36176360
2009/03/19,46000,47350,44150,44450,▼1800,－3.89%,44240,41438,42744,45496,1738960,36089851
2009/03/18,46000,47250,45050,46250,▲1500,＋3.35%,43850,41288,42728,45636,1911693,35363852
2009/03/17,43900,44750,43000,44750,▲1750,＋4.07%,43160,41025,42715,45745,1359837,34750332
2009/03/16,43300,44650,41800,43000,▲250,＋0.58%,42680,40878,42727,45860,1327519,34285744
2009/03/13,42500,44000,42500,42750,▲250,＋0.59%,42520,40978,42769,45985,957502,34270827
2009/03/12,42100,43300,41550,42500,▼300,－0.70%,42080,41090,42777,46090,827737,34507985
2009/03/11,43600,43800,42300,42800,▲450,＋1.06%,41430,41128,42843,46202,1105167,34690299
2009/03/10,41500,43200,41450,42350,▲150,＋0.36%,40860,41178,42882,46296,845552,34631904
2009/03/09,41100,43000,40000,42200,▲1650,＋4.07%,40010,41250,42901,46435,754956,34324360
2009/03/06,38400,40550,38100,40550,▲1300,＋3.31%,39170,41388,42911,46550,737414,34285473
2009/03/05,40100,41350,39250,39250,▼700,－1.75%,39220,41615,42877,46687,928205,34275993
2009/03/04,37950,39950,37150,39950,▲1850,＋4.86%,39330,41788,42853,46848,812358,34121973
2009/03/03,36700,38450,36550,38100,▲100,＋0.26%,39480,42005,42833,47011,705186,34043719
2009/03/02,39650,39850,37500,38000,▼2800,－6.86%,39730,42200,42861,47162,797861,34048646
2009/02/27,39900,41150,39550,40800,▲1000,＋2.51%,40390,42330,42919,47332,597066,34225853
2009/02/26,41050,42350,39400,39800,▼900,－2.21%,40210,42240,42931,47485,842924,34309890
2009/02/25,40900,41300,39850,40700,▲1350,＋3.43%,40540,42240,42951,47635,857661,34388770
2009/02/24,39850,40300,39250,39350,▼1950,－4.72%,40600,42193,42911,47785,644124,34500464
2009/02/23,39050,41700,39050,41300,▲1400,＋3.51%,41090,42123,42883,47979,537527,34645074
2009/02/20,41200,41950,39350,39900,▼1550,－3.74%,41830,42063,42840,48158,648963,34684442
2009/02/19,41000,42450,40050,41450,▲450,＋1.10%,42850,42198,42856,48348,1062286,34898054
2009/02/18,41050,41800,40050,41000,▼800,－1.91%,43210,42315,42758,48519,943419,35044612
2009/02/17,44150,44350,40850,41800,▼3200,－7.11%,43770,42520,42740,48702,1377435,35347350
2009/02/16,44300,46600,44200,45000,0.0,0.00%,44170,42570,42700,48878,700488,35841933
2009/02/13,43400,45450,42600,45000,▲1750,＋4.05%,44160,42423,42665,49049,726032,35891573
2009/02/12,43500,44300,42700,43250,▼550,－1.26%,44180,42470,42648,49235,649143,35874736
2009/02/11,42100,44350,42000,43800,0.0,0.00%,44070,42583,42654,49437,715354,35971842
2009/02/10,45700,46000,43300,43800,▼1150,－2.56%,44170,42650,42718,49639,798276,35989063
2009/02/09,45400,47000,44850,44950,▼150,－0.33%,43810,42775,42834,49858,762602,35999493
2009/02/06,43800,45100,43400,45100,▲2400,＋5.62%,42940,42890,42950,50058,830497,35991700
2009/02/05,43700,44700,42700,42700,▼1600,－3.61%,41720,43070,43053,50256,659447,35891054
2009/02/04,42750,44650,42550,44300,▲2300,＋5.48%,41140,43315,43172,50468,1358196,35839005
2009/02/03,40600,42600,40100,42000,▲1400,＋3.45%,40230,43398,43303,50660,1504127,35903325
2009/02/02,38500,41200,38200,40600,▲1600,＋4.10%,39420,43563,43477,50863,1522588,35844195
2009/01/30,38750,39100,38300,39000,▼800,－2.01%,39320,43668,43657,51072,910826,35809835
2009/01/29,39950,40850,38950,39800,▲50,＋0.13%,40040,43828,43852,51279,1286260,35920195
2009/01/28,38500,39750,38450,39750,▲1800,＋4.74%,40840,43938,43993,51480,1359645,35698475
2009/01/23,39300,39450,37050,37950,▼2150,－5.36%,41910,44085,44031,51693,1404621,35910545
2009/01/22,43400,43500,39700,40100,▼2500,－5.87%,42880,44348,44088,51921,1418528,36168583
2009/01/21,41800,43350,41600,42600,▼1200,－2.74%,43270,44558,44020,52120,627632,36018341
2009/01/20,44300,44400,42050,43800,▼1300,－2.88%,43940,44598,43976,52290,604292,35928521
2009/01/19,43100,45650,42550,45100,▲2300,＋5.37%,44280,44580,44029,52467,911976,35803671
2009/01/16,42300,43250,41350,42800,▲750,＋1.78%,44290,44600,44186,52626,774485,35731797
2009/01/15,44050,44200,41900,42050,▼3900,－8.49%,44990,44733,44424,52810,750900,35795956
2009/01/14,45550,46000,44500,45950,▲450,＋0.99%,46030,44908,44673,52992,668545,35812880
2009/01/13,45250,45750,44050,45500,▲350,＋0.78%,46580,44770,44829,53134,728477,35744700
2009/01/12,46300,46600,44550,45150,▼1150,－2.48%,47000,44820,44993,53278,501395,35657131
2009/01/09,47600,47900,45700,46300,▼950,－2.01%,47160,44818,45227,53413,512598,35552389
2009/01/08,48600,48600,46450,47250,▼1450,－2.98%,46960,44678,45443,53544,757914,35524941
2009/01/07,47400,49300,46000,48700,▲1100,＋2.31%,46050,44455,45583,53660,980899,35498481
2009/01/06,46500,48100,45950,47600,▲1650,＋3.59%,44750,43945,45671,53761,786394,35464677
2009/01/05,46500,46550,45350,45950,▲650,＋1.43%,43630,43455,45818,53880,573548,35469757
2009/01/02,43200,45300,42200,45300,▲2600,＋6.09%,42980,43098,45965,54003,541328,35398217
2008/12/30,42900,44400,42300,42700,▲500,＋1.18%,42560,42820,46178,54119,574912,35344067
2008/12/29,41550,42950,40250,42200,▲200,＋0.48%,42880,42760,46435,54269,404993,35290795
2008/12/26,42550,43350,42000,42000,▼700,－1.64%,43120,42725,46737,54417,386277,35323725
2008/12/24,42950,43800,41550,42700,▼500,－1.16%,43410,42675,47047,54590,608191,35293875
2008/12/23,43300,44200,42800,43200,▼1100,－2.48%,43970,42455,47350,54758,375456,35381755
2008/12/22,44200,45500,43750,44300,▲900,＋2.07%,44420,42180,47652,54934,770446,35389415
2008/12/19,43000,44100,42550,43400,▼50,－0.12%,44670,41900,47940,55094,871770,35430265
2008/12/18,46400,46900,41800,43450,▼2050,－4.51%,44630,41773,48248,55291,1667443,35255137
2008/12/17,46900,47750,44250,45500,▲50,＋0.11%,45240,41380,48544,55495,628633,34826036
2008/12/16,45050,46500,44150,45450,▼100,－0.22%,45160,41100,48776,55679,750254,34779040
2008/12/15,44400,46000,44200,45550,▲2350,＋5.44%,44770,40798,48993,55869,673266,34727627
2008/12/12,45400,45400,42100,43200,▼3300,－7.10%,44220,40665,49201,56060,1094102,34610667
