[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1992/12/03,15104,15215,14882,14882,▼333,－2.19%,15370,15104,13623,13064,56190,N/A
1992/12/02,15215,15437,15215,15215,▼222,－1.44%,15459,15187,13575,13047,79670,N/A
1992/12/01,15770,15770,15215,15437,▼333,－2.11%,15570,15265,13519,13031,45950,N/A
1992/11/30,15548,15770,15326,15770,▲222,＋1.43%,15570,15298,13462,13016,88030,N/A
1992/11/28,15326,15548,15326,15548,▲222,＋1.45%,15437,15282,13410,12998,53040,N/A
1992/11/27,15770,15770,15215,15326,▼444,－2.82%,15370,15287,13362,12986,75470,N/A
1992/11/26,15437,15992,15437,15770,▲333,＋2.16%,15215,15293,13318,12976,153670,N/A
1992/11/25,15326,15437,15104,15437,▲333,＋2.21%,14837,15254,13268,12961,88730,N/A
1992/11/24,15770,15770,15104,15104,▼111,－0.73%,14660,15237,13225,12949,207070,N/A
1992/11/23,15215,15215,14993,15215,▲666,＋4.58%,14504,15204,13194,12941,71150,N/A
1992/11/21,14549,14549,14549,14549,▲666,＋4.80%,14415,15159,13159,12931,32130,N/A
1992/11/20,14549,15104,13882,13882,▼666,－4.58%,14371,15115,13133,12930,104120,N/A
1992/11/19,14327,14660,14215,14549,▲222,＋1.55%,14571,15071,13116,12935,42910,N/A
1992/11/18,14549,14771,14327,14327,▼444,－3.01%,14771,14993,13077,12931,97320,N/A
1992/11/17,14438,14993,14327,14771,▲444,＋3.10%,14993,14921,13046,12929,147410,N/A
1992/11/16,14549,14771,14215,14327,▼555,－3.73%,15259,14793,13018,12921,88420,N/A
1992/11/14,15659,15770,14882,14882,▼666,－4.29%,15704,14721,13001,12918,79000,N/A
1992/11/13,15215,15659,14993,15548,▲111,＋0.72%,16081,14632,12972,12913,164310,N/A
1992/11/12,15770,16103,15437,15437,▼666,－4.14%,16192,14510,12920,12904,131970,N/A
1992/11/11,16659,16659,15992,16103,▼444,－2.68%,16192,14360,12859,12893,244990,N/A
1992/11/10,17547,17547,16103,16548,▼222,－1.32%,16103,14165,12775,12881,428940,N/A
1992/11/09,16770,16770,16548,16770,▲666,＋4.14%,15881,13916,12694,12867,293370,N/A
1992/11/07,15548,16103,15437,16103,▲666,＋4.32%,15526,13649,12616,12851,317330,N/A
1992/11/06,15548,16103,15326,15437,▼222,－1.42%,15326,13416,12544,12841,459480,N/A
1992/11/05,15548,16103,15104,15659,▲222,＋1.44%,15126,13221,12483,12831,563920,N/A
1992/11/04,15215,15548,14660,15437,▲444,＋2.96%,14860,13005,12407,12821,422170,N/A
1992/11/03,15104,15437,14549,14993,▼111,－0.74%,14504,12799,12329,12817,547020,N/A
1992/11/02,14660,15104,14660,15104,▲666,＋4.62%,14104,12633,12267,12817,442990,N/A
1992/10/31,14549,14771,14438,14438,▲111,＋0.78%,13682,12466,12216,12817,288590,N/A
1992/10/30,14215,14327,13993,14327,▲666,＋4.88%,13371,12322,12173,12820,667010,N/A
1992/10/29,13327,13660,13105,13660,▲666,＋5.13%,12949,12200,12132,12823,311250,N/A
1992/10/28,12994,13327,12772,12994,0.0,0.00%,12794,12089,12112,12831,218800,N/A
1992/10/27,13549,13549,12772,12994,▲111,＋0.86%,12816,12000,12106,12842,579000,N/A
1992/10/26,12550,12883,12550,12883,▲666,＋5.45%,12838,11928,12103,12851,124000,N/A
1992/10/24,12550,12661,12216,12216,▼666,－5.17%,12749,11855,12105,12865,86000,N/A
1992/10/23,13105,13216,12772,12883,▼222,－1.69%,12749,11828,12118,12881,154240,N/A
1992/10/22,13105,13438,12772,13105,0.0,0.00%,12483,11772,12112,12894,229760,N/A
1992/10/21,12550,13105,12550,13105,▲666,＋5.36%,12150,11694,12103,12910,210770,N/A
1992/10/20,12439,12439,11994,12439,▲222,＋1.82%,11817,11633,12097,12920,125980,N/A
1992/10/19,11661,12216,11661,12216,▲666,＋5.77%,11639,11611,12097,12935,182090,N/A
1992/10/17,11439,11661,11439,11550,▲111,＋0.97%,11461,11600,12103,12951,49980,N/A
1992/10/16,11328,11550,11328,11439,0.0,0.00%,11417,11622,12123,12974,34070,N/A
1992/10/15,11550,11661,11328,11439,▼111,－0.96%,11461,11644,12145,12996,44750,N/A
1992/10/14,11439,11550,11439,11550,▲222,＋1.96%,11528,11672,12169,13020,35410,N/A
1992/10/13,11328,11550,11328,11328,0.0,0.00%,11528,11728,12190,13047,42480,N/A
1992/10/12,11328,11550,11328,11328,▼333,－2.86%,11639,11794,12214,13078,58100,N/A
1992/10/10,11661,11772,11550,11661,▼111,－0.94%,11661,11861,12238,13108,26400,N/A
1992/10/09,11439,11772,11439,11772,▲222,＋1.92%,11572,11917,12253,13138,35650,N/A
1992/10/08,11883,12105,11550,11550,▼333,－2.80%,11528,11972,12269,13166,76080,N/A
1992/10/07,11439,11883,11328,11883,▲444,＋3.88%,11506,12055,12288,13194,70340,N/A
1992/10/06,11106,11439,11106,11439,▲222,＋1.98%,11461,12116,12301,13219,42720,N/A
1992/10/05,11550,11550,11217,11217,▼333,－2.88%,11528,12194,12329,13247,51300,N/A
1992/10/02,11439,11661,11328,11550,▲111,＋0.97%,11594,12277,12356,13278,41890,N/A
1992/10/01,11661,11772,11439,11439,▼222,－1.90%,11661,12311,12375,13310,26980,N/A
1992/09/30,11772,11772,11550,11661,▼111,－0.94%,11772,12361,12397,13344,50730,N/A
1992/09/29,11550,11772,11439,11772,▲222,＋1.92%,11839,12433,12417,13378,51080,N/A
1992/09/28,11883,11883,11550,11550,▼333,－2.80%,11883,12511,12436,13415,69890,N/A
1992/09/26,11994,12105,11772,11883,▼111,－0.93%,11950,12588,12464,13455,30250,N/A
1992/09/25,11994,12105,11883,11994,0.0,0.00%,11972,12616,12475,13494,44620,N/A
1992/09/24,11994,12105,11772,11994,0.0,0.00%,12105,12605,12488,13530,69450,N/A
1992/09/23,11883,12216,11883,11994,▲111,＋0.93%,12239,12561,12504,13567,84500,N/A
1992/09/22,11994,12216,11661,11883,▼111,－0.93%,12372,12544,12519,13599,77720,N/A
1992/09/21,12772,12883,11994,11994,▼666,－5.26%,12550,12555,12543,13635,85100,N/A
1992/09/19,12661,12772,12550,12661,0.0,0.00%,12727,12544,12569,13664,58270,N/A
1992/09/18,12550,12883,12550,12661,0.0,0.00%,12838,12500,12586,13691,62600,N/A
1992/09/17,12661,12883,12550,12661,▼111,－0.87%,12927,12422,12610,13713,76600,N/A
1992/09/16,12994,13105,12772,12772,▼111,－0.86%,12994,12325,12634,13736,106410,N/A
1992/09/15,12994,13216,12883,12883,▼333,－2.52%,13016,12253,12654,13763,107470,N/A
1992/09/14,13216,13438,13105,13216,▲111,＋0.85%,12883,12209,12673,13785,198920,N/A
1992/09/09,12994,13549,12883,13105,▲111,＋0.85%,12727,12142,12688,13807,385830,N/A
1992/09/08,13105,13327,12772,12994,▲111,＋0.86%,12727,12081,12704,13830,218970,N/A
1992/09/07,12439,12883,12327,12883,▲666,＋5.45%,12794,12053,12727,13849,173120,N/A
1992/09/05,12439,12661,12105,12216,▼222,－1.79%,12838,12042,12754,13866,165950,N/A
1992/09/04,12883,12994,12439,12439,▼666,－5.08%,12883,12070,12786,13890,150800,N/A
1992/09/03,13549,13549,12994,13105,▼222,－1.67%,12749,12098,12812,13915,223590,N/A
1992/09/02,13216,13327,12661,13327,▲222,＋1.69%,12350,12092,12825,13933,392580,N/A
1992/09/01,13105,13105,13105,13105,▲666,＋5.36%,12016,12053,12836,13944,328090,N/A
1992/08/31,12439,12439,12439,12439,▲666,＋5.66%,11817,12025,12854,13958,70700,N/A
1992/08/29,11328,11772,11328,11772,▲666,＋6.00%,11683,12042,12888,13977,66080,N/A
1992/08/28,11550,11550,11106,11106,▼555,－4.76%,11683,12075,12926,14004,113520,N/A
1992/08/27,12105,12216,11439,11661,▼444,－3.67%,11683,12148,12986,14042,117210,N/A
1992/08/26,11772,12105,11439,12105,▲333,＋2.83%,11497,12203,13039,14073,187660,N/A
1992/08/25,11772,12105,11661,11772,0.0,0.00%,11341,12236,13086,14098,128760,N/A
1992/08/24,11550,11772,11328,11772,▲666,＋6.00%,11386,12292,13137,14122,157700,N/A
1992/08/22,10839,11106,10839,11106,▲378,＋3.52%,11408,12342,13178,14149,76930,N/A
1992/08/21,11106,11217,10662,10728,▼600,－5.29%,11563,12425,13236,14188,118630,N/A
1992/08/20,11883,11883,11328,11328,▼666,－5.56%,11905,12527,13305,14225,73900,N/A
1992/08/19,11994,12327,11883,11994,▲111,＋0.93%,12172,12588,13366,14262,96940,N/A
1992/08/18,11883,12550,11772,11883,0.0,0.00%,12327,12627,13418,14299,121460,N/A
1992/08/17,12327,12327,11772,11883,▼555,－4.46%,12550,12666,13468,14335,101230,N/A
1992/08/14,12439,12661,12439,12439,▼222,－1.75%,12772,12705,13514,14376,37780,N/A
1992/08/13,12772,12883,12439,12661,▼111,－0.87%,12794,12738,13549,14419,69180,N/A
1992/08/12,13105,13105,12772,12772,▼222,－1.71%,12772,12749,13577,14459,56010,N/A
1992/08/11,12994,13216,12994,12994,0.0,0.00%,12772,12744,13599,14499,124410,N/A
1992/08/10,12550,13105,12550,12994,▲444,＋3.54%,12661,12733,13625,14535,91730,N/A
1992/08/08,12550,12772,12550,12550,0.0,0.00%,12572,12727,13645,14570,23990,N/A
1992/08/07,12772,12994,12550,12550,▼222,－1.74%,12616,12744,13677,14609,101000,N/A
1992/08/06,12439,12772,12439,12772,▲333,＋2.68%,12661,12777,13718,14647,124480,N/A
1992/08/05,12550,12550,12327,12439,▼111,－0.88%,12683,12766,13743,14684,72690,N/A
1992/08/04,12661,12772,12550,12550,▼222,－1.74%,12749,12783,13773,14724,54190,N/A
1992/08/03,12661,12883,12661,12772,0.0,0.00%,12794,12805,13799,14766,35120,N/A
1992/08/01,12883,12994,12772,12772,▼111,－0.86%,12794,12811,13825,14807,67510,N/A
1992/07/31,12883,12994,12772,12883,▲111,＋0.87%,12749,12838,13847,14849,61580,N/A
1992/07/30,12772,12994,12772,12772,0.0,0.00%,12727,12872,13871,14890,72780,N/A
1992/07/29,12883,12883,12661,12772,0.0,0.00%,12705,12916,13904,14934,62840,N/A
1992/07/28,12550,13105,12550,12772,▲222,＋1.77%,12683,12983,13942,14976,193120,N/A
1992/07/27,12772,12883,12550,12550,▼222,－1.74%,12749,13049,13979,15025,44560,N/A
1992/07/25,12883,12994,12772,12772,▲111,＋0.88%,12816,13122,14023,15070,61030,N/A
1992/07/24,12661,12883,12550,12661,0.0,0.00%,12794,13183,14062,15112,50640,N/A
1992/07/23,13216,13216,12661,12661,▼444,－3.39%,12816,13255,14101,15156,36470,N/A
1992/07/22,12883,13105,12883,13105,▲222,＋1.72%,12861,13327,14138,15201,91910,N/A
1992/07/21,12550,12883,12550,12883,▲222,＋1.75%,12816,13388,14165,15246,49280,N/A
1992/07/20,12661,12883,12661,12661,▼111,－0.87%,12883,13471,14201,15294,65500,N/A
1992/07/18,12883,12883,12661,12772,▼111,－0.86%,12861,13544,14245,15345,58520,N/A
1992/07/16,12994,12994,12661,12883,0.0,0.00%,12861,13605,14291,15399,89270,N/A
1992/07/15,13105,13438,12883,12883,▼333,－2.52%,12883,13655,14339,15455,206650,N/A
1992/07/14,12550,13216,12550,13216,▲666,＋5.31%,12883,13710,14395,15503,263280,N/A
1992/07/13,12661,12883,12550,12550,▼222,－1.74%,12905,13760,14447,15547,78510,N/A
1992/07/11,12994,12994,12772,12772,▼222,－1.71%,13105,13855,14513,15602,66440,N/A
1992/07/10,12883,13105,12883,12994,▲111,＋0.86%,13283,13921,14573,15655,140440,N/A
1992/07/09,13327,13327,12883,12883,▼444,－3.33%,13505,14004,14630,15702,99500,N/A
1992/07/08,13549,13660,13327,13327,▼222,－1.64%,13749,14104,14678,15750,129360,N/A
1992/07/07,13438,13771,13438,13549,▼111,－0.81%,13882,14182,14726,15800,95330,N/A
1992/07/06,13882,13993,13660,13660,▼444,－3.15%,13971,14249,14760,15848,81950,N/A
1992/07/04,14104,14104,13771,14104,0.0,0.00%,14060,14277,14797,15899,101300,N/A
1992/07/03,13993,14104,13771,14104,▲111,＋0.79%,14060,14299,14815,15947,130290,N/A
1992/07/02,14104,14215,13993,13993,0.0,0.00%,14104,14338,14837,16000,89300,N/A
1992/07/01,13993,14104,13993,13993,▼111,－0.79%,14215,14388,14871,16056,58640,N/A
1992/06/30,14215,14327,13993,14104,0.0,0.00%,14238,14443,14897,16113,82080,N/A
1992/06/29,14438,14549,14104,14104,▼222,－1.55%,14215,14482,14926,16166,99920,N/A
1992/06/27,14549,14660,14327,14327,▼222,－1.53%,14171,14510,14956,16224,88980,N/A
1992/06/26,13993,14771,13993,14549,▲444,＋3.15%,14104,14521,14971,16272,1100420,N/A
1992/06/25,13993,14104,13882,14104,▲111,＋0.79%,14038,14510,14978,16311,114000,N/A
1992/06/24,13882,14215,13882,13993,▲111,＋0.80%,14104,14510,14995,16347,53310,N/A
1992/06/23,13882,14215,13882,13882,▼111,－0.79%,14127,14538,15019,16388,54450,N/A
1992/06/22,14215,14327,13993,13993,▼222,－1.56%,14282,14554,15041,16434,46140,N/A
1992/06/20,14438,14660,14215,14215,▼222,－1.54%,14460,14576,15052,16481,27780,N/A
1992/06/19,14215,14438,14104,14438,▲333,＋2.36%,14593,14615,15061,16525,71170,N/A
1992/06/18,14660,14771,14104,14104,▼555,－3.79%,14682,14610,15067,16562,65220,N/A
1992/06/17,14993,15215,14660,14660,▼222,－1.49%,14704,14615,15082,16596,179820,N/A
1992/06/16,14993,15104,14660,14882,0.0,0.00%,14682,14587,15098,16617,75220,N/A
1992/06/15,15215,15326,14882,14882,0.0,0.00%,14682,14560,15106,16638,186580,N/A
1992/06/13,14215,14882,14215,14882,▲666,＋4.69%,14704,14521,15111,16662,114020,N/A
1992/06/12,14549,14660,14215,14215,▼333,－2.29%,14749,14493,15106,16685,23960,N/A
1992/06/11,14660,15104,14549,14549,▼333,－2.24%,14882,14521,15121,16706,51380,N/A
1992/06/10,14549,14993,14549,14882,▼111,－0.74%,14904,14543,15141,16719,98100,N/A
1992/06/09,14771,14993,14549,14993,▼111,－0.74%,14837,14549,15145,16732,135120,N/A
1992/06/08,14882,15104,14438,15104,▲222,＋1.49%,14704,14560,15158,16745,82720,N/A
1992/06/05,14438,14882,14438,14882,▲222,＋1.52%,14504,14560,15180,16758,71600,N/A
1992/06/04,14549,14660,14215,14660,▲111,＋0.76%,14438,14565,15202,16772,55830,N/A
1992/06/03,14438,14549,14327,14549,▲222,＋1.55%,14349,14576,15237,16792,53180,N/A
1992/06/02,14215,14327,14104,14327,▲222,＋1.57%,14327,14587,15289,16809,54580,N/A
1992/06/01,14438,14549,14104,14104,▼444,－3.05%,14460,14621,15341,16828,16560,N/A
1992/05/30,14327,14549,14104,14549,▲333,＋2.34%,14504,14682,15398,16854,35820,N/A
1992/05/29,14438,14549,14215,14215,▼222,－1.54%,14438,14732,15444,16874,47190,N/A
1992/05/28,15215,15326,14438,14438,▼555,－3.70%,14415,14810,15494,16892,75230,N/A
1992/05/27,14327,14993,14327,14993,▲666,＋4.65%,14393,14898,15541,16910,108470,N/A
1992/05/26,13993,14327,13882,14327,▲111,＋0.78%,14215,14965,15576,16924,81170,N/A
1992/05/25,14104,14438,13771,14215,▲111,＋0.79%,14215,15076,15624,16938,66720,N/A
1992/05/23,14438,14549,14104,14104,▼222,－1.55%,14327,15182,15676,16955,24490,N/A
1992/05/22,14215,14549,14104,14327,▲222,＋1.57%,14504,15298,15733,16977,54170,N/A
1992/05/21,14104,14438,14104,14104,▼222,－1.55%,14637,15370,15789,16997,62400,N/A
1992/05/20,14771,14882,14327,14327,▼444,－3.01%,14860,15476,15852,17019,57840,N/A
1992/05/19,14882,15104,14771,14771,▼222,－1.48%,15015,15537,15909,17040,46760,N/A
1992/05/18,14771,15326,14660,14993,0.0,0.00%,15059,15593,15963,17059,53700,N/A
1992/05/16,15215,15326,14993,14993,▼222,－1.46%,15037,15604,16011,17078,35030,N/A
1992/05/15,15104,15437,14993,15215,▲111,＋0.74%,14993,15626,16072,17098,68870,N/A
1992/05/14,14993,15215,14993,15104,▲111,＋0.74%,14948,15665,16116,17121,65730,N/A
1992/05/13,14882,15104,14882,14993,▲111,＋0.75%,14993,15687,16163,17142,38570,N/A
1992/05/12,14882,14993,14771,14882,▲111,＋0.75%,15104,15731,16211,17156,55860,N/A
1992/05/11,14993,15215,14660,14771,▼222,－1.48%,15282,15781,16264,17165,72970,N/A
1992/05/09,15326,15437,14882,14993,▼333,－2.17%,15570,15804,16327,17175,43780,N/A
1992/05/08,15548,15770,15326,15326,▼222,－1.43%,15837,15804,16387,17189,88630,N/A
1992/05/07,15770,15992,15548,15548,▼222,－1.41%,16081,15792,16446,17197,63360,N/A
1992/05/06,16214,16326,15770,15770,▼444,－2.74%,16237,15787,16507,17206,91510,N/A
1992/05/04,16326,16659,16103,16214,▼111,－0.68%,16370,15759,16570,17215,167020,N/A
1992/05/02,16548,16659,16214,16326,▼222,－1.34%,16281,15681,16611,17222,98780,N/A
1992/05/01,16326,16992,16103,16548,▲222,＋1.36%,16259,15604,16648,17229,303310,N/A
1992/04/30,16214,16659,16103,16326,▼111,－0.68%,16059,15515,16690,17233,216600,N/A
1992/04/29,15881,16437,15659,16437,▲666,＋4.23%,15970,15448,16736,17242,122540,N/A
1992/04/28,16437,16437,15770,15770,▼444,－2.74%,15726,15409,16773,17247,121060,N/A
1992/04/27,15881,16214,15770,16214,▲666,＋4.29%,15659,15387,16822,17259,215920,N/A
1992/04/25,15881,15881,15548,15548,▼333,－2.10%,15615,15337,16873,17270,60770,N/A
1992/04/24,15215,15881,15215,15881,▲666,＋4.38%,15615,15287,16936,17289,168490,N/A
1992/04/23,15548,15548,14993,15215,▼222,－1.44%,15615,15248,17001,17303,109030,N/A
1992/04/22,16103,16214,15437,15437,▼555,－3.47%,15748,15276,17079,17324,86120,N/A
1992/04/21,15548,16214,15548,15992,▲444,＋2.86%,15704,15259,17162,17344,278860,N/A
1992/04/20,15881,16103,15548,15548,▼333,－2.10%,15504,15248,17242,17357,83740,N/A
1992/04/18,16214,16214,15770,15881,0.0,0.00%,15415,15293,17329,17373,130920,N/A
1992/04/17,15548,15881,15437,15881,▲666,＋4.38%,15326,15309,17407,17389,217990,N/A
1992/04/16,14993,15437,14993,15215,▲222,＋1.48%,15193,15354,17492,17404,93800,N/A
1992/04/15,14993,15437,14993,14993,▼111,－0.74%,15082,15476,17573,17427,93330,N/A
1992/04/14,15437,15437,15104,15104,▼333,－2.16%,15037,15598,17643,17452,47820,N/A
1992/04/13,15104,15437,14882,15437,▲222,＋1.46%,14971,15720,17699,17475,85390,N/A
1992/04/11,14771,15215,14660,15215,▲555,＋3.79%,14882,15815,17756,17496,71170,N/A
1992/04/10,14771,15215,14549,14660,▼111,－0.75%,14971,15915,17827,17519,144030,N/A
1992/04/09,14660,15104,14660,14771,0.0,0.00%,15104,16042,17910,17549,57960,N/A
1992/04/08,14882,15215,14549,14771,▼222,－1.48%,15193,16159,17988,17579,100570,N/A
1992/04/07,15548,15659,14993,14993,▼666,－4.26%,15148,16281,18058,17608,73050,N/A
1992/04/06,15437,15770,15326,15659,▲333,＋2.17%,15171,16398,18110,17632,103800,N/A
1992/04/04,15770,15881,15215,15326,▲111,＋0.73%,15193,16492,18136,17650,149940,N/A
1992/04/03,14771,15215,14771,15215,▲666,＋4.58%,15148,16609,18171,17673,90310,N/A
1992/04/02,14993,15326,14549,14549,▼555,－3.68%,15259,16742,18212,17696,184430,N/A
1992/04/01,15548,15992,15104,15104,▼666,－4.23%,15637,16903,18264,17730,89220,N/A
1992/03/31,15215,15770,14771,15770,▲666,＋4.41%,15859,17047,18291,17762,200700,N/A
1992/03/30,15881,15992,15104,15104,▼666,－4.23%,16059,17153,18297,17781,93010,N/A
1992/03/28,16548,16548,15770,15770,▼666,－4.05%,16570,17331,18319,17806,43630,N/A
1992/03/27,16326,16770,15881,16437,▲222,＋1.37%,16903,17436,18332,17828,130920,N/A
1992/03/26,16659,16992,15881,16214,▼555,－3.31%,17125,17508,18336,17846,137150,N/A
1992/03/25,17214,17214,16770,16770,▼888,－5.03%,17347,17592,18341,17869,62920,N/A
1992/03/23,17436,17769,17436,17658,▲222,＋1.27%,17436,17658,18347,17888,159000,N/A
1992/03/21,17547,17769,17325,17436,▼111,－0.63%,17347,17703,18328,17899,85040,N/A
1992/03/20,17658,17769,17325,17547,▲222,＋1.28%,17281,17758,18315,17916,107870,N/A
1992/03/19,17214,17991,16992,17325,▲111,＋0.65%,17214,17825,18310,17928,250500,N/A
1992/03/18,17214,17214,16881,17214,0.0,0.00%,17214,17919,18304,17941,109400,N/A
1992/03/17,17214,17325,16992,17214,▲111,＋0.65%,17281,18036,18289,17954,67870,N/A
1992/03/16,17103,17325,16881,17103,▼111,－0.65%,17370,18108,18280,17968,63870,N/A
1992/03/14,17325,17325,17103,17214,▼111,－0.64%,17525,18180,18273,17986,39810,N/A
1992/03/13,17436,17658,17325,17325,▼222,－1.27%,17636,18275,18252,18003,38060,N/A
1992/03/12,17547,17880,17436,17547,▼111,－0.63%,17769,18363,18234,18018,44990,N/A
1992/03/11,17880,18214,17658,17658,▼222,－1.24%,17836,18419,18221,18033,41840,N/A
1992/03/09,17769,18436,17769,17880,▲111,＋0.63%,18036,18469,18206,18048,81390,N/A
1992/03/07,18214,18214,17769,17769,▼222,－1.23%,18036,18541,18186,18062,48620,N/A
1992/03/06,17880,17991,17658,17991,▲111,＋0.62%,18058,18619,18171,18077,55190,N/A
1992/03/05,18325,18547,17880,17880,▼777,－4.17%,18036,18708,18156,18091,51650,N/A
1992/03/04,17880,18769,17769,18658,▲777,＋4.35%,18080,18808,18145,18107,90170,N/A
1992/03/03,17880,18436,17769,17880,0.0,0.00%,18058,18897,18125,18118,157470,N/A
1992/03/02,17769,18214,17436,17880,0.0,0.00%,18191,19041,18127,18134,138230,N/A
1992/02/29,17769,18102,17325,17880,▼222,－1.23%,18391,19185,18121,18150,110530,N/A
1992/02/28,18547,18658,17769,18102,▼444,－2.40%,18658,19319,18101,18168,134120,N/A
1992/02/27,18436,18880,18436,18547,0.0,0.00%,18947,19463,18065,18180,98210,N/A
1992/02/26,18547,18769,18436,18547,▼333,－1.76%,18969,19541,18023,18187,103220,N/A
1992/02/25,19102,19435,18880,18880,▼333,－1.73%,18969,19574,17991,18193,105690,N/A
1992/02/24,19546,19546,19102,19213,▼333,－1.70%,19013,19552,17949,18198,122580,N/A
1992/02/22,18880,19546,18769,19546,▲888,＋4.76%,18991,19535,17904,18201,162620,N/A
1992/02/21,18325,18769,18325,18658,▲111,＋0.60%,18813,19530,17860,18202,84010,N/A
1992/02/20,18991,19102,18547,18547,▼555,－2.91%,18813,19580,17834,18211,106530,N/A
1992/02/19,19324,19435,18880,19102,0.0,0.00%,18969,19624,17810,18220,114880,N/A
1992/02/18,18658,19102,18547,19102,▲444,＋2.38%,19013,19618,17777,18224,286090,N/A
1992/02/17,18436,18769,18325,18658,0.0,0.00%,19146,19568,17747,18228,114990,N/A
1992/02/15,18880,19324,18658,18658,▼666,－3.45%,19391,19496,17721,18239,79980,N/A
1992/02/14,19324,19435,18880,19324,0.0,0.00%,19746,19435,17697,18245,143320,N/A
1992/02/13,19990,19990,19213,19324,▼444,－2.25%,20035,19352,17668,18248,135490,N/A
1992/02/12,19879,20213,19435,19768,▼111,－0.56%,20324,19269,17642,18253,228290,N/A
1992/02/11,20435,20546,19768,19879,▼555,－2.72%,20479,19119,17605,18253,155140,N/A
1992/02/10,20768,20879,20102,20435,▼333,－1.60%,20701,18930,17569,18254,209040,N/A
1992/02/08,20990,21323,20657,20768,0.0,0.00%,20635,18730,17525,18247,293660,N/A
1992/02/07,20546,20879,20324,20768,▲222,＋1.08%,20324,18519,17471,18234,178510,N/A
1992/02/06,21545,21656,20324,20546,▼444,－2.12%,19857,18313,17418,18221,525700,N/A
1992/02/01,20768,20990,20657,20990,▲888,＋4.42%,19524,18114,17371,18212,433200,N/A
1992/01/31,19657,20102,19546,20102,▲888,＋4.62%,19213,17919,17316,18197,359000,N/A
1992/01/30,18547,19213,18547,19213,▲777,＋4.22%,19124,17742,17281,18190,299710,N/A
1992/01/29,19102,19213,18436,18436,▼444,－2.35%,19169,17614,17260,18191,190920,N/A
1992/01/28,19657,19657,18880,18880,▼555,－2.86%,19280,17553,17251,18200,229200,N/A
1992/01/27,19990,20213,19324,19435,▼222,－1.13%,19124,17458,17236,18204,348070,N/A
1992/01/25,19768,19879,18991,19657,▲222,＋1.14%,18680,17303,17212,18207,375900,N/A
1992/01/24,19657,19657,18991,19435,▲444,＋2.34%,18236,17153,17188,18208,915160,N/A
1992/01/23,18769,18991,18658,18991,▲888,＋4.91%,17880,17014,17170,18214,366110,N/A
1992/01/22,17547,18102,17547,18102,▲888,＋5.16%,17614,16864,17158,18224,371740,N/A
1992/01/21,17547,17880,17214,17214,▼222,－1.27%,17347,16770,17155,18241,248220,N/A
1992/01/20,17880,18102,17436,17436,▼222,－1.26%,17125,16748,17164,18266,225430,N/A
1992/01/18,17991,18325,17547,17658,0.0,0.00%,16925,16714,17175,18282,430980,N/A
1992/01/17,17103,17658,16992,17658,▲888,＋5.30%,16703,16664,17181,18296,642520,N/A
1992/01/16,16326,16770,16103,16770,▲666,＋4.14%,16503,16625,17196,18309,225760,N/A
1992/01/15,16659,16659,16103,16103,▼333,－2.03%,16459,16642,17233,18337,71680,N/A
1992/01/14,16326,16659,16326,16437,▼111,－0.67%,16659,16698,17266,18371,44510,N/A
1992/01/13,16659,16881,16437,16548,▼111,－0.67%,16681,16748,17294,18400,48430,N/A
1992/01/11,16548,16659,16326,16659,▲111,＋0.67%,16703,16820,17323,18433,36660,N/A
1992/01/10,17103,17214,16214,16548,▼555,－3.25%,16814,16864,17357,18468,108840,N/A
1992/01/09,16326,17103,16326,17103,▲555,＋3.36%,16903,16870,17397,18506,101700,N/A
1992/01/08,16770,16992,16437,16548,▼111,－0.67%,16748,16814,17429,18545,139150,N/A
1992/01/07,16992,17214,16548,16659,▼555,－3.23%,16770,16786,17469,18587,123660,N/A
1992/01/06,17325,17547,16881,17214,▲222,＋1.31%,16770,16786,17516,18628,200520,N/A
1992/01/04,16992,16992,16659,16992,▲666,＋4.08%,16525,16742,17547,18673,88680,N/A
1992/01/03,16326,16326,16326,16326,▼333,－2.00%,16370,16720,17577,18711,24230,N/A
1991/12/26,16659,17103,16326,16659,0.0,0.00%,16459,16748,17619,18748,188150,N/A
1991/12/24,16103,16659,16103,16659,▲666,＋4.17%,16481,16770,17656,18781,123100,N/A
1991/12/23,16103,16103,15770,15992,▼222,－1.37%,16481,16792,17699,18814,133010,N/A
1991/12/21,16659,16770,16214,16214,▼555,－3.31%,16659,16848,17755,18853,46710,N/A
1991/12/20,16881,16992,16659,16770,0.0,0.00%,16836,16903,17803,18897,107990,N/A
1991/12/19,16326,16881,16326,16770,▲111,＋0.67%,16925,16920,17845,18934,84240,N/A
1991/12/18,16881,16992,16326,16659,▼222,－1.32%,17059,16942,17890,18964,55440,N/A
1991/12/17,16881,17103,16770,16881,▼222,－1.30%,17325,16986,17938,18992,57000,N/A
1991/12/16,17103,17436,17103,17103,▼111,－0.65%,17458,17031,17982,19019,68950,N/A
1991/12/14,17547,17547,17214,17214,▼222,－1.27%,17370,17053,18027,19047,64880,N/A
1991/12/13,17991,18214,17436,17436,▼555,－3.09%,17125,17081,18069,19072,110520,N/A
1991/12/12,17547,18102,17436,17991,▲444,＋2.53%,16836,17097,18112,19097,198110,N/A
1991/12/11,16881,17547,16881,17547,▲888,＋5.33%,16570,17075,18141,19117,199050,N/A
