[일시]롯데칠성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2018/01/23,1466000,1499000,1452000,1480000,▲19000,＋1.30%,1391600,1348000,1302967,1390097,3281,159600
2018/01/22,1371000,1479000,1365000,1461000,▲98000,＋7.19%,1360000,1340150,1300817,1391342,5011,159051
2018/01/19,1320000,1373000,1310000,1363000,▲41000,＋3.10%,1334000,1333300,1298984,1392595,2800,158812
2018/01/18,1320000,1325000,1313000,1322000,▼10000,－0.75%,1327600,1331100,1298785,1394658,1603,157650
2018/01/17,1320000,1334000,1310000,1332000,▲10000,＋0.76%,1331200,1330800,1299268,1397036,1663,157566
2018/01/16,1330000,1330000,1315000,1322000,▼9000,－0.68%,1333400,1330150,1299585,1399382,1151,157731
2018/01/15,1334000,1339000,1324000,1331000,0.0,0.00%,1336200,1330000,1300069,1401769,1423,157019
2018/01/12,1337000,1345000,1331000,1331000,▼9000,－0.67%,1337600,1329300,1300403,1404122,2266,157173
2018/01/11,1349000,1349000,1332000,1340000,▼3000,－0.22%,1338600,1327050,1300737,1406418,1506,157261
2018/01/10,1331000,1344000,1330000,1343000,▲7000,＋0.52%,1338200,1323900,1300920,1408572,1175,157523
2018/01/09,1338000,1348000,1330000,1336000,▼2000,－0.15%,1336600,1319600,1301054,1410751,989,157522
2018/01/08,1336000,1350000,1335000,1338000,▲2000,＋0.15%,1336800,1316650,1301304,1413013,1497,156996
2018/01/05,1333000,1354000,1322000,1336000,▼2000,－0.15%,1335000,1312200,1301521,1415225,1965,156681
2018/01/04,1335000,1347000,1322000,1338000,▲3000,＋0.22%,1331400,1308000,1301772,1417587,1723,156908
2018/01/03,1314000,1342000,1314000,1335000,▼2000,－0.15%,1331400,1301350,1301989,1419899,1597,156393
2018/01/02,1329000,1346000,1329000,1337000,▲8000,＋0.60%,1330400,1294950,1302256,1422352,1298,156289
2017/12/28,1311000,1333000,1309000,1329000,▲11000,＋0.83%,1327600,1289100,1302489,1424972,1010,154653
2017/12/27,1310000,1328000,1305000,1318000,▼20000,－1.49%,1326600,1284850,1304037,1427891,1916,154399
2017/12/26,1347000,1348000,1333000,1338000,▲8000,＋0.60%,1326800,1281150,1305685,1431160,1676,154265
2017/12/22,1328000,1332000,1308000,1330000,▲7000,＋0.53%,1322400,1276250,1307765,1434295,1556,154463
2017/12/21,1305000,1328000,1305000,1323000,▼1000,－0.08%,1320200,1272050,1310061,1437622,1891,154068
2017/12/20,1313000,1325000,1310000,1324000,▲5000,＋0.38%,1319400,1268250,1312972,1440898,1186,154272
2017/12/19,1316000,1327000,1310000,1319000,▲3000,＋0.23%,1318000,1264400,1315767,1444183,923,154223
2017/12/18,1329000,1329000,1304000,1316000,▼3000,－0.23%,1311400,1261000,1318713,1447627,1154,153897
2017/12/15,1329000,1338000,1304000,1319000,0.0,0.00%,1303600,1257800,1321924,1450912,1415,153742
2017/12/14,1301000,1325000,1301000,1319000,▲2000,＋0.15%,1291200,1254800,1324719,1454230,3297,153803
2017/12/13,1277000,1320000,1271000,1317000,▲31000,＋2.41%,1282800,1252500,1327332,1457515,2892,153516
2017/12/12,1266000,1288000,1259000,1286000,▲9000,＋0.70%,1269200,1250600,1330343,1461133,1682,152716
2017/12/11,1245000,1279000,1245000,1277000,▲20000,＋1.59%,1262400,1251100,1333855,1465093,1588,152891
2017/12/08,1270000,1276000,1241000,1257000,▼20000,－1.57%,1248000,1252650,1337600,1469459,1968,152592
2017/12/07,1258000,1285000,1246000,1277000,▲28000,＋2.24%,1238000,1255200,1341761,1474159,3414,154103
2017/12/06,1253000,1261000,1246000,1249000,▼3000,－0.24%,1226600,1256500,1345655,1478992,2474,154842
2017/12/05,1201000,1264000,1194000,1252000,▲47000,＋3.90%,1225600,1260300,1349917,1484166,3732,155712
2017/12/04,1220000,1226000,1205000,1205000,▼2000,－0.17%,1224000,1261200,1354444,1489514,1104,156018
2017/12/01,1221000,1227000,1191000,1207000,▼13000,－1.07%,1231000,1264400,1360054,1495230,2884,155936
2017/11/30,1259000,1259000,1220000,1220000,▼24000,－1.93%,1238800,1268050,1365664,1500837,4750,156240
2017/11/29,1246000,1253000,1240000,1244000,0.0,0.00%,1244200,1270300,1371490,1506460,1041,158296
2017/11/28,1240000,1264000,1239000,1244000,▲4000,＋0.32%,1244800,1273650,1376882,1511950,1954,158610
2017/11/27,1254000,1254000,1240000,1240000,▼6000,－0.48%,1246200,1280600,1381859,1517066,4967,158931
2017/11/24,1248000,1250000,1243000,1246000,▼1000,－0.08%,1248600,1283600,1386570,1521750,766,160210
2017/11/23,1249000,1259000,1242000,1247000,0.0,0.00%,1251200,1288851,1391347,1526267,1251,160440
2017/11/22,1251000,1260000,1247000,1247000,▼4000,－0.32%,1256400,1294052,1396007,1530451,1597,161035
2017/11/21,1258000,1258000,1244000,1251000,▼1000,－0.08%,1262800,1299253,1400535,1534694,1504,161272
2017/11/20,1260000,1277000,1252000,1252000,▼7000,－0.56%,1271800,1304254,1405012,1538953,6042,161317
2017/11/17,1273000,1280000,1259000,1259000,▼14000,－1.10%,1283000,1309205,1409656,1543013,3325,162099
2017/11/16,1285000,1295000,1273000,1273000,▼6000,－0.47%,1292800,1313806,1414183,1547064,1454,163630
2017/11/15,1293000,1301000,1276000,1279000,▼17000,－1.31%,1298800,1317707,1417978,1551140,2547,163659
2017/11/14,1308000,1317000,1295000,1296000,▼12000,－0.92%,1308000,1321308,1421906,1555067,2197,164147
2017/11/13,1302000,1329000,1301000,1308000,0.0,0.00%,1302800,1324060,1425650,1558934,1749,164469
2017/11/10,1310000,1315000,1294000,1308000,▲5000,＋0.38%,1295000,1326211,1429244,1562918,2327,165591
2017/11/09,1335000,1335000,1300000,1303000,▼22000,－1.66%,1289400,1328362,1432655,1566844,4031,167210
2017/11/08,1260000,1332000,1259000,1325000,▲55000,＋4.33%,1281800,1330763,1436216,1570828,6741,168978
2017/11/07,1251000,1279000,1251000,1270000,▲1000,＋0.08%,1279000,1332064,1439476,1574479,4289,169619
2017/11/06,1281000,1285000,1260000,1269000,▼11000,－0.86%,1301600,1336115,1443488,1578480,3779,171879
2017/11/03,1258000,1284000,1258000,1280000,▲15000,＋1.19%,1307800,1340216,1447449,1582240,3241,173245
2017/11/02,1303000,1303000,1261000,1265000,▼46000,－3.51%,1322004,1343767,1451842,1585667,6798,172526
2017/11/01,1347000,1374000,1309000,1311000,▼72000,－5.21%,1339208,1348068,1457400,1589178,12063,175273
2017/10/31,1310000,1384000,1310000,1383000,▲83000,＋6.38%,1347213,1353611,1462408,1592247,13549,181104
2017/10/30,1351000,1374000,1250000,1300000,▼51021,－3.78%,1340817,1355305,1466980,1594666,23797,179340
2017/10/27,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1363444,1472487,1598925,0,274734
2017/10/26,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1369281,1477226,1601278,0,274734
2017/10/25,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1376615,1481866,1603415,0,274734
2017/10/24,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1383649,1486206,1605460,0,274734
2017/10/23,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1390883,1490530,1607356,0,274734
2017/10/20,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1398766,1494804,1608703,0,274734
2017/10/19,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1405551,1499178,1609335,0,274734
2017/10/18,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1411787,1503468,1609892,0,274734
2017/10/17,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1419121,1507842,1610449,0,274734
2017/10/16,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1426405,1512099,1610865,0,293213
2017/10/13,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1433938,1516224,1611455,0,293213
2017/10/12,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1441721,1520448,1611888,0,293213
2017/10/11,1351021,1351021,1351021,1351021,0.0,0.00%,1351021,1449704,1524722,1612378,0,293213
2017/10/10,1351021,1351021,1351021,1351021,0.0,0.00%,1365190,1457387,1528929,1612877,0,293213
2017/09/29,1351021,1351021,1351021,1351021,0.0,0.00%,1378361,1466018,1533402,1613443,0,293213
2017/09/28,1351021,1351021,1351021,1351021,0.0,0.00%,1400712,1475547,1537809,1614000,0,293213
2017/09/27,1408894,1408894,1351021,1351021,▼70844,－4.98%,1424060,1485175,1542449,1614648,14712,293133
2017/09/26,1396920,1423861,1396920,1421865,▲4989,＋0.35%,1453395,1496101,1547455,1615280,3146,292296
2017/09/25,1457786,1458784,1377962,1416876,▼45899,－3.14%,1467365,1503385,1551745,1615264,4486,291734
2017/09/22,1479737,1489715,1459781,1462775,▼4989,－0.34%,1483130,1509671,1556635,1615222,1829,292369
2017/09/21,1485724,1509671,1467764,1467764,▼29934,－2.00%,1492310,1512665,1560825,1614806,1869,292549
2017/09/20,1491711,1511667,1491711,1497698,▲5987,＋0.40%,1496101,1515908,1565182,1614374,2108,292891
2017/09/19,1479737,1496700,1479737,1491711,▼3991,－0.27%,1491711,1517354,1568824,1613784,1254,291871
2017/09/18,1497698,1499693,1481733,1495702,▼12971,－0.86%,1492908,1518701,1572599,1613201,1509,291195
2017/09/15,1486722,1523641,1471755,1508674,▲21952,＋1.48%,1493108,1519899,1576541,1612686,2132,290749
2017/09/14,1468762,1486722,1466766,1486722,▲10976,＋0.74%,1491711,1520996,1579900,1611846,2215,290244
2017/09/13,1491711,1492709,1467764,1475746,▼21952,－1.47%,1495702,1523192,1583741,1611231,1665,290085
2017/09/12,1497698,1500691,1488718,1497698,▲998,＋0.07%,1502687,1524439,1587699,1610699,1032,290524
2017/09/11,1501689,1506678,1495702,1496700,▼4989,－0.33%,1504084,1525287,1591923,1610083,827,290419
2017/09/08,1499693,1511667,1496700,1501689,▼4989,－0.33%,1509472,1526484,1596330,1609518,1221,290598
2017/09/07,1521645,1522643,1500691,1506678,▼3991,－0.26%,1517454,1527582,1601319,1608853,1051,290350
2017/09/06,1517654,1517654,1498696,1510669,▲5987,＋0.40%,1524838,1527881,1606558,1608113,1119,290111
2017/09/05,1526634,1541601,1498696,1504682,▼18958,－1.24%,1536612,1528181,1612328,1607398,1735,289653
2017/09/04,1526634,1541601,1522643,1523641,▼17960,－1.17%,1549184,1528979,1618415,1606832,869,289287
2017/09/01,1538608,1551579,1531623,1541601,▼1996,－0.13%,1552976,1528330,1624585,1606067,1471,289374
2017/08/31,1557566,1568542,1538608,1543597,▼25943,－1.65%,1549184,1526584,1630405,1605044,2107,288994
2017/08/30,1567544,1571535,1549583,1569539,▲1996,＋0.13%,1546989,1526584,1636010,1603947,1439,289353
2017/08/29,1542599,1567544,1536612,1567544,▲24945,＋1.62%,1538408,1528031,1641431,1602808,2291,290189
2017/08/28,1517654,1545592,1517654,1542599,▲19956,＋1.31%,1528630,1530226,1647019,1601594,2533,290085
2017/08/25,1528630,1533619,1518652,1522643,▼9978,－0.65%,1524040,1535963,1652274,1600762,1949,289189
2017/08/24,1522643,1537610,1517654,1532621,▲5987,＋0.39%,1525636,1541352,1656930,1600114,1123,289580
2017/08/23,1515658,1526634,1514660,1526634,▲7982,＋0.53%,1525237,1546490,1661187,1599881,683,289165
2017/08/22,1520647,1533619,1516656,1518652,▼998,－0.07%,1520049,1551629,1664896,1599715,1181,288820
2017/08/21,1520647,1533619,1511667,1519649,▼10976,－0.72%,1519250,1556269,1668854,1599631,1263,288732
2017/08/18,1530625,1537610,1514660,1530625,0.0,0.00%,1519450,1560809,1672895,1599490,2316,288326
2017/08/17,1500691,1534616,1490713,1530625,▲29934,＋1.99%,1518053,1564650,1676371,1599191,2253,287876
2017/08/16,1514660,1514660,1492709,1500691,▼13969,－0.92%,1514461,1568791,1679946,1599033,2112,287722
2017/08/14,1512665,1525636,1505680,1514660,▼5987,－0.39%,1517654,1574179,1684303,1598966,1497,287418
2017/08/11,1506678,1525636,1506678,1520647,▼2993,－0.20%,1518851,1579118,1688228,1598883,1379,287030
2017/08/10,1506678,1527632,1506678,1523641,▲10976,＋0.73%,1516856,1583409,1692219,1598858,1444,287099
2017/08/09,1507676,1521645,1507676,1512665,▼3991,－0.26%,1513463,1587151,1696593,1598883,864,286546
2017/08/08,1520647,1526634,1507676,1516656,▼3991,－0.26%,1519649,1591740,1701033,1598999,1231,286234
2017/08/07,1511667,1533619,1502687,1520647,▲9978,＋0.66%,1536013,1596280,1705440,1599008,769,286526
2017/08/04,1496700,1536612,1496700,1510669,▲3991,＋0.26%,1554173,1600421,1709481,1598850,1465,286522
2017/08/03,1541601,1546590,1498696,1506678,▼36919,－2.39%,1583509,1605859,1713472,1598683,4063,286241
2017/08/02,1598476,1598476,1541601,1543597,▼54879,－3.43%,1608254,1611297,1717031,1598592,5327,285543
2017/08/01,1610449,1621425,1596480,1598476,▼12971,－0.80%,1626614,1615588,1719492,1598210,3009,285367
2017/07/31,1632401,1657346,1597478,1611447,▼45899,－2.77%,1632800,1618232,1720956,1597386,3409,284799
2017/07/28,1630405,1657346,1623421,1657346,▲26941,＋1.65%,1632800,1621625,1722086,1596039,2766,284257
2017/07/27,1635394,1650361,1625416,1630405,▼4989,－0.31%,1623421,1624269,1722352,1594285,1476,282779
2017/07/26,1630405,1646370,1598476,1635394,▲5987,＋0.37%,1618831,1628459,1725363,1592796,2072,282548
2017/07/25,1622423,1632401,1617434,1629407,▲17960,＋1.11%,1614440,1633149,1725329,1591217,1697,282329
2017/07/24,1623421,1623421,1602467,1611447,▲998,＋0.06%,1610250,1637490,1724963,1589404,816,281623
2017/07/21,1614440,1614440,1604462,1610449,▲2993,＋0.19%,1610649,1642828,1724714,1587791,1011,281675
2017/07/20,1609451,1631403,1604462,1607456,▼5987,－0.37%,1609851,1648914,1724182,1586228,1453,281140
2017/07/19,1607456,1615438,1603465,1613443,▲4989,＋0.31%,1608054,1654053,1722602,1585005,1274,281429
2017/07/18,1613443,1622423,1601469,1608454,▼4989,－0.31%,1606258,1659242,1719492,1583733,1229,281684
2017/07/17,1632401,1632401,1608454,1613443,▲6985,＋0.43%,1606059,1664480,1716316,1582062,1752,281641
2017/07/14,1598476,1607456,1597478,1606458,▲7982,＋0.50%,1604063,1671365,1713056,1580341,1134,281152
2017/07/13,1606458,1615438,1598476,1598476,▼5987,－0.37%,1606658,1679098,1709631,1578703,2549,280686
2017/07/12,1608454,1608454,1597478,1604462,▼2993,－0.19%,1610050,1689226,1706687,1577206,1913,280175
2017/07/11,1598476,1620427,1598476,1607456,▲3991,＋0.25%,1615039,1700052,1703328,1575510,2368,279105
2017/07/10,1615438,1616436,1598476,1603465,▼15965,－0.99%,1623820,1712524,1700035,1573664,1518,278248
2017/07/07,1605460,1631403,1605460,1619429,▲3991,＋0.25%,1638986,1725845,1696825,1571818,1563,277946
2017/07/06,1626414,1629407,1601469,1615438,▼13969,－0.86%,1657146,1739565,1693483,1569930,4019,278196
2017/07/05,1631403,1654352,1626414,1629407,▼21952,－1.33%,1676903,1753334,1690190,1568184,2643,276204
2017/07/04,1662335,1684286,1646370,1651359,▼27938,－1.66%,1696859,1765857,1686847,1566488,2559,275335
2017/07/03,1715218,1716216,1673311,1679297,▼30932,－1.81%,1709830,1778030,1683106,1564650,2382,274579
2017/06/30,1714220,1717214,1702247,1710229,▼3991,－0.23%,1717613,1789205,1678782,1562472,1401,274600
2017/06/29,1742159,1742159,1709231,1714220,▼14967,－0.87%,1722003,1796589,1673809,1560143,787,274147
2017/06/28,1726194,1730185,1699253,1729187,▲12971,＋0.76%,1721205,1800979,1668787,1557873,1623,274227
2017/06/27,1721205,1743157,1708234,1716216,▼1996,－0.12%,1718810,1803923,1663565,1555603,1834,274456
2017/06/26,1751139,1751139,1708234,1718212,▼13969,－0.81%,1718212,1805569,1658743,1553250,1498,274381
2017/06/23,1697258,1741161,1697258,1732181,▲21952,＋1.28%,1724797,1807465,1653804,1550839,1705,274928
2017/06/22,1717214,1722203,1687280,1710229,▼6985,－0.41%,1730584,1808962,1648831,1548378,2265,274567
2017/06/21,1715218,1735174,1714220,1717214,▲3991,＋0.23%,1748744,1810408,1643792,1546349,1147,273657
2017/06/20,1743157,1756128,1711227,1713223,▼37916,－2.17%,1769499,1811805,1638720,1544303,4189,273475
2017/06/19,1763113,1775086,1743157,1751139,▼9978,－0.57%,1798235,1814250,1633698,1542366,2014,271664
2017/06/16,1802027,1813003,1761117,1761117,▼39912,－2.22%,1821983,1814200,1628243,1540229,3778,270932
2017/06/15,1814000,1833956,1799033,1801029,▼19956,－1.10%,1848524,1814150,1622706,1538009,2303,270377
2017/06/14,1841939,1854910,1814998,1820985,▼35921,－1.93%,1866485,1813402,1616386,1535531,3888,269423
2017/06/13,1853912,1875864,1825974,1856906,▼12971,－0.69%,1878259,1811306,1609668,1532854,3445,268563
2017/06/12,1893824,1905798,1850919,1869877,▼23947,－1.26%,1885842,1807515,1602467,1529835,2220,268415
2017/06/09,1890831,1898813,1883846,1893824,▲2993,＋0.16%,1892427,1802176,1595249,1526809,2746,268026
2017/06/08,1883846,1892827,1874866,1890831,▲10976,＋0.58%,1885243,1794992,1587550,1523591,2606,267715
2017/06/07,1872871,1895820,1860897,1879855,▼14967,－0.79%,1867482,1786461,1579684,1520364,2543,266956
2017/06/05,1916774,1918769,1885842,1894822,▼7982,－0.42%,1849123,1777032,1571884,1517338,2635,266697
2017/06/02,1890831,1905798,1857904,1902805,▲44901,＋2.42%,1819987,1766605,1564185,1513995,5320,266783
2017/06/01,1820985,1910787,1820985,1857904,▲55877,＋3.10%,1790652,1755430,1556169,1510619,10803,266672
2017/05/31,1786062,1812005,1771095,1802027,▲13969,＋0.78%,1771494,1746200,1549251,1507609,4117,265205
2017/05/30,1755130,1794044,1751139,1788058,▲38914,＋2.22%,1758922,1746649,1543297,1505231,3940,265166
2017/05/29,1762115,1771095,1747148,1749143,▼6985,－0.40%,1750341,1738916,1538574,1503252,1916,264116
2017/05/26,1760119,1761117,1746150,1756128,▼5987,－0.34%,1752935,1731832,1534533,1501706,1931,263403
2017/05/25,1747148,1772093,1736172,1762115,▲22949,＋1.32%,1751738,1723849,1530409,1500093,2658,263293
2017/05/24,1739165,1757126,1733179,1739165,▼5987,－0.34%,1751339,1714669,1526085,1498130,2953,263628
2017/05/23,1748146,1760119,1737170,1745152,▼16963,－0.96%,1760718,1703344,1522011,1496160,2204,263017
2017/05/22,1763113,1769099,1737170,1762115,▲11974,＋0.68%,1767503,1687429,1518119,1494172,2858,263115
2017/05/19,1756128,1774088,1740163,1750141,▼9978,－0.57%,1771295,1670217,1513629,1492152,2644,262440
2017/05/18,1754132,1784066,1752137,1760119,▼25943,－1.45%,1773889,1653604,1509538,1490447,2307,261861
2017/05/17,1779077,1788058,1758124,1786062,▲6985,＋0.39%,1771893,1635644,1505497,1488676,2608,261856
2017/05/16,1781073,1792049,1752137,1779077,▼1996,－0.11%,1758722,1617434,1501173,1486938,2055,261756
2017/05/15,1764110,1795042,1756128,1781073,▲17960,＋1.02%,1741161,1598625,1496966,1485383,2414,261570
2017/05/12,1749143,1771095,1724198,1763113,▲12971,＋0.74%,1722203,1580066,1492576,1483978,3336,261377
2017/05/11,1756128,1756128,1726194,1750141,▲29934,＋1.74%,1705440,1562455,1488219,1482656,3687,261129
2017/05/10,1705240,1754132,1701249,1720207,▲28936,＋1.71%,1690074,1545892,1483895,1481126,5261,260055
2017/05/08,1686282,1692269,1662335,1691271,▲4989,＋0.30%,1708234,1530775,1480153,1479762,4181,258576
2017/05/04,1705240,1705240,1664330,1686282,▲6985,＋0.42%,1696659,1517654,1476927,1478881,3305,256618
2017/05/02,1681293,1725196,1617434,1679297,▲5987,＋0.36%,1680894,1504682,1473817,1478116,6059,256540
2017/04/28,1786062,1796040,1659341,1673311,▼137696,－7.60%,1664330,1491711,1469992,1477526,11854,257611
2017/04/27,1646370,1813003,1581513,1811007,▲177608,＋10.87%,1645372,1478640,1466217,1476969,23891,257188
2017/04/26,1607456,1636392,1605460,1633399,▲25943,＋1.61%,1585704,1458734,1460230,1475106,6684,247720
