[일시]기아차,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/30,33700,34250,33500,33650,▲300,＋0.90%,33150,34125,33105,35162,2048876,153512780
2017/11/29,33000,33500,32700,33350,▲400,＋1.21%,33050,34200,33157,35205,884282,153517160
2017/11/28,32650,33450,32450,32950,▲200,＋0.61%,33010,34300,33197,35253,1350643,153543285
2017/11/27,32800,33050,32450,32750,▼300,－0.91%,33150,34423,33246,35308,1318245,154133185
2017/11/24,33150,33400,32800,33050,▼100,－0.30%,33350,34513,33289,35361,773316,154454305
2017/11/23,33100,33350,32700,33150,0.0,0.00%,33510,34580,33318,35412,1289492,154509601
2017/11/22,33500,34100,33050,33150,▼500,－1.49%,33720,34635,33353,35463,1116028,154614389
2017/11/21,33750,34150,33600,33650,▼100,－0.30%,34090,34640,33392,35510,645115,154772085
2017/11/20,33600,34000,33250,33750,▼100,－0.30%,34370,34648,33426,35554,874017,154819328
2017/11/17,34050,34100,33650,33850,▼350,－1.02%,34780,34653,33453,35598,1025452,154699445
2017/11/16,35000,35000,33900,34200,▼800,－2.29%,34960,34630,33476,35643,1040121,154649013
2017/11/15,35000,35600,34900,35000,▼50,－0.14%,35120,34583,33497,35683,753474,154635758
2017/11/14,35900,35950,34950,35050,▼750,－2.09%,35020,34480,33508,35715,1033881,154723250
2017/11/13,34900,35950,34900,35800,▲1050,＋3.02%,34960,34303,33511,35741,1318423,154998128
2017/11/10,34750,35100,34600,34750,▼250,－0.71%,34780,34130,33503,35752,622124,154978270
2017/11/09,34500,35050,34450,35000,▲500,＋1.45%,34880,33998,33516,35770,842642,154995614
2017/11/08,34350,35100,34300,34500,▼250,－0.72%,34910,33863,33523,35785,695973,154964708
2017/11/07,34800,35150,34300,34750,▼150,－0.43%,35080,33765,33565,35802,834358,154891154
2017/11/06,35250,35400,34650,34900,▼350,－0.99%,35210,33625,33613,35819,841321,154584815
2017/11/03,35200,35800,35150,35250,▲100,＋0.28%,35140,33463,33647,35829,863081,154451026
2017/11/02,35000,35200,34800,35150,▼200,－0.57%,34970,33243,33673,35833,688959,154449119
2017/11/01,34800,35400,34700,35350,▼50,－0.14%,34790,33058,33700,35834,879238,154287315
2017/10/31,34550,35400,34500,35400,▲850,＋2.46%,34370,32838,33721,35832,1476146,154268509
2017/10/30,34450,34850,34200,34550,▲150,＋0.44%,34050,32578,33751,35828,788778,153960822
2017/10/27,34550,34800,34100,34400,▲150,＋0.44%,33910,32370,33792,35831,1166993,153849711
2017/10/26,33250,34500,33200,34250,▲1000,＋3.01%,33710,32180,33833,35844,1514684,153732992
2017/10/25,33650,33700,32800,33250,▼550,－1.63%,33510,32035,33876,35852,1008080,153633476
2017/10/24,33850,33900,33450,33800,▼50,－0.15%,33450,31923,33930,35868,728202,153644562
2017/10/23,33200,34200,33200,33850,▲450,＋1.35%,32990,31760,33976,35877,1136042,153572251
2017/10/20,33250,33400,32950,33400,▲150,＋0.45%,32690,31613,34019,35885,731215,153254484
2017/10/19,33000,33750,33000,33250,▲300,＋0.91%,32430,31473,34080,35891,1329149,153124890
2017/10/18,31500,33350,31400,32950,▲1450,＋4.60%,32240,31323,34143,35903,1667694,153038700
2017/10/17,32150,32300,31400,31500,▼850,－2.63%,32160,31233,34220,35920,946343,152851871
2017/10/16,32300,32500,31800,32350,▲250,＋0.78%,32250,31248,34318,35945,705204,153003900
2017/10/13,32200,32250,31550,32100,▼200,－0.62%,32110,31230,34396,35965,691661,153005655
2017/10/12,32250,32300,31500,32300,▼250,－0.77%,31860,31270,34478,35990,1457383,152952668
2017/10/11,32300,32800,32050,32550,▲600,＋1.88%,31690,31298,34553,36013,1453922,153182216
2017/10/10,31800,32150,31450,31950,▲300,＋0.95%,31370,31375,34622,36038,1580810,152839204
2017/09/29,31050,31650,30750,31650,▲800,＋2.59%,31020,31523,34711,36068,1264540,152417928
2017/09/28,31150,31150,30550,30850,▼600,－1.91%,30770,31718,34812,36103,1211584,152347335
2017/09/27,31150,31800,30900,31450,▲500,＋1.62%,30720,31948,34931,36145,1304055,152350690
2017/09/26,30300,31300,30100,30950,▲750,＋2.48%,30700,32213,35040,36186,1528341,152132406
2017/09/25,30400,30550,30150,30200,▼200,－0.66%,30710,32453,35169,36235,856016,152788136
2017/09/22,30550,30550,29950,30400,▼200,－0.65%,30780,32738,35303,36293,1464136,152429605
2017/09/21,31100,31300,30600,30600,▼750,－2.39%,30880,32985,35432,36344,1123282,152334477
2017/09/20,31250,31550,30900,31350,▲350,＋1.13%,30880,33195,35553,36392,1115401,152539708
2017/09/19,30700,31350,30550,31000,▲450,＋1.47%,30660,33388,35663,36436,1013177,152505344
2017/09/18,30700,30800,30300,30550,▼350,－1.13%,30690,33613,35791,36485,790528,152475258
2017/09/15,30400,31050,30350,30900,▲300,＋0.98%,30940,33870,35929,36540,1114277,152541777
2017/09/14,30300,30600,30200,30600,▲350,＋1.16%,31160,34093,36053,36594,1475334,152615762
2017/09/13,31100,31350,30100,30250,▼900,－2.89%,31620,34325,36178,36651,2596516,152844237
2017/09/12,31800,32000,31000,31150,▼650,－2.04%,32140,34585,36330,36718,1447182,153121901
2017/09/11,32000,32500,31550,31800,▼200,－0.63%,32730,34813,36473,36767,1321613,153461129
2017/09/08,32850,33000,31850,32000,▼900,－2.74%,33350,34983,36606,36809,2024307,153430617
2017/09/07,32900,33200,32650,32900,▲50,＋0.15%,34060,35150,36728,36850,1419566,153282264
2017/09/06,34100,34250,32700,32850,▼1250,－3.67%,34570,35280,36848,36877,1880937,153652731
2017/09/05,35500,35500,34050,34100,▼800,－2.29%,35350,35408,36953,36906,1154411,153922828
2017/09/04,34950,35700,34900,34900,▼650,－1.83%,35680,35555,37034,36926,675046,154198070
2017/09/01,35550,35900,35250,35550,▲100,＋0.28%,35880,35690,37103,36938,878809,154200389
2017/08/31,36650,37700,35100,35450,▼1300,－3.54%,35840,35760,37163,36943,3239681,154192821
2017/08/30,35500,36950,35150,36750,▲1000,＋2.80%,35710,35830,37219,36950,1496778,154703041
2017/08/29,35750,35850,35400,35750,▼150,－0.42%,35400,35830,37253,36950,509170,154848473
2017/08/28,35350,36050,35200,35900,▲550,＋1.56%,35350,35873,37310,36957,833320,155071650
2017/08/25,34650,35400,34650,35350,▲550,＋1.58%,35310,35938,37371,36962,523207,155007620
2017/08/24,35400,35400,34500,34800,▼400,－1.14%,35310,36020,37433,36976,874386,154915285
2017/08/23,35400,35650,35050,35200,▼300,－0.85%,35400,36125,37505,37005,568516,154984581
2017/08/22,35800,35800,35500,35500,▼200,－0.56%,35450,36205,37573,37030,358362,155026063
2017/08/21,35700,36000,35450,35700,▲350,＋0.99%,35490,36255,37628,37052,493657,155087063
2017/08/18,35300,35550,35200,35350,▲100,＋0.28%,35390,36298,37683,37070,444990,155065961
2017/08/17,35400,35500,34950,35250,▼200,－0.56%,35390,36353,37743,37095,622201,155093151
2017/08/16,35750,35850,35100,35450,▼250,－0.70%,35440,36443,37809,37118,625359,155100005
2017/08/14,35200,36200,35150,35700,▲500,＋1.42%,35430,36520,37869,37138,673467,155196133
2017/08/11,35050,35300,34550,35200,▼150,－0.42%,35700,36615,37921,37156,1037559,155135949
2017/08/10,35350,35700,35300,35350,▼150,－0.42%,36180,36725,37971,37176,905366,154913235
2017/08/09,35300,35700,35300,35500,▲100,＋0.28%,36500,36808,38001,37193,748381,154750917
2017/08/08,36650,36750,35350,35400,▼1650,－4.45%,36770,36883,38024,37205,1904223,154615710
2017/08/07,37700,37850,37050,37050,▼550,－1.46%,37040,36953,38048,37218,793401,154936610
2017/08/04,36850,37750,36500,37600,▲650,＋1.76%,36950,36935,38038,37216,970114,154941641
2017/08/03,36650,37050,36500,36950,▲100,＋0.27%,36870,36920,38026,37207,903654,154933158
2017/08/02,36750,36950,36350,36850,▲100,＋0.27%,36880,36958,38012,37205,629255,154861823
2017/08/01,36550,37100,36550,36750,▲150,＋0.41%,36890,37015,37993,37204,584220,154846813
2017/07/31,37200,37450,36200,36600,▼600,－1.61%,36900,37078,37968,37197,1068102,154908808
2017/07/28,37250,37650,37150,37200,▲200,＋0.54%,36880,37183,37943,37193,1120427,155081988
2017/07/27,37100,37150,36150,37000,▲100,＋0.27%,36750,37233,37904,37180,1034849,155016712
2017/07/26,36950,37800,36850,36900,▲100,＋0.27%,36640,37290,37871,37176,1315344,155075037
2017/07/25,36500,37250,36450,36800,▲300,＋0.82%,36670,37338,37854,37172,837900,155027998
2017/07/24,36450,36600,36200,36500,▼50,－0.14%,36710,37398,37828,37180,469249,155061739
2017/07/21,36300,36550,36050,36550,▲100,＋0.27%,36930,37505,37806,37188,660849,154986217
2017/07/20,37200,37200,36250,36450,▼600,－1.62%,37100,37620,37778,37204,863575,154954658
2017/07/19,36950,37300,36800,37050,▲50,＋0.14%,37210,37713,37752,37228,673100,155169475
2017/07/18,37450,37500,36750,37000,▼600,－1.60%,37200,37765,37703,37251,967842,155170512
2017/07/17,37700,37850,37400,37600,▲200,＋0.53%,37160,37885,37664,37283,461334,155232128
2017/07/14,37000,37650,37000,37400,▲400,＋1.08%,36980,37993,37620,37312,643067,155130492
2017/07/13,36850,37350,36600,37000,0.0,0.00%,36960,38110,37573,37340,1064153,155066425
2017/07/12,37150,37750,36900,37000,▲200,＋0.54%,37100,38225,37535,37369,629291,154959004
2017/07/11,36550,37200,36550,36800,▲100,＋0.27%,37300,38380,37503,37398,585277,154857092
2017/07/10,36900,37200,36400,36700,▼600,－1.61%,37540,38500,37473,37430,923440,154876079
2017/07/07,37400,37600,36650,37300,▼400,－1.06%,37940,38613,37454,37460,1097441,154884377
2017/07/06,37900,38000,37500,37700,▼300,－0.79%,38120,38698,37425,37486,482613,154740440
2017/07/05,37900,38300,37750,38000,0.0,0.00%,38210,38770,37394,37508,560328,154603741
2017/07/04,38650,38650,37650,38000,▼700,－1.81%,38180,38813,37360,37531,664796,154546787
2017/07/03,38050,38700,37650,38700,▲500,＋1.31%,38180,38850,37333,37557,836818,154520425
2017/06/30,38050,38200,37700,38200,▲50,＋0.13%,38170,38875,37302,37579,457483,154480437
2017/06/29,38000,38450,37800,38150,▲300,＋0.79%,38300,38943,37283,37600,491434,154239912
2017/06/28,38000,38300,37600,37850,▼150,－0.39%,38330,38988,37257,37611,749536,154218870
2017/06/27,38550,38550,37850,38000,▼650,－1.68%,38380,39053,37232,37623,896530,154304169
2017/06/26,38800,39000,38450,38650,▼200,－0.51%,38660,39115,37208,37631,439880,154018915
2017/06/23,38500,38950,38450,38850,▲550,＋1.44%,38880,39125,37178,37638,694185,154047717
2017/06/22,38200,38550,38100,38300,▲200,＋0.52%,39060,39130,37152,37639,737059,153958199
2017/06/21,39150,39450,38000,38100,▼1300,－3.30%,39260,39165,37135,37646,1631411,153945498
2017/06/20,39700,40100,39150,39400,▼350,－0.88%,39660,39220,37124,37652,753619,153859772
2017/06/19,39750,39850,39050,39750,0.0,0.00%,39620,39203,37106,37650,765629,153967497
2017/06/16,39450,39900,39350,39750,▲450,＋1.15%,39460,39155,37060,37647,784859,153841325
2017/06/15,40150,40200,39050,39300,▼800,－2.00%,39310,39078,37012,37643,1286703,153480982
2017/06/14,39650,40350,39400,40100,▲900,＋2.30%,39280,38970,36973,37643,1686856,153372476
2017/06/13,38950,39550,38950,39200,▲250,＋0.64%,39030,38810,36906,37635,772366,153142693
2017/06/12,38800,39150,38700,38950,▼50,－0.13%,38940,38690,36859,37638,629731,153189236
2017/06/09,39250,39250,38700,39000,▼150,－0.38%,38990,38568,36818,37644,937583,153226691
2017/06/08,39400,39400,38900,39150,▲300,＋0.77%,39100,38460,36773,37643,1190426,153504368
2017/06/07,38600,39000,38400,38850,▲100,＋0.26%,39080,38308,36724,37642,950177,153389565
2017/06/05,39000,39350,38750,38750,▼450,－1.15%,39140,38153,36682,37642,662218,153182007
2017/06/02,39650,39700,38700,39200,▼350,－0.88%,39240,37978,36648,37633,1015651,153109951
2017/06/01,39100,39900,39100,39550,▲500,＋1.28%,39170,37773,36603,37623,1278738,153291680
2017/05/31,39000,39500,38800,39050,▼100,－0.26%,39050,37538,36553,37605,1303576,153195210
2017/05/30,39300,39350,38800,39150,▼100,－0.25%,39040,37335,36520,37589,649275,153313365
2017/05/29,38950,39500,38850,39250,▲400,＋1.03%,39050,37173,36505,37573,1147395,153422302
2017/05/26,39000,39150,38550,38850,▼100,－0.26%,39010,36970,36488,37557,846512,153138365
2017/05/25,38950,39350,38800,38950,▼50,－0.13%,39000,36788,36476,37543,885639,153082719
2017/05/24,39200,39450,38650,39000,▼200,－0.51%,38850,36583,36458,37527,1067675,153340436
2017/05/23,38850,39900,38700,39200,▲150,＋0.38%,38480,36378,36447,37510,1968446,153270773
2017/05/22,38950,39100,38650,39050,▲250,＋0.64%,38020,36123,36427,37491,1401137,153099636
2017/05/19,38300,39000,37500,38800,▲600,＋1.57%,37570,35905,36406,37472,2569828,153170817
2017/05/18,36800,38350,36750,38200,▲1050,＋2.83%,37110,35713,36392,37456,2532553,152725091
2017/05/17,36900,37150,36600,37150,▲250,＋0.68%,36840,35530,36382,37446,900724,152083010
2017/05/16,36800,37100,36700,36900,▲100,＋0.27%,36630,35410,36385,37442,1000485,152187054
2017/05/15,36500,36850,36150,36800,▲300,＋0.82%,36400,35320,36387,37440,705394,152179576
2017/05/12,36900,36900,36350,36500,▼350,－0.95%,36090,35230,36388,37442,943358,152256462
2017/05/11,36550,36850,36350,36850,▲750,＋2.08%,35810,35183,36393,37445,1567924,152208300
2017/05/10,36050,36850,35850,36100,▲350,＋0.98%,35410,35118,36388,37452,1940540,151842251
2017/05/08,35250,35800,34900,35750,▲500,＋1.42%,35190,35105,36399,37468,1362761,151673539
2017/05/04,35300,35400,35050,35250,▲150,＋0.43%,35220,35115,36414,37487,776648,151805094
2017/05/02,34750,35400,34750,35100,▲250,＋0.72%,35210,35170,36425,37525,911879,151823687
2017/04/28,34950,35000,34700,34850,▼150,－0.43%,35230,35258,36443,37578,930840,151953679
2017/04/27,36000,36200,35000,35000,▼900,－2.51%,35230,35368,36457,37629,1762837,151886879
2017/04/26,35450,36150,35300,35900,▲700,＋1.99%,35210,35448,36482,37679,1506801,152002003
2017/04/25,35200,35400,35050,35200,0.0,0.00%,34850,35470,36490,37723,919240,151952279
2017/04/24,34850,35200,34600,35200,▲350,＋1.00%,34750,35540,36533,37770,586018,152004441
2017/04/21,34900,35100,34600,34850,▼50,－0.14%,34700,35623,36571,37817,799297,151976541
2017/04/20,34050,34950,34050,34900,▲800,＋2.35%,34640,35743,36630,37865,969628,152141530
2017/04/19,34600,34650,33800,34100,▼600,－1.73%,34610,35863,36705,37918,1432562,152024401
2017/04/18,35150,35200,34650,34700,▼250,－0.72%,34810,36030,36799,37980,767155,152260119
2017/04/17,34500,34950,34500,34950,▲400,＋1.16%,34870,36210,36901,38037,426330,152494410
2017/04/14,34650,34750,34450,34550,▼200,－0.58%,34990,36313,37004,38093,450663,152463688
2017/04/13,35000,35100,34350,34750,▼350,－1.00%,35190,36428,37107,38149,1546551,152419349
2017/04/12,35100,35250,34950,35100,▲100,＋0.29%,35410,36538,37203,38202,811308,152823500
2017/04/11,35400,35600,34950,35000,▼550,－1.55%,35580,36588,37293,38249,1303458,152921348
2017/04/10,35450,35800,35300,35550,0.0,0.00%,35850,36658,37386,38303,914126,153106841
2017/04/07,35900,36000,35300,35550,▼300,－0.84%,36110,36703,37465,38354,1462186,153192153
2017/04/06,35850,35950,35700,35850,▼100,－0.28%,36410,36740,37548,38405,1077392,153366034
2017/04/05,36350,36400,35800,35950,▼400,－1.10%,36560,36760,37623,38450,1661952,153402450
2017/04/04,36700,36700,36300,36350,▼500,－1.36%,36640,36778,37703,38501,902806,153478206
2017/04/03,37050,37250,36500,36850,▼200,－0.54%,36690,36795,37782,38551,854514,153529326
2017/03/31,36700,37050,36500,37050,▲450,＋1.23%,36690,36780,37856,38595,919999,153601595
2017/03/30,36350,36950,36300,36600,▲250,＋0.69%,36730,36753,37918,38633,1117146,153775551
2017/03/29,36750,36750,36200,36350,▼250,－0.68%,36870,36778,37966,38680,809626,153687346
2017/03/28,36750,37000,36550,36600,▼250,－0.68%,37090,36873,38014,38729,645237,153896862
2017/03/27,37250,37250,36550,36850,▼400,－1.07%,37430,36955,38053,38775,847411,154057011
2017/03/24,37350,37750,37050,37250,▼50,－0.13%,37460,37018,38098,38820,741246,154298920
2017/03/23,37700,37700,37200,37300,▼150,－0.40%,37380,37048,38127,38861,906163,154442035
2017/03/22,38150,38150,37350,37450,▼850,－2.22%,37310,37100,38157,38908,1492462,154659032
2017/03/21,37100,38750,37100,38300,▲1300,＋3.51%,37040,37128,38179,38954,2886074,154938210
2017/03/20,36950,37050,36700,37000,▲150,＋0.41%,36660,37103,38195,39003,660581,154695081
2017/03/17,37100,37100,36550,36850,▼100,－0.27%,36550,37150,38234,39059,1029997,154825113
2017/03/16,36600,37150,36550,36950,▲850,＋2.35%,36440,37188,38274,39125,1157491,154913981
2017/03/15,36500,36550,35950,36100,▼300,－0.82%,36300,37208,38313,39184,1010171,154655628
2017/03/14,36600,36650,36300,36400,▼50,－0.14%,36340,37253,38364,39251,858867,154735206
2017/03/13,36300,36750,36300,36450,▲150,＋0.41%,36400,37278,38418,39318,541493,154878650
2017/03/10,36350,36550,36150,36300,▲50,＋0.14%,36420,37295,38470,39383,722431,154824594
2017/03/09,36400,36600,36200,36250,▼50,－0.14%,36460,37305,38513,39447,725906,154593226
2017/03/08,36700,36800,36200,36300,▼400,－1.09%,36630,37333,38559,39517,659937,154439572
2017/03/07,36400,37250,36400,36700,▲150,＋0.41%,37020,37350,38603,39586,558247,154383594
2017/03/06,36600,36750,36300,36550,▲50,＋0.14%,37330,37310,38618,39648,671571,154319563
2017/03/03,37050,37100,36350,36500,▼600,－1.62%,37640,37290,38643,39700,1108624,154040521
2017/03/02,38400,38400,37000,37100,▼1150,－3.01%,37910,37250,38657,39751,1528045,153621362
2017/02/28,38350,38400,37650,38250,0.0,0.00%,38160,37220,38658,39795,687658,153677442
2017/02/27,38150,38500,38100,38250,▲150,＋0.39%,38110,37128,38640,39824,357844,153651864
2017/02/24,37750,38250,37750,38100,▲250,＋0.66%,38020,37103,38626,39853,509877,153742739
2017/02/23,38450,38550,37850,37850,▼500,－1.30%,37990,37073,38610,39885,873087,153731396
2017/02/22,38200,38350,37850,38350,▲350,＋0.92%,37940,37100,38597,39917,600392,153617352
2017/02/21,38000,38250,37850,38000,▲200,＋0.53%,37740,37153,38573,39945,607505,153399735
2017/02/20,38050,38150,37550,37800,▼150,－0.40%,37540,37240,38555,39981,489318,153313224
2017/02/17,37600,38100,37400,37950,▲350,＋0.93%,37360,37390,38538,40024,826736,152995972
2017/02/16,37600,38250,37600,37600,▲250,＋0.67%,37130,37550,38521,40062,902586,152856694
2017/02/15,37250,37650,37050,37350,▲350,＋0.95%,36910,37705,38511,40099,780660,152787942
2017/02/14,37100,37300,36800,37000,▲100,＋0.27%,36800,37863,38499,40133,806443,152785716
2017/02/13,37000,37050,36550,36900,▲100,＋0.27%,36730,38040,38493,40169,529438,152961899
2017/02/10,36700,37100,36500,36800,▲300,＋0.82%,36530,38223,38495,40204,697370,153054941
2017/02/09,36850,36850,36300,36500,▼300,－0.82%,36400,38398,38498,40243,733510,153120941
