[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/12/18,19500,20103,19349,20002,▲251,＋1.27%,19937,19313,19139,19391,66080,445785
2000/12/15,20053,20429,19651,19751,▼302,－1.50%,19907,19257,19091,19359,77400,445225
2000/12/14,20128,21058,20002,20053,▼75,－0.37%,19867,19225,19073,19331,182210,445675
2000/12/13,19550,20706,19550,20128,▲377,＋1.91%,19625,19181,19047,19297,192270,442815
2000/12/12,19826,19852,19399,19751,▼101,－0.51%,19399,19104,19012,19261,53050,442135
2000/12/11,19575,20404,19550,19852,▲302,＋1.54%,19269,19046,18996,19226,113580,441515
2000/12/08,18846,19600,18846,19550,▲704,＋3.73%,19068,18961,19013,19185,106690,441455
2000/12/07,19098,19098,18721,18846,▼151,－0.79%,18972,18913,19045,19149,28900,441455
2000/12/06,19098,19449,18947,18997,▼101,－0.53%,18962,18870,19085,19124,75250,441455
2000/12/05,18796,19349,18645,19098,▲251,＋1.33%,18962,18812,19120,19096,64720,440835
2000/12/04,19073,19223,18444,18846,▼226,－1.19%,18982,18767,19158,19075,65230,440835
2000/12/01,18595,19073,18093,19073,▲276,＋1.47%,19052,18747,19197,19044,143650,439795
2000/11/30,19047,19148,18495,18796,▼201,－1.06%,19042,18732,19240,19011,49550,403465
2000/11/29,19098,19098,18595,18997,▼201,－1.05%,19017,18707,19271,18989,46860,396525
2000/11/28,19500,19575,19098,19198,0.0,0.00%,19118,18687,19294,18962,65080,395545
2000/11/27,18696,19500,18696,19198,▲176,＋0.92%,19063,18616,19319,18926,63480,396045
2000/11/24,19550,19550,18696,19022,▲352,＋1.88%,19002,18531,19345,18891,29110,396045
2000/11/23,19475,19475,18595,18670,▼829,－4.25%,19017,18480,19375,18857,71840,396025
2000/11/22,19022,20053,18972,19500,▲578,＋3.05%,19118,18453,19418,18818,242940,393525
2000/11/21,18595,19500,18595,18922,▲25,＋0.13%,18937,18383,19433,18768,105680,394125
2000/11/20,19123,19123,18746,18897,▼201,－1.05%,18872,18325,19457,18723,24150,392075
2000/11/17,19198,19198,18595,19098,▼75,－0.39%,18721,18232,19489,18675,49360,392085
2000/11/16,18595,19399,18595,19173,▲578,＋3.11%,18620,18148,19519,18619,63970,392055
2000/11/15,18696,19047,18495,18595,0.0,0.00%,18384,18044,19547,18562,63320,391395
2000/11/14,17967,18746,17967,18595,▲452,＋2.49%,18233,17973,19598,18511,101310,392565
2000/11/13,18344,18444,18143,18143,▼452,－2.43%,18153,17923,19653,18472,24960,392565
2000/11/10,18093,18595,17590,18595,▲603,＋3.35%,18213,17951,19723,18440,86480,392565
2000/11/09,17841,18093,17690,17992,▲151,＋0.85%,18248,17900,19794,18407,61110,392565
2000/11/08,18268,18344,17791,17841,▼352,－1.93%,18309,17948,19879,18384,88830,393845
2000/11/07,18846,18846,18042,18193,▼251,－1.36%,18459,18036,19946,18361,71670,393745
2000/11/06,18846,18997,18444,18444,▼327,－1.74%,18379,18187,19996,18338,60910,393745
2000/11/03,18093,18796,18093,18771,▲477,＋2.61%,18188,18292,20036,18312,104540,396435
2000/11/02,18243,18796,18243,18294,▼302,－1.62%,18032,18437,20056,18284,64080,396485
2000/11/01,17590,18696,17590,18595,▲804,＋4.52%,18002,18605,20090,18262,107610,397745
2000/10/31,16836,18093,16635,17791,▲302,＋1.72%,17902,18794,20128,18247,74790,392665
2000/10/30,17992,18093,17439,17489,▼503,－2.79%,17897,19025,20158,18223,41530,392615
2000/10/27,18093,18495,17364,17992,▼151,－0.83%,17806,19331,20183,18202,74790,392615
2000/10/26,18093,18595,17640,18143,▲50,＋0.28%,17690,19522,20202,18174,76410,392255
2000/10/25,17615,18294,17439,18093,▲327,＋1.84%,17479,19658,20221,18142,108430,392255
2000/10/24,17615,17992,17288,17766,▲729,＋4.28%,17298,19746,20242,18112,116760,392295
2000/10/23,17590,17590,16585,17037,▼377,－2.16%,17263,19779,20248,18088,59770,392255
2000/10/20,17188,17741,17087,17414,▲327,＋1.91%,17595,19784,20258,18072,62130,392305
2000/10/19,16384,17489,16384,17087,▼101,－0.58%,17630,19848,20262,18053,61220,391915
2000/10/18,17690,17690,16509,17188,▼402,－2.29%,18002,19918,20268,18032,71950,391915
2000/10/17,18846,19148,17590,17590,▼1106,－5.91%,18485,19958,20272,18011,79870,391915
2000/10/16,18093,19299,18093,18696,▲1106,＋6.29%,19208,20019,20273,17981,148730,393915
2000/10/13,17942,18193,16484,17590,▼1357,－7.16%,19580,20127,20265,17942,126260,393915
2000/10/12,18696,19600,18696,18947,▼653,－3.33%,20394,20323,20283,17923,101830,393915
2000/10/11,20857,21083,19098,19600,▼1608,－7.58%,20937,20436,20284,17896,114540,395115
2000/10/10,20806,21359,19902,21208,▲653,＋3.18%,21490,20511,20270,17863,151020,395115
2000/10/09,21158,21560,20555,20555,▼1106,－5.10%,21731,20519,20235,17824,161030,395115
2000/10/06,22113,22716,21510,21661,0.0,0.00%,22344,20550,20210,17788,173920,395135
2000/10/05,22113,22264,21108,21661,▼704,－3.15%,22374,20550,20163,17744,232500,395135
2000/10/04,23370,25028,21862,22364,▼50,－0.22%,22214,20502,20102,17702,485990,395125
2000/10/02,24877,26134,20656,22415,▼1206,－5.11%,21711,20402,20029,17654,476060,395115
2000/09/29,23018,23621,22314,23621,▲1809,＋8.29%,20912,20316,19951,17609,213840,395115
2000/09/28,21108,22565,21083,21812,▲955,＋4.58%,19615,20172,19850,17555,172540,395115
2000/09/27,20153,22113,19852,20857,▲1005,＋5.06%,18992,20124,19772,17518,138630,395115
2000/09/26,18595,20254,18419,19852,▲1432,＋7.78%,18520,20144,19715,17490,50320,398115
2000/09/25,18344,18645,17741,18419,▲1282,＋7.48%,18148,20169,19668,17471,29370,398955
2000/09/22,18696,18696,17113,17138,▼1558,－8.33%,18223,20269,19644,17465,28580,398955
2000/09/21,18746,18846,17992,18696,▲201,＋1.09%,18967,20452,19628,17463,27490,399375
2000/09/20,18595,19349,17992,18495,▲503,＋2.79%,19530,20561,19588,17451,40800,399045
2000/09/19,17841,19148,17590,17992,▼804,－4.28%,20073,20680,19547,17442,45630,399105
2000/09/18,20605,20605,17741,18796,▼2061,－9.88%,20696,20863,19510,17438,43680,399115
2000/09/15,20857,21460,20605,20857,▼653,－3.04%,21208,21016,19456,17431,38890,398985
2000/09/14,20857,21510,20254,21510,▲302,＋1.42%,21274,21092,19357,17410,32650,400405
2000/09/08,20706,21460,20706,21208,▲101,＋0.48%,21304,21159,19253,17389,26330,402455
2000/09/07,21359,21837,20932,21108,▼251,－1.18%,21203,21252,19164,17371,61930,402955
2000/09/06,21183,21460,20656,21359,▲176,＋0.83%,21053,21290,19072,17358,42620,407555
2000/09/05,21560,22013,21158,21183,▼477,－2.20%,20922,21283,18993,17345,56960,412395
2000/09/04,20857,21862,20731,21661,▲955,＋4.61%,20832,21266,18892,17336,66280,422825
2000/09/01,20656,20731,20304,20706,▲352,＋1.73%,20671,21181,18782,17322,24440,421325
2000/08/31,21007,21007,20128,20354,▼352,－1.70%,20781,21163,18707,17317,32010,418825
2000/08/30,20731,20806,20304,20706,▼25,－0.12%,20781,21188,18630,17316,35650,414825
2000/08/29,20857,21108,20354,20731,▼126,－0.60%,20721,21133,18532,17308,38530,410365
2000/08/28,21259,21585,20857,20857,▼402,－1.89%,20736,21046,18438,17304,37930,410195
2000/08/25,20153,21259,20103,21259,▲905,＋4.44%,20741,20958,18340,17280,80240,409255
2000/08/24,20455,20455,19374,20354,▼50,－0.25%,20661,20862,18217,17248,70650,425265
2000/08/23,20857,21208,20254,20404,▼402,－1.93%,20922,20811,18104,17224,98080,425078
2000/08/22,20957,21410,20756,20806,▼75,－0.36%,21214,20697,17988,17199,60590,435048
2000/08/21,20605,21510,20354,20882,▲25,＋0.12%,21525,20539,17861,17171,49730,447888
2000/08/18,21158,21912,20706,20857,▼804,－3.71%,21922,20377,17719,17144,89420,447908
2000/08/17,21435,22113,21058,21661,▼201,－0.92%,22364,20206,17578,17123,48700,447898
2000/08/16,21937,23068,21410,21862,▼503,－2.25%,22405,19995,17424,17100,64880,441848
2000/08/14,23470,24375,22364,22364,▼503,－2.20%,22274,19784,17292,17058,98900,440298
2000/08/11,23068,23370,22364,22867,▼201,－0.87%,21972,19578,17157,16999,48090,452748
2000/08/10,21410,23068,21108,23068,▲1206,＋5.52%,21389,19368,17019,16936,72170,451228
2000/08/09,21611,23068,21359,21862,▲653,＋3.08%,20847,19164,16890,16876,90970,443018
2000/08/08,20505,21259,20505,21208,▲352,＋1.69%,20646,19008,16777,16828,57500,441928
2000/08/07,19449,21309,19399,20857,▲905,＋4.53%,20324,18903,16679,16780,60470,436868
2000/08/04,20555,20555,19550,19952,▼402,－1.98%,19952,18815,16589,16738,68330,436868
2000/08/03,21912,21912,20354,20354,▼503,－2.41%,19781,18757,16512,16702,156330,436878
2000/08/02,20153,21359,20103,20857,▲1256,＋6.41%,19575,18639,16433,16665,138780,431968
2000/08/01,18846,19600,18846,19600,▲603,＋3.17%,19274,18496,16366,16625,54830,428858
2000/07/31,18997,19098,18595,18997,▼101,－0.53%,18977,18403,16289,16595,53970,425178
2000/07/28,18947,20053,18947,19098,▼226,－1.17%,18706,18333,16222,16566,85000,424718
2000/07/27,19449,19826,18897,19324,▼25,－0.13%,18414,18235,16145,16533,72840,416118
2000/07/26,18093,19952,18093,19349,▲1231,＋6.80%,18037,18140,16062,16501,147950,416118
2000/07/25,18042,18394,17389,18118,▲477,＋2.71%,17655,18022,15982,16464,101550,412618
2000/07/24,17640,17992,17364,17640,0.0,0.00%,17560,17966,15927,16433,30300,411828
2000/07/21,17339,17841,17339,17640,▲201,＋1.15%,17680,17893,15887,16404,24940,411648
2000/07/20,17339,18495,16836,17439,0.0,0.00%,17886,17825,15843,16381,56270,411628
2000/07/19,17238,17741,17138,17439,▼201,－1.14%,18198,17755,15797,16363,27270,411258
2000/07/18,17690,18193,17590,17640,▼603,－3.31%,18459,17672,15749,16346,34310,410848
2000/07/14,18344,18670,17917,18243,▼427,－2.29%,18751,17569,15690,16329,53610,410850
2000/07/13,18997,19047,18595,18670,▼327,－1.72%,18922,17403,15619,16314,46250,405850
2000/07/12,18746,19751,18444,18997,▲251,＋1.34%,18947,17232,15563,16297,99520,405020
2000/07/11,19098,19098,18645,18746,▼352,－1.84%,18746,17076,15508,16276,52480,405510
2000/07/10,19600,19600,18696,19098,0.0,0.00%,18595,16918,15457,16256,72220,402530
2000/07/07,19098,19198,18595,19098,▲302,＋1.60%,18324,16792,15413,16237,74030,399840
2000/07/06,18042,19349,17766,18796,▲804,＋4.47%,18022,16594,15367,16220,127070,389780
2000/07/05,17992,18093,17339,17992,0.0,0.00%,17690,16408,15325,16206,34740,385280
2000/07/04,18218,18444,17841,17992,▲251,＋1.42%,17580,16317,15302,16196,32280,385280
2000/07/03,17138,18093,17138,17741,▲151,＋0.86%,17379,16207,15279,16181,45030,385280
2000/06/30,17339,17741,16786,17590,▲452,＋2.64%,17228,16061,15268,16177,54570,385280
2000/06/29,17841,17841,16912,17138,▼302,－1.73%,16947,15934,15259,16177,32220,385280
2000/06/28,16886,17439,16886,17439,▲452,＋2.66%,16776,15826,15264,16184,61330,385330
2000/06/27,16987,18042,16786,16987,0.0,0.00%,16494,15650,15264,16179,80970,385300
2000/06/26,16334,17087,15957,16987,▲804,＋4.97%,16253,15479,15274,16176,86760,385300
2000/06/23,15630,17037,15630,16183,▼101,－0.62%,15972,15301,15287,16174,141850,385260
2000/06/22,16535,16535,15881,16283,▲251,＋1.57%,15720,15153,15298,16181,69110,385260
2000/06/21,15479,16032,15328,16032,▲251,＋1.59%,15514,14954,15315,16195,48800,385260
2000/06/20,16133,16334,15328,15781,▲201,＋1.29%,15484,14773,15336,16222,24570,385290
2000/06/19,14122,15680,14122,15580,▲653,＋4.38%,15444,14605,15367,16255,36520,385290
2000/06/16,14424,15228,14424,14926,▼327,－2.14%,15645,14524,15405,16295,36460,385290
2000/06/15,15982,15982,15127,15253,▼628,－3.96%,15685,14492,15463,16344,38870,385260
2000/06/14,15831,15931,15127,15881,▲302,＋1.94%,15650,14458,15525,16410,43010,385260
2000/06/13,16585,16585,15328,15580,▼1005,－6.06%,15710,14430,15577,16468,99090,385251
2000/06/12,15580,17188,15178,16585,▲1457,＋9.63%,15751,14405,15644,16512,279800,385251
2000/06/09,15479,15479,14876,15127,▲50,＋0.33%,15399,14342,15698,16554,43930,385711
2000/06/08,16283,16585,15077,15077,▼1106,－6.83%,15384,14357,15781,16608,53490,385701
2000/06/07,16082,16585,15429,16183,▲402,＋2.55%,15364,14370,15861,16651,84120,384021
2000/06/05,14826,16836,14776,15781,▲955,＋6.44%,14911,14342,15927,16683,79800,384131
2000/06/02,15178,15479,14625,14826,▼226,－1.50%,14469,14395,16003,16716,71550,381461
2000/06/01,15077,15077,14625,15052,▲75,＋0.50%,14188,14402,16084,16765,27030,367861
2000/05/31,13971,14977,13971,14977,▲1055,＋7.58%,13821,14399,16170,16793,68870,357861
2000/05/30,13670,13971,13620,13921,▲352,＋2.59%,13288,14376,16221,16821,69420,349881
2000/05/29,12916,13670,12916,13569,▲151,＋1.12%,12986,14396,16278,16852,42690,330221
2000/05/26,13218,14223,12816,13419,▲201,＋1.52%,12755,14444,16344,16886,67940,312511
2000/05/25,12966,13544,12464,13218,▲905,＋7.35%,12866,14514,16409,16927,155920,290081
2000/05/24,12489,13067,11911,12313,▼101,－0.81%,13077,14615,16481,16974,40760,269821
2000/05/23,12413,12665,11861,12413,0.0,0.00%,13529,14750,16570,17034,28270,257576
2000/05/22,13720,13921,12413,12413,▼1558,－11.15%,14112,14864,16668,17096,41540,256556
2000/05/19,14474,14474,13595,13971,▼302,－2.11%,14645,14972,16775,17156,21520,270196
2000/05/18,14072,14323,13469,14273,▼302,－2.07%,14916,14977,16823,17203,22510,270196
2000/05/17,15328,15580,14575,14575,▼754,－4.92%,15147,14962,16841,17243,27970,270166
2000/05/16,15529,15529,14750,15328,▲251,＋1.67%,15298,14999,16853,17285,41130,270487
2000/05/15,15203,15680,14926,15077,▼251,－1.64%,15359,15017,16862,17324,29690,270587
2000/05/12,15127,15630,14977,15328,▼101,－0.65%,15710,15048,16879,17365,28000,271017
2000/05/10,15027,15479,14776,15429,▲101,＋0.66%,15640,15104,16881,17406,25080,270377
2000/05/09,15680,15680,14977,15328,▼302,－1.93%,15550,15149,16887,17451,52730,272767
2000/05/08,16987,16987,14575,15630,▼1206,－7.16%,15389,15199,16893,17505,93700,273367
2000/05/04,15077,17213,14826,16836,▲1860,＋12.42%,15127,15247,16898,17550,201690,274467
2000/05/03,15077,15429,14725,14977,0.0,0.00%,14665,15234,16885,17596,39860,274647
2000/05/02,14273,14977,14273,14977,▲452,＋3.11%,14635,15340,16902,17634,26360,275247
2000/04/28,14323,14575,14072,14524,▲201,＋1.40%,14685,15445,16909,17671,20340,275537
2000/04/27,14323,14876,14022,14323,▼201,－1.38%,14786,15591,16920,17713,19200,275577
2000/04/26,14826,15228,14273,14524,▼302,－2.03%,14856,15747,16940,17756,23670,275437
2000/04/25,14926,15077,14675,14826,▼402,－2.64%,14866,15900,16946,17794,15890,275367
2000/04/24,15228,15278,14625,15228,▲201,＋1.34%,14715,16046,16939,17829,28600,275367
2000/04/21,14675,15102,14675,15027,▲352,＋2.40%,14464,16126,16922,17858,49400,275367
2000/04/20,14549,14951,14424,14675,▲101,＋0.69%,14524,16239,16919,17890,21200,275467
2000/04/19,14575,14776,14273,14575,▲503,＋3.57%,14725,16372,16930,17924,39930,275467
2000/04/18,14474,14977,13871,14072,▲101,＋0.72%,14951,16523,16942,17960,44360,276607
2000/04/17,14072,14826,13469,13971,▼1357,－8.85%,15424,16715,16967,18000,40080,276587
2000/04/14,15379,15429,14926,15328,▼352,－2.24%,15896,16937,17010,18045,23920,274997
2000/04/12,15730,15831,15379,15680,▼25,－0.16%,16097,17118,17031,18068,27430,274997
2000/04/11,16434,16509,15705,15705,▼729,－4.43%,16278,17283,17044,18087,23740,274997
2000/04/10,16334,16836,16133,16434,▲101,＋0.62%,16454,17478,17056,18113,66660,274997
2000/04/07,16560,18545,16082,16334,0.0,0.00%,16585,17649,17061,18132,139100,275037
2000/04/06,16585,16836,16107,16334,▼251,－1.52%,16736,17837,17074,18151,17890,274767
2000/04/04,15931,16836,15931,16585,0.0,0.00%,16957,18015,17086,18170,48430,274307
2000/04/03,17540,17540,16359,16585,▼503,－2.94%,17128,18193,17091,18183,23220,274307
2000/03/31,17087,17314,16987,17087,0.0,0.00%,17329,18379,17083,18196,17490,274307
2000/03/30,17439,17439,16836,17087,▼352,－2.02%,17459,18510,17086,18203,27190,273617
2000/03/29,17464,17489,16937,17439,0.0,0.00%,17409,18665,17095,18207,46600,273617
2000/03/28,17590,17942,17138,17439,▼151,－0.86%,17379,18696,17104,18207,21650,273617
2000/03/27,17590,18093,17138,17590,▼151,－0.85%,17359,18691,17094,18208,36250,273197
2000/03/24,17087,18093,16836,17741,▲905,＋5.37%,17359,18688,17077,18210,42110,273197
2000/03/23,17590,17892,16836,16836,▼452,－2.62%,17394,18668,17062,18222,48430,273197
2000/03/22,17138,17766,17037,17288,▼50,－0.29%,17706,18701,17064,18242,31200,273617
2000/03/21,17339,18344,16987,17339,▼251,－1.43%,18037,18721,17075,18266,59270,273617
2000/03/20,18042,18042,17389,17590,▼327,－1.82%,18369,18768,17107,18291,38000,273617
2000/03/17,18394,18997,17339,17917,▼477,－2.60%,18771,18831,17143,18321,47050,273197
2000/03/16,19148,20002,18394,18394,▼553,－2.92%,19158,18777,17184,18349,60140,272357
2000/03/15,18344,18947,17841,18947,▼50,－0.26%,19500,18624,17225,18374,52720,271657
2000/03/14,19751,19751,18344,18997,▼603,－3.08%,19686,18443,17294,18394,31040,272147
2000/03/13,19198,19902,19198,19600,▼251,－1.27%,19917,18287,17360,18416,42360,272287
2000/03/10,20254,20304,19349,19852,▼251,－1.25%,20058,18111,17381,18433,62240,273812
2000/03/09,20304,20806,19852,20103,▲226,＋1.14%,20027,17889,17410,18447,139830,273812
2000/03/08,19852,20002,19198,19877,▼276,－1.37%,20048,17674,17435,18466,63540,309982
2000/03/07,20203,20756,19751,20153,▼151,－0.74%,19681,17464,17441,18485,78050,310022
2000/03/06,20002,20605,19349,20304,▲603,＋3.06%,19118,17253,17440,18498,121430,307162
2000/03/03,19651,20857,18947,19701,▼503,－2.49%,18565,17042,17430,18510,153980,312562
2000/03/02,18218,20605,18218,20203,▲2161,＋11.98%,18093,16856,17446,18527,290340,312922
2000/02/29,17791,18444,17138,18042,▲704,＋4.06%,17550,16617,17415,18539,165820,313132
2000/02/28,17540,18093,16836,17339,▼201,－1.15%,17479,16474,17422,18571,102470,312222
2000/02/25,17087,17540,16484,17540,▲201,＋1.16%,17670,16384,17426,18620,157190,312102
2000/02/24,17087,17690,16384,17339,▼151,－0.86%,17932,16251,17427,18674,88370,312102
2000/02/23,16635,18017,16635,17489,▼201,－1.14%,17831,16102,17445,18733,131070,309102
2000/02/22,18444,19098,15957,17690,▼603,－3.30%,17399,15939,17468,18788,164890,309262
2000/02/21,18595,19098,17690,18294,▼553,－2.93%,16927,15796,17497,18844,233560,313592
2000/02/18,17590,19324,17489,18846,▲2010,＋11.94%,16444,15648,17523,18901,569080,309592
2000/02/17,15429,16937,15328,16836,▲1508,＋9.84%,15891,15472,17536,18949,310120,307092
2000/02/16,14876,15504,14826,15328,0.0,0.00%,15605,15409,17582,19018,33560,306622
2000/02/15,15881,16032,15077,15328,▼553,－3.48%,15700,15470,17645,19103,61580,306522
2000/02/14,15831,16082,15228,15881,▼201,－1.25%,15771,15533,17716,19181,53340,306212
2000/02/11,14826,17087,14826,16082,▲678,＋4.40%,15781,15561,17786,19250,104370,305912
2000/02/10,15580,15831,15002,15404,▼402,－2.54%,15781,15578,17852,19317,59390,305912
2000/02/09,15831,16334,15580,15806,▲126,＋0.80%,15896,15645,17931,19391,85810,307492
2000/02/08,15931,16585,15630,15680,▼251,－1.58%,15821,15712,18016,19463,39010,307495
2000/02/07,16082,16308,15630,15931,▼151,－0.94%,15720,15778,18117,19536,46550,307495
2000/02/03,15982,16283,15580,16082,▲101,＋0.63%,15640,15826,18202,19609,32530,308575
2000/02/02,15730,16032,15454,15982,▲553,＋3.58%,15399,15828,18307,19678,39150,308575
2000/02/01,15730,16032,15379,15429,▲251,＋1.66%,15077,15893,18365,19747,45510,308584
