[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/09/06,12775,12775,12450,12682,▲139,＋1.11%,12747,13226,13796,12801,5210,N/A
1993/09/04,12775,12775,12543,12543,▼232,－1.82%,12794,13258,13794,12797,30,N/A
1993/09/03,12775,12775,12775,12775,▼186,－1.43%,12924,13328,13796,12793,540,N/A
1993/09/02,13007,13007,12961,12961,▲186,＋1.45%,13044,13386,13790,12786,210,N/A
1993/09/01,12636,12775,12636,12775,▼139,－1.08%,13072,13435,13783,12778,160,N/A
1993/08/31,13054,13054,12914,12914,▼279,－2.11%,13221,13493,13780,12771,4150,N/A
1993/08/30,13007,13240,12914,13193,▼186,－1.39%,13351,13555,13773,12762,3640,N/A
1993/08/28,13379,13379,13379,13379,▲279,＋2.13%,13407,13607,13761,12751,500,N/A
1993/08/27,13472,13472,13100,13100,▼418,－3.09%,13425,13653,13741,12740,1140,N/A
1993/08/26,13100,13518,13100,13518,▼46,－0.34%,13546,13718,13727,12731,870,N/A
1993/08/25,13658,13704,13100,13565,▲93,＋0.69%,13490,13753,13698,12717,3770,N/A
1993/08/24,13286,13658,13286,13472,0.0,0.00%,13509,13795,13668,12705,2450,N/A
1993/08/23,13472,13472,13472,13472,▼232,－1.69%,13602,13846,13638,12695,0,N/A
1993/08/21,13704,13704,13704,13704,▲465,＋3.51%,13602,13902,13608,12686,160,N/A
1993/08/20,13658,13658,13240,13240,▼418,－3.06%,13518,13948,13571,12676,1650,N/A
1993/08/19,14169,14169,13658,13658,▼279,－2.00%,13444,14025,13541,12666,1760,N/A
1993/08/18,13518,13936,13518,13936,▲465,＋3.45%,13379,14094,13507,12652,6520,N/A
1993/08/17,13658,13658,13286,13472,▲186,＋1.40%,13379,14132,13469,12634,810,N/A
1993/08/16,12868,13333,12868,13286,▲418,＋3.25%,13472,14190,13436,12619,3940,N/A
1993/08/14,12868,12868,12868,12868,▼465,－3.48%,13602,14259,13405,12604,2140,N/A
1993/08/13,13333,13333,13333,13333,▼604,－4.33%,13816,14361,13381,12593,0,N/A
1993/08/12,13936,13936,13936,13936,0.0,0.00%,13983,14450,13353,12579,1100,N/A
1993/08/11,13936,14169,13936,13936,0.0,0.00%,14039,14503,13318,12559,2630,N/A
1993/08/10,13936,14262,13936,13936,0.0,0.00%,14113,14559,13281,12540,850,N/A
1993/08/09,14122,14122,13936,13936,▼232,－1.64%,14206,14598,13243,12520,3490,N/A
1993/08/07,13983,14169,13936,14169,▼46,－0.33%,14262,14608,13201,12498,1420,N/A
1993/08/06,14215,14215,14169,14215,▼93,－0.65%,14308,14603,13161,12475,1370,N/A
1993/08/05,14308,14308,14169,14308,▼93,－0.65%,14364,14589,13119,12451,1450,N/A
1993/08/04,13936,14401,13936,14401,▲186,＋1.31%,14420,14582,13075,12426,7970,N/A
1993/08/03,13936,14308,13890,14215,▼186,－1.29%,14466,14571,13027,12400,3310,N/A
1993/08/02,14494,14494,14401,14401,▼93,－0.64%,14577,14568,12983,12375,1420,N/A
1993/07/31,14447,14494,14447,14494,▼93,－0.64%,14708,14543,12935,12352,4160,N/A
1993/07/30,14726,14726,14401,14587,▼46,－0.32%,14745,14519,12883,12328,6470,N/A
1993/07/29,14866,14866,14355,14633,▼139,－0.94%,14754,14478,12832,12302,4220,N/A
1993/07/28,15051,15144,14773,14773,▼279,－1.85%,14763,14420,12781,12275,3960,N/A
1993/07/27,14447,15144,14447,15051,▲372,＋2.53%,14791,14355,12727,12248,8410,N/A
1993/07/26,14401,14773,14401,14680,▲46,＋0.32%,14800,14257,12670,12221,7720,N/A
1993/07/24,14262,14866,14262,14633,▼46,－0.32%,14866,14155,12612,12198,8560,N/A
1993/07/23,14494,14866,14494,14680,▼232,－1.56%,14949,14043,12554,12177,7200,N/A
1993/07/22,14958,15191,14773,14912,▼186,－1.23%,14958,13929,12496,12157,14950,N/A
1993/07/21,15098,15330,14866,15098,▲93,＋0.62%,14800,13802,12433,12136,19880,N/A
1993/07/20,14958,15144,14819,15005,▼46,－0.31%,14596,13674,12369,12115,27030,N/A
1993/07/19,15005,15330,14866,15051,▲325,＋2.21%,14382,13555,12308,12093,53690,N/A
1993/07/16,14262,14726,14169,14726,▲604,＋4.28%,14206,13425,12248,12069,67070,N/A
1993/07/15,14076,14262,14076,14122,▲46,＋0.33%,14094,13316,12191,12046,4810,N/A
1993/07/14,13333,14169,13333,14076,▲139,＋1.00%,14104,13240,12145,12028,22920,N/A
1993/07/13,14169,14262,13936,13936,▼232,－1.64%,14066,13161,12099,12009,5010,N/A
1993/07/12,13983,14169,13936,14169,0.0,0.00%,14085,13089,12054,11994,30940,N/A
1993/07/10,13936,14262,13936,14169,0.0,0.00%,14001,12989,12006,11979,8880,N/A
1993/07/09,13936,14169,13611,14169,▲279,＋2.01%,13862,12891,11962,11966,38200,N/A
1993/07/08,14169,14169,13890,13890,▼139,－0.99%,13723,12773,11935,11952,17540,N/A
1993/07/07,13751,14169,13658,14029,▲279,＋2.03%,13565,12666,11909,11940,27340,N/A
1993/07/06,13472,13936,13472,13751,▲279,＋2.07%,13286,12550,11885,11930,47030,N/A
1993/07/05,13472,13611,13379,13472,0.0,0.00%,13017,12445,11861,11923,14660,N/A
1993/07/03,13240,13518,13240,13472,▲372,＋2.84%,12803,12345,11844,11916,53120,N/A
1993/07/02,12822,13100,12775,13100,▲465,＋3.68%,12580,12243,11825,11909,55420,N/A
1993/07/01,12450,12636,12450,12636,▲232,＋1.87%,12468,12171,11813,11905,22540,N/A
1993/06/30,12357,12450,12357,12403,0.0,0.00%,12468,12120,11807,11904,5150,N/A
1993/06/29,12450,12450,12311,12403,▲46,＋0.38%,12478,12076,11807,11909,6420,N/A
1993/06/28,12450,12543,12357,12357,▼186,－1.48%,12506,12027,11807,11909,8130,N/A
1993/06/26,12636,12636,12496,12543,▼93,－0.74%,12552,11978,11805,11919,17160,N/A
1993/06/25,12450,12636,12450,12636,▲186,＋1.49%,12543,11937,11800,11925,32460,N/A
1993/06/24,12496,12496,12450,12450,▼93,－0.74%,12515,11895,11790,11933,8580,N/A
1993/06/23,12450,12543,12450,12543,▼46,－0.37%,12459,11858,11782,11942,7670,N/A
1993/06/22,12496,12589,12496,12589,▲93,＋0.74%,12394,11816,11773,11948,10210,N/A
1993/06/21,12496,12682,12496,12496,0.0,0.00%,12236,11755,11762,11956,24680,N/A
1993/06/19,12264,12496,12264,12496,▲325,＋2.67%,12088,11718,11751,11965,24320,N/A
1993/06/18,12311,12403,12125,12171,▼46,－0.38%,11930,11679,11741,11974,18430,N/A
1993/06/17,11800,12264,11800,12218,▲418,＋3.54%,11827,11655,11738,11984,42710,N/A
1993/06/16,11521,11800,11521,11800,▲46,＋0.40%,11679,11618,11736,11995,8440,N/A
1993/06/15,11707,11753,11381,11753,▲46,＋0.40%,11604,11609,11737,12007,8490,N/A
1993/06/14,11753,11892,11707,11707,▲46,＋0.40%,11586,11597,11741,12023,8570,N/A
1993/06/12,11474,11800,11474,11660,▲186,＋1.62%,11567,11581,11751,12036,2600,N/A
1993/06/11,11521,11521,11381,11474,▲46,＋0.41%,11539,11574,11764,12048,1780,N/A
1993/06/10,11753,11753,11428,11428,▼232,－1.99%,11530,11579,11780,12061,3190,N/A
1993/06/09,11753,11753,11660,11660,▲46,＋0.40%,11521,11583,11791,12074,8660,N/A
1993/06/08,11614,11707,11521,11614,▲93,＋0.81%,11530,11581,11796,12083,1550,N/A
1993/06/07,11428,11614,11428,11521,▲93,＋0.81%,11567,11563,11799,12094,440,N/A
1993/06/05,11381,11614,11381,11428,▲46,＋0.41%,11604,11544,11801,12104,1180,N/A
1993/06/04,11707,11707,11381,11381,▼325,－2.78%,11660,11530,11803,12117,4200,N/A
1993/06/03,11800,11800,11614,11707,▼93,－0.79%,11660,11518,11806,12129,7870,N/A
1993/06/02,11614,11800,11567,11800,▲93,＋0.79%,11669,11498,11804,12138,20060,N/A
1993/06/01,11800,11800,11567,11707,0.0,0.00%,11651,11474,11801,12148,500,N/A
1993/05/31,11753,11753,11474,11707,▲325,＋2.86%,11651,11460,11799,12156,7370,N/A
1993/05/29,11707,11707,11381,11381,▼372,－3.16%,11604,11442,11796,12163,140,N/A
1993/05/27,11753,11753,11753,11753,▲46,＋0.40%,11651,11439,11796,12172,200,N/A
1993/05/26,11707,11707,11707,11707,0.0,0.00%,11604,11419,11789,12173,2770,N/A
1993/05/25,11474,11753,11474,11707,▲232,＋2.02%,11539,11395,11783,12177,8880,N/A
1993/05/24,11753,11800,11474,11474,▼139,－1.20%,11502,11374,11777,12178,1110,N/A
1993/05/22,11521,11614,11474,11614,▲93,＋0.81%,11521,11377,11773,12183,2740,N/A
1993/05/21,11614,11614,11428,11521,▲139,＋1.22%,11502,11423,11767,12187,1730,N/A
1993/05/20,11474,11474,11381,11381,▼139,－1.21%,11521,11465,11769,12190,120,N/A
1993/05/19,11567,11567,11521,11521,▼46,－0.40%,11493,11523,11773,12194,1510,N/A
1993/05/18,11567,11567,11567,11567,▲46,＋0.40%,11419,11565,11771,12196,3680,N/A
1993/05/17,11521,11521,11521,11521,▼93,－0.80%,11335,11609,11768,12198,4460,N/A
1993/05/15,11242,11614,11149,11614,▲372,＋3.31%,11261,11649,11769,12201,390,N/A
1993/05/14,11149,11242,11149,11242,▲93,＋0.83%,11196,11686,11773,12204,3260,N/A
1993/05/13,10963,11149,10963,11149,0.0,0.00%,11214,11739,11783,12209,2970,N/A
1993/05/12,11149,11149,11056,11149,0.0,0.00%,11270,11802,11799,12214,480,N/A
1993/05/11,11196,11242,11149,11149,▼139,－1.23%,11307,11865,11818,12218,2490,N/A
1993/05/10,11242,11289,11149,11289,▼46,－0.41%,11344,11918,11840,12221,1290,N/A
1993/05/08,11428,11428,11335,11335,▼93,－0.81%,11354,11967,11860,12225,210,N/A
1993/05/07,11335,11428,11335,11428,▲93,＋0.82%,11335,12002,11877,12231,2880,N/A
1993/05/06,11381,11428,11335,11335,0.0,0.00%,11307,12027,11889,12238,1140,N/A
1993/05/04,11335,11428,11335,11335,0.0,0.00%,11344,12062,11902,12250,3300,N/A
1993/05/03,11381,11428,11335,11335,▲93,＋0.83%,11586,12090,11912,12258,2850,N/A
1993/05/01,11149,11381,11149,11242,▼46,－0.41%,11790,12118,11920,12262,1310,N/A
1993/04/30,11614,11753,11289,11289,▼232,－2.02%,12050,12148,11934,12265,4650,N/A
1993/04/29,11753,11753,11428,11521,▼1022,－8.15%,12264,12185,11952,12268,3590,N/A
1993/04/28,12543,12543,12450,12543,▲186,＋1.50%,12450,12213,11969,12270,23890,N/A
1993/04/27,12682,12682,12357,12357,▼186,－1.48%,12403,12178,11969,12265,12890,N/A
1993/04/26,12543,12636,12496,12543,▲186,＋1.50%,12403,12162,11971,12259,8610,N/A
1993/04/24,12450,12450,12357,12357,▼93,－0.75%,12357,12148,11974,12255,3280,N/A
1993/04/23,12450,12450,12450,12450,▲139,＋1.13%,12366,12153,11984,12249,1510,N/A
1993/04/22,12403,12543,12311,12311,▼46,－0.38%,12357,12153,11988,12240,2520,N/A
1993/04/21,12403,12403,12311,12357,▲46,＋0.38%,12338,12141,11993,12233,1850,N/A
1993/04/20,12403,12450,12078,12311,▼93,－0.75%,12320,12122,11998,12225,1840,N/A
1993/04/19,12450,12543,12403,12403,0.0,0.00%,12264,12094,12002,12220,2950,N/A
1993/04/17,12218,12403,12218,12403,▲186,＋1.52%,12171,12057,12010,12211,2760,N/A
1993/04/16,12264,12311,12218,12218,▼46,－0.38%,12097,12013,12012,12207,2550,N/A
1993/04/15,12078,12264,12032,12264,▲232,＋1.93%,12032,11983,12033,12204,6180,N/A
1993/04/14,11939,12078,11939,12032,▲93,＋0.78%,11957,11948,12050,12198,12740,N/A
1993/04/13,12078,12078,11939,11939,▼93,－0.77%,11920,11927,12075,12198,1400,N/A
1993/04/12,11985,12078,11985,12032,▲139,＋1.17%,11939,11909,12102,12198,4580,N/A
1993/04/10,11892,12078,11892,11892,0.0,0.00%,11948,11883,12123,12200,3560,N/A
1993/04/09,11985,11985,11892,11892,▲46,＋0.39%,11939,11858,12151,12199,260,N/A
1993/04/08,12078,12078,11846,11846,▼186,－1.54%,11967,11830,12179,12201,1350,N/A
1993/04/07,12078,12078,12032,12032,▼46,－0.38%,12050,11806,12208,12202,8300,N/A
1993/04/06,11846,12078,11846,12078,▲232,＋1.96%,12134,11772,12230,12201,12170,N/A
1993/04/03,12032,12125,11846,11846,▼186,－1.54%,12208,11730,12253,12199,1860,N/A
1993/04/02,12078,12218,11846,12032,▼232,－1.89%,12255,11700,12277,12200,2070,N/A
1993/04/01,12264,12357,12171,12264,▼186,－1.49%,12245,11681,12304,12199,2430,N/A
1993/03/31,12682,12682,12450,12450,0.0,0.00%,12143,11649,12322,12197,15610,N/A
1993/03/30,12125,12450,12032,12450,▲372,＋3.08%,11985,11595,12331,12196,19390,N/A
1993/03/29,12032,12125,11939,12078,▲93,＋0.78%,11800,11542,12342,12192,15100,N/A
1993/03/27,11753,11985,11753,11985,▲232,＋1.98%,11707,11518,12358,12190,15390,N/A
1993/03/26,11660,11753,11614,11753,▲93,＋0.80%,11623,11511,12370,12192,6580,N/A
1993/03/25,11614,11707,11614,11660,▲139,＋1.21%,11595,11516,12389,12195,4330,N/A
1993/03/24,11521,11614,11521,11521,▼93,－0.80%,11577,11537,12407,12201,760,N/A
1993/03/23,11567,11614,11474,11614,▲46,＋0.40%,11577,11577,12432,12207,2160,N/A
1993/03/22,11614,11660,11567,11567,▼46,－0.40%,11530,11618,12451,12213,1440,N/A
1993/03/20,11660,11660,11614,11614,▲46,＋0.40%,11484,11665,12472,12218,1490,N/A
1993/03/19,11614,11753,11521,11567,▲46,＋0.40%,11437,11702,12495,12224,2780,N/A
1993/03/18,11614,11614,11428,11521,▲139,＋1.22%,11391,11732,12513,12231,2160,N/A
1993/03/17,11289,11614,11289,11381,▲46,＋0.41%,11335,11760,12530,12239,1410,N/A
1993/03/16,11335,11614,11289,11335,▼46,－0.41%,11307,11788,12547,12248,1430,N/A
1993/03/15,11521,11614,11381,11381,▲46,＋0.41%,11372,11811,12558,12258,1230,N/A
1993/03/13,11335,11335,11289,11335,▲93,＋0.83%,11419,11848,12571,12267,1210,N/A
1993/03/12,11242,11521,11149,11242,0.0,0.00%,11428,11899,12580,12277,1590,N/A
1993/03/11,11614,11614,11242,11242,▼418,－3.59%,11456,11964,12592,12290,2130,N/A
1993/03/09,11800,11800,11614,11660,▲46,＋0.40%,11530,12029,12607,12300,3720,N/A
1993/03/08,11335,11614,11242,11614,▲232,＋2.04%,11567,12069,12612,12307,2610,N/A
1993/03/06,11381,11381,11381,11381,0.0,0.00%,11614,12127,12614,12311,5310,N/A
1993/03/05,11289,11474,11289,11381,▼232,－2.00%,11753,12204,12620,12316,3020,N/A
1993/03/04,11614,11660,11614,11614,▼232,－1.96%,11939,12271,12629,12324,3280,N/A
1993/03/03,11707,11846,11521,11846,0.0,0.00%,12106,12320,12633,12330,2470,N/A
1993/03/02,12125,12125,11707,11846,▼232,－1.92%,12236,12359,12634,12335,1440,N/A
1993/02/27,12682,12682,12078,12078,▼232,－1.89%,12338,12394,12635,12338,23780,N/A
1993/02/26,11985,12311,11985,12311,▼139,－1.12%,12357,12436,12629,12341,6840,N/A
1993/02/25,12496,12496,12450,12450,▼46,－0.37%,12311,12445,12618,12341,1120,N/A
1993/02/24,12496,12496,12125,12496,▲139,＋1.13%,12208,12499,12603,12340,3560,N/A
1993/02/23,11707,12543,11707,12357,▲186,＋1.53%,12069,12538,12591,12338,12360,N/A
1993/02/22,12125,12171,12125,12171,▲93,＋0.77%,12022,12596,12585,12335,5440,N/A
1993/02/20,12078,12171,11985,12078,▲139,＋1.17%,12060,12666,12588,12338,3600,N/A
1993/02/19,11800,12264,11800,11939,▲139,＋1.18%,12153,12726,12599,12342,3350,N/A
1993/02/18,12032,12125,11800,11800,▼325,－2.68%,12273,12808,12604,12347,4240,N/A
1993/02/17,12311,12311,12125,12125,▼232,－1.88%,12403,12896,12604,12353,3640,N/A
1993/02/16,12589,12589,12357,12357,▼186,－1.48%,12533,12968,12595,12357,3920,N/A
1993/02/15,12543,12682,12543,12543,0.0,0.00%,12645,13019,12583,12356,2890,N/A
1993/02/13,12311,12543,12311,12543,▲93,＋0.75%,12682,13065,12571,12358,1600,N/A
1993/02/12,12636,12682,12450,12450,▼325,－2.55%,12691,13103,12561,12360,5940,N/A
1993/02/11,12961,13007,12775,12775,▼139,－1.08%,12729,13163,12547,12362,4700,N/A
1993/02/10,12775,12961,12775,12914,▲186,＋1.46%,12682,13191,12535,12359,14600,N/A
1993/02/09,12543,12775,12543,12729,▲139,＋1.11%,12682,13195,12513,12356,15950,N/A
1993/02/08,12636,12636,12311,12589,▼46,－0.37%,12636,13214,12492,12356,2860,N/A
1993/02/06,12589,12729,12403,12636,▲93,＋0.74%,12822,13235,12473,12356,6640,N/A
1993/02/05,12914,12914,12543,12543,▼372,－2.88%,12952,13240,12451,12359,5560,N/A
1993/02/04,12682,12961,12589,12914,▲418,＋3.35%,13147,13258,12437,12362,55590,N/A
1993/02/03,12868,12868,12311,12496,▼1022,－7.56%,13277,13249,12413,12365,23090,N/A
1993/02/02,13286,13611,13286,13518,▲232,＋1.75%,13435,13274,12402,12367,21730,N/A
1993/02/01,13472,13565,13240,13286,▼232,－1.72%,13444,13235,12374,12362,4850,N/A
1993/01/30,13518,13704,13472,13518,▼46,－0.34%,13500,13212,12346,12356,5660,N/A
1993/01/29,13379,13565,13333,13565,▲279,＋2.10%,13509,13186,12321,12343,11020,N/A
1993/01/28,13565,13565,13193,13286,▼279,－2.05%,13472,13142,12294,12327,8030,N/A
1993/01/27,13565,13611,13425,13565,0.0,0.00%,13509,13103,12277,12309,5760,N/A
1993/01/26,13611,13704,13472,13565,0.0,0.00%,13453,13047,12248,12284,8730,N/A
1993/01/25,13379,13658,13379,13565,▲186,＋1.39%,13472,12968,12223,12256,22970,N/A
1993/01/21,13565,13565,13240,13379,▼93,－0.69%,13425,12896,12196,12228,15560,N/A
1993/01/20,13240,13658,13240,13472,▲186,＋1.40%,13351,12822,12172,12205,15330,N/A
1993/01/19,13658,13658,13286,13286,▼372,－2.72%,13277,12747,12145,12181,8290,N/A
1993/01/18,13658,13797,13472,13658,▲325,＋2.44%,13221,12689,12122,12161,17290,N/A
1993/01/16,13007,13333,13007,13333,▲325,＋2.50%,13035,12603,12094,12139,1190,N/A
1993/01/15,13240,13379,13007,13007,▼93,－0.71%,12952,12524,12073,12118,4250,N/A
1993/01/14,13007,13379,13007,13100,▲93,＋0.71%,12896,12461,12060,12105,2960,N/A
1993/01/13,12868,13193,12868,13007,▲279,＋2.19%,12877,12401,12043,12093,7890,N/A
1993/01/12,12914,12914,12729,12729,▼186,－1.44%,12822,12345,12023,12082,1390,N/A
1993/01/11,12729,12914,12729,12914,▲186,＋1.46%,12840,12304,12015,12072,3040,N/A
1993/01/09,12914,12914,12589,12729,▼279,－2.14%,12859,12252,12001,12060,310,N/A
1993/01/08,12589,13007,12589,13007,▲279,＋2.19%,12849,12204,11994,12048,880,N/A
1993/01/07,12822,12822,12543,12729,▼93,－0.72%,12747,12134,11982,12037,5630,N/A
1993/01/06,13147,13147,12775,12822,▼186,－1.43%,12691,12076,11975,12024,5790,N/A
1993/01/05,12543,13007,12543,13007,▲325,＋2.56%,12524,12022,11964,12010,35750,N/A
1993/01/04,12450,12682,12450,12682,▲186,＋1.49%,12348,11971,11954,11999,14460,N/A
1992/12/28,12729,12729,12450,12496,▲46,＋0.37%,12190,11955,11948,11994,6470,N/A
1992/12/26,12311,12450,12311,12450,▲465,＋3.88%,12088,11967,11948,11990,8180,N/A
1992/12/24,12171,12311,11985,11985,▼139,－1.15%,12022,11957,11949,11986,12230,N/A
1992/12/23,11985,12311,11985,12125,▲232,＋1.95%,12013,11948,11957,11987,8600,N/A
1992/12/22,11985,12078,11892,11892,▼93,－0.78%,11939,11923,11964,11989,3080,N/A
1992/12/21,11985,12032,11985,11985,▼139,－1.15%,11911,11909,11974,11994,8370,N/A
1992/12/19,12125,12125,12125,12125,▲186,＋1.56%,11892,11902,11988,11998,1220,N/A
1992/12/17,11892,12032,11892,11939,▲186,＋1.58%,11846,11890,11993,12001,3870,N/A
1992/12/16,11800,11892,11707,11753,0.0,0.00%,11837,11876,12002,12003,3480,N/A
1992/12/15,11892,12078,11753,11753,▼139,－1.17%,11865,11890,12007,12011,1210,N/A
1992/12/14,11846,12078,11846,11892,0.0,0.00%,11865,11883,12012,12019,1990,N/A
1992/12/12,11892,11939,11892,11892,0.0,0.00%,11809,11862,12019,12024,440,N/A
1992/12/11,11800,12171,11800,11892,0.0,0.00%,11744,11839,12027,12029,1720,N/A
1992/12/10,11846,12032,11614,11892,▲139,＋1.19%,11716,11811,12035,12037,1810,N/A
1992/12/09,11614,11892,11614,11753,▲139,＋1.20%,11734,11802,12042,12045,1700,N/A
1992/12/08,11614,11892,11614,11614,▲46,＋0.40%,11855,11786,12053,12054,2210,N/A
1992/12/07,11335,11985,11335,11567,▼186,－1.58%,12078,11797,12064,12063,620,N/A
1992/12/05,11660,12171,11660,11753,▼232,－1.94%,12218,11811,12076,12070,1770,N/A
1992/12/04,12311,12543,11939,11985,▼372,－3.01%,12227,11804,12085,12076,4490,N/A
1992/12/03,13193,13193,12357,12357,▼372,－2.92%,12153,11804,12086,12080,19590,N/A
1992/12/02,12729,12729,12729,12729,▲465,＋3.79%,12004,11786,12088,12082,18780,N/A
1992/12/01,12264,12264,12264,12264,▲465,＋3.94%,11827,11762,12085,12084,11450,N/A
1992/11/30,11521,12032,11381,11800,▲186,＋1.60%,11753,11739,12090,12090,30780,N/A
1992/11/28,11381,11614,11381,11614,0.0,0.00%,11725,11753,12102,12100,520,N/A
1992/11/27,11753,11753,11614,11614,▼232,－1.96%,11809,11769,12118,12112,150,N/A
1992/11/26,12078,12218,11846,11846,▼46,－0.39%,11809,11786,12129,12124,610,N/A
1992/11/25,11800,12078,11800,11892,▲232,＋1.99%,11734,11786,12145,12132,740,N/A
1992/11/24,11800,11800,11660,11660,▼372,－3.09%,11642,11788,12160,12138,510,N/A
1992/11/23,11614,12032,11614,12032,▲418,＋3.60%,11577,11802,12177,12142,4690,N/A
1992/11/21,11846,11846,11614,11614,▲139,＋1.21%,11511,11804,12184,12142,350,N/A
1992/11/20,11474,11846,11381,11474,▲46,＋0.41%,11474,11834,12199,12144,1430,N/A
1992/11/19,11428,11428,11428,11428,▲93,＋0.82%,11549,11865,12220,12146,0,N/A
1992/11/18,11939,11939,11335,11335,▼372,－3.17%,11632,11885,12238,12149,680,N/A
1992/11/17,11707,11707,11707,11707,▲279,＋2.44%,11688,11930,12266,12157,20,N/A
1992/11/16,11707,11707,11428,11428,▼418,－3.53%,11744,11948,12287,12165,320,N/A
1992/11/14,11846,11846,11846,11846,0.0,0.00%,11855,11992,12317,12178,300,N/A
1992/11/13,11846,11846,11846,11846,▲232,＋2.00%,11939,12016,12332,12188,10,N/A
1992/11/12,11985,11985,11614,11614,▼372,－3.10%,11930,12039,12351,12198,240,N/A
1992/11/11,11985,11985,11985,11985,0.0,0.00%,12022,12064,12365,12209,1000,N/A
1992/11/10,12357,12357,11985,11985,▼279,－2.27%,12013,12085,12366,12221,1170,N/A
1992/11/09,11846,12264,11800,12264,▲465,＋3.94%,12004,12104,12359,12233,1650,N/A
1992/11/07,12078,12078,11800,11800,▼279,－2.31%,11920,12115,12340,12242,420,N/A
1992/11/06,12078,12078,12078,12078,▲139,＋1.17%,11948,12150,12321,12259,450,N/A
1992/11/05,12032,12032,11939,11939,0.0,0.00%,11920,12171,12289,12275,700,N/A
1992/11/04,11846,12032,11846,11939,▲93,＋0.78%,11948,12199,12259,12293,1410,N/A
1992/11/03,11846,11846,11846,11846,▼93,－0.78%,12004,12229,12238,12308,0,N/A
1992/11/02,11474,12078,11474,11939,0.0,0.00%,12050,12278,12218,12324,810,N/A
1992/10/31,11939,11939,11939,11939,▼139,－1.15%,12032,12301,12201,12343,370,N/A
1992/10/30,12218,12311,12078,12078,▼139,－1.14%,12088,12327,12184,12362,1570,N/A
1992/10/29,11985,12218,11985,12218,▲139,＋1.15%,12088,12327,12164,12376,4520,N/A
1992/10/28,12078,12078,12078,12078,▲232,＋1.96%,12106,12320,12150,12392,40,N/A
1992/10/27,12450,12450,11846,11846,▼372,－3.04%,12153,12331,12142,12408,800,N/A
1992/10/26,12311,12311,11800,12218,▲139,＋1.15%,12245,12357,12141,12426,1410,N/A
1992/10/24,12078,12078,12078,12078,▼232,－1.89%,12227,12364,12130,12441,20,N/A
1992/10/23,12311,12311,12311,12311,0.0,0.00%,12292,12376,12118,12456,0,N/A
1992/10/22,12311,12311,12078,12311,0.0,0.00%,12301,12383,12103,12473,330,N/A
1992/10/21,12125,12357,12125,12311,▲186,＋1.53%,12338,12378,12091,12487,2170,N/A
1992/10/20,12171,12171,12125,12125,▼279,－2.25%,12376,12378,12074,12497,300,N/A
1992/10/19,11892,12403,11892,12403,▲46,＋0.38%,12450,12387,12057,12515,5180,N/A
1992/10/17,12032,12357,12032,12357,▼139,－1.12%,12468,12369,12044,12530,100,N/A
1992/10/16,12171,12496,12171,12496,0.0,0.00%,12506,12376,12040,12543,640,N/A
1992/10/15,12264,12496,12171,12496,0.0,0.00%,12571,12378,12031,12557,370,N/A
1992/10/14,12496,12496,12264,12496,0.0,0.00%,12552,12380,12024,12577,910,N/A
1992/10/13,12496,12496,12496,12496,▼46,－0.37%,12543,12383,12017,12601,110,N/A
1992/10/12,12543,12543,12543,12543,▼279,－2.17%,12459,12385,12014,12624,0,N/A
1992/10/10,12311,12822,12311,12822,▲418,＋3.37%,12366,12373,12014,12645,110,N/A
1992/10/09,12403,12403,12403,12403,▼46,－0.37%,12264,12371,12008,12663,0,N/A
1992/10/08,12450,12450,11985,12450,▲372,＋3.08%,12255,12389,12009,12683,140,N/A
1992/10/07,12078,12078,12078,12078,0.0,0.00%,12236,12401,12005,12697,470,N/A
1992/10/06,12078,12078,11846,12078,▼232,－1.89%,12283,12420,12015,12711,70,N/A
1992/10/05,12311,12311,12311,12311,▼46,－0.38%,12357,12443,12026,12726,50,N/A
1992/10/02,12357,12357,12357,12357,0.0,0.00%,12338,12464,12029,12744,60,N/A
1992/10/01,12357,12357,12357,12357,▲46,＋0.38%,12329,12473,12032,12759,10,N/A
1992/09/30,11985,12311,11985,12311,▼139,－1.12%,12320,12503,12040,12774,20,N/A
1992/09/29,12543,12543,11753,12450,▲232,＋1.90%,12264,12538,12048,12789,40,N/A
1992/09/28,12264,12264,12218,12218,▼93,－0.75%,12273,12575,12054,12800,2620,N/A
1992/09/26,12311,12311,12311,12311,0.0,0.00%,12338,12603,12063,12811,150,N/A
1992/09/25,12078,12311,12078,12311,▲279,＋2.32%,12385,12636,12065,12821,910,N/A
1992/09/24,12032,12450,12032,12032,▼465,－3.72%,12431,12645,12067,12830,580,N/A
1992/09/23,12496,12496,12496,12496,▼46,－0.37%,12533,12645,12074,12846,160,N/A
1992/09/22,12543,12543,12543,12543,0.0,0.00%,12496,12599,12075,12854,20,N/A
1992/09/21,12543,12543,12543,12543,0.0,0.00%,12543,12527,12083,12860,490,N/A
1992/09/19,12543,12543,12543,12543,0.0,0.00%,12589,12431,12091,12870,520,N/A
1992/09/18,12311,12543,12311,12543,▲232,＋1.89%,12617,12313,12098,12882,460,N/A
1992/09/17,12682,12682,12311,12311,▼465,－3.64%,12599,12194,12106,12900,650,N/A
1992/09/16,12775,12775,12682,12775,0.0,0.00%,12645,12111,12118,12914,1530,N/A
1992/09/15,12450,13007,12450,12775,▲93,＋0.73%,12636,12004,12120,12921,1980,N/A
