[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/27,9180,9220,8830,8950,▼190,－2.08%,8996,9226,9144,10196,222747,1706329
2017/11/24,9100,9250,9070,9140,▲60,＋0.66%,9008,9261,9154,10211,75577,1708350
2017/11/23,9020,9170,8980,9080,▲70,＋0.78%,9002,9298,9158,10220,75376,1700966
2017/11/22,8800,9020,8790,9010,▲210,＋2.39%,9012,9306,9168,10232,115872,1681923
2017/11/21,9000,9050,8800,8800,▼210,－2.33%,9006,9321,9182,10244,196255,1665436
2017/11/20,9050,9150,8950,9010,▼100,－1.10%,9086,9349,9201,10259,114490,1678207
2017/11/17,9110,9190,9040,9110,▼20,－0.22%,9154,9365,9219,10267,123505,1692530
2017/11/16,9010,9130,8920,9130,▲150,＋1.67%,9212,9374,9241,10275,157602,1696172
2017/11/15,9210,9260,8930,8980,▼220,－2.39%,9262,9377,9257,10280,250046,1704029
2017/11/14,9360,9370,9140,9200,▼150,－1.60%,9340,9383,9278,10287,190225,1740403
2017/11/13,9550,9550,9220,9350,▼50,－0.53%,9376,9383,9296,10291,154995,1781436
2017/11/10,9370,9430,9250,9400,▲20,＋0.21%,9350,9388,9319,10292,95943,1826460
2017/11/09,9350,9450,9250,9380,▲10,＋0.11%,9348,9381,9337,10291,105393,1808442
2017/11/08,9420,9500,9310,9370,▼10,－0.11%,9350,9379,9359,10291,75879,1805019
2017/11/07,9210,9510,9210,9380,▲160,＋1.74%,9388,9371,9385,10290,82717,1812340
2017/11/06,9380,9420,9220,9220,▼170,－1.81%,9444,9366,9407,10289,127195,1808839
2017/11/03,9420,9500,9320,9390,0.0,0.00%,9532,9382,9431,10290,69307,1822165
2017/11/02,9630,9630,9340,9390,▼170,－1.78%,9628,9380,9462,10290,125722,1825762
2017/11/01,9660,9770,9440,9560,▼100,－1.04%,9598,9376,9496,10290,126263,1847021
2017/10/31,9640,9750,9550,9660,0.0,0.00%,9550,9377,9525,10288,100021,1875371
2017/10/30,10000,10000,9550,9660,▼210,－2.13%,9488,9347,9557,10285,198561,1890367
2017/10/27,9250,9910,9250,9870,▲630,＋6.82%,9422,9312,9592,10284,546151,1952052
2017/10/26,9360,9410,9230,9240,▼80,－0.86%,9308,9284,9627,10281,120989,1838937
2017/10/25,9390,9460,9290,9320,▼30,－0.32%,9296,9276,9665,10283,95317,1843377
2017/10/24,9310,9450,9300,9350,▲20,＋0.21%,9254,9260,9708,10285,65479,1848740
2017/10/23,9230,9380,9230,9330,▲30,＋0.32%,9224,9231,9751,10286,84364,1856461
2017/10/20,9140,9400,9140,9300,▲120,＋1.31%,9248,9178,9797,10287,178365,1880438
2017/10/19,9130,9210,9070,9180,▲70,＋0.77%,9238,9135,9839,10290,87488,1865708
2017/10/18,9270,9320,9040,9110,▼90,－0.98%,9272,9106,9913,10295,123816,1875033
2017/10/17,9450,9450,9180,9200,▼250,－2.65%,9290,9088,9976,10297,157959,1913341
2017/10/16,9250,9460,9160,9450,▲200,＋2.16%,9308,9048,10043,10296,112194,1967665
2017/10/13,9440,9450,9200,9250,▼100,－1.07%,9326,9002,10104,10294,95390,1966556
2017/10/12,9230,9460,9200,9350,▲150,＋1.63%,9344,8973,10166,10293,133706,2003270
2017/10/11,9350,9390,9150,9200,▼90,－0.97%,9338,8924,10246,10290,189660,1989246
2017/10/10,9580,9650,9250,9290,▼250,－2.62%,9412,8910,10321,10290,142310,2025089
2017/09/29,9340,9560,9340,9540,▲200,＋2.14%,9366,8890,10398,10289,172860,2039231
2017/09/28,9320,9520,9260,9340,▲20,＋0.21%,9250,8870,10467,10287,208880,2038944
2017/09/27,9580,9580,9290,9320,▼250,－2.61%,9244,8865,10541,10286,215816,2057339
2017/09/26,9070,9690,9070,9570,▲510,＋5.63%,9198,8861,10595,10285,561719,2119745
2017/09/25,8950,9260,8900,9060,▲100,＋1.12%,9082,8844,10638,10282,154889,2104654
2017/09/22,9290,9290,8820,8960,▼350,－3.76%,9026,8861,10687,10283,244503,2128039
2017/09/21,9350,9370,9120,9310,▲220,＋2.42%,8886,8889,10724,10285,183276,2084001
2017/09/20,9020,9300,9020,9090,▲100,＋1.11%,8714,8894,10748,10284,230322,2118088
2017/09/19,9200,9610,8990,8990,▲210,＋2.39%,8616,8922,10768,10285,954767,2166991
2017/09/18,8320,8850,8300,8780,▲520,＋6.30%,8568,8965,10786,10286,237769,2342392
2017/09/15,8340,8530,8260,8260,▼190,－2.25%,8492,9024,10807,10288,249777,2355400
2017/09/14,8760,8760,8300,8450,▼150,－1.74%,8544,9116,10834,10295,99525,2398583
2017/09/13,8700,8800,8550,8600,▼150,－1.71%,8590,9213,10863,10301,133618,2424999
2017/09/12,8400,8830,8400,8750,▲350,＋4.17%,8544,9288,10894,10305,194865,2475110
2017/09/11,8420,8580,8360,8400,▼120,－1.41%,8576,9363,10922,10308,98530,2500695
2017/09/08,8650,8670,8470,8520,▼160,－1.84%,8676,9458,10955,10313,107824,2508704
2017/09/07,8370,8710,8370,8680,▲310,＋3.70%,8800,9567,10988,10318,256534,2555365
2017/09/06,8900,8970,8280,8370,▼540,－6.06%,8910,9658,11022,10321,644052,2524725
2017/09/05,8950,9110,8910,8910,▲10,＋0.11%,9086,9775,11061,10328,161710,2564066
2017/09/04,9000,9120,8900,8900,▼240,－2.63%,9150,9874,11093,10331,189914,2601517
2017/09/01,9250,9250,9000,9140,▼90,－0.98%,9248,9964,11122,10332,412940,2637530
2017/08/31,9300,9370,9180,9230,▼20,－0.22%,9324,10040,11144,10333,142854,2756091
2017/08/30,9270,9350,9150,9250,▲20,＋0.22%,9360,10141,11172,10332,203040,2798778
2017/08/29,9340,9370,9180,9230,▼160,－1.70%,9442,10251,11195,10331,316075,2860010
2017/08/28,9450,9510,9340,9390,▼130,－1.37%,9564,10354,11223,10330,240201,2860435
2017/08/25,9460,9630,9400,9520,▲110,＋1.17%,9678,10465,11248,10327,201038,2916737
2017/08/24,9610,9760,9410,9410,▼250,－2.59%,9794,10576,11268,10324,385908,2933728
2017/08/23,9800,9890,9600,9660,▼180,－1.83%,9992,10703,11281,10323,281099,2934394
2017/08/22,9930,10000,9830,9840,▼120,－1.20%,10080,10798,11297,10320,191115,2915371
2017/08/21,10150,10250,9940,9960,▼140,－1.39%,10162,10901,11306,10317,170428,2938732
2017/08/18,10050,10250,9890,10100,▼300,－2.88%,10230,10998,11318,10312,333265,2948822
2017/08/17,10100,10500,10100,10400,▲300,＋2.97%,10350,11098,11315,10306,226803,2932654
2017/08/16,10300,10550,10100,10100,▼150,－1.46%,10370,11170,11309,10297,205935,2919433
2017/08/14,10350,10450,10150,10250,▼50,－0.49%,10490,11345,11303,10290,124891,2943374
2017/08/11,10600,10600,10200,10300,▼400,－3.74%,10620,11478,11295,10284,236771,2961013
2017/08/10,10500,10700,10200,10700,▲200,＋1.90%,10700,11623,11285,10276,190807,3051543
2017/08/09,10600,10700,10400,10500,▼200,－1.87%,10690,11743,11265,10266,120728,3011451
2017/08/08,11100,11100,10550,10700,▼200,－1.83%,10840,11868,11246,10258,153926,3007244
2017/08/07,10900,11000,10700,10900,▲200,＋1.87%,10990,12040,11222,10248,107810,3021241
2017/08/04,10600,10850,10550,10700,▲50,＋0.47%,11070,12180,11195,10237,163848,3017118
2017/08/03,11200,11300,10350,10650,▼600,－5.33%,11250,12340,11172,10227,447760,3012863
2017/08/02,11400,11500,11200,11250,▼200,－1.75%,11470,12493,11150,10216,154768,2916403
2017/08/01,11300,11600,11300,11450,▲150,＋1.33%,11610,12618,11118,10200,107136,2888092
2017/07/31,11650,11700,11250,11300,▼300,－2.59%,11630,12673,11084,10183,161964,2867772
2017/07/28,11750,11750,11350,11600,▼150,－1.28%,11750,12715,11051,10167,190391,2865338
2017/07/27,12300,12300,11550,11750,▼200,－1.67%,11810,12735,11013,10149,282417,2861645
2017/07/26,11750,12300,11700,11950,▲400,＋3.46%,11880,12708,10975,10131,421370,2940340
2017/07/25,11850,11900,11500,11550,▼350,－2.94%,11860,12648,10934,10110,304120,2994940
2017/07/24,12000,12250,11850,11900,0.0,0.00%,12270,12585,10901,10093,273060,2933516
2017/07/21,12250,12300,11900,11900,▼200,－1.65%,12470,12493,10861,10071,253648,2866596
2017/07/20,11950,12250,11700,12100,▲250,＋2.11%,12730,12400,10821,10051,485888,2882302
2017/07/19,13000,13150,11850,11850,▼1750,－12.87%,12930,12288,10778,10028,2084380,2873365
2017/07/18,13000,13650,12850,13600,▲700,＋5.43%,13160,12206,10741,10008,432768,3014869
2017/07/17,13200,13300,12800,12900,▼300,－2.27%,13270,12048,10677,9973,355345,3041529
2017/07/14,13100,13450,12950,13200,▲100,＋0.76%,13430,11926,10617,9944,384866,2956489
2017/07/13,12850,13350,12800,13100,▲100,＋0.77%,13570,11786,10549,9912,704934,2921828
2017/07/12,14250,14300,12850,13000,▼1150,－8.13%,13690,11656,10484,9881,1686511,2716414
2017/07/11,13800,14500,13750,14150,▲450,＋3.28%,13840,11541,10419,9852,982710,2792326
2017/07/10,13850,14300,13650,13700,▼200,－1.44%,13520,11368,10335,9815,570929,2618205
2017/07/07,13800,14500,13650,13900,▲200,＋1.46%,13210,11226,10258,9780,1112227,2603517
2017/07/06,13850,14300,13150,13700,▼50,－0.36%,12830,11061,10181,9743,1263349,2524431
2017/07/05,12600,13850,12500,13750,▲1200,＋9.56%,12330,10901,10106,9710,1442721,2481727
2017/07/04,12300,12850,12250,12550,▲400,＋3.29%,11730,10758,10031,9678,1073127,2360448
2017/07/03,12100,12500,11750,12150,▲150,＋1.25%,11280,10661,9976,9656,752395,2247256
2017/06/30,11200,12100,11050,12000,▲800,＋7.14%,10860,10601,9927,9635,987576,2303326
2017/06/29,10750,11300,10700,11200,▲450,＋4.19%,10470,10543,9880,9616,537273,2234700
2017/06/28,10500,10950,10400,10750,▲450,＋4.37%,10202,10521,9845,9603,656295,2124474
2017/06/27,10050,10450,10000,10300,▲250,＋2.49%,10092,10493,9819,9594,195133,2088383
2017/06/26,10050,10150,9930,10050,0.0,0.00%,10122,10508,9801,9588,145150,2064813
2017/06/23,9920,10350,9910,10050,▲190,＋1.93%,10202,10526,9785,9584,261753,2063337
2017/06/22,10200,10250,9850,9860,▼340,－3.33%,10272,10556,9769,9580,259482,2023176
2017/06/21,10450,10450,10100,10200,▼250,－2.39%,10400,10561,9757,9579,142398,2015290
2017/06/20,10500,10600,10250,10450,0.0,0.00%,10500,10551,9739,9573,215667,1990608
2017/06/19,10500,10700,10450,10450,▲50,＋0.48%,10550,10517,9717,9565,197792,1948725
2017/06/16,10450,10750,10350,10400,▼100,－0.95%,10630,10482,9694,9557,161855,1898552
2017/06/15,10750,10750,10300,10500,▼200,－1.87%,10670,10446,9671,9550,133946,1863580
2017/06/14,10700,10800,10600,10700,0.0,0.00%,10670,10397,9648,9544,165348,1874906
2017/06/13,10700,10900,10550,10700,▼150,－1.38%,10710,10329,9621,9534,206206,1886663
2017/06/12,10500,11000,10300,10850,▲250,＋2.36%,10690,10258,9595,9524,399753,1897115
2017/06/09,10450,10650,10350,10600,▲100,＋0.95%,10710,10179,9568,9513,234916,1869951
2017/06/08,10850,10850,10200,10500,▼400,－3.67%,10760,10115,9543,9503,490897,1908467
2017/06/07,10550,11000,10450,10900,▲300,＋2.83%,10810,10058,9521,9495,409613,2013870
2017/06/05,10850,10950,10600,10600,▼350,－3.20%,10670,9979,9492,9485,217307,1973001
2017/06/02,10850,11000,10700,10950,▲100,＋0.92%,10670,9918,9468,9476,284289,1981782
2017/06/01,10700,10900,10550,10850,▲100,＋0.93%,10560,9836,9437,9465,267914,1952533
2017/05/31,10300,10800,10050,10750,▲550,＋5.39%,10520,9761,9407,9452,427204,1944635
2017/05/30,10650,10650,10150,10200,▼400,－3.77%,10362,9698,9380,9440,229249,1904626
2017/05/29,10500,10650,10300,10600,▲200,＋1.92%,10322,9663,9364,9432,191116,1907239
2017/05/26,10700,10700,10300,10400,▼250,－2.35%,10156,9611,9343,9416,274766,1915785
2017/05/25,10050,10850,9940,10650,▲690,＋6.93%,10028,9566,9328,9401,678394,1898839
2017/05/24,10050,10050,9850,9960,▼40,－0.40%,9834,9508,9306,9386,214389,1817335
2017/05/23,10000,10200,9790,10000,▲230,＋2.35%,9744,9486,9296,9380,569257,1759146
2017/05/22,9880,9880,9770,9770,▲10,＋0.10%,9614,9467,9285,9376,138200,1632134
2017/05/19,9710,9800,9650,9760,▲80,＋0.83%,9514,9467,9278,9376,197317,1570068
2017/05/18,9410,9800,9410,9680,▲170,＋1.79%,9416,9443,9272,9377,339009,1534961
2017/05/17,9320,9590,9320,9510,▲160,＋1.71%,9344,9415,9267,9377,257865,1481066
2017/05/16,9320,9350,9260,9350,▲80,＋0.86%,9316,9400,9267,9381,104774,1423659
2017/05/15,9260,9350,9240,9270,0.0,0.00%,9308,9387,9270,9388,129740,1416787
2017/05/12,9390,9480,9270,9270,▼50,－0.54%,9330,9378,9274,9395,181696,1419459
2017/05/11,9410,9600,9280,9320,▼50,－0.53%,9340,9371,9280,9400,200775,1421367
2017/05/10,9330,9620,9330,9370,▲60,＋0.64%,9346,9368,9283,9406,87121,1425575
2017/05/08,9380,9400,9260,9310,▼70,－0.75%,9368,9360,9282,9408,42810,1430455
2017/05/04,9290,9380,9250,9380,▲60,＋0.64%,9406,9356,9282,9413,35592,1431437
2017/05/02,9350,9450,9250,9320,▼30,－0.32%,9442,9349,9282,9416,39629,1429083
2017/04/28,9480,9490,9300,9350,▼130,－1.37%,9478,9344,9283,9423,55386,1430968
2017/04/27,9500,9500,9390,9480,▼20,－0.21%,9508,9337,9285,9427,29778,1445087
2017/04/26,9480,9600,9440,9500,▼60,－0.63%,9514,9318,9286,9424,45440,1453034
2017/04/25,9500,9620,9460,9560,▲60,＋0.63%,9538,9302,9285,9423,51744,1450253
2017/04/24,9420,9550,9400,9500,0.0,0.00%,9582,9286,9284,9421,55341,1455107
2017/04/21,9580,9610,9500,9500,▼10,－0.11%,9538,9265,9282,9422,37460,1455876
2017/04/20,9620,9670,9450,9510,▼110,－1.14%,9462,9244,9281,9423,49501,1457538
2017/04/19,9680,9850,9530,9620,▼160,－1.64%,9400,9225,9278,9427,104530,1458626
2017/04/18,9280,9840,9280,9780,▲500,＋5.39%,9296,9201,9275,9432,284473,1454744
2017/04/17,9120,9290,9050,9280,▲160,＋1.75%,9158,9168,9269,9434,41643,1437866
2017/04/14,9200,9200,9050,9120,▼80,－0.87%,9128,9156,9271,9442,24807,1437386
2017/04/13,9170,9240,9090,9200,▲100,＋1.10%,9154,9151,9276,9452,82735,1446911
2017/04/12,9100,9130,9030,9100,▲10,＋0.11%,9156,9148,9278,9462,21630,1453290
2017/04/11,9170,9170,9040,9090,▼40,－0.44%,9184,9147,9285,9471,26863,1448349
2017/04/10,9230,9290,9060,9130,▼120,－1.30%,9214,9150,9295,9481,44019,1448849
2017/04/07,9200,9290,9130,9250,▲40,＋0.43%,9232,9156,9301,9491,35286,1440200
2017/04/06,9270,9280,9150,9210,▼30,－0.32%,9222,9148,9305,9501,30329,1430232
2017/04/05,9260,9280,9190,9240,0.0,0.00%,9202,9147,9313,9510,31718,1428268
2017/04/04,9250,9280,9190,9240,▲20,＋0.22%,9190,9142,9324,9520,32618,1420172
2017/04/03,9190,9250,9150,9220,▲20,＋0.22%,9188,9139,9336,9531,34282,1413969
2017/03/31,9130,9200,9120,9200,▲90,＋0.99%,9162,9131,9343,9541,26304,1405653
2017/03/30,9190,9200,9060,9110,▼70,－0.76%,9136,9123,9352,9552,37040,1396933
2017/03/29,9290,9290,9130,9180,▼50,－0.54%,9140,9124,9361,9565,32682,1398569
2017/03/28,9080,9290,9080,9230,▲140,＋1.54%,9132,9127,9369,9579,53623,1392642
2017/03/27,9080,9140,9030,9090,▲20,＋0.22%,9110,9132,9375,9592,35500,1377543
2017/03/24,9100,9150,9060,9070,▼60,－0.66%,9102,9155,9383,9607,27591,1371348
2017/03/23,9070,9200,9020,9130,▼10,－0.11%,9092,9166,9392,9619,50570,1372121
2017/03/22,9190,9190,9050,9140,▲20,＋0.22%,9094,9177,9401,9632,31926,1367846
2017/03/21,9090,9170,9050,9120,▲70,＋0.77%,9080,9188,9407,9645,41759,1363041
2017/03/20,9100,9200,9010,9050,▲30,＋0.33%,9088,9199,9413,9660,71419,1345961
2017/03/17,9150,9200,9020,9020,▼120,－1.31%,9126,9217,9421,9673,91389,1362775
2017/03/16,9070,9160,9050,9140,▲70,＋0.77%,9142,9236,9430,9688,39422,1407176
2017/03/15,9150,9170,9040,9070,▼90,－0.98%,9150,9255,9439,9704,39430,1411679
2017/03/14,9240,9300,9150,9160,▼80,－0.87%,9166,9276,9447,9716,27847,1414403
2017/03/13,9140,9260,9130,9240,▲140,＋1.54%,9168,9295,9452,9729,58073,1418447
2017/03/10,9210,9220,9050,9100,▼80,－0.87%,9132,9312,9457,9745,25403,1423298
2017/03/09,9150,9240,9060,9180,▲30,＋0.33%,9122,9334,9463,9756,23503,1430802
2017/03/08,9150,9220,9060,9150,▼20,－0.22%,9110,9340,9469,9767,19037,1435023
2017/03/07,9050,9230,9000,9170,▲110,＋1.21%,9130,9349,9477,9784,34513,1437465
2017/03/06,9170,9200,8990,9060,▲10,＋0.11%,9160,9357,9483,9801,43659,1427286
2017/03/03,9130,9160,9040,9050,▼70,－0.77%,9258,9374,9492,9817,42462,1433085
2017/03/02,9210,9340,9100,9120,▼130,－1.41%,9308,9397,9497,9837,64446,1434848
2017/02/28,9350,9390,9250,9250,▼70,－0.75%,9354,9418,9500,9858,54168,1459409
2017/02/27,9550,9610,9150,9320,▼230,－2.41%,9374,9426,9500,9876,66936,1468634
2017/02/24,9300,9550,9300,9550,▲250,＋2.69%,9378,9435,9490,9892,95509,1477875
2017/02/23,9350,9370,9060,9300,▼50,－0.53%,9352,9425,9474,9906,73102,1455801
2017/02/22,9360,9400,9330,9350,0.0,0.00%,9370,9433,9467,9921,36211,1480550
2017/02/21,9340,9440,9300,9350,▲10,＋0.11%,9404,9434,9464,9938,27775,1483427
2017/02/20,9430,9490,9310,9340,▼80,－0.85%,9434,9438,9467,9959,34247,1487662
2017/02/17,9350,9420,9350,9420,▲30,＋0.32%,9472,9440,9474,9982,27931,1497904
2017/02/16,9550,9550,9320,9390,▼130,－1.37%,9506,9440,9483,10005,64362,1502936
2017/02/15,9540,9610,9400,9520,▲20,＋0.21%,9534,9442,9488,10031,32132,1514958
2017/02/14,9600,9620,9410,9500,▼30,－0.31%,9490,9433,9495,10051,28121,1518445
2017/02/13,9590,9700,9010,9530,▼60,－0.63%,9458,9433,9505,10069,53313,1510298
2017/02/10,9640,9670,9430,9590,▲60,＋0.63%,9418,9441,9517,10089,76462,1496769
2017/02/09,9230,9940,9230,9530,▲230,＋2.47%,9380,9437,9521,10104,203801,1496327
2017/02/08,9310,9380,9250,9300,▼40,－0.43%,9374,9434,9528,10124,56419,1465662
2017/02/07,9330,9440,9270,9340,▲10,＋0.11%,9422,9454,9535,10147,14320,1471021
2017/02/06,9440,9440,9300,9330,▼70,－0.74%,9436,9482,9544,10160,30832,1471577
2017/02/03,9520,9520,9370,9400,▼100,－1.05%,9470,9511,9550,10180,36119,1477028
2017/02/02,9540,9590,9400,9500,▼40,－0.42%,9462,9526,9563,10192,42379,1482044
2017/02/01,9450,9570,9410,9540,▲130,＋1.38%,9452,9535,9568,10204,58829,1480998
2017/01/31,9420,9540,9400,9410,▼90,－0.95%,9418,9542,9561,10214,28422,1461062
2017/01/26,9400,9500,9300,9500,▲140,＋1.50%,9422,9556,9561,10215,31922,1458328
2017/01/25,9460,9570,9350,9360,▼90,－0.95%,9400,9559,9558,10210,18651,1442725
2017/01/24,9300,9470,9290,9450,▲80,＋0.85%,9412,9570,9563,10209,38125,1443432
2017/01/23,9430,9430,9310,9370,▼60,－0.64%,9406,9577,9565,10206,37834,1432590
2017/01/20,9410,9520,9400,9430,▲40,＋0.43%,9400,9591,9576,10202,29037,1428802
2017/01/19,9480,9530,9320,9390,▼30,－0.32%,9414,9596,9588,10198,47358,1426964
2017/01/18,9430,9430,9320,9420,0.0,0.00%,9476,9601,9600,10194,30489,1423452
2017/01/17,9350,9500,9340,9420,▲80,＋0.86%,9492,9606,9613,10190,33183,1429400
2017/01/16,9500,9530,9330,9340,▼160,－1.68%,9504,9613,9629,10186,62916,1433026
2017/01/13,9850,9850,9480,9500,▼200,－2.06%,9576,9630,9646,10183,59487,1446892
2017/01/12,9520,9700,9400,9700,▲200,＋2.11%,9654,9631,9657,10179,57394,1466619
2017/01/11,9480,9540,9340,9500,▲20,＋0.21%,9698,9621,9667,10173,108587,1458515
2017/01/10,9600,9700,9400,9480,▼220,－2.27%,9736,9622,9681,10170,84605,1469519
2017/01/09,9890,9980,9630,9700,▼190,－1.92%,9778,9622,9697,10168,46758,1486928
2017/01/06,9950,9990,9800,9890,▼30,－0.30%,9774,9613,9707,10164,35458,1513982
2017/01/05,9700,10100,9690,9920,▲230,＋2.37%,9732,9601,9715,10159,112930,1523837
2017/01/04,9660,9720,9600,9690,0.0,0.00%,9662,9582,9726,10155,51924,1489898
2017/01/03,9430,9700,9430,9690,▲10,＋0.10%,9638,9578,9739,10151,67910,1475748
2017/01/02,9690,9690,9610,9680,0.0,0.00%,9620,9560,9753,10148,52689,1451491
2016/12/29,9610,9690,9460,9680,▲110,＋1.15%,9614,9540,9770,10142,52425,1355146
2016/12/28,9500,9650,9410,9570,0.0,0.00%,9582,9520,9789,10138,27420,1338679
2016/12/27,9600,9640,9550,9570,▼30,－0.31%,9566,9477,9810,10135,31269,1339045
2016/12/26,9790,9790,9550,9600,▼50,－0.52%,9558,9427,9832,10131,42448,1354716
2016/12/23,9530,9730,9520,9650,▲130,＋1.37%,9548,9391,9846,10128,67466,1442349
2016/12/22,9530,9540,9450,9520,▲30,＋0.32%,9556,9368,9863,10123,30407,1416472
2016/12/21,9600,9630,9420,9490,▼40,－0.42%,9556,9367,9882,10116,54526,1413991
2016/12/20,9530,9580,9450,9530,▼20,－0.21%,9558,9381,9907,10110,39239,1410418
2016/12/19,9650,9710,9490,9550,▼140,－1.44%,9554,9402,9925,10100,59482,1415655
2016/12/16,9500,9700,9330,9690,▲170,＋1.79%,9540,9409,9946,10087,141783,1408323
2016/12/15,9500,9580,9440,9520,▲20,＋0.21%,9508,9421,9968,10074,72651,1391770
