[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2001/09/20,42385,44269,42385,42542,▼2041,－4.58%,43452,49135,50095,50411,195860,446636
2001/09/19,45525,46310,44583,44583,▼314,－0.70%,44300,49724,50255,50447,194820,446906
2001/09/18,43955,45368,43327,44897,▲2826,＋6.72%,44394,50297,50417,50468,248970,446906
2001/09/17,40972,46780,39716,42071,▼1099,－2.55%,45996,50721,50593,50494,496560,446906
2001/09/14,46780,47251,41443,43170,▼3611,－7.72%,47817,51223,50815,50555,217120,446906
2001/09/13,46780,48350,45054,46780,▲1727,＋3.83%,49449,51843,51027,50600,362140,447976
2001/09/12,45054,47094,45054,45054,▼7849,－14.84%,50391,52330,51228,50613,516600,458306
2001/09/11,51333,54473,50548,52903,▲1727,＋3.37%,51553,52856,51479,50649,374910,452296
2001/09/10,50234,51333,50234,51176,▼157,－0.31%,51019,52958,51576,50621,112590,452296
2001/09/07,51490,53060,50234,51333,▼157,－0.30%,50642,52942,51710,50617,348480,452476
2001/09/06,50548,51804,50548,51490,▲628,＋1.23%,50265,52926,51827,50589,156200,457836
2001/09/05,50234,51647,49606,50862,▲628,＋1.25%,50360,52973,51950,50560,156420,457836
2001/09/04,49606,50391,47408,50234,▲942,＋1.91%,50736,52958,52100,50545,185670,459316
2001/09/03,49920,50705,48664,49292,▼157,－0.32%,51616,52911,52194,50523,142740,459306
2001/08/31,50234,51490,49135,49449,▼2512,－4.83%,52526,52871,52288,50534,238930,459306
2001/08/30,52432,54002,50548,51961,▼785,－1.49%,53374,52848,52377,50556,209900,459306
2001/08/29,53374,55571,52275,52746,▼1884,－3.45%,53845,52730,52429,50562,367400,459306
2001/08/28,54002,56199,53060,54630,▲785,＋1.46%,54504,52416,52474,50561,544460,459306
2001/08/27,51804,56042,51804,53845,▲157,＋0.29%,54253,51977,52463,50547,259520,459306
2001/08/24,54944,55257,52432,53688,▼628,－1.16%,53907,51608,52502,50540,255890,459306
2001/08/23,56827,58083,54316,54316,▼1727,－3.08%,54284,51176,52581,50545,458900,459306
2001/08/22,53374,59182,53374,56042,▲2669,＋5.00%,54724,50705,52652,50570,1263310,459306
2001/08/21,53217,54002,52275,53374,▲1256,＋2.41%,54630,50116,52696,50564,188600,459306
2001/08/20,54944,55257,52118,52118,▼3454,－6.21%,54944,49630,52811,50595,144150,459306
2001/08/17,56827,57455,54630,55571,▼942,－1.67%,54692,49284,52858,50619,357830,459306
2001/08/16,54316,57769,54316,56513,▲942,＋1.69%,53782,48860,52780,50611,459430,459306
2001/08/14,54630,57141,53374,55571,▲628,＋1.14%,52966,48444,52696,50600,516110,460006
2001/08/13,50862,55257,50862,54944,▲4082,＋8.02%,51961,48170,52565,50598,405700,460006
2001/08/10,50548,51647,50234,50862,▼157,－0.31%,50831,47887,52453,50593,105970,460006
2001/08/09,50234,51333,50234,51019,▼1413,－2.69%,50360,47864,52395,50628,136100,465106
2001/08/08,51333,54316,50862,52432,▲1884,＋3.73%,49952,47777,52343,50671,341440,465106
2001/08/07,48350,50705,48350,50548,▲1256,＋2.55%,49386,47754,52275,50713,240970,465106
2001/08/06,48664,49449,47879,49292,▲785,＋1.62%,48570,47801,52223,50757,208230,465106
2001/08/03,49606,49606,48350,48507,▼471,－0.96%,47879,48083,52186,50794,111320,465106
2001/08/02,50234,50234,48350,48978,▼628,－1.27%,47471,48374,52162,50841,214080,469146
2001/08/01,49606,49920,48036,49606,▲3140,＋6.76%,46686,48562,52144,50883,448590,469146
2001/07/31,45839,46780,45682,46467,▲628,＋1.37%,45744,48704,52118,50917,94160,469146
2001/07/30,46467,47408,44897,45839,▼628,－1.35%,45305,49002,52136,50984,124580,469146
2001/07/27,45525,46623,45525,46467,▲1413,＋3.14%,44865,49339,52168,51050,168620,483946
2001/07/26,47094,47094,44897,45054,▲157,＋0.35%,44614,49622,52183,51139,141000,483946
2001/07/25,43484,44897,43327,44897,▲628,＋1.42%,45022,49975,52225,51243,157330,483946
2001/07/24,43484,44583,42385,44269,▲628,＋1.44%,45682,50336,52257,51355,180850,493286
2001/07/23,45525,45996,43327,43641,▼1570,－3.47%,46843,50838,52301,51474,181180,490446
2001/07/20,44426,46780,44426,45211,▼1884,－4.00%,47974,51427,52356,51601,177530,487266
2001/07/19,47565,48036,46467,47094,▼1099,－2.28%,49010,51937,52377,51706,157280,487266
2001/07/18,51176,51176,48036,48193,▼1884,－3.76%,49449,52377,52393,51814,214240,486476
2001/07/16,50234,51176,49449,50077,▲785,＋1.59%,50203,52911,52359,51875,366740,486476
2001/07/13,51490,51490,49292,49292,▼1099,－2.18%,50485,53413,52309,51915,234680,486676
2001/07/12,49606,51647,49606,50391,▲1099,＋2.23%,51616,53884,52272,51966,230730,486676
2001/07/11,50234,51490,48664,49292,▼2669,－5.14%,52400,54323,52207,52028,248690,471096
2001/07/10,52746,54944,51490,51961,▲471,＋0.91%,53091,54779,52134,52103,272160,471096
2001/07/09,53688,54316,51176,51490,▼3454,－6.29%,53185,55124,52011,52165,469890,471196
2001/07/06,57141,59182,54944,54944,▲628,＋1.16%,53374,55540,51877,52226,1530940,471196
2001/07/05,52432,56513,52118,54316,▲1570,＋2.98%,52903,55587,51678,52272,976860,514196
2001/07/04,52589,53217,52118,52746,▲314,＋0.60%,52463,55619,51485,52338,189750,514196
2001/07/03,52118,52589,51961,52432,0.0,0.00%,52338,55721,51325,52390,214040,514196
2001/07/02,52589,54473,52275,52432,▼157,－0.30%,52275,55854,51186,52453,167000,514196
2001/06/29,53060,53688,52275,52589,▲471,＋0.90%,52652,56003,51035,52478,258210,520116
2001/06/28,51804,52903,51804,52118,0.0,0.00%,53217,56074,50912,52475,150990,516416
2001/06/27,52589,52746,51647,52118,0.0,0.00%,53876,56278,50820,52485,247380,516046
2001/06/26,54002,54316,51176,52118,▼2198,－4.05%,54630,56592,50726,52496,350710,512346
2001/06/25,54944,55100,54159,54316,▼1099,－1.98%,55980,56914,50640,52488,341420,512346
2001/06/22,55571,56199,54944,55414,0.0,0.00%,57141,57133,50519,52457,378690,512346
2001/06/21,55885,56984,54944,55414,▼471,－0.84%,57801,57377,50396,52429,182950,512346
2001/06/20,58868,58868,54316,55885,▼2983,－5.07%,58554,57353,50294,52412,521160,512346
2001/06/19,61066,61537,58397,58868,▼1256,－2.09%,59056,57102,50174,52410,558650,512346
2001/06/18,59339,60281,59025,60124,▲1413,＋2.41%,59056,56733,49999,52395,563640,512606
2001/06/15,58868,59025,57769,58711,▼471,－0.80%,58994,56113,49818,52360,407170,512606
2001/06/14,58397,59339,58083,59182,▲785,＋1.34%,58429,55587,49666,52339,592180,515936
2001/06/13,60124,60124,58083,58397,▼471,－0.80%,57581,54998,49525,52291,707360,507426
2001/06/12,62008,63107,58711,58868,▼942,－1.57%,56859,54473,49350,52254,3533880,507426
2001/06/11,55885,63734,55414,59810,▲3925,＋7.02%,56105,53947,49169,52200,2439770,507426
2001/06/08,55414,56042,55100,55885,▲942,＋1.71%,55226,53327,48991,52134,378950,507426
2001/06/07,54159,55728,54159,54944,▲157,＋0.29%,54849,52887,48853,52101,309980,590426
2001/06/05,55414,55885,54630,54787,▼314,－0.57%,55100,52495,48779,52081,487060,590426
2001/06/04,56042,56042,55100,55100,▼314,－0.57%,55823,52149,48735,52059,246930,585426
2001/06/01,54787,56984,54316,55414,▲1413,＋2.62%,56513,51796,48696,52037,730570,584186
2001/05/31,54944,55571,54002,54002,▼2198,－3.91%,57173,51404,48649,52013,400340,584886
2001/05/30,58083,59025,55728,56199,▼2198,－3.76%,58429,51090,48630,51996,409930,578766
2001/05/29,58083,59182,58083,58397,▼157,－0.27%,58177,50650,48578,51967,367660,577566
2001/05/28,58868,60438,58554,58554,▼157,－0.27%,56670,50108,48510,51919,607250,577566
2001/05/25,60595,60909,58083,58711,▼1570,－2.60%,55257,49520,48489,51859,1209600,577566
2001/05/24,56356,63107,55571,60281,▲5337,＋9.71%,53060,48931,48431,51795,3216560,577566
2001/05/23,52118,55885,51490,54944,▲4082,＋8.02%,50642,48264,48379,51723,1282790,577566
2001/05/22,53060,53845,50548,50862,▼628,－1.22%,49135,47840,48379,51697,564350,577566
2001/05/21,48664,52589,48350,51490,▲3768,＋7.89%,48539,47699,48442,51716,841920,577566
2001/05/18,48350,48507,47565,47722,▼471,－0.98%,47911,47432,48505,51727,396380,677566
2001/05/17,48507,48664,47879,48193,▲785,＋1.66%,47848,47401,48630,51772,322740,677566
2001/05/16,47722,48036,47408,47408,▼471,－0.98%,47628,47346,48732,51826,221260,677566
2001/05/15,48350,48507,47879,47879,▼471,－0.97%,47565,47299,48860,51892,145850,677566
2001/05/14,48036,48350,47565,48350,▲942,＋1.99%,47565,47149,48999,51926,194930,677566
2001/05/11,47251,47408,46780,47408,▲314,＋0.67%,47503,46961,49151,51974,311070,677566
2001/05/10,47251,47722,47094,47094,0.0,0.00%,47534,46765,49292,52026,205210,699986
2001/05/09,47879,48036,47094,47094,▼785,－1.64%,47660,46561,49402,52090,252540,777566
2001/05/08,47565,48664,47408,47879,▼157,－0.33%,47722,46341,49520,52169,256800,775566
2001/05/07,48350,48350,47251,48036,▲471,＋0.99%,47660,46105,49622,52240,253800,775566
2001/05/04,47879,48036,47251,47565,▼157,－0.33%,47408,45909,49716,52305,250980,775566
2001/05/03,47565,50077,47094,47722,▲314,＋0.66%,47283,45697,49831,52369,601970,775566
2001/05/02,48193,48193,47251,47408,▼157,－0.33%,47126,45572,49933,52404,200200,808256
2001/04/30,47094,47565,47094,47565,▲785,＋1.68%,46937,45532,50095,52433,160300,808256
2001/04/27,46623,47251,46623,46780,▼157,－0.33%,47032,45478,50260,52470,67770,808256
2001/04/26,47251,47408,46623,46937,0.0,0.00%,46906,45485,50454,52521,153670,808256
2001/04/25,46467,47565,45996,46937,▲471,＋1.01%,46937,45493,50647,52572,167160,808256
2001/04/24,46623,47094,46153,46467,▼1570,－3.27%,46969,45548,50846,52627,166600,808256
2001/04/23,46153,48036,45996,48036,▲1884,＋4.08%,46969,45689,51035,52690,151320,811376
2001/04/20,47722,48036,46153,46153,▼942,－2.00%,46341,45721,51236,52735,266480,808256
2001/04/19,49292,49292,46937,47094,0.0,0.00%,46027,45831,51391,52803,448800,808256
2001/04/18,47722,47722,46780,47094,▲628,＋1.35%,45305,45941,51521,52848,367320,808256
2001/04/17,45839,47722,45368,46467,▲1570,＋3.50%,44489,46066,51660,52898,510540,808256
2001/04/16,45368,45682,44112,44897,▲314,＋0.70%,43735,46278,51848,52962,545150,808256
2001/04/13,43955,45368,43327,44583,▲1099,＋2.53%,43390,46427,52073,53052,330690,808256
2001/04/12,43798,44426,43327,43484,▲471,＋1.09%,43295,46600,52319,53129,220060,814146
2001/04/11,43327,43484,42856,43013,▲314,＋0.74%,43264,46883,52576,53201,180070,814926
2001/04/10,43327,43484,42542,42699,▼471,－1.09%,43704,47110,52866,53332,101100,814926
2001/04/09,44269,44269,43170,43170,▼942,－2.14%,44489,47503,53191,53469,112010,814926
2001/04/06,44426,44897,43484,44112,▲785,＋1.81%,45148,47950,53455,53592,361690,814926
2001/04/04,44583,44583,42699,43327,▼1884,－4.17%,45713,48382,53719,53714,221150,815346
2001/04/03,43955,46153,43955,45211,▼1413,－3.03%,46467,48845,53921,53842,144330,815346
2001/04/02,46467,47094,45996,46623,▲157,＋0.34%,47032,49229,54038,53949,91310,815346
2001/03/30,47565,47565,46467,46467,▼471,－1.00%,47565,49551,54151,54040,100720,804116
2001/03/29,47094,47565,46623,46937,▼157,－0.33%,48005,49944,54266,54143,163640,804116
2001/03/28,48350,48664,47094,47094,▼942,－1.96%,48288,50462,54337,54244,157900,804116
2001/03/27,49292,49606,48036,48036,▼1256,－2.55%,48727,50870,54394,54348,251990,804116
2001/03/26,48978,50548,48664,49292,▲628,＋1.29%,49041,51325,54462,54432,270990,806396
2001/03/23,47565,49606,47565,48664,▲314,＋0.65%,49324,51608,54530,54505,110180,806606
2001/03/22,49449,49449,48036,48350,▼942,－1.91%,49167,51906,54645,54558,137260,806606
2001/03/21,48664,49606,48036,49292,▼314,－0.63%,49104,52251,54792,54636,132390,805996
2001/03/20,51176,51176,49292,49606,▼1099,－2.17%,49072,52550,54902,54721,194280,805366
2001/03/19,48978,51019,48036,50705,▲2826,＋5.90%,48664,52785,55012,54789,658820,804086
2001/03/16,48036,48978,47408,47879,▼157,－0.33%,48633,53005,55056,54857,220770,597086
2001/03/15,45211,49920,45211,48036,▼1099,－2.24%,49481,53421,55158,55004,592210,597086
2001/03/14,48350,49292,48193,49135,▲1570,＋3.30%,50422,53892,55231,55145,281380,697086
2001/03/13,49920,49920,47408,47565,▼2983,－5.90%,51113,54229,55276,55303,274580,697086
2001/03/12,51490,51804,50391,50548,▼1570,－3.01%,52181,54535,55349,55481,298800,697086
2001/03/09,53374,53374,51961,52118,▼628,－1.19%,52683,54716,55383,55654,360320,699866
2001/03/08,53374,53531,52589,52746,▲157,＋0.30%,53123,54810,55383,55816,408190,777346
2001/03/07,53374,53531,52589,52589,▼314,－0.59%,54033,54857,55378,55977,205700,956286
2001/03/06,54002,54316,52903,52903,▼157,－0.30%,54567,54951,55378,56151,344070,956286
2001/03/05,53845,54159,52432,53060,▼1256,－2.31%,55414,54998,55362,56318,386010,956286
2001/03/02,56827,57455,53845,54316,▼2983,－5.21%,55791,55203,55357,56504,524160,956216
2001/02/28,55728,57612,55571,57298,▲2041,＋3.69%,55854,55360,55328,56698,751970,955976
2001/02/27,58083,58397,55257,55257,▼1884,－3.30%,55446,55414,55229,56835,435240,905976
2001/02/26,54944,57141,54944,57141,▲2198,＋4.00%,55446,55579,55158,56982,448240,905976
2001/02/23,54630,55257,54316,54944,▲314,＋0.57%,54881,55666,55066,57112,275040,903696
2001/02/22,54944,55571,54316,54630,▼628,－1.14%,54912,55807,55014,57276,224890,932146
2001/02/21,55257,55728,54630,55257,0.0,0.00%,55226,56082,54991,57458,287920,931316
2001/02/20,55571,55728,54630,55257,▲942,＋1.73%,55666,56089,54949,57637,279160,931316
2001/02/19,54316,54630,54002,54316,▼785,－1.42%,55791,56074,54915,57818,184030,931316
2001/02/16,56513,56827,55100,55100,▼1099,－1.96%,55666,56129,54920,57977,192630,932906
2001/02/15,56827,57455,55571,56199,▼1256,－2.19%,55477,56262,54923,58151,294590,932906
2001/02/14,56827,58397,56513,57455,▲1570,＋2.81%,55038,56372,54852,58311,660840,932906
2001/02/13,54159,55885,53688,55885,▲2198,＋4.09%,54284,56466,54797,58438,338430,932286
2001/02/12,53688,54473,53060,53688,▼471,－0.87%,54002,56615,54760,58584,211840,832126
2001/02/09,54002,54473,53374,54159,▲157,＋0.29%,54033,56953,54779,58739,222150,832126
2001/02/08,53531,54473,53374,54002,▲314,＋0.58%,54630,57353,54818,58876,220600,832126
2001/02/07,54944,55100,53688,53688,▼785,－1.44%,55320,57604,54857,59008,222680,831086
2001/02/06,53531,56199,53531,54473,▲628,＋1.17%,56262,57918,54894,59162,280790,831116
2001/02/05,56670,56670,53688,53845,▼3297,－5.77%,57078,57965,54907,59343,254050,831116
2001/02/02,56670,57769,56042,57141,▼314,－0.55%,58083,57887,54875,59514,281010,831116
2001/02/01,58397,58397,57298,57455,▼942,－1.61%,58209,57699,54771,59623,311670,831116
2001/01/31,59182,59182,57612,58397,▼157,－0.27%,58742,57494,54679,59720,333830,830586
2001/01/30,59810,60281,58240,58554,▼314,－0.53%,58146,57133,54588,59806,535740,827186
2001/01/29,58240,59339,56984,58868,▲1099,＋1.90%,57424,56733,54496,59907,532040,827186
2001/01/26,62793,63107,56827,57769,▼2355,－3.92%,56733,56396,54407,60005,698750,827186
2001/01/22,55571,60281,55571,60124,▲4709,＋8.50%,56733,56176,54344,60110,785130,827186
2001/01/19,55728,56513,55257,55414,▲471,＋0.86%,56388,55948,54234,60200,266020,827186
2001/01/18,55571,55885,54787,54944,▼471,－0.85%,57173,56035,54216,60353,389680,824796
2001/01/17,57769,58554,55414,55414,▼2355,－4.08%,57958,56082,54174,60507,358620,824796
2001/01/16,58397,59025,57141,57769,▼628,－1.08%,58962,56121,54135,60647,382780,824796
2001/01/15,58554,59967,57769,58397,▼942,－1.59%,59841,55901,54075,60765,639310,824796
2001/01/12,59339,61380,59025,59339,▲471,＋0.80%,59967,55681,54030,60911,1240950,828226
2001/01/11,61066,61223,57769,58868,▼1570,－2.60%,60093,55336,53939,61071,915570,822966
2001/01/10,63421,63421,59339,60438,▼1727,－2.78%,59402,54983,53826,61255,1156380,859006
2001/01/09,63421,67816,61223,62165,▲3140,＋5.32%,57769,54559,53798,61487,2210810,855206
2001/01/08,59339,60595,57455,59025,▼942,－1.57%,56011,54080,53748,61712,674910,836386
2001/01/05,55414,63577,55414,59967,▲4552,＋8.22%,54881,53735,53730,61898,1702690,826536
2001/01/04,55257,56827,53845,55414,▲3140,＋6.01%,53123,53358,53709,62008,523740,826846
2001/01/03,52432,52903,50391,52275,▼1099,－2.06%,52149,53217,53764,62127,282560,825346
2001/01/02,51804,54630,51333,53374,0.0,0.00%,52118,53201,53860,62264,276150,828406
2000/12/26,51804,53845,51804,53374,▲2198,＋4.29%,52118,53170,53928,62407,165150,828406
2000/12/22,50548,52432,50548,51176,▲628,＋1.24%,52557,53130,54020,62524,155390,828406
2000/12/21,51176,51333,49292,50548,▼1570,－3.01%,53750,53138,54151,62666,191560,828406
2000/12/20,53060,53374,51647,52118,▼1256,－2.35%,54818,53162,54303,62810,143840,828716
2000/12/19,55257,55571,53374,53374,▼2198,－3.95%,55634,53138,54402,62930,410500,828716
2000/12/18,57141,57141,55414,55571,▼1570,－2.75%,55634,53060,54480,63025,290190,829756
2000/12/15,55885,58711,55257,57141,▲1256,＋2.25%,55320,52942,54470,63091,633330,826556
2000/12/14,56199,56670,55100,55885,▼314,－0.56%,54378,52722,54480,63144,259060,832586
2000/12/13,53374,59967,52903,56199,▲2826,＋5.29%,53562,52589,54541,63218,724920,806676
2000/12/12,54159,54316,53217,53374,▼628,－1.16%,52714,52510,54567,63288,145270,793856
2000/12/11,53217,54630,53217,54002,▲1570,＋2.99%,52557,52604,54658,63364,230800,788536
2000/12/08,51804,52589,51490,52432,▲628,＋1.21%,52181,52502,54849,63443,202070,788006
2000/12/07,52118,52903,51490,51804,▼157,－0.30%,52181,52589,55059,63553,100340,788006
2000/12/06,53060,54002,51961,51961,▼628,－1.19%,52338,52683,55331,63697,159220,786236
2000/12/05,52118,52903,52118,52589,▲471,＋0.90%,52338,52824,55613,63840,71650,778196
2000/12/04,52432,52903,51804,52118,▼314,－0.60%,52369,53020,55925,64022,97430,778196
2000/12/01,51804,52589,51176,52432,▼157,－0.30%,52463,53232,56249,64192,120520,778196
2000/11/30,52432,52589,51176,52589,▲628,＋1.21%,52243,53405,56576,64415,104150,777996
2000/11/29,52903,53060,51804,51961,▼785,－1.49%,51929,53539,56924,64671,131590,758316
2000/11/28,53060,53845,52589,52746,▲157,＋0.30%,51867,53539,57275,64843,201860,760416
2000/11/27,51804,55571,51804,52589,▲1256,＋2.45%,51678,53444,57651,64945,352050,760416
2000/11/24,51019,51804,50234,51333,▲314,＋0.62%,51804,53413,58067,65043,147390,757116
2000/11/23,51490,52118,51019,51019,▼628,－1.22%,52086,53491,58442,65164,196980,753876
2000/11/22,52589,52589,51490,51647,▼157,－0.30%,52526,53593,58805,65296,161030,753876
2000/11/21,53060,53217,51176,51804,▼1413,－2.65%,53123,53688,59158,65423,187730,753876
2000/11/20,53374,54002,52746,53217,▲471,＋0.89%,53813,53798,59538,65477,218590,756526
2000/11/17,53374,53374,52275,52746,▼471,－0.88%,53562,53813,59925,65596,243230,756526
2000/11/16,54316,54630,52746,53217,▼1413,－2.59%,53845,53892,60325,65667,215310,759766
2000/11/15,55571,55885,54002,54630,▼628,－1.14%,53939,53852,60720,65688,319800,759766
2000/11/14,52432,56984,52432,55257,▲3297,＋6.34%,53970,53774,61034,65681,196890,759766
2000/11/13,50705,53374,50705,51961,▼2198,－4.06%,54221,53719,61380,65718,136670,759766
2000/11/10,53374,54316,53060,54159,▲471,＋0.88%,55100,53907,61770,65784,107210,769766
2000/11/09,54316,54316,53060,53688,▼1099,－2.01%,55446,53892,62078,65890,170040,769766
2000/11/08,55100,56199,54787,54787,▼1727,－3.06%,55760,53813,62408,66037,118050,776896
2000/11/07,56356,56513,55728,56513,▲157,＋0.28%,55195,54009,62698,66182,104300,780136
2000/11/06,56513,57769,55414,56356,▲471,＋0.84%,54064,54143,62934,66356,227110,780136
2000/11/03,55571,57141,54944,55885,▲628,＋1.14%,53185,54221,63159,66559,264920,780136
2000/11/02,52432,57769,52118,55257,▲3297,＋6.34%,52589,54363,63431,66779,462530,777046
2000/11/01,51804,52589,50705,51961,▲1099,＋2.16%,52149,54535,63779,66998,272560,773806
2000/10/31,51961,51961,50391,50862,▼1099,－2.11%,52463,54841,64153,67201,144230,773276
2000/10/30,52432,54787,51490,51961,▼942,－1.78%,53091,55171,64475,67425,200250,770036
2000/10/27,53374,54159,52903,52903,▼157,－0.30%,53405,55516,64760,67663,80610,770036
2000/10/26,53374,53531,52589,53060,▼471,－0.88%,53688,55823,65024,67898,103070,766876
2000/10/25,54316,54316,53531,53531,▼471,－0.87%,53562,56152,65317,68121,138200,766876
2000/10/24,54316,54316,53374,54002,▲471,＋0.88%,53468,56380,65603,68329,169260,767876
2000/10/23,58083,58397,53374,53531,▼785,－1.45%,53499,56584,65875,68530,354710,767876
2000/10/20,53688,55414,53374,54316,▲1884,＋3.59%,53939,56655,66165,68746,499220,762936
2000/10/19,51961,54787,51490,52432,▼628,－1.18%,53845,56827,66490,68963,211850,759226
2000/10/18,53531,54159,51961,53060,▼1099,－2.03%,53782,57181,66840,69191,207870,762466
2000/10/17,56199,56199,53688,54159,▼1570,－2.82%,54912,57416,67159,69413,207620,759226
2000/10/16,55257,57141,54944,55728,▲1884,＋3.50%,55917,57651,67455,69616,285480,759226
2000/10/13,53688,54002,51176,53845,▲1727,＋3.31%,56356,58138,67792,69790,340370,757726
2000/10/12,58240,59339,52118,52118,▼6593,－11.23%,57330,58695,68203,70039,195020,757726
2000/10/11,59653,61223,56670,58711,▼471,－0.80%,58648,59496,68685,70316,429790,771606
2000/10/10,59025,60595,57769,59182,▲1256,＋2.17%,58523,60006,69177,70536,347360,764626
2000/10/09,59339,60124,57926,57926,▼785,－1.34%,58177,60611,69676,70787,265030,764626
2000/10/06,58868,59182,57769,58711,0.0,0.00%,58366,61293,70066,71004,168500,764626
2000/10/05,58397,59339,58083,58711,▲628,＋1.08%,58429,61961,70307,71213,148470,764626
2000/10/04,56513,58554,55885,58083,▲628,＋1.09%,58617,62698,70490,71423,142130,764626
2000/10/02,59025,59025,56513,57455,▼1413,－2.40%,58617,63444,70668,71645,169740,764626
2000/09/29,59810,59810,58240,58868,▼157,－0.27%,58742,64339,70885,71882,171290,765626
2000/09/28,61066,61066,58711,59025,▼628,－1.05%,57958,65273,71029,72116,165970,765626
2000/09/27,58397,59967,58083,59653,▲1570,＋2.70%,57706,66011,71181,72375,240850,765626
2000/09/26,58397,59496,56513,58083,0.0,0.00%,57675,66670,71317,72650,270750,765626
2000/09/25,55885,58240,55414,58083,▲3140,＋5.71%,57612,67408,71458,72964,214710,765626
2000/09/22,57926,57926,54159,54944,▼2826,－4.89%,57769,68232,71570,73250,198570,765626
2000/09/21,58554,59496,57141,57769,▼1727,－2.90%,59873,69307,71712,73525,231520,775286
2000/09/20,58554,59653,58397,59496,▲1727,＋2.99%,61317,70257,71809,73776,354350,781806
2000/09/19,57298,60752,57141,57769,▼1099,－1.87%,63044,71128,71895,73993,463560,785916
2000/09/18,64362,64362,55885,58868,▼6593,－10.07%,65273,71913,72010,74244,262020,787806
2000/09/15,65147,67188,64990,65461,▲471,＋0.72%,67753,72769,72070,74494,458570,784506
2000/09/14,66560,66874,64048,64990,▼3140,－4.61%,68978,73263,72036,74655,589840,804866
2000/09/08,69386,69543,67973,68130,▼785,－1.14%,70390,73648,72047,74829,228940,883756
2000/09/07,71898,72054,68758,68915,▼2355,－3.30%,71458,73915,72062,75015,244460,884816
2000/09/06,71584,72054,70956,71270,▼314,－0.44%,72274,74080,72068,75228,183200,884816
2000/09/05,72211,73467,70799,71584,▼471,－0.65%,73091,74048,72120,75420,211710,870556
2000/09/04,74095,74252,71584,72054,▼1413,－1.92%,74284,73962,72136,75674,137210,860836
2000/09/01,73467,74409,72682,73467,▲471,＋0.65%,74629,73970,72253,75819,181400,860836
2000/08/31,76607,76607,72839,72996,▼2355,－3.13%,74503,74103,72418,75916,279690,860836
2000/08/30,78177,78491,74723,75351,▼2198,－2.83%,74472,74174,72410,76038,321840,864076
2000/08/29,74409,77863,74409,77549,▲3768,＋5.11%,74315,73915,72238,76046,745900,864442
2000/08/28,73310,73781,72839,73781,▲942,＋1.29%,74095,73491,72018,76052,213420,864442
2000/08/25,73781,74409,72525,72839,0.0,0.00%,74692,73240,71887,76086,236270,856942
2000/08/24,73938,75351,72525,72839,▼1727,－2.32%,75508,73130,71788,76144,313080,864772
2000/08/23,75665,76764,74409,74566,▼1884,－2.46%,75634,73020,71688,76191,318450,862822
2000/08/22,79433,79433,76136,76450,▼314,－0.41%,75916,72808,71416,76198,343980,862492
2000/08/21,78491,80688,76293,76764,▼157,－0.20%,75696,72533,71267,76230,587330,860832
2000/08/18,73467,80061,73467,76921,▲3454,＋4.70%,74880,72384,71008,76174,594550,861012
2000/08/17,75037,75037,73153,73467,▼2512,－3.31%,74189,72211,70655,76115,203900,860922
2000/08/16,76921,78177,75665,75979,▲628,＋0.83%,73938,72149,70328,76128,271480,860922
2000/08/14,75037,76607,73781,75351,▲2669,＋3.67%,72871,71945,70056,76157,252290,857462
2000/08/11,72211,74409,71270,72682,▼785,－1.07%,71772,71976,69799,76183,177250,856392
2000/08/10,71584,73467,70014,73467,▲1256,＋1.74%,71678,72266,69702,76232,197890,856212
2000/08/09,73467,73624,71270,72211,▲1570,＋2.22%,72211,72643,69666,76279,142900,833082
2000/08/08,70956,73781,70328,70642,▲785,＋1.12%,72651,73444,69666,76358,222540,829362
2000/08/07,71584,72211,69543,69857,▼2355,－3.26%,72557,74370,69778,76471,116890,828832
2000/08/04,76921,76921,72211,72211,▼3925,－5.15%,72400,74943,69959,76623,220380,828832
2000/08/03,74095,77706,72525,76136,▲1727,＋2.32%,71709,74990,70126,76781,408230,828922
2000/08/02,70642,74880,70171,74409,▲4238,＋6.04%,70610,74668,70218,76950,428550,829732
2000/08/01,69229,71584,69229,70171,▲1099,＋1.59%,69857,74386,70249,77154,249380,828692
2000/07/31,68758,70171,68444,69072,▲314,＋0.46%,69888,74401,70375,77394,160390,828692
2000/07/28,70642,70956,68444,68758,▼1884,－2.67%,70265,74323,70566,77639,182390,808062
2000/07/27,70642,71427,69700,70642,0.0,0.00%,71270,74291,70772,77919,156170,788662
2000/07/26,70328,71270,68444,70642,▲314,＋0.45%,71835,74150,70924,78110,186780,788662
2000/07/25,72211,72211,69386,70328,▼628,－0.88%,72149,73946,71055,78305,230310,788662
2000/07/24,73781,74252,69386,70956,▼2826,－3.83%,72463,73671,71186,78441,216970,773282
2000/07/21,74409,76293,73153,73781,▲314,＋0.43%,73467,73295,71327,78582,357140,768452
2000/07/20,70642,75665,70642,73467,▲1256,＋1.74%,74409,72784,71437,78739,336210,768272
2000/07/19,70014,73624,69700,72211,▲314,＋0.44%,75916,72345,71542,78849,222190,762112
2000/07/18,74252,76136,70799,71898,▼4082,－5.37%,79119,71968,71667,78912,295650,756332
2000/07/14,78491,79747,75351,75979,▼2512,－3.20%,82572,71497,71777,79004,393370,756332
2000/07/13,79433,82572,76921,78491,▼2512,－3.10%,83640,70869,71788,79103,535090,761702
