[일시]한국공항,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2007/09/28,59500,60400,59200,59700,▲400,＋0.67%,59640,61535,65882,64733,3071,276767
2007/09/27,59700,60300,59300,59300,▼400,－0.67%,59700,61850,65938,64652,7178,278706
2007/09/21,60000,60000,58200,59700,▲200,＋0.34%,59840,62135,65982,64557,2442,279586
2007/09/20,61100,61100,59200,59500,▼500,－0.83%,59900,62280,66003,64471,2867,279840
2007/09/19,60000,60800,59500,60000,0.0,0.00%,60160,62385,66053,64375,7057,280723
2007/09/18,59000,61000,59000,60000,0.0,0.00%,60120,62465,66120,64244,3015,285589
2007/09/17,60000,60700,58100,60000,0.0,0.00%,60220,62425,66220,64107,5872,286340
2007/09/14,60800,60800,59600,60000,▼800,－1.32%,60420,62475,66303,63969,13946,287134
2007/09/13,58200,61800,58100,60800,▲1000,＋1.67%,61020,62410,66378,63842,793,299943
2007/09/12,60500,61000,59600,59800,▼700,－1.16%,61580,62205,66488,63705,4208,300009
2007/09/11,62900,62900,60000,60500,▼500,－0.82%,62380,62495,66608,63601,2659,303465
2007/09/10,63000,63000,60500,61000,▼2000,－3.17%,62940,62920,66735,63480,4772,304871
2007/09/07,63600,63600,62000,63000,▼600,－0.94%,63580,63370,66843,63367,1819,307763
2007/09/06,63800,63800,62500,63600,▼200,－0.31%,63720,63995,66927,63228,2701,308556
2007/09/05,64900,64900,62800,63800,▲500,＋0.79%,63860,64565,67000,63066,2447,309376
2007/09/04,65000,65000,63000,63300,▼900,－1.40%,64000,65120,67075,62875,2839,308271
2007/09/03,63700,64200,62000,64200,▲500,＋0.78%,64540,65590,67207,62689,4789,309254
2007/08/31,63200,64300,63000,63700,▼600,－0.93%,64700,65945,67345,62483,1727,310701
2007/08/30,66000,66000,62100,64300,▼200,－0.31%,64480,66440,67542,62274,5784,310871
2007/08/29,62500,65000,62500,64500,▼1500,－2.27%,63940,66865,67682,62060,2456,311395
2007/08/28,65400,66000,63100,66000,▲1000,＋1.54%,63360,67295,67855,61834,6251,310716
2007/08/27,63100,65000,63100,65000,▲2400,＋3.83%,62000,67445,67987,61593,3840,311397
2007/08/24,61600,62800,60800,62600,▲1000,＋1.62%,61200,67745,68053,61355,1774,311260
2007/08/23,64300,64300,61000,61600,0.0,0.00%,60420,68260,68125,61157,6007,310906
2007/08/22,62000,62900,60000,61600,▲2400,＋4.05%,59440,68870,68178,60970,4820,312209
2007/08/21,60200,62500,59000,59200,▼1800,－2.95%,60240,69315,68207,60799,3218,313456
2007/08/20,58700,64900,58700,61000,▲2300,＋3.92%,62200,69925,68287,60639,3659,313837
2007/08/17,56100,58800,56100,58700,▲2000,＋3.53%,64000,70525,68345,60452,9342,314389
2007/08/16,62600,65700,55800,56700,▼8900,－13.57%,67360,71240,68442,60283,17667,319181
2007/08/14,69400,71900,65300,65600,▼3400,－4.93%,71020,71880,68530,60137,5389,325102
2007/08/13,70000,70000,68000,69000,▼1000,－1.43%,72880,71885,68453,59915,14011,325754
2007/08/10,75500,75500,69500,70000,▼5500,－7.28%,73620,71775,68290,59672,10738,329715
2007/08/09,76000,76800,75000,75500,▲500,＋0.67%,73880,71625,68130,59422,4901,348194
2007/08/08,74900,75900,73500,75000,▲100,＋0.13%,73500,71245,67938,59130,8671,349291
2007/08/07,73000,75800,73000,74900,▲2200,＋3.03%,73060,70865,67785,58837,16617,349291
2007/08/06,70000,73900,70000,72700,▲1400,＋1.96%,72700,70385,67603,58546,5415,346958
2007/08/03,73300,74500,71300,71300,▼2300,－3.13%,71960,70020,67450,58268,4727,346879
2007/08/02,70000,74000,70000,73600,▲800,＋1.10%,71900,69805,67337,57991,9270,346429
2007/08/01,73400,74200,71200,72800,▼300,－0.41%,71760,69470,67192,57699,12217,347489
2007/07/31,69600,73300,69600,73100,▲4100,＋5.94%,71960,69210,67013,57415,10694,346963
2007/07/30,68500,71000,68500,69000,▼2000,－2.82%,71440,68815,66792,57113,7736,345942
2007/07/27,70400,73100,70400,71000,▼1900,－2.61%,71920,68520,66732,56838,9993,347902
2007/07/26,75900,75900,71900,72900,▼900,－1.22%,72320,68065,66698,56546,5463,349200
2007/07/25,69100,73900,69100,73800,▲3300,＋4.68%,72340,67470,66643,56234,15792,349578
2007/07/24,69500,72600,69500,70500,▼900,－1.26%,71480,66905,66538,55908,5975,351620
2007/07/23,70400,73000,70400,71400,▼1600,－2.19%,70520,66580,66462,55605,5632,351239
2007/07/20,75900,75900,72100,73000,0.0,0.00%,69600,66310,66328,55291,11623,352617
2007/07/19,69500,74400,69500,73000,▲3500,＋5.04%,68400,65910,66147,54953,31830,352738
2007/07/18,65700,69500,65700,69500,▲3800,＋5.78%,67380,65485,65960,54594,24183,352192
2007/07/16,66900,67400,65500,65700,▼1100,－1.65%,66960,65380,65777,54259,11776,347392
2007/07/13,68300,68300,65700,66800,▼200,－0.30%,66880,65445,65648,53958,9491,347640
2007/07/12,68900,68900,66400,67000,▼900,－1.33%,66600,65510,65473,53645,11610,347236
2007/07/11,68100,69100,67900,67900,▲500,＋0.74%,66600,65535,65357,53340,9865,350090
2007/07/10,64500,68400,64500,67400,▲2100,＋3.22%,66400,65540,65218,53037,18797,350218
2007/07/09,65400,66300,65000,65300,▼100,－0.15%,66440,65570,65095,52741,4936,347422
2007/07/06,66500,67400,65300,65400,▼1600,－2.39%,66420,65720,64908,52468,5110,346778
2007/07/05,66400,67300,65500,67000,▲100,＋0.15%,65960,66010,64698,52193,11761,346746
2007/07/04,68100,68700,66000,66900,▼700,－1.04%,64940,66285,64445,51896,11433,348684
2007/07/03,65500,68100,65500,67600,▲2400,＋3.68%,63760,66715,64160,51593,17263,348327
2007/07/02,63100,65200,63000,65200,▲2100,＋3.33%,62740,66970,63853,51292,3767,344673
2007/06/29,61400,64000,61400,63100,▲1200,＋1.94%,62500,67455,63583,51007,4203,343246
2007/06/28,61000,62900,61000,61900,▲900,＋1.48%,63080,67995,63365,50739,6270,342645
2007/06/27,62500,62500,60600,61000,▼1500,－2.40%,63700,68350,63132,50488,8266,343810
2007/06/26,63100,63800,60000,62500,▼1500,－2.34%,64400,68645,62938,50242,16664,343834
2007/06/25,66000,66600,64000,64000,▼2000,－3.03%,65380,68760,62696,49999,6689,343834
2007/06/22,65000,66000,64000,66000,▲1000,＋1.54%,65980,68725,62368,49732,8424,345169
2007/06/21,63200,66200,63200,65000,▲500,＋0.78%,66400,68625,61993,49453,8926,345488
2007/06/20,67400,68000,64300,64500,▼2900,－4.30%,66900,68600,61635,49195,16763,346299
2007/06/19,66800,67500,65700,67400,▲400,＋0.60%,67600,68600,61305,48953,11841,349003
2007/06/18,70000,70000,66600,67000,▼1100,－1.62%,67720,68330,60922,48687,35703,348418
2007/06/15,67500,70500,65000,68100,▲600,＋0.89%,67980,68030,60593,48429,48884,355187
2007/06/14,68800,69900,67500,67500,▼500,－0.74%,68600,67585,60225,48166,26955,353472
2007/06/13,68600,69000,67100,68000,0.0,0.00%,69600,67230,59891,47908,36692,355227
2007/06/12,68200,70600,67600,68000,▼300,－0.44%,71100,67030,59529,47633,22610,359940
2007/06/11,70300,70500,67500,68300,▼2900,－4.07%,72040,66920,59133,47345,15840,366527
2007/06/08,72500,72600,69700,71200,▼1300,－1.79%,73360,66705,58676,47048,17026,366856
2007/06/07,74900,75000,71900,72500,▼3000,－3.97%,73900,66320,58172,46729,13576,367620
2007/06/05,80000,80000,74000,75500,▲2800,＋3.85%,73200,65920,57622,46404,44109,366776
2007/06/04,75000,75500,72200,72700,▼2200,－2.94%,71480,65390,57007,46049,10649,390300
2007/06/01,73900,78000,72400,74900,▲1000,＋1.35%,69900,64860,56438,45716,30922,392685
