[일시]한국공항,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/08/17,21700,22400,21700,22000,▲300,＋1.38%,22480,24470,24452,22319,5770,N/A
1993/08/16,20900,21700,20900,21700,▼200,－0.91%,22860,24650,24443,22298,5480,N/A
1993/08/14,21900,21900,21900,21900,▼1000,－4.37%,23300,24840,24442,22283,0,N/A
1993/08/13,22900,22900,22900,22900,▼1000,－4.18%,23700,25015,24440,22263,0,N/A
1993/08/12,24000,24000,23900,23900,0.0,0.00%,24100,25165,24425,22234,310,N/A
1993/08/11,24300,24300,23900,23900,0.0,0.00%,24220,25265,24390,22200,130,N/A
1993/08/10,23800,24500,23800,23900,0.0,0.00%,24440,25375,24358,22168,370,N/A
1993/08/09,23900,24500,23900,23900,▼1000,－4.02%,24660,25455,24327,22138,990,N/A
1993/08/07,24900,24900,24900,24900,▲400,＋1.63%,24960,25565,24295,22109,10,N/A
1993/08/06,24500,24500,24500,24500,▼500,－2.00%,24860,25625,24247,22071,0,N/A
1993/08/05,25000,25000,25000,25000,0.0,0.00%,24920,25730,24203,22037,1210,N/A
1993/08/04,25200,25200,25000,25000,▼400,－1.57%,25000,25840,24152,21998,1500,N/A
1993/08/03,23500,25400,23500,25400,▲1000,＋4.10%,25280,25935,24093,21959,400,N/A
1993/08/02,24000,24700,24000,24400,▼400,－1.61%,25540,25960,24022,21918,2650,N/A
1993/07/31,25000,25400,24400,24800,▼600,－2.36%,25960,25985,23953,21884,2580,N/A
1993/07/30,25400,26000,25400,25400,▼1000,－3.79%,26260,25970,23872,21848,8090,N/A
1993/07/29,26700,26700,26200,26400,▼300,－1.12%,26300,25950,23787,21808,8510,N/A
1993/07/28,26800,27000,26700,26700,▲200,＋0.75%,26120,25885,23678,21758,42320,N/A
1993/07/27,26300,26600,26000,26500,▲200,＋0.76%,25860,25815,23563,21707,22120,N/A
1993/07/26,25600,26400,25600,26300,▲700,＋2.73%,25740,25755,23455,21658,12980,N/A
1993/07/24,25600,25700,25600,25600,▲100,＋0.39%,25660,25705,23352,21614,6690,N/A
1993/07/23,24600,25800,24600,25500,▲100,＋0.39%,25760,25690,23268,21570,2830,N/A
1993/07/22,25900,26400,25400,25400,▼500,－1.93%,25760,25670,23182,21527,4290,N/A
1993/07/21,25900,25900,25900,25900,0.0,0.00%,25900,25630,23090,21490,220,N/A
1993/07/20,26200,26200,25900,25900,▼200,－0.77%,25940,25565,22990,21457,19930,N/A
1993/07/19,25100,26300,25100,26100,▲600,＋2.35%,26080,25550,22890,21424,17920,N/A
1993/07/16,26000,26100,25500,25500,▼600,－2.30%,26300,25540,22785,21382,2150,N/A
1993/07/15,26300,26300,25900,26100,0.0,0.00%,26580,25520,22693,21348,5750,N/A
1993/07/14,26500,26500,26100,26100,▼500,－1.88%,26540,25420,22582,21305,7230,N/A
1993/07/13,26900,27200,26600,26600,▼600,－2.21%,26300,25270,22472,21262,3760,N/A
1993/07/12,27500,27500,26900,27200,▲300,＋1.12%,25880,25045,22353,21212,33860,N/A
1993/07/10,26900,26900,26800,26900,▲1000,＋3.86%,25440,24800,22225,21153,48630,N/A
1993/07/09,25000,25900,25000,25900,▲1000,＋4.02%,25080,24570,22102,21104,82390,N/A
1993/07/08,24900,24900,24900,24900,▲400,＋1.63%,24960,24350,21995,21059,500,N/A
1993/07/07,24500,24900,24500,24500,▼500,－2.00%,25040,24190,21905,21027,2770,N/A
1993/07/06,24800,25100,24800,25000,▼100,－0.40%,25200,24055,21825,21000,2500,N/A
1993/07/05,25100,25100,25100,25100,▼200,－0.79%,25260,23890,21735,20971,1100,N/A
1993/07/03,24600,25300,24600,25300,0.0,0.00%,25260,23720,21650,20943,180,N/A
1993/07/02,24500,25300,24500,25300,0.0,0.00%,25120,23545,21562,20913,10020,N/A
1993/07/01,25300,25800,25300,25300,0.0,0.00%,24980,23370,21477,20883,18630,N/A
1993/06/30,25000,25500,24800,25300,▲200,＋0.80%,25040,23180,21387,20850,10960,N/A
1993/06/29,24100,25100,24100,25100,▲500,＋2.03%,25160,22990,21293,20822,6430,N/A
1993/06/28,23600,24600,23600,24600,0.0,0.00%,25160,22815,21208,20788,23230,N/A
1993/06/26,25500,25500,24600,24600,▼1000,－3.91%,25060,22675,21123,20763,9950,N/A
1993/06/25,25900,26100,25500,25600,▼300,－1.16%,24760,22545,21042,20743,17960,N/A
1993/06/24,25900,26100,25300,25900,▲800,＋3.19%,24060,22355,20943,20715,67330,N/A
1993/06/23,25100,25100,24600,25100,▲1000,＋4.15%,23340,22160,20840,20686,64000,N/A
1993/06/22,23600,24100,23600,24100,▲1000,＋4.33%,22780,22005,20750,20672,5300,N/A
1993/06/21,22300,23100,22100,23100,▲1000,＋4.52%,22260,21900,20678,20662,26070,N/A
1993/06/19,22300,22300,22100,22100,▼200,－0.90%,21980,21845,20615,20653,2030,N/A
1993/06/18,22300,22800,22100,22300,0.0,0.00%,21920,21835,20577,20646,3600,N/A
1993/06/17,21500,22300,21500,22300,▲800,＋3.72%,21800,21815,20532,20635,9060,N/A
1993/06/16,21500,21500,21500,21500,▼200,－0.92%,21680,21775,20492,20620,100,N/A
1993/06/15,21400,21700,21400,21700,▼100,－0.46%,21740,21755,20460,20613,400,N/A
1993/06/14,22000,22000,21800,21800,▲100,＋0.46%,21760,21685,20423,20608,2520,N/A
1993/06/12,21700,21700,21700,21700,0.0,0.00%,21700,21590,20385,20603,170,N/A
1993/06/11,21700,21700,21500,21700,▼100,－0.46%,21660,21520,20352,20593,1170,N/A
1993/06/10,21800,21800,21800,21800,0.0,0.00%,21640,21430,20312,20579,240,N/A
1993/06/09,21800,21800,21800,21800,▲300,＋1.40%,21640,21330,20265,20563,1690,N/A
1993/06/08,21400,21500,21400,21500,0.0,0.00%,21680,21240,20223,20544,470,N/A
1993/06/07,21500,21500,21500,21500,▼100,－0.46%,21740,21170,20187,20529,150,N/A
1993/06/05,21600,21600,21600,21600,▼200,－0.92%,21840,21125,20153,20518,2900,N/A
1993/06/04,21800,21800,21500,21800,▼200,－0.91%,21920,21060,20123,20503,750,N/A
1993/06/03,21800,22000,21800,22000,▲200,＋0.92%,21960,20965,20085,20479,4670,N/A
1993/06/02,22200,22200,21800,21800,▼200,－0.91%,21960,20860,20043,20456,200,N/A
1993/06/01,22000,22000,21000,22000,0.0,0.00%,21980,20765,20010,20432,15390,N/A
1993/05/31,21800,22000,21800,22000,0.0,0.00%,21960,20655,19977,20407,4500,N/A
1993/05/29,21400,22000,21000,22000,0.0,0.00%,21860,20555,19950,20382,2420,N/A
1993/05/27,22000,22100,22000,22000,▲100,＋0.46%,21680,20425,19923,20356,1100,N/A
1993/05/26,21900,22400,21200,21900,0.0,0.00%,21340,20300,19895,20333,15990,N/A
1993/05/25,21500,21900,21500,21900,▲400,＋1.86%,20940,20180,19870,20310,14840,N/A
1993/05/24,21400,21500,21000,21500,▲400,＋1.90%,20620,20060,19843,20288,6240,N/A
1993/05/22,20300,21200,20300,21100,▲800,＋3.94%,20300,19960,19825,20268,7960,N/A
1993/05/21,20000,20300,19100,20300,▲400,＋2.01%,20040,19880,19813,20254,3420,N/A
1993/05/20,20200,20200,19900,19900,▼400,－1.97%,19980,19840,19815,20243,1020,N/A
1993/05/19,19900,20300,19900,20300,▲400,＋2.01%,20020,19830,19825,20235,910,N/A
1993/05/18,19800,19900,19600,19900,▲100,＋0.51%,20080,19795,19828,20220,3380,N/A
1993/05/17,20000,20000,19800,19800,▼200,－1.00%,20160,19800,19838,20208,1100,N/A
1993/05/15,19700,20500,19700,20000,▼100,－0.50%,20180,19810,19850,20194,640,N/A
1993/05/14,20700,20700,19900,20100,▼500,－2.43%,20160,19820,19862,20182,2260,N/A
1993/05/13,20300,20700,20300,20600,▲300,＋1.48%,20120,19810,19877,20169,2730,N/A
1993/05/12,19900,20700,19900,20300,▲400,＋2.01%,19960,19765,19872,20153,5450,N/A
1993/05/11,19900,19900,19700,19900,0.0,0.00%,19900,19750,19872,20139,2070,N/A
1993/05/10,19600,19900,19600,19900,0.0,0.00%,19800,19730,19890,20127,1430,N/A
1993/05/08,19700,20600,19500,19900,▲100,＋0.51%,19720,19720,19923,20116,5510,N/A
1993/05/07,19800,19800,19600,19800,▼200,－1.00%,19640,19710,19958,20108,2250,N/A
1993/05/06,19600,20000,19600,20000,▲600,＋3.09%,19580,19705,19978,20095,5820,N/A
1993/05/04,19500,19600,19400,19400,▼100,－0.51%,19480,19690,20002,20082,1840,N/A
1993/05/03,19600,19600,19500,19500,0.0,0.00%,19500,19710,20028,20076,30,N/A
1993/05/01,19500,19500,19500,19500,0.0,0.00%,19500,19700,20052,20070,50,N/A
1993/04/30,19500,19500,19500,19500,0.0,0.00%,19540,19715,20070,20058,900,N/A
1993/04/29,19500,19700,19500,19500,0.0,0.00%,19560,19720,20082,20046,1200,N/A
1993/04/28,19500,19500,19500,19500,0.0,0.00%,19660,19740,20107,20041,530,N/A
1993/04/27,19700,19700,19500,19500,▼200,－1.02%,19760,19745,20123,20030,300,N/A
1993/04/26,20000,20000,19700,19700,▲100,＋0.51%,19900,19745,20148,20026,1020,N/A
1993/04/24,20000,20000,19500,19600,▼400,－2.00%,19940,19735,20175,20025,1570,N/A
1993/04/23,20000,20000,20000,20000,0.0,0.00%,19960,19740,20207,20027,3180,N/A
1993/04/22,20500,20500,20000,20000,▼200,－0.99%,19960,19705,20235,20018,3340,N/A
1993/04/21,20000,20200,20000,20200,▲300,＋1.51%,19860,19655,20263,20011,1010,N/A
1993/04/20,19900,20200,19900,19900,▲200,＋1.02%,19760,19610,20290,20002,5980,N/A
1993/04/19,19700,19700,19500,19700,▼300,－1.50%,19720,19580,20313,19995,270,N/A
1993/04/17,19500,20100,19500,20000,▲500,＋2.56%,19720,19570,20350,19988,250,N/A
1993/04/16,19700,19700,19500,19500,▼200,－1.02%,19660,19560,20368,19978,1100,N/A
1993/04/15,19700,19700,19700,19700,0.0,0.00%,19720,19560,20402,19970,100,N/A
1993/04/14,19800,20000,19700,19700,0.0,0.00%,19640,19550,20443,19963,4170,N/A
1993/04/13,19700,19900,19700,19700,0.0,0.00%,19660,19555,20487,19960,2320,N/A
1993/04/12,19800,19800,19400,19700,▼100,－0.51%,19640,19570,20532,19961,890,N/A
1993/04/10,19300,19800,19300,19800,▲500,＋2.59%,19680,19605,20593,19960,80,N/A
1993/04/09,19400,19600,19200,19300,▼500,－2.53%,19640,19635,20645,19953,4250,N/A
1993/04/08,19900,19900,19800,19800,▲200,＋1.02%,19680,19685,20690,19951,170,N/A
1993/04/07,19100,20000,19100,19600,▼300,－1.51%,19620,19715,20715,19944,780,N/A
1993/04/06,19700,20100,19700,19900,▲300,＋1.53%,19640,19750,20738,19938,2600,N/A
1993/04/03,19700,19700,19600,19600,▲100,＋0.51%,19520,19775,20748,19932,700,N/A
1993/04/02,19000,19700,19000,19500,0.0,0.00%,19400,19815,20765,19935,3560,N/A
1993/04/01,19700,19700,19500,19500,▼200,－1.02%,19360,19860,20792,19939,2150,N/A
1993/03/31,19100,19700,19100,19700,▲400,＋2.07%,19320,19910,20822,19943,1680,N/A
1993/03/30,19000,19300,19000,19300,▲300,＋1.58%,19280,19950,20833,19950,2620,N/A
1993/03/29,19000,19000,18700,19000,▼300,－1.55%,19380,20010,20847,19967,1640,N/A
1993/03/27,19300,19300,19300,19300,0.0,0.00%,19480,20085,20862,19978,0,N/A
1993/03/26,19000,19300,18900,19300,▼200,－1.03%,19520,20155,20865,19982,1700,N/A
1993/03/25,19800,19800,19500,19500,▼300,－1.52%,19620,20240,20872,19979,950,N/A
1993/03/24,19500,19800,19500,19800,▲300,＋1.54%,19720,20280,20883,19979,1050,N/A
1993/03/23,19500,19500,19500,19500,0.0,0.00%,19840,20305,20882,19979,430,N/A
1993/03/22,19800,19800,19500,19500,▼300,－1.52%,20020,20380,20873,19978,670,N/A
1993/03/20,19800,19800,19800,19800,▼200,－1.00%,20180,20500,20868,19971,100,N/A
1993/03/19,20000,20000,20000,20000,▼400,－1.96%,20300,20610,20853,19961,480,N/A
1993/03/18,20400,20400,20400,20400,0.0,0.00%,20360,20660,20837,19946,130,N/A
1993/03/17,20000,20400,20000,20400,▲100,＋0.49%,20360,20710,20813,19934,650,N/A
1993/03/16,19400,20300,19400,20300,▼100,－0.49%,20360,20740,20788,19925,190,N/A
1993/03/15,20000,20400,20000,20400,▲100,＋0.49%,20380,20770,20770,19918,1220,N/A
1993/03/13,20300,20300,20300,20300,▼100,－0.49%,20400,20780,20750,19906,0,N/A
1993/03/12,20400,20400,20400,20400,0.0,0.00%,20440,20775,20732,19895,2870,N/A
1993/03/11,20400,20400,20400,20400,0.0,0.00%,20460,20805,20712,19883,1200,N/A
1993/03/09,20400,20400,20400,20400,▼100,－0.49%,20480,20810,20695,19873,0,N/A
1993/03/08,20500,20500,20500,20500,0.0,0.00%,20540,20840,20672,19866,0,N/A
1993/03/06,20500,20500,20500,20500,0.0,0.00%,20640,20880,20645,19853,0,N/A
1993/03/05,20500,20500,20500,20500,0.0,0.00%,20600,20930,20612,19836,0,N/A
1993/03/04,20500,20500,20500,20500,▼200,－0.97%,20560,20990,20578,19823,10,N/A
1993/03/03,20700,20700,20700,20700,▼300,－1.43%,20660,21050,20538,19811,0,N/A
1993/03/02,21000,21000,21000,21000,▲700,＋3.45%,20900,21105,20502,19797,370,N/A
1993/02/27,20300,20300,20300,20300,0.0,0.00%,21100,21120,20462,19780,0,N/A
1993/02/26,20000,20300,20000,20300,▼700,－3.33%,21240,21200,20433,19769,70,N/A
1993/02/25,20900,21800,20900,21000,▼900,－4.11%,21460,21240,20407,19758,2290,N/A
1993/02/24,22100,22100,21900,21900,▼100,－0.45%,21460,21265,20363,19746,360,N/A
1993/02/23,21000,22000,21000,22000,▲1000,＋4.76%,21260,21280,20308,19726,4710,N/A
1993/02/22,20400,21300,20400,21000,▼400,－1.87%,20980,21295,20257,19699,2580,N/A
1993/02/20,21200,21400,21200,21400,▲400,＋1.90%,20820,21365,20212,19683,510,N/A
1993/02/19,20800,21500,20800,21000,▲100,＋0.48%,20740,21465,20162,19663,3650,N/A
1993/02/18,19600,20900,19600,20900,▲300,＋1.46%,20640,21560,20123,19650,40,N/A
1993/02/17,20700,20700,20400,20600,▲400,＋1.98%,20660,21615,20088,19638,1160,N/A
1993/02/16,20100,20900,20100,20200,▼800,－3.81%,20800,21650,20045,19625,620,N/A
1993/02/15,20500,21000,20500,21000,▲500,＋2.44%,21060,21690,20010,19608,220,N/A
1993/02/13,21000,21600,20500,20500,▼500,－2.38%,21200,21665,19975,19592,1010,N/A
1993/02/12,21000,21000,21000,21000,▼300,－1.41%,21440,21670,19937,19579,1030,N/A
1993/02/11,21700,21700,21300,21300,▼200,－0.93%,21600,21675,19903,19567,240,N/A
1993/02/10,21300,21700,21300,21500,▼200,－0.92%,21600,21675,19875,19546,1800,N/A
1993/02/09,21600,21700,21200,21700,0.0,0.00%,21680,21620,19847,19529,1510,N/A
1993/02/08,21700,21700,21700,21700,▼100,－0.46%,21560,21540,19802,19514,0,N/A
1993/02/06,21300,21800,21300,21800,▲500,＋2.35%,21520,21450,19758,19500,920,N/A
1993/02/05,21300,21900,21300,21300,▼600,－2.74%,21600,21335,19713,19493,180,N/A
1993/02/04,21200,21900,21200,21900,▲800,＋3.79%,21800,21255,19677,19491,2970,N/A
1993/02/03,21500,21500,21100,21100,▼400,－1.86%,21900,21170,19625,19480,810,N/A
1993/02/02,22200,22200,21500,21500,▼700,－3.15%,22360,21100,19587,19479,100,N/A
1993/02/01,21300,22300,21300,22200,▼100,－0.45%,22640,20975,19538,19479,5230,N/A
1993/01/30,22400,22400,22300,22300,▼100,－0.45%,22600,20825,19482,19466,70,N/A
1993/01/29,23000,23000,22400,22400,▼1000,－4.27%,22400,20655,19433,19445,2050,N/A
1993/01/28,22800,23400,22400,23400,▲500,＋2.18%,22120,20485,19390,19417,21250,N/A
1993/01/27,22000,22900,22000,22900,▲900,＋4.09%,21540,20265,19327,19377,38830,N/A
1993/01/26,21500,22300,21500,22000,▲700,＋3.29%,21080,20065,19262,19337,15590,N/A
1993/01/25,21000,21300,21000,21300,▲300,＋1.43%,20900,19925,19212,19298,14570,N/A
1993/01/21,20500,21300,20500,21000,▲500,＋2.44%,20900,19820,19173,19258,16130,N/A
1993/01/20,20200,20900,20200,20500,▼100,－0.49%,20780,19730,19137,19223,11840,N/A
1993/01/19,20100,20900,20100,20600,▼500,－2.37%,20700,19665,19115,19194,6990,N/A
1993/01/18,21400,21700,20800,21100,▼200,－0.94%,20560,19605,19105,19164,9720,N/A
1993/01/16,20600,21300,20600,21300,▲900,＋4.41%,20240,19500,19087,19131,13430,N/A
1993/01/15,20300,21000,20300,20400,▲300,＋1.49%,19920,19380,19065,19096,9380,N/A
1993/01/14,20100,20600,19900,20100,▲200,＋1.01%,19880,19285,19067,19068,23920,N/A
1993/01/13,19600,20200,19600,19900,▲400,＋2.05%,19800,19205,19087,19050,14820,N/A
1993/01/12,19800,19800,19300,19500,▼200,－1.02%,19620,19115,19093,19034,4330,N/A
1993/01/11,20200,20200,19700,19700,▼500,－2.48%,19560,19065,19098,19022,4340,N/A
1993/01/09,19900,20300,19900,20200,▲500,＋2.54%,19400,19010,19087,19008,7290,N/A
1993/01/08,19100,19700,18800,19700,▲700,＋3.68%,19160,18930,19075,18989,10950,N/A
1993/01/07,19200,19200,19000,19000,▼200,－1.04%,19020,18880,19077,18975,5450,N/A
1993/01/06,19200,19200,19200,19200,▲300,＋1.59%,19000,18850,19083,18969,10,N/A
1993/01/05,19200,19200,18900,18900,▼100,－0.53%,19000,18820,19073,18957,2800,N/A
1993/01/04,19100,19100,18900,19000,0.0,0.00%,19060,18820,19068,18949,1570,N/A
1992/12/28,19000,19400,18900,19000,▲100,＋0.53%,19100,18785,19055,18941,12330,N/A
1992/12/26,19200,19200,18900,18900,▼300,－1.56%,19140,18755,19055,18933,7970,N/A
1992/12/24,19500,20000,18700,19200,0.0,0.00%,19240,18745,19062,18928,5680,N/A
1992/12/23,18600,19200,18600,19200,0.0,0.00%,19200,18725,19067,18922,1810,N/A
1992/12/22,19200,19200,19200,19200,0.0,0.00%,19140,18665,19062,18911,0,N/A
1992/12/21,19400,19400,19100,19200,▼200,－1.03%,19000,18610,19058,18897,3300,N/A
1992/12/19,18200,19400,18200,19400,▲400,＋2.11%,18860,18595,19055,18887,90,N/A
1992/12/17,18900,19000,18900,19000,▲100,＋0.53%,18600,18535,19052,18875,3030,N/A
1992/12/16,18500,18900,18500,18900,▲400,＋2.16%,18500,18535,19060,18867,3700,N/A
1992/12/15,18300,18500,18200,18500,0.0,0.00%,18440,18570,19062,18861,4430,N/A
1992/12/14,18200,18500,18100,18500,▲400,＋2.21%,18460,18635,19060,18857,2980,N/A
1992/12/12,18100,18100,18100,18100,▼400,－2.16%,18500,18660,19068,18851,100,N/A
1992/12/11,18500,18500,18500,18500,▼100,－0.54%,18560,18710,19083,18848,0,N/A
1992/12/10,18600,18600,18500,18600,0.0,0.00%,18580,18740,19092,18847,1500,N/A
1992/12/09,18600,18600,18600,18600,▼100,－0.53%,18640,18765,19098,18846,0,N/A
1992/12/08,18100,18700,18100,18700,▲300,＋1.63%,18580,18775,19105,18845,490,N/A
1992/12/07,18000,18500,18000,18400,▼200,－1.08%,18520,18780,19110,18846,5590,N/A
1992/12/05,18600,18600,18600,18600,▼300,－1.59%,18580,18790,19128,18851,190,N/A
1992/12/04,18500,19100,18400,18900,▲600,＋3.28%,18620,18800,19143,18857,34310,N/A
1992/12/03,18600,18600,18100,18300,▼100,－0.54%,18440,18825,19142,18861,3130,N/A
1992/12/02,18800,18800,18400,18400,▼300,－1.60%,18400,18900,19155,18874,3100,N/A
1992/12/01,18800,19200,18400,18700,▼100,－0.53%,18500,18960,19163,18881,5020,N/A
1992/11/30,18100,18800,18100,18800,▲800,＋4.44%,18400,18975,19177,18888,12600,N/A
1992/11/28,17900,18200,17900,18000,▼100,－0.55%,18440,18985,19188,18894,1000,N/A
1992/11/27,18200,18200,18100,18100,▼800,－4.23%,18760,19035,19205,18908,280,N/A
1992/11/26,18200,18900,18000,18900,▲700,＋3.85%,19100,19070,19207,18923,23870,N/A
1992/11/25,18400,18900,18200,18200,▼800,－4.21%,19120,19085,19208,18933,8110,N/A
1992/11/24,19600,19600,19000,19000,▼600,－3.06%,19300,19175,19222,18948,300,N/A
1992/11/23,19600,19600,19600,19600,▼200,－1.01%,19320,19225,19230,18956,60,N/A
1992/11/21,19000,19800,19000,19800,▲800,＋4.21%,19220,19245,19217,18956,6520,N/A
1992/11/20,19000,19000,18500,19000,▼100,－0.52%,19020,19280,19212,18954,21730,N/A
1992/11/19,18700,19100,18700,19100,0.0,0.00%,18980,19395,19227,18961,1100,N/A
1992/11/18,19100,19100,19100,19100,0.0,0.00%,18880,19455,19242,18967,0,N/A
1992/11/17,18800,19100,18800,19100,▲300,＋1.60%,18820,19490,19273,18974,1770,N/A
1992/11/16,18800,18800,18800,18800,0.0,0.00%,18880,19485,19305,18985,140,N/A
1992/11/14,18800,18800,18800,18800,▲200,＋1.08%,19080,19520,19335,18998,2160,N/A
1992/11/13,18600,18600,18600,18600,▼200,－1.06%,19240,19570,19372,19013,500,N/A
1992/11/12,18800,18800,18800,18800,▼600,－3.09%,19320,19610,19420,19034,0,N/A
1992/11/11,19400,19400,19400,19400,▼400,－2.02%,19360,19600,19450,19054,500,N/A
1992/11/10,19800,19800,19800,19800,▲200,＋1.02%,19280,19560,19457,19070,10,N/A
1992/11/09,19000,19600,19000,19600,▲600,＋3.16%,19080,19480,19443,19082,3010,N/A
1992/11/07,19000,19000,19000,19000,0.0,0.00%,19000,19450,19427,19098,0,N/A
1992/11/06,19000,19000,19000,19000,0.0,0.00%,19200,19465,19412,19123,0,N/A
1992/11/05,19000,19000,19000,19000,▲200,＋1.06%,19400,19490,19383,19143,700,N/A
1992/11/04,18800,18800,18800,18800,▼400,－2.08%,19600,19485,19342,19161,110,N/A
1992/11/03,19200,19200,19200,19200,▼800,－4.00%,19940,19495,19310,19181,10,N/A
1992/11/02,20000,20000,20000,20000,0.0,0.00%,20360,19485,19273,19198,610,N/A
1992/10/31,20000,20000,20000,20000,0.0,0.00%,20420,19445,19223,19211,50,N/A
1992/10/30,20300,20300,20000,20000,▼500,－2.44%,20380,19420,19175,19221,5250,N/A
1992/10/29,20300,21300,20300,20500,▼800,－3.76%,20180,19370,19127,19231,4030,N/A
1992/10/28,21300,21300,21300,21300,▲1000,＋4.93%,19980,19265,19070,19237,2000,N/A
1992/10/27,20300,20300,20300,20300,▲500,＋2.53%,19680,19150,19013,19238,600,N/A
1992/10/26,19300,19800,19300,19800,▲800,＋4.21%,19500,19085,18975,19251,5910,N/A
1992/10/24,18700,19000,18700,19000,▼500,－2.56%,19260,19045,18945,19262,1510,N/A
1992/10/23,19500,19500,19500,19500,▼300,－1.52%,19180,19045,18928,19283,200,N/A
1992/10/22,19800,19800,19800,19800,▲400,＋2.06%,18920,19020,18903,19304,2700,N/A
1992/10/21,18600,19400,18600,19400,▲800,＋4.30%,18760,18980,18873,19331,3140,N/A
1992/10/20,18600,18600,18600,18600,0.0,0.00%,18740,18985,18855,19354,920,N/A
1992/10/19,18600,18600,18600,18600,▲400,＋2.20%,18920,19030,18840,19393,180,N/A
1992/10/17,19000,19000,18200,18200,▼800,－4.21%,18980,19040,18830,19428,320,N/A
1992/10/16,19000,19000,19000,19000,▼300,－1.55%,19140,19085,18827,19458,250,N/A
1992/10/15,19500,19500,19000,19300,▼200,－1.03%,19140,19080,18810,19488,670,N/A
1992/10/14,18900,19500,18900,19500,▲600,＋3.17%,19120,19090,18793,19523,3020,N/A
1992/10/13,18900,18900,18900,18900,▼100,－0.53%,19120,19090,18777,19560,30,N/A
1992/10/12,18500,19000,18400,19000,0.0,0.00%,19140,19095,18760,19594,660,N/A
1992/10/10,18400,19000,18400,19000,▼200,－1.04%,19020,19055,18735,19628,490,N/A
1992/10/09,19200,19200,19200,19200,▼300,－1.54%,19020,19055,18718,19666,0,N/A
1992/10/08,19000,19500,19000,19500,▲500,＋2.63%,18980,19045,18698,19702,390,N/A
1992/10/07,19000,19000,19000,19000,▲600,＋3.26%,18880,19045,18673,19728,300,N/A
1992/10/06,18200,18400,18200,18400,▼600,－3.16%,18880,19035,18660,19758,310,N/A
1992/10/05,19000,19000,19000,19000,0.0,0.00%,19000,19090,18653,19800,0,N/A
1992/10/02,19000,19000,19000,19000,0.0,0.00%,19000,19135,18633,19837,0,N/A
1992/10/01,19000,19000,19000,19000,0.0,0.00%,19100,19185,18613,19870,0,N/A
1992/09/30,19000,19000,19000,19000,0.0,0.00%,19200,19285,18602,19908,0,N/A
1992/09/29,18200,19000,18200,19000,0.0,0.00%,19160,19385,18593,19943,100,N/A
1992/09/28,19000,19000,19000,19000,▼500,－2.56%,19180,19465,18585,19981,1600,N/A
1992/09/26,19500,19500,19500,19500,0.0,0.00%,19160,19565,18582,20013,0,N/A
1992/09/25,18900,19500,18900,19500,▲700,＋3.72%,19160,19665,18573,20033,380,N/A
1992/09/24,18800,18800,18800,18800,▼300,－1.57%,19160,19720,18570,20055,2600,N/A
1992/09/23,19100,19100,19100,19100,▲200,＋1.06%,19200,19770,18580,20090,30,N/A
1992/09/22,18900,18900,18900,18900,▼600,－3.08%,19020,19765,18593,20118,20,N/A
1992/09/21,19500,19500,19500,19500,0.0,0.00%,19040,19750,18598,20157,0,N/A
1992/09/19,19500,19500,19500,19500,▲500,＋2.63%,18940,19680,18598,20190,10,N/A
1992/09/18,19000,19000,19000,19000,▲800,＋4.40%,18940,19570,18600,20223,20,N/A
1992/09/17,18200,18200,18200,18200,▼800,－4.21%,18900,19445,18610,20255,100,N/A
1992/09/16,19000,19000,19000,19000,0.0,0.00%,19160,19380,18640,20302,0,N/A
1992/09/15,19000,19000,19000,19000,▼500,－2.56%,19340,19280,18657,20342,1190,N/A
1992/09/14,18800,19500,18800,19500,▲700,＋3.72%,19540,19180,18673,20380,960,N/A
1992/09/09,18800,18800,18800,18800,▼700,－3.59%,19840,19060,18682,20414,160,N/A
1992/09/08,19300,19500,19300,19500,▼400,－2.01%,20280,18975,18695,20455,1210,N/A
1992/09/07,19100,20500,19100,19900,▼100,－0.50%,20500,18855,18697,20491,3590,N/A
1992/09/05,20000,20000,20000,20000,▼1000,－4.76%,20720,18755,18695,20523,1000,N/A
1992/09/04,21000,21000,21000,21000,0.0,0.00%,21020,18655,18692,20556,0,N/A
1992/09/03,19600,21000,19600,21000,▲400,＋1.94%,20940,18505,18675,20574,2860,N/A
1992/09/02,20600,20600,20600,20600,▼400,－1.90%,20700,18355,18665,20587,400,N/A
1992/09/01,21000,21000,21000,21000,▼500,－2.33%,20380,18225,18662,20608,0,N/A
1992/08/31,21500,21500,21500,21500,▲900,＋4.37%,19900,18075,18653,20633,1000,N/A
1992/08/29,19800,20600,19800,20600,▲800,＋4.04%,19220,17915,18648,20648,3860,N/A
1992/08/28,19200,19800,19200,19800,▲800,＋4.21%,18560,17770,18658,20670,7550,N/A
1992/08/27,17800,19000,17800,19000,▲400,＋2.15%,17900,17680,18683,20699,4730,N/A
1992/08/26,18300,18700,18300,18600,▲500,＋2.76%,17480,17630,18720,20743,2360,N/A
1992/08/25,17900,18100,17900,18100,▲800,＋4.62%,17160,17600,18768,20787,1500,N/A
1992/08/24,16500,17300,16400,17300,▲800,＋4.85%,16940,17610,18833,20838,10320,N/A
1992/08/22,16500,16900,16500,16500,▼400,－2.37%,16900,17670,18902,20893,1060,N/A
1992/08/21,16900,16900,16900,16900,▼100,－0.59%,17020,17740,18980,20953,60,N/A
