[일시]한진,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/28,28050,28050,27600,27600,▼200,－0.72%,27500,28695,29159,31184,23276,1655237
2017/11/27,27900,28150,27550,27800,0.0,0.00%,27470,28750,29211,31214,64006,1656421
2017/11/24,27300,28300,27100,27800,▲600,＋2.21%,27420,28785,29261,31238,72479,1662547
2017/11/23,27150,27350,26950,27200,▲100,＋0.37%,27370,28865,29280,31253,47269,1663102
2017/11/22,27350,27500,27000,27100,▼350,－1.28%,27440,28933,29307,31272,61294,1672035
2017/11/21,27600,27650,27000,27450,▼100,－0.36%,27460,28975,29343,31300,68604,1678915
2017/11/20,27700,27800,27450,27550,0.0,0.00%,28020,29028,29369,31325,31263,1677650
2017/11/17,27850,27850,27500,27550,0.0,0.00%,28610,29118,29405,31347,60615,1683410
2017/11/16,27150,27750,27100,27550,▲350,＋1.29%,29300,29210,29443,31365,92861,1683683
2017/11/15,29500,29800,26850,27200,▼3050,－10.08%,29950,29283,29481,31380,689444,1644038
2017/11/14,30500,30500,29550,30250,▼250,－0.82%,30810,29315,29543,31402,73897,1748380
2017/11/13,31000,31300,30000,30500,▼500,－1.61%,30840,29248,29558,31393,55013,1749200
2017/11/10,30450,31300,30450,31000,▲200,＋0.65%,30530,29175,29582,31386,60376,1752912
2017/11/09,31800,31800,30450,30800,▼700,－2.22%,30020,29053,29612,31373,70696,1764399
2017/11/08,30600,31550,30150,31500,▲1100,＋3.62%,29630,28963,29643,31374,189284,1777301
2017/11/07,28950,30700,28700,30400,▲1450,＋5.01%,29010,28893,29667,31369,130968,1751729
2017/11/06,28300,29050,28050,28950,▲500,＋1.76%,28670,28885,29695,31373,86631,1742943
2017/11/03,28850,28950,28050,28450,▼400,－1.39%,28580,28933,29738,31397,49605,1720258
2017/11/02,28250,29100,28050,28850,▲450,＋1.58%,28770,28985,29813,31410,82005,1737927
2017/11/01,28800,28850,28050,28400,▼300,－1.05%,28710,28975,29865,31422,67407,1718152
2017/10/31,28500,28850,28200,28700,▲200,＋0.70%,28620,28898,29918,31438,98530,1721421
2017/10/30,29800,29850,27900,28500,▼900,－3.06%,28580,28818,29957,31452,189245,1681244
2017/10/27,28750,29650,28450,29400,▲850,＋2.98%,28750,28768,30012,31470,188141,1689760
2017/10/26,27900,28750,27650,28550,▲600,＋2.15%,28750,28743,30048,31479,42710,1663275
2017/10/25,28400,28750,27800,27950,▼550,－1.93%,28840,28773,30106,31472,64917,1657361
2017/10/24,29150,29350,28400,28500,▼850,－2.90%,28820,28883,30182,31465,54066,1651815
2017/10/23,29650,29650,29100,29350,▼50,－0.17%,28900,28958,30246,31455,17775,1647471
2017/10/20,28900,29450,28600,29400,▲400,＋1.38%,28840,29038,30293,31440,39669,1647398
2017/10/19,27800,29150,27750,29000,▲1150,＋4.13%,28670,29118,30352,31426,58733,1638262
2017/10/18,28850,28850,27650,27850,▼1050,－3.63%,28670,29228,30424,31416,79675,1639219
2017/10/17,28750,29300,28650,28900,▼150,－0.52%,29120,29353,30523,31418,8607,1645906
2017/10/16,28750,29100,28100,29050,▲500,＋1.75%,29390,29395,30584,31410,26936,1652687
2017/10/13,28900,29250,28200,28550,▼450,－1.55%,29560,29438,30658,31405,38275,1636764
2017/10/12,29750,30150,28850,29000,▼1100,－3.65%,29750,29508,30729,31403,80360,1635883
2017/10/11,29850,30200,29250,30100,▼150,－0.50%,29680,29538,30793,31394,46795,1665151
2017/10/10,30000,30300,29700,30250,▲350,＋1.17%,29030,29518,30843,31368,27888,1654549
2017/09/29,29550,30250,29550,29900,▲400,＋1.36%,28400,29518,30911,31351,28820,1647325
2017/09/28,28750,29800,28250,29500,▲850,＋2.97%,27920,29568,30975,31330,51579,1640726
2017/09/27,27000,28700,26900,28650,▲1800,＋6.70%,27800,29620,31057,31310,60486,1639161
2017/09/26,26900,27500,26650,26850,▼250,－0.92%,27900,29720,31145,31297,81872,1626283
2017/09/25,27250,27800,27050,27100,▼400,－1.45%,28560,29885,31276,31293,48321,1613822
2017/09/22,28850,28900,27350,27500,▼1400,－4.84%,29140,30065,31438,31280,140756,1619749
2017/09/21,29250,29350,28400,28900,▼250,－0.86%,29830,30230,31585,31268,40388,1623629
2017/09/20,30000,30400,28950,29150,▼1000,－3.32%,30250,30233,31692,31245,65185,1630123
2017/09/19,30000,30550,29900,30150,▲150,＋0.50%,30660,30215,31806,31220,26511,1657318
2017/09/18,31000,31050,30000,30000,▼950,－3.07%,30700,30170,31912,31186,32901,1649833
2017/09/15,31000,31000,30550,30950,▼50,－0.16%,30650,30123,32017,31155,22228,1646389
2017/09/14,30900,31800,30650,31000,▼200,－0.64%,30440,30060,32108,31114,44507,1644455
2017/09/13,30250,31200,30200,31200,▲850,＋2.80%,30230,30003,32203,31067,47563,1647115
2017/09/12,29900,30450,29700,30350,▲600,＋2.02%,29910,29933,32297,31018,30056,1628978
2017/09/11,29900,30500,29750,29750,▼150,－0.50%,29780,29960,32425,30972,36424,1633166
2017/09/08,30200,30250,29550,29900,▼50,－0.17%,29880,30033,32558,30932,21901,1626592
2017/09/07,29950,30400,29850,29950,▲350,＋1.18%,30080,30133,32670,30893,38335,1625016
2017/09/06,29850,29850,29300,29600,▼100,－0.34%,30200,30275,32773,30852,21661,1616895
2017/09/05,30450,30500,29550,29700,▼550,－1.82%,30410,30430,32858,30819,41624,1616985
2017/09/04,29800,30300,29800,30250,▼650,－2.10%,30500,30590,32931,30787,33090,1614883
2017/09/01,30750,31050,30300,30900,▲350,＋1.15%,30590,30683,32982,30752,44770,1622384
2017/08/31,30900,30900,29900,30550,▼100,－0.33%,30570,30713,33038,30712,37403,1611620
2017/08/30,30350,31200,30350,30650,▲500,＋1.66%,30250,30835,33103,30673,44240,1609547
2017/08/29,30500,30500,29800,30150,▼550,－1.79%,29880,30900,33158,30636,51969,1590382
2017/08/28,31100,31100,30300,30700,▼100,－0.32%,29700,30970,33209,30606,37283,1602045
2017/08/25,29000,31200,29000,30800,▲1850,＋6.39%,29370,30988,33217,30568,88185,1611203
2017/08/24,28800,29350,28800,28950,▲150,＋0.52%,29150,31038,33214,30533,23569,1590274
2017/08/23,29250,29250,28800,28800,▼450,－1.54%,29330,31170,33225,30517,27377,1589145
2017/08/22,29050,29250,28850,29250,▲200,＋0.69%,29530,31330,33237,30505,24510,1591348
2017/08/21,29750,29850,28800,29050,▼650,－2.19%,29860,31493,33258,30493,72580,1589543
2017/08/18,29800,29850,29200,29700,▼150,－0.50%,30290,31658,33281,30489,39378,1588869
2017/08/17,29800,30300,29700,29850,▲50,＋0.17%,30730,31783,33289,30471,29571,1591272
2017/08/16,31000,31300,29450,29800,▼1100,－3.56%,31320,31935,33286,30453,133120,1596638
2017/08/14,31400,31750,30900,30900,▼300,－0.96%,31900,32113,33279,30432,32995,1605265
2017/08/11,31500,32400,31100,31200,▼700,－2.19%,32300,32258,33261,30405,61435,1596464
2017/08/10,32700,32800,31600,31900,▼900,－2.74%,32480,32325,33228,30376,38958,1604109
2017/08/09,32700,32800,31700,32800,▲100,＋0.31%,32400,32405,33191,30345,67173,1606726
2017/08/08,33150,33200,32400,32700,▼200,－0.61%,32440,32405,33133,30303,36407,1616533
2017/08/07,32000,33100,31800,32900,▲800,＋2.49%,32290,32413,33105,30261,47958,1618923
2017/08/04,31650,32100,31350,32100,▲600,＋1.90%,32020,32420,33071,30218,41070,1624440
2017/08/03,33300,33350,31100,31500,▼1500,－4.55%,31810,32533,33051,30187,83672,1623831
2017/08/02,32050,33250,31800,33000,▲1050,＋3.29%,31870,32645,33056,30159,76704,1649127
2017/08/01,31550,32000,31200,31950,▲400,＋1.27%,31590,32715,33006,30121,44313,1663581
2017/07/31,31050,31650,31000,31550,▲500,＋1.61%,31600,32815,32979,30085,90401,1660193
2017/07/28,31950,31950,31000,31050,▼750,－2.36%,31790,32973,32958,30053,45342,1666082
2017/07/27,31500,32100,31400,31800,▲200,＋0.63%,32050,33260,32947,30025,38002,1658825
2017/07/26,32200,32200,31400,31600,▼400,－1.25%,32130,33488,32928,29996,57429,1655522
2017/07/25,32500,32600,31850,32000,▼500,－1.54%,32390,33673,32910,29970,57607,1657246
2017/07/24,32200,32600,32000,32500,▲150,＋0.46%,32660,33873,32838,29943,31432,1648154
2017/07/21,32200,32400,31900,32350,▲150,＋0.47%,32920,34073,32749,29910,37613,1638195
2017/07/20,33050,33100,31900,32200,▼700,－2.13%,32960,34270,32665,29887,83130,1630748
2017/07/19,33350,33800,32700,32900,▼450,－1.35%,33220,34483,32587,29863,64703,1641249
2017/07/18,33800,34250,32850,33350,▼450,－1.33%,33200,34670,32500,29834,66660,1641205
2017/07/17,32550,34200,32400,33800,▲1250,＋3.84%,33100,34845,32408,29809,41769,1648509
2017/07/14,33900,33900,32200,32550,▼950,－2.84%,32950,35058,32312,29786,40596,1625866
2017/07/13,32800,33750,32800,33500,▲700,＋2.13%,33310,35315,32237,29770,42503,1627110
2017/07/12,32800,33200,32650,32800,▼50,－0.15%,33360,35473,32153,29746,27876,1635768
2017/07/11,33100,33300,32250,32850,▼200,－0.61%,33680,35638,32076,29732,54533,1633271
2017/07/10,34150,34250,32800,33050,▼1300,－3.78%,33900,35730,31995,29722,69349,1619394
2017/07/07,33750,34600,33600,34350,▲600,＋1.78%,34230,35783,31894,29705,41876,1626704
2017/07/06,34000,34300,33450,33750,▼650,－1.89%,34720,35730,31791,29678,45460,1625804
2017/07/05,33950,34550,33600,34400,▲450,＋1.33%,35240,35755,31684,29646,86773,1624007
2017/07/04,34950,35000,33750,33950,▼750,－2.16%,35420,35760,31563,29608,57958,1622549
2017/07/03,36750,36750,34400,34700,▼2100,－5.71%,35830,35758,31449,29555,97616,1604315
2017/06/30,36200,36900,35750,36800,▲450,＋1.24%,36190,35685,31309,29495,51665,1618431
2017/06/29,35400,36550,35400,36350,▲1050,＋2.97%,36090,35403,31123,29417,146874,1627846
2017/06/28,35950,36050,35100,35300,▼700,－1.94%,36110,35118,30952,29342,96102,1620684
2017/06/27,36500,36500,35800,36000,▼500,－1.37%,36380,34833,30799,29288,82158,1601648
2017/06/26,36300,36900,35800,36500,▲200,＋0.55%,36550,34508,30635,29218,85851,1599883
2017/06/23,36450,36700,36050,36300,▼150,－0.41%,36860,34210,30461,29144,70298,1593736
2017/06/22,36900,37100,35950,36450,▼200,－0.55%,37140,33915,30293,29065,73836,1587140
2017/06/21,36850,37150,36300,36650,▼200,－0.54%,37180,33603,30120,28986,74529,1576588
2017/06/20,38050,38050,36800,36850,▼1200,－3.15%,37070,33253,29932,28910,120290,1564561
2017/06/19,37500,38300,36750,38050,▲350,＋0.93%,36640,32880,29739,28838,158929,1580905
2017/06/16,36700,37700,36100,37700,▲1050,＋2.86%,35850,32468,29519,28756,182665,1587621
2017/06/15,36600,37150,35650,36650,▲550,＋1.52%,34970,32045,29307,28678,262566,1595181
2017/06/14,35300,36700,35250,36100,▲1400,＋4.03%,34490,31695,29115,28611,270410,1628975
2017/06/13,33750,35350,33750,34700,▲600,＋1.76%,34170,31358,28931,28551,139971,1678510
2017/06/12,33250,34550,32900,34100,▲800,＋2.40%,34010,31173,28780,28503,170656,1681101
2017/06/09,34300,34300,33250,33300,▼950,－2.77%,33840,31010,28643,28464,172993,1665204
2017/06/08,34800,34900,33700,34250,▼250,－0.72%,33410,30890,28523,28435,108117,1660849
2017/06/07,34100,35500,33750,34500,▲600,＋1.77%,32690,30768,28386,28397,137433,1669452
2017/06/05,33300,33950,33050,33900,▲650,＋1.95%,31710,30543,28243,28353,118984,1647795
2017/06/02,31050,33750,31050,33250,▲2100,＋6.74%,30830,30365,28114,28312,335944,1633930
2017/06/01,30700,31150,30150,31150,▲500,＋1.63%,30290,30218,28003,28269,64879,1572528
2017/05/31,29900,30700,29850,30650,▲1050,＋3.55%,30140,30178,27919,28233,100830,1573256
2017/05/30,29400,29700,29000,29600,▲100,＋0.34%,30050,30180,27853,28201,51852,1552884
2017/05/29,30600,30650,29400,29500,▼1050,－3.44%,30060,30225,27809,28183,92111,1542404
2017/05/26,30700,30800,30250,30550,▲150,＋0.49%,30040,30135,27774,28167,67445,1549309
2017/05/25,30400,30550,30100,30400,▲200,＋0.66%,29890,29965,27728,28136,61735,1547847
2017/05/24,29650,30400,29350,30200,▲550,＋1.85%,29660,29810,27697,28110,77838,1546372
2017/05/23,29600,29650,29000,29650,▲250,＋0.85%,29550,29675,27653,28087,78182,1558668
2017/05/22,29800,29900,29350,29400,▼400,－1.34%,29490,29578,27620,28071,49527,1556171
2017/05/19,29500,29850,29350,29800,▲550,＋1.88%,29810,29498,27585,28054,49265,1559185
2017/05/18,29200,29400,28650,29250,▼400,－1.35%,30020,29410,27548,28045,84402,1556881
2017/05/17,29400,29700,28650,29650,▲300,＋1.02%,30350,29350,27524,28045,133281,1566109
2017/05/16,30600,30700,29200,29350,▼1650,－5.32%,30780,29290,27500,28043,186091,1567440
2017/05/15,30950,31200,30500,31000,▲150,＋0.49%,30910,29233,27473,28042,79347,1581476
2017/05/12,30900,31200,30600,30850,▼50,－0.16%,30780,29083,27418,28029,78493,1593845
2017/05/11,31950,31950,30400,30900,▼900,－2.83%,30670,28890,27366,28009,179116,1581201
2017/05/10,30000,31850,29800,31800,▲1800,＋6.00%,30560,28753,27323,27990,211019,1625727
2017/05/08,30400,30450,29700,30000,▼350,－1.15%,30340,28530,27262,27958,74864,1596196
2017/05/04,30050,30350,29650,30350,▲50,＋0.17%,30440,28385,27236,27945,109906,1592233
2017/05/02,30350,30550,29600,30300,▼50,－0.16%,29910,28225,27190,27927,60397,1586174
2017/04/28,30900,31100,29950,30350,▼350,－1.14%,29280,28025,27148,27914,89272,1591126
2017/04/27,30450,30950,29850,30700,▲200,＋0.66%,28670,27790,27103,27901,186038,1599560
2017/04/26,27950,31200,27700,30500,▲2800,＋10.11%,28030,27558,27064,27886,448262,1615744
2017/04/25,27450,28150,27200,27700,▲550,＋2.03%,27470,27340,27030,27869,137005,1522941
2017/04/24,27300,28000,27050,27150,▼150,－0.55%,27490,27263,27048,27866,98238,1506008
2017/04/21,27600,27600,27000,27300,▼200,－0.73%,27670,27208,27072,27885,77391,1509372
2017/04/20,27750,28000,27300,27500,▼200,－0.72%,27820,27153,27108,27903,50889,1508171
2017/04/19,27850,27950,27250,27700,▼100,－0.36%,28010,27083,27140,27922,39469,1506616
2017/04/18,28050,28050,27300,27800,▼250,－0.89%,28110,26965,27168,27940,66392,1506188
2017/04/17,28350,28350,27800,28050,0.0,0.00%,28150,26840,27210,27958,31330,1508090
2017/04/14,28400,28500,27650,28050,▼400,－1.41%,27940,26680,27261,27973,58601,1499496
2017/04/13,28250,28850,27900,28450,▲250,＋0.89%,27960,26525,27303,28001,109426,1546224
2017/04/12,27900,28550,27850,28200,▲200,＋0.71%,27740,26360,27339,28026,96949,1526604
2017/04/11,26950,28250,26900,28000,▲1000,＋3.70%,27520,26203,27388,28053,128864,1528293
2017/04/10,28100,28100,26850,27000,▼1150,－4.09%,27350,26085,27449,28082,72755,1514956
2017/04/07,27450,28150,27300,28150,▲800,＋2.93%,27210,26030,27515,28117,105445,1527844
2017/04/06,26800,27350,26800,27350,▲250,＋0.92%,26710,25925,27564,28143,69741,1509241
2017/04/05,27150,27400,26800,27100,▼50,－0.18%,26450,25860,27608,28175,83558,1491163
2017/04/04,26350,27200,26350,27150,▲850,＋3.23%,26260,25800,27653,28195,127632,1487130
2017/04/03,25650,26450,25650,26300,▲650,＋2.53%,26060,25753,27660,28213,157825,1476058
2017/03/31,25800,26050,25200,25650,▼400,－1.54%,26010,25765,27680,28235,190511,1443387
2017/03/30,26150,26300,25450,26050,▼100,－0.38%,26120,25790,27711,28263,80087,1442875
2017/03/29,26350,26350,25800,26150,0.0,0.00%,26130,25820,27733,28286,55326,1445023
2017/03/28,26100,26450,26050,26150,▲100,＋0.38%,25970,25863,27777,28293,60336,1412921
2017/03/27,26200,26750,26000,26050,▼150,－0.57%,25800,25925,27802,28301,89134,1394820
2017/03/24,26000,26200,25750,26200,▲100,＋0.38%,25560,26013,27827,28309,71760,1392459
2017/03/23,25350,26200,25350,26100,▲750,＋2.96%,25310,26128,27837,28322,135711,1374345
2017/03/22,25000,25350,24950,25350,▲50,＋0.20%,25120,26203,27852,28339,63913,1371585
2017/03/21,24800,25350,24800,25300,▲450,＋1.81%,25060,26318,27888,28360,82530,1385771
2017/03/20,25050,25050,24400,24850,▼100,－0.40%,25130,26418,27936,28387,76078,1372589
2017/03/17,25250,25400,24650,24950,▼200,－0.80%,25340,26555,27993,28414,137006,1367864
2017/03/16,25000,25750,25000,25150,▲100,＋0.40%,25560,26698,28048,28449,44713,1359434
2017/03/15,25600,25600,24950,25050,▼600,－2.34%,25740,26850,28107,28481,109250,1354010
2017/03/14,25900,26000,25450,25650,▼250,－0.97%,25910,26983,28172,28507,67398,1362459
2017/03/13,25900,26150,25750,25900,▼150,－0.58%,26020,27085,28227,28523,38633,1366003
2017/03/10,26050,26100,25600,26050,0.0,0.00%,26150,27178,28285,28535,52644,1370018
2017/03/09,25800,26350,25700,26050,▲150,＋0.58%,26170,27293,28348,28549,77230,1380261
2017/03/08,26300,26300,25750,25900,▼300,－1.15%,26290,27395,28408,28561,53897,1382562
2017/03/07,26550,26550,26000,26200,▼350,－1.32%,26510,27523,28463,28578,45917,1391954
2017/03/06,25900,26550,25600,26550,▲400,＋1.53%,26750,27593,28510,28587,77469,1398082
2017/03/03,26700,26700,25950,26150,▼500,－1.88%,27000,27653,28536,28595,116893,1399207
2017/03/02,27050,27150,26500,26650,▼350,－1.30%,27470,27730,28548,28620,93415,1419240
2017/02/28,27300,27350,26800,27000,▼400,－1.46%,27660,27815,28550,28642,114095,1417410
2017/02/27,27750,27850,27250,27400,▼400,－1.44%,27790,27888,28556,28677,59474,1422103
2017/02/24,28600,28900,27700,27800,▼700,－2.46%,27770,27955,28560,28713,59689,1442355
2017/02/23,27600,28900,27600,28500,▲900,＋3.26%,27730,27995,28544,28791,114733,1452257
2017/02/22,27650,27850,27500,27600,▼50,－0.18%,27590,28045,28524,28867,38531,1417367
2017/02/21,27200,27700,27150,27650,▲350,＋1.28%,27710,28135,28520,28927,60843,1414629
2017/02/20,27550,27700,27100,27300,▼300,－1.09%,27720,28223,28523,28994,69191,1398290
2017/02/17,27800,27950,27550,27600,▼200,－0.72%,27800,28373,28523,29065,42252,1402657
2017/02/16,28000,28050,27500,27800,▼400,－1.42%,27830,28548,28541,29134,47826,1408146
2017/02/15,27650,28300,27650,28200,▲500,＋1.81%,27940,28685,28566,29193,66600,1403496
2017/02/14,27700,27700,27400,27700,0.0,0.00%,27920,28808,28586,29247,32376,1406879
2017/02/13,27700,27850,27250,27700,▼50,－0.18%,28070,28980,28612,29314,65322,1407928
2017/02/10,28100,28350,27550,27750,▼600,－2.12%,28050,29178,28641,29365,77014,1393602
2017/02/09,28100,28400,27800,28350,▲250,＋0.89%,28050,29338,28652,29398,20596,1385852
2017/02/08,28450,28550,27650,28100,▼350,－1.23%,27920,29475,28657,29420,53787,1379925
2017/02/07,27700,28500,27300,28450,▲850,＋3.08%,27970,29570,28655,29448,111844,1389334
2017/02/06,27650,27900,27550,27600,▼150,－0.54%,27970,29638,28655,29468,28368,1420707
2017/02/03,27850,27900,27500,27750,▲50,＋0.18%,28200,29635,28664,29496,22720,1426239
2017/02/02,28700,28700,27500,27700,▼650,－2.29%,28370,29623,28680,29522,139996,1425705
2017/02/01,28400,28650,28200,28350,▼100,－0.35%,28730,29613,28699,29547,38240,1421639
2017/01/31,28500,28950,27950,28450,▼300,－1.04%,28940,29563,28708,29577,40619,1425732
2017/01/26,28600,29100,28150,28750,▲150,＋0.52%,29130,29580,28708,29598,19652,1421267
2017/01/25,29550,29550,28600,28600,▼900,－3.05%,29440,29525,28685,29623,27812,1415982
2017/01/24,29450,29800,29000,29500,▲100,＋0.34%,29940,29473,28698,29663,38569,1409369
2017/01/23,29250,29650,28750,29400,0.0,0.00%,30150,29338,28698,29690,60175,1390332
2017/01/20,30300,30550,29400,29400,▼900,－2.97%,30400,29218,28704,29710,72093,1368331
2017/01/19,31100,31250,30300,30300,▼800,－2.57%,30750,29123,28711,29738,28936,1351069
2017/01/18,30700,31100,30550,31100,▲550,＋1.80%,31020,29018,28706,29748,62306,1340653
2017/01/17,30650,31050,30350,30550,▼100,－0.33%,30990,28878,28686,29748,44224,1237557
2017/01/16,31150,31350,30550,30650,▼500,－1.61%,31100,28763,28700,29761,30942,1212137
2017/01/13,31700,31700,30400,31150,▼500,－1.58%,30970,28663,28713,29778,47005,1200655
