[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/22,100000,101000,99600,100000,0.0,0.00%,100600,101715,106222,108019,1322,5966
2017/11/21,101000,101000,99900,100000,▼500,－0.50%,100700,101990,106363,108111,1760,5839
2017/11/20,102500,102500,100000,100500,▼1000,－0.99%,101300,102290,106505,108194,3573,5855
2017/11/17,101000,102000,101000,101500,▲500,＋0.50%,101800,102565,106630,108273,1337,6170
2017/11/16,101000,102500,99900,101000,▲500,＋0.50%,101800,102840,106747,108319,2990,6206
2017/11/15,103000,103000,100000,100500,▼2500,－2.43%,101900,103065,106872,108369,2936,5793
2017/11/14,103000,103000,100500,103000,0.0,0.00%,102000,103240,107022,108432,2633,5738
2017/11/13,102500,103000,100500,103000,▲1500,＋1.48%,101400,103440,107097,108461,1282,5683
2017/11/10,101500,102500,100500,101500,0.0,0.00%,100760,103690,107197,108503,705,5611
2017/11/09,101500,101500,100000,101500,▲500,＋0.50%,100860,104040,107355,108565,1191,5507
2017/11/08,99700,101500,99700,101000,▲1000,＋1.00%,101160,104390,107555,108632,1552,5272
2017/11/07,99900,100500,99600,100000,▲200,＋0.20%,101760,104765,107763,108698,2320,4366
2017/11/06,102500,103000,99800,99800,▼2200,－2.16%,102360,105190,108005,108757,3786,4363
2017/11/03,102500,103000,101500,102000,▼1000,－0.97%,102500,105650,108258,108817,1426,4667
2017/11/02,104000,104000,101500,103000,▼1000,－0.96%,102800,105950,108475,108858,915,4657
2017/11/01,102500,104000,101500,104000,▲1000,＋0.97%,103200,106150,108633,108892,1560,4715
2017/10/31,102000,104500,101500,103000,▲2500,＋2.49%,103500,106275,108758,108921,1873,4687
2017/10/30,104000,104500,100000,100500,▼3000,－2.90%,104100,106475,108850,108958,5326,4584
2017/10/27,104500,105000,102000,103500,▼1500,－1.43%,105200,106900,108975,109025,2293,4615
2017/10/26,105000,106000,103500,105000,▼500,－0.47%,105900,107200,109058,109058,2339,4489
2017/10/25,106000,106500,105000,105500,▼500,－0.47%,106000,107500,109100,109083,852,4558
2017/10/24,106000,106500,105000,106000,0.0,0.00%,105700,107750,109133,109108,437,4584
2017/10/23,107000,107000,104500,106000,▼1000,－0.93%,105900,108075,109150,109129,1203,4584
2017/10/20,106000,107000,104500,107000,▲1500,＋1.42%,106300,108450,109175,109150,684,4608
2017/10/19,104000,106000,104000,105500,▲1500,＋1.44%,106600,108725,109167,109163,925,4531
2017/10/18,107000,107500,104000,104000,▼3000,－2.80%,107200,108950,109192,109204,3570,4427
2017/10/17,107000,107500,106500,107000,▼1000,－0.93%,108100,109225,109250,109254,1981,4771
2017/10/16,108500,108500,106500,108000,▼500,－0.46%,108400,109250,109250,109250,1624,4818
2017/10/13,108500,108500,107000,108500,0.0,0.00%,108600,109225,109258,109254,1676,4940
2017/10/12,108500,108500,107500,108500,0.0,0.00%,108500,109225,109225,109254,1156,5309
2017/10/11,108000,109000,107000,108500,0.0,0.00%,108200,109200,109208,109246,1151,5247
2017/10/10,108500,108500,107500,108500,▼500,－0.46%,107800,109175,109175,109229,1782,5090
2017/09/29,107000,109000,107000,109000,▲1000,＋0.93%,107500,109100,109150,109242,961,5209
2017/09/28,106500,108000,106500,108000,▲1000,＋0.93%,107500,109075,109142,109254,1493,5140
2017/09/27,106500,108000,106500,107000,▲500,＋0.47%,107800,109175,109117,109279,1275,5098
2017/09/26,107000,108000,106000,106500,▼500,－0.47%,108600,109350,109133,109292,1772,5010
2017/09/25,109000,109000,106500,107000,▼2000,－1.83%,109400,109550,109167,109338,3986,4584
2017/09/22,109500,109500,107000,109000,▼500,－0.46%,110500,109675,109183,109383,3063,5086
2017/09/21,111000,111500,109000,109500,▼1500,－1.35%,111400,109675,109167,109413,1297,5317
2017/09/20,110000,111000,109000,111000,▲500,＋0.45%,112000,109600,109133,109438,1366,5463
2017/09/19,112500,113000,108500,110500,▼2000,－1.78%,111800,109450,109083,109450,2660,5392
2017/09/18,114500,115000,112000,112500,▼1000,－0.88%,111600,109350,109075,109458,3167,5705
2017/09/15,113000,114000,112000,113500,▲1000,＋0.89%,110600,109150,109017,109450,4351,6112
2017/09/14,112000,112500,111000,112500,▲2500,＋2.27%,109400,108875,108942,109413,2198,5923
2017/09/13,110000,111500,110000,110000,▲500,＋0.46%,108600,108675,108883,109383,2241,6004
2017/09/12,109000,110500,107500,109500,▲2000,＋1.86%,108200,108600,108892,109367,5197,5823
2017/09/11,107500,109000,107500,107500,0.0,0.00%,107900,108600,108950,109354,1826,5627
2017/09/08,108500,109500,107000,107500,▼1000,－0.92%,107800,108600,109050,109358,1207,5842
2017/09/07,108000,109500,108000,108500,▲500,＋0.46%,108000,108675,109092,109363,1315,5981
2017/09/06,108000,109000,107000,108000,0.0,0.00%,108300,108800,109117,109371,1036,6021
2017/09/05,107000,108000,107000,108000,▲1000,＋0.93%,108800,109075,109175,109379,1454,6202
2017/09/04,107500,108000,107000,107000,▼1500,－1.38%,109300,109350,109233,109383,1646,6271
2017/09/01,110000,110000,108500,108500,▼1500,－1.36%,109800,109725,109342,109396,1985,6261
2017/08/31,110500,110500,108500,110000,▼500,－0.45%,109900,110050,109450,109396,1892,5965
2017/08/30,109500,111500,109000,110500,0.0,0.00%,109500,110300,109525,109375,2182,5918
2017/08/29,108500,112000,108500,110500,▲1000,＋0.91%,109000,110400,109592,109379,2780,6043
2017/08/28,109000,110500,108000,109500,▲500,＋0.46%,108600,110450,109642,109342,2222,5990
2017/08/25,108000,109000,107500,109000,▲1000,＋0.93%,108400,110400,109692,109317,2001,5937
2017/08/24,108000,108000,107000,108000,0.0,0.00%,108200,110350,109708,109321,1118,5733
2017/08/23,108000,109000,106500,108000,▼500,－0.46%,108300,110375,109775,109346,2475,5723
2017/08/22,109000,109000,107500,108500,0.0,0.00%,108400,110350,109817,109354,1679,5680
2017/08/21,108000,109500,107000,108500,▲500,＋0.46%,108600,110300,109858,109375,2259,5506
2017/08/18,107500,108500,107000,108000,▼500,－0.46%,108400,110225,109883,109408,1875,5191
2017/08/17,107500,109500,107500,108500,0.0,0.00%,108600,110200,109917,109442,1378,5053
2017/08/16,109500,110500,107000,108500,▼1000,－0.91%,109100,110100,109892,109475,1742,5101
2017/08/14,106500,109500,106000,109500,▲2000,＋1.86%,110100,110025,109867,109479,2876,4927
2017/08/11,109000,109000,107000,107500,▼1500,－1.38%,110900,109925,109842,109500,2410,4798
2017/08/10,111500,111500,107000,109000,▼2000,－1.80%,112300,109900,109825,109546,2238,4900
2017/08/09,113500,113500,110500,111000,▼2500,－2.20%,113500,109875,109808,109567,1172,4699
2017/08/08,113500,113500,111500,113500,0.0,0.00%,114300,109650,109775,109550,2046,4678
2017/08/07,114000,115500,112000,113500,▼1000,－0.87%,114100,109350,109708,109496,1197,4999
2017/08/04,115000,116000,112500,114500,▼500,－0.43%,113700,109000,109633,109450,1118,5029
2017/08/03,114500,116000,113000,115000,0.0,0.00%,112500,108625,109508,109404,3894,5064
2017/08/02,113000,115000,111500,115000,▲2500,＋2.22%,111100,108300,109375,109346,3219,5305
2017/08/01,111500,113000,110000,112500,▲1000,＋0.90%,109800,107875,109242,109279,1944,4903
2017/07/31,109000,114500,109000,111500,▲3000,＋2.76%,108800,107650,109150,109225,16601,5009
2017/07/28,108000,108500,105500,108500,▲500,＋0.46%,108000,107500,109083,109158,4675,4971
2017/07/27,109000,109000,107500,108000,▼500,－0.46%,107700,107475,109067,109121,1897,4912
2017/07/26,107500,109000,105500,108500,▲1000,＋0.93%,107600,107475,109075,109088,7034,4833
2017/07/25,107500,108000,106500,107500,0.0,0.00%,107200,107425,109058,109033,1160,4611
2017/07/24,107000,107500,106500,107500,▲500,＋0.47%,107100,107450,109067,108992,802,4556
2017/07/21,107500,108000,106500,107000,▼500,－0.47%,107100,107575,109083,108946,1891,4441
2017/07/20,106500,108000,106500,107500,▲1000,＋0.94%,107100,107675,109108,108971,2233,4392
2017/07/19,107000,107000,105500,106500,▼500,－0.47%,107300,107750,109125,109042,1785,4283
2017/07/18,108000,108000,106000,107000,▼500,－0.47%,107300,107875,109158,109000,1887,4167
2017/07/17,108000,108000,106500,107500,▲500,＋0.47%,107400,108050,109217,108954,1108,4143
2017/07/14,108500,108500,106500,107000,▼1500,－1.38%,107200,108325,109258,108913,1605,4106
2017/07/13,107500,108500,106500,108500,▲2000,＋1.88%,107200,108650,109250,108871,886,4251
2017/07/12,107500,108000,106500,106500,▼1000,－0.93%,107200,108725,109250,108808,1414,4389
2017/07/11,106500,107500,106000,107500,▲1000,＋0.94%,107200,108900,109283,108763,1340,4460
2017/07/10,106500,107500,105000,106500,▼500,－0.47%,107300,109100,109283,108717,1839,4657
2017/07/07,108500,108500,106500,107000,▼1500,－1.38%,107700,109350,109283,108663,1507,4843
2017/07/06,107000,108500,106500,108500,▲2000,＋1.88%,107900,109675,109333,108617,1072,4984
2017/07/05,108000,108000,106500,106500,▼1500,－1.39%,107800,110000,109367,108558,2714,5015
2017/07/04,109000,109000,106500,108000,▼500,－0.46%,108000,110400,109442,108521,2558,5069
2017/07/03,109500,109500,107500,108500,▲500,＋0.46%,108000,110725,109450,108475,1476,5217
2017/06/30,107000,108500,107000,108000,0.0,0.00%,108300,110975,109508,108433,564,5232
2017/06/29,108500,108500,106500,108000,▲500,＋0.47%,108500,111200,109583,108396,2556,5203
2017/06/28,108000,109500,107500,107500,▼500,－0.46%,108700,111300,109658,108346,2375,5150
2017/06/27,109000,110000,107500,108000,▼2000,－1.82%,109000,111525,109742,108308,3619,5092
2017/06/26,108000,110000,108000,110000,▲1000,＋0.92%,109500,111650,109817,108267,1081,5194
2017/06/23,109000,110000,108000,109000,0.0,0.00%,110100,111700,109842,108200,2943,5170
2017/06/22,109000,111000,108500,109000,0.0,0.00%,111000,111750,109883,108150,1487,5154
2017/06/21,110500,112000,109000,109000,▼1500,－1.36%,111200,111800,109883,108108,2745,5167
2017/06/20,113000,113000,110000,110500,▼2500,－2.21%,111400,111700,109883,108067,7023,5187
2017/06/19,113500,113500,111000,113000,▼500,－0.44%,111600,111525,109842,108000,1988,4966
2017/06/16,110500,113500,110000,113500,▲3500,＋3.18%,111300,111275,109758,107917,3130,5023
2017/06/15,110500,113000,109000,110000,0.0,0.00%,111300,110925,109667,107825,3003,4772
2017/06/14,111500,112000,109000,110000,▼1500,－1.35%,112300,110825,109633,107779,1710,4421
2017/06/13,112000,112000,109500,111500,0.0,0.00%,113200,110775,109625,107725,1103,4226
2017/06/12,113500,114000,110000,111500,▼2000,－1.76%,113800,110675,109583,107667,1623,4129
2017/06/09,115000,115000,112000,113500,▼1500,－1.30%,114200,110550,109533,107600,1560,4338
2017/06/08,113500,117000,113000,115000,▲500,＋0.44%,114000,110225,109450,107517,2828,4479
2017/06/07,115000,115000,112500,114500,0.0,0.00%,113000,109825,109342,107396,1059,4760
2017/06/05,115000,116500,113000,114500,▲1000,＋0.88%,112500,109450,109225,107275,4380,4860
2017/06/02,113000,114000,111000,113500,▲1000,＋0.89%,111700,109075,109167,107143,3524,4827
2017/06/01,110000,113500,109000,112500,▲2500,＋2.27%,111200,108775,109042,107034,4283,4658
2017/05/31,112500,112500,109500,110000,▼2000,－1.79%,110700,108525,108942,106925,1886,4424
2017/05/30,112000,112000,110000,112000,▲1500,＋1.36%,110700,108450,108933,106832,1736,4250
2017/05/29,112000,113000,110000,110500,▼500,－0.45%,109700,108225,108917,106721,2643,3999
2017/05/26,109000,114000,109000,111000,▲1000,＋0.91%,109000,108100,108892,106638,7180,3880
2017/05/25,110000,111000,109000,110000,0.0,0.00%,108400,107975,108892,106546,2524,5204
2017/05/24,108000,110000,107000,110000,▲3000,＋2.80%,107700,107900,108933,106450,4927,4929
2017/05/23,107500,108000,106500,107000,0.0,0.00%,107300,107825,108967,106355,1230,4472
2017/05/22,109000,109000,106500,107000,▼1000,－0.93%,107700,107900,109058,106288,1571,4301
2017/05/19,106000,109000,106000,108000,▲1500,＋1.41%,108200,108075,109092,106234,1627,4226
2017/05/18,108500,108500,106500,106500,▼1500,－1.39%,108400,108175,109158,106180,1555,4097
2017/05/17,108000,109500,107000,108000,▼1000,－0.92%,108500,108175,109267,106155,1008,4269
2017/05/16,109500,109500,108000,109000,▼500,－0.46%,108300,108200,109325,106118,1410,4203
2017/05/15,109000,110000,107500,109500,▲500,＋0.46%,107900,108175,109325,106080,2137,4209
2017/05/12,107000,109000,106000,109000,▲2000,＋1.87%,107400,108075,109283,106038,1932,4167
2017/05/11,107000,107500,106000,107000,0.0,0.00%,107100,107950,109267,106001,1511,4207
2017/05/10,107000,107500,107000,107000,0.0,0.00%,107200,108100,109300,105980,1061,4215
2017/05/08,108500,108500,106000,107000,0.0,0.00%,107500,108275,109317,105947,1750,4218
2017/05/04,107000,108500,107000,107000,▼500,－0.47%,107600,108475,109317,105938,561,4309
2017/05/02,108000,108500,106500,107500,0.0,0.00%,107800,108550,109300,105905,998,4364
2017/04/28,107000,108500,107000,107500,▼1000,－0.92%,108000,108775,109233,105905,740,4465
2017/04/27,107500,109000,107000,108500,▲1000,＋0.93%,108200,109025,109175,105888,1456,4544
2017/04/26,108000,109000,107500,107500,▼500,－0.46%,108200,109225,109100,105863,872,4592
2017/04/25,108500,109500,107000,108000,▼500,－0.46%,108400,109475,109008,105851,740,4603
2017/04/24,107500,108500,107500,108500,0.0,0.00%,108900,109700,108917,105843,1601,4405
2017/04/21,109000,109000,108000,108500,0.0,0.00%,109200,109850,108808,105855,679,4614
2017/04/20,108500,110000,107500,108500,0.0,0.00%,108800,110000,108833,105859,781,4600
2017/04/19,109500,109500,108000,108500,▼2000,－1.81%,108800,110025,108958,105872,1082,4654
2017/04/18,108500,110500,108000,110500,▲500,＋0.45%,108800,110050,108842,105888,2091,4795
2017/04/17,106500,110000,106500,110000,▲3500,＋3.29%,108200,109925,108692,105847,1561,4795
2017/04/14,108000,108000,106500,106500,▼2000,－1.84%,107500,109825,108567,105818,531,4378
2017/04/13,109000,109000,106500,108500,0.0,0.00%,108200,109900,108492,105818,825,4407
2017/04/12,107500,109000,106000,108500,▲1000,＋0.93%,108600,109875,108367,105801,825,4397
2017/04/11,106500,107500,105500,107500,▲1000,＋0.94%,109100,109925,108242,105797,1889,4284
2017/04/10,109000,110500,106000,106500,▼3500,－3.18%,109300,110000,108150,105851,2157,4066
2017/04/07,110500,111000,109500,110000,▼500,－0.45%,110400,110100,108042,105922,974,4086
2017/04/06,111000,111000,109000,110500,▼500,－0.45%,110900,110025,107900,105976,1065,4225
2017/04/05,107500,111000,107500,111000,▲2500,＋2.30%,111300,109925,107750,105943,2363,3979
2017/04/04,112000,112000,108000,108500,▼3500,－3.13%,111600,109750,107600,105901,2764,4055
2017/04/03,112500,112500,110500,112000,▼500,－0.44%,112400,109875,107500,105884,1421,4172
2017/03/31,113000,113000,111000,112500,0.0,0.00%,112300,109575,107358,105834,951,4251
2017/03/30,111500,112500,111000,112500,0.0,0.00%,112100,109275,107208,105793,1093,4343
2017/03/29,112500,113000,110500,112500,0.0,0.00%,111400,109125,107033,105738,2502,4318
2017/03/28,111500,112500,110500,112500,▲1000,＋0.90%,110700,109050,106875,105693,856,4306
2017/03/27,112500,112500,111000,111500,0.0,0.00%,109800,108875,106717,105647,2806,4293
2017/03/24,109000,111500,109000,111500,▲2500,＋2.29%,109100,108850,106558,105613,2528,4456
2017/03/23,108500,110000,108000,109000,0.0,0.00%,108400,108900,106417,105601,2230,4571
2017/03/22,107000,109500,106500,109000,▲1000,＋0.93%,108200,109050,106333,105609,1925,4596
2017/03/21,107000,108000,106500,108000,0.0,0.00%,108300,109225,106250,105638,1009,4649
2017/03/20,108000,109000,106500,108000,0.0,0.00%,108500,109275,106158,105680,2360,4760
2017/03/17,107000,109500,107000,108000,0.0,0.00%,108600,109475,106075,105709,3274,5136
2017/03/16,109500,109500,106500,108000,▼1500,－1.37%,108700,109725,105983,105734,1556,5211
2017/03/15,109500,109500,107000,109500,▲500,＋0.46%,108800,109900,105925,105755,1973,5358
2017/03/14,109000,110000,107000,109000,▲500,＋0.46%,108400,109875,105825,105751,1717,5513
2017/03/13,108500,110000,107500,108500,0.0,0.00%,108800,109775,105750,105747,823,5606
2017/03/10,107500,109000,106500,108500,0.0,0.00%,108300,109750,105667,105747,934,5638
2017/03/09,108000,110000,106500,108500,▲1000,＋0.93%,107900,109775,105583,105743,1353,5674
2017/03/08,109000,110000,107500,107500,▼3500,－3.15%,108100,109750,105450,105751,2183,5702
2017/03/07,105500,111000,105500,111000,▲5000,＋4.72%,108800,109725,105325,105776,2242,5897
2017/03/06,105500,107500,105500,106000,▼500,－0.47%,108400,109475,105118,105793,1377,5640
2017/03/03,109500,109500,106000,106500,▼3000,－2.74%,109400,109350,105027,105851,2484,5618
2017/03/02,111500,112000,108500,109500,▼1500,－1.35%,110600,109225,104908,105897,874,5629
2017/02/28,108500,111000,107000,111000,▲2000,＋1.83%,111100,108950,104730,105918,1216,5644
2017/02/27,110500,112000,108500,109000,▼2000,－1.80%,111400,108500,104525,105905,1917,5599
2017/02/24,112500,112500,110500,111000,▼1500,－1.33%,111400,108175,104383,105905,1768,5565
2017/02/23,112500,113000,110000,112500,▲500,＋0.45%,111600,107725,104200,105888,1323,5744
2017/02/22,111000,113500,111000,112000,▼500,－0.44%,111700,107600,103967,105872,2145,5965
2017/02/21,108000,112500,108000,112500,▲3500,＋3.21%,111600,107800,103743,105855,1889,6108
2017/02/20,112000,113000,107000,109000,▼3000,－2.68%,110900,107250,103518,105847,2860,5882
2017/02/17,113500,115500,110500,112000,▼1000,－0.88%,110500,106875,103377,105859,2559,5661
2017/02/16,111500,113500,110500,113000,▲1500,＋1.35%,109700,106400,103202,105851,2954,5681
2017/02/15,110000,114000,108000,111500,▲2500,＋2.29%,108900,105850,103043,105834,8430,4570
2017/02/14,106500,109500,105000,109000,▲2000,＋1.87%,108200,105325,102910,105834,3154,3884
2017/02/13,108000,109000,105500,107000,▼1000,－0.93%,107800,104925,102835,105855,2247,3561
2017/02/10,109000,109000,107000,108000,▼1000,－0.92%,107600,104675,102793,105897,1536,3554
