[일시]현대건설,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1998/02/28,550675,555636,520909,520909,▼19844,－3.67%,517932,518155,552403,634376,242180,N/A
1998/02/27,496103,555636,496103,540753,▲24805,＋4.81%,523885,521132,551659,637270,473540,N/A
1998/02/26,496103,520909,486181,515948,▲29766,＋6.12%,524877,522124,550584,640122,328330,N/A
1998/02/25,530831,545714,486181,486181,▼39688,－7.55%,523885,524853,549550,643223,286490,N/A
1998/02/24,530831,545714,520909,525870,▼24805,－4.50%,524977,527085,548459,646613,174940,N/A
1998/02/23,555636,570519,540753,550675,▲4961,＋0.91%,516245,529566,546193,649796,685740,N/A
1998/02/21,535792,545714,515948,545714,▲34727,＋6.80%,504339,532542,543035,652773,1646970,N/A
1998/02/20,506025,530831,506025,510986,▲19348,＋3.94%,489555,533534,540480,655791,391930,N/A
1998/02/19,477251,510986,476259,491638,▲9426,＋1.95%,480129,537007,539066,659098,271230,N/A
1998/02/18,485189,491142,471298,482212,▼8930,－1.82%,479037,540455,538396,662732,184670,N/A
1998/02/17,471794,501064,466337,491142,▲19348,＋4.10%,483800,545615,538462,666775,206750,N/A
1998/02/16,451454,478740,451454,471794,▲7938,＋1.71%,490745,552808,539041,670703,291930,N/A
1998/02/14,491142,496103,451454,463857,▼22325,－4.59%,507514,563697,540687,674792,210460,N/A
1998/02/13,525870,530831,486181,486181,▼19844,－3.92%,528846,574488,542878,678864,363970,N/A
1998/02/12,515948,515948,496103,506025,▼19844,－3.77%,542737,581681,545358,682585,304280,N/A
1998/02/11,555636,555636,515948,525870,▼29766,－5.36%,554644,585650,548417,686057,401060,N/A
1998/02/10,570519,570519,550675,555636,▼14883,－2.61%,565558,589123,552138,689530,241130,N/A
1998/02/09,550675,585402,550675,570519,▲14883,＋2.68%,566550,589123,554536,692755,486760,N/A
1998/02/07,565558,565558,545714,555636,▼9922,－1.75%,566550,587634,556934,695855,250150,N/A
1998/02/06,595324,600285,560597,565558,▼14883,－2.56%,561589,587883,559580,698749,372500,N/A
1998/02/05,560597,605246,550675,580441,▲19844,＋3.54%,563573,585650,561812,701478,788480,N/A
1998/02/04,595324,595324,550675,560597,▼9922,－1.74%,569527,581929,563714,704206,416080,N/A
1998/02/03,560597,570519,535792,570519,▲39688,＋7.48%,570519,581185,566195,706976,460930,N/A
1998/02/02,545714,555636,530831,530831,▼44649,－7.76%,572503,579201,568675,709953,475300,N/A
1998/01/31,644934,644934,575480,575480,▼34727,－5.69%,578457,580937,571900,713384,602260,N/A
1998/01/30,610207,610207,610207,610207,▲44649,＋7.89%,580441,580193,574546,716898,73570,N/A
1998/01/26,580441,605246,560597,565558,▼14883,－2.56%,585402,577464,577274,720288,480320,N/A
1998/01/24,570519,590363,555636,580441,▲19844,＋3.54%,610207,575976,579837,724257,286340,N/A
1998/01/23,555636,585402,540753,560597,▼24805,－4.24%,630051,575976,582731,727978,567270,N/A
1998/01/22,610207,620129,585402,585402,▼49610,－7.81%,643942,574984,587031,731988,678530,N/A
1998/01/21,674701,674701,635012,635012,▼54571,－7.91%,643942,574984,591330,735585,369890,N/A
1998/01/20,694545,719350,664779,689584,▲9922,＋1.46%,636005,574984,594638,738727,1595550,N/A
1998/01/19,679662,679662,669740,679662,▲49610,＋7.87%,609215,570767,596126,741497,927490,N/A
1998/01/17,630051,630051,590363,630051,▲44649,＋7.63%,581433,565558,597532,744308,1073290,N/A
1998/01/16,639973,639973,570519,585402,▼9922,－1.67%,567542,565310,598855,747698,1451410,N/A
1998/01/15,570519,595324,565558,595324,▲39688,＋7.14%,554644,565558,600922,751584,405510,N/A
1998/01/14,555636,575480,535792,555636,▲14883,＋2.75%,536784,563325,603237,755512,940640,N/A
1998/01/13,555636,565558,515948,540753,▼19844,－3.54%,534799,561093,605552,759770,841860,N/A
1998/01/12,535792,560597,520909,560597,▲39688,＋7.62%,532815,557868,608942,764235,1061950,N/A
1998/01/10,501064,525870,481220,520909,▲14883,＋2.94%,533807,553899,612084,768576,874330,N/A
1998/01/09,510986,530831,506025,506025,▼39688,－7.27%,541745,553403,616384,773413,353620,N/A
1998/01/08,535792,565558,510986,545714,▲14883,＋2.80%,551667,551915,622006,777836,298820,N/A
1998/01/07,565558,585402,530831,530831,▼34727,－6.14%,549683,548442,627050,781805,527440,N/A
1998/01/06,560597,570519,535792,565558,▲4961,＋0.88%,559605,544598,631349,786105,248360,N/A
1998/01/05,555636,590363,550675,560597,▲4961,＋0.89%,554644,537354,634988,789950,411580,N/A
1998/01/03,545714,560597,540753,555636,▲19844,＋3.70%,559605,528821,639452,793753,200040,N/A
1997/12/27,540753,565558,535792,535792,▼44649,－7.69%,575480,519098,643835,797515,588950,N/A
1997/12/26,580441,580441,580441,580441,▲39688,＋7.34%,589371,511929,648134,801525,137910,N/A
1997/12/24,540753,560597,540753,540753,▼44649,－7.63%,588379,504215,652351,805081,729160,N/A
1997/12/23,595324,610207,585402,585402,▼49610,－7.81%,605246,499750,657478,809008,2919400,N/A
1997/12/22,585402,635012,580441,635012,▲29766,＋4.92%,606238,494789,662025,812770,665320,N/A
1997/12/20,545714,605246,530831,605246,▲29766,＋5.17%,589371,489332,665994,816243,664860,N/A
1997/12/19,580441,639973,575480,575480,▼49610,－7.94%,570519,487595,670211,819964,689790,N/A
1997/12/17,570519,635012,570519,625090,▲34727,＋5.88%,550675,488587,674758,823891,870070,N/A
1997/12/16,590363,590363,575480,590363,▲39688,＋7.21%,521901,489084,678231,827529,791750,N/A
1997/12/15,545714,550675,540753,550675,▲39688,＋7.77%,506025,494045,683192,831292,298380,N/A
1997/12/13,476755,510986,476755,510986,▲34727,＋7.29%,491142,503967,689228,835384,469870,N/A
1997/12/12,443020,476259,443020,476259,▼4961,－1.03%,484197,513393,696091,839973,587390,N/A
1997/12/11,496103,506025,476259,481220,▼29766,－5.83%,479732,525299,703202,844934,716820,N/A
1997/12/10,510986,510986,466337,510986,▲34727,＋7.29%,467627,536958,709982,849937,697250,N/A
1997/12/09,446493,510986,446493,476259,0.0,0.00%,443417,546383,716348,854360,1302230,N/A
1997/12/08,446493,490150,436571,476259,▲22325,＋4.92%,420398,557298,722881,859321,1224670,N/A
1997/12/06,453935,453935,427145,453935,▲33239,＋7.90%,403630,568956,729661,864241,1603250,N/A
1997/12/05,420696,420696,420696,420696,▲30758,＋7.89%,398073,582227,736895,869471,34790,N/A
1997/12/04,389937,389937,389937,389937,▲28774,＋7.97%,404225,597408,744767,875102,59440,N/A
1997/12/03,361163,361163,361163,361163,▼31255,－7.96%,423474,614622,753399,880947,695370,N/A
1997/12/02,417223,417223,392418,392418,▼33735,－7.92%,456415,635260,762511,887198,691200,N/A
1997/12/01,465345,468818,426153,426153,▼25301,－5.60%,492035,651607,771102,893271,706240,N/A
1997/11/29,447485,470802,447485,451454,▼34727,－7.14%,525870,668003,779130,898981,623480,N/A
1997/11/28,510986,510986,486181,486181,▼39688,－7.55%,562581,686359,787068,904893,597820,N/A
1997/11/27,580441,590363,525870,525870,▼44649,－7.83%,603262,704219,795088,910639,522990,N/A
1997/11/26,595324,610207,550675,570519,▼24805,－4.17%,647911,719598,802365,915972,489740,N/A
1997/11/25,585402,635012,585402,595324,▼39688,－6.25%,673708,730016,808897,921223,995180,N/A
1997/11/24,639973,664779,635012,635012,▼54571,－7.91%,697521,738450,814850,925977,358980,N/A
1997/11/22,729272,729272,689584,689584,▼59532,－7.95%,713397,742171,819811,930111,425500,N/A
1997/11/21,719350,754077,689584,749116,▲49610,＋7.09%,715381,743163,823697,933708,917970,N/A
1997/11/20,709428,714389,659818,699506,▼14883,－2.08%,704467,742419,826922,936188,434790,N/A
1997/11/19,704467,724311,689584,714389,0.0,0.00%,706451,742171,830973,939372,257510,N/A
1997/11/18,679662,714389,664779,714389,▲14883,＋2.13%,707443,743659,834777,942224,388690,N/A
1997/11/17,704467,729272,689584,699506,▲4961,＋0.71%,709428,745395,837919,945573,454890,N/A
1997/11/15,704467,719350,694545,694545,▼14883,－2.10%,716373,749364,841143,949046,427030,N/A
1997/11/14,719350,719350,694545,709428,▼9922,－1.38%,732249,756806,844699,952643,394220,N/A
1997/11/13,729272,744155,714389,719350,▼4961,－0.68%,734233,763751,847758,956322,391130,N/A
1997/11/12,734233,734233,709428,724311,▼9922,－1.35%,741178,767224,851231,959960,357920,N/A
1997/11/11,763999,783843,734233,734233,▼39688,－5.13%,760030,770201,854869,964136,408320,N/A
1997/11/10,734233,773921,724311,773921,▲54571,＋7.59%,781859,774914,859251,969097,447450,N/A
1997/11/08,694545,729272,694545,719350,▼34727,－4.61%,793765,777146,863303,973686,374110,N/A
1997/11/07,813610,813610,754077,754077,▼64493,－7.88%,805672,780867,868677,977944,354920,N/A
1997/11/06,818571,833454,808649,818571,▼24805,－2.94%,807656,784836,873225,981168,289760,N/A
1997/11/05,833454,853298,808649,843376,▲9922,＋1.19%,785828,786324,876945,983153,503990,N/A
1997/11/04,768960,838415,768960,833454,▲54571,＋7.01%,759038,787068,879839,984765,619180,N/A
1997/11/03,744155,793765,724311,778882,▲14883,＋1.95%,739194,789052,882816,986543,604050,N/A
1997/11/01,734233,763999,719350,763999,▲54571,＋7.69%,722327,793021,886868,988982,294140,N/A
1997/10/31,704467,714389,684623,709428,0.0,0.00%,718358,797238,891084,991380,406400,N/A
1997/10/30,694545,744155,679662,709428,▼24805,－3.38%,726295,803439,896542,994233,1259080,N/A
1997/10/29,719350,749116,679662,734233,▲39688,＋5.71%,740186,812369,902247,997292,955870,N/A
1997/10/28,734233,734233,684623,694545,▼49610,－6.67%,762015,821299,907787,1000268,417150,N/A
1997/10/27,763999,778882,729272,744155,▼4961,－0.66%,792773,832710,913988,1003245,316070,N/A
1997/10/25,783843,793765,729272,749116,▼29766,－3.82%,801703,840647,919528,1005850,299460,N/A
1997/10/24,823532,828493,778882,778882,▼64493,－7.65%,808649,847593,925067,1008165,485420,N/A
1997/10/23,863220,873142,833454,843376,▼4961,－0.58%,818571,853298,930442,1009984,390720,N/A
1997/10/22,818571,848337,813610,848337,▲59532,＋7.55%,813610,854538,933667,1011059,309910,N/A
1997/10/21,783843,833454,778882,788804,▲4961,＋0.63%,802695,856274,936561,1011720,545460,N/A
1997/10/20,823532,828493,783843,783843,▼44649,－5.39%,811625,861235,940860,1012754,293970,N/A
1997/10/18,828493,838415,803687,828493,▲9922,＋1.21%,824524,866693,944912,1013870,193500,N/A
1997/10/17,793765,838415,763999,818571,▲24805,＋3.12%,830477,870661,948054,1014862,1298610,N/A
1997/10/16,828493,828493,783843,793765,▼39688,－4.76%,841391,875126,951196,1016144,347790,N/A
1997/10/15,853298,853298,833454,833454,▼14883,－1.75%,854290,880832,954916,1017673,152430,N/A
1997/10/14,863220,878103,843376,848337,▼9922,－1.16%,857267,884552,957810,1018666,260180,N/A
1997/10/13,853298,873142,853298,858259,▼14883,－1.70%,854290,888521,960539,1019203,73190,N/A
1997/10/11,858259,873142,858259,873142,▲14883,＋1.73%,860243,893978,963515,1019203,56550,N/A
1997/10/10,853298,868181,848337,858259,▲9922,＋1.17%,868181,898443,966492,1019038,117400,N/A
1997/10/09,833454,863220,833454,848337,▲14883,＋1.79%,881080,903652,969717,1019162,229220,N/A
1997/10/08,883064,883064,833454,833454,▼54571,－6.15%,891994,908861,973024,1019203,271600,N/A
1997/10/07,912830,912830,883064,888025,▼24805,－2.72%,902908,913822,976828,1019203,167330,N/A
1997/10/06,917791,937635,912830,912830,▼9922,－1.08%,903900,915559,979391,1018707,187820,N/A
1997/10/04,897947,922752,897947,922752,▲19844,＋2.20%,894971,917047,981541,1018128,120170,N/A
1997/10/02,892986,912830,883064,902908,▲14883,＋1.68%,887033,918039,983856,1017508,142580,N/A
1997/10/01,892986,907869,878103,888025,▼4961,－0.56%,884056,920024,986667,1017219,355570,N/A
1997/09/30,868181,912830,868181,892986,▲24805,＋2.86%,885048,920768,989892,1017177,307020,N/A
1997/09/29,888025,888025,848337,868181,▼14883,－1.69%,888025,920768,992372,1017219,201090,N/A
1997/09/27,883064,947557,878103,883064,▼4961,－0.56%,895963,922752,995762,1017508,201850,N/A
1997/09/26,892986,892986,858259,888025,▼4961,－0.56%,900924,923248,998821,1017549,163800,N/A
1997/09/25,907869,912830,878103,892986,▼14883,－1.64%,904893,925233,1002046,1017591,114960,N/A
1997/09/24,907869,922752,888025,907869,0.0,0.00%,911838,927713,1005436,1017673,244290,N/A
1997/09/23,892986,922752,892986,907869,0.0,0.00%,923745,932178,1008496,1017549,152610,N/A
1997/09/22,907869,917791,897947,907869,0.0,0.00%,934659,937635,1011886,1017425,156710,N/A
1997/09/20,927713,927713,902908,907869,▼19844,－2.14%,945573,944333,1015441,1017219,97610,N/A
1997/09/19,967402,967402,927713,927713,▼39688,－4.10%,954503,950286,1018831,1017012,118520,N/A
1997/09/18,967402,977324,967402,967402,▲4961,＋0.52%,955495,955991,1022717,1016847,65180,N/A
1997/09/13,962441,977324,962441,962441,0.0,0.00%,946565,958472,1026190,1016268,43340,N/A
1997/09/12,967402,992207,952519,962441,▲9922,＋1.04%,942596,960952,1029580,1015772,492940,N/A
1997/09/11,932674,952519,932674,952519,▲19844,＋2.13%,938628,963929,1033549,1015317,74340,N/A
1997/09/10,912830,942596,912830,932674,▲9922,＋1.08%,936643,967154,1037104,1014821,69170,N/A
1997/09/09,937635,942596,922752,922752,▼19844,－2.11%,930690,972363,1040412,1014779,74380,N/A
1997/09/08,942596,962441,932674,942596,0.0,0.00%,924737,978812,1043719,1015110,161310,N/A
1997/09/06,947557,952519,932674,942596,0.0,0.00%,917791,985013,1045455,1015482,104160,N/A
1997/09/05,902908,947557,902908,942596,▲39688,＋4.40%,907869,991215,1047770,1015772,133270,N/A
1997/09/04,892986,922752,892986,902908,▲9922,＋1.11%,904893,997912,1049672,1016061,209200,N/A
1997/09/03,907869,922752,888025,892986,▼14883,－1.64%,912830,1006842,1053228,1016599,368740,N/A
1997/09/02,892986,917791,888025,907869,▲14883,＋1.67%,933667,1017260,1056948,1017260,212240,N/A
1997/09/01,892986,937635,892986,892986,▼34727,－3.74%,955495,1023709,1060586,1017880,395560,N/A
1997/08/30,942596,952519,892986,927713,▼14883,－1.58%,985261,1030159,1064886,1018500,202320,N/A
1997/08/29,982285,992207,922752,942596,▼54571,－5.47%,1005105,1036112,1068689,1018252,361400,N/A
1997/08/28,1021973,1026934,992207,997168,▼19844,－1.95%,1024950,1040329,1073402,1017673,150720,N/A
1997/08/27,1036856,1091427,1017012,1017012,▼24805,－2.38%,1028918,1041321,1078942,1016392,330620,N/A
1997/08/26,1031895,1041817,1021973,1041817,▲14883,＋1.45%,1027926,1040825,1084069,1015317,78810,N/A
1997/08/25,1031895,1041817,1026934,1026934,▼14883,－1.43%,1023957,1039585,1087211,1014283,64290,N/A
1997/08/23,1086466,1086466,1026934,1041817,▲24805,＋2.44%,1021973,1038592,1089112,1013167,68870,N/A
1997/08/22,1012051,1021973,1002129,1017012,▲4961,＋0.49%,1020981,1037104,1089360,1011679,99810,N/A
1997/08/21,1021973,1026934,1012051,1012051,▼9922,－0.97%,1027926,1038096,1089691,1010315,86050,N/A
1997/08/20,1021973,1046778,1007090,1021973,▲4961,＋0.49%,1038841,1040081,1090270,1009240,171960,N/A
1997/08/19,1046778,1046778,1017012,1017012,▼19844,－1.91%,1047770,1041569,1091097,1007958,118010,N/A
1997/08/18,1066622,1066622,1036856,1036856,▼14883,－1.42%,1059677,1043057,1091676,1006263,75070,N/A
1997/08/16,1056700,1056700,1041817,1051739,▼14883,－1.40%,1068607,1044298,1091924,1004279,35020,N/A
1997/08/14,1071583,1071583,1061661,1066622,0.0,0.00%,1078529,1043802,1092337,1002336,72830,N/A
1997/08/13,1081505,1091427,1066622,1066622,▼9922,－0.92%,1072576,1042561,1092750,1000682,85810,N/A
1997/08/12,1091427,1101350,1071583,1076544,▼4961,－0.46%,1063646,1042313,1092502,998904,121570,N/A
1997/08/11,1101350,1116233,1076544,1081505,▼19844,－1.80%,1057692,1042065,1092172,997457,199840,N/A
1997/08/09,1051739,1111272,1051739,1101350,▲64493,＋6.22%,1046778,1042065,1091262,995886,197600,N/A
1997/08/08,1021973,1041817,1021973,1036856,▲14883,＋1.46%,1029911,1039089,1089526,994191,213290,N/A
1997/08/07,1046778,1056700,1021973,1021973,▼24805,－2.37%,1023957,1040825,1088451,993075,82570,N/A
1997/08/06,1031895,1051739,1031895,1046778,▲19844,＋1.93%,1022965,1043057,1086880,992207,70330,N/A
1997/08/05,1017012,1041817,1017012,1026934,▲9922,＋0.98%,1015028,1044794,1084647,991173,107580,N/A
1997/08/04,1012051,1021973,1007090,1017012,▲9922,＋0.99%,1012051,1048266,1082828,990305,62750,N/A
1997/08/02,1017012,1017012,1002129,1007090,▼9922,－0.98%,1016020,1051987,1081671,989850,36920,N/A
1997/08/01,1026934,1036856,1007090,1017012,▲9922,＋0.99%,1024950,1057196,1081092,989644,68200,N/A
1997/07/31,1012051,1021973,997168,1007090,▼4961,－0.49%,1031895,1062405,1080431,989644,98570,N/A
1997/07/30,1036856,1046778,1007090,1012051,▼24805,－2.39%,1039833,1067615,1079521,989726,143550,N/A
1997/07/29,1051739,1061661,1036856,1036856,▼14883,－1.42%,1049755,1075056,1077867,989147,64910,N/A
1997/07/28,1056700,1066622,1041817,1051739,0.0,0.00%,1050747,1082002,1074891,988362,104570,N/A
1997/07/26,1056700,1071583,1051739,1051739,▲4961,＋0.47%,1048763,1087707,1071583,987576,55350,N/A
1997/07/25,1076544,1116233,1041817,1046778,▼14883,－1.40%,1050747,1095148,1068607,986626,165140,N/A
1997/07/24,1041817,1066622,1031895,1061661,▲19844,＋1.90%,1055708,1101101,1065382,985757,96840,N/A
1997/07/23,1046778,1061661,1036856,1041817,0.0,0.00%,1059677,1104574,1061579,984931,103020,N/A
1997/07/22,1076544,1076544,1036856,1041817,▼19844,－1.87%,1059677,1108543,1058023,984352,112720,N/A
1997/07/21,1066622,1086466,1061661,1061661,▼9922,－0.93%,1065630,1108791,1054716,983897,109380,N/A
1997/07/19,1081505,1086466,1061661,1071583,▼9922,－0.92%,1066622,1109783,1051160,983153,55370,N/A
1997/07/18,1036856,1096389,1031895,1081505,▲39688,＋3.81%,1068607,1109039,1047770,982285,271090,N/A
1997/07/16,1061661,1066622,1036856,1041817,▼29766,－2.78%,1071583,1110775,1044463,981747,167330,N/A
1997/07/15,1071583,1081505,1051739,1071583,▲4961,＋0.47%,1081505,1114496,1042065,981830,148030,N/A
1997/07/14,1081505,1111272,1066622,1066622,▼14883,－1.38%,1089443,1117225,1039254,981541,155830,N/A
