[일시]알보젠코리아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/02,28050,28050,27750,27850,▼50,－0.18%,27910,27710,27303,27666,2124,0
2017/11/01,28000,28000,27750,27900,▼100,－0.36%,27900,27690,27286,27675,2372,0
2017/10/31,28050,28050,27750,28000,▲250,＋0.90%,27850,27665,27270,27683,3408,0
2017/10/30,28050,28050,27750,27750,▼300,－1.07%,27760,27633,27256,27690,603,0
2017/10/27,27700,28050,27650,28050,▲250,＋0.90%,27710,27615,27253,27700,1604,0
2017/10/26,27850,27850,27650,27800,▲150,＋0.54%,27620,27588,27245,27707,5510,0
2017/10/25,27800,27800,27550,27650,▲100,＋0.36%,27600,27573,27242,27715,3043,0
2017/10/24,27600,27600,27500,27550,▲50,＋0.18%,27600,27558,27244,27725,2679,0
2017/10/23,27750,27750,27500,27500,▼100,－0.36%,27620,27545,27248,27735,1775,0
2017/10/20,27750,27750,27500,27600,▼100,－0.36%,27670,27550,27255,27745,10420,0
2017/10/19,27650,27700,27500,27700,▲50,＋0.18%,27700,27545,27259,27755,783,0
2017/10/18,27650,27650,27450,27650,0.0,0.00%,27680,27523,27261,27764,25680,0
2017/10/17,27750,27800,27500,27650,▼100,－0.36%,27710,27505,27263,27773,1151,0
2017/10/16,27750,27750,27550,27750,0.0,0.00%,27690,27488,27268,27782,2425,0
2017/10/13,27800,27800,27200,27750,▲150,＋0.54%,27660,27463,27269,27790,8769,0
2017/10/12,27300,27900,27300,27600,▼200,－0.72%,27610,27443,27273,27799,1067,0
2017/10/11,27600,27900,27500,27800,▲250,＋0.91%,27580,27428,27277,27808,2460,0
2017/10/10,27600,27600,27400,27550,▼50,－0.18%,27500,27395,27278,27817,7284,0
2017/09/29,27550,27650,27400,27600,▲100,＋0.36%,27460,27383,27284,27792,2260,0
2017/09/28,27600,27600,27400,27500,▲50,＋0.18%,27420,27363,27289,27764,1043,0
2017/09/27,27400,27450,27350,27450,▲50,＋0.18%,27420,27338,27296,27739,1930,0
2017/09/26,27300,27450,27300,27400,▲50,＋0.18%,27430,27323,27303,27711,4826,0
2017/09/25,27500,27500,27350,27350,▼50,－0.18%,27420,27310,27311,27686,5956,0
2017/09/22,27600,27600,27300,27400,▼100,－0.36%,27410,27305,27320,27659,5538,0
2017/09/21,27500,27550,27250,27500,0.0,0.00%,27450,27303,27329,27630,4912,0
2017/09/20,27400,27500,27200,27500,▲150,＋0.55%,27450,27298,27335,27597,3454,0
2017/09/19,27200,27450,27200,27350,▲50,＋0.18%,27400,27288,27343,27563,5771,0
2017/09/18,27600,27800,27250,27300,▼300,－1.09%,27390,27268,27356,27528,1715,0
2017/09/15,27500,27600,27300,27600,▲100,＋0.36%,27390,27283,27368,27491,1017,0
2017/09/14,27300,27500,27200,27500,▲250,＋0.92%,27320,27243,27373,27450,15029,0
2017/09/13,27300,27400,27200,27250,▼50,－0.18%,27290,27213,27383,27412,3743,0
2017/09/12,27350,27400,27250,27300,0.0,0.00%,27300,27168,27395,27372,1808,0
2017/09/11,27500,27500,27200,27300,▲50,＋0.18%,27270,27120,27407,27332,7864,0
2017/09/08,27450,27500,27250,27250,▼100,－0.37%,27270,27078,27417,27292,3001,0
2017/09/07,27400,27450,27100,27350,▲50,＋0.18%,27260,27043,27431,27252,4629,0
2017/09/06,27400,27400,27000,27300,▲150,＋0.55%,27190,26995,27444,27213,11027,0
2017/09/05,27300,27300,27100,27150,▼150,－0.55%,27160,26963,27459,27178,7587,0
2017/09/04,27000,27400,27000,27300,▲100,＋0.37%,27160,26943,27474,27148,4005,0
2017/09/01,27200,27200,27000,27200,▲200,＋0.74%,27150,26910,27489,27123,2721,0
2017/08/31,27150,27150,27000,27000,▼150,－0.55%,27180,26878,27500,27103,3188,0
2017/08/30,27150,27350,27000,27150,0.0,0.00%,27260,26863,27518,27087,561,0
2017/08/29,27250,27250,27000,27150,▼100,－0.37%,27290,26845,27534,27069,4260,0
2017/08/28,27050,27350,27000,27250,▼100,－0.37%,27250,26835,27550,27051,1270,0
2017/08/25,27450,27450,26900,27350,▼50,－0.18%,27320,26830,27566,27033,982,0
2017/08/24,27300,27450,26850,27400,▲100,＋0.37%,27210,26840,27585,27016,1090,0
2017/08/23,27000,27300,26900,27300,▲350,＋1.30%,27110,26850,27593,26993,1037,0
2017/08/22,27500,27500,26950,26950,▼650,－2.36%,26920,26865,27597,26971,1115,0
2017/08/21,26800,27600,26500,27600,▲800,＋2.99%,26800,26908,27613,26953,1234,0
2017/08/18,26550,26900,26550,26800,▼100,－0.37%,26570,26918,27623,26926,658,0
2017/08/17,26600,27300,26600,26900,▲550,＋2.09%,26520,26973,27648,26910,2362,0
2017/08/16,26300,26650,26300,26350,0.0,0.00%,26420,27020,27672,26894,2097,0
2017/08/14,26750,26750,26350,26350,▼100,－0.38%,26480,27093,27703,26883,2317,0
2017/08/11,26550,26850,26350,26450,▼100,－0.38%,26560,27165,27736,26867,3964,0
2017/08/10,26550,26600,26350,26550,▲150,＋0.57%,26600,27238,27768,26848,3757,0
2017/08/09,26700,26700,26350,26400,▼250,－0.94%,26600,27303,27798,26827,4905,0
2017/08/08,26700,26700,26500,26650,▼100,－0.37%,26660,27383,27829,26803,2062,0
2017/08/07,26550,26950,26500,26750,▲100,＋0.38%,26690,27440,27859,26779,2947,0
2017/08/04,26350,27000,26350,26650,▲100,＋0.38%,26730,27498,27895,26754,3494,0
2017/08/03,26950,26950,26500,26550,▼150,－0.56%,26830,27560,27933,26726,2757,0
2017/08/02,26750,26800,26650,26700,▼100,－0.37%,27030,27628,27989,26698,4102,0
2017/08/01,26900,26950,26650,26800,▼150,－0.56%,27210,27688,28028,26669,3552,0
2017/07/31,26950,27400,26850,26950,▼200,－0.74%,27370,27743,28065,26631,6226,0
2017/07/28,27500,27500,27000,27150,▼400,－1.45%,27540,27788,28097,26593,7711,0
2017/07/27,27500,27550,27400,27550,▼50,－0.18%,27670,27825,28125,26554,3366,0
2017/07/26,27500,27800,27500,27600,0.0,0.00%,27740,27845,28147,26515,3089,0
2017/07/25,27750,27750,27600,27600,▼200,－0.72%,27790,27858,28169,26473,5040,0
2017/07/24,27750,27900,27750,27800,0.0,0.00%,27830,27878,28188,26433,674,0
2017/07/21,27900,27900,27750,27800,▼100,－0.36%,27830,27893,28205,26390,1927,0
2017/07/20,27800,27900,27750,27900,▲50,＋0.18%,27850,27903,28222,26348,6233,0
2017/07/19,27950,27950,27800,27850,▲50,＋0.18%,27840,27905,28236,26308,1201,0
2017/07/18,27800,27900,27650,27800,0.0,0.00%,27870,27915,28251,26267,8559,0
2017/07/17,27800,27950,27800,27800,▼100,－0.36%,27870,27925,28267,26226,5155,0
2017/07/14,27850,28000,27800,27900,▲50,＋0.18%,27890,27935,28283,26187,4819,0
2017/07/13,28000,28050,27800,27850,▼150,－0.54%,27890,27935,28297,26152,3443,0
2017/07/12,27950,28050,27800,28000,▲200,＋0.72%,27900,27948,28312,26120,2493,0
2017/07/11,27850,27900,27800,27800,▼100,－0.36%,27880,27955,28324,26086,7792,0
2017/07/10,27900,28000,27850,27900,0.0,0.00%,27900,27975,28340,26053,5457,0
2017/07/07,27900,28000,27850,27900,0.0,0.00%,27890,27983,28355,26023,3645,0
2017/07/06,27950,27950,27850,27900,0.0,0.00%,27890,27998,28299,25991,4491,0
2017/07/05,28050,28050,27850,27900,0.0,0.00%,27900,27995,28239,25963,2786,0
2017/07/04,27950,27950,27850,27900,▲50,＋0.18%,27890,28005,28182,25938,1231,0
2017/07/03,28100,28100,27850,27850,▼50,－0.18%,27910,28015,28119,25915,6111,0
2017/06/30,27850,28100,27850,27900,▼50,－0.18%,27960,28028,28061,25880,1902,2033
2017/06/29,27850,28000,27850,27950,▲100,＋0.36%,27980,28043,27998,25845,6488,1939
2017/06/28,28000,28000,27800,27850,▼150,－0.54%,27980,28070,27931,25810,1714,2709
2017/06/27,28100,28100,27900,28000,▼100,－0.36%,28020,28070,27859,25775,10771,2948
2017/06/26,28100,28150,27900,28100,▲100,＋0.36%,28020,28048,27783,25742,7075,3308
2017/06/23,27950,28050,27900,28000,▲50,＋0.18%,28000,28038,27701,25701,3620,3928
2017/06/22,28050,28100,27900,27950,▼100,－0.36%,27980,28048,27615,25663,7852,4082
2017/06/21,27900,28150,27900,28050,▲50,＋0.18%,28010,28068,27528,25626,3178,4225
2017/06/20,28150,28150,27850,28000,0.0,0.00%,28030,28080,27441,25588,16134,3901
2017/06/19,28100,28100,27900,28000,▲100,＋0.36%,28070,28093,27349,25545,6888,3787
2017/06/16,27950,28150,27900,27900,▼200,－0.71%,28080,28108,27258,25502,11305,3734
2017/06/15,27950,28250,27950,28100,▼50,－0.18%,28140,28130,27168,25461,2099,7799
2017/06/14,28100,28150,27900,28150,▼50,－0.18%,28090,28145,27073,25426,7129,7772
2017/06/13,28000,28300,27800,28200,▲150,＋0.53%,28080,28150,26982,25394,4721,6973
2017/06/12,28200,28300,27750,28050,▼150,－0.53%,28060,28163,26898,25362,8955,6705
2017/06/09,28100,28200,27800,28200,▲350,＋1.26%,28070,28205,26821,25330,2398,6224
2017/06/08,28100,28150,27750,27850,▼250,－0.89%,28070,28243,26758,25290,11514,5752
2017/06/07,28100,28150,27950,28100,0.0,0.00%,28200,28345,26707,25242,2145,7726
2017/06/05,28300,28300,27900,28100,0.0,0.00%,28150,28393,26655,25188,2207,8338
2017/06/02,28200,28200,27800,28100,▼100,－0.35%,28040,28438,26603,25140,3451,8992
2017/06/01,28400,28400,27950,28200,▼300,－1.05%,28000,28475,26553,25095,6642,9238
2017/05/31,27700,28500,27650,28500,▲650,＋2.33%,28000,28508,26500,25047,6350,10446
2017/05/30,27350,27850,27350,27850,▲300,＋1.09%,27970,28525,26447,24997,3322,10285
2017/05/29,28050,28050,27400,27550,▼350,－1.25%,28060,28580,26393,24957,10773,9511
2017/05/26,28000,28150,27850,27900,▼300,－1.06%,28200,28638,26346,24914,12448,9772
2017/05/25,28250,28300,28100,28200,▼150,－0.53%,28280,28685,26293,24870,3835,10608
2017/05/24,28200,28400,28200,28350,▲50,＋0.18%,28310,28715,26230,24819,2434,11072
2017/05/23,28200,28500,28200,28300,▲50,＋0.18%,28320,28735,26173,24770,3900,10815
2017/05/22,28250,28300,28150,28250,▼50,－0.18%,28310,28758,26116,24717,6796,11267
2017/05/19,28250,28550,28250,28300,▼50,－0.18%,28350,28783,26062,24670,1940,13149
2017/05/18,28250,28550,28200,28350,▼50,－0.18%,28470,28805,25998,24632,4671,13836
2017/05/17,28400,28400,28200,28400,▲150,＋0.53%,28590,28825,25928,24594,6645,14748
2017/05/16,28450,28600,28100,28250,▼200,－0.70%,28890,28843,25855,24561,13914,15009
2017/05/15,28700,28700,28350,28450,▼450,－1.56%,29050,28868,25778,24529,19530,15270
2017/05/12,28800,29200,28650,28900,▼50,－0.17%,29160,28883,25699,24494,12868,15942
2017/05/11,30300,30400,28900,28950,▼950,－3.18%,29150,28878,25613,24449,24656,15391
2017/05/10,29050,29950,29000,29900,▲850,＋2.93%,29130,28658,25519,24406,25068,15316
2017/05/08,28900,29150,28700,29050,▲50,＋0.17%,28920,28378,25407,24358,20169,14067
2017/05/04,29000,29000,28750,29000,▲150,＋0.52%,28900,28148,25309,24321,7931,13219
2017/05/02,28800,29100,28600,28850,0.0,0.00%,28840,27905,25198,24263,42299,12507
2017/04/28,28750,28900,28750,28850,0.0,0.00%,28840,27680,25088,24215,24500,12621
2017/04/27,28850,28950,28750,28850,▼100,－0.35%,28830,27443,24983,24168,22878,12283
2017/04/26,28750,29000,28750,28950,▲250,＋0.87%,28810,27198,24883,24120,76999,11489
2017/04/25,28750,28850,28700,28700,▼150,－0.52%,28770,26928,24777,24065,19527,9589
2017/04/24,28800,28850,28750,28850,▲50,＋0.17%,28780,26665,24678,24011,12358,9856
2017/04/21,28750,28950,28750,28800,▲50,＋0.17%,28760,26380,24576,23963,34063,9438
2017/04/20,28750,28800,28700,28750,0.0,0.00%,28750,26083,24475,23913,30630,7038
2017/04/19,28750,28750,28700,28750,0.0,0.00%,28750,25780,24380,23879,29422,6608
2017/04/18,28750,28800,28700,28750,0.0,0.00%,28750,25485,24283,23858,33236,5863
2017/04/17,28800,28800,28750,28750,0.0,0.00%,28750,25173,24185,23836,46079,0
2017/04/14,28800,28800,28750,28750,0.0,0.00%,28760,24860,24092,23817,57636,0
2017/04/13,28750,28800,28750,28750,0.0,0.00%,27920,24548,24007,23803,102735,4000
2017/04/12,28750,28800,28750,28750,0.0,0.00%,27030,24233,23928,23790,42885,10460
2017/04/11,28800,28800,28750,28750,▼50,－0.17%,26170,23928,23848,23783,132302,7009
2017/04/10,28900,29000,28750,28800,▲4250,＋17.31%,25250,23648,23766,23775,412659,4379
2017/04/07,24300,25000,24250,24550,▲250,＋1.03%,24360,23380,23692,23763,21824,9279
2017/04/06,24150,24500,23850,24300,▼150,－0.61%,24270,23373,23683,23782,7168,6130
2017/04/05,24150,24500,23950,24450,▲300,＋1.24%,24200,23398,23687,23813,10504,5850
2017/04/04,24350,24500,24050,24150,▼200,－0.82%,24020,23425,23694,23851,10545,5708
2017/04/03,24200,24450,23800,24350,▲250,＋1.04%,23880,23468,23710,23892,13487,5974
2017/03/31,24000,24400,24000,24100,▲150,＋0.63%,23640,23503,23699,23928,10301,3744
2017/03/30,23450,24450,23450,23950,▲400,＋1.70%,23390,23550,23693,23970,20729,3523
2017/03/29,23500,23650,23150,23550,▲100,＋0.43%,23140,23618,23689,24014,6901,3759
2017/03/28,23300,23450,23100,23450,▲300,＋1.30%,23000,23673,23692,24064,11261,4234
2017/03/27,22850,23300,22500,23150,▲300,＋1.31%,22810,23735,23701,24114,10232,2822
2017/03/24,22650,22900,22650,22850,▲150,＋0.66%,22680,23815,23702,24178,4370,2212
2017/03/23,22850,23000,22550,22700,▼150,－0.66%,22610,23893,23712,24247,8974,2317
2017/03/22,22400,23050,22300,22850,▲350,＋1.56%,22560,24003,23725,24323,14321,3902
2017/03/21,22400,22750,22300,22500,0.0,0.00%,22520,24105,23734,24398,14264,4745
2017/03/20,22500,22550,22200,22500,0.0,0.00%,22650,24230,23742,24479,9902,7287
2017/03/17,22400,22700,22000,22500,▲50,＋0.22%,22840,24328,23747,24562,21928,10262
2017/03/16,22650,22850,22350,22450,▼200,－0.88%,23220,24410,23755,24639,18399,11924
2017/03/15,23150,23200,22550,22650,▼500,－2.16%,23690,24490,23779,24722,12730,13943
2017/03/14,23450,23450,22850,23150,▼300,－1.28%,24160,24538,23807,24796,19600,17532
2017/03/13,24000,24150,22950,23450,▼950,－3.89%,24530,24568,23826,24867,49569,19830
2017/03/10,24800,24800,23950,24400,▼400,－1.61%,24850,24583,23839,24935,19735,18301
2017/03/09,25000,25250,24300,24800,▼200,－0.80%,24980,24528,23823,24990,19545,18077
2017/03/08,25000,25300,24850,25000,0.0,0.00%,25080,24445,23777,25041,12678,18562
2017/03/07,25250,25450,25000,25000,▼50,－0.20%,25010,24355,23722,25098,9656,18984
2017/03/06,24800,25200,24600,25050,0.0,0.00%,24950,24220,23677,25160,16672,19317
2017/03/03,25300,25600,24950,25050,▼250,－0.99%,24890,24083,23638,25228,25711,20178
2017/03/02,24650,25350,24550,25300,▲650,＋2.64%,24760,23958,23593,25298,20841,22160
2017/02/28,24700,24950,24400,24650,▼50,－0.20%,24680,23833,23548,25365,11873,23905
2017/02/27,24600,25000,24450,24700,▼50,－0.20%,24730,23730,23520,25440,7399,25475
2017/02/24,24400,25100,24400,24750,▲350,＋1.43%,24790,23633,23482,25514,9552,25651
2017/02/23,24900,25150,24350,24400,▼500,－2.01%,24730,23533,23447,25573,14750,26206
2017/02/22,24850,25400,24850,24900,0.0,0.00%,24680,23450,23408,25634,10459,26800
2017/02/21,24900,25150,24800,24900,▼100,－0.40%,24510,23358,23367,25688,10279,26955
2017/02/20,24500,25200,24500,25000,▲550,＋2.25%,24250,23258,23318,25752,17184,28424
2017/02/17,24100,24650,24100,24450,▲300,＋1.24%,24000,23153,23279,25810,10969,29813
2017/02/16,24050,24350,23750,24150,▲100,＋0.42%,23860,23088,23267,25876,11880,28715
2017/02/15,23550,24450,23550,24050,▲450,＋1.91%,23690,23063,23261,25951,17586,30178
2017/02/14,23500,23850,23450,23600,▼150,－0.63%,23510,23060,23267,26020,11492,29027
2017/02/13,23800,23900,23300,23750,0.0,0.00%,23430,23080,23280,26102,14233,28965
2017/02/10,23050,24150,23050,23750,▲450,＋1.93%,23140,23083,23289,26186,18906,28007
2017/02/09,23300,23550,22900,23300,▲150,＋0.65%,22850,23113,23285,26272,9108,28094
2017/02/08,22850,23300,22800,23150,▼50,－0.22%,22700,23148,23293,26369,5800,29369
2017/02/07,22300,23350,22050,23200,▲900,＋4.04%,22630,23218,23310,26451,23550,30725
2017/02/06,22150,22650,22100,22300,0.0,0.00%,22510,23303,23333,26532,12783,33156
2017/02/03,22500,22700,21950,22300,▼250,－1.11%,22600,23443,23328,26622,16387,33668
2017/02/02,22550,22750,22500,22550,▼250,－1.10%,22690,23513,23342,26705,5004,37272
2017/02/01,22350,22800,22350,22800,▲200,＋0.88%,22730,23573,23353,26773,4795,38869
2017/01/31,22550,22650,22100,22600,▼150,－0.66%,22780,23618,23358,26846,11845,40120
2017/01/26,22900,23250,22550,22750,0.0,0.00%,22840,23673,23354,26928,19967,42582
2017/01/25,22750,23100,22750,22750,0.0,0.00%,22870,23735,23345,26999,7423,45523
2017/01/24,23050,23950,22700,22750,▼300,－1.30%,22950,23758,23351,27075,22806,46939
2017/01/23,23050,23300,22850,23050,▲150,＋0.66%,23130,23793,23352,27148,7645,50011
2017/01/20,22800,23250,22750,22900,0.0,0.00%,23320,23815,23378,27223,4405,51333
2017/01/19,23200,23500,22800,22900,▼250,－1.08%,23540,23840,23433,27309,15365,52160
2017/01/18,23500,23700,23000,23150,▼500,－2.11%,23720,23843,23487,27385,17318,53330
2017/01/17,23800,24000,23600,23650,▼350,－1.46%,23960,23825,23543,27476,6313,55549
2017/01/16,24250,24250,23700,24000,0.0,0.00%,24030,23793,23598,27568,6247,57718
2017/01/13,23600,24450,23600,24000,▲200,＋0.84%,24140,23788,23653,27660,8718,58850
2017/01/12,24200,24250,23550,23800,▼550,－2.26%,24320,23803,23717,27757,27054,58844
2017/01/11,24000,24450,23900,24350,▲350,＋1.46%,24580,23828,23784,27865,12874,61680
2017/01/10,24450,24650,24000,24000,▼550,－2.24%,24450,23823,23835,27965,16606,62069
2017/01/09,24900,25000,24200,24550,▼350,－1.41%,24400,23795,23881,28078,15957,64528
2017/01/06,25200,25550,24800,24900,▼200,－0.80%,24230,23668,23939,28194,23282,67632
2017/01/05,23750,25100,23700,25100,▲1400,＋5.91%,23990,23508,24008,28314,43977,72251
2017/01/04,23850,23850,23350,23700,▼50,－0.21%,23770,23368,24073,28422,9725,71399
2017/01/03,23700,24000,23350,23750,▲50,＋0.21%,23670,23318,24158,28542,17648,62740
2017/01/02,24250,24250,23450,23700,0.0,0.00%,23610,23250,24247,28643,11410,64458
2016/12/29,23700,24150,23450,23700,▼300,－1.25%,23570,23193,24338,28737,8198,67192
2016/12/28,23300,24000,23150,24000,▲800,＋3.45%,23510,23158,24436,28840,14358,68053
2016/12/27,23300,23550,23050,23200,▼250,－1.07%,23300,23078,24528,28928,13899,67612
2016/12/26,23500,23900,23050,23450,▼50,－0.21%,23220,23050,24653,29025,8732,67840
2016/12/23,23400,23700,23200,23500,▲100,＋0.43%,23130,22980,24782,29123,8157,68147
2016/12/22,23200,23950,22600,23400,▲450,＋1.96%,23210,22928,24920,29221,19628,76673
2016/12/21,22850,23100,22800,22950,▲150,＋0.66%,23390,22855,25062,29320,9132,78406
2016/12/20,23050,23200,22500,22800,▼200,－0.87%,23660,22843,25216,29412,17221,77860
2016/12/19,23700,23700,22800,23000,▼900,－3.77%,23950,22888,25377,29502,23068,78458
2016/12/16,24300,24500,23650,23900,▼400,－1.65%,24040,22928,25523,29580,20307,81090
2016/12/15,23800,24400,23750,24300,0.0,0.00%,23660,22953,25665,29648,19495,81889
2016/12/14,24400,24450,23500,24300,▲50,＋0.21%,23140,22958,25785,29738,11968,83425
2016/12/13,23300,24600,23250,24250,▲800,＋3.41%,22740,22958,25908,29840,27217,84223
2016/12/12,22400,23450,22350,23450,▲1450,＋6.59%,22430,22920,26030,29955,21467,83349
2016/12/09,22000,22100,21750,22000,▲300,＋1.38%,22220,22935,26157,30045,10189,79207
2016/12/08,22650,22650,21450,21700,▼600,－2.69%,22330,23045,26305,30145,30725,76786
2016/12/07,22500,22800,22100,22300,▼400,－1.76%,22590,23188,26473,30257,13702,76971
2016/12/06,22650,22900,22500,22700,▲300,＋1.34%,22610,23175,26643,30371,6875,78065
2016/12/05,22800,23200,22300,22400,▼150,－0.67%,22600,23195,26818,30468,22678,77994
2016/12/02,23150,23150,22300,22550,▼450,－1.96%,22530,23238,27003,30561,15609,78627
2016/12/01,22550,23500,22200,23000,▲600,＋2.68%,22510,23265,27183,30668,11978,81847
2016/11/30,22800,22950,22400,22400,▼250,－1.10%,22300,23233,27361,30766,6253,82460
2016/11/29,22250,22800,22000,22650,▲600,＋2.72%,22360,23223,27546,30884,9435,82591
2016/11/28,22550,23000,22050,22050,▼400,－1.78%,22570,23245,27700,31013,11751,81120
2016/11/25,21650,22450,21650,22450,▲500,＋2.28%,22920,23283,27861,31143,15941,80948
2016/11/24,22900,23250,21700,21950,▼750,－3.30%,23310,23393,28010,31269,27574,81003
2016/11/23,23550,23800,22050,22700,▼1000,－4.22%,23800,23605,28186,31353,18510,80864
2016/11/22,23950,24300,23250,23700,▼100,－0.42%,24120,23775,28341,31408,30956,79124
2016/11/21,24400,24400,23500,23800,▼600,－2.46%,24080,23915,28486,31455,11855,79216
2016/11/18,24100,24450,23400,24400,0.0,0.00%,24070,24075,28641,31508,22023,81551
2016/11/17,24500,24600,23800,24400,▲100,＋0.41%,24030,24218,28774,31567,15707,75173
2016/11/16,23500,24350,23300,24300,▲800,＋3.40%,24060,24390,28924,31637,21260,74048
2016/11/15,23750,24050,23350,23500,▼250,－1.05%,23610,24568,29083,31710,13959,66890
2016/11/14,24450,24450,23600,23750,▼450,－1.86%,23530,24763,29259,31773,12862,67405
2016/11/11,24650,24700,23450,24200,▼350,－1.43%,23430,24913,29445,31825,40540,69325
2016/11/10,22850,25150,22850,24550,▲2500,＋11.34%,23210,25105,29592,31859,39901,69730
