[일시]BYC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/10,320000,325500,320000,322500,▼500,－0.15%,321200,320325,328392,350600,876,8652
2017/11/09,320000,324000,319000,323000,▲3000,＋0.94%,320500,320175,328833,350996,732,8592
2017/11/08,318500,325000,318500,320000,▲500,＋0.16%,319900,320275,329325,351400,852,8475
2017/11/07,321000,325500,318500,319500,▼1500,－0.47%,319900,320575,329858,351829,620,8336
2017/11/06,319500,326000,319500,321000,▲2000,＋0.63%,320000,320925,330483,352283,596,8315
2017/11/03,317500,321000,317500,319000,▼1000,－0.31%,320100,320700,330942,352725,382,8253
2017/11/02,317000,320000,317000,320000,0.0,0.00%,320300,320900,331542,353196,433,8225
2017/11/01,321000,321000,317000,320000,0.0,0.00%,320300,320900,332133,353658,305,8225
2017/10/31,320000,320500,318000,320000,▼1500,－0.47%,320300,320700,332742,354100,390,8225
2017/10/30,318500,321500,318500,321500,▲1500,＋0.47%,320200,320325,333408,354533,314,8249
2017/10/27,320000,320000,317500,320000,0.0,0.00%,319900,320200,334075,354950,241,8207
2017/10/26,320000,321000,319000,320000,0.0,0.00%,319900,320225,334733,355375,395,8204
2017/10/25,324000,324000,319000,320000,▲500,＋0.16%,319900,320525,335400,355808,557,8178
2017/10/24,321000,326000,318000,319500,▼500,－0.16%,319500,320875,336075,356225,662,8162
2017/10/23,320000,320500,318000,320000,0.0,0.00%,320400,321225,336817,356654,476,8057
2017/10/20,321000,321000,319500,320000,0.0,0.00%,320100,321550,337583,357083,546,8057
2017/10/19,322000,322000,317000,320000,▲2000,＋0.63%,320000,321800,338375,357538,340,8059
2017/10/18,323500,323500,318000,318000,▼6000,－1.85%,321000,322025,339158,357996,191,8068
2017/10/17,319000,324000,318000,324000,▲5500,＋1.73%,322600,322475,340008,358446,252,8076
2017/10/16,318000,319000,316000,318500,▼1000,－0.31%,323100,322625,340758,358829,257,8063
2017/10/13,325000,327500,317000,319500,▼5500,－1.69%,322700,323225,341608,359275,235,8058
2017/10/12,326500,330000,325000,325000,▼1000,－0.31%,323400,324050,342442,359713,154,8076
2017/10/11,320000,326500,319500,326000,▼500,－0.15%,322400,324550,343183,360133,313,8078
2017/10/10,317500,326500,317000,326500,▲10000,＋3.16%,320400,325300,343867,360550,265,8030
2017/09/29,325500,325500,313500,316500,▼6500,－2.01%,317600,326000,344558,360992,104,8046
2017/09/28,321000,323000,317000,323000,▲3000,＋0.94%,318100,327075,345425,361504,14,8044
2017/09/27,322000,326000,319500,320000,▲4000,＋1.27%,317600,327775,346192,361950,337,8534
2017/09/26,310000,323000,310000,316000,▲3500,＋1.12%,318800,328575,347017,362425,206,8515
2017/09/25,315000,330000,310000,312500,▼6500,－2.04%,321000,329775,347850,362925,569,8514
2017/09/22,318500,319500,314500,319000,▼1500,－0.47%,323800,331150,348767,363463,786,8531
2017/09/21,326000,326000,320500,320500,▼5500,－1.69%,325300,332225,349567,363942,704,8561
2017/09/20,328000,328500,324500,326000,▼1000,－0.31%,326200,333225,350350,364408,83,8564
2017/09/19,328000,328500,323500,327000,▲500,＋0.15%,325900,333950,351092,364829,284,8581
2017/09/18,332000,332500,326000,326500,0.0,0.00%,325900,334600,351925,365229,250,8590
2017/09/15,325500,329500,324000,326500,▲1500,＋0.46%,326000,335525,352808,365621,161,8593
2017/09/14,328000,328000,325000,325000,▲500,＋0.15%,326800,336575,353675,366021,86,8603
2017/09/13,328500,328500,323500,324500,▼2500,－0.76%,329000,337625,354575,366417,401,8617
2017/09/12,332500,333000,326500,327000,0.0,0.00%,331100,338700,355517,366842,302,8618
2017/09/11,330500,334500,326500,327000,▼3500,－1.06%,333900,339750,356442,367275,1003,8615
2017/09/08,336000,336000,329000,330500,▼5500,－1.64%,336600,340675,357308,367633,524,8612
2017/09/07,335000,336000,334000,336000,▲1000,＋0.30%,338100,341625,358142,368000,211,8638
2017/09/06,339000,339000,335000,335000,▼6000,－1.76%,338300,342275,358992,368313,262,8641
2017/09/05,344000,344000,338000,341000,▲500,＋0.15%,338500,343150,360033,368679,194,8653
2017/09/04,335000,343500,335000,340500,▲2500,＋0.74%,338300,343700,360992,369004,137,8689
2017/09/01,336500,344500,336500,338000,▲1000,＋0.30%,338200,344525,361950,369317,70,8717
2017/08/31,336000,339500,334500,337000,▲1000,＋0.30%,338700,345050,362992,369667,644,8725
2017/08/30,340000,341000,334500,336000,▼4000,－1.18%,339400,345950,364067,370008,457,8735
2017/08/29,339000,340000,336500,340000,0.0,0.00%,340300,346925,365225,370375,697,8767
2017/08/28,346500,346500,338000,340000,▼500,－0.15%,340300,347750,366233,370721,319,8770
2017/08/25,340500,344000,339000,340500,0.0,0.00%,341300,348750,367125,371092,230,8768
2017/08/24,344000,357000,340000,340500,0.0,0.00%,342700,349800,367950,371375,436,8766
2017/08/23,340500,340500,338000,340500,▲500,＋0.15%,343800,350750,368742,371683,599,8759
2017/08/22,345000,345000,339000,340000,▼5000,－1.45%,344900,351725,369525,371996,779,8766
2017/08/21,347500,347500,343500,345000,▼2500,－0.72%,346500,352750,370142,372329,234,8676
2017/08/18,346000,350000,345500,347500,▲1500,＋0.43%,346600,353700,370600,372642,53,8682
2017/08/17,346000,346000,345000,346000,0.0,0.00%,347000,354625,371000,372913,97,8682
2017/08/16,348500,348500,346000,346000,▼2000,－0.57%,347600,355700,371417,373179,92,9173
2017/08/14,345500,349500,341000,348000,▲2500,＋0.72%,348900,356750,371817,373358,183,9172
2017/08/11,349500,349500,345000,345500,▼4000,－1.14%,349700,357800,372167,373592,161,9178
2017/08/10,349000,350000,347500,349500,▲500,＋0.14%,352000,358975,372500,373833,197,9194
2017/08/09,353000,353500,349000,349000,▼3500,－0.99%,351800,359975,372808,374029,304,9192
2017/08/08,352000,356500,352000,352500,▲500,＋0.14%,353000,361000,373158,374167,108,9648
2017/08/07,353000,357500,352000,352000,▼5000,－1.40%,353600,361850,373475,374250,386,9640
2017/08/04,352000,357500,349500,357000,▲8500,＋2.44%,354500,362600,373800,374358,83,8161
2017/08/03,355000,355000,348000,348500,▼6500,－1.83%,355100,363150,374083,374446,1346,8155
2017/08/02,355500,356000,353000,355000,▼500,－0.14%,357700,364150,374508,374638,663,8150
2017/08/01,357000,357000,355500,355500,▼1000,－0.28%,358600,364850,374850,374821,213,8155
2017/07/31,360500,360500,356500,356500,▼3500,－0.97%,359500,365550,375183,374983,437,8150
2017/07/28,361500,361500,358500,360000,▼1500,－0.41%,360300,366025,375458,375142,273,8231
2017/07/27,364500,364500,359000,361500,▲2000,＋0.56%,361100,366400,375658,375279,334,8271
2017/07/26,361000,361000,359500,359500,▼500,－0.14%,362000,366675,375825,375388,280,8266
2017/07/25,361000,365000,359500,360000,▼500,－0.14%,363600,367075,376017,375546,690,8264
2017/07/24,364000,364000,360500,360500,▼3500,－0.96%,365000,367600,376217,375713,940,8266
2017/07/21,366000,366000,360500,364000,▼2000,－0.55%,366700,368425,376375,375904,485,8272
2017/07/20,366000,367000,365000,366000,▼1500,－0.41%,367700,369200,376492,376067,361,8295
2017/07/19,366000,367500,366000,367500,▲500,＋0.14%,368400,369825,376583,376242,89,8306
2017/07/18,367000,369500,366500,367000,▼2000,－0.54%,368800,370400,376700,376413,159,8313
2017/07/17,369500,369500,368000,369000,0.0,0.00%,369300,371100,376833,376588,84,8351
2017/07/14,369500,371500,368000,369000,▼500,－0.14%,368900,371775,376883,376746,174,8354
2017/07/13,369500,370000,367000,369500,0.0,0.00%,368700,372275,376900,376904,185,8369
2017/07/12,369500,371000,368000,369500,0.0,0.00%,368500,372825,376942,377083,165,8391
2017/07/11,369000,369500,365000,369500,▲2500,＋0.68%,368400,373700,376983,377283,142,8397
2017/07/10,369000,369000,365000,367000,▼1000,－0.27%,368400,375100,377083,377483,54,8418
2017/07/07,368500,370000,367500,368000,▼500,－0.14%,368200,376675,377233,377671,189,8441
2017/07/06,369000,370000,365500,368500,▼500,－0.14%,368100,378175,377425,377846,193,8436
2017/07/05,367000,370000,367000,369000,▼500,－0.14%,367800,379775,377583,378058,103,8434
2017/07/04,366000,370500,365000,369500,▲3500,＋0.96%,367500,381400,377708,378275,169,8432
2017/07/03,367500,372000,364500,366000,▼1500,－0.41%,367700,383200,377833,378504,532,8460
2017/06/30,366500,368000,365500,367500,▲500,＋0.14%,369900,384925,378000,378754,225,8981
2017/06/29,366500,371000,365000,367000,▼500,－0.14%,372300,386225,378158,379017,682,8976
2017/06/28,375000,375000,367500,367500,▼3000,－0.81%,374600,387375,378317,379275,1140,8986
2017/06/27,377000,378500,370000,370500,▼6500,－1.72%,376900,388400,378467,379521,914,9016
2017/06/26,381000,381000,376500,377000,▼2500,－0.66%,379000,389250,378567,379733,230,9049
2017/06/23,380000,380000,377000,379500,▲1000,＋0.26%,380100,389250,378533,379900,129,9080
2017/06/22,378000,383000,377500,378500,▼500,－0.13%,380000,388900,378433,380054,138,9091
2017/06/21,383000,386000,379000,379000,▼2000,－0.52%,380400,388550,378367,380208,333,9109
2017/06/20,382000,389500,380000,381000,▼1500,－0.39%,382000,388150,378258,380371,428,9125
2017/06/19,379000,385500,379000,382500,▲3500,＋0.92%,385300,387600,378167,380500,202,9142
2017/06/16,378500,393000,378500,379000,▼1500,－0.39%,388500,386925,378108,380613,431,9147
2017/06/15,387000,390000,379500,380500,▼6500,－1.68%,392300,386250,377958,380804,853,9168
2017/06/14,397500,397500,385500,387000,▼10500,－2.64%,396300,385625,377858,380983,785,9187
2017/06/13,400000,400000,394000,397500,▼1000,－0.25%,399200,384775,377633,381158,441,9143
2017/06/12,399500,399500,397000,398500,▲500,＋0.13%,400800,383475,377325,381233,463,9080
2017/06/09,395000,402000,392000,398000,▼2500,－0.62%,401200,382125,377017,381283,482,9132
2017/06/08,403000,404500,398500,400500,▼1000,－0.25%,400300,380925,376683,381404,265,9112
2017/06/07,410000,410000,399000,401500,▼4000,－0.99%,398200,379600,376342,381383,408,9067
2017/06/05,405000,408500,401500,405500,▲5000,＋1.25%,395500,378300,375950,381354,500,9037
2017/06/02,403000,403000,399000,400500,▲7000,＋1.78%,391900,376800,375525,381308,588,9040
2017/06/01,389500,412000,389500,393500,▲3500,＋0.90%,387200,375425,375208,381304,1574,8981
2017/05/31,389500,392500,388000,390000,▲2000,＋0.52%,383000,374350,375058,381338,353,8808
2017/05/30,387500,399000,387500,388000,▲500,＋0.13%,379300,373425,374800,381400,1007,8702
2017/05/29,377000,403000,377000,387500,▲10500,＋2.79%,375900,372575,374625,381479,2422,8625
2017/05/26,373000,377000,373000,377000,▲4500,＋1.21%,372400,371800,374467,381554,709,8573
2017/05/25,374500,374500,371000,372500,▲1000,＋0.27%,370800,371450,374517,381717,717,8549
2017/05/24,373500,374500,371000,371500,▲500,＋0.13%,369400,371375,374683,381942,583,8512
2017/05/23,371500,375500,369000,371000,▲1000,＋0.27%,368700,371375,374825,382179,709,8469
2017/05/22,370000,370000,368500,370000,▲1000,＋0.27%,368500,371550,374942,382429,393,8505
2017/05/19,370000,370000,366000,369000,▲3500,＋0.96%,368800,371800,374900,382708,175,8496
2017/05/18,375000,375000,363000,365500,▼2500,－0.68%,369300,371950,375017,382929,798,8486
2017/05/17,371500,371500,367500,368000,▼2000,－0.54%,371000,372175,375167,383258,591,8486
2017/05/16,373500,374000,370000,370000,▼1500,－0.40%,372200,372375,375250,383717,1127,8486
2017/05/15,374000,374000,369500,371500,0.0,0.00%,373300,372475,375175,384208,682,8486
2017/05/12,371000,375000,370000,371500,▼2500,－0.67%,374100,372675,375025,384758,313,8523
2017/05/11,375500,375500,372000,374000,0.0,0.00%,374400,372900,374917,385325,301,8523
2017/05/10,379000,379000,372500,374000,▼1500,－0.40%,374000,373175,374808,385879,451,8523
2017/05/08,376000,376000,375000,375500,0.0,0.00%,373500,373375,374767,386400,172,8522
2017/05/04,374500,376500,372000,375500,▲2500,＋0.67%,372600,373425,374792,386883,159,8522
2017/05/02,373000,373500,371000,373000,▲1000,＋0.27%,371900,373500,374783,387442,133,8520
2017/04/28,373000,373000,370000,372000,▲500,＋0.13%,371300,373650,374825,388067,169,8520
2017/04/27,373500,373500,370500,371500,▲500,＋0.13%,371100,373900,374900,388675,36,8520
2017/04/26,373000,373000,370000,371000,▼1000,－0.27%,371100,374150,374950,389321,553,8520
2017/04/25,371500,374500,370000,372000,▲2000,＋0.54%,371800,374425,375075,389971,356,8520
2017/04/24,374500,382000,370000,370000,▼1000,－0.27%,372400,374650,375208,390579,345,8530
2017/04/21,371500,376500,370000,371000,▼500,－0.13%,372800,374900,375433,391208,155,8604
2017/04/20,376000,377000,371000,371500,▼3000,－0.80%,372600,375025,375642,391754,248,8639
2017/04/19,375000,375000,371500,374500,▼500,－0.13%,372700,375175,375900,392333,158,8693
2017/04/18,375500,375500,370500,375000,▲3000,＋0.81%,372200,375075,376125,392871,201,8693
2017/04/17,376000,376000,370500,372000,▲2000,＋0.54%,372300,375100,376342,393454,121,8679
2017/04/14,375500,375500,370000,370000,▼2000,－0.54%,373100,375450,376608,394054,131,8678
2017/04/13,377000,377000,369000,372000,0.0,0.00%,375000,375450,376908,394679,297,8678
2017/04/12,375500,376500,371500,372000,▼3500,－0.93%,376200,375575,377225,395317,71,8678
2017/04/11,381000,381000,373000,375500,▼500,－0.13%,377100,375650,377583,396025,203,8678
2017/04/10,380000,380000,374000,376000,▼3500,－0.92%,377400,375825,377883,396758,263,8678
2017/04/07,380000,380000,375500,379500,▲1500,＋0.40%,377400,376025,378108,397508,156,8178
2017/04/06,380500,381000,376000,378000,▲1500,＋0.40%,376900,375950,378267,398229,364,8179
2017/04/05,377000,380500,376000,376500,▼500,－0.13%,376600,376050,378533,398971,252,8179
2017/04/04,376000,377500,375000,377000,▲1000,＋0.27%,376600,376125,378842,399763,194,8179
2017/04/03,377000,377500,374000,376000,▼1000,－0.27%,376500,376275,379175,400513,436,8179
2017/03/31,377500,377500,374500,377000,▲500,＋0.13%,376300,376550,379508,401275,259,8179
2017/03/30,378000,386000,375000,376500,0.0,0.00%,375600,376925,379875,402004,628,8210
2017/03/29,377500,380000,375000,376500,0.0,0.00%,375200,376825,380233,402758,634,8258
2017/03/28,373500,377500,373000,376500,▲1500,＋0.40%,374400,376875,380575,403504,218,8258
2017/03/27,387000,387000,373500,375000,▲1500,＋0.40%,374200,376950,380900,404279,378,8258
2017/03/24,370000,374500,370000,373500,▼1000,－0.27%,375000,377200,381267,405071,26,8258
2017/03/23,374000,374500,365000,374500,▲2000,＋0.54%,374300,377650,381675,405825,154,8258
2017/03/22,370500,376500,370500,372500,▼3000,－0.80%,374300,377925,382050,406642,27,8258
2017/03/21,374500,379000,373500,375500,▼3500,－0.92%,374500,378200,382483,407492,30,8258
2017/03/20,396000,396000,370000,379000,▲9000,＋2.43%,375200,377800,382833,408338,494,8258
2017/03/17,374000,374500,370000,370000,▼4500,－1.20%,375400,377650,383117,409150,111,8273
2017/03/16,380500,380500,373500,374500,▲1000,＋0.27%,377000,377875,383650,410025,29,8273
2017/03/15,371500,379000,371500,373500,▼5500,－1.45%,378100,377800,384108,410854,15,8273
2017/03/14,380000,380000,375000,379000,▼1000,－0.26%,379000,377400,384683,411683,38,8273
2017/03/13,385000,385000,376000,380000,▲2000,＋0.53%,379200,376575,385142,412467,3,8273
2017/03/10,378000,378000,375000,378000,▼2000,－0.53%,379500,375825,385550,413242,23,8273
2017/03/09,378000,380000,377000,380000,▲2000,＋0.53%,380800,375300,386125,414025,29,8273
2017/03/08,380000,384500,378000,378000,▼2000,－0.53%,379700,374875,386425,414758,22,8273
2017/03/07,386500,386500,380000,380000,▼1500,－0.39%,379600,374825,386758,415538,39,8273
2017/03/06,384000,384000,375500,381500,▼3000,－0.78%,379200,374575,387092,416300,16,8273
2017/03/03,370500,385000,370000,384500,▲10000,＋2.67%,378900,374275,387400,417083,25,8273
2017/03/02,377000,377000,374500,374500,▼3000,－0.79%,378500,373875,387617,417838,123,8273
2017/02/28,379000,395000,377500,377500,▼500,－0.13%,379600,373875,388000,418671,90,8273
2017/02/27,380000,380000,375500,378000,▼2000,－0.53%,379700,373925,388333,419479,90,8273
2017/02/24,382000,382500,380000,380000,▼2500,－0.65%,377600,374025,388642,420283,55,8273
2017/02/23,380000,401000,375000,382500,▲2500,＋0.66%,376800,374200,388917,421100,220,8273
2017/02/22,374000,383500,374000,380000,▲2000,＋0.53%,375200,374250,389200,421883,177,8273
2017/02/21,367000,378000,367000,378000,▲10500,＋2.86%,373800,374600,389533,422692,100,8273
2017/02/20,374000,376000,367000,367500,▼8500,－2.26%,371300,375100,389917,423517,304,7107
2017/02/17,374500,376000,372000,376000,▲1500,＋0.40%,370300,376125,390517,424446,15,7107
2017/02/16,372500,375500,370000,374500,▲1500,＋0.40%,368100,376725,390842,425321,7,7107
2017/02/15,374500,374500,369000,373000,▲7500,＋2.05%,366700,377400,391350,426188,38,7107
2017/02/14,360000,374000,360000,365500,▲3000,＋0.83%,366400,378300,392183,427096,170,7107
2017/02/13,366000,366000,361000,362500,▼2500,－0.68%,368700,379700,393242,428071,228,7107
2017/02/10,367000,367000,360000,365000,▼2500,－0.68%,371200,381250,394492,429075,530,7107
2017/02/09,371000,371000,367500,367500,▼4000,－1.08%,373300,382475,395733,430025,75,7107
2017/02/08,373000,373000,370000,371500,▼5500,－1.46%,375100,383550,396950,430992,119,7107
2017/02/07,375000,377000,373000,377000,▲2000,＋0.53%,375700,384675,398033,431900,34,7107
2017/02/06,375500,375500,371000,375000,▼500,－0.13%,376000,385575,398975,432792,145,7107
2017/02/03,376500,376500,372000,375500,▼1000,－0.27%,377000,386675,400100,433708,90,7107
