[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2004/03/15,163000,163500,160000,160000,▼2000,－1.23%,162100,165300,156242,135531,237428,17574610
2004/03/12,162500,163000,153500,162000,▼3000,－1.82%,163400,165900,155733,135106,635328,17574330
2004/03/11,160000,165500,157000,165000,▲3500,＋2.17%,165000,166375,155158,134660,583310,17665920
2004/03/10,160000,162500,159500,161500,▼500,－0.31%,167000,166675,154458,134181,366957,17606670
2004/03/09,163000,165000,161500,162000,▼4500,－2.70%,168300,167150,153792,133768,299603,17708960
2004/03/08,170000,171000,165500,166500,▼3500,－2.06%,169600,167525,153125,133331,259525,17765950
2004/03/05,173000,174000,170000,170000,▼5000,－2.86%,168900,167675,152433,132852,275057,17795630
2004/03/04,170500,175000,169500,175000,▲7000,＋4.17%,166700,167400,151708,132310,481607,17807520
2004/03/03,168000,169500,166500,168000,▼500,－0.30%,163400,166650,150850,131764,312309,17624988
2004/03/02,164500,168500,164000,168500,▲5500,＋3.37%,161500,166100,150092,131306,414044,17523000
2004/02/27,156500,163000,154000,163000,▲4000,＋2.52%,160800,165800,149317,130823,545156,17442940
2004/02/26,160000,161000,158000,159000,▲500,＋0.32%,161600,165900,148600,130385,252401,17598344
2004/02/25,159000,161000,157000,158500,0.0,0.00%,163400,166150,147950,129977,309006,17595844
2004/02/24,162000,163000,157000,158500,▼6500,－3.94%,165600,166375,147275,129598,485121,17634764
2004/02/23,165000,166000,162000,165000,▼2000,－1.20%,167800,166600,146558,129202,342580,17678364
2004/02/20,169000,169000,165500,167000,▼1000,－0.60%,168700,166400,145783,128760,206272,17786404
2004/02/19,170500,170500,166000,168000,▼1500,－0.88%,169700,166100,144933,128285,255808,17825954
2004/02/18,170500,172000,169000,169500,0.0,0.00%,170400,165650,144092,127827,200846,17820840
2004/02/17,168000,172500,167000,169500,0.0,0.00%,170700,165075,143308,127339,228087,17792970
2004/02/16,170000,172500,169000,169500,▼2500,－1.45%,171000,164150,142483,126881,196884,17793416
2004/02/13,169500,172000,168500,172000,▲500,＋0.29%,171000,163125,141692,126427,230482,17727566
2004/02/12,173000,176000,169000,171500,▲500,＋0.29%,170500,161750,140908,125956,331612,17774316
2004/02/11,171000,176000,169500,171000,0.0,0.00%,169100,160500,140100,125468,410688,17806136
2004/02/10,171000,172000,168000,171000,▲1500,＋0.88%,166900,159350,139350,124943,237680,17780395
2004/02/09,170000,172000,168500,169500,0.0,0.00%,164100,158100,138575,124406,299601,17735585
2004/02/06,167500,169500,165000,169500,▲5000,＋3.04%,162700,157050,137767,123885,359014,17660065
2004/02/05,160000,164500,159000,164500,▲4500,＋2.81%,161800,155875,136892,123381,253279,17610555
2004/02/04,156000,163000,155500,160000,▲3000,＋1.91%,161700,154925,136167,122893,329246,17546345
2004/02/03,161500,162500,155500,157000,▼5500,－3.38%,162300,153975,135517,122481,371618,17458875
2004/02/02,162000,166000,162000,162500,▼2500,－1.52%,163500,153150,134958,122089,186000,17458882
2004/01/30,166000,171000,165000,165000,▲1000,＋0.61%,163200,151775,134283,121677,441476,17460405
2004/01/29,160000,164000,158000,164000,▲1000,＋0.61%,162400,150275,133533,121214,419207,17425565
2004/01/28,162000,164000,161000,163000,0.0,0.00%,161400,148800,132742,120756,291399,17455435
2004/01/27,161500,166500,161500,163000,▲2000,＋1.24%,160400,147400,131950,120343,295904,17393595
2004/01/26,164000,164000,160000,161000,0.0,0.00%,158000,146050,131133,119927,307044,17321495
2004/01/20,159000,161000,158000,161000,▲2000,＋1.26%,155600,144900,130292,119489,217300,17240765
2004/01/19,159000,160500,156500,159000,▲1000,＋0.63%,152300,143875,129442,119023,313931,17220220
2004/01/16,153500,158500,153000,158000,▲7000,＋4.64%,149800,142925,128733,118518,440021,17262970
2004/01/15,150500,154000,149500,151000,▲2000,＋1.34%,147800,141875,128000,118014,308618,17215500
2004/01/14,146500,151500,145000,149000,▲4500,＋3.11%,146800,141100,127367,117532,327185,17178980
2004/01/13,148000,148500,144500,144500,▼2000,－1.37%,146700,140300,126742,117068,239884,17082990
2004/01/12,149000,149000,145500,146500,▼1500,－1.01%,147000,139550,126192,116676,289956,17103590
2004/01/09,148500,151000,147000,148000,▲2000,＋1.37%,146800,138600,125575,116258,513945,17172513
2004/01/08,149500,152000,146000,146000,▼2500,－1.68%,145400,137350,124933,115852,436941,17061063
2004/01/07,147500,149000,146000,148500,▲2500,＋1.71%,144300,136125,124342,115448,304164,16976946
2004/01/06,147500,148000,144000,146000,▲500,＋0.34%,141600,134800,123725,115018,233440,16905939
2004/01/05,141500,147000,141000,145500,▲4500,＋3.19%,139400,133750,123092,114627,320942,16889429
2004/01/02,141500,142000,138500,141000,▲500,＋0.36%,137200,132800,122425,114248,276745,16815319
2003/12/30,137500,140500,136500,140500,▲5500,＋4.07%,136000,131925,121850,113889,264120,16862349
2003/12/29,133000,136000,132500,135000,0.0,0.00%,135100,131025,121283,113527,280367,16945496
2003/12/26,133500,135500,133500,135000,▲500,＋0.37%,135700,130375,120750,113202,184191,17024296
2003/12/24,136000,136500,133500,134500,▼500,－0.37%,136800,129625,120167,112846,186087,17012656
2003/12/23,136000,137000,133500,135000,▼1000,－0.74%,137900,128900,119542,112483,292732,16989728
2003/12/22,138000,139000,136000,136000,▼2000,－1.45%,138300,128050,118867,112113,193164,17010258
2003/12/19,142500,142500,137500,138000,▼2500,－1.78%,138200,127025,118193,111750,282217,16998878
2003/12/18,139000,142000,138000,140500,▲500,＋0.36%,137200,126050,117545,111368,317571,17002103
2003/12/17,141000,142000,139000,140000,▲3000,＋2.19%,135000,124825,116895,110943,408108,16961623
2003/12/16,132500,142000,132000,137000,▲1500,＋1.11%,132500,123700,116228,110502,529097,16779083
2003/12/15,135500,136000,133500,135500,▲2500,＋1.88%,129700,122975,115645,110084,241954,16723183
2003/12/12,134500,134500,130500,133000,▲3500,＋2.70%,126900,122200,115220,109700,404169,16724553
2003/12/11,128000,133000,127500,129500,▲2000,＋1.57%,124700,121650,114820,109332,650869,16627323
2003/12/10,120500,129000,120000,127500,▲4500,＋3.66%,123800,121425,114478,108950,445499,16434633
2003/12/09,122000,123500,122000,123000,▲1500,＋1.23%,123600,121200,114162,108564,112226,16232293
2003/12/08,119500,123500,119500,121500,▼500,－0.41%,123700,121350,113903,108213,148297,16233093
2003/12/05,125000,125500,121500,122000,▼3000,－2.40%,123900,121500,113745,107888,177624,16192983
2003/12/04,125500,126000,123500,125000,▼1500,－1.19%,123900,121450,113537,107538,123263,16174103
2003/12/03,124000,127000,123000,126500,▲3000,＋2.43%,122900,121050,113270,107152,443074,16167453
2003/12/02,123500,124000,122000,123500,▲1000,＋0.82%,121600,120775,112912,106748,242069,15987993
2003/12/01,122000,123500,121000,122500,▲500,＋0.41%,120500,120650,112678,106378,208667,15954443
2003/11/28,119500,122000,119000,122000,▲2000,＋1.67%,119100,120700,112520,106013,291173,15989643
2003/11/27,119500,120500,118500,120000,0.0,0.00%,118400,120700,112328,105652,144595,15988973
2003/11/26,118500,120000,117500,120000,▲2000,＋1.69%,117600,120700,112170,105300,264761,15988523
2003/11/25,117000,118500,117000,118000,▲2500,＋2.16%,117100,120525,112003,104958,232061,15988233
2003/11/24,117500,119000,113000,115500,▼3000,－2.53%,118000,120400,111920,104618,228906,15908963
2003/11/21,115000,120000,114500,118500,▲2500,＋2.16%,118900,120325,111845,104286,279777,15926303
2003/11/20,118000,119000,114500,116000,▼1500,－1.28%,119600,119925,111737,103924,299637,15804273
2003/11/19,119500,120500,116500,117500,▼5000,－4.08%,121400,119625,111637,103580,377446,15789023
2003/11/18,120000,122500,118500,122500,▲2500,＋2.08%,122500,119575,111562,103235,306562,15790753
2003/11/17,120000,121000,119000,120000,▼2000,－1.64%,123200,119150,111370,102838,219944,15755203
2003/11/14,123500,124500,120000,122000,▼3000,－2.40%,124100,118800,111278,102451,473660,15731703
2003/11/13,125000,125500,123500,125000,▲2000,＋1.63%,123900,118275,111162,102053,250073,15710563
2003/11/12,125000,125500,122500,123000,▼3000,－2.38%,122300,117600,111003,101635,449948,15680233
2003/11/11,123000,126500,121000,126000,▲1500,＋1.20%,121900,116925,110837,101231,414407,15781273
2003/11/10,121500,124500,120500,124500,▲3500,＋2.89%,120900,116100,110537,100817,633733,15734446
2003/11/07,117000,121000,117000,121000,▲4000,＋3.42%,120700,115400,110237,100424,273467,15500346
2003/11/06,120500,121500,117000,117000,▼4000,－3.31%,120900,114925,110003,100056,392679,15447756
2003/11/05,120000,121500,119000,121000,0.0,0.00%,121500,114475,109870,99718,326701,15385749
2003/11/04,124500,125000,119000,121000,▼2500,－2.02%,120600,113700,109620,99372,549893,15371903
2003/11/03,123000,124000,121000,123500,▲1500,＋1.23%,119500,112975,109445,99030,233886,15454143
2003/10/31,120000,122500,118000,122000,▲2000,＋1.67%,117600,112125,109220,98656,388405,15454883
2003/10/30,118000,120000,117500,120000,▲3500,＋3.00%,115300,111175,109070,98263,354342,15387333
2003/10/29,117500,121500,116500,116500,▲1000,＋0.87%,113300,110175,108895,97888,608731,15384043
2003/10/28,115000,117000,113000,115500,▲1500,＋1.32%,113300,109200,108770,97551,398074,15295433
2003/10/27,111500,114500,110500,114000,▲3500,＋3.17%,113000,108150,108737,97233,244889,15263703
2003/10/24,111000,112000,108000,110500,▲500,＋0.45%,112800,107230,108720,96911,368249,15259683
2003/10/23,114500,115500,110000,110000,▼6500,－5.58%,113000,106660,108687,96616,429151,15340383
2003/10/22,114000,118500,112500,116500,▲2500,＋2.19%,113300,106235,108603,96348,659738,15361210
2003/10/21,114000,115500,112000,114000,▲1000,＋0.88%,111900,105410,108303,96035,370499,15342940
2003/10/20,110500,113000,109500,113000,▲1500,＋1.35%,111000,104810,108028,95743,239318,15344430
2003/10/17,112500,115500,111500,111500,0.0,0.00%,110500,104660,107697,95465,509604,15415112
2003/10/16,108500,112000,107500,111500,▲2000,＋1.83%,110500,104535,107393,95211,312120,15315772
2003/10/15,111000,111500,108500,109500,0.0,0.00%,109800,104410,107160,94947,193547,15299392
2003/10/14,112000,113500,107500,109500,▼1000,－0.90%,109000,104360,106940,94718,357282,15311132
2003/10/13,110000,112500,108500,110500,▼1000,－0.90%,108400,104260,106770,94495,306395,15355662
2003/10/10,107000,112500,106000,111500,▲3500,＋3.24%,107600,104335,106553,94264,494201,15317632
2003/10/09,104500,108000,104000,108000,▲2500,＋2.37%,105900,104235,106312,94021,322432,15099152
2003/10/08,107500,108000,104500,105500,▼1000,－0.94%,104300,104285,106162,93796,223579,15022902
2003/10/07,106500,107000,104500,106500,0.0,0.00%,102600,104260,106070,93584,205950,14999062
2003/10/06,105000,107000,104500,106500,▲3500,＋3.40%,100200,104410,105928,93383,347919,14953262
2003/10/02,102000,103000,99600,103000,▲3000,＋3.00%,98020,104735,105770,93163,611792,14835222
2003/10/01,95100,100000,94600,100000,▲3000,＋3.09%,97240,105110,105653,92943,295779,14730352
2003/09/30,95600,98100,94800,97000,▲2500,＋2.65%,97540,105635,105525,92738,431925,14764404
2003/09/29,94100,95600,92200,94500,▼1100,－1.15%,98140,106285,105425,92559,516180,14631284
2003/09/26,96100,98200,95600,95600,▼3500,－3.53%,99640,107210,105358,92396,354792,14838544
2003/09/25,98000,99700,97400,99100,▼2400,－2.36%,102520,107980,105307,92249,362280,14860372
2003/09/24,101000,101500,99000,101500,▲1500,＋1.50%,104500,108625,105192,92073,550013,14911772
2003/09/23,102000,103000,99000,100000,▼2000,－1.96%,106000,109050,104992,91865,522192,14946292
2003/09/22,110000,110000,100500,102000,▼8000,－7.27%,107700,109700,104775,91658,635964,15045772
2003/09/19,112500,115500,109000,110000,▲1000,＋0.92%,108800,110150,104523,91432,1242957,15251165
2003/09/18,108000,112000,106500,109000,0.0,0.00%,109200,110375,104180,91158,583190,15082119
2003/09/17,111000,111500,108500,109000,▲500,＋0.46%,109300,110675,103843,90908,394232,15135315
2003/09/16,106000,109000,106000,108500,▲1000,＋0.93%,109300,111000,103422,90656,318534,15179835
2003/09/15,113000,114000,106500,107500,▼4500,－4.02%,108600,111225,102967,90393,387018,15268435
2003/09/09,111500,113000,110500,112000,▲2500,＋2.28%,109000,111250,102522,90107,446499,15433585
2003/09/08,109000,111000,106500,109500,▲500,＋0.46%,109200,110975,102030,89753,218901,15453105
2003/09/05,106000,111000,105500,109000,▲4000,＋3.81%,109400,110850,101538,89448,447299,15463475
2003/09/04,108500,110000,105000,105000,▼4500,－4.11%,109700,110850,101033,89140,498231,15299515
2003/09/03,114000,114000,109500,109500,▼3500,－3.10%,110700,110900,100585,88848,380023,15434457
2003/09/02,112000,113000,108500,113000,▲2500,＋2.26%,111400,110950,100078,88501,319962,15488737
2003/09/01,112000,115500,109500,110500,0.0,0.00%,111000,110800,99505,88118,515492,15483537
2003/08/29,110500,111000,106000,110500,▲500,＋0.45%,111300,110925,98975,87755,341035,15519655
2003/08/28,113000,117000,108000,110000,▼3000,－2.65%,111200,110875,98430,87395,375617,15532735
2003/08/27,111000,115000,111000,113000,▲2000,＋1.80%,111800,110825,97912,87054,358478,15548685
2003/08/26,110000,114000,110000,111000,▼1000,－0.89%,111400,110850,97317,86710,187734,15559935
2003/08/25,110000,112500,108000,112000,▲2000,＋1.82%,112100,110950,96727,86383,225039,15557945
2003/08/22,113000,114000,108000,110000,▼3000,－2.65%,112700,110775,96112,86017,558004,15577545
2003/08/21,111500,114500,110500,113000,▲2000,＋1.80%,113800,110525,95523,85675,512315,15671335
2003/08/20,114500,114500,110500,111000,▼3500,－3.06%,113800,109800,94908,85317,500701,15672505
2003/08/19,118000,118000,114500,114500,▼500,－0.43%,113200,109125,94307,84967,337581,15723225
2003/08/18,117000,117500,114000,115000,▼500,－0.43%,111600,108055,93623,84611,324403,15692435
2003/08/14,113000,117500,110000,115500,▲2500,＋2.21%,110000,106970,92945,84240,588171,15720415
2003/08/13,109500,113500,108000,113000,▲5000,＋4.63%,108700,106070,92267,83861,343489,15667555
2003/08/12,107500,108500,105000,108000,▲1500,＋1.41%,107300,105235,91625,83493,278664,15649005
2003/08/11,105000,107000,104000,106500,▼500,－0.47%,107800,104800,91097,83168,201979,15712742
2003/08/08,107500,108500,105500,107000,▼2000,－1.83%,108500,104350,90612,82843,199726,15755727
2003/08/07,105000,109000,104000,109000,▲3000,＋2.83%,109700,103850,90108,82473,344310,15793987
2003/08/06,107000,108500,104500,106000,▼4500,－4.07%,109800,103350,89567,82081,403340,15841867
2003/08/05,110500,113000,109000,110500,▲500,＋0.45%,110400,103050,89123,81718,326754,15983767
2003/08/04,110000,113000,109500,110000,▼3000,－2.65%,111000,102425,88615,81312,223096,15984407
2003/08/01,112000,115500,110000,113000,▲3500,＋3.20%,111600,101775,88092,80905,446417,16038857
2003/07/31,108000,110000,106500,109500,▲500,＋0.46%,110700,100925,87457,80484,213736,16073847
2003/07/30,111500,113500,108500,109000,▼4500,－3.96%,109800,100065,86882,80117,363192,16098787
2003/07/29,115000,115000,111000,113500,▲500,＋0.44%,107700,99165,86332,79764,334966,16207137
2003/07/28,111000,116000,109000,113000,▲4500,＋4.15%,104500,98015,85728,79377,643161,16243007
2003/07/25,105500,108500,104000,108500,▲3500,＋3.33%,100520,96990,85102,78986,474807,16048897
2003/07/24,99100,110500,99100,105000,▲6500,＋6.60%,97480,96175,84545,78618,953532,16007497
2003/07/23,98800,99500,96000,98500,▲1000,＋1.03%,95980,95400,84092,78258,339452,15891757
2003/07/22,93900,97800,92000,97500,▲4400,＋4.73%,95540,94825,83767,77957,529730,15898170
2003/07/21,93000,94000,91600,93100,▼200,－0.21%,95900,94295,83457,77665,343680,15799313
2003/07/18,94500,96500,92400,93300,▼4200,－4.31%,96780,94110,83233,77428,309478,15826883
2003/07/16,99000,99600,96400,97500,▲1200,＋1.25%,97520,93885,83028,77220,375144,15886952
2003/07/15,99100,102000,96300,96300,▼3000,－3.02%,97820,93195,82733,76973,389739,15868092
2003/07/14,96700,99900,96100,99300,▲1800,＋1.85%,98560,92440,82495,76748,404670,15847002
2003/07/11,95000,97700,94000,97500,▲500,＋0.52%,98300,91515,82220,76517,386557,15766692
2003/07/10,98000,99800,96800,97000,▼2000,－2.02%,98200,90765,81975,76296,363958,15761872
2003/07/09,101000,101000,98600,99000,▼1000,－1.00%,98000,89915,81730,76087,250615,15837272
2003/07/08,100000,100500,98200,100000,▲2000,＋2.04%,96660,88900,81430,75843,581671,15801512
2003/07/07,97600,98800,96000,98000,▲1000,＋1.03%,94860,87805,81098,75596,450554,15534692
2003/07/04,95200,97500,95000,97000,▲1000,＋1.04%,93360,86860,80838,75349,366420,15527232
2003/07/03,93700,98300,93400,96000,▲3700,＋4.01%,92460,85940,80557,75101,924552,15615042
