[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2005/05/03,98300,98600,97100,97500,▼1100,－1.12%,98100,98625,107767,107172,112364,16687044
2005/05/02,97500,98600,97000,98600,▲1200,＋1.23%,98360,98850,108000,107163,110547,16698778
2005/04/29,97800,97800,96800,97400,▼800,－0.81%,98520,99095,108223,107170,184109,16658448
2005/04/28,98800,98800,97600,98200,▼600,－0.61%,98900,99450,108450,107196,128234,16683075
2005/04/27,97800,98800,97500,98800,0.0,0.00%,98960,99840,108605,107219,236591,16714575
2005/04/26,98600,99400,98400,98800,▼600,－0.60%,98960,100175,108808,107238,134818,16641585
2005/04/25,98100,99400,97800,99400,▲100,＋0.10%,98660,100560,109020,107243,156472,16619335
2005/04/22,100000,100000,98900,99300,▲800,＋0.81%,98180,100865,109288,107257,244112,16616041
2005/04/21,98200,99100,96800,98500,▼300,－0.30%,97960,101100,109517,107267,278823,16517301
2005/04/20,97300,99900,97300,98800,▲1500,＋1.54%,97980,101425,109708,107250,561128,16464811
2005/04/19,96800,97500,95900,97300,▲300,＋0.31%,97940,101785,109870,107259,255356,16504254
2005/04/18,97000,97500,95800,97000,▼1200,－1.22%,98140,102170,110073,107290,364930,16506226
2005/04/15,98000,98500,97500,98200,▼400,－0.41%,98620,102520,110223,107369,239253,16459611
2005/04/14,98700,99200,98100,98600,0.0,0.00%,98960,102785,110345,107426,321979,16388651
2005/04/13,98000,99100,97800,98600,▲300,＋0.31%,99220,103280,110443,107525,197799,16434223
2005/04/12,99000,99300,97900,98300,▼1100,－1.11%,99500,103750,110508,107658,454153,16465883
2005/04/11,99200,100000,99000,99400,▼500,－0.50%,100240,104335,110637,107784,340455,16527103
2005/04/08,100500,100500,99800,99900,0.0,0.00%,101060,104940,110672,107893,426926,16526823
2005/04/07,99700,101000,99500,99900,▼100,－0.10%,101980,105520,110715,107994,479606,16588298
2005/04/06,101500,102500,99600,100000,▼2000,－1.96%,103200,106175,110783,108108,781968,16723425
2005/04/04,102500,103000,101500,102000,▼1500,－1.45%,104300,107000,110825,108216,255830,16985462
2005/04/01,102500,104000,101000,103500,▼1000,－0.96%,105200,107925,110867,108366,586047,16962498
2005/03/31,106000,106500,104000,104500,▼1500,－1.42%,105600,108875,111008,108491,389180,17002738
2005/03/30,104500,106000,104000,106000,▲500,＋0.47%,105500,109800,111150,108612,150361,17084253
2005/03/29,106500,106500,104000,105500,▼1000,－0.94%,105300,110650,111217,108745,221129,17081923
2005/03/28,107000,108500,105500,106500,▲1000,＋0.95%,105400,111550,111258,108895,238653,17093110
2005/03/25,103500,105500,103500,105500,▲1500,＋1.44%,105100,112325,111300,109028,147628,17142477
2005/03/24,104000,105000,103500,104000,▼1000,－0.95%,104800,113000,111350,109108,215836,17145705
2005/03/23,105000,106500,104000,105000,▼1000,－0.94%,104700,113575,111408,109187,192976,17151051
2005/03/22,104500,106500,104000,106000,▲1000,＋0.95%,105400,114200,111508,109270,263404,17122442
2005/03/21,104000,105000,102000,105000,▲1000,＋0.96%,105800,114825,111617,109324,487346,17175184
2005/03/18,102500,104500,101500,104000,▲500,＋0.48%,106800,115500,111775,109387,609484,17189020
2005/03/17,106000,108000,103500,103500,▼5000,－4.61%,108300,116200,111892,109458,844634,17201326
2005/03/16,107500,108500,106000,108500,▲500,＋0.46%,109900,116925,112033,109541,623909,17437775
2005/03/15,110500,111000,108000,108000,▼2000,－1.82%,110800,117475,112033,109578,470684,17571155
2005/03/14,110000,111000,108500,110000,▼1500,－1.35%,112500,117800,112000,109662,514668,17561998
2005/03/11,111500,112500,109500,111500,0.0,0.00%,114600,117925,111875,109720,770848,17679271
2005/03/10,111500,115000,111000,111500,▼1500,－1.33%,116800,117975,111692,109774,568362,17941734
2005/03/09,114500,115000,110000,113000,▼3500,－3.00%,119100,118000,111485,109866,808144,18048962
2005/03/08,121000,121000,116000,116500,▼4000,－3.32%,121100,117950,111285,109920,494950,18151192
2005/03/07,122500,123500,119000,120500,▼2000,－1.63%,122500,117675,111010,109891,355665,18206423
2005/03/04,122000,123500,122000,122500,▼500,－0.41%,122800,117225,110752,109820,255454,18162892
2005/03/03,123000,124500,121500,123000,0.0,0.00%,122100,116700,110502,109728,278223,18138117
2005/03/02,124000,124500,122000,123000,▼500,－0.40%,120600,116100,110210,109666,429888,18120242
2005/02/28,124500,125000,122000,123500,▲1500,＋1.23%,119500,115325,109910,109612,566871,18028087
2005/02/25,120000,122000,119500,122000,▲3000,＋2.52%,118500,114700,109643,109566,666344,17996616
2005/02/24,115500,119000,115500,119000,▲3500,＋3.03%,117800,114175,109368,109524,330222,17904979
2005/02/23,116000,117500,115000,115500,▼2000,－1.70%,117600,114000,109152,109516,336474,17880628
2005/02/22,119000,119500,116000,117500,▼1000,－0.84%,118100,113875,108977,109578,370910,17819757
2005/02/21,119500,120500,117500,118500,0.0,0.00%,118500,113500,108793,109649,585638,17759506
2005/02/18,115500,118500,115500,118500,▲500,＋0.42%,117700,113000,108585,109708,485933,17748245
2005/02/17,117500,118000,116000,118000,0.0,0.00%,116500,112550,108327,109766,347913,17847326
2005/02/16,120500,121000,116500,118000,▼1500,－1.26%,115400,111950,108127,109828,554290,17950699
2005/02/15,116000,120000,115500,119500,▲5000,＋4.37%,114200,111325,107952,109887,1066331,18031711
2005/02/14,113500,114500,112500,114500,▲2000,＋1.78%,112700,110575,107752,109941,405338,17888046
2005/02/11,110500,112500,109500,112500,0.0,0.00%,112000,109975,107602,110037,649180,17855385
2005/02/07,113500,114000,112000,112500,▲500,＋0.45%,111800,109650,107468,110128,403074,17818605
2005/02/04,111000,112000,110500,112000,0.0,0.00%,111700,109100,107318,110174,267396,17934538
2005/02/03,109500,112000,109000,112000,▲1000,＋0.90%,111500,108625,107118,110224,344943,17880376
2005/02/02,112000,112000,110000,111000,▼500,－0.45%,110600,108225,106843,110278,150457,17851971
2005/02/01,113000,113500,110000,111500,▼500,－0.45%,110600,107800,106577,110341,252388,17832698
2005/01/31,109500,112000,109000,112000,▲1000,＋0.90%,110600,107450,106325,110383,308589,17781032
2005/01/28,107000,111000,106500,111000,▲3500,＋3.26%,111300,107450,106117,110412,328628,17761708
2005/01/27,110500,111000,107000,107500,▼3500,－3.15%,111700,107550,105942,110458,431648,17721846
2005/01/26,112500,113000,109000,111000,▼500,－0.45%,112200,107675,105833,110503,303092,17741835
2005/01/25,114000,114500,109500,111500,▼4000,－3.46%,111700,107525,105667,110520,379241,17740616
2005/01/24,113500,116000,113000,115500,▲2500,＋2.21%,111300,107400,105467,110483,648132,17811055
2005/01/21,109000,113000,109000,113000,▲3000,＋2.73%,109400,107050,105225,110433,470896,17643962
2005/01/20,108000,111500,108000,110000,▲1500,＋1.38%,107900,106775,105017,110395,359194,17511798
2005/01/19,110500,113000,108500,108500,▼1000,－0.91%,106800,106825,104792,110391,630614,17425892
2005/01/18,107500,111000,107500,109500,▲3500,＋3.30%,105600,107025,104648,110412,1021587,17342550
2005/01/17,107000,107500,104000,106000,▲500,＋0.47%,104900,107275,104507,110458,949351,17219967
2005/01/14,103500,107500,102500,105500,▲1000,＋0.96%,104000,107525,104515,110503,774191,17290346
2005/01/13,103000,104500,102500,104500,▲2000,＋1.95%,103400,107850,104507,110541,287147,17317034
2005/01/12,105500,106000,101500,102500,▼3500,－3.30%,103300,108050,104607,110620,397544,17338226
2005/01/11,102000,106000,101500,106000,▲4500,＋4.43%,103300,108225,104807,110716,413187,17531346
2005/01/10,101500,102500,100500,101500,▼1000,－0.98%,103000,108050,104932,110791,271393,17529486
2005/01/07,103000,104500,101000,102500,▼1500,－1.44%,105100,108000,105115,110845,413033,17627151
2005/01/06,102500,105000,102000,104000,▲1500,＋1.46%,107200,107830,105273,110908,468376,17667719
2005/01/05,103000,103000,101000,102500,▼2000,－1.91%,108400,107680,105432,110928,400801,17719116
2005/01/04,108000,109000,104000,104500,▼7500,－6.70%,109500,107555,105607,110949,658012,17746817
2005/01/03,114000,115000,111500,112000,▼1000,－0.88%,110400,107580,105865,110974,129561,17790585
2004/12/30,110500,113000,110000,113000,▲3000,＋2.73%,109700,107355,105973,110978,265762,17812087
2004/12/29,107500,110000,107000,110000,▲2000,＋1.85%,108600,106980,106073,110987,220690,17776872
2004/12/28,107500,109500,107000,108000,▼1000,－0.92%,108800,106730,106273,111003,281053,17762922
2004/12/27,108500,109500,108500,109000,▲500,＋0.46%,109700,106705,106532,110991,126121,17900004
2004/12/24,107500,108500,106500,108500,▲1000,＋0.93%,110800,106530,106757,111012,190562,17923594
2004/12/23,111000,112000,107500,107500,▼3500,－3.15%,111300,106405,106865,111033,233185,18009247
2004/12/22,114000,114000,110500,111000,▼1500,－1.33%,112200,106280,106965,111066,163177,18051266
2004/12/21,114500,114500,111000,112500,▼2000,－1.75%,111700,106055,107032,111074,237185,18054556
2004/12/20,111000,114500,109500,114500,▲3500,＋3.15%,110400,105730,107032,111133,285782,18036536
2004/12/17,112500,113000,110000,111000,▼1000,－0.89%,108000,105155,106998,111191,280934,17946573
2004/12/16,109500,112500,108500,112000,▲3500,＋3.23%,105900,104905,107023,111262,573169,17806413
2004/12/15,107000,108500,106500,108500,▲2500,＋2.36%,103320,104680,107048,111316,299037,17569448
2004/12/14,102500,107500,101500,106000,▲3500,＋3.41%,101820,104630,107123,111420,269239,17442988
2004/12/13,100500,102500,99700,102500,▲2000,＋1.99%,100620,104605,107323,111503,133622,17383288
2004/12/10,98600,100500,98600,100500,▲1400,＋1.41%,101120,104705,107565,111595,154872,17340788
2004/12/09,100000,101000,99000,99100,▼1900,－1.88%,102520,104855,107857,111674,386026,17307948
2004/12/08,99100,101000,99100,101000,▲1000,＋1.00%,103800,104900,108247,111769,225463,17458218
2004/12/07,104000,105000,99800,100000,▼5000,－4.76%,104600,104625,108555,111848,427853,17506118
2004/12/06,107500,107500,104500,105000,▼2500,－2.33%,106100,104375,108772,111973,141161,17650838
2004/12/03,107000,108000,106000,107500,▲2000,＋1.90%,106200,103945,108888,112015,282182,17700058
2004/12/02,107000,108000,104500,105500,▲500,＋0.48%,105900,103545,108955,112048,266957,17657728
2004/12/01,106500,107500,104000,105000,▼2500,－2.33%,105800,103295,109122,112065,173438,17639548
2004/11/30,105500,107500,104500,107500,▲2000,＋1.90%,106100,103095,109313,112157,273888,17689098
2004/11/29,106500,106500,104500,105500,▼500,－0.47%,105800,102770,109488,112311,174738,17668738
2004/11/26,105000,109500,105000,106000,▲1000,＋0.95%,105300,102470,109680,112507,359964,17688528
2004/11/25,108000,108000,104500,105000,▼1500,－1.41%,105300,102220,109880,112728,277620,17576354
2004/11/24,105500,107500,103500,106500,▲500,＋0.47%,105800,101995,110180,112919,247041,17608224
2004/11/23,104500,106000,102500,106000,▲3000,＋2.91%,106000,101495,110505,113065,175290,17599154
2004/11/22,103500,104500,101500,103000,▼3000,－2.83%,105900,101190,110830,113228,257822,17573114
2004/11/19,107000,107500,104500,106000,▼1500,－1.40%,106200,101090,111205,113486,239729,17570494
2004/11/18,108000,109500,105500,107500,0.0,0.00%,105700,101115,111530,113711,227448,17568021
2004/11/17,106000,110000,105500,107500,▲2000,＋1.90%,104200,100990,111822,113869,349868,17510741
2004/11/16,104000,106000,103500,105500,▲1000,＋0.96%,101800,101140,112130,114044,317952,17466311
2004/11/15,105500,106500,104500,104500,▲1000,＋0.97%,99700,101590,112472,114253,372199,17431541
2004/11/12,101500,105000,99900,103500,▲3500,＋3.50%,98080,102040,112788,114453,618415,17377284
2004/11/11,95100,100500,95100,100000,▲4500,＋4.71%,97280,102490,113030,114694,926427,17326994
2004/11/10,95000,96000,94700,95500,▲500,＋0.53%,97380,103090,113330,114978,522215,17544994
2004/11/09,96200,97000,94700,95000,▼1400,－1.45%,98480,103990,113713,115273,364120,17690514
2004/11/08,100000,100000,96400,96400,▼3100,－3.12%,99680,104890,114105,115607,546219,17861734
2004/11/05,101500,102500,99500,99500,▼1000,－1.00%,100300,106070,114440,115849,376419,18165994
2004/11/04,100500,102500,100000,100500,▼500,－0.50%,100600,107020,114707,116024,400741,18189124
2004/11/03,101500,102000,99800,101000,0.0,0.00%,100600,107945,114973,116253,358424,18256274
2004/11/02,99500,101000,99500,101000,▲1500,＋1.51%,99700,108995,115173,116524,238378,18461724
2004/11/01,99700,101000,99400,99500,▼1500,－1.49%,99480,110120,115373,116841,160522,18540644
2004/10/29,99100,101500,99000,101000,▲500,＋0.50%,99780,111270,115498,117083,178458,18589484
2004/10/28,98200,100500,97900,100500,▲4000,＋4.15%,100880,111970,115640,117337,379912,18578484
2004/10/27,101000,101500,96100,96500,▼3400,－3.40%,101780,112620,115773,117649,546802,18508694
2004/10/26,100500,102000,99300,99900,▼1100,－1.09%,104580,113545,115990,117974,427878,18589974
2004/10/25,105500,105500,100000,101000,▼5500,－5.16%,107500,114175,116175,118383,363810,18704174
2004/10/22,106000,108000,105500,106500,▲1500,＋1.43%,110000,114750,116408,118775,197746,18755644
2004/10/21,110500,111500,103500,105000,▼5500,－4.98%,111200,115050,116492,119138,370908,18790144
2004/10/20,113500,114500,110500,110500,▼4000,－3.49%,112600,115475,116575,119533,283014,18891464
2004/10/19,115000,116500,113500,114500,▲1000,＋0.88%,113200,115600,116633,119929,195720,18950884
2004/10/18,112000,117500,112000,113500,▲1000,＋0.89%,112900,115775,116625,120308,285938,18905404
2004/10/15,110500,114000,110500,112500,▲500,＋0.45%,114200,115950,116650,120692,196579,18937034
2004/10/14,112000,113500,111500,112000,▼1500,－1.32%,115400,116225,116575,121113,236722,18961304
2004/10/13,113500,115000,112500,113500,▲500,＋0.44%,116800,116750,116542,121554,254714,18982684
2004/10/12,119500,119500,113000,113000,▼7000,－5.83%,118500,117050,116425,122038,674118,19034964
2004/10/11,118500,120500,118500,120000,▲1500,＋1.27%,120600,117050,116292,122508,230358,19281294
2004/10/08,118000,121500,117500,118500,▼500,－0.42%,121100,116650,116083,122908,269980,19301124
2004/10/07,122000,123000,117500,119000,▼3000,－2.46%,120400,116300,115983,123288,375494,19296814
2004/10/06,124000,126000,122000,122000,▼1500,－1.21%,119300,116125,115900,123692,597508,19342474
2004/10/05,123000,124000,121500,123500,▲1000,＋0.82%,117900,115850,115733,124071,458711,19348303
2004/10/04,117500,122500,117000,122500,▲7500,＋6.52%,115700,115575,115450,124442,658365,19239456
2004/10/01,113500,115500,113500,115000,▲1500,＋1.32%,113700,115300,115267,124808,188308,19004541
2004/09/30,115500,116000,112500,113500,▼1500,－1.30%,113200,115450,115200,125283,189514,18999081
2004/09/24,113000,117000,112500,115000,▲2500,＋2.22%,113200,115925,115167,125758,479059,19064431
2004/09/23,112000,113000,111000,112500,0.0,0.00%,112800,116475,115117,126238,261516,19086841
2004/09/22,113500,114000,112500,112500,0.0,0.00%,113900,117125,115233,126704,313762,19100616
2004/09/21,114000,114500,111500,112500,▼1000,－0.88%,114800,117775,115383,127171,303706,19054141
2004/09/20,112500,115000,111500,113500,▲500,＋0.44%,115900,118425,115500,127633,464490,19143314
2004/09/17,118000,119000,111500,113000,▼5000,－4.24%,117700,119000,115583,128088,634331,19277414
2004/09/16,116000,120000,115500,118000,▲1000,＋0.85%,119000,119650,115717,128517,379918,19251554
2004/09/15,117500,118500,115500,117000,▼1000,－0.85%,118000,120050,115683,128871,289558,19216042
2004/09/14,123500,124000,118000,118000,▼4500,－3.67%,117000,120375,115625,129213,298662,19229967
2004/09/13,120000,123500,119000,122500,▲3000,＋2.51%,115700,120375,115492,129554,579046,19227417
2004/09/10,113000,120000,113000,119500,▲6500,＋5.75%,114300,120150,115292,129867,552656,19013027
2004/09/09,112000,113500,110500,113000,▲1000,＋0.89%,113700,120100,115142,130200,490604,18863447
2004/09/08,111500,115000,111500,112000,▲500,＋0.45%,114700,120375,115175,130621,259915,18852337
2004/09/07,115000,115500,111500,111500,▼4000,－3.46%,115700,120600,115142,131029,389271,18839627
2004/09/06,116000,117000,114000,115500,▼1000,－0.86%,117000,120800,115142,131450,329589,18862857
2004/09/03,117500,118000,116000,116500,▼1500,－1.27%,118500,120850,115008,131813,536440,18916057
2004/09/02,117500,118000,115500,118000,▲1000,＋0.85%,120400,120675,115000,132175,435732,18805807
2004/09/01,118000,119500,115500,117000,▼1000,－0.85%,121900,120425,115133,132542,669641,18824537
2004/08/31,120000,121000,116500,118000,▼5000,－4.07%,123600,119925,115333,132942,558270,18992587
2004/08/30,126000,127500,122000,123000,▼3000,－2.38%,125100,119500,115575,133304,211175,19113777
2004/08/27,126000,126500,124500,126000,▲500,＋0.40%,125500,118775,115658,133629,161512,19136177
2004/08/26,126000,127500,125000,125500,0.0,0.00%,125500,117950,115625,133967,265347,19137887
2004/08/25,126000,127000,123500,125500,0.0,0.00%,125600,117225,115625,134338,240089,19127707
2004/08/24,125500,126000,123500,125500,▲500,＋0.40%,125200,116700,115767,134750,193631,19145787
2004/08/23,127500,129000,124500,125000,▼1000,－0.79%,123700,116000,115892,135104,158227,19178827
2004/08/20,125500,127000,125000,126000,0.0,0.00%,122300,115250,115917,135467,160452,19192637
2004/08/19,124500,127000,123500,126000,▲2500,＋2.02%,120800,114650,115958,135775,300617,19146457
2004/08/18,117500,123500,117500,123500,▲5500,＋4.66%,119300,114050,116033,136050,400982,19107867
2004/08/17,121000,121000,116500,118000,0.0,0.00%,117900,113625,116117,136342,223427,19066167
2004/08/16,119500,121500,117000,118000,▼500,－0.42%,117400,113125,116358,136679,236338,19129597
2004/08/13,117500,120500,116000,118500,0.0,0.00%,117100,112725,116625,137071,345911,19197207
2004/08/12,116500,119500,116000,118500,▲2000,＋1.72%,116000,112125,116833,137475,402227,19248517
2004/08/11,116500,117000,115000,116500,▲1000,＋0.87%,114900,111450,117108,137888,271956,19180397
2004/08/10,118000,118500,113500,115500,▼1000,－0.86%,113000,111000,117258,138329,427183,19134437
2004/08/09,111000,116500,111000,116500,▲3500,＋3.10%,111800,110850,117342,138779,276082,19273217
2004/08/06,111000,115000,110500,113000,0.0,0.00%,110200,110725,117533,139221,264280,19223009
2004/08/05,108000,113000,107000,113000,▲6000,＋5.61%,109500,110675,117875,139713,288848,19125209
2004/08/04,107000,108000,104500,107000,▼2500,－2.28%,109100,110350,118308,140200,260408,19033769
2004/08/03,110000,111000,108500,109500,▲1000,＋0.92%,110700,110575,118667,140733,198197,19117329
2004/08/02,110000,111000,108000,108500,▼1000,－0.91%,111100,110650,119033,141246,251736,19056949
2004/07/30,114000,114000,109000,109500,▼1500,－1.35%,111400,110800,119525,141754,182137,18991199
2004/07/29,114000,114500,110500,111000,▼4000,－3.48%,112300,110925,119958,142254,114182,19045269
2004/07/28,114000,115000,113000,115000,▲3500,＋3.14%,112900,111350,120592,142700,284879,19069839
2004/07/27,109000,112000,107500,111500,▲1500,＋1.36%,112900,111675,121142,143075,191461,18913709
2004/07/26,111000,113000,110000,110000,▼4000,－3.51%,112200,112075,121783,143454,223399,18919139
2004/07/23,115500,115500,111500,114000,0.0,0.00%,112200,112500,122492,143892,282152,18939928
2004/07/22,111000,114500,110500,114000,▼1000,－0.87%,110700,112850,123225,144317,290691,18886818
2004/07/21,113000,115000,111000,115000,▲7000,＋6.48%,108900,112950,123992,144733,575322,18882998
2004/07/20,108500,109000,106500,108000,▼2000,－1.82%,107400,112875,124733,145133,301102,18801798
2004/07/19,104000,110000,103500,110000,▲3500,＋3.29%,108300,112975,125650,145592,298170,18789497
2004/07/16,104000,108000,101000,106500,▲1500,＋1.43%,109100,113000,126567,146017,613623,18736807
2004/07/15,106500,108000,102500,105000,▼2500,－2.33%,110200,113200,127650,146471,428702,18785843
2004/07/14,111500,112500,107000,107500,▼5000,－4.44%,110500,113700,128725,146921,294954,18830973
2004/07/13,115000,115000,110000,112500,▼1500,－1.32%,111300,113825,129733,147342,246873,18844063
2004/07/12,114500,115000,111500,114000,▲2000,＋1.79%,111000,113775,130592,147663,332582,18817183
2004/07/09,107500,112500,107000,112000,▲5500,＋5.16%,110500,113450,131483,147954,406462,18669883
2004/07/08,110500,111000,106500,106500,▼5000,－4.48%,110500,113650,132408,148225,375776,18574603
2004/07/07,107500,111500,107000,111500,▲500,＋0.45%,113100,114625,133433,148558,224434,18550733
2004/07/06,111000,113000,110000,111000,▼500,－0.45%,115100,115500,134350,148863,204753,18531553
2004/07/05,112000,113500,110500,111500,▼500,－0.45%,116800,116575,135367,149154,224015,18567693
2004/07/02,116000,116000,111500,112000,▼7500,－6.28%,118200,117400,136350,149463,404248,18594073
2004/07/01,122000,123500,119000,119500,▼2000,－1.65%,120000,118000,137358,149746,204180,18766283
2004/06/30,119500,122500,118500,121500,▲2000,＋1.67%,119300,118300,138175,149963,284057,18750373
2004/06/29,117500,119500,115500,119500,▲1000,＋0.84%,117700,118925,138958,150125,207491,18696546
2004/06/28,121500,122000,117500,118500,▼2500,－2.07%,115800,119600,139767,150300,226881,18701956
2004/06/25,115000,122000,114500,121000,▲5000,＋4.31%,114200,120000,140592,150438,428547,18703626
2004/06/24,117000,117500,114500,116000,▲2500,＋2.20%,112100,120375,141317,150554,351048,18602921
2004/06/23,110500,115000,110500,113500,▲3500,＋3.18%,111900,121100,142058,150708,571023,18612291
2004/06/22,109000,112000,108000,110000,▼500,－0.45%,111200,121850,142800,150888,265491,18527831
2004/06/21,111000,113000,108500,110500,0.0,0.00%,111500,122975,143617,151104,289921,18530211
2004/06/18,113000,114000,109500,110500,▼4500,－3.91%,110900,124150,144442,151333,417137,18549451
2004/06/17,109500,115000,108000,115000,▲5000,＋4.55%,112000,125175,145258,151583,452912,18549091
2004/06/16,111500,114000,109500,110000,▼1500,－1.35%,114200,126175,146067,151792,560684,18420021
2004/06/15,108500,112500,106500,111500,▲4000,＋3.72%,118000,126950,146917,152017,816818,18382373
2004/06/14,111000,115000,104000,107500,▼8500,－7.33%,122200,127400,147758,152217,906851,18260543
2004/06/11,125000,126000,113500,116000,▼10000,－7.94%,126300,128425,148617,152429,863102,18256233
2004/06/10,127000,129000,125000,126000,▼3000,－2.33%,127900,129300,149350,152542,449930,18504623
2004/06/09,134500,135000,128000,129000,▼3500,－2.64%,127800,129950,149950,152554,296593,18613013
2004/06/08,133000,135000,130500,132500,▲4500,＋3.52%,128800,129925,150550,152504,588947,18648792
2004/06/07,125000,128000,125000,128000,▲4000,＋3.23%,128900,129875,151033,152413,359336,18494122
2004/06/04,126000,127500,121000,124000,▼1500,－1.20%,128600,130375,151600,152363,456011,18499362
2004/06/03,134000,134000,125500,125500,▼8500,－6.34%,129500,130950,152308,152371,501061,18591802
2004/06/02,131000,136000,128500,134000,▲1000,＋0.75%,130500,132125,153050,152379,328262,18657952
2004/06/01,129500,133000,128500,133000,▲6500,＋5.14%,129400,132825,153733,152292,490765,18658032
2004/05/31,129500,130000,125500,126500,▼2000,－1.56%,129300,133675,154317,152204,264118,18503912
2004/05/28,132500,133500,123000,128500,▼2000,－1.53%,130800,134975,155017,152167,867311,18541325
2004/05/27,132000,134000,130500,130500,▲2000,＋1.56%,131300,136450,155592,152096,441585,18503505
2004/05/25,130000,130500,127000,128500,▼4000,－3.02%,132200,137925,156067,152008,321043,18438665
2004/05/24,137000,137500,132000,132500,▼1500,－1.12%,131600,139475,156567,151921,362113,18412835
2004/05/21,134000,135000,131500,134000,▲3000,＋2.29%,129200,141000,157000,151779,293918,18462905
2004/05/20,132000,137000,128000,131000,▼4000,－2.96%,128000,142550,157517,151650,435211,18507029
2004/05/19,127500,140500,127500,135000,▲9500,＋7.57%,128500,144575,158117,151525,500431,18480199
2004/05/18,118500,128000,118000,125500,▲5000,＋4.15%,129300,146300,158667,151379,574231,18349069
2004/05/17,126500,131000,120000,120500,▼7500,－5.86%,129900,148425,159400,151354,441876,18265654
2004/05/14,136000,136500,127000,128000,▼5500,－4.12%,132100,150600,160217,151350,466667,18297798
2004/05/13,137000,138500,133000,133500,▼5500,－3.96%,134100,152575,160908,151300,350183,18367808
2004/05/12,132000,139000,131000,139000,▲10500,＋8.17%,134500,154275,161550,151229,665915,18381098
2004/05/11,131000,133500,127500,128500,▼3000,－2.28%,136500,155725,162092,151096,416750,18264368
2004/05/10,135000,138500,126000,131500,▼6500,－4.71%,140400,157625,162800,151075,434539,18324795
2004/05/07,135000,142500,131500,138000,▲2500,＋1.85%,144100,159650,163458,151017,670933,18312605
2004/05/06,149000,149000,135000,135500,▼13500,－9.06%,147000,161275,163983,150875,390222,18372415
2004/05/04,149000,152000,148000,149000,▲1000,＋0.68%,151500,163125,164550,150721,256647,18391233
2004/05/03,150000,151000,146000,148000,▼2000,－1.33%,153700,164100,164808,150488,236657,18397133
2004/04/30,148500,150000,144000,150000,▼2500,－1.64%,156000,165125,165008,150263,545485,18412056
2004/04/29,155000,156500,151500,152500,▼5500,－3.48%,158600,166025,165125,150042,335607,18437856
2004/04/28,160000,161500,156500,158000,▼2000,－1.25%,161100,166800,165292,149788,243344,18490226
2004/04/27,158000,161000,157000,160000,▲500,＋0.31%,163800,167125,165408,149471,266292,18481766
2004/04/26,162500,163000,159000,159500,▼3500,－2.15%,165700,167150,165475,149108,317259,18541151
2004/04/23,167500,168500,161500,163000,▼2000,－1.21%,167400,167075,165533,148742,463603,18329461
2004/04/22,173000,173000,164000,165000,▼6500,－3.79%,167600,166875,165533,148333,457198,18585121
2004/04/21,168000,174000,167000,171500,▲2000,＋1.18%,168100,166625,165467,147879,545688,18600701
2004/04/20,170000,170000,167000,169500,▲1500,＋0.89%,167300,166025,165292,147367,326677,18541151
2004/04/19,164000,169000,163500,168000,▲4000,＋2.44%,167000,165725,165117,146925,313539,18329461
2004/04/16,166500,166500,163000,164000,▼3500,－2.09%,166700,165375,164950,146475,275744,18180091
2004/04/14,165000,168000,164500,167500,0.0,0.00%,168300,165275,164733,146050,231696,18167711
2004/04/13,169000,169000,166500,167500,▼500,－0.30%,168900,164850,164425,145583,298625,18128965
2004/04/12,167500,171000,167000,168000,▲1500,＋0.90%,169900,164475,164042,145117,332377,18065015
2004/04/09,171000,171000,166000,166500,▼5500,－3.20%,170000,164175,163683,144629,316605,17975775
2004/04/08,170500,172000,169500,172000,▲1500,＋0.88%,170400,164100,163375,144154,314161,17992585
2004/04/07,170000,172000,168500,170500,▼2000,－1.16%,169600,163575,162942,143642,429651,17947635
2004/04/06,171500,172500,170500,172500,▲4000,＋2.37%,169100,163150,162575,143150,342017,17852295
2004/04/02,170500,171000,168000,168500,0.0,0.00%,167500,162850,162133,142613,291659,17728065
2004/04/01,166500,169000,166500,168500,▲500,＋0.30%,165900,162925,161750,142088,253836,17663545
2004/03/31,169500,170000,165000,168000,0.0,0.00%,163800,163250,161292,141571,228500,17642025
2004/03/30,166000,168500,165000,168000,▲3500,＋2.13%,162000,163250,160833,141058,310232,17640965
2004/03/29,160000,164500,160000,164500,▲4000,＋2.49%,160400,163275,160283,140517,198538,17603455
2004/03/26,160500,162500,159500,160500,▲2500,＋1.58%,159400,163200,159792,139979,368562,17571555
2004/03/25,158000,161500,158000,158000,▼1000,－0.63%,160000,163125,159358,139450,234484,17541745
2004/03/24,158500,160000,158000,159000,▼1000,－0.63%,160600,163150,158975,138921,150594,17484885
2004/03/23,158000,160000,155500,160000,▲500,＋0.31%,161200,163125,158592,138393,257871,17484645
2004/03/22,160500,163000,159000,159500,▼4000,－2.45%,161000,163375,158225,137885,215243,17529825
2004/03/19,160000,163500,159500,163500,▲2500,＋1.55%,161100,163750,157908,137402,148967,17563325
2004/03/18,164000,164500,161000,161000,▼1000,－0.62%,160800,163975,157517,136873,200972,17573050
2004/03/17,161000,163500,160000,162000,▲3000,＋1.89%,161600,164400,157117,136381,249261,17561680
2004/03/16,156000,159500,156000,159000,▼1000,－0.63%,161500,164775,156675,135948,177527,17572600
